"sample.depths","sample.ages","Abies","Acer.rubrum","Acer.saccharum","Acer.undiff.","Alnus","Amaranthaceae","Ambrosia","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Asteraceae.undiff.","Athyrium","Betula","Boraginaceae.undiff.","Brasenia.schreberi","Brassicaceae","Carya","Caryophyllaceae","Castanea","Celtis","Cephalanthus","cf..Rhamnus","cf..Rhus","cf..Rumex","cf..Sanguisorba","cf..Verbena","Cheilanthes","Cornus","Corylus","Cupressaceae.undiff.","Cyperaceae","Dryopteris","Epilobium","Equisetum","Ericaceae","Fabaceae.undiff.","Fagus","Fagus.Nyssa","Fraxinus..tetracolpate.","Fraxinus..tricolpate.","Fraxinus.undiff.","Gentianella","Heliotropium","Hypericum","Ilex","Impatiens","Indeterminable","Isoëtes","Iva","Jasione","Juglans","Larix","Liquidambar","Lycopodiaceae.undiff.","Lycopodium.clavatum","Magnolia","Myrica","Myriophyllum","Nuphar","Nymphaea","Nyssa","Osmunda","Ostrya.Carpinus","Parnassia","Parthenocissus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Plantaginaceae.cf..Littorella","Plantaginaceae.undiff.","Plantago","Platanus","Poaceae","Polygala","Polygonella","Polygonum.persicaria.type","Polygonum.undiff.","Polypodiaceae","Populus","Potamogetonaceae","Pteridium","Quercus","Ranunculus","Rosaceae","Sagittaria","Salix","Selaginella","Taxodium","Thalictrum","Tilia","Trifolium","Tsuga","Typha","Ulmus","Unknown","Utricularia","Vitis","Xanthium"
238,1075,0,0,0,0,2,3,7,0,0,3,0,0,0,15,1,3,1,2,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,1,1,0,0,0,0,0,3,0,0,0,1,0,4,0,1,0,0,0,10,0,0,0,2,6,1,2,9,0,4,0,0,0,4,0,332,0,0,0,0,4,0,0,0,0,0,1,1,0,79,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,0
242,1258,0,0,0,1,0,0,2,0,0,2,0,0,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,24,1,0,0,0,0,5,0,0,0,3,5,0,1,6,0,0,0,0,0,39,0,237.5,0,0,0,1,5,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,0
246,1440,0,0,0,0,3,1,3,0,0,1,0,0,0,8,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,6,0,0,0,0,0,10,0,0,0,0,17,0,0,6,0,5,0,0,0,2,0,530,0,0,0,0,21,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0
250,1622,0,0,0,1,1,0,1,0,0,4,0,0,0,8,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,13,0,1,0,0,0,4,0,0,0,0,9,1,3,4,0,2,0,0,0,6,0,259,0,0,0,0,20,0,0,0,0,1,3,0,0,78,1,0,0,0,0,1,0,0,0,0,0,12,0,0,1,1
254,1802,0,0,0,0,2,1,0,0,0,4,0,0,0,8,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,12,0,0,0,0,0,5,0,0,0,0,10,0,0,6,1,3,0,0,0,5,0,244,0,0,0,0,17,0,0,0,0,0,1,0,0,85,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0
262,2162,0,0,0,0,1,1,0,0,1,3,0,0,0,6,0,6,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,9,1,0,0,1,10,3,3,2,0,2,0,0,0,6,0,236.5,1,0,0,0,13,0,0,0,0,2,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,8,2,1,0,0
266,2340,0,0,0,0,1,0,2,0,0,5,0,0,0,20,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,1,0,3,0,0,0,2,0,0,0,1,0,10,0,2,0,0,0,7,0,0,1,4,11,0,1,4,0,4,0,0,0,5,0,365,0,0,0,0,40,0,0,0,0,0,1,0,0,111,1,0,0,0,0,2,0,0,0,0,0,6,0,2,0,0
270,2518,0,1,0,1,0,0,0,0,0,4,0,0,0,8,1,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,5,0,0,0,0,0,3,0,0,0,0,14,0,2,0,1,1,0,0,0,11,0,235,1,0,0,0,21,0,0,0,0,2,0,0,0,91,1,0,1,0,0,2,0,0,0,0,0,12,0,0,0,0
274,2695,0,0,0,0,2,0,0,0,0,2,0,0,0,14,0,6,0,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,12,0,0,0,0,0,11,0,0,0,0,17,0,2,1,0,1,0,0,0,77.5,0,458,0,0,0,1,14,0,0,0,0,0,1,0,0,107,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0
278,2871,0,0,0,1,3,0,0,0,0,3,0,0,0,12,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,6,0,0,0,0,0,13,0,0,0,0,0,9,0,0,0,1,5,1,2,3,0,2,0,0,0,9,0,305.5,0,0,0,0,16,0,0,0,0,0,1,0,0,84,0,0,0,0,0,0,1,0,0,0,0,18,0,7,0,0
282,3046,0,0,0,0,0,0,0,1,0,4,0,0,0,10,1,17,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,1,17,2,1,6,0,6,0,0,0.5,4.5,0,290.5,0,0,0,0,29,0,0,0,0,0,0,0,0,120,3,0,0,0,0,3,0,0,0,0,0,5,0,5,0,0
290,3395,0,0,0,0,3,0,0,0,0,3,0,0,0,15,2,19,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,24,1,1,3,0,2,0,0,0,11.5,0,282,0,0,0,0,27,0,0,0,0,0,1,0,0,86,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0
294,3568,0,0,0,0,5,0,0,0,0,4,0,0,0,14,0,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,15,0,0,0,0,0,7,0,0,1,1,25,0,1,10,0,3,0,0,0,15,0,295.5,0,0,0,0,21,0,0,0,0,0,6,0,0,95,0,0,0,0,0,1,0,0,0,0,0,5,0,3,0,0
298,3740,0,0,0,0,0,1,1,0,0,5,0,0,0,7,0,2,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,2,2,0,2,8,0,11,0,0,0,9.5,0,251,0,0,0,0,7,0,0,0,0,0,2,0,0,78,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0
306,4083,0,1,0,1,3,0,2,0,0,3,0,0,0,13,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,15,0,0,0,0,1,0,0,6,0,1,0,0,0,0,0,342,0,0,0,0,25,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0
310,4253,0,0,0,1,3,1,0,0,0,5,0,0,0,15,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40,2,0,0,0,0,28,2,0,0,5,1,0,1,16,1,1,0,0,2,140,1,532,0,0,0,1,35,0,0,0,0,2,0,0,0,200,0,1,0,1,0,0,0,1,0,0,0,3,0,0,1,0
314,4422,0,0,0,0,1,0,0,0,0,7,0,0,0,6,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,257,0,0,0,0,4,0,0,1,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
316,4507,0,0,0,0,3,1,0,0,0,3,0,0,0,15,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,9,0,0,0,1,0,0,1,9,0,3,0,0,0,1,0,362.5,0,0,0,1,17,0,0,0,0,0,0,0,0,103,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
320,4675,0,0,0,0,3,1,0,0,0,4,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,18,0,0,0,0,0,10,0,0,0,11,0,0,0,5,0,1,0,0,0,63,0,212,0,0,0,0,9,0,0,0,0,2,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0
324,4842,0,1,0,0,6,1,1,0,0,3,0,0,0,12,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,19,0,0,0,0,0,8,1,0,1,0,0,1,0,2,0,2,0,0,0,1,0,368.5,0,0,0,1,20,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
327,4967,0,0,0,0,1,1,0,0,1,5,0,0,0,9,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0.5,11,0,281,0,0,0,0,19,0,0,0,0,0,1,0,0,81,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0
332,5175,0,0,0,0,2,1,0,0,1,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,12,0,0,0,0,0,20,0,0,0,1,0,2,0,2,0,2,0,0,0,0.5,0,412,0,0,0,0,20,0,0,2,0,0,1,0,0,124,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0
336,5340,0,1,0,1,2,0,1,0,1,8,0,0,0,26,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,18,0,0,0,0,0,16,0,0,0,3,0,0,0,7,0,1,0,0,0.5,16.5,0,602.5,0,0,0,2,41,0,0,0,0,2,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
344,5668,0,0,0,0,0,0,0,0,1,4,0,0,0,13,0,0,0,6,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,2,0,2,0,4,0,5,0,0,0,3,0,545.5,0,0,0,0,24,0,0,0,0,0,0,0,0,167,0,1,0,1,0,0,1,0,0,0,0,3,2,0,0,0
348,5831,0,0,0,0,1,0,2,0,0,1,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,355,0,0,0,1,16,0,0,0,0,0,0,0,3,49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
352,5993,0,0,0,0,1,1,0,0,0,4,0,0,0,8,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,16,0,0,0,0,0,0,0,10,0,1,0,0,0,20,0,535.5,0,0,0,0,9,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
356,6154,0,0,0,1,0,0,1,0,0,1,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,259,0,0,0,1,21,0,0,0,0,0,0,0,0,62,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
360,6314,0,0,0,0,4,0,1,0,0,5,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,15,0,0,0,0,0,11,0,0,0,1,0,0,0,5,0,3,0,0,0,14,0,279,0,0,0,0,14,0,0,0,0,0,2,0,0,107,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
364,6474,0,0,0,0,0,1,0,0,0,4,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,302,0,0,0,0,9,0,0,0,0,0,0,0,0,87,0,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0
368,6633,0,0,0,0,0,0,0,1,0,1,0,0,0,8,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,13,0,0,0,0,0,1,2,0,0,5,0,0,0,5,0,367,0,0,0,0,37,0,0,0,0,0,0,0,0,124,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0
372,6791,0,0,0,1,1,1,0,0,0,2,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,12,0,0,0,0,0,0,1,2,0,1,0,0,0,3,0,286.5,0,0,0,0,12,0,0,0,0,1,2,0,0,84,3,0,0,1,0,0,0,0,0,0,0,4,1,1,2,0
376,6949,0,0,0,0,0,0,1,0,0,2,0,0,0,12,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2,0,0,0,4,0,0,0,2,0,2,0,0,0,0,0,13,0,0,0,0,0,0,1,4,2,1,0,0,0,7,0,307.5,1,0,0,0,17,0,0,1,0,1,0,0,0,76,0,0,0,1,0,1,0,0,0,0,0,2,1,0,0,0
384,7262,0,1,0,1,3,1,0,0,0,0,0,0,0,8,0,1,0,3,0,1,0,0,0,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,10,0,0,0,1,1,1,2,5,0,1,0,0,0,2,0,274,0,0,0,2,16,0,0,0,0,0,1,0,0,83,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0
388,7417,0,0,0,0,2,0,2,2,0,0,1,0,0,1,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,50,0,0,0,0,0,35,0,0,0,2,0,0,3,7,1,0,0,0,0,181,0,436,0,0,0,0,36,0,0,0,0,0,0,0,0,184,0,0,0,1,0,0,0,0,0,0,0,10,2,0,1,0
396,7725,0,0,0,0,1,1,2,0,0,3,0,0,0,17,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,28,0,0,0,0,0,0,7,4,0,6,0,0,0,14,0,596,0,0,1,0,30,0,0,1,0,0,0,0,0,215,0,0,0,0,0,0,1,0,0,0,1,5,0,2,0,0
400,7878,0,0,0,0,1,0,1,0,3,0,2,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,4,0,0,2,0,0,0,0,0,14,0,0,0,0,2,14,0,0,0,5,0,1,0,4,0,5,0,0,0,30.5,0,197,0,0,0,0,24,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0
404,8030,0,0,0,2,3,1,0,1,0,2,0,0,0,6,1,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,10,0,0,0,0,0,0,2,5,0,5,0,0,0,3,0,281,0,0,0,1,22,0,0,0,0,0,0,0,1,110,0,1,0,1,0,0,0,0,0,0,0,3,0,0,1,0
412,8332,0,0,0,2,0,1,2,1,0,0,0,0,0,3,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0,0,0,0,0,7,0,0,1,0,0,0,5,5,0,2,0,0,0,5,0,248,1,0,0,0,29,0,0,1,0,1,0,0,0,94,2,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0
416,8482,0,0,0,1,1,0,1,1,1,3,0,1,0,3,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,16,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,2,0,0,0,20,0,257.5,0,0,0,0,20,0,0,0,0,2,0,0,0,75,6,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0
420,8631,0,0,0,1,2,0,4,0,0,0,0,0,0,5,0,1,0,3,0,0,0,1,0,2,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,6,0,0,0,3,0,2,0,0,0,0,0,6,0,0,0,0,0,1,6,3,0,1,0,0,0,8,0,263.5,0,0,0,0,30,0,0,1,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
424,8779,0,1,0,0,0,1,1,0,0,2,2,0,0,6,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,3,0,0,2,0,0,0,2.5,0,218.5,0,0,1,2,23,0,0,0,0,0,0,0,0,98,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0
432,9074,0,0,0,1,0,0,0,2,1,2,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,9,1,0,0,0,0,2,7,1,0,5,0,0,0,11,0,238,0,0,0,1,22,0,0,0,0,1,1,0,0,97,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
436,9220,0,0,0,0,1,0,0,0,1,1,0,0,0,1,2,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,2,0,0,0,4,0,0,0,0,0,12,0,1,0,0,0,11,0,0,1,0,0,1,7,2,0,6,0,0,0,2,0,235,0,0,0,1,32,0,0,0,0,1,2,0,0,105,0,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0
444,9509,0,0,0,2,0,0,1,0,1,1,0,0,0,3,1,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,18,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,3,0,0,0,2,0,167.5,0,0,0,0,29,0,1,1,0,0,1,0,0,123,0,0,3,0,0,0,0,0,0,0,0,4,0,2,0,0
448,9653,0,0,0,0,0,0,2,2,0,2,1,0,0,7,0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,1,0,7,0,0,0,1,0,2,3,1,0,0,0,0,1,6,0,206,0,0,0,0,28,0,0,1,0,0,0,0,0,84,0,1,2,0,0,0,0,0,0,1,0,0,0,3,0,0
452,9796,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,3,0,0,0,4,0,0,0,1,0,11,0,0,0,0,0,7,0,0,0,1,0,0,12,6,0,4,0,0,0,4,0,218,0,0,0,1,34,0,0,0,0,1,5,0,0,172,0,0,2,0,0,0,1,0,0,0,0,1,0,1,0,0
456,9938,0,0,0,1,1,0,3,0,0,2,0,0,0,5,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,8,0,0,1,0,0,0,8,0,0,2,0,0,0,2,0,176,0,0,0,0,25,0,0,0,0,1,1,0,0,140,0,0,9,0,0,0,1,0,0,0,0,6,0,0,0,0
460,10080,0,0,0,0,0,0,1,1,0,6,0,0,0,1,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,18,0,0,0,0,0,11,0,0,0,0,0,3,0,6,0,0,0,0,0,4,0,83.5,0,0,0,0,18,0,0,0,1,0,0,0,0,238,0,0,7,0,0,0,1,0,0,0,0,2,0,2,0,0
464,10220,0,0,0,0,0,1,0,2,1,0,0,0,0,3,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,1,2,10,0,0,0,0,5,2,0,0,0,1,0,0,0,1,0,10,0,0,0,0,0,9,0,0,0,0,0,0,8,6,0,4,0,0,0,2,0,133,0,0,0,0,33,0,0,0,0,1,0,0,0,255,0,0,4,0,0,1,0,0,0,0,0,5,0,0,1,0
468,10360,0,0,0,0,0,0,4,8,2,2,0,0,0,2,0,11,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,1,9,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,2,0,0,0,0,0,1,6,3,0,4,0,0,0.5,0,0,160,0,0,0,1,50,0,0,0,0,0,1,0,0,201,0,0,6,0,0,0,0,0,0,0,1,9,1,0,0,0
