"sample.depths","sample.ages","Acer.undiff.","Ambrosia.type","Betula","Carya","Castanea","Cyperaceae","Ericaceae","Fraxinus..tricolpate.","Ilex","Larix","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Quercus","Rumex","Salix","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus","Myrica","Viburnum","Poaceae","Acer.rubrum","Arceuthobium","Fagus","Juglans.cinerea","Iva.undiff.","Populus","Boraginaceae","Ostrya.Carpinus","Platanus","Taxus","Tilia","Acer.spicatum","Urticaceae","Amaranthaceae.undiff.","Cephalanthus","Corylus","Cuscuta","Fraxinus..tetracolpate.","Rhus","Rosaceae.undiff.","Juglans.nigra","Cupressaceae","Liliaceae","Morus","Xanthium","Lycopus.type","Nyssa","Fabaceae","Abies","Acer.saccharum.type","Impatiens","Liquidambar","Salsola","Cornus","Brassicaceae","Vitis","Sambucus","Acer.saccharinum.type","Iva.annua.type","Parnassia","Rhamnaceae.Vitaceae.undiff.","Iva.xanthifolia.type","Ranunculaceae.undiff.","Artemisia","Cannabaceae","Crataegus.type","Potentilla.type","Thalictrum","Galium","Ribes","Saxifraga.type","Apiaceae","Asteraceae.subf..Cichorioideae","Caryophyllaceae","Polygonum","Shepherdia","Campanulaceae","Dryas.type"
360,7096,0.00609756097560976,0,0.0792682926829268,0.00609756097560976,0,0.0121951219512195,0,0,0.0121951219512195,0,0,0,0.0121951219512195,0.0609756097560976,0.176829268292683,0,0,0.0792682926829268,0,0.00609756097560976,0.378048780487805,0,0.00609756097560976,0,0.0121951219512195,0,0.0792682926829268,0,0,0,0,0.00609756097560976,0.00609756097560976,0,0,0,0,0,0.0365853658536585,0,0,0,0.024390243902439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,7221,0.015625,0,0.03125,0,0,0.0078125,0.0078125,0.0078125,0.015625,0.0078125,0.0078125,0,0.015625,0.09375,0.1328125,0,0,0.09375,0,0.015625,0.421875,0.0078125,0.0078125,0,0.015625,0,0.0546875,0,0,0,0,0,0,0,0.0078125,0,0,0,0.015625,0,0.0078125,0,0,0,0,0,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,7471,0,0,0.0567164179104478,0,0,0.0208955223880597,0,0.00298507462686567,0.0208955223880597,0,0.00298507462686567,0,0.0298507462686567,0.0686567164179104,0.134328358208955,0,0.00298507462686567,0.0626865671641791,0.00298507462686567,0.00298507462686567,0.444776119402985,0.00597014925373134,0.00298507462686567,0.00298507462686567,0.00298507462686567,0,0.0507462686567164,0,0,0,0,0.00597014925373134,0.00597014925373134,0.00298507462686567,0,0,0,0,0.0388059701492537,0,0,0.00597014925373134,0.00895522388059702,0.00298507462686567,0,0.00298507462686567,0,0.00298507462686567,0.00298507462686567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,7596,0,0,0.036144578313253,0,0,0,0,0.0240963855421687,0.0481927710843374,0,0,0,0.0120481927710843,0.0602409638554217,0.120481927710843,0,0,0.036144578313253,0,0.0240963855421687,0.530120481927711,0,0.0240963855421687,0,0.0120481927710843,0,0,0,0,0,0,0.0120481927710843,0.0120481927710843,0,0,0,0,0,0.0481927710843374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,7721,0,0,0.0212765957446809,0,0,0.0212765957446809,0,0,0.0141843971631206,0,0.00709219858156028,0,0.0141843971631206,0.049645390070922,0.134751773049645,0,0,0.0283687943262411,0,0,0.588652482269504,0,0,0.00709219858156028,0.0141843971631206,0,0.0425531914893617,0,0,0,0,0,0.00709219858156028,0,0,0,0,0,0.0354609929078014,0,0,0,0.00709219858156028,0.00709219858156028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,7809,0,0,0.0709677419354839,0,0,0.0193548387096774,0.0064516129032258,0,0.0516129032258065,0.0064516129032258,0.0064516129032258,0,0,0.0967741935483871,0.141935483870968,0,0,0.0838709677419355,0.0064516129032258,0.0064516129032258,0.341935483870968,0.0064516129032258,0.0129032258064516,0.0064516129032258,0,0,0.0129032258064516,0,0,0,0,0,0.0064516129032258,0,0,0,0,0,0.0903225806451613,0,0,0,0,0.0064516129032258,0,0,0,0,0,0.0064516129032258,0.0064516129032258,0.0064516129032258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,7945,0,0.00468384074941452,0.0936768149882904,0.00702576112412178,0,0.0210772833723653,0.00234192037470726,0.0117096018735363,0.00936768149882904,0,0,0.00234192037470726,0.0140515222482436,0.0772833723653396,0.194379391100703,0,0.00234192037470726,0.0725995316159251,0,0.00468384074941452,0.238875878220141,0.00702576112412178,0.00468384074941452,0.00234192037470726,0.00936768149882904,0,0.0796252927400468,0,0,0,0,0.00234192037470726,0.00234192037470726,0,0,0,0,0,0.0772833723653396,0,0,0.0117096018735363,0.0140515222482436,0,0,0.00468384074941452,0,0,0,0,0,0,0.00234192037470726,0.0140515222482436,0.00234192037470726,0.00234192037470726,0.00234192037470726,0.00234192037470726,0.00234192037470726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,8012,0,0.00213219616204691,0.0746268656716418,0.00213219616204691,0,0.0149253731343284,0.00426439232409382,0.00639658848614072,0.0106609808102345,0.00426439232409382,0,0.00426439232409382,0.0298507462686567,0.102345415778252,0.23454157782516,0,0,0.115138592750533,0.00639658848614072,0.00852878464818763,0.194029850746269,0.0170575692963753,0.00426439232409382,0.00213219616204691,0.00639658848614072,0,0.0639658848614073,0,0,0,0,0.00852878464818763,0.00426439232409382,0,0.00213219616204691,0,0,0.00213219616204691,0.0341151385927505,0.00426439232409382,0,0.0106609808102345,0.0127931769722814,0.00426439232409382,0,0,0,0,0,0,0.00213219616204691,0,0,0.00426439232409382,0,0,0,0,0,0.00213219616204691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,8080,0,0.0088495575221239,0.079646017699115,0.00221238938053097,0,0.0132743362831858,0.00221238938053097,0.00442477876106195,0.0132743362831858,0,0.00442477876106195,0.00663716814159292,0.0398230088495575,0.0929203539823009,0.223451327433628,0,0,0.130530973451327,0.00221238938053097,0.0110619469026549,0.152654867256637,0.0110619469026549,0,0.00221238938053097,0.0132743362831858,0,0.0553097345132743,0.00221238938053097,0,0.00442477876106195,0,0.0132743362831858,0.00663716814159292,0.00221238938053097,0.00221238938053097,0,0,0,0.0663716814159292,0.00221238938053097,0,0.00663716814159292,0.00221238938053097,0.00221238938053097,0,0.00221238938053097,0.00442477876106195,0,0,0,0.00663716814159292,0,0,0.00221238938053097,0,0,0,0,0.00221238938053097,0,0.00221238938053097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,8402,0,0.00840336134453781,0.0903361344537815,0.00210084033613445,0,0.00840336134453781,0,0.00420168067226891,0.00210084033613445,0,0.00420168067226891,0.00420168067226891,0.046218487394958,0.0987394957983193,0.277310924369748,0,0,0.182773109243697,0.00420168067226891,0.00630252100840336,0.0483193277310924,0.00840336134453781,0.00210084033613445,0.00630252100840336,0.0105042016806723,0,0.0609243697478992,0.00420168067226891,0,0.00210084033613445,0,0.0105042016806723,0.00210084033613445,0,0.00420168067226891,0,0.00420168067226891,0.00210084033613445,0.0714285714285714,0.00210084033613445,0,0.00630252100840336,0.00210084033613445,0,0,0,0,0,0,0,0.00420168067226891,0,0,0,0,0,0,0,0,0,0,0.00210084033613445,0.00210084033613445,0.00210084033613445,0.00210084033613445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,9207,0,0.010989010989011,0.111459968602826,0.00470957613814757,0,0.00313971742543171,0.00156985871271586,0.010989010989011,0,0,0.00313971742543171,0.010989010989011,0.113029827315542,0.130298273155416,0.328100470957614,0,0,0.098901098901099,0,0.00470957613814757,0.0188383045525903,0.0251177394034537,0,0.00156985871271586,0.00313971742543171,0,0.032967032967033,0.00156985871271586,0,0,0,0.0251177394034537,0.00627943485086342,0,0,0,0,0,0.0188383045525903,0.010989010989011,0,0.00627943485086342,0,0.00156985871271586,0,0.00156985871271586,0,0,0,0,0.00156985871271586,0,0,0.00156985871271586,0,0,0,0,0,0,0,0.010989010989011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645,9896,0,0.00233100233100233,0.116550116550117,0,0,0.00466200466200466,0,0.013986013986014,0,0.00233100233100233,0,0.0116550116550117,0.118881118881119,0.219114219114219,0.249417249417249,0,0,0.121212121212121,0,0.006993006993007,0.0186480186480186,0.00932400932400932,0,0.006993006993007,0.00466200466200466,0,0.00466200466200466,0,0,0.0186480186480186,0,0.0303030303030303,0.00466200466200466,0,0,0,0.00233100233100233,0,0,0.00233100233100233,0,0.0116550116550117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013986013986014,0,0,0,0.00233100233100233,0.00233100233100233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,10547,0,0,0.0926193921852388,0,0.00434153400868307,0.00723589001447178,0,0.0159189580318379,0.00144717800289436,0.00144717800289436,0.00434153400868307,0.0130246020260492,0.160636758321274,0.347322720694645,0.215629522431259,0,0,0.00868306801736614,0.00144717800289436,0.00434153400868307,0.0318379160636758,0.00144717800289436,0,0,0.0115774240231548,0,0,0,0,0.0217076700434153,0,0.0246020260492041,0.00144717800289436,0,0.00144717800289436,0,0.00144717800289436,0,0,0.00289435600578871,0,0.00144717800289436,0,0,0,0.00434153400868307,0,0,0,0,0,0,0.00723589001447178,0,0,0,0,0,0,0,0,0.00578871201157742,0,0,0,0,0,0.00144717800289436,0.00289435600578871,0,0,0,0,0,0,0,0,0,0,0,0,0
690,10775,0.00342759211653813,0,0.105398457583548,0.000856898029134533,0,0.00342759211653813,0,0.0111396743787489,0,0.00428449014567267,0.0231362467866324,0.025706940874036,0.161953727506427,0.458440445586975,0.0694087403598972,0,0.00171379605826907,0.0051413881748072,0,0.0051413881748072,0.0479862896315338,0.0077120822622108,0,0.00171379605826907,0.00342759211653813,0,0,0.000856898029134533,0,0.0188517566409597,0,0.0162810625535561,0.000856898029134533,0,0,0,0,0,0,0.00428449014567267,0,0.000856898029134533,0,0,0,0,0,0,0,0,0,0,0.00685518423307626,0.0051413881748072,0,0,0,0,0,0,0,0.0025706940874036,0,0,0,0,0,0,0,0.00171379605826907,0.000856898029134533,0.000856898029134533,0,0,0,0,0,0,0,0,0,0
710,11078,0,0.000788643533123028,0.160094637223975,0.00157728706624606,0.000788643533123028,0.0118296529968454,0.00473186119873817,0.0149842271293375,0.00315457413249211,0.00157728706624606,0.056782334384858,0.0370662460567823,0.100157728706625,0.329652996845426,0.0662460567823344,0,0.00315457413249211,0.0055205047318612,0.00236593059936909,0.00867507886435331,0.0764984227129338,0.0244479495268139,0.00157728706624606,0.0102523659305994,0,0,0,0.000788643533123028,0,0.0212933753943218,0,0.00946372239747634,0,0.00236593059936909,0,0,0.000788643533123028,0,0,0.00946372239747634,0,0.00157728706624606,0,0,0,0.000788643533123028,0,0,0,0,0,0,0.0181388012618297,0,0,0,0,0,0,0,0,0.0055205047318612,0,0,0,0,0,0.00157728706624606,0.000788643533123028,0,0.000788643533123028,0.00236593059936909,0.000788643533123028,0.000788643533123028,0.000788643533123028,0,0,0,0,0,0,0
740,11367,0,0,0.176470588235294,0,0.00217864923747277,0.0130718954248366,0.00217864923747277,0.0239651416122004,0,0.0196078431372549,0.163398692810458,0.0893246187363834,0.0152505446623094,0.213507625272331,0.0457516339869281,0,0.00435729847494553,0.0065359477124183,0.00217864923747277,0.0065359477124183,0.122004357298475,0.0217864923747277,0,0.0130718954248366,0,0,0,0,0,0.0174291938997821,0,0.00435729847494553,0,0.00217864923747277,0,0,0.00217864923747277,0,0,0.00435729847494553,0,0.00217864923747277,0,0,0,0.00435729847494553,0,0,0,0,0,0,0.0108932461873638,0,0,0,0,0,0,0,0,0.00217864923747277,0,0,0,0,0,0.00435729847494553,0.00435729847494553,0,0,0,0,0,0,0,0,0,0,0,0,0
780,11836,0,0.00174216027874564,0.0888501742160279,0,0,0.0139372822299652,0.00174216027874564,0,0,0.0121951219512195,0.522648083623693,0.0139372822299652,0.0209059233449477,0.0905923344947735,0.024390243902439,0,0.00174216027874564,0.0121951219512195,0.00522648083623693,0.00348432055749129,0.101045296167247,0.0226480836236934,0,0.0191637630662021,0,0,0,0,0,0.00522648083623693,0,0.0139372822299652,0,0,0,0,0,0,0,0.00522648083623693,0,0,0,0,0,0.00522648083623693,0,0,0,0,0,0,0.0104529616724739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00174216027874564,0,0,0,0.00174216027874564,0,0,0,0,0,0
820,12555,0,0.00350262697022767,0.0542907180385289,0.00175131348511384,0,0.021015761821366,0.00350262697022767,0.00525394045534151,0,0.0122591943957968,0.478108581436077,0.0455341506129597,0.00350262697022767,0.168126094570928,0.0280210157618214,0,0.00875656742556918,0,0.0175131348511384,0.00350262697022767,0.0437828371278459,0.0280210157618214,0,0.0157618213660245,0,0,0,0,0,0.00350262697022767,0,0.010507880910683,0,0.00175131348511384,0,0,0.00175131348511384,0.00350262697022767,0,0.0140105078809107,0,0.00175131348511384,0,0,0,0.00350262697022767,0,0,0.00175131348511384,0,0,0,0.00875656742556918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00525394045534151,0.00175131348511384,0,0,0,0,0,0,0,0,0,0,0,0,0
850,13094,0,0.00235294117647059,0.0494117647058823,0.00235294117647059,0,0.0564705882352941,0.00470588235294118,0.0211764705882353,0,0,0.322352941176471,0.04,0.00705882352941176,0.136470588235294,0.0635294117647059,0,0.0164705882352941,0,0.00235294117647059,0.00941176470588235,0.0211764705882353,0.0752941176470588,0,0.0211764705882353,0,0,0.00235294117647059,0,0,0.0258823529411765,0,0.04,0,0.00470588235294118,0,0,0,0.00235294117647059,0,0.00235294117647059,0,0.00235294117647059,0,0,0,0.0376470588235294,0,0,0,0,0,0,0.0164705882352941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00470588235294118,0.00235294117647059,0.00235294117647059,0,0,0,0,0,0.00235294117647059,0.00235294117647059,0,0,0,0,0
880,13668,0,0.00551470588235294,0.0514705882352941,0,0,0.0422794117647059,0.00367647058823529,0.00735294117647059,0,0,0.5625,0.0275735294117647,0,0.108455882352941,0.0275735294117647,0,0.0202205882352941,0,0.00919117647058824,0,0.00551470588235294,0.0220588235294118,0,0.0275735294117647,0,0,0,0,0,0.0147058823529412,0,0.0238970588235294,0,0.00919117647058824,0,0,0.00183823529411765,0,0,0,0,0,0,0,0,0.00735294117647059,0,0,0,0,0,0,0.00183823529411765,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00183823529411765,0,0.0128676470588235,0,0,0.00183823529411765,0,0,0,0.00183823529411765,0,0.00183823529411765,0,0,0,0
920,14529,0,0,0.0383141762452107,0.00191570881226054,0,0.0402298850574713,0,0.00383141762452107,0,0,0.672413793103448,0.0306513409961686,0,0.0478927203065134,0.0268199233716475,0,0.00383141762452107,0,0.00574712643678161,0,0.00766283524904215,0.00766283524904215,0,0.0134099616858238,0,0,0,0,0,0.0306513409961686,0,0.0172413793103448,0,0.00957854406130268,0,0,0.00191570881226054,0,0,0,0,0.00191570881226054,0,0,0,0.0153256704980843,0,0,0,0,0,0,0.00383141762452107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00957854406130268,0.00191570881226054,0,0,0.00191570881226054,0,0,0,0,0,0,0.00191570881226054,0.00383141762452107,0,0
940,14960,0,0.00186567164179104,0.0652985074626866,0,0,0.0466417910447761,0,0.0111940298507463,0,0,0.548507462686567,0.0242537313432836,0.00373134328358209,0.0559701492537313,0.041044776119403,0,0.0111940298507463,0,0.0111940298507463,0.00186567164179104,0.00932835820895522,0.0111940298507463,0,0.0223880597014925,0,0,0,0,0,0.041044776119403,0,0.0466417910447761,0,0.00746268656716418,0,0,0.00186567164179104,0.00186567164179104,0,0,0,0,0,0,0,0.0130597014925373,0,0,0,0,0,0,0.00559701492537313,0.00186567164179104,0,0,0,0,0.00186567164179104,0,0,0,0,0,0,0,0,0.00932835820895522,0,0,0.00186567164179104,0.00186567164179104,0,0,0,0,0,0,0,0,0,0
966,NA,0,0.00335570469798658,0.0771812080536913,0,0,0.241610738255034,0.0100671140939597,0.00671140939597315,0,0,0.11744966442953,0.0369127516778524,0,0.134228187919463,0.0302013422818792,0,0.063758389261745,0,0.0134228187919463,0,0.0369127516778524,0,0.00335570469798658,0.0838926174496644,0,0,0,0,0,0.0201342281879195,0,0.0134228187919463,0,0.00671140939597315,0,0,0,0,0,0,0,0,0,0,0,0.00671140939597315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0738255033557047,0.00335570469798658,0,0.00335570469798658,0.0100671140939597,0,0,0,0,0,0.00335570469798658,0,0,0,0
980,NA,0.0034965034965035,0,0.0559440559440559,0.006993006993007,0,0.356643356643357,0,0.006993006993007,0,0,0.041958041958042,0.006993006993007,0,0.090909090909091,0.0384615384615385,0.006993006993007,0.0874125874125874,0,0.0104895104895105,0.013986013986014,0.0104895104895105,0,0,0.0804195804195804,0,0,0.0034965034965035,0,0,0.006993006993007,0,0.0104895104895105,0.0034965034965035,0.020979020979021,0,0,0.006993006993007,0,0,0.006993006993007,0,0,0,0,0,0.0244755244755245,0,0,0,0,0,0.0034965034965035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034965034965035,0.0244755244755245,0,0,0,0.0314685314685315,0,0,0,0,0,0.0034965034965035,0,0,0,0
995,NA,0,0,0.0214285714285714,0,0,0.342857142857143,0.00714285714285714,0,0,0,0.0892857142857143,0.0178571428571429,0,0.135714285714286,0.0178571428571429,0.0178571428571429,0.0821428571428571,0,0.00714285714285714,0,0.0428571428571429,0,0,0.103571428571429,0,0,0,0,0,0,0,0.00714285714285714,0,0.00714285714285714,0,0,0.00714285714285714,0.00357142857142857,0,0,0,0,0,0,0,0.0178571428571429,0,0,0.00357142857142857,0,0,0,0.00357142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00714285714285714,0.025,0,0,0.00714285714285714,0.00357142857142857,0,0,0.00357142857142857,0,0,0.0142857142857143,0,0,0.00357142857142857,0
1010,NA,0,0,0.0126582278481013,0,0,0.278481012658228,0.00253164556962025,0.00253164556962025,0,0.00253164556962025,0.0784810126582278,0.0531645569620253,0.00253164556962025,0.177215189873418,0.0151898734177215,0.0227848101265823,0.0683544303797468,0,0.0151898734177215,0,0.0278481012658228,0,0.00253164556962025,0.131645569620253,0,0,0,0,0,0.00506329113924051,0,0.00253164556962025,0,0.010126582278481,0,0,0,0,0,0,0,0.00253164556962025,0,0.00506329113924051,0,0.020253164556962,0,0,0.00253164556962025,0,0,0.00506329113924051,0,0,0,0,0,0,0.00253164556962025,0,0,0,0,0,0,0,0.00253164556962025,0.00759493670886076,0,0,0.00506329113924051,0.00759493670886076,0.00253164556962025,0,0.00253164556962025,0,0,0.020253164556962,0,0,0,0.00253164556962025
1020,NA,0,0.0113636363636364,0.0568181818181818,0,0,0.170454545454545,0,0.00568181818181818,0,0,0.119318181818182,0.0738636363636364,0,0.176136363636364,0.00568181818181818,0.0340909090909091,0.0681818181818182,0,0,0,0.0681818181818182,0.0113636363636364,0,0.113636363636364,0,0,0,0,0,0.0170454545454545,0,0,0,0,0,0,0.0113636363636364,0,0,0,0,0,0,0,0,0,0,0,0.00568181818181818,0,0,0,0.00568181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0170454545454545,0,0,0.0113636363636364,0.0113636363636364,0,0,0,0,0,0.00568181818181818,0,0,0,0
