"sample.depths","sample.ages","Abies","Betula","Amaranthaceae.undiff.","Larix","Ostrya.Carpinus","Picea","Quercus","Alnus","Ambrosia","Fraxinus.americana.type","Populus","Poaceae","Humulus","Acer.saccharum","Ilex.Nemopanthus","Pinus.strobus","Pinus.banksiana.P..resinosa","Ericales","Fraxinus.nigra","Carya","Fagus","Juglans.nigra","Salix","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Plantago","Cyperaceae","Rumex","Acer.rubrum","Artemisia","Galium","Ephedra.nevadensis.type","Arceuthobium","Platanus","Tilia","Corylus","Juglans.cinerea","Pinus.undiff.","Sarcobatus.vermiculatus","Cupressaceae","Iva.annua","Myrica","Thalictrum","Rosaceae","Iva.xanthifolia","Apiaceae"
100,2316,0.0107758620689655,0.176724137931034,0,0.00431034482758621,0.00431034482758621,0.0237068965517241,0.0301724137931034,0.0021551724137931,0,0.0021551724137931,0,0,0,0.0021551724137931,0,0.495689655172414,0.181034482758621,0.0129310344827586,0.0021551724137931,0.0021551724137931,0.00862068965517241,0,0,0.00431034482758621,0,0.00646551724137931,0,0.00646551724137931,0,0,0,0,0,0,0,0,0,0,0.021551724137931,0.0021551724137931,0,0,0,0,0,0,0
110,2488,0.0108695652173913,0.14945652173913,0.00271739130434783,0,0.00271739130434783,0.0489130434782609,0.0244565217391304,0.0298913043478261,0.00271739130434783,0.00271739130434783,0.00271739130434783,0.00271739130434783,0,0,0.00815217391304348,0.46195652173913,0.214673913043478,0.00543478260869565,0,0,0.00271739130434783,0,0,0.00271739130434783,0,0.00271739130434783,0,0.0135869565217391,0,0,0,0,0,0,0,0.00271739130434783,0,0,0,0,0.00271739130434783,0.00271739130434783,0,0,0,0,0
120,2661,0.0122549019607843,0.110294117647059,0,0,0.00735294117647059,0.0245098039215686,0.0122549019607843,0.0196078431372549,0,0,0,0,0,0,0.00245098039215686,0.612745098039216,0.178921568627451,0.00490196078431373,0,0.00245098039215686,0.00245098039215686,0,0,0.00490196078431373,0,0,0,0,0,0,0,0,0.00245098039215686,0,0,0,0.00245098039215686,0,0,0,0,0,0,0,0,0,0
130,2833,0.0045766590389016,0.109839816933638,0,0.0022883295194508,0.0045766590389016,0.0251716247139588,0.0068649885583524,0.0091533180778032,0.0022883295194508,0.0022883295194508,0,0,0,0.0022883295194508,0,0.606407322654462,0.20137299771167,0.0022883295194508,0,0,0.0022883295194508,0.0022883295194508,0,0,0,0.011441647597254,0,0.0022883295194508,0,0,0.0022883295194508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,3006,0.010989010989011,0.156593406593407,0,0.00274725274725275,0.00274725274725275,0.010989010989011,0.00549450549450549,0.010989010989011,0.00274725274725275,0.00274725274725275,0,0,0,0,0.00274725274725275,0.651098901098901,0.126373626373626,0.00274725274725275,0,0,0,0,0,0.00549450549450549,0,0,0,0.00274725274725275,0,0,0,0,0,0,0.00274725274725275,0,0,0,0,0,0,0,0,0,0,0,0
150,3178,0.0289473684210526,0.189473684210526,0.00263157894736842,0.00263157894736842,0.00789473684210526,0.0605263157894737,0.0289473684210526,0.0289473684210526,0,0.00526315789473684,0,0,0,0.00789473684210526,0.00263157894736842,0.421052631578947,0.15,0.00526315789473684,0.00263157894736842,0,0.0105263157894737,0,0.00263157894736842,0.00789473684210526,0.00526315789473684,0.00526315789473684,0,0.0131578947368421,0,0.00263157894736842,0.00263157894736842,0,0,0,0,0,0.00526315789473684,0,0,0,0,0,0,0,0,0,0
160,3350,0.0097323600973236,0.153284671532847,0,0,0,0.0218978102189781,0.0218978102189781,0.0267639902676399,0,0.0024330900243309,0,0,0,0,0.0024330900243309,0.508515815085158,0.109489051094891,0.0413625304136253,0.0024330900243309,0,0.0024330900243309,0,0,0.0048661800486618,0,0.0072992700729927,0,0.0851581508515815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,3523,0.00883002207505519,0.214128035320088,0.0022075055187638,0.00662251655629139,0.011037527593819,0.00883002207505519,0.0353200883002208,0.0264900662251656,0.0022075055187638,0.0022075055187638,0.0022075055187638,0,0,0.0022075055187638,0,0.501103752759382,0.119205298013245,0.0264900662251656,0.0022075055187638,0,0.00662251655629139,0,0.0022075055187638,0.00441501103752759,0,0.00883002207505519,0,0,0,0,0.00441501103752759,0,0,0,0,0,0,0,0,0,0,0,0.0022075055187638,0,0,0,0
180,3695,0.00982800982800983,0.226044226044226,0.00491400491400491,0,0,0.0294840294840295,0.0221130221130221,0.0245700245700246,0.00245700245700246,0.00245700245700246,0,0,0,0,0,0.498771498771499,0.137592137592138,0,0.00245700245700246,0,0.00245700245700246,0,0,0,0,0.00737100737100737,0,0.0171990171990172,0,0,0,0,0,0,0.00245700245700246,0,0,0,0,0,0.00737100737100737,0.00245700245700246,0,0,0,0,0
190,3868,0.0090702947845805,0.0680272108843537,0.00226757369614512,0,0.00226757369614512,0.0204081632653061,0.0136054421768707,0.018140589569161,0.00453514739229025,0,0,0.00226757369614512,0,0.00226757369614512,0,0.687074829931973,0.0770975056689342,0,0,0,0.00453514739229025,0,0,0,0,0,0,0.0861678004535147,0,0,0.00226757369614512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,4042,0.0121065375302663,0.0920096852300242,0,0.00242130750605327,0,0.0193704600484262,0.0169491525423729,0.0145278450363196,0.00484261501210654,0,0.00484261501210654,0.00484261501210654,0,0.00242130750605327,0,0.590799031476998,0.171912832929782,0.0145278450363196,0.00726392251815981,0,0.00484261501210654,0,0.00726392251815981,0,0,0.00968523002421308,0,0.00968523002421308,0,0,0.00484261501210654,0,0,0,0.00242130750605327,0,0.00242130750605327,0,0,0,0,0,0,0,0,0,0
210,4215,0.0122549019607843,0.0588235294117647,0,0.00245098039215686,0.00245098039215686,0.0147058823529412,0.0122549019607843,0.00490196078431373,0,0,0.00245098039215686,0.00245098039215686,0,0.00245098039215686,0,0.629901960784314,0.213235294117647,0.0196078431372549,0,0,0,0,0,0,0,0.0147058823529412,0,0.00245098039215686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00245098039215686,0.00245098039215686,0,0,0
220,4389,0.027431421446384,0.109725685785536,0.00249376558603491,0.00249376558603491,0,0.0324189526184539,0.0149625935162095,0.0124688279301746,0.00249376558603491,0,0,0,0,0,0.00249376558603491,0.635910224438903,0.119700748129676,0.0149625935162095,0,0,0,0,0.00249376558603491,0,0,0.00748129675810474,0,0.00498753117206983,0,0,0.00249376558603491,0,0,0,0,0,0.00249376558603491,0,0,0,0.00249376558603491,0,0,0,0,0,0
230,4563,0.00845070422535211,0.0253521126760563,0,0,0,0.028169014084507,0.0028169014084507,0.00563380281690141,0,0.0028169014084507,0,0,0,0,0,0.805633802816901,0.101408450704225,0.0112676056338028,0,0,0,0,0,0.0028169014084507,0,0.0028169014084507,0,0,0,0,0,0,0,0,0,0.0028169014084507,0,0,0,0,0,0,0,0,0,0,0
240,4737,0.00280112044817927,0.0280112044817927,0,0,0.00280112044817927,0.0168067226890756,0.00840336134453781,0.00560224089635854,0,0,0,0,0,0,0.00280112044817927,0.753501400560224,0.159663865546218,0.00560224089635854,0,0,0,0,0,0.00280112044817927,0,0.00280112044817927,0,0.00280112044817927,0,0,0.00280112044817927,0,0,0,0,0,0,0,0,0,0.00280112044817927,0,0,0,0,0,0
250,4910,0.00854700854700855,0.0484330484330484,0,0.00284900284900285,0.00284900284900285,0.0199430199430199,0.00854700854700855,0.0142450142450142,0,0,0.00284900284900285,0,0,0.00284900284900285,0.00854700854700855,0.603988603988604,0.219373219373219,0.0113960113960114,0.00284900284900285,0,0.00284900284900285,0,0.00284900284900285,0,0,0.00284900284900285,0,0,0,0,0,0,0,0,0.00284900284900285,0,0,0,0.0284900284900285,0,0,0,0,0.00284900284900285,0,0,0
260,5084,0.004739336492891,0.023696682464455,0,0,0.0023696682464455,0.014218009478673,0.004739336492891,0.0023696682464455,0,0,0.0023696682464455,0,0,0.004739336492891,0.0023696682464455,0.765402843601896,0.154028436018957,0,0.00710900473933649,0,0.0023696682464455,0,0,0.0023696682464455,0,0,0,0,0,0.0023696682464455,0.0023696682464455,0,0,0,0,0,0,0,0,0,0.0023696682464455,0,0,0,0,0,0
270,5258,0.00552486187845304,0.0966850828729282,0,0,0.00276243093922652,0.0165745856353591,0.00828729281767956,0.0110497237569061,0.00276243093922652,0.00276243093922652,0,0.00276243093922652,0,0.00276243093922652,0.00276243093922652,0.552486187845304,0.248618784530387,0,0.00552486187845304,0.00276243093922652,0,0,0.00552486187845304,0.00276243093922652,0,0.00552486187845304,0,0,0,0,0.00552486187845304,0,0,0,0,0,0.00276243093922652,0,0,0,0.0110497237569061,0.00276243093922652,0,0,0,0,0
280,5432,0.0209580838323353,0.0479041916167665,0,0,0,0.0209580838323353,0.00898203592814371,0.0209580838323353,0,0,0,0.0029940119760479,0,0,0,0.658682634730539,0.182634730538922,0,0.0029940119760479,0,0,0,0,0.0029940119760479,0,0.0029940119760479,0,0.00598802395209581,0,0,0.00898203592814371,0,0,0,0,0,0,0,0.00598802395209581,0,0.00598802395209581,0,0,0,0,0,0
290,5605,0.0198300283286119,0.0169971671388102,0,0,0,0.0198300283286119,0.0141643059490085,0.0084985835694051,0.0028328611898017,0.0028328611898017,0,0.0084985835694051,0,0.0084985835694051,0,0.484419263456091,0.388101983002833,0,0,0,0.0056657223796034,0,0.0056657223796034,0,0,0.0028328611898017,0,0.0056657223796034,0,0,0,0,0,0,0,0,0,0,0,0,0.0028328611898017,0,0,0,0.0028328611898017,0,0
300,5779,0.00241545893719807,0.0410628019323672,0.00483091787439614,0.00241545893719807,0.00483091787439614,0.00966183574879227,0.0072463768115942,0.0072463768115942,0.00241545893719807,0,0,0.00241545893719807,0,0.00241545893719807,0,0.396135265700483,0.475845410628019,0,0.00483091787439614,0,0,0,0,0.00241545893719807,0,0.0072463768115942,0,0.0120772946859903,0,0,0,0,0,0,0,0,0,0,0,0,0.0144927536231884,0,0,0,0,0,0
310,5953,0.0075566750629723,0.0151133501259446,0,0.0075566750629723,0.0075566750629723,0.0100755667506297,0.00503778337531486,0.0075566750629723,0.00503778337531486,0,0,0,0,0,0,0.710327455919396,0.181360201511335,0.0100755667506297,0.00251889168765743,0,0,0,0.00503778337531486,0,0,0.0125944584382872,0,0.00503778337531486,0,0,0.00503778337531486,0,0,0,0,0,0,0,0,0,0.00251889168765743,0,0,0,0,0,0
320,6127,0.00472813238770686,0.016548463356974,0,0,0.00472813238770686,0.016548463356974,0.0141843971631206,0.00236406619385343,0,0,0,0.00236406619385343,0,0.00236406619385343,0,0.546099290780142,0.371158392434988,0.00472813238770686,0,0,0,0,0,0.00236406619385343,0,0.00236406619385343,0,0.00709219858156028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00236406619385343,0
325,6213,0.0071599045346062,0.0548926014319809,0,0.00238663484486874,0.00477326968973747,0.0262529832935561,0.0071599045346062,0,0,0,0,0,0,0,0,0.536992840095465,0.33890214797136,0,0,0,0,0,0.00477326968973747,0.0071599045346062,0,0.00954653937947494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,6474,0.0099255583126551,0.0496277915632754,0,0,0,0.0198511166253102,0.00744416873449132,0.00744416873449132,0.00496277915632754,0,0,0,0,0.00248138957816377,0,0.459057071960298,0.411910669975186,0.00744416873449132,0,0,0,0,0,0,0,0.00744416873449132,0,0.0124069478908189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,6648,0.0217391304347826,0.0169082125603865,0,0,0.00241545893719807,0.0193236714975845,0.0072463768115942,0,0,0,0,0,0,0,0,0.64975845410628,0.265700483091787,0,0.00241545893719807,0.00483091787439614,0,0,0,0,0,0.0072463768115942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00241545893719807,0,0,0,0,0,0
360,6821,0.00451467268623025,0.0203160270880361,0.00225733634311512,0.00225733634311512,0.00225733634311512,0.00677200902934537,0.0090293453724605,0.00451467268623025,0,0,0,0.00225733634311512,0,0,0,0.645598194130926,0.261851015801354,0.00677200902934537,0.0112866817155756,0,0,0,0,0,0,0.00225733634311512,0,0.0158013544018059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00225733634311512
370,6995,0.00503778337531486,0.0151133501259446,0,0.00503778337531486,0,0.0100755667506297,0.00503778337531486,0.00251889168765743,0.00251889168765743,0,0,0,0,0,0,0.564231738035264,0.347607052896725,0.00251889168765743,0.00251889168765743,0,0,0,0.00503778337531486,0,0.00503778337531486,0.0125944584382872,0,0.0100755667506297,0,0,0,0,0,0,0,0,0,0,0,0,0.00503778337531486,0,0,0,0,0,0
380,7169,0.00550964187327824,0.0137741046831956,0,0,0.00550964187327824,0.0165289256198347,0.00826446280991736,0.00275482093663912,0.00275482093663912,0,0,0,0,0.00826446280991736,0,0.553719008264463,0.338842975206612,0,0.0110192837465565,0.00550964187327824,0,0,0,0.00550964187327824,0,0.0110192837465565,0,0.0110192837465565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,NA,0.00543478260869565,0.0244565217391304,0.00271739130434783,0,0,0.00271739130434783,0,0.00271739130434783,0,0,0,0,0,0,0,0.60054347826087,0.339673913043478,0.00271739130434783,0.00271739130434783,0,0.00271739130434783,0,0.00271739130434783,0.00543478260869565,0,0.00543478260869565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,NA,0.005249343832021,0.0131233595800525,0.0026246719160105,0,0,0.015748031496063,0.0026246719160105,0,0.015748031496063,0,0,0.005249343832021,0,0,0,0.154855643044619,0.774278215223097,0.0026246719160105,0,0,0,0,0,0,0.0026246719160105,0.0026246719160105,0,0.0026246719160105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
