"sample.depths","sample.ages","Acer.rubrum","Acer.spicatum","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Betula","Cyperaceae","Fagus","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Picea.mariana.type","Pinus.undiff.","Populus.tremuloides.type","Quercus","Taxus","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Poaceae","Abies.balsamea","Acer.saccharum","Corylus.cornuta","Myrica.gale","Pinus.banksiana.type","Pinus.strobus","Prunus.pensylvanica","Rumex.type","Tsuga.canadensis","Viburnum.opulus","Picea.undiff.","Ericaceae.undiff.","Artemisia","Juglans.cinerea","Rosaceae.undiff.","Juniperus.type","Carya.ovata","Castanea.dentata","Juniperus.communis.Thuja.occidentalis.type","Larix","Ostrya.Carpinus","Sambucus","Rubiaceae","Picea.glauca.type","Acer.saccharinum","Viburnum.nudum","Tilia","Lamiaceae","Caryophyllaceae","Salix.undiff.","Pinus.resinosa.type","Prunus.virginiana","Nemopanthus.mucronatus","Amaranthaceae","Brassicaceae","Plantago","Ranunculaceae.undiff.","Thalictrum","Rosaceae.cf..Prunus.serotina","Asteraceae.subf..Cichorioideae","Populus.balsamifera.type","Viburnum.edule","Fabaceae.undiff.","Onagraceae","Saxifraga","Rhamnus.cathartica","Shepherdia.canadensis","cf..Oxyria.digyna","Vaccinium","Cornus.sericea","Dryas","Oxytropis.maydelliana.type","Potentilla.palustris.type","Salix.vestita.type","Caprifoliaceae.undiff.","Apiaceae","Viburnum.lentago","Salix.herbacea.type","Armeria.maritima","Polygonum.viviparum","Saxifraga.oppositifolia.type","Impatiens"
315,NA,0,0,0.00580270793036751,0.0154738878143133,0,0.0676982591876209,0.404255319148936,0,0.00193423597678917,0,0.0251450676982592,0.0212765957446809,0.00580270793036751,0.00967117988394584,0,0.0174081237911025,0.00193423597678917,0.218568665377176,0.00386847195357834,0,0,0,0.0309477756286267,0.0135396518375242,0,0,0,0,0.0135396518375242,0,0.02321083172147,0,0.00580270793036751,0.00386847195357834,0.00193423597678917,0,0.00193423597678917,0,0.00193423597678917,0,0,0.00193423597678917,0,0,0,0,0.00773694390715667,0.06963249516441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174081237911025,0,0,0,0.00193423597678917,0,0.00580270793036751,0,0,0,0,0,0,0,0
320,NA,0,0,0.006993006993007,0.0396270396270396,0,0.0582750582750583,0.319347319347319,0.00466200466200466,0.006993006993007,0,0.0186480186480186,0.013986013986014,0.00932400932400932,0.0116550116550117,0,0,0.00466200466200466,0.24009324009324,0,0,0.00233100233100233,0.00233100233100233,0.0303030303030303,0.0163170163170163,0,0,0,0,0.006993006993007,0,0.0372960372960373,0,0.00932400932400932,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00466200466200466,0.128205128205128,0,0,0,0,0,0,0.00233100233100233,0.00233100233100233,0,0,0,0,0,0,0,0,0,0.020979020979021,0,0,0,0,0,0,0.00233100233100233,0,0,0,0,0,0,0
325,NA,0,0,0.0217028380634391,0.015025041736227,0.00166944908180301,0.0350584307178631,0.325542570951586,0,0,0,0.0233722871452421,0.00333889816360601,0,0.00166944908180301,0,0.00667779632721202,0.00166944908180301,0.30550918196995,0,0.00166944908180301,0,0,0.0200333889816361,0.00333889816360601,0,0,0,0,0.00500834724540901,0.00166944908180301,0.0467445742904841,0.00166944908180301,0.0283806343906511,0,0,0,0.00166944908180301,0,0.00166944908180301,0,0,0,0,0,0,0,0.013355592654424,0.0951585976627713,0,0,0,0,0,0,0,0.00667779632721202,0,0,0,0,0.00667779632721202,0.00166944908180301,0,0,0,0.0183639398998331,0,0,0,0,0,0,0,0.00166944908180301,0.00333889816360601,0,0,0,0,0
330,NA,0,0,0.018413597733711,0.0084985835694051,0.00141643059490085,0.0396600566572238,0.372521246458924,0,0,0,0.0212464589235127,0.0141643059490085,0.0028328611898017,0.00708215297450425,0,0.00424929178470255,0.0084985835694051,0.239376770538244,0.00141643059490085,0,0,0,0.028328611898017,0.0084985835694051,0,0,0.00141643059490085,0,0.00991501416430595,0,0.0396600566572238,0,0.0127478753541076,0.00708215297450425,0,0,0,0,0,0,0,0.0028328611898017,0,0.00141643059490085,0,0,0.0056657223796034,0.093484419263456,0,0,0,0,0,0,0.00141643059490085,0,0,0,0.00141643059490085,0,0.0084985835694051,0,0,0,0,0.028328611898017,0,0,0,0,0,0.00708215297450425,0,0,0,0.0028328611898017,0,0,0,0
335,NA,0,0,0.0163934426229508,0.0145719489981785,0.00182149362477231,0.0455373406193078,0.347905282331512,0,0.00364298724954463,0.00182149362477231,0.0163934426229508,0.0163934426229508,0,0.0127504553734062,0,0.0145719489981785,0.00182149362477231,0.169398907103825,0,0,0.00182149362477231,0.00182149362477231,0.0619307832422587,0.00182149362477231,0,0,0.00364298724954463,0,0.0109289617486339,0.00546448087431694,0.0273224043715847,0,0.0182149362477231,0.00364298724954463,0,0.00182149362477231,0,0,0,0,0,0,0,0,0,0,0.0109289617486339,0.156648451730419,0,0,0,0.00182149362477231,0,0,0.00182149362477231,0.00364298724954463,0,0,0,0.00182149362477231,0.0109289617486339,0,0,0,0,0.00910746812386157,0,0,0,0,0,0,0,0,0,0,0.00182149362477231,0,0,0
340,NA,0,0,0.00761904761904762,0.0019047619047619,0,0.0761904761904762,0.268571428571429,0,0.0114285714285714,0.0019047619047619,0.00761904761904762,0.0152380952380952,0.00380952380952381,0.019047619047619,0,0.00761904761904762,0.020952380952381,0.180952380952381,0.00380952380952381,0.0019047619047619,0.00571428571428571,0,0.0361904761904762,0,0,0,0,0,0.0171428571428571,0.0019047619047619,0.0304761904761905,0,0.0323809523809524,0.00380952380952381,0,0,0,0,0.0114285714285714,0,0,0.0019047619047619,0,0,0,0,0.00761904761904762,0.198095238095238,0,0,0,0,0,0,0,0,0,0.0019047619047619,0,0,0.0019047619047619,0,0,0,0.0019047619047619,0,0,0,0.0019047619047619,0.0152380952380952,0,0.0019047619047619,0,0,0,0,0,0,0,0
345,NA,0,0,0.00704225352112676,0.00469483568075117,0.00234741784037559,0.0563380281690141,0.119718309859155,0.00234741784037559,0,0,0.028169014084507,0.0117370892018779,0,0.0211267605633803,0,0.0140845070422535,0.00469483568075117,0.227699530516432,0.00469483568075117,0,0.00469483568075117,0,0.07981220657277,0,0,0,0.00469483568075117,0,0.028169014084507,0,0.0234741784037559,0,0.0610328638497653,0.0140845070422535,0,0,0,0,0.00234741784037559,0,0,0.00469483568075117,0,0,0,0,0.00704225352112676,0.232394366197183,0,0,0.00234741784037559,0,0,0,0,0.00234741784037559,0,0,0,0,0.00234741784037559,0,0,0,0,0.00938967136150235,0,0,0,0.00938967136150235,0,0,0,0,0,0,0,0.00469483568075117,0.00234741784037559,0
350,NA,0,0,0.0190217391304348,0.00271739130434783,0.00543478260869565,0.0842391304347826,0.0679347826086956,0.00271739130434783,0.0108695652173913,0.00815217391304348,0.0896739130434783,0.0516304347826087,0.00271739130434783,0.0570652173913043,0,0.00815217391304348,0.00815217391304348,0.0896739130434783,0,0,0.00543478260869565,0.00543478260869565,0.0489130434782609,0.0271739130434783,0,0,0,0,0.0271739130434783,0,0.00815217391304348,0,0.0380434782608696,0.0135869565217391,0.00271739130434783,0,0.00543478260869565,0,0.00271739130434783,0,0,0,0,0,0,0,0,0.282608695652174,0,0,0,0,0,0,0,0,0,0,0.00271739130434783,0,0.0135869565217391,0,0,0,0,0,0,0,0,0.00815217391304348,0,0,0,0,0,0,0,0,0,0
355,NA,0,0,0.0140449438202247,0.00280898876404494,0,0.0674157303370786,0.0617977528089888,0,0.0112359550561798,0.0140449438202247,0.0421348314606742,0.0308988764044944,0.0308988764044944,0.0617977528089888,0,0.0140449438202247,0.00561797752808989,0.137640449438202,0.00561797752808989,0,0.00842696629213483,0,0.0365168539325843,0,0,0,0,0,0.0674157303370786,0,0.00561797752808989,0,0.00561797752808989,0.0112359550561798,0.00280898876404494,0,0.00561797752808989,0,0.00280898876404494,0,0,0.0196629213483146,0,0,0,0,0,0.328651685393258,0,0,0,0,0,0,0,0,0,0,0,0.00280898876404494,0,0.00280898876404494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,NA,0,0,0.10752688172043,0.032258064516129,0,0.21505376344086,0.139784946236559,0,0,0,0.010752688172043,0.064516129032258,0,0.043010752688172,0,0.021505376344086,0.010752688172043,0.064516129032258,0,0,0,0,0.0537634408602151,0,0,0,0,0,0.182795698924731,0.010752688172043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010752688172043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021505376344086,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010752688172043
365,NA,0,0,0.0579710144927536,0.0338164251207729,0.0072463768115942,0.251207729468599,0.0314009661835749,0.00241545893719807,0.0265700483091787,0.0169082125603865,0.0265700483091787,0.135265700483092,0.0241545893719807,0.0507246376811594,0,0.0144927536231884,0.0289855072463768,0.0748792270531401,0.00241545893719807,0,0.0072463768115942,0,0.0507246376811594,0.00483091787439614,0,0,0,0,0.0483091787439614,0.00966183574879227,0.0265700483091787,0.00241545893719807,0.00483091787439614,0.0241545893719807,0,0,0.00241545893719807,0,0,0,0,0,0,0,0.00241545893719807,0,0.00241545893719807,0.0144927536231884,0,0,0,0,0.00241545893719807,0,0.00483091787439614,0,0,0,0.00483091787439614,0,0.00241545893719807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,NA,0,0,0.0329218106995885,0.0205761316872428,0.0123456790123457,0.246913580246914,0.0823045267489712,0,0.037037037037037,0,0.0411522633744856,0.0329218106995885,0,0.0576131687242798,0,0.0329218106995885,0.065843621399177,0.0905349794238683,0.00823045267489712,0,0.00411522633744856,0.00411522633744856,0.0823045267489712,0,0,0,0,0,0.037037037037037,0,0.037037037037037,0,0,0.0123456790123457,0,0,0.0123456790123457,0,0,0,0,0,0,0,0,0,0.00411522633744856,0.0123456790123457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00823045267489712,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246913580246914
372,NA,0,0,0.0233918128654971,0.0175438596491228,0,0.245614035087719,0.064327485380117,0,0.0116959064327485,0,0.12280701754386,0.0467836257309941,0,0.0584795321637427,0.00584795321637427,0.0175438596491228,0.0467836257309941,0.0584795321637427,0,0,0,0,0.12280701754386,0,0,0,0,0,0.0584795321637427,0.0116959064327485,0.0116959064327485,0,0,0.0116959064327485,0.00584795321637427,0,0,0,0,0,0,0,0,0,0,0,0,0.00584795321637427,0,0,0,0,0.00584795321637427,0,0.00584795321637427,0,0,0,0,0,0,0,0,0,0,0.0116959064327485,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292397660818713
