"sample.depths","sample.ages","Artemisia","Betula","Amaranthaceae.undiff.","Corylus","Cupressaceae","Cyperaceae","Fraxinus.undiff.","Juglans.cinerea","Larix","Asteraceae.subf..Cichorioideae","Picea","Quercus","Salix","Sarcobatus.vermiculatus","Tilia","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus","Ambrosia","Ephedra.torreyana.type","Fraxinus.americana.type","Pinus","Populus","Poaceae","Acer.saccharum","Fraxinus.nigra","Impatiens","Thalictrum","Rosaceae","Abies","Ostrya.Carpinus","Acer.negundo","Rumex","Iva.xanthifolia","Carya","Iva.annua","Ephedra.nevadensis.type","Xanthium","Acer.rubrum","Dalea.purpurea","Tsuga","Platanus","Amorpha","Lamiaceae","Ranunculus","Fagus","Juglans.nigra","Dalea.candida.type","Plantago","Apiaceae","Brassicaceae","Shepherdia.argentea","Celtis","Shepherdia.canadensis","Ericaceae"
760,9603,0.0421686746987952,0.0150602409638554,0.0150602409638554,0.00602409638554217,0.00903614457831325,0.0180722891566265,0.00301204819277108,0,0.00301204819277108,0,0.00301204819277108,0.0301204819277108,0.00903614457831325,0.00301204819277108,0,0.0210843373493976,0.0271084337349398,0.00602409638554217,0.0120481927710843,0,0,0.710843373493976,0,0.0512048192771084,0,0.00301204819277108,0,0,0,0,0.0120481927710843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,10245,0.0185185185185185,0.0833333333333333,0.00617283950617284,0.00925925925925926,0,0.0277777777777778,0.00308641975308642,0,0.00617283950617284,0,0.0185185185185185,0.0185185185185185,0.00617283950617284,0.00308641975308642,0,0,0.0493827160493827,0.00925925925925926,0.0185185185185185,0,0,0.691358024691358,0,0.0154320987654321,0,0.00308641975308642,0,0,0,0,0.00617283950617284,0,0,0,0.00308641975308642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00308641975308642,0,0
790,10566,0.0222222222222222,0.0857142857142857,0,0,0.00317460317460317,0.00952380952380952,0.00317460317460317,0,0.00634920634920635,0,0.0285714285714286,0.0253968253968254,0.00317460317460317,0,0,0.00317460317460317,0.0476190476190476,0,0.00634920634920635,0,0,0.72063492063492,0.00634920634920635,0.00952380952380952,0,0.00317460317460317,0,0,0,0,0.00952380952380952,0,0,0,0.00317460317460317,0.00317460317460317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,10887,0.0198863636363636,0.0568181818181818,0,0.00852272727272727,0.00284090909090909,0.0113636363636364,0.0170454545454545,0.00852272727272727,0.00284090909090909,0,0.0340909090909091,0.0284090909090909,0.00284090909090909,0,0,0.00284090909090909,0.0511363636363636,0.00568181818181818,0.00852272727272727,0,0.00568181818181818,0.670454545454545,0.0142045454545455,0.0198863636363636,0.00284090909090909,0.0113636363636364,0,0,0,0,0.00568181818181818,0.00284090909090909,0,0,0,0.00568181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,NA,0.0379746835443038,0.0506329113924051,0.00316455696202532,0.00949367088607595,0.0253164556962025,0.0126582278481013,0.0221518987341772,0.00316455696202532,0.00632911392405063,0,0.0854430379746835,0.0221518987341772,0,0,0,0.00632911392405063,0.0126582278481013,0,0.00316455696202532,0,0.0126582278481013,0.636075949367089,0.0158227848101266,0.0126582278481013,0,0.00949367088607595,0,0,0,0,0.0126582278481013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820,NA,0.0964912280701754,0.0614035087719298,0.0087719298245614,0.0087719298245614,0.0204678362573099,0.0204678362573099,0.0292397660818713,0,0.0263157894736842,0,0.421052631578947,0.0350877192982456,0.0146198830409357,0,0,0.0116959064327485,0.0233918128654971,0.00292397660818713,0.0116959064327485,0,0.0087719298245614,0.111111111111111,0.0087719298245614,0.043859649122807,0,0.0204678362573099,0,0,0,0,0.0087719298245614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00584795321637427,0
830,NA,0.134453781512605,0.0784313725490196,0.00560224089635854,0,0.0224089635854342,0.061624649859944,0.0252100840336134,0,0.0224089635854342,0,0.417366946778712,0.0196078431372549,0.0392156862745098,0,0,0.0112044817927171,0.0280112044817927,0.0196078431372549,0.00280112044817927,0,0,0.0112044817927171,0.0168067226890756,0.0364145658263305,0.00280112044817927,0.0252100840336134,0,0,0,0,0.0112044817927171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00840336134453781,0
840,NA,0.127272727272727,0.0333333333333333,0.00303030303030303,0,0.0181818181818182,0.0424242424242424,0.00303030303030303,0,0.0212121212121212,0,0.606060606060606,0.0181818181818182,0.0363636363636364,0.00303030303030303,0,0.00303030303030303,0.00606060606060606,0.0121212121212121,0.00606060606060606,0,0,0.0363636363636364,0.00303030303030303,0.0121212121212121,0,0.00303030303030303,0,0,0,0,0,0.00303030303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00303030303030303,0
850,NA,0.149560117302053,0.0469208211143695,0.0146627565982405,0,0.0175953079178886,0.0586510263929619,0.00879765395894428,0,0.0146627565982405,0,0.498533724340176,0.0234604105571848,0.0146627565982405,0,0,0.0175953079178886,0.0117302052785924,0.00879765395894428,0.00879765395894428,0,0,0.0293255131964809,0.032258064516129,0.0263929618768328,0,0.00879765395894428,0,0,0,0,0.00293255131964809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00586510263929619,0
860,NA,0.175637393767705,0.0113314447592068,0.0113314447592068,0,0.0028328611898017,0.0169971671388102,0.0056657223796034,0,0.0084985835694051,0,0.61756373937677,0.0056657223796034,0.0028328611898017,0.0028328611898017,0,0.0169971671388102,0.0169971671388102,0.0056657223796034,0.0198300283286119,0,0,0.0311614730878187,0,0.0254957507082153,0,0.0056657223796034,0,0,0,0,0.0084985835694051,0,0,0.0028328611898017,0,0.0028328611898017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028328611898017,0
870,NA,0.132132132132132,0.027027027027027,0.027027027027027,0.006006006006006,0.012012012012012,0.027027027027027,0.018018018018018,0,0,0,0.582582582582583,0.027027027027027,0.009009009009009,0,0,0,0.012012012012012,0.003003003003003,0.03003003003003,0,0.003003003003003,0.012012012012012,0.015015015015015,0.009009009009009,0,0.015015015015015,0,0,0.003003003003003,0,0.027027027027027,0,0,0,0,0.003003003003003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
880,NA,0.0467032967032967,0,0.00274725274725275,0,0,0.0137362637362637,0,0,0,0,0.85989010989011,0.00549450549450549,0,0,0,0.00824175824175824,0.00274725274725275,0,0.0302197802197802,0,0,0.0274725274725275,0,0,0,0,0,0,0,0,0.00274725274725275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
887,NA,0.0641025641025641,0.0192307692307692,0.016025641025641,0,0,0.153846153846154,0.00961538461538462,0,0.00641025641025641,0,0.522435897435897,0.0128205128205128,0.0448717948717949,0,0,0.00641025641025641,0.00320512820512821,0,0.0256410256410256,0,0,0.0608974358974359,0,0.0288461538461538,0,0.00961538461538462,0,0,0,0,0.016025641025641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,NA,0.0653409090909091,0.0227272727272727,0,0,0.0142045454545455,0.113636363636364,0.0113636363636364,0,0.00284090909090909,0,0.605113636363636,0.00852272727272727,0.00852272727272727,0,0,0.00852272727272727,0.0142045454545455,0.00568181818181818,0.0340909090909091,0,0,0.0227272727272727,0.0113636363636364,0.0170454545454545,0,0.0113636363636364,0,0,0,0.00284090909090909,0.0113636363636364,0,0,0,0,0.00284090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00284090909090909,0.00284090909090909
