"sample.depths","sample.ages","Abies","Acer.saccharum.type","Alnus","Betula","Carya","Castanea","Corylus","Cupressaceae","Ericaceae","Fagus","Fraxinus.americana","Fraxinus.nigra","Juglans.cinerea","Juglans.nigra","Larix","Myrica","Ostrya.Carpinus","Picea","Pinus","Platanus","Populus","Quercus","Salix","Tilia","Tsuga","Ulmus","Vitis","Ambrosia","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Chenopodiineae","Cyperaceae","Iva.annua.type","Lamiaceae","Plantago","Poaceae.undiff.","Rosaceae","Rumex","Thalictrum","Zea.mays"
255,1825,0,0.0671140939597315,0.00671140939597315,0.0805369127516778,0.00671140939597315,0,0,0.00671140939597315,0,0.120805369127517,0.0201342281879195,0.0268456375838926,0,0,0,0.0134228187919463,0,0,0.10738255033557,0,0,0.120805369127517,0.0536912751677852,0.0134228187919463,0.0402684563758389,0.0671140939597315,0,0,0,0,0,0,0.0402684563758389,0,0,0,0.208053691275168,0,0,0,0
260,1875,0.00546448087431694,0.0273224043715847,0.00546448087431694,0.092896174863388,0.00546448087431694,0,0.00546448087431694,0.0163934426229508,0,0.0491803278688525,0.00546448087431694,0.0109289617486339,0,0,0,0,0.0273224043715847,0,0.109289617486339,0,0,0.158469945355191,0.0218579234972678,0,0.0601092896174863,0.0163934426229508,0,0.0109289617486339,0,0,0,0,0,0,0,0,0.366120218579235,0,0,0.00546448087431694,0
270,1975,0.00591715976331361,0.0236686390532544,0.0236686390532544,0.0887573964497041,0.0118343195266272,0,0,0.0414201183431953,0,0.100591715976331,0.029585798816568,0.0118343195266272,0,0.0118343195266272,0,0.0118343195266272,0.0177514792899408,0,0.0946745562130177,0.00591715976331361,0,0.0946745562130177,0.100591715976331,0,0.0414201183431953,0.0414201183431953,0,0,0.00591715976331361,0,0,0,0.029585798816568,0,0,0,0.207100591715976,0,0,0,0
280,2074,0,0.0521739130434783,0.0130434782608696,0.0521739130434783,0.00434782608695652,0,0,0.00434782608695652,0,0.0652173913043478,0.0217391304347826,0.0173913043478261,0,0,0,0.00434782608695652,0.0391304347826087,0.00434782608695652,0.0608695652173913,0.00434782608695652,0,0.0869565217391304,0,0,0.0304347826086957,0.0217391304347826,0,0,0,0,0,0,0.0347826086956522,0,0,0,0.478260869565217,0,0,0.00434782608695652,0
290,2174,0.00497512437810945,0.0447761194029851,0.0199004975124378,0.0746268656716418,0.0099502487562189,0,0,0.0149253731343284,0,0.0845771144278607,0.0348258706467662,0.0099502487562189,0.00497512437810945,0,0,0.0099502487562189,0.0149253731343284,0,0.0796019900497512,0,0,0.0746268656716418,0,0,0.0199004975124378,0.0298507462686567,0.00497512437810945,0,0,0.00497512437810945,0,0,0.0149253731343284,0,0,0,0.442786069651741,0,0,0,0
300,2274,0,0.0597014925373134,0.00497512437810945,0.0646766169154229,0,0,0,0.0149253731343284,0,0.104477611940299,0.0199004975124378,0.0149253731343284,0.00497512437810945,0,0,0,0.0149253731343284,0,0.0597014925373134,0,0,0.0746268656716418,0,0.0099502487562189,0.0248756218905473,0.054726368159204,0.00497512437810945,0.0099502487562189,0,0,0.00497512437810945,0,0.0398009950248756,0,0,0,0.412935323383085,0,0,0,0
310,2740,0,0.062015503875969,0.00775193798449612,0.0891472868217054,0.00387596899224806,0,0,0.0155038759689922,0,0.0968992248062016,0.0155038759689922,0,0,0,0,0,0.0232558139534884,0.00387596899224806,0.151162790697674,0,0,0.108527131782946,0.00387596899224806,0.00387596899224806,0.0232558139534884,0.0348837209302326,0,0,0,0,0,0.00387596899224806,0,0,0,0,0.352713178294574,0,0,0,0
315,2973,0,0.102857142857143,0.0114285714285714,0.0857142857142857,0,0,0,0.0171428571428571,0,0.0971428571428571,0.00571428571428571,0.00571428571428571,0,0,0.00571428571428571,0,0.0171428571428571,0,0.137142857142857,0,0,0.0742857142857143,0,0.00571428571428571,0.0114285714285714,0.04,0,0,0,0.0114285714285714,0.00571428571428571,0,0.00571428571428571,0.00571428571428571,0,0,0.354285714285714,0,0,0,0
320,3206,0,0.0890052356020942,0.0209424083769634,0.0418848167539267,0.0104712041884817,0,0,0.0261780104712042,0,0.0575916230366492,0,0.0104712041884817,0.00523560209424084,0,0.00523560209424084,0.00523560209424084,0.0104712041884817,0,0.141361256544503,0,0,0.109947643979058,0,0.0157068062827225,0.0471204188481675,0.0575916230366492,0.00523560209424084,0,0,0,0,0,0,0,0,0,0.340314136125654,0,0,0,0
330,3671,0.00478468899521531,0.0430622009569378,0.0143540669856459,0.0478468899521531,0.0143540669856459,0.00478468899521531,0,0.00478468899521531,0,0.110047846889952,0.0191387559808612,0.00478468899521531,0.00956937799043062,0,0,0,0.0287081339712919,0.00478468899521531,0.200956937799043,0.00478468899521531,0,0.133971291866029,0,0.00478468899521531,0.0191387559808612,0.0239234449760766,0,0.0191387559808612,0,0,0,0,0,0,0,0,0.277511961722488,0,0,0.00478468899521531,0
340,4137,0,0.0434782608695652,0.00483091787439614,0.0338164251207729,0.00966183574879227,0,0,0,0,0.0579710144927536,0.0193236714975845,0.0144927536231884,0.00483091787439614,0,0,0,0.0241545893719807,0.00483091787439614,0.169082125603865,0,0,0.106280193236715,0.0193236714975845,0.00966183574879227,0.0386473429951691,0.0241545893719807,0,0,0,0,0,0,0,0,0,0,0.415458937198068,0,0,0,0
350,NA,0,0.05,0.0142857142857143,0.0285714285714286,0.0428571428571429,0.0142857142857143,0,0,0,0.0714285714285714,0,0.0142857142857143,0,0,0,0.0285714285714286,0.0142857142857143,0.00714285714285714,0.214285714285714,0,0,0.142857142857143,0.00714285714285714,0.00714285714285714,0.0285714285714286,0.0571428571428571,0,0,0,0,0,0,0,0,0,0,0.25,0.00714285714285714,0,0,0
351,NA,0,0.0603448275862069,0,0.0517241379310345,0.00862068965517241,0,0,0,0,0.0344827586206897,0.0172413793103448,0,0,0,0,0,0.0689655172413793,0.00862068965517241,0.448275862068966,0.00862068965517241,0,0.129310344827586,0,0.0172413793103448,0.0517241379310345,0.0775862068965517,0,0,0,0,0,0,0.00862068965517241,0,0,0,0.00862068965517241,0,0,0,0
360,NA,0.00740740740740741,0.0222222222222222,0,0.0296296296296296,0,0,0,0.00740740740740741,0,0.0148148148148148,0.00740740740740741,0.0148148148148148,0,0,0,0,0.118518518518519,0.00740740740740741,0.585185185185185,0.00740740740740741,0,0.0962962962962963,0,0.00740740740740741,0.0296296296296296,0.037037037037037,0,0.00740740740740741,0,0,0,0,0,0,0,0,0,0,0,0,0
370,NA,0,0.0747663551401869,0,0.0654205607476635,0,0,0,0,0,0.00934579439252336,0,0.00934579439252336,0,0,0,0,0.0467289719626168,0,0.598130841121495,0.00934579439252336,0,0.130841121495327,0.00934579439252336,0,0,0.0186915887850467,0,0,0,0,0,0,0.0280373831775701,0,0,0,0,0,0,0,0
375,NA,0.00819672131147541,0.0163934426229508,0,0.0655737704918033,0,0,0,0,0,0,0,0,0,0,0,0,0.040983606557377,0,0.770491803278688,0,0,0.0655737704918033,0,0.00819672131147541,0.00819672131147541,0.00819672131147541,0,0,0,0,0,0,0,0,0,0,0.00819672131147541,0,0,0,0
380,NA,0.018348623853211,0.0091743119266055,0.0091743119266055,0.036697247706422,0,0,0,0,0,0,0,0,0,0,0,0,0.0458715596330275,0.0091743119266055,0.688073394495413,0,0,0.110091743119266,0,0,0.0091743119266055,0.018348623853211,0,0,0,0,0,0,0.0091743119266055,0,0,0,0.036697247706422,0,0,0,0
390,NA,0.0104166666666667,0,0.0208333333333333,0.03125,0.0104166666666667,0,0,0,0,0,0,0.0208333333333333,0,0,0,0.0104166666666667,0.0104166666666667,0.0104166666666667,0.75,0,0.0104166666666667,0.0625,0.0104166666666667,0,0.0208333333333333,0,0,0,0,0,0,0,0,0,0,0,0.0208333333333333,0,0,0,0
400,NA,0.00819672131147541,0.00819672131147541,0,0.0245901639344262,0,0,0,0,0,0,0,0.0163934426229508,0,0,0,0,0.0245901639344262,0,0.78688524590164,0,0,0.0327868852459016,0,0,0.00819672131147541,0.0245901639344262,0,0,0,0.00819672131147541,0.00819672131147541,0,0.00819672131147541,0,0,0,0.040983606557377,0,0,0,0
410,NA,0.0072992700729927,0.0145985401459854,0,0.0291970802919708,0.0145985401459854,0,0,0,0,0.0072992700729927,0,0,0,0,0.0145985401459854,0.0072992700729927,0.0145985401459854,0,0.686131386861314,0,0.0072992700729927,0.0802919708029197,0.0072992700729927,0,0,0,0,0.0802919708029197,0,0,0,0,0,0,0,0,0.0291970802919708,0,0,0,0
420,NA,0.016260162601626,0.024390243902439,0,0.113821138211382,0,0,0,0,0,0,0,0.016260162601626,0,0,0,0,0.040650406504065,0.016260162601626,0.585365853658537,0.008130081300813,0.008130081300813,0.073170731707317,0,0,0.024390243902439,0.032520325203252,0,0.008130081300813,0,0,0,0.008130081300813,0.008130081300813,0,0,0,0.016260162601626,0,0,0,0
425,NA,0,0,0,0.0614035087719298,0,0,0,0.0087719298245614,0,0,0.0087719298245614,0,0,0,0.0087719298245614,0.0087719298245614,0,0.0087719298245614,0.68421052631579,0.0175438596491228,0,0.105263157894737,0,0,0.0263157894736842,0.0350877192982456,0,0,0,0,0,0,0,0,0,0,0.0263157894736842,0,0,0,0
435,NA,0.0075187969924812,0.0075187969924812,0,0.0676691729323308,0,0.0075187969924812,0.0075187969924812,0,0,0.0075187969924812,0.0075187969924812,0.0075187969924812,0,0,0.0150375939849624,0,0,0.0075187969924812,0.729323308270677,0,0,0.0676691729323308,0,0,0,0,0,0.0075187969924812,0,0,0.0075187969924812,0,0,0,0,0,0.0451127819548872,0,0,0,0
445,NA,0.00909090909090909,0.00909090909090909,0,0.0454545454545455,0,0,0.00909090909090909,0,0,0,0.0181818181818182,0.0181818181818182,0,0,0,0,0,0,0.718181818181818,0,0,0.0818181818181818,0,0,0.00909090909090909,0,0,0,0,0,0,0,0,0,0,0,0.0818181818181818,0,0,0,0
