"sample.depths","sample.ages","Abies","Acer.rubrum","Acer.saccharum.type","Alnus","Arceuthobium","Betula","Carya","Castanea","Celtis","Corylus","Cupressaceae","Ephedra.torreyana.type","Ericaceae","Fagus","Fraxinus.americana.type","Fraxinus.nigra","Juglans.cinerea","Juglans.nigra","Larix","Myrica","Ostrya.Carpinus","Picea","Pinus","Platanus","Populus","Quercus","Salix","Sarcobatus.vermiculatus","Shepherdia.canadensis","Tilia","Tsuga","Ulmus","Vitis","Ambrosia","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Brassicaceae","Caryophyllaceae","Chenopodiineae.undiff.","Cyperaceae","Lamiaceae","Plantago","Poaceae","Polygonum.persicaria","Rumex","Thalictrum","Urtica"
100,3135,0,0,0.0705679862306368,0.00344234079173838,0,0.044750430292599,0.0120481927710843,0,0,0,0,0,0,0.0619621342512909,0,0.0172117039586919,0,0,0.00344234079173838,0,0.0240963855421687,0,0.172117039586919,0,0,0.118760757314974,0,0,0,0.0103270223752151,0.0258175559380379,0.0258175559380379,0,0.00516351118760757,0,0,0,0,0,0.00172117039586919,0,0,0,0.402753872633391,0,0,0,0
110,3523,0,0,0.0494148244473342,0.00520156046814044,0,0.0559167750325098,0.00520156046814044,0.00130039011703511,0,0,0.00130039011703511,0,0,0.102730819245774,0.00260078023407022,0.0247074122236671,0,0.00130039011703511,0.00130039011703511,0,0.0247074122236671,0,0.146944083224967,0,0,0.0676202860858258,0,0,0,0.00650195058517555,0.0403120936280884,0.0325097529258778,0,0.00260078023407022,0,0.00390117035110533,0,0,0,0.00130039011703511,0,0,0,0.422626788036411,0,0,0,0
120,3932,0.00304878048780488,0.00609756097560976,0.0228658536585366,0.00914634146341463,0,0.086890243902439,0.00914634146341463,0,0,0.00152439024390244,0.00914634146341463,0,0,0.152439024390244,0.013719512195122,0.00609756097560976,0,0,0,0,0.0121951219512195,0.00152439024390244,0.11890243902439,0,0,0.114329268292683,0.00457317073170732,0,0,0.0167682926829268,0.0442073170731707,0.0503048780487805,0,0.00152439024390244,0,0,0,0,0,0,0.00152439024390244,0,0,0.307926829268293,0,0.00609756097560976,0,0
130,4364,0,0,0.0800653594771242,0.00816993464052288,0,0.065359477124183,0.00980392156862745,0,0,0.00163398692810458,0.00816993464052288,0,0,0.165032679738562,0.0147058823529412,0.0179738562091503,0,0,0,0,0.0228758169934641,0.00326797385620915,0.143790849673203,0,0,0.0718954248366013,0.00163398692810458,0,0,0.011437908496732,0.0392156862745098,0.042483660130719,0.00163398692810458,0.00326797385620915,0,0,0,0,0,0.00326797385620915,0,0,0,0.282679738562091,0,0,0,0.00163398692810458
140,4820,0,0,0.0425531914893617,0.0141843971631206,0.00177304964539007,0.0780141843971631,0.0106382978723404,0.00177304964539007,0,0,0,0,0,0.0939716312056738,0.0301418439716312,0.0124113475177305,0,0,0.00177304964539007,0,0.024822695035461,0.00886524822695036,0.187943262411348,0,0.00177304964539007,0.117021276595745,0.0106382978723404,0,0,0.00531914893617021,0.0319148936170213,0.0425531914893617,0,0.00354609929078014,0,0,0,0,0.00177304964539007,0,0.00531914893617021,0,0,0.271276595744681,0,0,0,0
150,5304,0.00210970464135021,0,0.0611814345991561,0.00632911392405063,0,0.0632911392405063,0,0,0,0,0,0,0,0.080168776371308,0.00843881856540084,0.0253164556962025,0,0.00210970464135021,0.00210970464135021,0,0.0316455696202532,0,0.206751054852321,0,0,0.145569620253165,0,0,0,0.0189873417721519,0.160337552742616,0.0443037974683544,0,0.00210970464135021,0,0.00210970464135021,0,0,0,0.00210970464135021,0,0,0,0.135021097046413,0,0,0,0
155,5555,0,0,0.0521920668058455,0.00835073068893528,0,0.0709812108559499,0.0125260960334029,0.00208768267223382,0,0,0.0187891440501044,0,0,0.104384133611691,0.00626304801670146,0.0208768267223382,0.00208768267223382,0,0.00626304801670146,0,0.0354906054279749,0,0.179540709812109,0,0,0.146137787056367,0.00417536534446764,0,0,0.0313152400835073,0.0897703549060543,0.0501043841336117,0,0,0,0.00417536534446764,0,0,0,0,0,0,0,0.154488517745303,0,0,0,0
160,5809,0.00403225806451613,0,0.0544354838709677,0.0100806451612903,0,0.0483870967741935,0.0161290322580645,0,0,0,0.00403225806451613,0,0,0.127016129032258,0.032258064516129,0,0,0,0,0,0.0120967741935484,0,0.189516129032258,0,0,0.183467741935484,0,0,0,0.0262096774193548,0.0887096774193548,0.0403225806451613,0,0.00403225806451613,0,0,0.00403225806451613,0,0,0,0,0,0,0.155241935483871,0,0,0,0
165,6065,0,0,0.110056925996205,0.00379506641366224,0,0.0607210626185958,0.00189753320683112,0.00189753320683112,0,0,0.0170777988614801,0,0,0.176470588235294,0.0094876660341556,0.0170777988614801,0.00189753320683112,0,0.00189753320683112,0,0.0436432637571157,0,0.155597722960152,0,0,0.104364326375712,0.00379506641366224,0,0,0.0227703984819734,0.0910815939278937,0.0303605313092979,0,0.00759013282732448,0,0.00379506641366224,0.00189753320683112,0,0,0.00379506641366224,0,0,0,0.129032258064516,0,0,0,0
170,6319,0.00193798449612403,0,0.0484496124031008,0.00581395348837209,0,0.0562015503875969,0.00193798449612403,0,0,0,0,0,0,0.104651162790698,0.0193798449612403,0.0251937984496124,0,0,0,0,0.0445736434108527,0,0.191860465116279,0,0,0.156976744186047,0,0,0,0.0193798449612403,0.116279069767442,0.0503875968992248,0,0.00581395348837209,0,0.00581395348837209,0.00193798449612403,0,0,0,0,0,0,0.143410852713178,0,0,0,0
171,6370,0,0,0.0542168674698795,0,0,0.0803212851405622,0.0140562248995984,0,0,0,0.0200803212851406,0,0,0.122489959839357,0,0.0120481927710843,0.00602409638554217,0,0,0,0.0200803212851406,0,0.251004016064257,0.00200803212851406,0,0.0903614457831325,0,0,0,0.0301204819277108,0.102409638554217,0.0421686746987952,0.00200803212851406,0.00602409638554217,0,0,0,0,0,0,0,0,0,0.144578313253012,0,0,0,0
172,6420,0,0,0.0552584670231729,0.0106951871657754,0,0.0873440285204991,0.0160427807486631,0,0,0,0.017825311942959,0,0,0.122994652406417,0.0035650623885918,0.0053475935828877,0.0053475935828877,0,0.0053475935828877,0,0.017825311942959,0,0.174688057040998,0,0.0017825311942959,0.106951871657754,0,0,0,0.0285204991087344,0.137254901960784,0.0499108734402852,0.0017825311942959,0.0017825311942959,0,0.0035650623885918,0.0017825311942959,0,0,0.0017825311942959,0.0017825311942959,0,0,0.140819964349376,0,0,0,0
173,6471,0,0,0.0743639921722113,0.00782778864970646,0,0.0919765166340509,0.00391389432485323,0.00195694716242661,0,0.00195694716242661,0.0156555772994129,0,0,0.119373776908023,0.0117416829745597,0.0234833659491194,0.00391389432485323,0,0.00391389432485323,0,0.0273972602739726,0,0.168297455968689,0,0,0.119373776908023,0,0,0,0.0234833659491194,0.0802348336594912,0.060665362035225,0,0.00195694716242661,0,0.00391389432485323,0.00195694716242661,0,0,0.00391389432485323,0,0,0,0.148727984344423,0,0,0,0
174,6521,0,0,0.0718816067653277,0.0147991543340381,0,0.0972515856236787,0.00634249471458774,0.00211416490486258,0,0.00422832980972516,0.0147991543340381,0,0,0.112050739957717,0.00845665961945032,0.0147991543340381,0,0,0.00211416490486258,0,0.0359408033826638,0,0.198731501057082,0,0,0.137420718816068,0.00422832980972516,0,0,0.0295983086680761,0.0634249471458774,0.0274841437632135,0,0.00422832980972516,0,0,0,0,0,0.00422832980972516,0,0,0,0.145877378435518,0,0,0,0
175,6571,0,0,0.0645756457564576,0.0129151291512915,0,0.062730627306273,0,0,0,0.0018450184501845,0.007380073800738,0,0,0.0645756457564576,0.0202952029520295,0.0202952029520295,0.0018450184501845,0,0.0018450184501845,0,0.007380073800738,0,0.260147601476015,0.0055350553505535,0,0.134686346863469,0.003690036900369,0,0.0018450184501845,0.018450184501845,0.084870848708487,0.040590405904059,0,0.011070110701107,0,0.003690036900369,0.0018450184501845,0,0,0.0055350553505535,0,0,0,0.162361623616236,0,0,0,0
176,6621,0,0,0.0652631578947368,0,0,0.0378947368421053,0.0105263157894737,0,0,0,0.0189473684210526,0,0,0.0863157894736842,0.0147368421052632,0.0147368421052632,0,0.00210526315789474,0.00421052631578947,0,0.04,0,0.229473684210526,0.00842105263157895,0,0.132631578947368,0.00421052631578947,0,0,0.0147368421052632,0.107368421052632,0.0589473684210526,0,0.00421052631578947,0,0.00210526315789474,0.00210526315789474,0,0,0.00210526315789474,0,0,0,0.136842105263158,0,0.00210526315789474,0,0
177,6670,0,0.00201207243460765,0.0482897384305835,0.00201207243460765,0,0.0462776659959759,0.00402414486921529,0,0,0,0.0100603621730382,0,0,0.114688128772636,0.0100603621730382,0.03420523138833,0,0,0.00402414486921529,0,0.0140845070422535,0,0.255533199195171,0.00804828973843058,0,0.126760563380282,0.00402414486921529,0,0,0.0181086519114688,0.0865191146881288,0.0402414486921529,0,0.00201207243460765,0,0.00201207243460765,0.00402414486921529,0,0,0.00201207243460765,0,0,0,0.160965794768612,0,0,0,0
178,6720,0,0,0.0602910602910603,0.0124740124740125,0,0.0498960498960499,0.00623700623700624,0,0,0,0.0103950103950104,0,0,0.11018711018711,0.00623700623700624,0.0166320166320166,0,0,0.00415800415800416,0,0.0415800415800416,0.00207900207900208,0.253638253638254,0.0207900207900208,0,0.151767151767152,0,0,0,0.0145530145530146,0.106029106029106,0.0436590436590437,0,0,0,0.00207900207900208,0.00207900207900208,0,0,0,0,0,0,0.0852390852390852,0,0,0,0
180,6817,0,0,0.0498915401301518,0.0086767895878525,0,0.0412147505422994,0.0086767895878525,0,0,0,0.0086767895878525,0,0,0.086767895878525,0,0.03470715835141,0,0,0.00216919739696312,0,0.0368763557483731,0,0.331887201735358,0.00433839479392625,0,0.110629067245119,0,0,0,0.0130151843817787,0.0759219088937093,0.0672451193058568,0.00216919739696312,0.00433839479392625,0,0,0,0,0,0,0,0,0,0.112798264642082,0,0,0,0
190,7286,0,0,0.0504587155963303,0.00688073394495413,0,0.0321100917431193,0.00458715596330275,0,0,0.00229357798165138,0.0298165137614679,0,0,0.0481651376146789,0.0091743119266055,0.0298165137614679,0,0,0,0,0.073394495412844,0,0.392201834862385,0,0,0.149082568807339,0,0,0,0.00229357798165138,0.0642201834862385,0.0573394495412844,0,0,0,0.00229357798165138,0.00229357798165138,0,0,0.00229357798165138,0.00229357798165138,0,0,0.036697247706422,0,0,0,0.00229357798165138
200,7717,0.00603621730382294,0,0.0221327967806841,0,0,0.028169014084507,0.00201207243460765,0,0,0,0,0,0,0.0201207243460765,0.00804828973843058,0.0160965794768612,0,0,0,0,0.0321931589537223,0,0.484909456740443,0,0,0.122736418511066,0,0,0,0.0140845070422535,0.0804828973843058,0.0362173038229376,0,0.00603621730382294,0,0.00603621730382294,0.00201207243460765,0,0,0,0.00603621730382294,0,0,0.106639839034205,0,0,0,0
210,8109,0.00207900207900208,0,0.027027027027027,0.00415800415800416,0,0.0374220374220374,0.00415800415800416,0,0,0.00207900207900208,0.00415800415800416,0,0,0.027027027027027,0.00831600831600832,0,0.00207900207900208,0,0,0,0.0207900207900208,0,0.503118503118503,0,0,0.108108108108108,0.00207900207900208,0,0,0.0166320166320166,0.103950103950104,0.051975051975052,0,0.00415800415800416,0,0,0.00207900207900208,0,0,0,0,0,0,0.0686070686070686,0,0,0,0
220,8467,0.00182815356489945,0,0.0127970749542962,0.00182815356489945,0,0.0274223034734918,0.0182815356489945,0,0,0,0.00548446069469835,0,0,0.0146252285191956,0.00182815356489945,0.0182815356489945,0.00182815356489945,0,0,0,0.0182815356489945,0,0.495429616087751,0,0,0.124314442413163,0.00182815356489945,0,0,0.0127970749542962,0.0950639853747715,0.0255941499085923,0,0.00182815356489945,0,0,0,0,0,0.00182815356489945,0.00182815356489945,0,0,0.113345521023766,0,0.0036563071297989,0,0
230,8792,0.0021505376344086,0,0.032258064516129,0.0021505376344086,0,0.0344086021505376,0.0064516129032258,0,0,0,0,0,0,0.032258064516129,0.0172043010752688,0.0129032258064516,0,0,0.0043010752688172,0,0.0967741935483871,0.0021505376344086,0.49247311827957,0.0021505376344086,0.0064516129032258,0.152688172043011,0,0,0,0.00860215053763441,0.0365591397849462,0.0258064516129032,0,0.0064516129032258,0,0.0021505376344086,0,0,0,0,0.0021505376344086,0,0,0.021505376344086,0,0,0,0
240,9087,0,0,0.0268456375838926,0.00223713646532438,0,0.029082774049217,0.00223713646532438,0.00223713646532438,0,0,0,0,0,0.0223713646532438,0.0223713646532438,0.0178970917225951,0,0,0.00223713646532438,0,0.0402684563758389,0.0111856823266219,0.536912751677852,0,0,0.138702460850112,0,0,0,0.0178970917225951,0.0380313199105145,0.0357941834451902,0,0.00447427293064877,0,0.00223713646532438,0,0,0,0,0.00671140939597315,0,0,0.0402684563758389,0,0,0,0
250,9353,0.00397614314115308,0,0.0198807157057654,0.00198807157057654,0,0.0874751491053678,0.00596421471172962,0,0,0,0.0139165009940358,0,0,0.0417495029821074,0.0119284294234592,0.00198807157057654,0,0,0.00198807157057654,0,0.0159045725646123,0,0.636182902584493,0,0,0.073558648111332,0,0,0,0,0.025844930417495,0.0278330019880716,0,0,0,0,0.00198807157057654,0,0,0,0,0,0,0.0278330019880716,0,0,0,0
260,9594,0,0,0.0382775119617225,0.00239234449760766,0,0.0574162679425837,0.00717703349282297,0,0,0,0,0,0,0.0143540669856459,0,0.00717703349282297,0,0,0,0,0.0454545454545455,0,0.605263157894737,0,0,0.083732057416268,0,0,0,0.00478468899521531,0.0167464114832536,0.0215311004784689,0,0.0119617224880383,0,0,0,0,0,0,0,0,0,0.083732057416268,0,0,0,0
270,9812,0.0113895216400911,0,0.0159453302961276,0.00227790432801822,0,0.0546697038724374,0.00227790432801822,0,0,0.00455580865603645,0,0,0,0.00911161731207289,0.0159453302961276,0.0136674259681093,0,0,0.00227790432801822,0,0.0546697038724374,0.00455580865603645,0.585421412300683,0,0,0.116173120728929,0.0113895216400911,0,0,0.00227790432801822,0.0182232346241458,0.020501138952164,0,0,0,0.00455580865603645,0,0,0,0.00227790432801822,0.00455580865603645,0,0,0.0432801822323462,0,0,0,0
280,10008,0.0086767895878525,0,0.0130151843817787,0.00216919739696312,0,0.052060737527115,0.00216919739696312,0,0,0,0.00433839479392625,0,0,0.00433839479392625,0.0086767895878525,0.0216919739696312,0.00216919739696312,0,0.00216919739696312,0,0.0390455531453362,0,0.674620390455531,0.00216919739696312,0,0.0737527114967462,0,0,0,0.00433839479392625,0.0086767895878525,0.0260303687635575,0,0.00433839479392625,0,0.00216919739696312,0,0,0,0,0.00216919739696312,0,0,0.0412147505422994,0,0,0,0
290,10186,0.0102040816326531,0,0.0183673469387755,0,0,0.0857142857142857,0.00408163265306122,0,0,0.00204081632653061,0,0,0,0.00816326530612245,0.00612244897959184,0.0204081632653061,0.00204081632653061,0,0.00204081632653061,0,0.0428571428571429,0.00408163265306122,0.593877551020408,0,0,0.1,0,0,0,0,0.0102040816326531,0.0224489795918367,0,0.00816326530612245,0,0,0,0,0,0.00204081632653061,0.00408163265306122,0,0,0.0530612244897959,0,0,0,0
300,10348,0.00140845070422535,0.00140845070422535,0.00704225352112676,0,0,0.0507042253521127,0.0028169014084507,0.00140845070422535,0,0,0.00563380281690141,0,0,0.00985915492957747,0.00140845070422535,0.00845070422535211,0,0,0.0028169014084507,0,0.0154929577464789,0.00140845070422535,0.684507042253521,0,0,0.0943661971830986,0.00422535211267606,0,0,0,0.0028169014084507,0.0169014084507042,0,0.00140845070422535,0,0.00140845070422535,0,0,0,0.00140845070422535,0.0028169014084507,0,0,0.071830985915493,0,0.00845070422535211,0,0
310,10495,0.00888888888888889,0,0.00888888888888889,0.00666666666666667,0,0.0533333333333333,0.00222222222222222,0,0,0,0.00444444444444444,0,0,0.00222222222222222,0.00444444444444444,0.0244444444444444,0,0,0.00222222222222222,0,0.04,0.00444444444444444,0.611111111111111,0.00222222222222222,0,0.12,0.00666666666666667,0,0,0,0.0133333333333333,0.0266666666666667,0,0.00222222222222222,0,0.00222222222222222,0,0,0,0,0.00444444444444444,0,0.00222222222222222,0.0466666666666667,0,0,0,0
320,10631,0.00239234449760766,0,0.00717703349282297,0.00239234449760766,0,0.062200956937799,0.0119617224880383,0,0,0,0.0119617224880383,0,0,0.0191387559808612,0.00956937799043062,0,0,0,0.00717703349282297,0,0.0167464114832536,0,0.722488038277512,0,0,0.0717703349282297,0,0,0,0.00239234449760766,0.00478468899521531,0.00956937799043062,0,0.00478468899521531,0,0,0,0,0,0.00239234449760766,0,0,0,0.0311004784688995,0,0,0,0
330,10758,0.0045045045045045,0,0.0112612612612613,0.0135135135135135,0,0.0675675675675676,0.00225225225225225,0,0,0.00225225225225225,0.0045045045045045,0,0,0,0.00675675675675676,0.018018018018018,0.00225225225225225,0,0,0,0.0337837837837838,0.0045045045045045,0.626126126126126,0,0.00225225225225225,0.114864864864865,0,0,0,0,0.0157657657657658,0.0225225225225225,0,0.00225225225225225,0,0.009009009009009,0,0,0,0,0.00225225225225225,0,0,0.0337837837837838,0,0,0,0
340,10878,0,0,0.0185185185185185,0.00617283950617284,0,0.0339506172839506,0.00617283950617284,0,0,0,0,0,0,0.00617283950617284,0,0.0246913580246914,0,0,0.00308641975308642,0,0.0277777777777778,0,0.728395061728395,0,0,0.080246913580247,0,0,0,0,0.00617283950617284,0.0339506172839506,0,0.00617283950617284,0,0,0,0,0,0,0,0,0,0.0185185185185185,0,0,0,0
350,10993,0.00928074245939675,0,0.00464037122969838,0.00928074245939675,0,0.0765661252900232,0,0,0,0,0,0,0,0.00232018561484919,0.00464037122969838,0.0301624129930394,0.00464037122969838,0,0,0,0.0116009280742459,0.00464037122969838,0.696055684454756,0,0.00232018561484919,0.0835266821345708,0,0,0,0,0.00232018561484919,0.037122969837587,0,0,0,0.00232018561484919,0,0,0,0,0,0,0,0.0185614849187935,0,0,0,0
360,11106,0,0,0.0191693290734824,0.00958466453674121,0,0.0638977635782748,0.00638977635782748,0,0,0,0,0,0,0.00958466453674121,0,0.0223642172523962,0,0,0.00638977635782748,0,0.0479233226837061,0,0.661341853035144,0,0,0.0638977635782748,0.00638977635782748,0,0,0,0.00319488817891374,0.0447284345047923,0.00319488817891374,0.00638977635782748,0,0,0,0,0,0.00319488817891374,0,0,0,0.0223642172523962,0,0,0,0
370,NA,0,0,0.0163934426229508,0.00655737704918033,0,0.098360655737705,0,0,0,0,0,0,0,0.00327868852459016,0,0.0229508196721311,0.00327868852459016,0,0.0229508196721311,0,0.0131147540983607,0.0459016393442623,0.642622950819672,0,0,0.0426229508196721,0,0,0,0,0.0131147540983607,0.0459016393442623,0,0.0098360655737705,0,0,0,0,0,0,0,0,0,0.0131147540983607,0,0,0,0
380,NA,0.0210084033613445,0.00210084033613445,0,0.00630252100840336,0,0.0714285714285714,0.00630252100840336,0,0,0,0.00210084033613445,0,0,0,0.00840336134453781,0.0147058823529412,0,0,0.00840336134453781,0,0.0189075630252101,0,0.663865546218487,0,0,0.088235294117647,0.00210084033613445,0,0,0.00420168067226891,0.00840336134453781,0.0252100840336134,0,0.0105042016806723,0,0.00840336134453781,0.00210084033613445,0,0,0,0.00840336134453781,0,0,0.0168067226890756,0.00210084033613445,0,0,0
390,NA,0.0209302325581395,0,0.00232558139534884,0.0186046511627907,0,0.106976744186047,0,0,0,0.00697674418604651,0.00697674418604651,0,0,0,0.00930232558139535,0.0209302325581395,0,0,0.00232558139534884,0.00232558139534884,0.0162790697674419,0.0116279069767442,0.6,0,0,0.0744186046511628,0.00465116279069767,0,0,0,0.00697674418604651,0.0558139534883721,0,0,0,0.00697674418604651,0.00232558139534884,0,0,0.00232558139534884,0.00232558139534884,0,0,0.0162790697674419,0,0,0,0.00232558139534884
400,NA,0,0,0.0034965034965035,0.00174825174825175,0,0.0646853146853147,0.006993006993007,0,0,0,0.00174825174825175,0,0,0.006993006993007,0.020979020979021,0.0244755244755245,0,0,0.0034965034965035,0,0.0402097902097902,0.0594405594405594,0.638111888111888,0,0.0122377622377622,0.048951048951049,0.00524475524475524,0.00174825174825175,0,0,0.0122377622377622,0.0332167832167832,0,0,0,0.00524475524475524,0,0,0,0,0.00524475524475524,0,0,0.0034965034965035,0,0,0,0
410,NA,0.0271493212669683,0,0,0.00452488687782805,0,0.081447963800905,0,0,0,0.00452488687782805,0.0113122171945701,0,0,0,0.00226244343891403,0.0180995475113122,0.00226244343891403,0,0.00904977375565611,0.00452488687782805,0.0113122171945701,0.0203619909502262,0.608597285067873,0.00226244343891403,0,0.085972850678733,0.00678733031674208,0,0,0,0.0135746606334842,0.0407239819004525,0.00226244343891403,0.00452488687782805,0,0.00904977375565611,0,0,0,0.00226244343891403,0.00678733031674208,0,0,0.0203619909502262,0,0,0,0
420,NA,0.0110864745011086,0,0.0110864745011086,0.00443458980044346,0,0.0953436807095344,0.00221729490022173,0,0,0,0.0177383592017738,0,0,0.00221729490022173,0.00443458980044346,0.0110864745011086,0,0,0.00665188470066519,0,0.0133037694013304,0.0443458980044346,0.651884700665188,0,0,0.0399113082039911,0.00221729490022173,0,0,0.00221729490022173,0.00443458980044346,0.0509977827050998,0,0.00221729490022173,0,0.00221729490022173,0,0,0,0,0,0,0,0.0133037694013304,0,0.00665188470066519,0,0
430,NA,0.00327868852459016,0,0,0,0,0.0918032786885246,0.00655737704918033,0,0,0.00327868852459016,0,0,0,0.00655737704918033,0,0.0229508196721311,0,0.00327868852459016,0.0295081967213115,0,0.0229508196721311,0.0459016393442623,0.636065573770492,0,0,0.039344262295082,0,0,0,0,0,0.059016393442623,0,0.00655737704918033,0,0,0,0,0,0,0,0,0,0.0229508196721311,0,0,0,0
