"sample.depths","sample.ages","Acer.rubrum","Acer.saccharinum.type","Ambrosia.type","Carya","Celtis","Cupressaceae","Cyperaceae","Poaceae.undiff.","Liquidambar","Nyssa","Ostrya.Carpinus","Pinus.subg..Pinus","Pinus.undiff.","Platanus","Quercus","Salix","Saxifragaceae","Ulmus","Vitis","Alnus","Amaranthaceae","Cephalanthus","Herbs.undiff.","Asteraceae.subf..Asteroideae.undiff.","Betula","Polygonum","Artemisia","Xanthium","Fraxinus","Corylus","Juglans.nigra","Thalictrum","Cerealia","Parthenocissus","Fagus","Rubus","Clethra","Acer.saccharum.type","Juglans.cinerea","Acer.negundo","Liriodendron","Rhus","Pinus.subg..Strobus","Fabaceae","Sambucus","Urtica.type","Rosaceae.undiff.","Cornus","Onagraceae","Picea","Populus"
112,2744,0.0170454545454545,0.0170454545454545,0.0284090909090909,0.147727272727273,0,0,0,0.0340909090909091,0.0170454545454545,0.0738636363636364,0.0113636363636364,0,0.0170454545454545,0,0.505681818181818,0.0113636363636364,0,0.0170454545454545,0,0.00568181818181818,0,0.0284090909090909,0,0.0340909090909091,0.0170454545454545,0.00568181818181818,0,0,0.00568181818181818,0,0,0,0,0,0,0,0.00568181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,2772,0.013986013986014,0.0034965034965035,0.034965034965035,0.097902097902098,0.0034965034965035,0,0.0034965034965035,0.027972027972028,0.0454545454545455,0.027972027972028,0.006993006993007,0,0.0314685314685315,0.0034965034965035,0.517482517482518,0.0559440559440559,0.020979020979021,0.041958041958042,0,0,0,0.006993006993007,0,0.020979020979021,0.006993006993007,0.0104895104895105,0,0,0.0034965034965035,0,0.0034965034965035,0,0,0,0.0034965034965035,0,0,0.0034965034965035,0.0034965034965035,0,0,0,0,0,0,0,0,0,0,0,0
123,2891,0.0104166666666667,0.015625,0.03125,0.0729166666666667,0,0,0,0.0260416666666667,0.0260416666666667,0.0104166666666667,0.0104166666666667,0.015625,0.0104166666666667,0,0.572916666666667,0.0625,0.0104166666666667,0.015625,0.0104166666666667,0.015625,0,0.0104166666666667,0,0.0208333333333333,0.015625,0.00520833333333333,0,0,0.00520833333333333,0.0104166666666667,0,0,0,0,0.00520833333333333,0,0,0,0,0.00520833333333333,0.00520833333333333,0,0,0,0,0,0,0,0,0,0
127,3593,0.00555555555555556,0.0166666666666667,0,0.111111111111111,0.00555555555555556,0,0,0.0111111111111111,0.0388888888888889,0.0333333333333333,0,0.0166666666666667,0.00555555555555556,0.0111111111111111,0.605555555555556,0.0166666666666667,0,0.0388888888888889,0.0166666666666667,0.00555555555555556,0,0.00555555555555556,0,0.0111111111111111,0,0,0.00555555555555556,0,0.0111111111111111,0,0,0,0,0,0.00555555555555556,0,0.0166666666666667,0,0,0,0,0.00555555555555556,0,0,0,0,0,0,0,0,0
132,4470,0.0184049079754601,0.00613496932515337,0.0245398773006135,0.141104294478528,0.00613496932515337,0,0,0,0.0122699386503067,0.0122699386503067,0,0.00613496932515337,0.0306748466257669,0,0.533742331288344,0.0184049079754601,0,0.0368098159509202,0.00613496932515337,0.0184049079754601,0,0.049079754601227,0,0.0184049079754601,0.0245398773006135,0,0,0,0,0.00613496932515337,0,0,0,0,0.0184049079754601,0,0.00613496932515337,0.00613496932515337,0,0,0,0,0,0,0,0,0,0,0,0,0
142,6225,0.0116279069767442,0.0116279069767442,0.0116279069767442,0.0465116279069767,0.0174418604651163,0,0,0.0116279069767442,0.0116279069767442,0,0.0232558139534884,0,0.0232558139534884,0.00581395348837209,0.540697674418605,0.0232558139534884,0,0.0174418604651163,0.0116279069767442,0.162790697674419,0,0.0174418604651163,0,0.00581395348837209,0.00581395348837209,0,0,0,0,0,0.0174418604651163,0,0,0.00581395348837209,0.0174418604651163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,7102,0.016304347826087,0.016304347826087,0.016304347826087,0.092391304347826,0.00543478260869565,0,0,0.016304347826087,0.0217391304347826,0.016304347826087,0.0108695652173913,0,0.00543478260869565,0.00543478260869565,0.581521739130435,0.0217391304347826,0,0.016304347826087,0.0217391304347826,0.0434782608695652,0,0.0380434782608696,0,0.00543478260869565,0.0108695652173913,0,0,0,0,0,0,0,0,0,0.0326086956521739,0,0,0.00543478260869565,0,0,0,0,0,0,0,0,0,0,0,0,0
152,7980,0.00689655172413793,0,0.0137931034482759,0.0620689655172414,0,0.00689655172413793,0.0137931034482759,0.00689655172413793,0.0137931034482759,0,0.00689655172413793,0,0.0206896551724138,0,0.537931034482759,0.131034482758621,0,0.0344827586206897,0.0137931034482759,0.0137931034482759,0,0.0413793103448276,0,0.0137931034482759,0.0137931034482759,0.00689655172413793,0,0,0.0275862068965517,0,0,0,0,0.00689655172413793,0,0,0,0,0,0,0,0.00689655172413793,0,0,0,0,0,0,0,0,0
157,8857,0,0.00598802395209581,0.0179640718562874,0.0658682634730539,0.00598802395209581,0,0,0.0179640718562874,0.00598802395209581,0,0.0179640718562874,0,0.00598802395209581,0,0.664670658682635,0.0239520958083832,0,0.0538922155688623,0.0119760479041916,0,0,0.0179640718562874,0.00598802395209581,0.00598802395209581,0,0.0119760479041916,0,0,0,0,0,0,0,0,0.0239520958083832,0,0,0.00598802395209581,0,0,0,0,0.00598802395209581,0.0239520958083832,0,0,0,0,0,0,0
166,9925,0.00689655172413793,0,0,0.0896551724137931,0,0,0,0.0206896551724138,0.00689655172413793,0,0.00689655172413793,0,0,0.0137931034482759,0.648275862068965,0.0206896551724138,0,0.0482758620689655,0.0344827586206897,0.00689655172413793,0,0.0413793103448276,0,0,0.0137931034482759,0,0,0,0.00689655172413793,0,0.00689655172413793,0,0,0,0,0,0.0137931034482759,0,0,0,0.00689655172413793,0,0,0,0.00689655172413793,0,0,0,0,0,0
172,10100,0,0,0.0316455696202532,0.120253164556962,0,0,0.0126582278481013,0.0189873417721519,0,0.00632911392405063,0.0126582278481013,0,0,0,0.645569620253165,0.0189873417721519,0,0.0506329113924051,0,0,0,0,0,0.00632911392405063,0.00632911392405063,0,0,0,0.0126582278481013,0.00632911392405063,0,0,0,0,0.0379746835443038,0,0,0.00632911392405063,0,0,0,0,0,0,0,0.00632911392405063,0,0,0,0,0
177,10246,0,0.00684931506849315,0.0205479452054795,0.136986301369863,0.00684931506849315,0,0,0.00684931506849315,0.00684931506849315,0.00684931506849315,0.0342465753424658,0.00684931506849315,0,0,0.616438356164384,0.00684931506849315,0,0.0410958904109589,0,0.00684931506849315,0,0,0,0,0.0273972602739726,0.00684931506849315,0,0,0.0136986301369863,0,0.0136986301369863,0,0,0,0.0273972602739726,0,0,0.00684931506849315,0,0,0,0,0,0,0,0,0,0,0,0,0
182,10393,0,0,0.0137931034482759,0.103448275862069,0,0,0,0,0.0344827586206897,0,0.0275862068965517,0,0.00689655172413793,0.00689655172413793,0.579310344827586,0,0,0.117241379310345,0.00689655172413793,0,0,0,0,0.00689655172413793,0,0.00689655172413793,0,0,0.00689655172413793,0.00689655172413793,0,0,0,0,0.0689655172413793,0,0,0.00689655172413793,0,0,0,0,0,0,0,0,0,0,0,0,0
202,10977,0.00689655172413793,0.00689655172413793,0.0206896551724138,0.0620689655172414,0.0137931034482759,0,0.00689655172413793,0.0206896551724138,0.0137931034482759,0.0413793103448276,0,0.00689655172413793,0.0137931034482759,0,0.56551724137931,0.00689655172413793,0,0.0551724137931034,0.0137931034482759,0.0206896551724138,0,0.00689655172413793,0,0.00689655172413793,0,0,0,0,0.00689655172413793,0,0.0137931034482759,0,0,0,0.0482758620689655,0,0,0.00689655172413793,0.0137931034482759,0,0,0,0,0,0,0,0.00689655172413793,0.00689655172413793,0.00689655172413793,0,0
220,NA,0.00485436893203883,0,0.0242718446601942,0.0970873786407767,0.0631067961165049,0,0.00485436893203883,0,0.00485436893203883,0.00485436893203883,0.0194174757281553,0.0194174757281553,0.00485436893203883,0.0145631067961165,0.514563106796116,0,0,0.111650485436893,0.00485436893203883,0,0,0,0,0,0.00485436893203883,0,0,0,0.0145631067961165,0,0,0,0,0.00485436893203883,0.0436893203883495,0,0,0.00970873786407767,0.00485436893203883,0,0,0.00485436893203883,0.00485436893203883,0,0,0,0,0.00485436893203883,0,0.00485436893203883,0.00485436893203883
230,NA,0,0.0144927536231884,0.0289855072463768,0.0652173913043478,0.0217391304347826,0,0,0.0217391304347826,0.0072463768115942,0,0.0289855072463768,0,0.0072463768115942,0.0072463768115942,0.615942028985507,0.0072463768115942,0,0.0797101449275362,0,0.0072463768115942,0,0,0,0,0.0144927536231884,0,0,0,0.0434782608695652,0,0,0,0,0,0.0144927536231884,0,0,0.0072463768115942,0,0,0,0,0,0,0.0072463768115942,0,0,0,0,0,0
240,NA,0,0,0.00763358778625954,0.0687022900763359,0.00763358778625954,0.0229007633587786,0,0.0152671755725191,0.00763358778625954,0.00763358778625954,0.0152671755725191,0,0,0.00763358778625954,0.641221374045801,0.0152671755725191,0,0.0458015267175573,0.00763358778625954,0.0229007633587786,0,0,0,0,0.00763358778625954,0,0.00763358778625954,0,0.0305343511450382,0,0.0152671755725191,0,0,0,0.0381679389312977,0,0,0.00763358778625954,0,0,0,0,0,0,0,0,0,0,0,0,0
244,NA,0,0.00778210116731518,0.0233463035019455,0.136186770428016,0.0155642023346304,0.00778210116731518,0.00778210116731518,0.00778210116731518,0,0,0.00389105058365759,0,0.00389105058365759,0.0389105058365759,0.591439688715953,0.00389105058365759,0,0.0311284046692607,0,0,0,0.0116731517509728,0,0.00389105058365759,0.0428015564202335,0.00389105058365759,0,0,0.0155642023346304,0.00389105058365759,0.00778210116731518,0,0,0,0.0116731517509728,0,0,0.00389105058365759,0,0,0,0.00778210116731518,0,0,0,0,0,0.00389105058365759,0,0,0.00389105058365759
249,NA,0,0.00555555555555556,0.0611111111111111,0.0833333333333333,0.0277777777777778,0.0277777777777778,0.0111111111111111,0.0333333333333333,0.0111111111111111,0,0,0,0.0166666666666667,0.0444444444444444,0.472222222222222,0.0166666666666667,0,0.0444444444444444,0.0111111111111111,0.00555555555555556,0,0,0,0,0.05,0,0.00555555555555556,0,0.0277777777777778,0,0.00555555555555556,0,0,0,0.0277777777777778,0,0,0,0,0,0,0,0,0,0.0111111111111111,0,0,0,0,0,0
