"sample.depths","sample.ages","Picea.undiff.","Picea.mariana","Picea.glauca","Pinus.undiff.","Pinus.strobus","Pinus.banksiana.P..divaricata","Abies.undiff.","Tsuga.undiff.","Larix.undiff.","Betula","Populus","Quercus","Ulmus","Fagus.undiff.","Carya","Acer.undiff.","Acer.saccharum","Acer.rubrum","Acer.pensylvanicum","Acer.spicatum","Acer.nigrum","Fraxinus.undiff.","Fraxinus.nigra","Fraxinus.pennsylvanica","Tilia","Ostrya.Carpinus","Juglans","Juniperus","Alnus.undiff.","Alnus.viridis.subsp..crispa","Alnus.incana.type","Salix","Corylus","Shepherdia.canadensis","Myrica.undiff.","Myrica.gale","Viburnum","Cornus","Castanea","Ericaceae","Taxus.undiff.","Poaceae.undiff.","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Ambrosia","Artemisia","Chenopodiineae","Rosaceae.undiff.","Polygonaceae.undiff.","Caryophyllaceae","Ranunculaceae.undiff.","Thalictrum","Potentilla","Saxifragaceae","Impatiens","Epilobium","Androsace","Rumex","Urticaceae","Campanulaceae","Fabaceae","Dryas","Apiaceae","Rubiaceae","Cyperaceae","Oxyria.digyna","Ilex.Nemopanthus","Abies.Balsamea","Larix.Laricina","Tsuga.canadensis","Fagus.Grandifolia","Taxus.canadensis","Plantaginaceae","Cerealia"
145,2867,0.0383877159309021,0,0,0.0671785028790787,0.140115163147793,0.00575815738963532,0.0134357005758157,0.0115163147792706,0.00767754318618042,0.619961612284069,0,0.00959692898272553,0.00191938579654511,0.0307101727447217,0,0,0.00383877159309021,0.00191938579654511,0.00191938579654511,0,0,0,0.00191938579654511,0,0,0,0,0,0,0,0.0249520153550864,0,0.00191938579654511,0,0.00575815738963532,0,0,0,0,0.00191938579654511,0.00191938579654511,0,0.00383877159309021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00383877159309021,0,0,0,0,0,0,0,0,0
165,3269,0.0179640718562874,0,0,0.0439121756487026,0.207584830339321,0.00399201596806387,0.00798403193612774,0,0.00199600798403194,0.626746506986028,0,0.029940119760479,0.00399201596806387,0.00399201596806387,0,0,0.00598802395209581,0.00199600798403194,0.00199600798403194,0,0,0,0.00798403193612774,0.00199600798403194,0,0,0,0,0,0.00798403193612774,0.0119760479041916,0,0.00399201596806387,0,0,0,0,0,0,0.00199600798403194,0,0.00598802395209581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,3671,0.0315581854043393,0,0,0.0571992110453649,0.248520710059172,0.0019723865877712,0.019723865877712,0.00394477317554241,0,0.562130177514793,0,0.0157790927021696,0.0019723865877712,0.0019723865877712,0,0,0.00394477317554241,0.00394477317554241,0.0019723865877712,0,0,0,0.00788954635108481,0.0019723865877712,0,0.0019723865877712,0,0,0,0.00591715976331361,0.0157790927021696,0.0019723865877712,0,0,0.0019723865877712,0,0,0,0,0,0,0,0,0,0.0019723865877712,0,0.0019723865877712,0.0019723865877712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019723865877712,0,0,0,0,0,0,0,0,0
205,4072,0.0192678227360308,0,0,0.0520231213872832,0.233140655105973,0,0.0115606936416185,0.00192678227360308,0.00192678227360308,0.595375722543353,0.00192678227360308,0.0192678227360308,0.00385356454720617,0.00385356454720617,0,0,0.00963391136801541,0.00192678227360308,0,0,0,0,0.00963391136801541,0.00192678227360308,0,0,0,0,0,0.00192678227360308,0.0154142581888247,0.00192678227360308,0.00578034682080925,0,0.00770712909441233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,4474,0.0217821782178218,0,0,0.0851485148514852,0.182178217821782,0.00396039603960396,0.0158415841584158,0.00198019801980198,0.00198019801980198,0.542574257425743,0,0.0415841584158416,0.00792079207920792,0,0,0,0.00198019801980198,0.00198019801980198,0,0,0,0,0.00594059405940594,0.00198019801980198,0,0.00594059405940594,0,0,0,0,0.0495049504950495,0,0.0118811881188119,0,0.00594059405940594,0,0,0,0,0.00198019801980198,0,0.00396039603960396,0,0,0,0.00198019801980198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00198019801980198,0,0,0,0,0,0,0,0,0
245,4875,0.0198412698412698,0,0,0.0714285714285714,0.218253968253968,0,0.0138888888888889,0.00198412698412698,0,0.541666666666667,0.00198412698412698,0.0456349206349206,0.00595238095238095,0.00396825396825397,0,0,0.00793650793650794,0,0,0,0,0,0.00396825396825397,0,0,0.00198412698412698,0,0,0,0.00793650793650794,0.0297619047619048,0,0.00396825396825397,0,0.00793650793650794,0,0,0,0,0.00396825396825397,0.00198412698412698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00595238095238095,0,0,0,0,0,0,0,0,0
265,5277,0.00796812749003984,0,0,0.0258964143426295,0.187250996015936,0.00398406374501992,0.00796812749003984,0.00199203187250996,0.00199203187250996,0.673306772908366,0,0.0398406374501992,0.00199203187250996,0.00199203187250996,0,0,0.00597609561752988,0,0.00398406374501992,0,0,0,0.00199203187250996,0,0,0,0,0,0,0.00398406374501992,0.0219123505976096,0,0.00199203187250996,0,0,0,0,0,0,0,0.00199203187250996,0.00199203187250996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00199203187250996,0,0,0,0,0,0,0,0,0
285,5678,0.0272373540856031,0,0,0.0428015564202335,0.239299610894942,0,0.0389105058365759,0,0,0.535019455252918,0,0.0311284046692607,0.0175097276264591,0.00194552529182879,0,0,0.00583657587548638,0.00194552529182879,0.00194552529182879,0.00194552529182879,0.00194552529182879,0,0.00972762645914397,0,0,0,0,0,0,0.00583657587548638,0.0155642023346304,0,0.00389105058365759,0,0,0,0.00389105058365759,0,0,0,0.00583657587548638,0.00389105058365759,0.00194552529182879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00194552529182879,0,0,0,0,0,0,0
305,6080,0.0207156308851224,0,0,0.0338983050847458,0.15819209039548,0,0.00941619585687382,0,0.00188323917137476,0.642184557438795,0,0.0772128060263653,0.00941619585687382,0.00188323917137476,0,0,0.00753295668549906,0.00188323917137476,0.00188323917137476,0,0,0,0.00188323917137476,0,0,0.00188323917137476,0,0,0,0.00188323917137476,0.0112994350282486,0,0.00376647834274953,0,0,0,0,0,0,0.00188323917137476,0.00753295668549906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00376647834274953,0,0,0,0,0,0,0,0,0
340,6783,0.00436681222707424,0.00109170305676856,0,0.123362445414847,0.135371179039301,0.0163755458515284,0.00982532751091703,0,0,0.548034934497817,0,0.0567685589519651,0.0174672489082969,0,0,0,0.0141921397379913,0.00109170305676856,0.00218340611353712,0,0,0,0.0120087336244541,0.00109170305676856,0,0,0,0,0,0.00545851528384279,0.0174672489082969,0.00109170305676856,0,0,0,0,0,0,0,0,0,0.00218340611353712,0,0,0.00109170305676856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00109170305676856,0,0.00109170305676856,0.00545851528384279,0.00109170305676856,0.0152838427947598,0.00327510917030568,0.00218340611353712,0,0
345,6874,0.0198807157057654,0,0,0.0497017892644135,0.304174950298211,0,0.0198807157057654,0.0178926441351889,0.00596421471172962,0.465208747514911,0,0.0536779324055666,0.0119284294234592,0.00198807157057654,0,0,0.0099403578528827,0.00397614314115308,0.00397614314115308,0.00198807157057654,0,0,0.00397614314115308,0,0,0,0,0,0,0.00198807157057654,0.0159045725646123,0,0.00397614314115308,0,0,0,0,0,0.00198807157057654,0,0.00198807157057654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,7237,0.0217821782178218,0,0,0.0693069306930693,0.22970297029703,0,0.0118811881188119,0.0118811881188119,0.00198019801980198,0.506930693069307,0,0.0277227722772277,0.0099009900990099,0.00198019801980198,0,0,0.0099009900990099,0.00396039603960396,0,0.00198019801980198,0,0,0.0217821782178218,0,0,0,0,0,0,0.0158415841584158,0.0198019801980198,0.00396039603960396,0.0158415841584158,0,0,0,0,0,0,0.00396039603960396,0.00792079207920792,0.00198019801980198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,7601,0.0190839694656489,0,0,0.106870229007634,0.24618320610687,0.00572519083969466,0.0324427480916031,0.00763358778625954,0.00381679389312977,0.480916030534351,0,0.0114503816793893,0.017175572519084,0,0,0,0.00381679389312977,0.00572519083969466,0,0.00190839694656489,0,0,0.0209923664122137,0.00381679389312977,0,0.00381679389312977,0,0,0,0.00572519083969466,0.00763358778625954,0,0.00190839694656489,0,0.00190839694656489,0,0,0,0,0,0.00190839694656489,0.00190839694656489,0,0,0.00190839694656489,0,0,0,0,0,0,0,0,0,0.00190839694656489,0,0,0,0,0,0,0,0,0,0.00381679389312977,0,0,0,0,0,0,0,0,0
405,7965,0.0496031746031746,0,0,0.107142857142857,0.19047619047619,0.00793650793650794,0.0138888888888889,0.00198412698412698,0.00793650793650794,0.529761904761905,0.00793650793650794,0.00992063492063492,0.0119047619047619,0.00198412698412698,0,0,0.00396825396825397,0.00396825396825397,0,0.00396825396825397,0,0,0.0119047619047619,0,0,0,0,0,0,0.0119047619047619,0.00198412698412698,0.00198412698412698,0.00396825396825397,0,0,0,0,0,0,0,0,0.00198412698412698,0,0,0,0.00198412698412698,0.00198412698412698,0.00198412698412698,0,0,0,0.00198412698412698,0,0,0,0,0,0,0,0,0,0,0,0,0.00595238095238095,0,0,0,0,0,0,0,0,0
425,8328,0.0472589792060491,0,0,0.0888468809073724,0.206049149338374,0.00756143667296786,0.0283553875236295,0.00756143667296786,0.00189035916824197,0.517958412098299,0.0056710775047259,0.00756143667296786,0.0170132325141777,0,0,0,0.00378071833648393,0.00378071833648393,0,0.00378071833648393,0,0,0.0170132325141777,0,0,0,0,0,0,0.00378071833648393,0.00378071833648393,0,0.00189035916824197,0,0.00378071833648393,0,0,0,0,0,0.0113421550094518,0.00378071833648393,0,0,0,0,0,0.00189035916824197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0056710775047259,0,0,0,0,0,0,0,0,0
445,8692,0.0253411306042885,0,0,0.0623781676413255,0.152046783625731,0.0155945419103314,0.0214424951267057,0.00584795321637427,0,0.576998050682261,0.0155945419103314,0.0155945419103314,0.00389863547758285,0.00584795321637427,0,0,0.00194931773879142,0.00584795321637427,0,0.00389863547758285,0,0,0.00389863547758285,0.00584795321637427,0,0,0,0,0,0.0175438596491228,0.00584795321637427,0.00194931773879142,0.01364522417154,0,0,0,0,0,0,0,0.0292397660818713,0.00584795321637427,0.00194931773879142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00194931773879142,0,0,0,0,0,0,0,0,0
465,9055,0.0738522954091816,0,0,0.0658682634730539,0.125748502994012,0.0339321357285429,0.0838323353293413,0.00598802395209581,0,0.49500998003992,0.00998003992015968,0.00798403193612774,0.00199600798403194,0,0,0,0.00598802395209581,0,0,0.00399201596806387,0,0,0.00998003992015968,0,0,0,0,0,0,0.031936127744511,0.00598802395209581,0.00399201596806387,0.0139720558882236,0,0,0,0,0,0,0,0.00798403193612774,0,0,0,0,0,0,0.00199600798403194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00998003992015968,0,0,0,0,0,0,0,0,0
475,9237,0.0932539682539683,0,0,0.0773809523809524,0.0932539682539683,0.00992063492063492,0.0813492063492064,0,0,0.482142857142857,0.0277777777777778,0.00992063492063492,0,0,0,0,0,0,0,0.00595238095238095,0,0,0.00396825396825397,0,0,0.00198412698412698,0.00198412698412698,0,0,0.0615079365079365,0.00198412698412698,0.00198412698412698,0.0178571428571429,0,0,0,0,0,0,0,0.0138888888888889,0.00198412698412698,0.00396825396825397,0,0.00198412698412698,0.00198412698412698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00396825396825397,0,0,0,0,0,0,0,0,0
485,9419,0.0792079207920792,0,0,0.0455445544554455,0.0673267326732673,0.0138613861386139,0.0435643564356436,0.00198019801980198,0,0.530693069306931,0.0297029702970297,0.0099009900990099,0.00792079207920792,0.00198019801980198,0,0,0,0,0,0.00396039603960396,0,0,0.00198019801980198,0,0,0,0,0,0,0.104950495049505,0,0.0138613861386139,0.0217821782178218,0,0.00198019801980198,0,0,0,0,0,0.00594059405940594,0.00396039603960396,0,0,0.00198019801980198,0.00396039603960396,0,0.00198019801980198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00198019801980198,0,0,0,0,0,0,0,0,0
495,9601,0.08,0,0,0.048,0.034,0.016,0.07,0,0,0.57,0.02,0.008,0.002,0,0,0,0,0.002,0,0.004,0,0,0.006,0,0,0,0,0,0,0.106,0,0.002,0.012,0,0.002,0,0,0,0,0,0.006,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0
505,9748,0.0592417061611374,0,0,0.014218009478673,0.0402843601895735,0.0355450236966825,0.042654028436019,0,0,0.568720379146919,0.0213270142180095,0.00710900473933649,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00710900473933649,0,0,0,0.182464454976303,0.0023696682464455,0,0.004739336492891,0,0,0,0,0,0,0,0.0023696682464455,0.0023696682464455,0,0,0,0,0.0023696682464455,0.0023696682464455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004739336492891,0,0,0,0,0,0,0,0,0
510,9804,0.0661157024793388,0,0,0.0192837465564738,0.00275482093663912,0.179063360881543,0,0,0,0.564738292011019,0.0192837465564738,0.00550964187327824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00275482093663912,0,0.129476584022039,0,0,0.00275482093663912,0,0.00275482093663912,0,0,0,0,0,0,0.00275482093663912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00275482093663912,0,0,0,0,0,0,0,0,0
515,9860,0.095890410958904,0,0,0.0246575342465753,0,0.0684931506849315,0.0493150684931507,0.00547945205479452,0.00273972602739726,0.493150684931507,0.0246575342465753,0.010958904109589,0.00273972602739726,0,0,0,0,0,0,0,0,0,0,0,0,0.00821917808219178,0,0,0,0.2,0.00273972602739726,0,0.00273972602739726,0,0,0,0,0,0,0,0,0.00547945205479452,0,0,0,0.00273972602739726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,9916,0.0365853658536585,0,0,0,0,0.0589430894308943,0.008130081300813,0,0,0.617886178861789,0.0040650406504065,0.008130081300813,0,0.00203252032520325,0,0,0,0,0,0,0,0,0.0040650406504065,0.0040650406504065,0,0.00609756097560976,0,0,0,0.215447154471545,0.008130081300813,0.00609756097560976,0.0040650406504065,0,0.00203252032520325,0,0,0,0,0,0,0.0040650406504065,0.00203252032520325,0,0,0.00203252032520325,0,0.00203252032520325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0040650406504065,0,0,0,0,0,0,0,0,0
525,9972,0.027906976744186,0,0,0.0186046511627907,0.0418604651162791,0.0325581395348837,0.0162790697674419,0,0,0.506976744186047,0.072093023255814,0.0116279069767442,0,0,0,0.00232558139534884,0,0,0,0,0,0,0.00232558139534884,0,0,0.00232558139534884,0,0,0,0.237209302325581,0.00465116279069767,0.00232558139534884,0.00232558139534884,0,0,0,0,0,0,0,0.00232558139534884,0.00232558139534884,0,0,0,0,0,0.00232558139534884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116279069767442,0,0,0,0,0,0,0,0,0
530,10028,0.0457142857142857,0,0,0,0.0019047619047619,0.112380952380952,0.0457142857142857,0,0,0.398095238095238,0.00380952380952381,0.00952380952380952,0.0019047619047619,0,0,0,0,0,0,0,0,0.00380952380952381,0,0,0,0,0,0,0,0.340952380952381,0.0019047619047619,0.00761904761904762,0,0,0.00380952380952381,0,0,0,0,0,0,0.00761904761904762,0,0.0019047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133333333333333,0,0,0,0,0,0,0,0,0
535,10084,0.059245960502693,0,0,0.0143626570915619,0.0197486535008977,0.0197486535008977,0.0646319569120287,0,0.00179533213644524,0.678635547576302,0.0143626570915619,0.00538599640933573,0,0,0.00179533213644524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107719928186715,0.00179533213644524,0.00179533213644524,0.00179533213644524,0,0,0,0,0,0,0,0,0.00179533213644524,0,0,0.00179533213644524,0,0,0,0,0,0,0,0,0.00179533213644524,0,0,0,0,0,0,0,0,0,0,0.00179533213644524,0,0,0,0,0,0,0,0,0
545,10197,0.066793893129771,0,0,0.0114503816793893,0.0400763358778626,0.00954198473282443,0.104961832061069,0,0.00381679389312977,0.562977099236641,0.0209923664122137,0.00572519083969466,0,0,0,0.00190839694656489,0,0,0,0,0,0,0,0,0,0.00190839694656489,0.00190839694656489,0,0,0.141221374045802,0.00763358778625954,0,0.00763358778625954,0,0.00190839694656489,0,0,0,0,0,0.00190839694656489,0,0.00190839694656489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00572519083969466,0,0,0,0,0,0,0,0,0
555,10309,0.0472589792060491,0,0,0.0056710775047259,0.0283553875236295,0.0170132325141777,0.0793950850661626,0,0.0056710775047259,0.523629489603025,0.0132325141776938,0.0113421550094518,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0056710775047259,0,0,0,0.241965973534972,0,0.00378071833648393,0.00756143667296786,0,0,0,0,0,0,0,0,0,0.0056710775047259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00378071833648393,0,0,0,0,0,0,0,0,0
565,10421,0.0666666666666667,0,0,0.0130081300813008,0.024390243902439,0.0178861788617886,0.120325203252033,0,0.0032520325203252,0.531707317073171,0,0.0048780487804878,0.0016260162601626,0,0,0,0,0,0,0,0,0,0.0032520325203252,0,0,0.0016260162601626,0,0,0,0.2,0,0,0.0032520325203252,0,0,0,0,0,0,0,0,0,0,0,0,0.0016260162601626,0.0016260162601626,0.0016260162601626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0032520325203252,0,0,0,0,0,0,0,0,0
575,10533,0.0170542635658915,0,0,0.00465116279069767,0.0201550387596899,0.0108527131782946,0.0930232558139535,0,0,0.562790697674419,0.0170542635658915,0.0155038759689922,0.00155038759689922,0,0,0.00155038759689922,0,0,0,0,0,0,0.0062015503875969,0,0,0.0108527131782946,0,0.00155038759689922,0,0.224806201550388,0.0062015503875969,0,0,0,0,0,0,0,0,0,0,0,0.00155038759689922,0,0,0.00155038759689922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00310077519379845,0,0,0,0,0,0,0,0,0
585,10645,0.112426035502959,0,0,0.00591715976331361,0.0394477317554241,0.0335305719921105,0.138067061143984,0,0,0.319526627218935,0.0374753451676529,0.00788954635108481,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019723865877712,0,0,0,0.29585798816568,0.00394477317554241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019723865877712,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019723865877712,0,0,0,0,0,0,0,0,0
590,10701,0.0754352030947776,0,0,0,0,0.0386847195357834,0.034816247582205,0.00193423597678917,0,0.379110251450677,0.0444874274661509,0.00580270793036751,0,0,0,0,0,0,0,0,0,0,0.00580270793036751,0,0,0,0,0.00193423597678917,0,0.406189555125725,0,0.00193423597678917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00193423597678917,0,0,0.00193423597678917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
