"sample.depths","sample.ages","Abies","Acer.negundo","Acer.rubrum","Acer.saccharinum.type","Acer.saccharum","Acer.undiff.","Alnus.incana.type","Alnus.undiff.","Alnus.viridis.type","Betula","Carya","Celtis","Cornus.sericea.type","Cornus.undiff.","Corylus","Ephedra","Ericaceae","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Fraxinus.undiff.","Juglans.cinerea","Juglans.nigra","Juglans.undiff.","Juniperus.Thuja","Larix","Morus","Myrica","Ostrya.Carpinus","Picea","Pinus.banksiana.P..resinosa","Pinus.strobus","Pinus.undiff.","Platanus","Populus.balsamifera","Populus.tremuloides.type","Prunus.type","Quercus","Rhus","Salix","Sarcobatus.vermiculatus","Shepherdia.argentea","Shepherdia.canadensis","Tilia","Tsuga","Ulmus","Viburnum","Vitis","Ambrosia.type","Amorpha.type","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Bidens.type","Brassicaceae","Caryophyllaceae","Chenopodiaceae.undiff.","Comarum.type","Cyperaceae","Dalea.purpurea","Epilobium","Fabaceae.undiff.","Galium","Humulus.Cannabis.sativa","Iva.annua.type","Iva.xanthifolia.type","Lycopus.type","Malvaceae","Poaceae","Polygonaceae.undiff.","Rosaceae.undiff.","Rumex","Sanguisorba.canadensis","Spiraea.type","Thalictrum","Urtica","Xanthium"
230,1885,0,0,0,0.00241545893719807,0,0.00483091787439614,0.0314009661835749,0,0.0072463768115942,0.181159420289855,0.00241545893719807,0,0,0,0.0217391304347826,0,0,0.0169082125603865,0.00241545893719807,0,0,0,0,0,0.00241545893719807,0,0,0.0386473429951691,0.00483091787439614,0.0603864734299517,0.00483091787439614,0.0289855072463768,0,0,0.00241545893719807,0,0.326086956521739,0,0.0169082125603865,0,0,0,0.00241545893719807,0,0.0314009661835749,0,0.00241545893719807,0.0410628019323672,0,0,0.0652173913043478,0.0120772946859903,0,0.00241545893719807,0,0,0,0,0.0169082125603865,0,0,0,0,0,0,0,0,0,0.0652173913043478,0,0,0,0,0,0.00483091787439614,0,0
250,2053,0.00251889168765743,0,0,0,0,0,0.0100755667506297,0,0.00503778337531486,0.158690176322418,0,0,0,0,0,0,0,0.00251889168765743,0.00251889168765743,0,0,0,0,0.00251889168765743,0,0,0,0.0151133501259446,0.00503778337531486,0.0680100755667506,0.052896725440806,0.0453400503778338,0,0,0,0,0.387909319899244,0.00251889168765743,0.0151133501259446,0,0,0,0,0,0.0100755667506297,0,0,0.0302267002518892,0,0,0.0579345088161209,0.0277078085642317,0,0,0,0,0.0251889168765743,0,0.017632241813602,0,0,0,0,0,0.00251889168765743,0,0,0,0.052896725440806,0,0,0,0,0,0,0,0
270,2220,0,0,0.00201207243460765,0,0.00201207243460765,0,0.0523138832997988,0,0.00201207243460765,0.183098591549296,0.00201207243460765,0,0,0,0.0160965794768612,0,0,0.00402414486921529,0,0,0,0.00201207243460765,0,0.00603621730382294,0.0100603621730382,0,0,0,0.028169014084507,0.090543259557344,0.028169014084507,0.0865191146881288,0.00201207243460765,0,0.00201207243460765,0,0.253521126760563,0,0.0100603621730382,0.00201207243460765,0,0,0.00603621730382294,0,0.0160965794768612,0,0,0.0120724346076459,0,0,0.0563380281690141,0.0221327967806841,0,0.00201207243460765,0,0,0.0201207243460765,0,0.0261569416498994,0,0,0,0,0,0,0,0,0,0.0482897384305835,0,0.00201207243460765,0,0,0,0.00402414486921529,0,0
290,2387,0.00172117039586919,0,0,0,0.00172117039586919,0,0.0309810671256454,0,0.00344234079173838,0.240963855421687,0,0,0,0,0.0189328743545611,0,0,0.0120481927710843,0.0189328743545611,0,0,0,0,0,0.00688468158347676,0.00172117039586919,0,0.0327022375215146,0.0137693631669535,0.0499139414802065,0.0705679862306368,0.0602409638554217,0,0,0.00172117039586919,0,0.218588640275387,0,0.0137693631669535,0.00172117039586919,0,0,0.00516351118760757,0,0.0344234079173838,0,0.00172117039586919,0.0172117039586919,0.00344234079173838,0,0.0464716006884682,0.0103270223752151,0,0.00172117039586919,0,0,0.0103270223752151,0,0.0206540447504303,0,0,0,0,0,0,0,0.00172117039586919,0,0.0430292598967298,0,0,0.00344234079173838,0,0,0,0,0
310,2555,0.00552486187845304,0,0,0.00368324125230203,0.00184162062615101,0,0.0239410681399632,0,0.00368324125230203,0.265193370165746,0,0,0,0,0.0386740331491713,0.00184162062615101,0,0.00736648250460405,0.00552486187845304,0,0,0.00184162062615101,0,0,0.00184162062615101,0,0,0.0423572744014733,0.0110497237569061,0.0736648250460405,0.0147329650092081,0.0423572744014733,0,0.00184162062615101,0.00368324125230203,0,0.257826887661142,0,0.0202578268876611,0,0,0,0,0,0.0257826887661142,0,0,0.0165745856353591,0.00184162062615101,0,0.0478821362799263,0.0184162062615101,0,0.00368324125230203,0,0,0.00736648250460405,0,0.00920810313075507,0,0,0,0,0,0,0,0,0,0.0386740331491713,0,0,0,0,0,0.00184162062615101,0,0
330,2722,0.00379506641366224,0,0,0,0,0,0.0379506641366224,0,0.00379506641366224,0.15180265654649,0,0,0,0,0.0246679316888046,0,0,0.00379506641366224,0.0132827324478178,0,0,0,0,0.00189753320683112,0.00379506641366224,0,0,0.0265654648956357,0.00379506641366224,0.0702087286527514,0.0398481973434535,0.0512333965844402,0.00189753320683112,0,0.00379506641366224,0,0.214421252371917,0,0.0132827324478178,0.00189753320683112,0,0,0.00189753320683112,0,0.047438330170778,0,0,0.0170777988614801,0.00569259962049336,0,0.079696394686907,0.0113851992409867,0,0.00189753320683112,0,0,0.015180265654649,0,0.0189753320683112,0,0,0,0,0,0.00189753320683112,0.00569259962049336,0,0,0.117647058823529,0,0,0,0,0,0.00379506641366224,0,0
350,2890,0,0,0,0,0,0,0.0174563591022444,0,0.00498753117206983,0.144638403990025,0,0,0,0.00249376558603491,0.00249376558603491,0,0,0.00748129675810474,0.00498753117206983,0,0.00249376558603491,0,0,0,0,0,0,0.0199501246882793,0.00498753117206983,0.0423940149625935,0.00997506234413965,0.0623441396508728,0,0,0.00498753117206983,0,0.286783042394015,0,0.0174563591022444,0.00249376558603491,0,0,0,0,0.0224438902743142,0,0,0.0798004987531172,0,0,0.0798004987531172,0.027431421446384,0,0,0,0,0.0199501246882793,0,0.0249376558603491,0,0.00249376558603491,0,0,0,0,0,0,0,0.0972568578553616,0,0.00249376558603491,0,0,0,0,0,0.00498753117206983
370,3057,0,0,0,0,0,0,0.0634005763688761,0,0.00864553314121038,0.187319884726225,0,0,0,0,0.0144092219020173,0,0,0.00864553314121038,0,0,0,0,0,0,0.00288184438040346,0,0,0.0172910662824208,0,0.0634005763688761,0.00864553314121038,0.0259365994236311,0,0,0,0,0.216138328530259,0,0.0144092219020173,0.00576368876080692,0,0,0,0,0.00864553314121038,0,0.00288184438040346,0.0144092219020173,0.00864553314121038,0,0.121037463976945,0.0259365994236311,0,0,0,0,0.0201729106628242,0,0.0115273775216138,0,0,0,0,0,0.0115273775216138,0,0,0,0.135446685878963,0,0,0,0,0,0,0,0.00288184438040346
390,3224,0,0,0.00267379679144385,0,0.00267379679144385,0,0.0240641711229947,0,0.018716577540107,0.203208556149733,0.00267379679144385,0,0,0,0.018716577540107,0,0,0.0053475935828877,0.0053475935828877,0,0,0,0,0.0053475935828877,0,0,0,0.0160427807486631,0.00802139037433155,0.0641711229946524,0.00802139037433155,0.0320855614973262,0,0,0,0,0.211229946524064,0,0.0160427807486631,0,0,0,0,0,0.0454545454545455,0,0,0.018716577540107,0,0.00267379679144385,0.0828877005347594,0.018716577540107,0,0.0053475935828877,0,0,0.0240641711229947,0,0.0320855614973262,0,0,0,0,0,0,0,0,0,0.122994652406417,0,0,0,0,0,0.00267379679144385,0,0
410,3392,0,0,0,0.00219298245614035,0,0,0.0219298245614035,0,0.00219298245614035,0.125,0,0,0,0,0.0197368421052632,0,0,0.0087719298245614,0.0153508771929825,0,0,0,0,0,0,0,0,0.0197368421052632,0.0131578947368421,0.0964912280701754,0.0197368421052632,0.0701754385964912,0.00219298245614035,0,0.0043859649122807,0,0.219298245614035,0,0.0153508771929825,0,0,0,0,0,0.0153508771929825,0,0.00219298245614035,0.0307017543859649,0,0,0.094298245614035,0.0109649122807018,0.00219298245614035,0.00219298245614035,0,0.0043859649122807,0.0109649122807018,0,0.0285087719298246,0,0,0,0,0.00657894736842105,0,0,0,0,0.135964912280702,0,0,0,0,0,0,0,0
430,3559,0,0,0,0,0,0,0.0318627450980392,0,0.00735294117647059,0.107843137254902,0,0,0,0,0.00735294117647059,0,0,0.00490196078431373,0,0,0,0,0,0.00245098039215686,0,0,0,0.00245098039215686,0.00245098039215686,0.0612745098039216,0.0196078431372549,0.0392156862745098,0,0,0.00490196078431373,0,0.237745098039216,0,0.0147058823529412,0,0,0,0,0,0.00490196078431373,0,0,0.0416666666666667,0.00735294117647059,0,0.142156862745098,0.0147058823529412,0,0,0.00245098039215686,0,0.0441176470588235,0,0.0367647058823529,0,0,0,0,0,0.00245098039215686,0,0,0,0.156862745098039,0,0,0,0,0,0,0.00245098039215686,0
450,3727,0,0,0,0,0,0,0.0429864253393665,0,0.00226244343891403,0.106334841628959,0,0,0,0,0.0135746606334842,0,0,0.00904977375565611,0,0.00226244343891403,0,0,0,0.00452488687782805,0.00452488687782805,0,0,0.00904977375565611,0,0.088235294117647,0.00678733031674208,0.0294117647058824,0,0,0,0,0.266968325791855,0,0.0226244343891403,0,0,0,0,0,0.0180995475113122,0,0,0.0113122171945701,0.00904977375565611,0,0.0995475113122172,0.0135746606334842,0,0.00452488687782805,0,0.00452488687782805,0.0339366515837104,0,0.0361990950226244,0.00226244343891403,0,0,0,0,0,0,0,0,0.158371040723982,0,0,0,0,0,0,0,0
470,3894,0,0,0,0,0,0,0.0294840294840295,0,0.0122850122850123,0.103194103194103,0,0,0,0,0.0171990171990172,0,0,0.00245700245700246,0.0171990171990172,0,0,0,0,0.00245700245700246,0,0,0,0.00982800982800983,0.00245700245700246,0.0958230958230958,0.0147420147420147,0.0491400491400491,0,0,0,0,0.186732186732187,0.00245700245700246,0.0171990171990172,0,0,0,0,0,0.0221130221130221,0,0.00245700245700246,0.0245700245700246,0.00245700245700246,0.00491400491400491,0.110565110565111,0.0221130221130221,0,0.00491400491400491,0,0,0.0343980343980344,0,0.0319410319410319,0,0,0,0,0,0,0,0,0,0.176904176904177,0,0,0,0,0,0,0,0
490,4061,0,0,0,0,0.0026525198938992,0,0.0106100795755968,0,0.0026525198938992,0.0875331564986737,0,0,0,0,0.0238726790450928,0,0,0.026525198938992,0.0106100795755968,0,0.0026525198938992,0,0,0.0026525198938992,0,0,0,0.0106100795755968,0.0026525198938992,0.090185676392573,0.0212201591511936,0.0344827586206897,0,0.0026525198938992,0.00530503978779841,0,0.225464190981432,0,0.0026525198938992,0,0,0,0.0026525198938992,0,0.0371352785145889,0,0,0.0212201591511936,0.00795755968169761,0.0026525198938992,0.143236074270557,0.0212201591511936,0,0,0,0,0.026525198938992,0,0.0371352785145889,0,0,0,0,0,0,0,0,0,0.135278514588859,0,0,0,0,0,0,0,0
510,4229,0.0025,0,0,0,0,0,0.0125,0,0,0.0275,0,0,0,0,0.0175,0,0,0.0075,0.01,0,0,0,0,0.0025,0,0,0,0.0075,0,0.105,0.0175,0.03,0,0,0,0,0.3825,0,0.0125,0,0,0,0.0075,0,0.015,0,0.0025,0.0425,0.0025,0.0025,0.105,0.03,0,0.0025,0,0,0.02,0,0.025,0,0,0,0,0,0.005,0,0,0,0.1025,0,0,0,0,0,0.0025,0,0
530,4396,0,0,0,0,0.0032626427406199,0,0.0097879282218597,0,0.00163132137030995,0.0407830342577488,0,0,0,0,0.0179445350734095,0,0,0,0.00489396411092985,0,0,0.00163132137030995,0,0.00163132137030995,0,0,0.00163132137030995,0.0146818923327896,0.00163132137030995,0.032626427406199,0.0277324632952692,0.0636215334420881,0,0.00163132137030995,0.00489396411092985,0,0.269168026101142,0,0.0114192495921697,0.00489396411092985,0,0,0.00163132137030995,0,0.0261011419249592,0,0,0.0407830342577488,0.0130505709624796,0,0.130505709624796,0.0228384991843393,0,0.0065252854812398,0,0.0114192495921697,0.0375203915171289,0,0.0570962479608483,0,0,0,0,0,0.00489396411092985,0,0,0,0.125611745513866,0,0,0.0032626427406199,0,0,0.0032626427406199,0,0
550,4564,0.00237529691211401,0,0,0.00475059382422803,0,0,0.00950118764845606,0,0.0118764845605701,0.0570071258907363,0,0.00237529691211401,0,0.00237529691211401,0.0213776722090261,0,0,0.00950118764845606,0.00237529691211401,0,0,0,0,0,0,0,0,0.0261282660332542,0.00950118764845606,0.116389548693587,0.0118764845605701,0.0356294536817102,0,0,0.00237529691211401,0,0.194774346793349,0.00237529691211401,0.0308788598574822,0.00237529691211401,0,0,0,0,0.0190023752969121,0,0,0.0142517814726841,0.00237529691211401,0,0.178147268408551,0.0261282660332542,0,0.00475059382422803,0,0,0.0332541567695962,0,0.0308788598574822,0,0,0,0,0,0.00475059382422803,0,0,0,0.128266033254157,0,0,0,0.00237529691211401,0,0,0,0
570,4731,0,0,0,0.00284090909090909,0.00568181818181818,0,0.0227272727272727,0,0,0.0255681818181818,0,0,0,0,0.00568181818181818,0,0,0.00568181818181818,0.00284090909090909,0,0,0,0,0.00284090909090909,0,0,0,0.00568181818181818,0.00284090909090909,0.139204545454545,0.00568181818181818,0.0113636363636364,0,0,0,0,0.230113636363636,0,0.00852272727272727,0,0,0,0,0,0.0340909090909091,0,0.00284090909090909,0.0568181818181818,0,0,0.167613636363636,0.0227272727272727,0,0,0,0,0.0482954545454545,0,0.0369318181818182,0,0,0,0.00284090909090909,0,0.00568181818181818,0,0,0,0.144886363636364,0,0,0,0,0,0,0,0
590,4898,0,0,0,0.00246305418719212,0.00246305418719212,0.00492610837438424,0.0123152709359606,0,0,0.0738916256157636,0,0,0,0,0.00492610837438424,0,0,0.0123152709359606,0.00738916256157635,0,0,0,0,0,0,0,0,0.0270935960591133,0.00492610837438424,0.0763546798029557,0.00246305418719212,0.00738916256157635,0,0,0.00246305418719212,0,0.25615763546798,0,0.00985221674876847,0,0,0,0,0,0.0123152709359606,0,0,0.0369458128078818,0,0,0.16256157635468,0.0197044334975369,0,0.00246305418719212,0,0,0.0394088669950739,0,0.0221674876847291,0.00246305418719212,0,0,0.00246305418719212,0,0,0,0,0,0.192118226600985,0,0,0,0,0,0,0,0
602,4999,0,0,0,0,0,0.0064516129032258,0,0.0290322580645161,0,0.064516129032258,0,0,0,0,0,0,0,0,0,0.032258064516129,0,0,0,0.0064516129032258,0,0,0,0.0064516129032258,0,0.0064516129032258,0.0161290322580645,0.0741935483870968,0,0,0.0032258064516129,0,0.196774193548387,0,0.0225806451612903,0,0,0,0,0,0.0064516129032258,0,0,0.0451612903225806,0,0,0.151612903225806,0.0161290322580645,0,0,0,0,0.0354838709677419,0,0.0903225806451613,0,0,0,0,0,0,0,0,0,0.187096774193548,0,0,0,0,0,0.0032258064516129,0,0
610,5066,0.00202429149797571,0.00404858299595142,0,0,0,0,0.00809716599190283,0,0,0.0384615384615385,0,0,0,0,0.0182186234817814,0,0,0.00607287449392713,0,0,0,0.00202429149797571,0,0.00607287449392713,0,0,0.00202429149797571,0.0202429149797571,0.00202429149797571,0.0607287449392713,0.00607287449392713,0.0182186234817814,0,0,0,0,0.289473684210526,0,0.00404858299595142,0.00202429149797571,0,0,0,0,0.0202429149797571,0,0,0.062753036437247,0.00404858299595142,0.00202429149797571,0.184210526315789,0.0101214574898785,0,0.00202429149797571,0,0,0.0728744939271255,0,0.0303643724696356,0,0,0,0,0,0,0.00202429149797571,0,0,0.111336032388664,0,0,0.00202429149797571,0.00202429149797571,0,0,0,0.00404858299595142
620,5150,0,0,0,0,0,0,0,0,0.00282485875706215,0.0395480225988701,0,0.00282485875706215,0,0,0.0141242937853107,0,0,0,0.00564971751412429,0,0,0,0,0,0,0,0,0.00564971751412429,0.00282485875706215,0.0875706214689266,0,0.00847457627118644,0,0,0,0.00282485875706215,0.542372881355932,0,0,0,0.00282485875706215,0,0.00282485875706215,0,0.0282485875706215,0,0,0.0593220338983051,0,0,0.0677966101694915,0.00564971751412429,0,0.00282485875706215,0,0,0.0480225988700565,0,0.00564971751412429,0,0,0,0,0,0.00847457627118644,0,0,0,0.0536723163841808,0,0,0,0,0,0,0,0
625,5191,0,0,0,0,0,0.00571428571428571,0,0.0114285714285714,0,0.0371428571428571,0,0,0,0,0.0114285714285714,0,0,0,0,0.0228571428571429,0,0,0,0.0142857142857143,0,0,0,0.02,0,0.00285714285714286,0.0171428571428571,0.0742857142857143,0,0,0,0,0.4,0,0.0342857142857143,0,0,0,0,0,0.00857142857142857,0,0,0.0457142857142857,0,0,0.0857142857142857,0.0142857142857143,0,0,0,0,0.04,0,0.06,0,0,0,0,0,0,0,0,0,0.0942857142857143,0,0,0,0,0,0,0,0
630,5233,0,0.00241545893719807,0,0,0.00241545893719807,0,0.00483091787439614,0,0,0.00966183574879227,0,0,0,0,0.0217391304347826,0,0,0.00483091787439614,0.00241545893719807,0,0,0,0,0,0,0,0,0.0072463768115942,0.00483091787439614,0.123188405797101,0.00241545893719807,0.0169082125603865,0,0,0,0,0.458937198067633,0,0.0072463768115942,0,0,0,0,0,0.0241545893719807,0,0,0.0652173913043478,0,0,0.0483091787439614,0.0265700483091787,0,0.00241545893719807,0,0.00483091787439614,0.0169082125603865,0,0.0579710144927536,0,0,0,0,0,0.0120772946859903,0,0,0,0.072463768115942,0,0,0,0,0,0,0,0
640,5317,0,0,0,0,0.00203252032520325,0,0.0121951219512195,0,0.00203252032520325,0.0345528455284553,0.00203252032520325,0,0,0,0.024390243902439,0,0,0.00203252032520325,0.00203252032520325,0,0.00203252032520325,0,0,0.00203252032520325,0,0,0,0.0040650406504065,0,0.0345528455284553,0.00203252032520325,0.0203252032520325,0,0,0,0,0.40650406504065,0,0,0.0040650406504065,0,0.00203252032520325,0,0,0.0203252032520325,0,0,0.0833333333333333,0.00203252032520325,0,0.152439024390244,0.0101626016260163,0,0,0,0,0.0386178861788618,0,0.0223577235772358,0.00203252032520325,0,0,0,0,0.016260162601626,0,0,0,0.0934959349593496,0,0,0,0,0,0,0,0
650,5401,0,0.00462962962962963,0,0,0,0,0.00925925925925926,0,0,0.025462962962963,0,0,0,0,0.0138888888888889,0,0,0.00462962962962963,0.00231481481481481,0,0,0,0,0.00231481481481481,0,0,0,0.0138888888888889,0.00925925925925926,0.159722222222222,0,0.0324074074074074,0,0,0.00462962962962963,0,0.226851851851852,0,0,0.00231481481481481,0.00231481481481481,0.00231481481481481,0,0,0.0231481481481481,0,0,0.0717592592592593,0.00231481481481481,0,0.175925925925926,0.0231481481481481,0,0,0,0,0.0324074074074074,0,0.0532407407407407,0,0,0,0,0,0.0162037037037037,0,0,0,0.0833333333333333,0,0,0,0,0,0,0,0.00231481481481481
