"sample.depths","sample.ages","Artemisia","Betula","Caryophyllaceae","Cupressaceae","Cyperaceae","Ericaceae","Larix","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Quercus","Salix","Acer","Alnus.incana","Ambrosia","Amaranthaceae","Poaceae","Alnus.viridis.subsp..crispa","Ulmus","Fraxinus","Juglans","Abies","Rosaceae.undiff.","Myrica","Rubus.chamaemorus","Populus","Carya","Corylus","Ranunculaceae.undiff.","Tsuga","Fagus","Asteraceae.subf..Asteroideae.undiff.","Thalictrum","Ostrya","Rumex","Epilobium","Plantago","Fabaceae"
50,3171,0.00743955362678239,0.0843149411035338,0,0.0037197768133912,0.00247985120892746,0.0136391816491011,0.00123992560446373,0.602603843769374,0.00743955362678239,0.00123992560446373,0.00681959082455053,0.00123992560446373,0.00247985120892746,0.00123992560446373,0.00619962802231866,0.00123992560446373,0,0,0.251704897706138,0,0.00123992560446373,0,0.00123992560446373,0,0.00247985120892746,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,3468,0.00908402725208176,0.109008327024981,0,0.00302800908402725,0.00302800908402725,0.0105980317940954,0.00302800908402725,0.618470855412566,0.00302800908402725,0,0.00151400454201363,0,0,0,0.00302800908402725,0.00454201362604088,0,0.00151400454201363,0.218016654049962,0.00151400454201363,0,0,0,0,0.00757002271006813,0,0,0,0.00151400454201363,0,0,0,0.00151400454201363,0,0,0,0,0,0
60,3793,0.00364520048602673,0.110571081409478,0,0.00243013365735115,0.00121506682867558,0.00607533414337789,0,0.561360874848117,0.00243013365735115,0.00243013365735115,0.00607533414337789,0,0,0,0.0121506682867558,0.00121506682867558,0,0.00364520048602673,0.279465370595383,0,0.00121506682867558,0,0,0,0.00607533414337789,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,4117,0.0118255728011826,0.146341463414634,0,0.00147819660014782,0.0073909830007391,0.0118255728011826,0.00147819660014782,0.528455284552846,0.00295639320029564,0,0.00443458980044346,0.00147819660014782,0.00147819660014782,0,0.0073909830007391,0.00147819660014782,0,0.00147819660014782,0.269031781226903,0,0,0,0,0,0.00147819660014782,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,4442,0,0.15597667638484,0,0.00291545189504373,0,0.0102040816326531,0.00291545189504373,0.503644314868805,0.00145772594752187,0.00145772594752187,0.00364431486880466,0.00145772594752187,0.00291545189504373,0,0.00728862973760933,0.00145772594752187,0,0.0043731778425656,0.291545189504373,0,0.00145772594752187,0,0,0,0.00728862973760933,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,4767,0.00705716302046577,0.158080451658433,0,0,0.0112914608327452,0.00564573041637262,0.00564573041637262,0.439661256175018,0.00423429781227946,0.00282286520818631,0.00423429781227946,0.00282286520818631,0,0,0.00988002822865208,0.00282286520818631,0,0.00282286520818631,0.34015525758645,0,0,0,0,0.00141143260409315,0.00141143260409315,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,5091,0.00321371183717193,0.203535083020889,0,0,0.00107123727905731,0,0.00321371183717193,0.371183717193358,0.0096411355115158,0.00107123727905731,0.00321371183717193,0,0.00107123727905731,0,0.0160685591858597,0.00214247455811462,0.00107123727905731,0.00214247455811462,0.376004284949116,0,0.00107123727905731,0,0,0,0.00321371183717193,0,0,0,0,0,0,0.00107123727905731,0,0,0,0,0,0,0
85,5416,0.00259403372243839,0.202334630350195,0,0,0.00389105058365759,0.00389105058365759,0.0012970168612192,0.394293125810636,0.00259403372243839,0.0012970168612192,0.0012970168612192,0.00259403372243839,0.00389105058365759,0,0.00259403372243839,0.00259403372243839,0.0012970168612192,0.0012970168612192,0.361867704280156,0,0.0012970168612192,0,0,0,0.00518806744487678,0,0,0,0,0,0,0,0.0012970168612192,0,0.0012970168612192,0,0,0,0.0012970168612192
90,5741,0.00568181818181818,0.191287878787879,0,0,0.00946969696969697,0.00189393939393939,0,0.416666666666667,0.00378787878787879,0,0.00946969696969697,0,0,0,0,0.00568181818181818,0.00189393939393939,0.00378787878787879,0.337121212121212,0.00189393939393939,0.00189393939393939,0,0,0,0.00757575757575758,0,0,0,0,0,0,0,0.00189393939393939,0,0,0,0,0,0
95,6065,0.00523103748910201,0.141238012205754,0,0.003487358326068,0.00871839581517,0.006974716652136,0.00523103748910201,0.4768962510898,0.001743679163034,0,0.003487358326068,0.001743679163034,0,0,0.001743679163034,0.001743679163034,0.003487358326068,0.001743679163034,0.334786399302528,0.001743679163034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,6390,0.0209424083769634,0.230366492146597,0,0.075043630017452,0.0401396160558464,0.0383944153577661,0.0541012216404887,0.293193717277487,0,0,0.00698080279232112,0.0087260034904014,0.0296684118673647,0,0.0087260034904014,0.00349040139616056,0.00349040139616056,0.0296684118673647,0.116928446771379,0,0.00174520069808028,0,0,0,0.00174520069808028,0,0.0261780104712042,0.00174520069808028,0,0,0,0,0.00349040139616056,0,0.00174520069808028,0,0,0.00349040139616056,0
