"sample.depths","sample.ages","Abies","Ambrosia.type","Artemisia","Betula","Asteraceae.undiff.","Corylus","Cyperaceae","Herbs.undiff.","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Quercus","Tsuga","Ulmus","Alnus","Acer","Fraxinus","Poaceae","Larix","Tilia","Amaranthaceae","Carya","Juglans","Salix"
100,7454,0,0.0216049382716049,0.00308641975308642,0.182098765432099,0.00308641975308642,0.00617283950617284,0.00308641975308642,0.00308641975308642,0.0462962962962963,0,0.0462962962962963,0.228395061728395,0.299382716049383,0.0555555555555556,0,0.0308641975308642,0.0493827160493827,0.00925925925925926,0.00308641975308642,0.00308641975308642,0,0.00308641975308642,0.00308641975308642,0,0,0
110,8070,0.00452488687782805,0.0180995475113122,0.0113122171945701,0.108597285067873,0,0.00452488687782805,0,0.00226244343891403,0.0452488687782805,0,0.0113122171945701,0.237556561085973,0.34841628959276,0.0701357466063348,0,0.0542986425339367,0.0294117647058824,0.0226244343891403,0.00226244343891403,0.00226244343891403,0.00678733031674208,0.00226244343891403,0.0135746606334842,0,0.00226244343891403,0.00226244343891403
120,8651,0.0137362637362637,0.0247252747252747,0.00824175824175824,0.104395604395604,0,0,0.00549450549450549,0.00549450549450549,0.032967032967033,0,0.043956043956044,0.21978021978022,0.373626373626374,0.0659340659340659,0,0.0467032967032967,0.0357142857142857,0.00274725274725275,0,0.00274725274725275,0,0.00274725274725275,0.00274725274725275,0.00274725274725275,0.00274725274725275,0.00274725274725275
130,9191,0.00526315789473684,0.0210526315789474,0.00789473684210526,0.155263157894737,0,0.00789473684210526,0.00526315789473684,0.00526315789473684,0.0263157894736842,0,0.0289473684210526,0.226315789473684,0.323684210526316,0.05,0,0.0447368421052632,0.0631578947368421,0.00789473684210526,0.00526315789473684,0,0,0,0.0105263157894737,0.00526315789473684,0,0
140,9687,0.00568181818181818,0.0227272727272727,0.00568181818181818,0.159090909090909,0,0.00568181818181818,0.00284090909090909,0.00284090909090909,0.0170454545454545,0.00284090909090909,0.090909090909091,0.136363636363636,0.411931818181818,0.0255681818181818,0,0.03125,0.0482954545454545,0.00568181818181818,0.00284090909090909,0.00284090909090909,0.00284090909090909,0,0.0113636363636364,0.00568181818181818,0,0
150,10125,0.00952380952380952,0.0285714285714286,0.00952380952380952,0.177777777777778,0,0.00634920634920635,0,0,0.0126984126984127,0.00317460317460317,0.146031746031746,0.0158730158730159,0.387301587301587,0.0412698412698413,0,0.0285714285714286,0.0634920634920635,0.00317460317460317,0.0158730158730159,0.00317460317460317,0.00634920634920635,0,0.0222222222222222,0.00634920634920635,0,0.0126984126984127
160,10455,0.0155038759689922,0.0180878552971576,0.0258397932816537,0.188630490956072,0,0.0129198966408269,0.00516795865633075,0.0129198966408269,0.0180878552971576,0.0284237726098191,0.0516795865633075,0.0103359173126615,0.467700258397933,0.0258397932816537,0,0.0335917312661499,0.0516795865633075,0,0.0103359173126615,0.00258397932816537,0.00516795865633075,0.00258397932816537,0.0103359173126615,0,0,0.00258397932816537
170,10688,0.0077720207253886,0.00259067357512953,0.0103626943005181,0.126943005181347,0,0.00259067357512953,0,0.0077720207253886,0.0155440414507772,0.0414507772020725,0.0259067357512953,0.0077720207253886,0.619170984455959,0.0336787564766839,0,0.0440414507772021,0.038860103626943,0,0.0077720207253886,0,0,0,0.00518134715025907,0.00259067357512953,0,0
180,10853,0.0142450142450142,0.00284900284900285,0.0142450142450142,0.0284900284900285,0,0.0056980056980057,0,0.00854700854700855,0.0113960113960114,0.094017094017094,0.0199430199430199,0.0113960113960114,0.658119658119658,0.0512820512820513,0,0.0455840455840456,0.0056980056980057,0.0056980056980057,0,0,0.00284900284900285,0.00284900284900285,0.00284900284900285,0.0056980056980057,0.00854700854700855,0
190,10978,0,0.00540540540540541,0.0135135135135135,0.0324324324324324,0,0.00540540540540541,0.0027027027027027,0.00540540540540541,0.00540540540540541,0.348648648648649,0.0108108108108108,0.00810810810810811,0.391891891891892,0.0459459459459459,0,0.0783783783783784,0.0027027027027027,0,0.0135135135135135,0,0.0108108108108108,0,0.00540540540540541,0.00810810810810811,0.00540540540540541,0
195,NA,0,0.00303030303030303,0.00606060606060606,0.0515151515151515,0.00303030303030303,0.00606060606060606,0,0,0.0151515151515152,0.118181818181818,0.0333333333333333,0.0151515151515152,0.636363636363636,0.0484848484848485,0,0.0181818181818182,0.00303030303030303,0.00606060606060606,0.00909090909090909,0,0.00606060606060606,0,0.00303030303030303,0.00909090909090909,0.00909090909090909,0
200,NA,0,0.00946372239747634,0.0126182965299685,0.0473186119873817,0,0.00630914826498423,0,0.00630914826498423,0.00946372239747634,0.201892744479495,0.0189274447949527,0.0157728706624606,0.583596214511041,0.0347003154574132,0,0.0220820189274448,0,0.00315457413249211,0.00315457413249211,0,0.0157728706624606,0,0.00315457413249211,0.00315457413249211,0.00315457413249211,0
205,NA,0.00946372239747634,0.0126182965299685,0.00946372239747634,0.028391167192429,0,0.00630914826498423,0,0.00315457413249211,0.0157728706624606,0.429022082018927,0.028391167192429,0.0189274447949527,0.337539432176656,0.028391167192429,0,0.0189274447949527,0.00315457413249211,0,0.00315457413249211,0.0157728706624606,0.0189274447949527,0,0,0.00946372239747634,0,0.00315457413249211
210,NA,0.0026246719160105,0.0078740157480315,0.0183727034120735,0.0446194225721785,0,0.0078740157480315,0,0.0026246719160105,0,0.299212598425197,0.0288713910761155,0.005249343832021,0.377952755905512,0.0551181102362205,0,0.089238845144357,0.0078740157480315,0,0.0183727034120735,0,0.0236220472440945,0,0.005249343832021,0.0026246719160105,0.0026246719160105,0
215,NA,0,0.00268096514745308,0.00536193029490617,0.0536193029490617,0.00268096514745308,0.00268096514745308,0.00268096514745308,0.00268096514745308,0.00536193029490617,0.201072386058981,0.0670241286863271,0.00268096514745308,0.549597855227882,0.0375335120643432,0,0.0402144772117962,0,0.00536193029490617,0.00536193029490617,0,0.0134048257372654,0,0,0,0,0
225,NA,0,0,0.0120772946859903,0.0458937198067633,0,0.00966183574879227,0.00241545893719807,0.00483091787439614,0.0144927536231884,0.36231884057971,0.0748792270531401,0.00966183574879227,0.253623188405797,0.072463768115942,0,0.0966183574879227,0.00241545893719807,0.00241545893719807,0.0120772946859903,0.00241545893719807,0.0072463768115942,0,0,0.00241545893719807,0.0120772946859903,0
235,NA,0.00261096605744125,0,0.0182767624020888,0.06266318537859,0.00522193211488251,0.00522193211488251,0.00261096605744125,0.00522193211488251,0.00783289817232376,0.415143603133159,0.0548302872062663,0.00261096605744125,0.253263707571802,0.06266318537859,0,0.0287206266318538,0.00261096605744125,0.00261096605744125,0.010443864229765,0.00261096605744125,0.02088772845953,0,0.00261096605744125,0,0.0130548302872063,0.0182767624020888
245,NA,0.0118694362017804,0.00890207715133531,0.029673590504451,0.0385756676557863,0,0.0148367952522255,0.00593471810089021,0.00890207715133531,0.0326409495548961,0.468842729970326,0.0445103857566766,0.0029673590504451,0.103857566765579,0.0623145400593472,0,0.0623145400593472,0.0029673590504451,0.00593471810089021,0.0207715133531157,0.029673590504451,0.029673590504451,0,0.0029673590504451,0,0.0029673590504451,0.00890207715133531
