"sample.depths","sample.ages","Abies","Ambrosia.type","Betula","Castanea","Corylus","Cupressaceae","Ericaceae","Fagus","Ilex","Larix","Ostrya.Carpinus","Picea","Quercus","Rumex","Salix","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus","Acer","Fraxinus","Myrica","Pinus","Populus","Poaceae","Carya","Cyperaceae","Herbs.undiff.","Ranunculaceae.undiff.","Artemisia","Amaranthaceae","Thalictrum","Tilia","Cornus","Lamiaceae","Caprifoliaceae","Rosaceae.undiff.","Polygonum","Juglans","Apiaceae","Onagraceae","Rhamnaceae","Campanulaceae","Caryophyllaceae","Potentilla.type","Shepherdia","Galium","Plantago","Dryas.type","Fabaceae"
105,1646,0.00963855421686747,0,0.462650602409639,0,0,0.0144578313253012,0.00963855421686747,0.0578313253012048,0,0.00963855421686747,0.00240963855421687,0.0216867469879518,0.0313253012048193,0,0,0.171084337349398,0.00240963855421687,0.0120481927710843,0.0120481927710843,0.0168674698795181,0.0192771084337349,0.00481927710843374,0.132530120481928,0.00240963855421687,0,0,0.00481927710843374,0,0,0.00240963855421687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,1839,0.0053475935828877,0,0.377005347593583,0,0,0.0160427807486631,0,0.106951871657754,0,0.00267379679144385,0.0106951871657754,0.0267379679144385,0.00802139037433155,0,0,0.259358288770053,0,0.0053475935828877,0.0053475935828877,0.0160427807486631,0.0160427807486631,0.0053475935828877,0.131016042780749,0.0053475935828877,0,0.00267379679144385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,2032,0.0114942528735632,0,0.333333333333333,0,0.00164203612479475,0,0.00492610837438424,0.0870279146141215,0,0.00656814449917898,0,0.0197044334975369,0.0279146141215107,0,0.00164203612479475,0.297208538587849,0,0.00328407224958949,0.013136288998358,0.00656814449917898,0.00328407224958949,0.00821018062397373,0.170771756978654,0,0,0,0,0,0,0.00164203612479475,0.00164203612479475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,2224,0.00271739130434783,0,0.464673913043478,0,0,0.0135869565217391,0.00271739130434783,0.0625,0,0.00815217391304348,0.00271739130434783,0.0135869565217391,0.016304347826087,0,0,0.228260869565217,0,0.00271739130434783,0.016304347826087,0.0271739130434783,0.0135869565217391,0,0.108695652173913,0.00271739130434783,0.00271739130434783,0.00271739130434783,0.00543478260869565,0,0,0,0.00271739130434783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,2321,0.00305810397553517,0.00305810397553517,0.406727828746177,0,0.00305810397553517,0.00611620795107034,0.0091743119266055,0.103975535168196,0,0,0.00305810397553517,0.0244648318042813,0.018348623853211,0,0.00305810397553517,0.204892966360856,0,0,0.0091743119266055,0.0214067278287462,0.0122324159021407,0.018348623853211,0.134556574923547,0,0,0,0.0122324159021407,0,0,0.00305810397553517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,2514,0.00683371298405467,0.00455580865603645,0.355353075170843,0,0.00455580865603645,0.0159453302961276,0.00227790432801822,0.0728929384965831,0,0.00683371298405467,0.00683371298405467,0.0182232346241458,0.020501138952164,0,0.00227790432801822,0.234624145785877,0,0.00227790432801822,0.0159453302961276,0.0227790432801822,0.0159453302961276,0.020501138952164,0.157175398633257,0,0,0,0.0113895216400911,0,0,0,0,0,0,0,0,0.00227790432801822,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,2706,0.00895522388059702,0.00298507462686567,0.334328358208955,0,0,0,0,0.0925373134328358,0,0,0.00298507462686567,0.00298507462686567,0.0208955223880597,0,0.00298507462686567,0.232835820895522,0,0.00298507462686567,0.0208955223880597,0.017910447761194,0.0119402985074627,0.0119402985074627,0.22089552238806,0.00597014925373134,0,0,0.00597014925373134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,2816,0.010230179028133,0,0.455242966751918,0,0,0.00255754475703325,0.00767263427109974,0.0485933503836317,0,0.0051150895140665,0.010230179028133,0.0179028132992327,0.0255754475703325,0,0.00255754475703325,0.0971867007672634,0,0.00255754475703325,0.0179028132992327,0.0230179028132992,0.0230179028132992,0.0051150895140665,0.235294117647059,0.00255754475703325,0,0,0.0051150895140665,0,0,0,0,0.00255754475703325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,2955,0.0142045454545455,0,0.431818181818182,0,0.00284090909090909,0,0.00852272727272727,0.0823863636363636,0,0.00852272727272727,0.00568181818181818,0.0198863636363636,0.03125,0,0,0.096590909090909,0.00284090909090909,0.00852272727272727,0.0142045454545455,0.0170454545454545,0.0227272727272727,0.00284090909090909,0.201704545454545,0.00284090909090909,0,0,0.0170454545454545,0,0,0.00284090909090909,0,0.00284090909090909,0,0,0,0,0.00284090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0
180,3233,0.0084985835694051,0.0028328611898017,0.339943342776204,0,0,0.0084985835694051,0.0141643059490085,0.0793201133144476,0.0028328611898017,0.0028328611898017,0.0056657223796034,0.0141643059490085,0.0169971671388102,0,0.0028328611898017,0.161473087818697,0.0028328611898017,0.0028328611898017,0.0198300283286119,0.0339943342776204,0.0254957507082153,0.0056657223796034,0.215297450424929,0,0.0084985835694051,0.0028328611898017,0.0084985835694051,0,0,0,0,0.0028328611898017,0.0028328611898017,0,0,0,0.0056657223796034,0.0028328611898017,0,0,0,0,0,0,0,0,0,0,0,0
190,3511,0.00898203592814371,0.0029940119760479,0.461077844311377,0,0,0,0.00898203592814371,0.0898203592814371,0,0,0,0.00898203592814371,0.0119760479041916,0,0.0029940119760479,0.164670658682635,0.0029940119760479,0,0.0149700598802395,0.0149700598802395,0.00898203592814371,0.00598802395209581,0.182634730538922,0,0.0029940119760479,0,0,0,0,0.0029940119760479,0,0.0029940119760479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,3790,0.00233644859813084,0,0.36214953271028,0,0,0,0.00233644859813084,0.0957943925233645,0,0.00233644859813084,0.00467289719626168,0.0163551401869159,0.0303738317757009,0,0,0.147196261682243,0.00700934579439252,0.00700934579439252,0.00233644859813084,0.0233644859813084,0.014018691588785,0.00700934579439252,0.273364485981308,0,0.00233644859813084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,4068,0,0,0.395904436860068,0,0.00341296928327645,0,0,0.15358361774744,0,0.0068259385665529,0.0068259385665529,0.0136518771331058,0.0273037542662116,0,0,0.156996587030717,0,0.0068259385665529,0.0238907849829352,0.0204778156996587,0.0136518771331058,0.00341296928327645,0.160409556313993,0,0,0,0.00341296928327645,0,0,0.00341296928327645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,4346,0.00223713646532438,0.00223713646532438,0.389261744966443,0,0.00223713646532438,0,0.00223713646532438,0.118568232662192,0,0.0111856823266219,0.00447427293064877,0.0111856823266219,0.0536912751677852,0,0,0.0805369127516778,0,0.00447427293064877,0.00671140939597315,0.0201342281879195,0.0111856823266219,0.00223713646532438,0.277404921700224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,4624,0.00533333333333333,0,0.437333333333333,0,0,0,0.00266666666666667,0.104,0,0.0106666666666667,0,0.0293333333333333,0.0533333333333333,0,0,0.114666666666667,0,0,0.0106666666666667,0.0373333333333333,0.016,0,0.170666666666667,0,0,0,0.00533333333333333,0,0,0.00266666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,4903,0.00251889168765743,0,0.390428211586902,0,0.00503778337531486,0,0.00251889168765743,0.123425692695214,0,0.00251889168765743,0,0.0251889168765743,0.070528967254408,0,0,0.0957178841309824,0,0.00251889168765743,0.0277078085642317,0.0100755667506297,0.0453400503778338,0.00251889168765743,0.188916876574307,0,0,0,0.00251889168765743,0,0,0,0,0,0,0,0,0,0.00251889168765743,0,0,0,0,0,0,0,0,0,0,0,0,0
250,5181,0.00210526315789474,0,0.509473684210526,0,0.00421052631578947,0,0.00210526315789474,0.0463157894736842,0.00210526315789474,0.00631578947368421,0.00842105263157895,0.00631578947368421,0.0505263157894737,0,0,0.0526315789473684,0,0.00842105263157895,0.0694736842105263,0.00842105263157895,0.0210526315789474,0.0231578947368421,0.166315789473684,0.00421052631578947,0.00421052631578947,0,0.00421052631578947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,5459,0.00177619893428064,0.00532859680284192,0.492007104795737,0,0.00177619893428064,0,0.00532859680284192,0.0426287744227353,0,0.00177619893428064,0.00532859680284192,0.0124333925399645,0.0674955595026643,0,0,0.0657193605683837,0.00177619893428064,0.00710479573712256,0.0106571936056838,0.0177619893428064,0.00710479573712256,0.00532859680284192,0.239786856127886,0,0,0,0.0088809946714032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,5663,0.00327868852459016,0,0.347540983606557,0,0,0,0.00655737704918033,0.0131147540983607,0,0,0.00327868852459016,0.00327868852459016,0.0229508196721311,0,0,0.311475409836066,0.00327868852459016,0.0131147540983607,0.019672131147541,0.0163934426229508,0.00655737704918033,0.00655737704918033,0.20983606557377,0,0.00327868852459016,0.00327868852459016,0.00327868852459016,0,0,0,0.00327868852459016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,5843,0,0,0.283236994219653,0,0.00289017341040462,0.00289017341040462,0.00289017341040462,0.00578034682080925,0,0.00289017341040462,0.00867052023121387,0,0.0664739884393064,0,0,0.277456647398844,0.00289017341040462,0.0115606936416185,0.0144508670520231,0.00867052023121387,0.023121387283237,0.00867052023121387,0.263005780346821,0,0.00578034682080925,0,0.00867052023121387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,6022,0,0,0.292576419213974,0,0,0,0.00218340611353712,0.0152838427947598,0,0,0.00218340611353712,0.00655021834061135,0.0655021834061135,0,0,0.344978165938865,0.00218340611353712,0.00436681222707424,0.0152838427947598,0.0174672489082969,0.0240174672489083,0.00436681222707424,0.189956331877729,0.00218340611353712,0.00218340611353712,0,0.00218340611353712,0,0,0.00218340611353712,0.00218340611353712,0,0,0,0,0,0,0,0.00218340611353712,0,0,0,0,0,0,0,0,0,0,0
300,6202,0.00169779286926995,0.00169779286926995,0.292020373514431,0,0.00169779286926995,0,0.00169779286926995,0.0118845500848896,0,0.00169779286926995,0,0.0067911714770798,0.0441426146010187,0.00169779286926995,0,0.361629881154499,0,0.00848896434634975,0.0135823429541596,0.00509337860780985,0.0203735144312394,0.0033955857385399,0.220713073005093,0,0.00169779286926995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,6381,0,0.00248138957816377,0.218362282878412,0,0.00248138957816377,0,0.00248138957816377,0.00248138957816377,0,0,0,0.00248138957816377,0.0297766749379653,0,0,0.342431761786601,0,0.00496277915632754,0.0173697270471464,0.0124069478908189,0.032258064516129,0,0.32258064516129,0,0.00496277915632754,0,0.00248138957816377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,6560,0,0,0.254125412541254,0,0,0,0,0.0033003300330033,0,0.0033003300330033,0.0033003300330033,0,0.0858085808580858,0,0,0.382838283828383,0,0.0165016501650165,0.0066006600660066,0.0099009900990099,0.0231023102310231,0.0099009900990099,0.194719471947195,0,0.0066006600660066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,6740,0.00294117647058824,0.00294117647058824,0.305882352941176,0,0,0.00588235294117647,0,0.0147058823529412,0,0.00294117647058824,0.00294117647058824,0.00294117647058824,0.0764705882352941,0,0,0.208823529411765,0,0.00588235294117647,0.0088235294117647,0.00294117647058824,0.0235294117647059,0,0.329411764705882,0,0,0,0.00294117647058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,6919,0.00506329113924051,0,0.144303797468354,0,0,0,0,0.00253164556962025,0,0,0,0.0227848101265823,0.0455696202531646,0,0,0.336708860759494,0,0.00506329113924051,0.0126582278481013,0.010126582278481,0.00253164556962025,0,0.4,0.00253164556962025,0,0,0.00506329113924051,0,0,0.00253164556962025,0.00253164556962025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,7100,0,0,0.146276595744681,0,0.0106382978723404,0,0,0.00531914893617021,0,0.00265957446808511,0.00797872340425532,0.0265957446808511,0.074468085106383,0,0,0.151595744680851,0,0.00797872340425532,0.0319148936170213,0.0212765957446809,0.00797872340425532,0.00265957446808511,0.492021276595745,0.00265957446808511,0,0,0.00797872340425532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,7303,0.0191570881226054,0,0.226053639846743,0,0,0,0,0.00766283524904215,0,0.00383141762452107,0,0.0344827586206897,0.0996168582375479,0,0,0.0919540229885057,0.00383141762452107,0.0153256704980843,0.0191570881226054,0.00383141762452107,0.0114942528735632,0.00383141762452107,0.459770114942529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,7506,0.0024390243902439,0.0024390243902439,0.163414634146341,0,0,0,0,0.0097560975609756,0,0,0.0048780487804878,0.0170731707317073,0.075609756097561,0,0.0024390243902439,0.102439024390244,0.0024390243902439,0.0121951219512195,0.00731707317073171,0.0170731707317073,0.0121951219512195,0,0.548780487804878,0,0.00731707317073171,0,0.0097560975609756,0,0,0,0,0,0,0,0,0,0,0,0.0024390243902439,0,0,0,0,0,0,0,0,0,0,0
380,7708,0.00251256281407035,0.0050251256281407,0.170854271356784,0,0.0100502512562814,0,0.00251256281407035,0.00251256281407035,0,0,0.0050251256281407,0.0226130653266332,0.108040201005025,0,0,0.103015075376884,0,0.00753768844221105,0.0125628140703518,0.00753768844221105,0.0150753768844221,0.0050251256281407,0.5,0,0.00251256281407035,0,0.0125628140703518,0,0,0,0.0050251256281407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,7911,0.00602409638554217,0.00602409638554217,0.286144578313253,0,0.00602409638554217,0,0,0,0,0.00301204819277108,0.00301204819277108,0.0271084337349398,0.0632530120481928,0,0,0.036144578313253,0,0.0150602409638554,0.0240963855421687,0.00301204819277108,0.0120481927710843,0.00301204819277108,0.490963855421687,0.00301204819277108,0.00301204819277108,0,0.00301204819277108,0,0,0.00602409638554217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,8114,0.0231788079470199,0.00662251655629139,0.271523178807947,0,0.0298013245033113,0,0,0.0033112582781457,0,0,0,0.0264900662251656,0.0463576158940397,0,0.00662251655629139,0.0364238410596026,0,0.0033112582781457,0.0794701986754967,0.00662251655629139,0.00662251655629139,0.0231788079470199,0.407284768211921,0,0.0033112582781457,0,0.0198675496688742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,8317,0.00766283524904215,0,0.283524904214559,0,0.00766283524904215,0.00383141762452107,0,0.00383141762452107,0,0,0,0.0191570881226054,0.0651340996168582,0,0.00766283524904215,0.00383141762452107,0,0,0.0383141762452107,0.00383141762452107,0.00766283524904215,0.0153256704980843,0.505747126436782,0.00766283524904215,0.00383141762452107,0,0.0114942528735632,0,0,0,0,0,0.00383141762452107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,8520,0.0120192307692308,0,0.283653846153846,0.00240384615384615,0.00240384615384615,0,0,0.00240384615384615,0.00240384615384615,0,0.00721153846153846,0.0192307692307692,0.117788461538462,0,0,0.0264423076923077,0,0.00721153846153846,0.0336538461538462,0,0.0120192307692308,0.0240384615384615,0.418269230769231,0.00961538461538462,0.00240384615384615,0,0.00961538461538462,0,0,0.00240384615384615,0,0,0,0,0,0,0,0,0.00240384615384615,0.00240384615384615,0,0,0,0,0,0,0,0,0,0
430,8722,0.0189125295508274,0,0.177304964539007,0,0.00236406619385343,0,0,0.00236406619385343,0,0,0.00945626477541371,0.00709219858156028,0.104018912529551,0,0.00236406619385343,0.0212765957446809,0.00236406619385343,0.00709219858156028,0.0307328605200946,0.00236406619385343,0.0212765957446809,0.016548463356974,0.557919621749409,0.00945626477541371,0.00472813238770686,0,0.00236406619385343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,8925,0.0100502512562814,0.00251256281407035,0.251256281407035,0,0.0050251256281407,0,0,0,0,0.00251256281407035,0.0050251256281407,0.00753768844221105,0.150753768844221,0,0.00251256281407035,0.00251256281407035,0,0.00251256281407035,0.0603015075376884,0.00753768844221105,0.0150753768844221,0.0201005025125628,0.439698492462312,0.00753768844221105,0.0050251256281407,0,0.00251256281407035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,9128,0.0062111801242236,0,0.201863354037267,0,0.0093167701863354,0,0,0,0,0,0.0124223602484472,0.0217391304347826,0.152173913043478,0,0.0062111801242236,0.0031055900621118,0,0.0217391304347826,0.031055900621118,0,0.0186335403726708,0.0217391304347826,0.468944099378882,0.0124223602484472,0,0,0.0093167701863354,0,0,0.0031055900621118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,9331,0.0167597765363128,0.00558659217877095,0.262569832402235,0,0.0111731843575419,0,0,0.00279329608938547,0,0.00279329608938547,0.00558659217877095,0.0223463687150838,0.0698324022346369,0,0.00837988826815642,0.00279329608938547,0,0.00558659217877095,0.053072625698324,0.00558659217877095,0.00837988826815642,0.0279329608938547,0.472067039106145,0.00558659217877095,0.00279329608938547,0,0.00279329608938547,0,0,0.00279329608938547,0,0,0,0,0,0,0,0,0.00279329608938547,0,0,0,0,0,0,0,0,0,0,0
470,9533,0.0135135135135135,0,0.194594594594595,0,0.0027027027027027,0,0,0,0,0,0.00810810810810811,0.0162162162162162,0.0648648648648649,0,0,0.00540540540540541,0.0027027027027027,0.00540540540540541,0.0351351351351351,0.0027027027027027,0.0189189189189189,0.0351351351351351,0.551351351351351,0.0108108108108108,0.0135135135135135,0,0.0135135135135135,0,0,0,0,0,0,0,0,0,0.0027027027027027,0,0,0,0.0027027027027027,0,0,0,0,0,0,0,0,0
480,9736,0.0113122171945701,0,0.307692307692308,0.00226244343891403,0.00452488687782805,0,0.00226244343891403,0,0,0.00678733031674208,0.00904977375565611,0.0384615384615385,0.0520361990950226,0.00226244343891403,0.00452488687782805,0.00678733031674208,0.00226244343891403,0.00678733031674208,0.0294117647058824,0.00904977375565611,0.00226244343891403,0.0158371040723982,0.447963800904977,0.0248868778280543,0.00678733031674208,0,0.00226244343891403,0,0,0.00226244343891403,0,0.00226244343891403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,9939,0.0165876777251185,0,0.447867298578199,0,0.0023696682464455,0,0.0023696682464455,0,0,0.0023696682464455,0.0118483412322275,0.023696682464455,0.075829383886256,0,0.009478672985782,0.0023696682464455,0.0023696682464455,0.0023696682464455,0.04739336492891,0.004739336492891,0.0023696682464455,0.0260663507109005,0.303317535545024,0.0023696682464455,0.004739336492891,0,0.00710900473933649,0,0,0,0,0,0,0,0,0,0.0023696682464455,0,0,0,0,0,0,0,0,0,0,0,0,0
500,10142,0.028125,0,0.446875,0,0.00625,0,0.003125,0,0,0.021875,0.009375,0.075,0.040625,0,0.00625,0.003125,0.00625,0.003125,0.046875,0.009375,0.00625,0.0125,0.2125,0.034375,0.003125,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,10346,0.0603174603174603,0,0.292063492063492,0,0.019047619047619,0,0,0,0,0.0253968253968254,0.00952380952380952,0.0603174603174603,0.0825396825396825,0,0.00634920634920635,0.00634920634920635,0.00317460317460317,0.00317460317460317,0.107936507936508,0.00634920634920635,0.00634920634920635,0.0761904761904762,0.133333333333333,0.0476190476190476,0.00952380952380952,0.00634920634920635,0.0253968253968254,0,0,0.00634920634920635,0,0.00317460317460317,0,0,0,0,0,0,0,0,0,0.00317460317460317,0,0,0,0,0,0,0,0
520,10574,0.098976109215017,0,0.194539249146758,0.00341296928327645,0.00341296928327645,0,0.0068259385665529,0,0,0.037542662116041,0.0170648464163823,0.156996587030717,0.068259385665529,0,0.00341296928327645,0.00341296928327645,0.0102389078498294,0.00341296928327645,0.0921501706484642,0.0102389078498294,0.0170648464163823,0.0546075085324232,0.143344709897611,0.0614334470989761,0.00341296928327645,0,0.0068259385665529,0,0,0,0,0,0,0,0,0,0,0,0.00341296928327645,0,0,0,0,0,0,0,0,0,0,0
525,10689,0.088235294117647,0,0.136363636363636,0,0.00802139037433155,0.00267379679144385,0.0053475935828877,0,0,0.0213903743315508,0.0347593582887701,0.213903743315508,0.0561497326203209,0,0.0053475935828877,0.00802139037433155,0.00802139037433155,0.00802139037433155,0.0481283422459893,0.0053475935828877,0.0106951871657754,0.0614973262032086,0.125668449197861,0.112299465240642,0.00267379679144385,0,0.0294117647058824,0,0,0,0,0.00267379679144385,0,0,0,0,0,0,0.00267379679144385,0,0,0,0.00267379679144385,0,0,0,0,0,0,0
530,10803,0,0.00363636363636364,0.178181818181818,0,0.00727272727272727,0.00363636363636364,0.00727272727272727,0,0,0.00363636363636364,0,0.149090909090909,0.0618181818181818,0,0.0436363636363636,0.00363636363636364,0,0.00727272727272727,0.0436363636363636,0.00363636363636364,0.0218181818181818,0.0945454545454545,0.105454545454545,0.170909090909091,0.00363636363636364,0,0.08,0,0,0.00363636363636364,0,0,0,0,0,0,0,0,0.00363636363636364,0,0,0,0,0,0,0,0,0,0,0
