"sample.depths","sample.ages","Acer.negundo","Acer.undiff.","Alnus.incana.type","Betula","Bidens.type","Carya","Caryophyllaceae","Corylus","Cupressaceae","Cyperaceae","Ericaceae","Fagus","Fraxinus.undiff.","Poaceae.undiff.","Ilex","Juglans.nigra","Juglans.undiff.","Ostrya.Carpinus","Pinus.subg..Pinus","Pinus.undiff.","Plantago.major","Plantago.lanceolata","Platanus","Quercus","Rubus","Salix","Sambucus","Thalictrum","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Apiaceae","Vitis","Ambrosia","Populus","Brassicaceae","Urtica","Acer.saccharum","Chenopodium.type","Celtis.Maclura.type","Fraxinus.quadrangulata.F..nigra.type","Fraxinus.pennsylvanica.F..americana.type","Liquidambar.styraciflua","Mitella","Castanea","Lonicera","Nyssa","Rumex","Xanthium","Myrica.type","Cephalanthus.occidentalis","Prunus","Rhamnus","Zanthoxylum.americanum","Catalpa.speciosa","Diodia","Artemisia","Tsuga","Zea.mays","Viburnum","Dodecatheon","Solanaceae","Iva","Trifolium","Liriodendron.tulipifera","Hypericum","Onagraceae","Lamiaceae","Cornus.florida","Acer.rubrum","Magnolia","Morus","Polygonum.hydropiper.type","Asteraceae.subf..Cichorioideae","Plantago.undiff.","Robinia","Hypoxis.hirsuta","Juglans.cinerea","Celastraceae","Galium","Toxicodendron.radicans","Malvaceae","Tilia"
160,96,0.00147710487444609,0,0.00295420974889217,0.00147710487444609,0.0132939438700148,0.0118168389955687,0.00147710487444609,0,0,0.0162481536189069,0.00147710487444609,0.00147710487444609,0.00147710487444609,0.0265878877400295,0.00147710487444609,0,0.00147710487444609,0,0.0369276218611521,0.0960118168389956,0,0.00147710487444609,0,0.107828655834564,0.00147710487444609,0.158050221565731,0.00147710487444609,0,0.0221565731166913,0.00443131462333826,0.00147710487444609,0.00147710487444609,0.428360413589365,0,0.00590841949778434,0,0,0.00295420974889217,0,0.00738552437223043,0.00590841949778434,0.00590841949778434,0,0.0103397341211226,0,0,0,0.00295420974889217,0,0,0.00147710487444609,0.00147710487444609,0,0.00443131462333826,0,0,0.00147710487444609,0.00147710487444609,0,0,0,0,0,0.00147710487444609,0,0,0,0.00147710487444609,0,0,0,0.00147710487444609,0,0,0,0,0,0,0,0,0,0
170,104,0,0.0021978021978022,0.0021978021978022,0.0021978021978022,0.0021978021978022,0.0131868131868132,0.0021978021978022,0.0021978021978022,0.00659340659340659,0.0373626373626374,0,0.00879120879120879,0.0021978021978022,0.021978021978022,0,0.0021978021978022,0,0.0021978021978022,0.0263736263736264,0.0879120879120879,0,0,0.0021978021978022,0.116483516483516,0,0.283516483516484,0.00879120879120879,0,0,0.0241758241758242,0,0.0021978021978022,0.246153846153846,0,0,0,0,0,0.0021978021978022,0.010989010989011,0.0263736263736264,0.0285714285714286,0,0.0153846153846154,0,0.0021978021978022,0,0,0,0,0,0,0,0.0043956043956044,0,0,0,0,0.0021978021978022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021978021978022,0,0,0,0
180,112,0,0.00248138957816377,0.00248138957816377,0.00496277915632754,0,0.0099255583126551,0,0,0.00744416873449132,0.0496277915632754,0,0.00248138957816377,0.0124069478908189,0.0124069478908189,0.00248138957816377,0,0,0,0.0446650124069479,0.121588089330025,0,0,0,0.176178660049628,0,0.245657568238213,0.0173697270471464,0,0.0124069478908189,0.00496277915632754,0,0.00248138957816377,0.15136476426799,0.00248138957816377,0,0,0,0.00248138957816377,0.00496277915632754,0.0148883374689826,0.0397022332506203,0.00496277915632754,0,0.0372208436724566,0,0,0,0,0.00248138957816377,0.00248138957816377,0,0,0,0,0,0,0,0,0.00248138957816377,0,0,0,0,0,0,0,0,0,0,0,0.00248138957816377,0,0,0,0,0,0,0,0,0,0,0
185,116,0,0,0.00268096514745308,0.00268096514745308,0.00268096514745308,0.0134048257372654,0.00268096514745308,0,0.00536193029490617,0.0670241286863271,0,0.00536193029490617,0.0241286863270777,0.032171581769437,0,0,0,0,0.0428954423592493,0.257372654155496,0,0,0,0.297587131367292,0,0.0187667560321716,0,0,0.0134048257372654,0.0107238605898123,0.00268096514745308,0,0.0616621983914209,0,0,0,0,0,0.00268096514745308,0.0160857908847185,0.0509383378016086,0.00268096514745308,0,0.0589812332439678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00268096514745308,0.00268096514745308,0,0,0,0,0,0,0,0,0,0,0,0,0
190,120,0,0.00194552529182879,0.00583657587548638,0.0136186770428016,0.00583657587548638,0.0136186770428016,0,0.00194552529182879,0.0136186770428016,0.0447470817120623,0,0.00389105058365759,0.0194552529182879,0.0369649805447471,0,0,0,0,0.0311284046692607,0.142023346303502,0,0.00389105058365759,0,0.163424124513619,0,0.11284046692607,0.00389105058365759,0,0.0175097276264591,0.00389105058365759,0,0,0.280155642023346,0,0,0.00389105058365759,0,0.00194552529182879,0,0.0155642023346304,0.0214007782101167,0.00389105058365759,0,0.0252918287937743,0,0,0,0,0,0,0,0,0,0.00194552529182879,0,0,0,0,0,0,0,0.00194552529182879,0,0,0,0,0,0.00194552529182879,0,0,0.00194552529182879,0,0,0,0,0,0,0,0,0,0,0
195,124,0,0,0,0.0056980056980057,0,0.0142450142450142,0,0.00284900284900285,0.00854700854700855,0.094017094017094,0,0.00284900284900285,0.0199430199430199,0.0113960113960114,0,0.00284900284900285,0,0,0.0512820512820513,0.373219373219373,0,0,0,0.307692307692308,0,0.00854700854700855,0,0,0,0,0,0.00284900284900285,0.0199430199430199,0,0,0,0,0.00284900284900285,0,0.0056980056980057,0.00854700854700855,0.0056980056980057,0,0.0484330484330484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00284900284900285,0,0,0,0,0,0,0,0
200,128,0,0,0,0.0105820105820106,0,0.00529100529100529,0,0,0.00793650793650794,0.0396825396825397,0,0.0132275132275132,0.0185185185185185,0.0396825396825397,0,0,0,0.00529100529100529,0.0396825396825397,0.26984126984127,0,0,0.00529100529100529,0.298941798941799,0.00793650793650794,0.0158730158730159,0.00264550264550265,0,0.00793650793650794,0.00529100529100529,0,0,0.0793650793650794,0,0.0105820105820106,0,0.00264550264550265,0,0,0.00793650793650794,0.0132275132275132,0.0238095238095238,0,0.0555555555555556,0,0,0,0,0,0.00264550264550265,0,0,0.00264550264550265,0,0,0.00264550264550265,0,0,0.00264550264550265,0,0,0.00264550264550265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202.5,130,0,0,0.00284900284900285,0.0113960113960114,0.00284900284900285,0.0484330484330484,0,0,0.00284900284900285,0.0598290598290598,0.00284900284900285,0,0.00284900284900285,0.0227920227920228,0,0,0,0.00284900284900285,0.0968660968660969,0.433048433048433,0,0,0,0.239316239316239,0,0,0,0.00284900284900285,0,0.00284900284900285,0.00284900284900285,0,0,0,0,0,0,0,0,0.0056980056980057,0.00284900284900285,0.0056980056980057,0,0.0341880341880342,0,0,0,0,0,0,0,0.00284900284900285,0,0,0,0.00854700854700855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00284900284900285,0,0,0,0,0,0,0,0
205,231,0,0,0,0.0173913043478261,0.00579710144927536,0.0347826086956522,0,0,0.00289855072463768,0.0695652173913043,0,0,0.00579710144927536,0.0231884057971014,0,0,0.00579710144927536,0.00289855072463768,0.0492753623188406,0.371014492753623,0,0,0,0.295652173913043,0,0.0115942028985507,0,0,0,0.00579710144927536,0.00289855072463768,0,0.0115942028985507,0,0.00289855072463768,0,0,0,0,0.00869565217391304,0.00869565217391304,0.00289855072463768,0,0.0521739130434783,0,0,0,0,0,0,0,0,0,0,0,0.00289855072463768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00579710144927536,0,0,0,0,0,0,0,0,0
207.5,331,0,0.0028735632183908,0,0.0028735632183908,0,0.0114942528735632,0.0028735632183908,0,0,0.0660919540229885,0,0,0.00862068965517241,0.0172413793103448,0,0,0,0,0.112068965517241,0.353448275862069,0,0,0,0.264367816091954,0,0.00574712643678161,0,0,0,0.00574712643678161,0.0028735632183908,0,0.00862068965517241,0,0.0028735632183908,0,0,0,0,0.00574712643678161,0.0229885057471264,0.0431034482758621,0,0.0373563218390805,0,0.0028735632183908,0,0,0,0.00574712643678161,0,0,0,0.0028735632183908,0,0,0.0028735632183908,0,0,0,0,0,0,0,0,0,0,0.0028735632183908,0,0,0,0,0,0.00574712643678161,0,0,0,0,0,0,0,0
210,432,0,0,0,0.00560224089635854,0.00280112044817927,0.0476190476190476,0,0,0,0.0672268907563025,0,0.00280112044817927,0.00560224089635854,0.0196078431372549,0,0,0,0,0.0952380952380952,0.313725490196078,0,0,0,0.260504201680672,0,0.00560224089635854,0.00280112044817927,0,0,0.0140056022408964,0,0,0.0112044817927171,0,0,0,0,0.00280112044817927,0,0.0168067226890756,0.0252100840336134,0.0252100840336134,0,0.0532212885154062,0,0.00560224089635854,0,0,0,0.0112044817927171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00280112044817927,0,0.00280112044817927,0,0,0,0,0,0
212.5,533,0,0,0,0.00293255131964809,0.00586510263929619,0.032258064516129,0,0,0.00293255131964809,0.06158357771261,0,0,0.00586510263929619,0.0117302052785924,0,0,0.00293255131964809,0,0.131964809384164,0.32258064516129,0,0,0.00293255131964809,0.290322580645161,0.00293255131964809,0,0,0.00586510263929619,0,0.00293255131964809,0,0,0.0117302052785924,0,0.00586510263929619,0,0,0,0,0.0146627565982405,0.0146627565982405,0.0205278592375367,0,0.0263929618768328,0,0.00293255131964809,0,0,0,0,0,0,0,0,0,0,0.00586510263929619,0,0,0,0,0,0,0,0,0,0,0.00293255131964809,0.00293255131964809,0,0,0,0,0.00586510263929619,0,0,0,0,0,0,0,0
215,633,0,0,0,0.00604229607250755,0,0.0302114803625378,0.00302114803625378,0,0,0.054380664652568,0,0,0.00302114803625378,0.0151057401812689,0,0,0,0,0.114803625377644,0.413897280966767,0,0,0,0.220543806646526,0.00302114803625378,0.00604229607250755,0,0,0.00302114803625378,0.0211480362537764,0,0,0.00302114803625378,0,0,0,0,0.00302114803625378,0,0.00302114803625378,0.00906344410876133,0.0332326283987915,0,0.0392749244712991,0,0,0,0,0,0,0,0,0,0.00302114803625378,0,0,0.00604229607250755,0,0,0,0,0.00302114803625378,0,0,0,0,0,0,0,0,0,0,0.00302114803625378,0,0,0,0,0,0,0,0,0
217.5,734,0,0,0,0.00598802395209581,0,0.0359281437125748,0,0,0,0.0688622754491018,0,0,0.0029940119760479,0,0,0,0,0.0029940119760479,0.143712574850299,0.473053892215569,0,0,0.0029940119760479,0.158682634730539,0,0.0029940119760479,0,0,0,0.0029940119760479,0,0,0.0029940119760479,0,0.00898203592814371,0,0,0,0.0029940119760479,0.00898203592814371,0.0029940119760479,0.029940119760479,0,0.0389221556886228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029940119760479,0,0,0,0,0,0
220,835,0,0,0,0.0115942028985507,0,0.0260869565217391,0,0,0.00289855072463768,0.0666666666666667,0,0.00579710144927536,0.00289855072463768,0.0202898550724638,0,0,0.00579710144927536,0,0.0579710144927536,0.434782608695652,0,0,0,0.255072463768116,0,0.00869565217391304,0,0,0,0.0115942028985507,0,0,0.0115942028985507,0,0,0,0,0,0,0.0115942028985507,0.0115942028985507,0.0144927536231884,0,0.0376811594202899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00289855072463768,0,0,0,0,0,0,0,0
222.5,935,0,0,0.0028735632183908,0.0114942528735632,0.0028735632183908,0.0316091954022989,0,0,0.0028735632183908,0.0545977011494253,0,0,0,0.0028735632183908,0,0,0,0.0028735632183908,0.089080459770115,0.313218390804598,0,0,0,0.281609195402299,0.00574712643678161,0.0028735632183908,0,0,0,0.0229885057471264,0,0,0.0172413793103448,0,0.00574712643678161,0,0,0,0,0.00862068965517241,0.00862068965517241,0.0316091954022989,0,0.089080459770115,0,0.00574712643678161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028735632183908,0,0,0,0,0,0,0,0,0,0,0,0.0028735632183908,0,0,0,0,0,0,0,0
225,1036,0,0,0.0056657223796034,0.0084985835694051,0.0084985835694051,0.0396600566572238,0.0084985835694051,0.0028328611898017,0.0028328611898017,0.0623229461756374,0,0.0028328611898017,0.0084985835694051,0.0198300283286119,0,0,0.0028328611898017,0.0056657223796034,0.0424929178470255,0.311614730878187,0,0,0,0.246458923512748,0.0084985835694051,0,0,0,0,0,0,0,0.0084985835694051,0,0.0028328611898017,0,0,0,0.0028328611898017,0.0113314447592068,0.0056657223796034,0.0878186968838527,0.0028328611898017,0.0736543909348442,0,0,0,0,0,0,0,0,0.0028328611898017,0.0028328611898017,0,0,0.0028328611898017,0,0,0,0,0,0,0.0028328611898017,0,0,0,0,0,0,0,0.0028328611898017,0,0.0028328611898017,0,0,0,0,0,0,0,0
227.5,1136,0,0,0,0.0105540897097625,0,0.0158311345646438,0,0,0.00263852242744063,0.100263852242744,0,0,0.00527704485488127,0.0184696569920844,0,0,0.0079155672823219,0,0.0923482849604222,0.303430079155673,0,0,0,0.240105540897098,0.0105540897097625,0.0079155672823219,0,0.00263852242744063,0,0.0158311345646438,0.00527704485488127,0,0.0263852242744063,0,0,0.00263852242744063,0,0.00263852242744063,0,0.0105540897097625,0.00527704485488127,0.0131926121372032,0,0.0949868073878628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00263852242744063,0,0,0.00263852242744063,0,0,0,0,0
230,1237,0,0,0,0.00802139037433155,0.0053475935828877,0.0160427807486631,0.00267379679144385,0.00267379679144385,0,0.088235294117647,0,0.0053475935828877,0.00802139037433155,0.0481283422459893,0,0,0,0,0.0320855614973262,0.315508021390374,0,0,0,0.31283422459893,0.0053475935828877,0,0.00267379679144385,0,0.00267379679144385,0.0106951871657754,0.00267379679144385,0.00267379679144385,0.0160427807486631,0,0.00802139037433155,0,0,0,0.00267379679144385,0.0053475935828877,0.0053475935828877,0.00802139037433155,0,0.072192513368984,0,0,0,0,0,0,0,0,0,0.00267379679144385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00267379679144385,0,0,0,0,0,0,0.0053475935828877,0,0,0,0,0,0
232.5,1338,0,0,0,0.0113636363636364,0.00284090909090909,0.0227272727272727,0,0,0.00568181818181818,0.0795454545454545,0.00284090909090909,0,0.00284090909090909,0.0142045454545455,0,0,0.00284090909090909,0,0.096590909090909,0.292613636363636,0,0,0,0.3125,0.00568181818181818,0.00568181818181818,0,0.00284090909090909,0,0.0284090909090909,0,0,0.0170454545454545,0,0.00284090909090909,0,0,0,0,0.0142045454545455,0.00284090909090909,0.0227272727272727,0,0.0426136363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00284090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00568181818181818,0,0,0,0,0,0,0,0
235,1438,0,0,0,0.00289855072463768,0.00289855072463768,0.0521739130434783,0,0,0,0.081159420289855,0,0,0.00579710144927536,0.00289855072463768,0,0.00289855072463768,0.00289855072463768,0.00579710144927536,0.0753623188405797,0.342028985507246,0,0,0,0.298550724637681,0.00289855072463768,0.00289855072463768,0,0.00289855072463768,0,0.00289855072463768,0,0,0.00579710144927536,0,0.00289855072463768,0,0,0,0,0.0115942028985507,0.00289855072463768,0.0231884057971014,0,0.0550724637681159,0,0,0,0,0,0.00289855072463768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00289855072463768,0,0,0,0,0.00289855072463768,0,0.00289855072463768,0,0,0,0,0,0
237.5,1539,0,0,0.00288184438040346,0.00288184438040346,0.00288184438040346,0.037463976945245,0,0,0,0.069164265129683,0,0,0.00288184438040346,0.00864553314121038,0,0,0,0.00288184438040346,0.0749279538904899,0.348703170028818,0,0,0,0.293948126801153,0.00576368876080692,0.00288184438040346,0,0.00288184438040346,0,0.0144092219020173,0,0,0.0144092219020173,0,0,0.00288184438040346,0,0,0,0.00288184438040346,0.0172910662824208,0.0172910662824208,0,0.0489913544668588,0,0,0,0,0,0,0,0,0,0.00576368876080692,0,0,0,0,0.00288184438040346,0,0,0.00288184438040346,0,0,0,0,0.00288184438040346,0.00288184438040346,0.00288184438040346,0,0,0,0,0.00288184438040346,0,0,0,0,0,0,0,0
240,1640,0,0.00272479564032698,0.00272479564032698,0.00817438692098093,0.00272479564032698,0.0326975476839237,0,0.00544959128065395,0.00544959128065395,0.0790190735694823,0,0.00272479564032698,0.0108991825613079,0.0408719346049046,0.00544959128065395,0,0.00272479564032698,0.00272479564032698,0.0299727520435967,0.188010899182561,0,0,0,0.359673024523161,0,0.0190735694822888,0,0,0,0.00817438692098093,0.00817438692098093,0.00272479564032698,0.0272479564032698,0,0,0.00272479564032698,0,0,0,0.0163487738419619,0.0326975476839237,0.0299727520435967,0,0.0544959128065395,0,0,0,0,0.00272479564032698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00272479564032698,0,0,0,0,0.00544959128065395,0,0.00272479564032698,0.00272479564032698,0,0
