"sample.depths","sample.ages","Acer.rubrum","Acer.spicatum","Alnus.incana.type","Ambrosia.type","Artemisia","Betula","Bidens.type","Carya","Cephalanthus","Cupressaceae","Cyperaceae","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Poaceae.undiff.","Itea","Juglans.nigra","Juglans.undiff.","Liquidambar","Nyssa","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Plantago.major","Plantago.lanceolata","Quercus","Rubus","Salix","Sambucus","Thalictrum","Ulmus","Apiaceae","Populus","Amaranthaceae","Hypoxis","Acer.saccharinum","Acer.saccharum","Achillea.type","Polygonum.hydropiper.type","Castanea","Fraxinus.undiff.","Juglans.cinerea","Acer.negundo","Iva.annua.type","Galium","Ilex","Platanus","Tsuga","Fagus","Urtica.type","Lamiaceae","Amelanchier.type","Zea.mays","Corylus","Iva.xanthifolia.type","Liriodendron","Magnolia","Tilia","Spiraea","Dalea","Cornus.florida","Prunus","Polygonum.aviculare.type","Rumex","Cornus.canadensis.type","Celtis.Maclura","Ranunculaceae.undiff.","Humulus.Cannabis.sativa","Acer.pensylvanicum","Pinus.subg..Strobus","Abies","Sanguisorba.canadensis","Potentilla.type","Cirsium.Carduus.type","Malvaceae","Onagraceae","Caryophyllaceae","Polygonum.viviparum","Asteraceae.subf..Cichorioideae","Alnus.viridis","Larix","Xanthium","Caltha.type","Viburnum.opulus.type"
170,2562,0,0,0,0.0225409836065574,0,0,0.014344262295082,0.0245901639344262,0.221311475409836,0,0.0204918032786885,0.0471311475409836,0.00614754098360656,0.040983606557377,0.00614754098360656,0,0.00204918032786885,0.0348360655737705,0.00614754098360656,0.00204918032786885,0,0,0,0,0.350409836065574,0.0450819672131148,0.098360655737705,0,0.00204918032786885,0.00204918032786885,0,0.00614754098360656,0,0,0,0.00819672131147541,0.00204918032786885,0.00614754098360656,0.0204918032786885,0.00614754098360656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00204918032786885,0,0,0,0,0,0.00204918032786885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,3464,0,0,0.00206398348813209,0.0268317853457172,0,0,0.0165118679050568,0.0598555211558308,0.154798761609907,0,0.0123839009287926,0.0350877192982456,0.0103199174406605,0.0804953560371517,0.0103199174406605,0,0,0.022703818369453,0.0123839009287926,0.00825593395252838,0,0.0134158926728586,0,0,0.363261093911249,0.0330237358101135,0.0825593395252838,0,0,0.00412796697626419,0.00619195046439629,0.00412796697626419,0,0,0,0.00206398348813209,0.00206398348813209,0.00412796697626419,0.0103199174406605,0.00825593395252838,0.00412796697626419,0,0,0,0,0,0,0,0,0,0,0,0.00206398348813209,0,0,0,0,0.00206398348813209,0.00206398348813209,0,0.00412796697626419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,4366,0.0050125313283208,0,0,0.0100250626566416,0,0.0025062656641604,0.0075187969924812,0.025062656641604,0.0977443609022556,0,0.012531328320802,0.0551378446115288,0.0150375939849624,0.0325814536340852,0.0150375939849624,0.0025062656641604,0,0.0225563909774436,0.0100250626566416,0.0175438596491228,0.0050125313283208,0.0200501253132832,0,0,0.323308270676692,0.0200501253132832,0.233082706766917,0,0.0050125313283208,0.0050125313283208,0.0200501253132832,0.0025062656641604,0,0,0,0.0050125313283208,0,0.0025062656641604,0.0150375939849624,0.0050125313283208,0,0,0,0,0,0,0,0,0.0025062656641604,0,0,0,0.0025062656641604,0,0,0,0,0.0025062656641604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,5268,0.00470035252643948,0,0.00470035252643948,0.00235017626321974,0,0,0.00940070505287897,0.0329024676850764,0.176263219741481,0,0.00940070505287897,0.0517038777908343,0.00235017626321974,0.0423031727379553,0.00705052878965922,0,0,0.0117508813160987,0.00235017626321974,0.00705052878965922,0.00352526439482961,0.00235017626321974,0.00235017626321974,0,0.354876615746181,0.0211515863689777,0.202115158636898,0,0,0.00470035252643948,0,0.00470035252643948,0,0,0,0.00470035252643948,0,0.00235017626321974,0.0258519388954172,0.00470035252643948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00235017626321974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,6169,0.00480769230769231,0,0.00480769230769231,0.00721153846153846,0,0.00240384615384615,0.00480769230769231,0.03125,0.175480769230769,0,0.0192307692307692,0.0745192307692308,0.00961538461538462,0.0144230769230769,0.00961538461538462,0,0,0.0192307692307692,0.00480769230769231,0.0144230769230769,0.00480769230769231,0.00240384615384615,0,0,0.358173076923077,0.0288461538461538,0.149038461538462,0,0,0.00480769230769231,0,0.00240384615384615,0,0.00240384615384615,0,0.00961538461538462,0,0,0.0288461538461538,0.00961538461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00240384615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,7071,0.00966183574879227,0,0.00241545893719807,0.0120772946859903,0,0,0.0072463768115942,0.0386473429951691,0.132850241545894,0,0.0483091787439614,0.0314009661835749,0.0072463768115942,0.0169082125603865,0.0072463768115942,0.00241545893719807,0,0.0265700483091787,0.00241545893719807,0.0193236714975845,0.00966183574879227,0.00483091787439614,0,0,0.446859903381642,0.0217391304347826,0.108695652173913,0,0,0.0072463768115942,0,0.0120772946859903,0,0.00241545893719807,0,0.00483091787439614,0.00241545893719807,0.00483091787439614,0.00483091787439614,0,0,0.00241545893719807,0,0,0,0,0,0.00241545893719807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,7973,0.00909090909090909,0,0.075,0.0159090909090909,0,0,0.0136363636363636,0.0272727272727273,0.090909090909091,0,0.0545454545454545,0.0431818181818182,0.00454545454545455,0.0204545454545455,0.0113636363636364,0,0.00454545454545455,0.00681818181818182,0,0.0386363636363636,0.0409090909090909,0.025,0,0,0.327272727272727,0.00227272727272727,0.125,0,0.00227272727272727,0.0181818181818182,0,0.00681818181818182,0,0.00454545454545455,0,0.00227272727272727,0,0,0.00909090909090909,0.00227272727272727,0.00227272727272727,0,0,0,0,0,0.00227272727272727,0,0,0.00454545454545455,0,0,0.00227272727272727,0,0,0,0.00454545454545455,0,0,0,0,0,0,0,0,0,0.00227272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,8875,0,0,0.0360824742268041,0.0154639175257732,0.00257731958762887,0.00257731958762887,0.0257731958762887,0.0206185567010309,0.0128865979381443,0,0.0644329896907216,0.0128865979381443,0,0.0257731958762887,0,0.00257731958762887,0.0103092783505155,0.00515463917525773,0.00515463917525773,0.15979381443299,0.100515463917526,0.0077319587628866,0,0,0.394329896907216,0.0077319587628866,0.00515463917525773,0,0.00257731958762887,0.0335051546391753,0,0.00257731958762887,0,0.0206185567010309,0,0.00515463917525773,0,0,0,0,0.00515463917525773,0,0,0,0,0,0,0.00257731958762887,0,0,0,0,0.00515463917525773,0,0,0,0.00257731958762887,0,0,0,0,0,0,0,0,0,0,0.00257731958762887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,9776,0.00522193211488251,0,0.031331592689295,0.0182767624020888,0.00261096605744125,0.00522193211488251,0.0234986945169713,0.0469973890339426,0.010443864229765,0,0.0548302872062663,0.0261096605744125,0.00261096605744125,0.0130548302872063,0,0,0,0,0.00261096605744125,0.180156657963446,0.127937336814621,0.0156657963446475,0,0,0.357702349869452,0,0.00522193211488251,0,0,0.02088772845953,0.00261096605744125,0,0.00261096605744125,0.02088772845953,0,0.00522193211488251,0,0.00783289817232376,0,0,0,0,0,0,0,0,0.00261096605744125,0,0,0,0,0,0.00522193211488251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00261096605744125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,10678,0,0,0.0253807106598985,0.0152284263959391,0,0.00253807106598985,0.0355329949238579,0.0203045685279188,0.00253807106598985,0,0.106598984771574,0.0126903553299492,0,0.0126903553299492,0,0,0.0050761421319797,0.00253807106598985,0,0.142131979695431,0.218274111675127,0.0101522842639594,0,0,0.302030456852792,0,0,0,0,0.0355329949238579,0,0,0,0.0304568527918782,0,0.00761421319796954,0,0,0,0,0.00253807106598985,0,0,0,0,0,0,0.00253807106598985,0,0,0,0,0.00253807106598985,0,0,0,0.00253807106598985,0,0,0,0,0,0,0,0,0,0,0,0,0.00253807106598985,0,0,0,0,0,0,0,0,0,0,0,0,0
220,11580,0.00213447171824973,0,0.0170757737459979,0.0106723585912487,0.00213447171824973,0.00213447171824973,0.032017075773746,0.00853788687299893,0,0,0.113127001067236,0.0405549626467449,0.0064034151547492,0.0576307363927428,0,0,0,0,0,0.187833511205977,0.0618996798292423,0.0096051227321238,0,0,0.311632870864461,0.00213447171824973,0,0,0.00853788687299893,0.0341515474919957,0.00213447171824973,0.00213447171824973,0.00213447171824973,0.0256136606189968,0,0.00853788687299893,0.0149413020277481,0,0,0.0149413020277481,0.00213447171824973,0,0,0,0,0,0,0.00426894343649947,0,0,0,0,0.00853788687299893,0,0,0,0.00213447171824973,0.00213447171824973,0,0,0.00213447171824973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,11863,0,0,0.0255102040816327,0.0102040816326531,0.00255102040816327,0,0.0127551020408163,0.0153061224489796,0.0127551020408163,0,0.0510204081632653,0.048469387755102,0.00510204081632653,0.038265306122449,0,0,0.00255102040816327,0,0,0.0357142857142857,0.339285714285714,0.0586734693877551,0,0,0.201530612244898,0,0.00255102040816327,0,0.00255102040816327,0.0433673469387755,0.00255102040816327,0.00255102040816327,0.00255102040816327,0.0510204081632653,0.00255102040816327,0,0,0,0,0.00510204081632653,0.00255102040816327,0,0,0,0,0,0,0.00255102040816327,0,0,0,0,0.00510204081632653,0,0,0,0,0.00510204081632653,0,0,0,0,0,0,0,0,0,0,0,0.0102040816326531,0,0,0,0,0,0,0,0,0,0,0,0,0
227,11949,0,0,0.0302648171500631,0.0151324085750315,0.00504413619167718,0.0100882723833544,0.00756620428751576,0.0201765447667087,0.0277427490542245,0,0.0655737704918033,0.0756620428751576,0.00504413619167718,0.0378310214375788,0,0,0.00252206809583859,0,0.00252206809583859,0.0554854981084489,0.297604035308953,0.0290037831021438,0,0,0.237074401008827,0.00252206809583859,0.00504413619167718,0,0.00252206809583859,0.00252206809583859,0,0.0100882723833544,0,0.0252206809583859,0.00252206809583859,0.00504413619167718,0,0,0,0.00756620428751576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00252206809583859,0.00252206809583859,0,0,0,0.00252206809583859,0.00504413619167718,0,0,0,0,0,0,0,0,0,0,0,0
230,12077,0.00475624256837099,0,0.0546967895362663,0.00237812128418549,0.00713436385255648,0.00713436385255648,0.0166468489892985,0.0237812128418549,0.0428061831153389,0,0.0832342449464923,0.140309155766944,0.00713436385255648,0.0332936979785969,0,0,0,0,0,0.0404280618311534,0.171224732461356,0.014268727705113,0,0,0.252080856123662,0.00237812128418549,0.0118906064209275,0,0,0.0166468489892985,0.00475624256837099,0.00237812128418549,0,0.0214030915576694,0,0.00475624256837099,0.00475624256837099,0,0,0.0118906064209275,0.00237812128418549,0,0,0,0,0,0,0.00475624256837099,0,0,0,0,0.00475624256837099,0,0,0,0,0.00475624256837099,0,0,0,0,0,0,0,0,0,0,0,0.00118906064209275,0,0,0,0,0,0,0,0,0,0,0,0,0
232,12163,0,0,0.0498753117206983,0.0124688279301746,0.00498753117206983,0.0124688279301746,0.0124688279301746,0.00498753117206983,0.00748129675810474,0.00249376558603491,0.0723192019950125,0.159600997506234,0.00249376558603491,0.0249376558603491,0,0,0.00249376558603491,0,0,0.0473815461346633,0.164588528678304,0.0349127182044888,0,0,0.266832917705736,0.00249376558603491,0.0224438902743142,0,0,0.0124688279301746,0,0.00249376558603491,0.00249376558603491,0.0324189526184539,0.00249376558603491,0.00249376558603491,0,0,0,0.00997506234413965,0.00249376558603491,0,0,0,0,0,0,0,0,0,0,0,0.00997506234413965,0,0,0,0,0,0,0,0,0.00249376558603491,0,0,0,0,0,0,0,0.00748129675810474,0.00249376558603491,0.00249376558603491,0,0,0,0,0,0,0,0,0,0,0
235,12291,0.0132450331125828,0,0.0551876379690949,0.011037527593819,0,0.00441501103752759,0.0353200883002208,0.0375275938189845,0.0441501103752759,0,0.0905077262693157,0.0286975717439294,0,0.0375275938189845,0,0,0.00662251655629139,0,0,0.0596026490066225,0.0794701986754967,0.0309050772626932,0,0,0.357615894039735,0,0.0198675496688742,0,0,0.011037527593819,0,0,0,0.0132450331125828,0,0.011037527593819,0,0,0.00662251655629139,0,0.0022075055187638,0,0,0,0,0.00441501103752759,0.00441501103752759,0.00883002207505519,0,0,0,0,0.00883002207505519,0,0,0,0.00662251655629139,0,0,0,0,0,0,0,0.00441501103752759,0,0,0,0,0.00662251655629139,0,0,0,0,0,0,0,0,0,0,0,0,0
237,12377,0,0,0.0592255125284738,0.020501138952164,0.00227790432801822,0.00911161731207289,0.0136674259681093,0.041002277904328,0.0751708428246014,0,0.0592255125284738,0.041002277904328,0,0.0273348519362187,0,0.00455580865603645,0.00455580865603645,0.00227790432801822,0,0.0979498861047836,0.0546697038724374,0.0136674259681093,0,0,0.403189066059225,0,0.00455580865603645,0,0,0.0136674259681093,0,0.00227790432801822,0,0.0159453302961276,0.00227790432801822,0.00911161731207289,0.00455580865603645,0,0.00227790432801822,0,0,0,0,0,0,0,0,0.00227790432801822,0,0,0,0,0.00227790432801822,0,0,0,0.00227790432801822,0.00455580865603645,0,0,0,0.00227790432801822,0,0,0,0,0,0,0,0,0.00227790432801822,0,0,0,0,0,0,0,0,0,0,0,0
