"sample.depths","sample.ages","Abies","Acer.saccharum.type","Ambrosia.type","Betula","Carya","Castanea","Cyperaceae","Ericaceae","Fagus","Fraxinus.pennsylvanica.type","Ilex","Juglans.cinerea","Juglans.nigra","Nyssa","Ostrya.Carpinus","Plantago.lanceolata","Platanus","Quercus","Thalictrum","Rosaceae.undiff.","Pinus","Cerealia","Rhamnaceae.Vitaceae","Acer.rubrum","Alnus.incana.type","Poaceae.undiff.","Liquidambar","Tilia","Picea","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Corylus","Caprifoliaceae","Artemisia","Apiaceae","Myrica","Fraxinus.nigra.type","Alnus.viridis.type","Salix","Cornus","Cupressaceae","Sanguisorba","Polygonum","Anacardiaceae","Herbs.undiff.","Caryophyllaceae"
60,8643,0.00996677740863787,0.00332225913621262,0.00996677740863787,0.0398671096345515,0.00664451827242525,0.172757475083056,0.0863787375415282,0,0,0.00332225913621262,0.0199335548172757,0.00996677740863787,0,0.0664451827242525,0.0132890365448505,0,0.00332225913621262,0.398671096345515,0,0.00664451827242525,0.0299003322259136,0,0.00332225913621262,0.00332225913621262,0.00996677740863787,0.00996677740863787,0,0.00332225913621262,0.00332225913621262,0.0631229235880399,0.0132890365448505,0,0.00332225913621262,0.00332225913621262,0,0,0.00332225913621262,0,0,0,0,0,0,0,0,0,0
65,9702,0,0,0,0.0535117056856187,0.0133779264214047,0.133779264214047,0.0434782608695652,0.00334448160535117,0.0100334448160535,0.00334448160535117,0.020066889632107,0,0.0100334448160535,0.0535117056856187,0.00668896321070234,0,0,0.48494983277592,0.00334448160535117,0.00334448160535117,0.0602006688963211,0,0.00334448160535117,0.00334448160535117,0.0100334448160535,0.00668896321070234,0,0,0,0.0568561872909699,0.00334448160535117,0.00668896321070234,0.00334448160535117,0,0,0,0,0.00334448160535117,0,0,0,0,0,0,0,0,0
70,10391,0.0304054054054054,0.00337837837837838,0,0.131756756756757,0,0.0304054054054054,0.10472972972973,0.00337837837837838,0,0.00675675675675676,0.00337837837837838,0,0,0.00675675675675676,0.0101351351351351,0,0,0.290540540540541,0.00337837837837838,0,0.0945945945945946,0,0,0,0.0236486486486486,0.0304054054054054,0.00337837837837838,0,0.0135135135135135,0.158783783783784,0.0337837837837838,0,0.0135135135135135,0.00337837837837838,0,0,0,0,0,0,0,0,0,0,0,0,0
75,10525,0.033003300330033,0.0033003300330033,0.0066006600660066,0.0759075907590759,0.0132013201320132,0.0099009900990099,0.066006600660066,0,0.0231023102310231,0.0033003300330033,0,0,0,0,0.0264026402640264,0,0,0.250825082508251,0.0033003300330033,0.0033003300330033,0.125412541254125,0,0,0,0.0429042904290429,0.0165016501650165,0,0,0.066006600660066,0.122112211221122,0.0627062706270627,0.0033003300330033,0.0231023102310231,0.0033003300330033,0,0.0033003300330033,0,0,0.0066006600660066,0.0033003300330033,0.0033003300330033,0,0,0,0,0,0
80,10659,0.118210862619808,0.00319488817891374,0.00319488817891374,0.0766773162939297,0.012779552715655,0,0.124600638977636,0,0.0255591054313099,0.00319488817891374,0,0,0,0,0.0287539936102236,0,0,0.137380191693291,0.00319488817891374,0.00958466453674121,0.0511182108626198,0,0,0,0.060702875399361,0.0543130990415335,0,0,0.073482428115016,0.0351437699680511,0.0638977635782748,0.00319488817891374,0.060702875399361,0,0,0.00638977635782748,0,0.00638977635782748,0.00958466453674121,0.00319488817891374,0.00958466453674121,0.00319488817891374,0.00319488817891374,0.00958466453674121,0,0,0
90,10928,0.0534591194968553,0,0,0.0628930817610063,0.0220125786163522,0.00628930817610063,0.0408805031446541,0,0.0220125786163522,0,0,0,0,0,0.0408805031446541,0,0,0.169811320754717,0.00943396226415094,0.0157232704402516,0.0817610062893082,0,0,0.00314465408805031,0.0566037735849057,0.0314465408805031,0,0.00628930817610063,0.160377358490566,0.0471698113207547,0.0943396226415094,0.00628930817610063,0.0534591194968553,0,0,0.00628930817610063,0,0,0.00314465408805031,0,0,0,0,0.00314465408805031,0.00314465408805031,0,0
100,11196,0.0630914826498423,0.00630914826498423,0.00315457413249211,0.056782334384858,0.00946372239747634,0.00315457413249211,0.0694006309148265,0.00315457413249211,0.00630914826498423,0.00315457413249211,0,0,0,0,0.0126182965299685,0,0,0.239747634069401,0.00315457413249211,0.0157728706624606,0.0946372239747634,0,0,0,0.028391167192429,0.0473186119873817,0,0.00315457413249211,0.1198738170347,0.028391167192429,0.110410094637224,0.00315457413249211,0.056782334384858,0,0,0,0,0,0,0.00315457413249211,0,0,0.00315457413249211,0.00630914826498423,0,0,0
120,11733,0.0662460567823344,0.00946372239747634,0.00315457413249211,0.0536277602523659,0.00946372239747634,0.00315457413249211,0.148264984227129,0,0.00315457413249211,0.0126182965299685,0,0.00630914826498423,0,0,0.0378548895899054,0,0,0.173501577287066,0.00630914826498423,0,0.0883280757097792,0,0,0,0.0315457413249211,0.0536277602523659,0,0,0.082018927444795,0.00946372239747634,0.113564668769716,0.00630914826498423,0.0441640378548896,0,0,0,0,0,0.0189274447949527,0.00315457413249211,0,0.00315457413249211,0.00315457413249211,0.00630914826498423,0,0.00315457413249211,0
140,12271,0.0844155844155844,0.0064935064935065,0.00324675324675325,0.116883116883117,0.00324675324675325,0,0.0746753246753247,0,0.0194805194805195,0,0,0,0,0,0.0194805194805195,0,0,0.201298701298701,0.00324675324675325,0.012987012987013,0.116883116883117,0,0,0,0.0194805194805195,0.012987012987013,0,0,0.0844155844155844,0.038961038961039,0.116883116883117,0.00324675324675325,0.0357142857142857,0.00324675324675325,0,0.00324675324675325,0,0.00324675324675325,0.0064935064935065,0,0,0,0.00324675324675325,0.0064935064935065,0,0,0
160,12808,0.0676923076923077,0.00923076923076923,0,0.0707692307692308,0.00307692307692308,0,0.0553846153846154,0.00307692307692308,0.0123076923076923,0.00307692307692308,0,0,0,0.00307692307692308,0.0307692307692308,0,0,0.196923076923077,0,0.00615384615384615,0.0953846153846154,0,0,0,0.0153846153846154,0.0184615384615385,0.00307692307692308,0,0.126153846153846,0.0276923076923077,0.153846153846154,0.00615384615384615,0.08,0,0,0,0,0,0,0.00307692307692308,0.00307692307692308,0,0,0.00615384615384615,0,0,0
170,NA,0.0803858520900322,0.00321543408360129,0,0.0643086816720257,0.00964630225080386,0,0.157556270096463,0.00321543408360129,0.0128617363344051,0.00964630225080386,0,0.00321543408360129,0.00321543408360129,0,0.0289389067524116,0,0,0.135048231511254,0,0.0128617363344051,0.106109324758842,0,0,0,0.0418006430868167,0.0514469453376206,0,0,0.0836012861736334,0.0128617363344051,0.090032154340836,0,0.0643086816720257,0,0,0,0,0,0.00321543408360129,0.00964630225080386,0.00321543408360129,0,0,0,0.00643086816720257,0,0.00321543408360129
175,NA,0.0454545454545455,0.00303030303030303,0,0.0636363636363636,0.00606060606060606,0,0.109090909090909,0,0.0181818181818182,0.00606060606060606,0,0,0,0.00303030303030303,0.0151515151515152,0,0.00303030303030303,0.16969696969697,0,0.00303030303030303,0.093939393939394,0,0,0,0.0454545454545455,0.0424242424242424,0,0,0.124242424242424,0.0181818181818182,0.136363636363636,0.00303030303030303,0.0787878787878788,0,0,0.00303030303030303,0,0,0,0,0,0,0,0.00303030303030303,0.00606060606060606,0,0
