"sample.depths","sample.ages","Abies","Ambrosia.type","Betula","Corylus","Ericaceae","Fagus","Picea","Quercus","Tsuga","Ulmus","Alnus","Fraxinus","Myrica","Pinus","Poaceae","Plantago","Rosaceae","Ilex","Acer","Cyperaceae","Asteraceae.subf..Asteroideae.undiff.","Valeriana","Ostrya.Carpinus","Urtica.type","Salix","Amaranthaceae","Larix","Tilia","Polygonum","Carya","Juglans","Pterocarya","Viburnum","Lamiaceae","Ranunculaceae.undiff.","Thalictrum","Artemisia","Amorpha.type","Cupressaceae"
200,3248,0.0144092219020173,0.00288184438040346,0.296829971181556,0.00288184438040346,0.0951008645533141,0.0576368876080692,0.0576368876080692,0.0432276657060519,0.0547550432276657,0,0.0835734870317003,0.00288184438040346,0.0115273775216138,0.230547550432277,0,0,0,0.0172910662824208,0.00864553314121038,0.00288184438040346,0.00288184438040346,0,0.00288184438040346,0,0,0,0,0.00864553314121038,0.00288184438040346,0,0,0,0,0,0,0,0,0,0
220,3602,0.0114754098360656,0.00163934426229508,0.229508196721311,0.00655737704918033,0.162295081967213,0.0442622950819672,0.0754098360655738,0.0180327868852459,0.229508196721311,0.00163934426229508,0.0262295081967213,0.00327868852459016,0.00819672131147541,0.163934426229508,0.00491803278688525,0,0.00163934426229508,0.00327868852459016,0.00491803278688525,0.00163934426229508,0.00163934426229508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,3956,0.00335570469798658,0,0.204697986577181,0.00671140939597315,0.120805369127517,0.0302013422818792,0.0973154362416107,0.0100671140939597,0.12751677852349,0,0.0134228187919463,0,0.00671140939597315,0.36241610738255,0,0,0,0,0,0.00335570469798658,0,0,0.0100671140939597,0,0,0,0,0,0,0.00335570469798658,0,0,0,0,0,0,0,0,0
260,4310,0.0156657963446475,0,0.22976501305483,0.00522193211488251,0.0234986945169713,0.00783289817232376,0.0548302872062663,0.02088772845953,0.0731070496083551,0.00261096605744125,0.0156657963446475,0,0.00522193211488251,0.545691906005222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,4487,0.0323624595469256,0,0.184466019417476,0.0113268608414239,0.168284789644013,0.0339805825242718,0.135922330097087,0.0194174757281553,0.200647249190939,0.00323624595469256,0.0177993527508091,0.00485436893203883,0.00161812297734628,0.163430420711974,0.00161812297734628,0,0.00161812297734628,0.00485436893203883,0.00485436893203883,0.00485436893203883,0,0,0.00323624595469256,0,0,0,0,0,0,0,0.00161812297734628,0,0,0,0,0,0,0,0
280,4664,0.022508038585209,0,0.270096463022508,0.00964630225080386,0.045016077170418,0.022508038585209,0.090032154340836,0.0385852090032154,0.0578778135048231,0,0.0321543408360129,0.00321543408360129,0.00321543408360129,0.401929260450161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00321543408360129,0,0,0,0,0,0,0
300,5018,0.0225140712945591,0.00187617260787992,0.26078799249531,0.00375234521575985,0.0544090056285178,0.00187617260787992,0.106941838649156,0.0581613508442777,0.0318949343339587,0,0.0300187617260788,0,0.00938086303939963,0.410881801125704,0.00187617260787992,0,0,0,0,0.00187617260787992,0,0,0.00375234521575985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,5248,0.019036954087346,0,0.80515117581187,0.00111982082866741,0.0089585666293393,0.00447928331466965,0.0369540873460246,0.0100783874580067,0.013437849944009,0.00111982082866741,0.00447928331466965,0.00111982082866741,0.0123180291153415,0.0795072788353863,0,0,0,0,0.00111982082866741,0,0.00111982082866741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,5460,0.00858369098712446,0,0.334763948497854,0.0128755364806867,0.0429184549356223,0.0386266094420601,0.0386266094420601,0.0300429184549356,0.218884120171674,0,0.0300429184549356,0,0.00858369098712446,0.223175965665236,0,0,0,0,0,0.00429184549356223,0,0,0.00429184549356223,0,0,0,0,0,0,0,0.00429184549356223,0,0,0,0,0,0,0,0
350,5566,0.0086767895878525,0,0.238611713665944,0.0086767895878525,0.052060737527115,0.0108459869848156,0.0412147505422994,0.0477223427331887,0.151843817787419,0,0.0238611713665944,0.00216919739696312,0.0260303687635575,0.373101952277657,0,0,0,0.00433839479392625,0.00433839479392625,0,0,0,0.00433839479392625,0,0,0,0.00216919739696312,0,0,0,0,0,0,0,0,0,0,0,0
370,5778,0.0106194690265487,0,0.292035398230089,0.00353982300884956,0.047787610619469,0.0194690265486726,0.0407079646017699,0.0548672566371681,0.263716814159292,0.00353982300884956,0.0336283185840708,0.00707964601769911,0.0141592920353982,0.198230088495575,0,0,0,0.00176991150442478,0.00176991150442478,0.00176991150442478,0,0,0.00530973451327434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,5884,0.0294117647058824,0,0.179411764705882,0.00294117647058824,0.0382352941176471,0.00588235294117647,0.0705882352941176,0.0382352941176471,0.167647058823529,0.00294117647058824,0.0205882352941176,0,0.0088235294117647,0.414705882352941,0,0,0,0.0117647058823529,0,0,0.00588235294117647,0,0.00294117647058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,6096,0.016304347826087,0,0.157608695652174,0.00271739130434783,0.092391304347826,0.0135869565217391,0.0597826086956522,0.0298913043478261,0.111413043478261,0,0.0326086956521739,0.00815217391304348,0.016304347826087,0.39945652173913,0.00271739130434783,0,0.00271739130434783,0.0434782608695652,0,0,0.00271739130434783,0,0.00271739130434783,0,0,0.00271739130434783,0,0,0,0,0,0.00271739130434783,0,0,0,0,0,0,0
420,6308,0.0094876660341556,0,0.134724857685009,0.00189753320683112,0.00569259962049336,0.00569259962049336,0.0493358633776091,0.0607210626185958,0.23719165085389,0.0094876660341556,0.00759013282732448,0.00759013282732448,0,0.307400379506641,0.00379506641366224,0,0,0.134724857685009,0.00189753320683112,0.00379506641366224,0.00379506641366224,0,0.00189753320683112,0,0.00189753320683112,0.00379506641366224,0,0,0,0,0,0,0.00759013282732448,0,0,0,0,0,0
430,6414,0.00166389351081531,0,0.0299500831946755,0,0.00166389351081531,0,0.0282861896838602,0.00499168053244592,0.292845257903494,0,0.00332778702163062,0.00166389351081531,0,0.633943427620632,0,0,0.00166389351081531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,6626,0.0478011472275335,0,0.0879541108986616,0,0.0267686424474187,0,0.162523900573614,0.0382409177820268,0.101338432122371,0,0.0286806883365201,0.00382409177820268,0.0133843212237094,0.481835564053537,0.00191204588910134,0,0,0,0,0.00382409177820268,0,0,0.00191204588910134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,6838,0.0292504570383912,0,0.0621572212065814,0.0036563071297989,0.0274223034734918,0.00182815356489945,0.0859232175502742,0.0402193784277879,0.288848263254113,0.00548446069469835,0.0310786106032907,0,0.00914076782449726,0.389396709323583,0.00182815356489945,0,0,0.00914076782449726,0.0036563071297989,0.00182815356489945,0.00548446069469835,0,0.00182815356489945,0,0,0,0,0,0,0,0.00182815356489945,0,0,0,0,0,0,0,0
480,6944,0.0363636363636364,0,0.276363636363636,0.0109090909090909,0.0472727272727273,0.0509090909090909,0.109090909090909,0,0.152727272727273,0,0.0472727272727273,0.04,0.00363636363636364,0.196363636363636,0,0,0.00363636363636364,0,0,0.0109090909090909,0,0,0.00363636363636364,0,0,0,0,0.00363636363636364,0,0,0,0.00363636363636364,0,0.00363636363636364,0,0,0,0,0
500,7156,0,0,0.405063291139241,0,0.00632911392405063,0.0189873417721519,0.189873417721519,0.0632911392405063,0.0189873417721519,0,0.0759493670886076,0,0.00632911392405063,0.208860759493671,0.00632911392405063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,7590,0.0149253731343284,0,0.238805970149254,0.00186567164179104,0.00186567164179104,0.00186567164179104,0.0932835820895522,0.0988805970149254,0.0335820895522388,0.00932835820895522,0.0130597014925373,0.00746268656716418,0.0111940298507463,0.434701492537313,0,0,0,0.00186567164179104,0.00186567164179104,0.0279850746268657,0,0,0.00373134328358209,0,0,0,0,0,0,0,0.00186567164179104,0,0,0,0.00186567164179104,0,0,0,0
530,7823,0.0177777777777778,0,0.191111111111111,0.00666666666666667,0,0.00222222222222222,0.0577777777777778,0.0533333333333333,0.0288888888888889,0.0111111111111111,0.02,0.00222222222222222,0.0266666666666667,0.568888888888889,0,0,0,0,0,0.00222222222222222,0.00666666666666667,0,0.00222222222222222,0,0,0,0,0,0,0.00222222222222222,0,0,0,0,0,0,0,0,0
550,8289,0.018450184501845,0,0.214022140221402,0.0018450184501845,0,0.0166051660516605,0.121771217712177,0.088560885608856,0.003690036900369,0.011070110701107,0.0202952029520295,0.0018450184501845,0.003690036900369,0.448339483394834,0.003690036900369,0,0.0055350553505535,0.003690036900369,0.0018450184501845,0,0,0,0.0018450184501845,0,0.003690036900369,0.025830258302583,0.0018450184501845,0,0,0,0,0,0,0,0,0.0018450184501845,0,0,0
570,8754,0.0215343203230148,0,0.207267833109018,0.0053835800807537,0,0.00134589502018843,0.0242261103633917,0.0524899057873486,0.00134589502018843,0.00672947510094213,0.0309555854643338,0.00134589502018843,0.00942126514131898,0.621803499327052,0.00403768506056528,0,0.00134589502018843,0.00134589502018843,0.00134589502018843,0.00134589502018843,0,0,0.00269179004037685,0,0.00134589502018843,0.00134589502018843,0,0,0,0,0,0,0.00134589502018843,0,0,0,0,0,0
600,9453,0.11441647597254,0,0.212814645308924,0.0022883295194508,0,0.0045766590389016,0.359267734553776,0.0091533180778032,0,0,0.0091533180778032,0.0045766590389016,0.011441647597254,0.244851258581236,0.0068649885583524,0,0.0022883295194508,0,0.0022883295194508,0.0022883295194508,0,0,0.0022883295194508,0,0.0045766590389016,0,0,0,0,0,0.0022883295194508,0,0,0,0,0.0022883295194508,0.0022883295194508,0,0
620,9734,0.00413223140495868,0,0.669421487603306,0.00619834710743802,0.00206611570247934,0.0165289256198347,0.132231404958678,0.0330578512396694,0.00206611570247934,0,0.0247933884297521,0,0.012396694214876,0.0475206611570248,0.0103305785123967,0.00206611570247934,0.00619834710743802,0,0,0.00413223140495868,0.00413223140495868,0,0.00826446280991736,0,0.00826446280991736,0,0,0,0,0,0,0,0,0,0,0,0,0.00206611570247934,0.00413223140495868
630,9862,0.00671140939597315,0,0.25503355704698,0.00223713646532438,0,0,0.147651006711409,0.0447427293064877,0.00223713646532438,0.00447427293064877,0.0156599552572707,0,0.00223713646532438,0.498881431767338,0.00671140939597315,0,0,0.00223713646532438,0.00223713646532438,0,0.00223713646532438,0,0,0,0.00447427293064877,0,0,0,0,0,0,0.00223713646532438,0,0,0,0,0,0,0
640,9990,0.0115163147792706,0,0.341650671785029,0.00575815738963532,0.00191938579654511,0,0.239923224568138,0.0134357005758157,0.00383877159309021,0.00575815738963532,0.0287907869481766,0.00191938579654511,0.00767754318618042,0.309021113243762,0.00575815738963532,0,0.00575815738963532,0.00191938579654511,0,0,0.00191938579654511,0,0,0,0.00767754318618042,0,0,0,0,0.00191938579654511,0,0,0,0,0,0,0.00383877159309021,0,0
650,10118,0.0327022375215146,0,0.156626506024096,0.00344234079173838,0.00172117039586919,0,0.36144578313253,0.0327022375215146,0.00172117039586919,0.00860585197934595,0.0258175559380379,0.00172117039586919,0.14974182444062,0.151462994836489,0.00688468158347676,0,0.00172117039586919,0,0,0.00516351118760757,0.00688468158347676,0,0.00516351118760757,0,0.0430292598967298,0,0,0,0,0,0,0,0,0,0,0,0.00344234079173838,0,0
670,10373,0.00362976406533575,0.0072595281306715,0.372050816696915,0.0199637023593466,0.00907441016333938,0,0.127041742286751,0.00544464609800363,0.00544464609800363,0.00362976406533575,0.0471869328493648,0,0.014519056261343,0.114337568058076,0.0635208711433757,0,0.0108892921960073,0.00362976406533575,0,0.147005444646098,0.00907441016333938,0,0,0.00181488203266788,0.0326678765880218,0,0,0,0,0,0,0,0,0,0,0,0.00181488203266788,0,0
