"sample.depths","sample.ages","Abies","Alnus.undiff.","Artemisia","Cyperaceae","Larix","Pinus.undiff.","Quercus","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Ambrosia","Betulaceae.undiff.","Myrica","Poaceae","Pinus.strobus","Pinus.banksiana.P..resinosa","Betula","Betula.undiff.","Coniferophyta.undiff.","Picea.glauca","Picea.mariana","Alnus.viridis.subsp..crispa","Symphoricarpos.albus","Ericaceae","Thalictrum","Alnus.incana","Picea.undiff.","Corylus","Fagus","Salix","Populus","Cupressaceae","Amaranthaceae","Ostrya.Carpinus","Acer.saccharum","Epilobium","Juglans.cinerea","Tilia","Liliaceae","Fraxinus","Acer.negundo","Ranunculaceae.undiff.","Rosaceae","Shepherdia.canadensis"
830,3371,0.0333333333333333,0.00303030303030303,0,0.00909090909090909,0.00909090909090909,0.0242424242424242,0.00303030303030303,0,0,0,0.00909090909090909,0.0303030303030303,0,0,0.00909090909090909,0.0121212121212121,0.0181818181818182,0.0818181818181818,0.0212121212121212,0,0,0.0575757575757576,0,0.00303030303030303,0,0.00606060606060606,0.663636363636364,0,0,0,0,0,0,0,0,0.00303030303030303,0.00303030303030303,0,0,0,0,0,0,0
860,3704,0.0255905511811024,0.0216535433070866,0.00196850393700787,0.0216535433070866,0.0236220472440945,0.0177165354330709,0.00196850393700787,0,0,0,0,0.0354330708661417,0.00393700787401575,0.00196850393700787,0.00393700787401575,0.0118110236220472,0.0649606299212598,0.131889763779528,0.00984251968503937,0,0,0.031496062992126,0,0.00196850393700787,0,0.0078740157480315,0.570866141732283,0,0,0.00196850393700787,0,0,0,0,0,0,0,0.00196850393700787,0.00196850393700787,0.00393700787401575,0,0,0,0
880,3953,0.0309917355371901,0.0206611570247934,0.00413223140495868,0.00206611570247934,0.00619834710743802,0.00619834710743802,0,0,0,0,0,0.0289256198347107,0,0.00206611570247934,0.00826446280991736,0.00826446280991736,0.0351239669421488,0.101239669421488,0.0165289256198347,0,0,0.0661157024793388,0,0.00206611570247934,0,0.00413223140495868,0.648760330578512,0,0,0,0.00206611570247934,0,0.00206611570247934,0.00206611570247934,0,0,0,0,0,0.00206611570247934,0,0,0,0
900,4203,0.0563380281690141,0.0140845070422535,0.00234741784037559,0,0.00938967136150235,0.0117370892018779,0.00234741784037559,0.00234741784037559,0,0,0,0.0140845070422535,0,0.00234741784037559,0.00704225352112676,0.00469483568075117,0.039906103286385,0.122065727699531,0.0187793427230047,0.0328638497652582,0.603286384976526,0.0422535211267606,0,0,0,0.00704225352112676,0,0.00469483568075117,0,0.00234741784037559,0,0,0,0,0,0,0,0,0,0,0,0,0,0
930,4576,0.0477707006369427,0.00636942675159236,0.00318471337579618,0.00955414012738853,0.0222929936305732,0.0159235668789809,0,0,0.00636942675159236,0,0,0.0159235668789809,0.00318471337579618,0,0.0127388535031847,0.00636942675159236,0.00955414012738853,0.0796178343949045,0.0254777070063694,0,0,0.0414012738853503,0,0,0,0.00318471337579618,0.684713375796178,0.00318471337579618,0,0,0,0,0,0.00318471337579618,0,0,0,0,0,0,0,0,0,0
950,4794,0.0452127659574468,0.0106382978723404,0,0.0159574468085106,0.00797872340425532,0.0106382978723404,0,0,0,0,0,0.0319148936170213,0,0.00265957446808511,0.00531914893617021,0.00531914893617021,0.0398936170212766,0.148936170212766,0.0292553191489362,0,0,0.0265957446808511,0,0.00265957446808511,0,0.00265957446808511,0.606382978723404,0,0,0.00797872340425532,0,0,0,0,0,0,0,0,0,0,0,0,0,0
990,4979,0.04,0.0228571428571429,0,0.0114285714285714,0.00285714285714286,0.0114285714285714,0,0,0,0,0,0.0285714285714286,0,0,0.00857142857142857,0.00285714285714286,0.0314285714285714,0.122857142857143,0.0142857142857143,0,0,0.0657142857142857,0,0,0,0.00285714285714286,0.628571428571429,0,0,0.00285714285714286,0,0,0,0,0,0,0,0,0,0,0.00285714285714286,0,0,0
1020,5118,0.056047197640118,0.0147492625368732,0.00147492625368732,0.0132743362831858,0.00737463126843658,0.0117994100294985,0,0,0,0,0.00147492625368732,0.0206489675516224,0,0,0.0088495575221239,0.00294985250737463,0,0.12094395280236,0.0176991150442478,0,0.669616519174041,0.0383480825958702,0,0,0,0.0132743362831858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00147492625368732,0,0
1050,5346,0.0636132315521628,0.0127226463104326,0,0.00254452926208651,0.0101781170483461,0.0101781170483461,0,0,0,0.00254452926208651,0,0.0254452926208651,0,0,0,0.0101781170483461,0.0279898218829517,0.127226463104326,0.0101781170483461,0,0,0.0432569974554707,0,0,0,0.00254452926208651,0.643765903307888,0,0,0.00508905852417303,0,0,0,0.00254452926208651,0,0,0,0,0,0,0,0,0,0
1070,5513,0.0618955512572534,0.0154738878143133,0,0.00967117988394584,0.00193423597678917,0.0154738878143133,0,0,0,0,0.00193423597678917,0.0406189555125725,0.00193423597678917,0.00193423597678917,0.00967117988394584,0.00580270793036751,0.0560928433268859,0.164410058027079,0.0193423597678917,0,0,0.0425531914893617,0,0,0,0.00386847195357834,0.539651837524178,0,0,0.00386847195357834,0.00193423597678917,0,0.00193423597678917,0,0,0,0,0,0,0,0,0,0,0
1080,5597,0.0751445086705202,0.0289017341040462,0.00289017341040462,0.0144508670520231,0.00289017341040462,0.00867052023121387,0,0,0,0.00289017341040462,0.00289017341040462,0.0520231213872832,0,0,0.0115606936416185,0,0.0635838150289017,0.121387283236994,0.0289017341040462,0,0,0.0375722543352601,0,0,0,0,0.534682080924855,0,0,0.00578034682080925,0.00289017341040462,0,0.00289017341040462,0,0,0,0,0,0,0,0,0,0,0
1090,5680,0.0818363273453094,0.0139720558882236,0,0.00399201596806387,0.00798403193612774,0.0159680638722555,0,0,0,0,0,0.00998003992015968,0.00199600798403194,0.00199600798403194,0.00998003992015968,0.00199600798403194,0.0259481037924152,0.161676646706587,0.0179640718562874,0.095808383233533,0.50499001996008,0.0379241516966068,0,0,0,0.00598802395209581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100,5809,0.0486486486486487,0.0684684684684685,0,0.0108108108108108,0.0126126126126126,0.0144144144144144,0,0,0,0.0018018018018018,0,0.0396396396396396,0.0036036036036036,0,0.009009009009009,0.0072072072072072,0,0.243243243243243,0.0126126126126126,0.0882882882882883,0.32972972972973,0.0846846846846847,0,0,0,0.0144144144144144,0,0,0,0.0036036036036036,0.0036036036036036,0,0.0018018018018018,0,0,0,0,0,0,0,0,0,0.0018018018018018,0
1103,5903,0.0432432432432432,0.0594594594594595,0,0.0108108108108108,0.0108108108108108,0.0135135135135135,0,0,0.0027027027027027,0,0,0.0621621621621622,0,0.00540540540540541,0.0135135135135135,0,0.1,0.256756756756757,0.0216216216216216,0,0,0.0162162162162162,0.0027027027027027,0,0,0.0486486486486487,0.332432432432432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,6152,0.0336391437308868,0.0795107033639144,0,0.0122324159021407,0.0091743119266055,0.0214067278287462,0,0,0.00611620795107034,0,0,0.0581039755351682,0,0,0.00305810397553517,0,0.0795107033639144,0.220183486238532,0.0122324159021407,0.0336391437308868,0.275229357798165,0.0764525993883792,0,0,0,0.073394495412844,0,0.00305810397553517,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00305810397553517,0,0
1115,6276,0.00999000999001,0.063936063936064,0,0.01998001998002,0.014985014985015,0.012987012987013,0.000999000999001,0,0.000999000999001,0,0.000999000999001,0.066933066933067,0.003996003996004,0.00899100899100899,0.012987012987013,0.002997002997003,0,0.216783216783217,0.010989010989011,0.0969030969030969,0.132867132867133,0.284715284715285,0,0.000999000999001,0,0.024975024975025,0,0,0,0.003996003996004,0.001998001998002,0,0,0,0,0,0.002997002997003,0,0,0,0,0.001998001998002,0,0
1125,6587,0.00343053173241852,0.159519725557461,0.00171526586620926,0.0222984562607204,0.0222984562607204,0.0171526586620926,0,0,0.00171526586620926,0,0.00171526586620926,0.0377358490566038,0.00171526586620926,0.0102915951972556,0.0102915951972556,0.00171526586620926,0,0.180102915951973,0.00686106346483705,0.0343053173241852,0.113207547169811,0.303602058319039,0,0.00514579759862779,0,0.0548885077186964,0,0,0,0.00514579759862779,0.00343053173241852,0,0,0,0,0,0,0,0,0,0,0,0,0.00171526586620926
1132,6805,0.00387596899224806,0.116279069767442,0,0.0271317829457364,0.00387596899224806,0.0387596899224806,0,0,0.00775193798449612,0,0,0.0503875968992248,0.00387596899224806,0.00387596899224806,0.00775193798449612,0.00775193798449612,0,0.193798449612403,0.00387596899224806,0,0,0.356589147286822,0,0.00387596899224806,0,0,0.147286821705426,0,0,0.0155038759689922,0,0,0,0.00775193798449612,0,0,0,0,0,0,0,0,0,0
1144,NA,0.0376569037656904,0.129707112970711,0,0.100418410041841,0,0.125523012552301,0,0,0.00418410041841004,0,0.00418410041841004,0.0543933054393305,0.00418410041841004,0.00418410041841004,0.0292887029288703,0.0334728033472803,0,0.0878661087866109,0.0251046025104603,0.0502092050209205,0.179916317991632,0.0418410041841004,0,0,0,0.0543933054393305,0,0,0,0.0292887029288703,0,0,0,0.00418410041841004,0,0,0,0,0,0,0,0,0,0
1152,NA,0.0191082802547771,0.089171974522293,0,0.00636942675159236,0.00636942675159236,0.0955414012738854,0.00636942675159236,0,0.0127388535031847,0,0,0.0955414012738854,0,0.00636942675159236,0.0573248407643312,0.00636942675159236,0.0254777070063694,0.089171974522293,0.0509554140127389,0,0,0.171974522292994,0.00636942675159236,0.00636942675159236,0,0.0127388535031847,0.178343949044586,0,0,0.0318471337579618,0,0,0,0.00636942675159236,0,0,0,0,0,0.0191082802547771,0,0,0,0
1167,NA,0.0286624203821656,0.121019108280255,0.00318471337579618,0.0222929936305732,0,0.121019108280255,0,0,0.00318471337579618,0,0.00636942675159236,0.0923566878980892,0,0.00636942675159236,0.0127388535031847,0.0159235668789809,0.00955414012738853,0.0764331210191083,0.0509554140127389,0,0,0.203821656050955,0.00955414012738853,0,0,0,0.184713375796178,0,0,0.00636942675159236,0.0127388535031847,0,0.00318471337579618,0.00955414012738853,0,0,0,0,0,0,0,0,0,0
