"sample.depths","sample.ages","Acer.rubrum","Ambrosia.type","Carya","Cephalanthus","Ilex","Liquidambar","Quercus","Serenoa","Taxodium","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Myrica","Pinus","Amaranthaceae","Poaceae","Cyperaceae.undiff.","Polygonum","Juglans.nigra.type","Ericales","Iva","Bidens.type","Ostrya.Carpinus","Vitis","Alnus","Fraxinus","Nyssa.sylvatica.type","Gordonia","Salix","Tillandsia","Lechea","Celtis","Rhus","Platanus","Cassia","Eriogonum","Ephedra","Artemisia","cf..Clethra","Parthenocissus"
445,2583,0,0,0.0664451827242525,0,0,0,0.182724252491694,0,0.00664451827242525,0.00332225913621262,0,0.0431893687707641,0.601328903654485,0.0132890365448505,0.0332225913621262,0.0166112956810631,0,0,0,0,0,0.00664451827242525,0.00664451827242525,0,0.00664451827242525,0.00996677740863787,0,0,0,0,0,0,0,0,0,0.00332225913621262,0,0,0
465,2889,0,0,0.0471380471380471,0,0,0.00336700336700337,0.171717171717172,0,0.00336700336700337,0.00336700336700337,0.00336700336700337,0.0336700336700337,0.663299663299663,0.0269360269360269,0.0269360269360269,0.0101010101010101,0,0,0,0,0,0.00336700336700337,0,0,0,0.00336700336700337,0,0,0,0,0,0,0,0,0,0,0,0,0
485,3195,0,0,0.0468227424749164,0,0,0,0.147157190635452,0,0.0100334448160535,0,0,0.0133779264214047,0.725752508361204,0.00334448160535117,0.0301003344481605,0.0100334448160535,0,0,0,0.00334448160535117,0,0.00334448160535117,0,0,0.00334448160535117,0.00334448160535117,0,0,0,0,0,0,0,0,0,0,0,0,0
505,3501,0,0,0.0629139072847682,0.0033112582781457,0,0,0.175496688741722,0,0,0.00662251655629139,0.00662251655629139,0.0264900662251656,0.639072847682119,0.00662251655629139,0.033112582781457,0.0231788079470199,0.00993377483443709,0,0,0.0033112582781457,0,0,0,0,0,0.0033112582781457,0,0,0,0,0,0,0,0,0,0,0,0,0
525,3807,0.00334448160535117,0,0.0334448160535117,0,0,0,0.177257525083612,0,0,0.00334448160535117,0.00334448160535117,0.0167224080267559,0.702341137123746,0.0100334448160535,0.020066889632107,0.0234113712374582,0,0,0,0.00334448160535117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00334448160535117,0,0
545,4114,0,0.00336700336700337,0.0437710437710438,0,0,0,0.232323232323232,0,0.00336700336700337,0,0.00673400673400673,0.0168350168350168,0.619528619528619,0,0.0235690235690236,0.037037037037037,0,0,0,0,0,0,0,0,0.00336700336700337,0.00336700336700337,0,0,0,0,0.00336700336700337,0,0,0,0,0,0,0.00336700336700337,0
565,4420,0.00334448160535117,0,0.040133779264214,0,0,0.00334448160535117,0.224080267558528,0,0.00668896321070234,0.0167224080267559,0,0.0167224080267559,0.622073578595318,0.0133779264214047,0.0167224080267559,0.0301003344481605,0,0,0,0,0,0,0.00334448160535117,0,0,0.00334448160535117,0,0,0,0,0,0,0,0,0,0,0,0,0
585,4726,0,0,0.05,0,0,0.00333333333333333,0.303333333333333,0,0.00333333333333333,0.0133333333333333,0.00333333333333333,0.03,0.436666666666667,0.02,0.07,0.0333333333333333,0,0,0.00333333333333333,0.00333333333333333,0,0,0.00333333333333333,0.01,0.01,0,0,0,0,0.00333333333333333,0,0,0,0,0,0,0,0,0
595,4879,0,0,0.0369127516778524,0,0,0.00335570469798658,0.416107382550336,0,0,0.023489932885906,0.00335570469798658,0.0134228187919463,0.315436241610738,0.0369127516778524,0.100671140939597,0.0369127516778524,0,0,0.00671140939597315,0.00335570469798658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00335570469798658
605,NA,0,0,0.0301003344481605,0,0,0.00668896321070234,0.361204013377926,0,0.0100334448160535,0.0267558528428094,0.0100334448160535,0.0100334448160535,0.267558528428094,0.00668896321070234,0.130434782608696,0.117056856187291,0,0,0.00334448160535117,0.00334448160535117,0.00334448160535117,0,0,0,0,0.00668896321070234,0,0,0,0.00668896321070234,0,0,0,0,0,0,0,0,0
615,NA,0,0,0.0102739726027397,0,0,0.00342465753424658,0.441780821917808,0,0.00342465753424658,0.065068493150685,0.00342465753424658,0.0102739726027397,0.133561643835616,0.0342465753424658,0.157534246575342,0.106164383561644,0,0,0.00684931506849315,0.0102739726027397,0,0,0.00342465753424658,0.00342465753424658,0.00342465753424658,0,0,0.00342465753424658,0,0,0,0,0,0,0,0,0,0,0
