"sample.depths","sample.ages","Acer.saccharum.type","Acer.rubrum","Acer.saccharinum.type","Acer.undiff.","Ambrosia.type","Betula","Carya","Castanea","Amaranthaceae.undiff.","Cupressaceae","Cyperaceae","Ericaceae","Fagus","Fraxinus..tetracolpate.","Fraxinus..tricolpate.","Fraxinus.undiff.","Juglans.cinerea","Juglans.nigra","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Quercus","Rhus","Rumex","Salsola","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Xanthium","Alnus","Myrica","Populus","Poaceae","Plantago","Galium","Ilex","Platanus","Taxus","Thalictrum","Viburnum","Rosaceae","Cephalanthus","Liquidambar","Tilia","Nyssa","Morus","Corylus","Salix","Abies","Apiaceae","Artemisia","Sambucus","Rhamnaceae","Acer.negundo","Larix","Trees.undiff.","Urtica.type","Iva.xanthifolia.type","Cornus","Cannabaceae","Caryophyllaceae","Oxyria.digyna","Brassicaceae","Caprifoliaceae.undiff.","Celtis","Scrophulariaceae"
350,3738,0.0317796610169492,0.00847457627118644,0,0.00635593220338983,0.00211864406779661,0.101694915254237,0.048728813559322,0.0211864406779661,0,0.00847457627118644,0.0233050847457627,0.00211864406779661,0.0550847457627119,0.0211864406779661,0.00847457627118644,0.00211864406779661,0.00211864406779661,0,0.0148305084745763,0.00211864406779661,0.00635593220338983,0.00211864406779661,0.0444915254237288,0.50635593220339,0,0,0,0.0148305084745763,0.00211864406779661,0.0127118644067797,0,0.0275423728813559,0.00211864406779661,0.00423728813559322,0,0,0,0.00211864406779661,0,0,0.00423728813559322,0,0,0.00635593220338983,0,0,0,0,0,0,0,0,0.00211864406779661,0.00211864406779661,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,4251,0.0119047619047619,0,0,0,0,0.0785714285714286,0.0523809523809524,0,0,0.00476190476190476,0.0285714285714286,0,0.0761904761904762,0.0119047619047619,0.00238095238095238,0,0.00714285714285714,0,0.0214285714285714,0,0.00952380952380952,0.00714285714285714,0.0428571428571429,0.509523809523809,0,0,0,0.0142857142857143,0.00238095238095238,0.0285714285714286,0,0.030952380952381,0.0119047619047619,0.00714285714285714,0.00476190476190476,0,0,0,0.00952380952380952,0,0.00714285714285714,0,0,0,0,0.00238095238095238,0.00238095238095238,0.00238095238095238,0.00714285714285714,0.00238095238095238,0,0,0,0,0.00238095238095238,0,0,0,0,0,0,0,0,0,0,0,0,0
410,4508,0.0117924528301887,0.0070754716981132,0.00235849056603774,0,0,0.0660377358490566,0.080188679245283,0.00235849056603774,0.00235849056603774,0.00471698113207547,0.0212264150943396,0.00235849056603774,0.0613207547169811,0.0070754716981132,0.0212264150943396,0.00471698113207547,0.00235849056603774,0,0.0306603773584906,0,0.00235849056603774,0.0070754716981132,0.0495283018867925,0.495283018867925,0,0,0,0.00943396226415094,0.0070754716981132,0.0165094339622642,0,0.0330188679245283,0.0070754716981132,0.00235849056603774,0.0070754716981132,0,0,0,0.0070754716981132,0.00235849056603774,0.00471698113207547,0,0,0.00471698113207547,0.00235849056603774,0,0,0.00471698113207547,0.00235849056603774,0.00235849056603774,0,0,0,0,0.00235849056603774,0.00235849056603774,0,0,0,0,0,0,0,0,0,0,0,0
450,5018,0.0233100233100233,0.00233100233100233,0.00466200466200466,0,0,0.111888111888112,0.0512820512820513,0.0116550116550117,0,0.00466200466200466,0.00466200466200466,0,0.0769230769230769,0.0186480186480186,0.0116550116550117,0.00233100233100233,0.013986013986014,0,0.0163170163170163,0,0.006993006993007,0.00233100233100233,0.0303030303030303,0.498834498834499,0,0,0,0.013986013986014,0.00233100233100233,0.0186480186480186,0,0.0396270396270396,0.00466200466200466,0.00233100233100233,0.00233100233100233,0,0,0,0.00466200466200466,0.00466200466200466,0.006993006993007,0,0,0,0,0.00466200466200466,0,0,0.00233100233100233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,5270,0.0130151843817787,0,0,0.00433839479392625,0.00433839479392625,0.117136659436009,0.0390455531453362,0.00216919739696312,0,0.00433839479392625,0.00650759219088937,0,0.088937093275488,0.0151843817787419,0.0130151843817787,0,0.0195227765726681,0,0.0130151843817787,0.00216919739696312,0.00650759219088937,0.00433839479392625,0.0238611713665944,0.468546637744035,0,0,0,0.0303687635574837,0.00433839479392625,0.0260303687635575,0,0.0455531453362256,0,0.0130151843817787,0.0086767895878525,0,0,0,0.0086767895878525,0,0,0,0,0.00216919739696312,0,0.00650759219088937,0,0,0.00216919739696312,0,0.00216919739696312,0,0.00216919739696312,0,0,0,0.00216919739696312,0,0,0,0,0,0,0,0,0,0,0
490,5519,0.00806451612903226,0.00403225806451613,0.00403225806451613,0,0,0.0766129032258065,0.0282258064516129,0.0100806451612903,0,0.00604838709677419,0.0141129032258065,0,0.0967741935483871,0.0221774193548387,0.0221774193548387,0,0.0100806451612903,0,0.0100806451612903,0.00201612903225806,0.00806451612903226,0.00403225806451613,0.0423387096774194,0.439516129032258,0,0,0,0.0887096774193548,0.00201612903225806,0.0282258064516129,0,0.030241935483871,0.00201612903225806,0.00201612903225806,0.00201612903225806,0,0,0,0.0201612903225806,0,0.00201612903225806,0,0,0.00201612903225806,0,0.00201612903225806,0,0,0.00604838709677419,0,0.00201612903225806,0,0,0.00201612903225806,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,5764,0.0231660231660232,0.00193050193050193,0,0.00193050193050193,0.00193050193050193,0.1003861003861,0.0212355212355212,0.00386100386100386,0,0,0.00579150579150579,0,0.0984555984555985,0.0173745173745174,0.0212355212355212,0.00579150579150579,0.00579150579150579,0,0.00965250965250965,0.00193050193050193,0.00193050193050193,0.00386100386100386,0.0328185328185328,0.469111969111969,0,0,0,0.0984555984555985,0.00193050193050193,0.0193050193050193,0,0.0231660231660232,0,0.00386100386100386,0.00772200772200772,0,0,0,0.00965250965250965,0,0,0,0,0,0,0.00193050193050193,0.00386100386100386,0,0,0,0,0,0,0,0,0.00193050193050193,0,0,0,0,0,0,0,0,0,0,0,0
550,6239,0.0128440366972477,0.0018348623853211,0,0.0055045871559633,0.0018348623853211,0.0678899082568807,0.0330275229357798,0.0018348623853211,0.0018348623853211,0.0036697247706422,0.0146788990825688,0,0.121100917431193,0.0128440366972477,0.0146788990825688,0.0036697247706422,0.0091743119266055,0,0.0146788990825688,0.0018348623853211,0.0055045871559633,0.0036697247706422,0.0311926605504587,0.409174311926606,0.0018348623853211,0,0,0.115596330275229,0.0091743119266055,0.0201834862385321,0,0.0385321100917431,0,0.0018348623853211,0.0073394495412844,0,0,0,0.0165137614678899,0,0,0,0,0.0018348623853211,0,0,0.0018348623853211,0.0055045871559633,0.0018348623853211,0.0018348623853211,0,0,0,0,0,0.0018348623853211,0.0018348623853211,0,0,0,0,0,0,0,0,0,0,0
590,6692,0.0173913043478261,0.00217391304347826,0.00434782608695652,0.00217391304347826,0,0.130434782608696,0.0108695652173913,0.00217391304347826,0,0.00652173913043478,0.0195652173913043,0,0.143478260869565,0.00652173913043478,0.0130434782608696,0,0.00869565217391304,0,0.0239130434782609,0.00217391304347826,0.00434782608695652,0,0.0521739130434783,0.352173913043478,0,0,0,0.091304347826087,0.00652173913043478,0.0130434782608696,0.00217391304347826,0.0304347826086957,0,0,0.00434782608695652,0,0,0,0.0282608695652174,0,0,0,0,0.00217391304347826,0,0.00869565217391304,0,0.00217391304347826,0,0,0,0.00217391304347826,0.00217391304347826,0,0,0,0,0.00434782608695652,0,0,0,0,0,0,0,0,0,0
610,6909,0.0222222222222222,0.00185185185185185,0.00185185185185185,0.00185185185185185,0,0.124074074074074,0.0185185185185185,0.00185185185185185,0.0037037037037037,0,0.0148148148148148,0,0.185185185185185,0.0296296296296296,0.00925925925925926,0.00185185185185185,0.00555555555555556,0,0.0166666666666667,0.00185185185185185,0,0.0037037037037037,0.0296296296296296,0.198148148148148,0.0037037037037037,0,0,0.22037037037037,0,0.0166666666666667,0,0.0296296296296296,0,0,0.00185185185185185,0,0,0.0037037037037037,0.0240740740740741,0,0,0,0,0.0111111111111111,0,0.0148148148148148,0,0,0,0,0,0,0,0,0,0,0,0,0.00185185185185185,0,0,0,0,0,0,0,0,0
650,7323,0.0212765957446809,0.00567375886524823,0,0.00283687943262411,0.00141843971631206,0.107801418439716,0.0184397163120567,0.00141843971631206,0.00141843971631206,0.00141843971631206,0.0113475177304965,0,0.20709219858156,0.024113475177305,0.0170212765957447,0.00567375886524823,0.0113475177304965,0.00141843971631206,0.025531914893617,0,0,0.00567375886524823,0.0184397163120567,0.276595744680851,0.00141843971631206,0,0,0.160283687943262,0.00141843971631206,0.0141843971631206,0,0.0141843971631206,0.00141843971631206,0.00283687943262411,0.00141843971631206,0,0,0.00141843971631206,0.0184397163120567,0.00141843971631206,0,0,0,0.00283687943262411,0,0.00283687943262411,0,0.00283687943262411,0.00283687943262411,0,0.00141843971631206,0,0,0.00141843971631206,0,0,0,0,0,0.00141843971631206,0,0,0,0,0,0,0,0
690,7710,0.0186219739292365,0,0.00558659217877095,0,0.0037243947858473,0.0986964618249535,0.00931098696461825,0.00931098696461825,0,0.00186219739292365,0.00558659217877095,0,0.173184357541899,0.0223463687150838,0.0074487895716946,0,0.00558659217877095,0,0.0130353817504655,0,0.0037243947858473,0.00186219739292365,0.0204841713221601,0.327746741154562,0,0,0,0.152700186219739,0,0.0279329608938547,0,0.0335195530726257,0.00558659217877095,0,0.00186219739292365,0,0,0,0.0223463687150838,0.00186219739292365,0,0,0,0.00186219739292365,0,0.00186219739292365,0.00186219739292365,0.0037243947858473,0.00558659217877095,0.00186219739292365,0,0,0,0,0,0,0,0.0074487895716946,0,0,0.00186219739292365,0,0,0,0,0,0,0
710,7893,0.0170316301703163,0.0024330900243309,0,0,0.0024330900243309,0.143552311435523,0.0048661800486618,0,0,0.0024330900243309,0.0121654501216545,0,0.128953771289538,0.0170316301703163,0.0048661800486618,0,0,0,0.0097323600973236,0,0.0024330900243309,0.0024330900243309,0.0291970802919708,0.316301703163017,0,0,0,0.201946472019465,0,0.0170316301703163,0,0.0340632603406326,0.0024330900243309,0.0048661800486618,0,0,0,0,0.0267639902676399,0,0,0,0,0.0024330900243309,0,0.0024330900243309,0.0024330900243309,0,0,0.0024330900243309,0,0,0.0048661800486618,0,0,0,0,0,0.0024330900243309,0,0,0,0,0,0,0,0,0
750,8240,0.0092378752886836,0.0092378752886836,0,0,0.0046189376443418,0.069284064665127,0.0092378752886836,0.0046189376443418,0,0.0069284064665127,0.0161662817551963,0,0.124711316397229,0.0115473441108545,0.0069284064665127,0,0,0,0.0346420323325635,0.0023094688221709,0,0.0207852193995381,0.0808314087759815,0.321016166281755,0,0,0,0.159353348729792,0.0092378752886836,0.0277136258660508,0,0.0300230946882217,0.0069284064665127,0.0023094688221709,0.0046189376443418,0,0,0.0023094688221709,0.0023094688221709,0,0.0046189376443418,0,0,0,0,0.0046189376443418,0,0.0023094688221709,0.0046189376443418,0,0,0,0.0023094688221709,0,0,0,0.0023094688221709,0,0.0023094688221709,0,0,0,0,0,0,0,0,0
790,8566,0.0104166666666667,0.00208333333333333,0,0,0.00416666666666667,0.05625,0,0,0,0,0.00833333333333333,0,0.0770833333333333,0.0104166666666667,0.00625,0,0,0,0.0229166666666667,0.00208333333333333,0.0270833333333333,0.0458333333333333,0.0645833333333333,0.447916666666667,0,0,0,0.108333333333333,0.00416666666666667,0.0145833333333333,0,0.05,0.00416666666666667,0.0104166666666667,0.00416666666666667,0,0,0,0.00416666666666667,0,0,0,0,0.00416666666666667,0,0.00416666666666667,0,0,0,0,0.00208333333333333,0,0,0,0,0,0.00208333333333333,0,0,0,0,0.00208333333333333,0,0,0,0,0,0
810,8723,0.0107095046854083,0.00267737617135207,0,0.00669344042838019,0.00937081659973226,0.0602409638554217,0.00133868808567604,0.00133868808567604,0.00133868808567604,0.00267737617135207,0.0107095046854083,0,0.073627844712182,0.00401606425702811,0.0174029451137885,0,0,0,0.0254350736278447,0.00133868808567604,0.00401606425702811,0.0174029451137885,0.0896921017402945,0.41231593038822,0,0,0,0.152610441767068,0.00267737617135207,0.0133868808567604,0,0.0401606425702811,0,0.00669344042838019,0.00535475234270415,0,0,0.00267737617135207,0.00937081659973226,0,0.00133868808567604,0.00133868808567604,0,0.00133868808567604,0,0,0,0,0.00267737617135207,0,0,0,0,0,0,0,0.00803212851405622,0,0,0,0,0,0,0,0,0,0,0
850,9030,0.00404858299595142,0.00202429149797571,0.00202429149797571,0,0.00809716599190283,0.0222672064777328,0.00202429149797571,0.00202429149797571,0.00202429149797571,0.00202429149797571,0.00202429149797571,0,0.0445344129554656,0.00404858299595142,0.0182186234817814,0,0.00202429149797571,0,0.0202429149797571,0.00809716599190283,0.00607287449392713,0.0404858299595142,0.117408906882591,0.48582995951417,0,0,0,0.105263157894737,0.00404858299595142,0.0202429149797571,0,0.034412955465587,0.00202429149797571,0.00809716599190283,0.00404858299595142,0,0,0,0.0101214574898785,0,0.00202429149797571,0,0,0,0,0.00202429149797571,0,0.00404858299595142,0,0,0.00202429149797571,0,0.00404858299595142,0,0,0,0,0,0.00202429149797571,0,0,0,0,0,0,0,0,0
890,9337,0.00583090379008746,0.00291545189504373,0,0.00583090379008746,0.00583090379008746,0.0845481049562682,0.00291545189504373,0,0.00291545189504373,0.00291545189504373,0.0087463556851312,0,0.0291545189504373,0.00583090379008746,0.00291545189504373,0,0,0,0.0145772594752187,0.00583090379008746,0.00583090379008746,0.0466472303206997,0.119533527696793,0.501457725947522,0,0,0,0.043731778425656,0.00583090379008746,0.0233236151603499,0,0.0262390670553936,0.00291545189504373,0.00583090379008746,0.00583090379008746,0,0,0,0.00291545189504373,0,0,0,0,0,0,0.00291545189504373,0,0,0.0087463556851312,0,0,0,0,0,0,0,0.0174927113702624,0,0,0,0,0,0,0,0,0,0,0
910,9494,0.00651465798045603,0,0,0,0.0130293159609121,0.0651465798045603,0.00325732899022801,0.00325732899022801,0.00325732899022801,0.00325732899022801,0.0130293159609121,0,0.0293159609120521,0.0162866449511401,0.0293159609120521,0,0,0,0.0358306188925081,0.00325732899022801,0.0260586319218241,0.0521172638436482,0.11400651465798,0.407166123778502,0,0,0,0.0781758957654723,0,0.00977198697068404,0,0.0390879478827362,0.00651465798045603,0.00325732899022801,0.00651465798045603,0,0,0,0.00651465798045603,0,0,0.00977198697068404,0,0,0,0.00325732899022801,0,0,0,0,0.00651465798045603,0,0.00325732899022801,0,0,0,0,0,0,0,0.00325732899022801,0,0,0,0,0,0,0
950,9828,0.00419287211740042,0,0,0.00209643605870021,0.00209643605870021,0.0649895178197065,0.00209643605870021,0.00419287211740042,0,0,0.00209643605870021,0,0,0.00419287211740042,0.0125786163522013,0,0,0,0.0293501048218029,0.010482180293501,0.0293501048218029,0.10272536687631,0.159329140461216,0.417190775681342,0.00209643605870021,0,0,0.0587002096436059,0.00628930817610063,0.00838574423480084,0,0.0314465408805031,0.0167714884696017,0.00838574423480084,0.00419287211740042,0,0,0,0.00209643605870021,0,0,0,0,0,0,0,0,0,0.00209643605870021,0.00419287211740042,0,0,0.00419287211740042,0,0.00209643605870021,0,0,0,0,0,0,0.00209643605870021,0,0,0,0,0,0
980,10103,0.0099009900990099,0,0,0.00742574257425743,0,0.0618811881188119,0,0.00247524752475248,0,0,0.0099009900990099,0.00247524752475248,0.00495049504950495,0.00742574257425743,0.0173267326732673,0,0,0,0.0321782178217822,0.0148514851485149,0.00742574257425743,0.101485148514851,0.232673267326733,0.245049504950495,0,0,0,0.121287128712871,0.00247524752475248,0.0222772277227723,0,0.0371287128712871,0.00742574257425743,0.0198019801980198,0.00742574257425743,0,0,0,0.00495049504950495,0,0,0,0,0,0,0.00247524752475248,0,0.00247524752475248,0.00742574257425743,0,0.00247524752475248,0,0,0,0,0,0.00495049504950495,0,0,0,0,0,0,0,0,0,0,0
1010,10410,0,0,0.00191570881226054,0.00574712643678161,0,0.0402298850574713,0.00383141762452107,0,0,0,0.00191570881226054,0,0,0.0210727969348659,0.00957854406130268,0,0,0,0.0191570881226054,0.00766283524904215,0.024904214559387,0.168582375478927,0.254789272030651,0.258620689655172,0,0,0,0.126436781609195,0.00383141762452107,0.0229885057471264,0,0.0114942528735632,0,0.00191570881226054,0.00383141762452107,0,0,0,0.00191570881226054,0,0,0,0.00191570881226054,0,0,0,0,0,0.00191570881226054,0,0.00574712643678161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050,10887,0.0021551724137931,0.0021551724137931,0,0,0.00646551724137931,0.0301724137931034,0.0021551724137931,0.0021551724137931,0,0.00431034482758621,0.0150862068965517,0.0021551724137931,0,0.00862068965517241,0.0150862068965517,0,0,0,0.0193965517241379,0.0172413793103448,0.0150862068965517,0.146551724137931,0.321120689655172,0.206896551724138,0,0,0,0.0775862068965517,0.00431034482758621,0.0129310344827586,0,0.040948275862069,0.00431034482758621,0.0021551724137931,0.00431034482758621,0,0,0.0021551724137931,0.0021551724137931,0,0.0021551724137931,0,0.0021551724137931,0,0,0.0021551724137931,0,0.00431034482758621,0.00431034482758621,0.00862068965517241,0.00646551724137931,0,0,0,0,0,0,0,0,0,0,0.0021551724137931,0,0,0,0,0,0
1090,11467,0.00514800514800515,0,0,0.00128700128700129,0.00257400257400257,0.0437580437580438,0,0,0,0,0.00514800514800515,0,0,0.00514800514800515,0.00386100386100386,0,0.00128700128700129,0,0.018018018018018,0.0321750321750322,0.0154440154440154,0.261261261261261,0.284427284427284,0.217503217503217,0,0,0,0.0514800514800515,0.00257400257400257,0.0128700128700129,0,0.0115830115830116,0,0,0.00386100386100386,0,0,0,0,0,0,0,0,0.00128700128700129,0,0,0,0,0.00128700128700129,0.00128700128700129,0.0167310167310167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110,11806,0.016,0,0,0.00228571428571429,0,0.056,0,0.00114285714285714,0,0.00228571428571429,0.00228571428571429,0,0,0.0102857142857143,0.0125714285714286,0,0,0,0.0365714285714286,0.0502857142857143,0.0125714285714286,0.235428571428571,0.248,0.217142857142857,0,0,0,0.0102857142857143,0,0.0102857142857143,0,0.0365714285714286,0.00228571428571429,0.00571428571428571,0.00457142857142857,0,0,0.00114285714285714,0.00114285714285714,0,0,0,0,0,0,0,0,0.00114285714285714,0.00457142857142857,0.00228571428571429,0.0148571428571429,0,0,0,0,0,0.00228571428571429,0,0,0,0,0,0,0,0,0,0,0
1130,12183,0.0264765784114053,0.00407331975560081,0,0.00407331975560081,0,0.0957230142566191,0.00610997963340122,0,0,0,0.00610997963340122,0,0.00203665987780041,0.00610997963340122,0.0183299389002037,0,0.00407331975560081,0,0.0142566191446029,0.010183299389002,0.0142566191446029,0.209775967413442,0.334012219959267,0.152749490835031,0,0,0,0,0.00203665987780041,0.0122199592668024,0,0.0183299389002037,0,0.0183299389002037,0.00407331975560081,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010183299389002,0,0.0244399185336049,0,0.00203665987780041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1150,12603,0.00251256281407035,0,0,0,0,0.150753768844221,0,0,0,0.0100502512562814,0.0226130653266332,0,0,0,0.0050251256281407,0,0.00251256281407035,0,0.0100502512562814,0.246231155778894,0.0402010050251256,0.0402010050251256,0.120603015075377,0.0251256281407035,0,0,0,0.00251256281407035,0.00251256281407035,0.00753768844221105,0,0.183417085427136,0.0050251256281407,0.0527638190954774,0.0050251256281407,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0050251256281407,0.00753768844221105,0.0376884422110553,0,0,0,0,0,0.0150753768844221,0,0,0,0,0,0,0,0,0,0,0
