"sample.depths","sample.ages","Abies","Ambrosia.type","Betula","Carya","Asteraceae.undiff.","Corylus","Cupressaceae","Cyperaceae","Herbs.undiff.","Ostrya.Carpinus","Quercus","Salix","Tilia","Ulmus","Acer","Fraxinus","Juglans","Pinus","Amaranthaceae","Poaceae","Picea","Alnus","Artemisia","Larix"
187,7587,0.0168269230769231,0.0721153846153846,0.00240384615384615,0.0264423076923077,0.00240384615384615,0.00961538461538462,0,0.221153846153846,0.00480769230769231,0.0144230769230769,0.185096153846154,0.0120192307692308,0.00240384615384615,0.0552884615384615,0.0144230769230769,0,0.00480769230769231,0.221153846153846,0.0240384615384615,0.105769230769231,0,0,0.00480769230769231,0
195,7813,0.0182926829268293,0.076219512195122,0,0.00914634146341463,0.024390243902439,0,0.00609756097560976,0.396341463414634,0.00304878048780488,0.0121951219512195,0.048780487804878,0,0.0121951219512195,0.0213414634146341,0,0.00609756097560976,0.00609756097560976,0.24390243902439,0.0304878048780488,0.0853658536585366,0,0,0,0
201,7983,0.019047619047619,0.0698412698412698,0,0.00317460317460317,0.019047619047619,0.00317460317460317,0,0.419047619047619,0,0,0.0634920634920635,0,0,0.0317460317460317,0.019047619047619,0,0,0.222222222222222,0.0317460317460317,0.0761904761904762,0,0.0126984126984127,0.00952380952380952,0
207,8153,0.00533333333333333,0.224,0.00533333333333333,0.00533333333333333,0.0213333333333333,0.008,0,0.322666666666667,0.00266666666666667,0,0.106666666666667,0.016,0.0106666666666667,0.016,0.0106666666666667,0,0,0.173333333333333,0.0106666666666667,0.0533333333333333,0.00533333333333333,0.00266666666666667,0,0
213,8435,0.00484261501210654,0.232445520581114,0,0.00968523002421308,0.0242130750605327,0.00484261501210654,0.00242130750605327,0.343825665859564,0.00726392251815981,0,0.0484261501210654,0,0.0169491525423729,0,0,0,0.00242130750605327,0.164648910411622,0.0145278450363196,0.116222760290557,0,0,0.00726392251815981,0
220,8765,0.0205479452054795,0.0205479452054795,0.00273972602739726,0.0328767123287671,0.00684931506849315,0.0150684931506849,0.00684931506849315,0.161643835616438,0.00410958904109589,0.0232876712328767,0.138356164383562,0.0136986301369863,0,0.0698630136986301,0.010958904109589,0.00273972602739726,0.00410958904109589,0.257534246575342,0.00273972602739726,0.0452054794520548,0.00547945205479452,0.141095890410959,0.00273972602739726,0.010958904109589
228,9142,0.014792899408284,0.103550295857988,0,0.014792899408284,0.0118343195266272,0,0,0.387573964497041,0,0,0.0591715976331361,0,0.00887573964497041,0.00887573964497041,0.0029585798816568,0.00887573964497041,0,0.183431952662722,0.0384615384615385,0.14792899408284,0,0,0.00887573964497041,0
236,9518,0.0273972602739726,0.095890410958904,0,0.00547945205479452,0,0,0,0.386301369863014,0.00273972602739726,0.00273972602739726,0.095890410958904,0,0.00547945205479452,0,0.0219178082191781,0,0.00547945205479452,0.191780821917808,0.0273972602739726,0.0931506849315069,0.010958904109589,0,0.0273972602739726,0
243,9848,0.0208955223880597,0.0776119402985075,0,0.00298507462686567,0.0298507462686567,0.00298507462686567,0.00895522388059702,0.394029850746269,0.00298507462686567,0.00298507462686567,0.0925373134328358,0.00597014925373134,0.00298507462686567,0.00597014925373134,0.0298507462686567,0.00597014925373134,0.00298507462686567,0.185074626865672,0.0298507462686567,0.0716417910447761,0.017910447761194,0.00597014925373134,0,0
250,10177,0.0189873417721519,0.0822784810126582,0.00949367088607595,0.0158227848101266,0.00632911392405063,0,0.00316455696202532,0.382911392405063,0.00316455696202532,0,0.139240506329114,0.00949367088607595,0.00316455696202532,0.0158227848101266,0.00316455696202532,0.00632911392405063,0,0.174050632911392,0.00949367088607595,0.0949367088607595,0.0158227848101266,0.00632911392405063,0,0
256,10460,0.026246719160105,0.078740157480315,0.0131233595800525,0.005249343832021,0.031496062992126,0.0026246719160105,0,0.393700787401575,0,0,0.0918635170603675,0.0078740157480315,0,0.010498687664042,0,0.015748031496063,0.010498687664042,0.152230971128609,0.031496062992126,0.0918635170603675,0.020997375328084,0.0026246719160105,0.0078740157480315,0.005249343832021
262,10741,0.026578073089701,0.12624584717608,0.00664451827242525,0.00664451827242525,0.026578073089701,0.00664451827242525,0,0.239202657807309,0.00332225913621262,0.00332225913621262,0.0697674418604651,0.0132890365448505,0.0132890365448505,0.00996677740863787,0,0.0199335548172757,0,0.169435215946844,0.0199335548172757,0.116279069767442,0.0730897009966777,0.0166112956810631,0,0.0332225913621262
266,10929,0.013986013986014,0.0034965034965035,0.034965034965035,0,0.0034965034965035,0,0,0.0944055944055944,0.0034965034965035,0,0.0244755244755245,0,0,0.0104895104895105,0,0.006993006993007,0,0.097902097902098,0.0034965034965035,0.041958041958042,0.56993006993007,0.013986013986014,0,0.0769230769230769
271,11072,0,0,0.0254237288135593,0,0,0,0,0.13135593220339,0,0,0.00847457627118644,0,0,0,0,0.00423728813559322,0,0.076271186440678,0,0.0338983050847458,0.669491525423729,0,0,0.0508474576271186
276,11215,0,0,0.0208333333333333,0,0,0,0,0.138888888888889,0.00694444444444444,0,0,0,0,0,0,0.00694444444444444,0,0.0416666666666667,0,0.0520833333333333,0.690972222222222,0.0173611111111111,0,0.0243055555555556
281,11359,0,0.00803212851405622,0.0321285140562249,0,0,0,0,0.0803212851405622,0.00401606425702811,0,0,0,0,0.00401606425702811,0,0.00803212851405622,0,0.0321285140562249,0,0.0481927710843374,0.751004016064257,0,0,0.0321285140562249
296,11789,0.00547945205479452,0,0.0383561643835616,0,0,0,0,0.0602739726027397,0,0,0.00821917808219178,0,0,0.0136986301369863,0,0.00821917808219178,0,0.0191780821917808,0.00821917808219178,0.0383561643835616,0.756164383561644,0.0191780821917808,0.00273972602739726,0.0219178082191781
299,11875,0,0.00273972602739726,0.0465753424657534,0,0,0,0,0.063013698630137,0,0,0.00547945205479452,0,0,0,0,0.00273972602739726,0,0.0328767123287671,0,0.0273972602739726,0.791780821917808,0.00273972602739726,0,0.0246575342465753
301,11932,0.00711743772241993,0.00711743772241993,0.0284697508896797,0,0,0,0,0.110320284697509,0,0,0.0106761565836299,0,0,0,0,0,0,0.0320284697508897,0,0.0427046263345196,0.725978647686833,0,0,0.0355871886120996
307,12104,0,0.0240963855421687,0.036144578313253,0,0.00602409638554217,0,0,0.0903614457831325,0,0,0,0,0,0,0,0.0120481927710843,0,0.0180722891566265,0,0.0602409638554217,0.713855421686747,0.0120481927710843,0,0.0271084337349398
