"sample.depths","sample.ages","Abies","Betula","Carya","Corylus","Cupressaceae","Fagus","Fraxinus.undiff.","Ostrya.Carpinus","Picea","Quercus","Tilia","Tsuga","Ulmus","Alnus","Fraxinus.americana.type","Acer.saccharum","Pinus.strobus","Pinus.banksiana.P..resinosa","Artemisia","Platanus","Asteraceae.subf..Asteroideae.undiff.","Fraxinus.nigra","Cyperaceae","Ericaceae","Poaceae","Larix","Ambrosia","Populus","Salix","Myrica","Juglans.cinerea","Juglans.nigra","Amaranthaceae","Ranunculus","Iva.annua","Shepherdia.canadensis","Rumex"
165,9557,0,0.0891089108910891,0,0,0.0247524752475248,0.00495049504950495,0.00495049504950495,0.0099009900990099,0.00495049504950495,0.0693069306930693,0,0,0.0297029702970297,0.0148514851485149,0,0.0099009900990099,0.396039603960396,0.321782178217822,0,0,0,0.00495049504950495,0,0,0.00495049504950495,0,0,0,0.00495049504950495,0.00495049504950495,0,0,0,0,0,0,0
170,9784,0.00490196078431373,0.0588235294117647,0.0147058823529412,0,0.00490196078431373,0.00980392156862745,0.0196078431372549,0.0245098039215686,0,0.0686274509803922,0,0.00490196078431373,0.0147058823529412,0.00980392156862745,0,0.00490196078431373,0.254901960784314,0.450980392156863,0,0,0,0.0196078431372549,0.0147058823529412,0,0.00490196078431373,0,0,0.00980392156862745,0.00490196078431373,0,0,0,0,0,0,0,0
174,9965,0.00483091787439614,0.0772946859903382,0,0,0.0338164251207729,0,0.0338164251207729,0.00483091787439614,0.00483091787439614,0.0628019323671498,0,0.00966183574879227,0.0338164251207729,0.0289855072463768,0.00966183574879227,0.00483091787439614,0.0579710144927536,0.555555555555556,0,0.00966183574879227,0.00483091787439614,0.0241545893719807,0.00966183574879227,0,0.0144927536231884,0.00483091787439614,0,0.00966183574879227,0,0,0,0,0,0,0,0,0
180,10236,0.00985221674876847,0.0344827586206897,0,0,0.0246305418719212,0,0.0147783251231527,0.00492610837438424,0.0443349753694581,0.0394088669950739,0,0.00985221674876847,0.0147783251231527,0.00985221674876847,0,0,0.0344827586206897,0.689655172413793,0.00492610837438424,0.00492610837438424,0.00492610837438424,0.0147783251231527,0,0,0,0,0.00492610837438424,0.0197044334975369,0.00985221674876847,0,0.00492610837438424,0,0,0,0,0,0
185,10463,0,0.050251256281407,0.0100502512562814,0,0.0552763819095477,0,0.0050251256281407,0.0050251256281407,0.0904522613065327,0.0301507537688442,0,0.0050251256281407,0.0351758793969849,0,0,0.0050251256281407,0.0100502512562814,0.653266331658292,0.0050251256281407,0,0,0.0050251256281407,0,0,0,0,0,0.0201005025125628,0.0050251256281407,0,0,0.0050251256281407,0.0050251256281407,0,0,0,0
190,10689,0.0104712041884817,0.099476439790576,0,0,0.162303664921466,0,0.00523560209424084,0.0157068062827225,0.178010471204188,0.0785340314136126,0,0,0.00523560209424084,0,0,0.0104712041884817,0.0261780104712042,0.235602094240838,0.00523560209424084,0,0.00523560209424084,0.00523560209424084,0.0157068062827225,0,0.0157068062827225,0.00523560209424084,0.00523560209424084,0.099476439790576,0,0.00523560209424084,0.0104712041884817,0,0,0,0,0,0
195,10916,0,0.0829268292682927,0.0048780487804878,0,0.15609756097561,0,0.024390243902439,0.0146341463414634,0.219512195121951,0.0634146341463415,0,0,0.0292682926829268,0.0097560975609756,0,0,0.0097560975609756,0.15609756097561,0.0097560975609756,0,0.0048780487804878,0.024390243902439,0.0439024390243902,0,0.0097560975609756,0,0,0.097560975609756,0.0097560975609756,0.024390243902439,0,0,0,0.0048780487804878,0,0,0
200,11142,0,0.103960396039604,0,0,0.118811881188119,0,0.0099009900990099,0,0.306930693069307,0.0693069306930693,0,0.0099009900990099,0.0297029702970297,0.0198019801980198,0.0099009900990099,0,0.0247524752475248,0.113861386138614,0.0099009900990099,0,0,0,0.0346534653465347,0,0,0,0,0.103960396039604,0.0198019801980198,0.00495049504950495,0.00495049504950495,0,0,0,0.00495049504950495,0,0
205,11369,0,0.0495049504950495,0,0,0.113861386138614,0,0.0099009900990099,0.00495049504950495,0.311881188118812,0.0445544554455446,0,0.00495049504950495,0.0198019801980198,0.00495049504950495,0,0.00495049504950495,0.143564356435644,0.0297029702970297,0.0148514851485149,0,0.00495049504950495,0.0099009900990099,0.0247524752475248,0,0.00495049504950495,0,0,0.188118811881188,0.00495049504950495,0.00495049504950495,0,0,0,0,0,0,0
210,NA,0.01,0.105,0,0,0.11,0,0,0.005,0.08,0.025,0,0,0.015,0.01,0,0,0.015,0.105,0.005,0,0,0,0.02,0,0.015,0,0,0.45,0.02,0,0.005,0,0.005,0,0,0,0
215,NA,0,0.31,0.005,0,0.095,0,0.005,0,0.065,0.025,0,0.005,0.025,0.01,0,0,0,0.14,0.015,0,0.005,0.005,0.095,0,0.02,0,0,0.105,0.065,0,0.005,0,0,0,0,0,0
220,NA,0,0.195,0,0,0.015,0,0,0,0.06,0.02,0,0.015,0.02,0.025,0,0,0.01,0.29,0.04,0,0.005,0,0.205,0.005,0.02,0,0.005,0.01,0.055,0,0,0,0,0,0,0.005,0
225,NA,0.01,0.13,0,0,0.02,0,0,0,0.065,0.035,0,0.015,0.035,0.05,0,0,0.01,0.285,0.035,0,0.015,0,0.21,0,0.015,0,0.01,0.015,0.04,0,0,0,0,0,0,0,0.005
230,NA,0,0.253731343283582,0,0,0.0895522388059701,0,0.00497512437810945,0,0.0746268656716418,0.0398009950248756,0,0.0099502487562189,0.0099502487562189,0.0447761194029851,0,0,0.0149253731343284,0.203980099502488,0.0099502487562189,0,0.00497512437810945,0.00497512437810945,0.144278606965174,0.0099502487562189,0.0149253731343284,0,0.00497512437810945,0.00497512437810945,0.054726368159204,0,0,0,0,0,0,0,0
