"sample.depths","sample.ages","Abies","Acer.rubrum","Acer.saccharum.type","Alnus","Arceuthobium","Betula","Carya","Celtis","Corylus","Cupressaceae","Ephedra.nevadensis.type","Ericaceae","Fagus","Fraxinus","Juglans.cinerea","Juglans.nigra","Larix","Morus","Myrica","Ostrya","Picea","Pinus","Platanus","Populus","Quercus","Salix","Shepherdia.argentea","Shepherdia.canadensis","Taxus","Tilia","Tsuga","Ulmus","Vitis","Ambrosia","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Caryophyllaceae","Chenopodiineae","Cyperaceae","Iva.annua.type","Onagraceae","Plantago","Poaceae","Ranunculus","Rosaceae.undiff.","Rumex","Sanguisorba","Thalictrum"
160,1747,0,0,0.0531400966183575,0.00483091787439614,0,0.101449275362319,0.00966183574879227,0,0,0.0917874396135266,0,0,0.14975845410628,0.0434782608695652,0,0,0.0289855072463768,0,0,0.0531400966183575,0.00483091787439614,0.144927536231884,0.00483091787439614,0,0.183574879227053,0,0,0,0,0.00483091787439614,0.0483091787439614,0.0434782608695652,0,0,0,0.00483091787439614,0,0,0,0.0241545893719807,0,0,0,0,0,0,0,0,0
170,1864,0.00490196078431373,0,0.0637254901960784,0,0,0.088235294117647,0.0245098039215686,0,0,0.00490196078431373,0,0,0.254901960784314,0.0343137254901961,0.00490196078431373,0,0.0147058823529412,0,0,0.0588235294117647,0.00490196078431373,0.137254901960784,0,0.00490196078431373,0.147058823529412,0,0,0,0,0.0196078431372549,0.0392156862745098,0.0735294117647059,0,0,0,0,0,0,0,0.00980392156862745,0,0,0,0.00490196078431373,0,0,0.00490196078431373,0,0
180,1981,0,0,0.0780487804878049,0.0048780487804878,0,0.0926829268292683,0.0146341463414634,0,0,0.0634146341463415,0,0,0.234146341463415,0.0292682926829268,0.0097560975609756,0,0.0292682926829268,0,0,0.0585365853658537,0,0.131707317073171,0,0.0146341463414634,0.0926829268292683,0,0,0,0,0.0146341463414634,0.0536585365853659,0.0585365853658537,0,0,0,0,0,0,0,0.0195121951219512,0,0,0,0,0,0,0,0,0
190,2100,0,0,0.04739336492891,0.014218009478673,0,0.09478672985782,0.014218009478673,0,0,0.014218009478673,0,0,0.218009478672986,0.033175355450237,0.004739336492891,0,0.028436018957346,0,0,0.028436018957346,0.004739336492891,0.218009478672986,0,0.004739336492891,0.09478672985782,0,0,0,0,0.042654028436019,0.0568720379146919,0.04739336492891,0,0,0,0,0,0,0,0.023696682464455,0,0,0,0.004739336492891,0,0,0,0,0.004739336492891
200,2220,0.00471698113207547,0,0.0613207547169811,0,0,0.136792452830189,0.0141509433962264,0,0,0.0235849056603774,0,0,0.221698113207547,0.0566037735849057,0.00471698113207547,0,0.0141509433962264,0,0,0.0849056603773585,0,0.160377358490566,0,0,0.0660377358490566,0,0,0,0,0.00471698113207547,0.0424528301886792,0.0471698113207547,0,0,0,0.00471698113207547,0,0,0,0.0377358490566038,0,0,0,0.0141509433962264,0,0,0,0,0
210,2341,0.004739336492891,0,0.0521327014218009,0.009478672985782,0,0.104265402843602,0.009478672985782,0,0,0.018957345971564,0,0,0.184834123222749,0.033175355450237,0.009478672985782,0,0.018957345971564,0,0,0.099526066350711,0.009478672985782,0.123222748815166,0,0,0.0663507109004739,0,0,0,0.004739336492891,0.033175355450237,0.0710900473933649,0.109004739336493,0,0,0,0,0,0,0,0.028436018957346,0,0,0,0.009478672985782,0,0,0,0,0
220,2463,0,0,0.108490566037736,0.00943396226415094,0,0.108490566037736,0.00471698113207547,0,0,0.0660377358490566,0,0,0.297169811320755,0.0518867924528302,0,0,0.00471698113207547,0,0,0.0283018867924528,0.0141509433962264,0.0849056603773585,0,0,0.070754716981132,0,0,0,0,0.00943396226415094,0.0471698113207547,0.0471698113207547,0,0,0,0.00471698113207547,0,0,0.00471698113207547,0.0330188679245283,0,0,0,0.00471698113207547,0,0,0,0,0
230,2587,0.00485436893203883,0,0.0776699029126214,0,0,0.106796116504854,0.0145631067961165,0,0,0.0242718446601942,0,0,0.242718446601942,0.0485436893203883,0,0,0.00485436893203883,0,0,0.0436893203883495,0.00970873786407767,0.135922330097087,0,0,0.0825242718446602,0,0,0,0,0.00970873786407767,0.101941747572816,0.0631067961165049,0,0,0,0,0,0,0,0.0194174757281553,0,0,0,0.00970873786407767,0,0,0,0,0
240,2712,0,0,0.0666666666666667,0.00952380952380952,0,0.133333333333333,0.00952380952380952,0,0.00476190476190476,0.0428571428571429,0,0,0.280952380952381,0.0571428571428571,0,0,0,0,0,0.0523809523809524,0,0.0714285714285714,0.00476190476190476,0,0.0619047619047619,0,0,0,0,0.0380952380952381,0.0523809523809524,0.080952380952381,0,0,0,0,0,0,0,0.019047619047619,0,0,0,0.0142857142857143,0,0,0,0,0
250,2838,0,0,0.0821256038647343,0.00483091787439614,0,0.0821256038647343,0,0.00483091787439614,0,0.0531400966183575,0,0,0.188405797101449,0.0144927536231884,0.00483091787439614,0,0.0289855072463768,0,0,0.0434782608695652,0.0144927536231884,0.130434782608696,0.00966183574879227,0,0.144927536231884,0.00483091787439614,0,0,0,0.0289855072463768,0.0531400966183575,0.0821256038647343,0,0.00483091787439614,0,0,0,0,0,0.0144927536231884,0,0,0,0.00483091787439614,0,0,0,0,0
260,2966,0,0,0.0776699029126214,0.00485436893203883,0,0.106796116504854,0,0,0,0.0776699029126214,0,0,0.223300970873786,0.0194174757281553,0,0,0,0,0,0.0485436893203883,0.00970873786407767,0.155339805825243,0,0.00485436893203883,0.0776699029126214,0,0,0,0,0.0194174757281553,0.087378640776699,0.0631067961165049,0,0.00970873786407767,0,0,0,0,0.00485436893203883,0.00970873786407767,0,0,0,0,0,0,0,0,0
270,3096,0,0,0.0634146341463415,0.0097560975609756,0,0.0878048780487805,0,0,0,0.0146341463414634,0,0,0.204878048780488,0.0097560975609756,0.0097560975609756,0,0.0195121951219512,0,0,0.0585365853658537,0.0195121951219512,0.190243902439024,0.0048780487804878,0.0048780487804878,0.117073170731707,0,0,0,0,0.0146341463414634,0.0926829268292683,0.0634146341463415,0,0.0097560975609756,0,0,0,0,0,0,0,0,0,0.0048780487804878,0,0,0,0,0
280,3227,0.00485436893203883,0,0.150485436893204,0.0145631067961165,0,0.0970873786407767,0.0194174757281553,0,0,0.0679611650485437,0,0,0.174757281553398,0.0388349514563107,0,0,0.00485436893203883,0,0,0.101941747572816,0,0.106796116504854,0,0,0.111650485436893,0,0,0,0,0.0145631067961165,0.0242718446601942,0.0533980582524272,0,0.00485436893203883,0,0.00485436893203883,0,0,0,0.00485436893203883,0,0,0,0,0,0,0,0,0
290,3359,0,0,0.0780487804878049,0.0048780487804878,0,0.0634146341463415,0.0048780487804878,0,0,0.146341463414634,0,0,0.15609756097561,0.0341463414634146,0.0048780487804878,0,0.024390243902439,0,0,0.0634146341463415,0,0.117073170731707,0,0.0048780487804878,0.126829268292683,0,0,0,0,0.0048780487804878,0.0829268292682927,0.0585365853658537,0,0.0048780487804878,0,0,0.0048780487804878,0,0,0.0097560975609756,0,0,0,0.0048780487804878,0,0,0,0,0
300,3494,0,0,0.0637254901960784,0.0196078431372549,0,0.127450980392157,0,0,0,0.137254901960784,0,0,0.127450980392157,0.0441176470588235,0,0,0.0147058823529412,0,0,0.0392156862745098,0.00490196078431373,0.122549019607843,0.00980392156862745,0,0.161764705882353,0,0,0,0,0.00490196078431373,0.0686274509803922,0.053921568627451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,3630,0,0,0.120772946859903,0.00966183574879227,0,0.0628019323671498,0,0,0,0.0193236714975845,0,0,0.198067632850242,0.0386473429951691,0,0,0.00966183574879227,0,0,0.0241545893719807,0.00483091787439614,0.144927536231884,0,0,0.202898550724638,0,0,0,0,0.00966183574879227,0.0531400966183575,0.0772946859903382,0,0,0,0,0.00483091787439614,0,0.00483091787439614,0.00966183574879227,0,0,0,0.00483091787439614,0,0,0,0,0
320,3768,0,0,0.0394088669950739,0.00492610837438424,0,0.083743842364532,0,0,0,0.123152709359606,0,0,0.182266009852217,0.0689655172413793,0.00985221674876847,0,0.00492610837438424,0,0,0.0443349753694581,0.0147783251231527,0.103448275862069,0.00492610837438424,0,0.16256157635468,0,0,0,0,0.0147783251231527,0.0640394088669951,0.0640394088669951,0,0.00492610837438424,0,0,0,0,0,0,0,0,0,0.00492610837438424,0,0,0,0,0
330,3908,0,0,0.12807881773399,0,0,0.12807881773399,0.00985221674876847,0,0,0.0788177339901478,0,0,0.197044334975369,0.0394088669950739,0,0.00492610837438424,0.00492610837438424,0,0,0.0541871921182266,0,0.12807881773399,0.00492610837438424,0.00492610837438424,0.118226600985222,0,0,0,0,0.0197044334975369,0.0197044334975369,0.0443349753694581,0,0.00492610837438424,0,0,0,0,0,0.00492610837438424,0,0,0,0.00492610837438424,0,0,0,0,0
340,4050,0.00478468899521531,0,0.110047846889952,0.0143540669856459,0,0.0669856459330144,0.00478468899521531,0,0.00478468899521531,0.090909090909091,0,0,0.196172248803828,0.0239234449760766,0,0,0.0239234449760766,0,0,0.0956937799043062,0.00478468899521531,0.124401913875598,0,0,0.119617224880383,0,0,0,0,0.0334928229665072,0.0143540669856459,0.0430622009569378,0,0,0,0.00478468899521531,0,0,0,0.0191387559808612,0,0,0,0,0,0,0,0,0
350,4194,0,0,0.0935960591133005,0.00985221674876847,0,0.083743842364532,0.00985221674876847,0,0,0.0738916256157636,0,0,0.192118226600985,0.0394088669950739,0.00492610837438424,0.00492610837438424,0.0147783251231527,0,0,0.0640394088669951,0,0.133004926108374,0.00492610837438424,0,0.137931034482759,0,0,0,0,0.0147783251231527,0.0640394088669951,0.0492610837438424,0,0,0,0,0,0,0,0.00492610837438424,0,0,0,0,0,0,0,0,0
360,4341,0,0,0.101941747572816,0.0194174757281553,0,0.111650485436893,0.00970873786407767,0,0,0.121359223300971,0,0,0.160194174757282,0.0679611650485437,0,0,0.0145631067961165,0,0,0.0194174757281553,0.00485436893203883,0.106796116504854,0.00485436893203883,0.00485436893203883,0.150485436893204,0,0,0,0,0.0145631067961165,0.029126213592233,0.0485436893203883,0,0,0,0,0,0,0,0.00970873786407767,0,0,0,0,0,0,0,0,0
370,4489,0,0,0.099009900990099,0.0099009900990099,0,0.108910891089109,0.0247524752475248,0,0,0.0445544554455446,0,0,0.188118811881188,0.0396039603960396,0.0099009900990099,0,0.0148514851485149,0,0,0.0841584158415842,0,0.158415841584158,0,0,0.113861386138614,0,0,0,0,0.0099009900990099,0.0198019801980198,0.0693069306930693,0,0,0,0,0,0,0,0.00495049504950495,0,0,0,0,0,0,0,0,0
380,4639,0.00495049504950495,0,0.0841584158415842,0,0,0.099009900990099,0.0148514851485149,0,0,0.0742574257425743,0,0,0.178217821782178,0.0643564356435644,0.0099009900990099,0,0.0445544554455446,0,0,0.0297029702970297,0,0.198019801980198,0,0,0.0841584158415842,0,0,0,0,0.0148514851485149,0.0346534653465347,0.0544554455445545,0,0.00495049504950495,0,0,0,0,0,0.00495049504950495,0,0,0,0,0,0,0,0,0
390,4792,0,0,0.158653846153846,0.0240384615384615,0,0.125,0.0192307692307692,0,0,0.0576923076923077,0,0,0.158653846153846,0.0240384615384615,0.0192307692307692,0,0.00480769230769231,0,0,0.0336538461538462,0,0.100961538461538,0,0.00480769230769231,0.110576923076923,0,0,0,0,0.0240384615384615,0.0432692307692308,0.0769230769230769,0,0,0,0.00480769230769231,0,0,0,0.00480769230769231,0,0,0,0.00480769230769231,0,0,0,0,0
400,4947,0,0,0.0952380952380952,0.00952380952380952,0,0.10952380952381,0.00476190476190476,0,0,0.0571428571428571,0,0,0.185714285714286,0.0380952380952381,0.019047619047619,0,0.00476190476190476,0,0,0.0666666666666667,0,0.119047619047619,0,0,0.114285714285714,0,0,0,0,0.0142857142857143,0.0523809523809524,0.0714285714285714,0,0.0142857142857143,0,0.00476190476190476,0,0,0,0.00952380952380952,0,0,0,0.00952380952380952,0,0,0,0,0
410,5105,0,0,0.131707317073171,0.0146341463414634,0,0.11219512195122,0.0048780487804878,0,0,0.0292682926829268,0,0,0.195121951219512,0.0390243902439024,0.0048780487804878,0,0,0,0,0.0292682926829268,0.0097560975609756,0.136585365853659,0,0,0.11219512195122,0,0,0,0,0.0390243902439024,0.0341463414634146,0.0829268292682927,0,0.0048780487804878,0,0.0048780487804878,0,0,0,0.0146341463414634,0,0,0,0,0,0,0,0,0
420,5265,0,0,0.117073170731707,0.0195121951219512,0,0.0390243902439024,0.0195121951219512,0,0,0.0926829268292683,0,0,0.185365853658537,0.048780487804878,0.0195121951219512,0,0.0146341463414634,0,0,0.048780487804878,0.0048780487804878,0.102439024390244,0.0097560975609756,0,0.0926829268292683,0,0,0,0,0.0292682926829268,0.0536585365853659,0.097560975609756,0,0,0,0.0048780487804878,0,0,0,0,0,0,0,0,0,0,0,0,0
430,5427,0,0,0.139423076923077,0.00480769230769231,0,0.110576923076923,0.0144230769230769,0,0,0.0336538461538462,0,0,0.163461538461538,0.0432692307692308,0.00480769230769231,0,0.00480769230769231,0,0,0.0576923076923077,0,0.110576923076923,0,0,0.0817307692307692,0,0,0,0,0.0288461538461538,0.0865384615384615,0.0817307692307692,0,0,0,0.00480769230769231,0,0,0.00480769230769231,0.0144230769230769,0,0,0,0.00480769230769231,0.00480769230769231,0,0,0,0
440,5592,0,0,0.101941747572816,0,0,0.0776699029126214,0,0,0,0.0242718446601942,0,0,0.16504854368932,0.0339805825242718,0,0,0.00485436893203883,0,0,0.0242718446601942,0.00485436893203883,0.0728155339805825,0.0194174757281553,0,0.0679611650485437,0.00485436893203883,0,0,0,0.0533980582524272,0.242718446601942,0.0776699029126214,0,0,0,0,0.00485436893203883,0,0,0.0194174757281553,0,0,0,0,0,0,0,0,0
450,5759,0,0,0.088235294117647,0.00490196078431373,0,0.0392156862745098,0.00980392156862745,0.00490196078431373,0,0.0441176470588235,0,0,0.132352941176471,0.0343137254901961,0.00490196078431373,0.00490196078431373,0,0,0,0.053921568627451,0,0.0735294117647059,0.00490196078431373,0,0.0735294117647059,0,0,0,0,0.0196078431372549,0.32843137254902,0.0637254901960784,0,0,0,0,0,0,0,0.00980392156862745,0,0,0,0,0,0,0,0,0.00490196078431373
460,5928,0,0,0.138613861386139,0,0,0.0594059405940594,0.0099009900990099,0,0,0.0445544554455446,0,0,0.168316831683168,0.094059405940594,0.00495049504950495,0,0.0099009900990099,0,0,0.0445544554455446,0,0.0396039603960396,0,0,0.0742574257425743,0,0,0,0,0.0247524752475248,0.207920792079208,0.0693069306930693,0,0,0,0,0,0,0,0.00495049504950495,0,0,0,0.00495049504950495,0,0,0,0,0
470,6099,0,0,0.0696517412935323,0,0,0.0945273631840796,0.0099502487562189,0,0,0.0199004975124378,0,0,0.114427860696517,0.0497512437810945,0,0,0.0149253731343284,0,0,0.0298507462686567,0,0.054726368159204,0,0,0.0945273631840796,0,0,0,0,0.0298507462686567,0.348258706467662,0.0646766169154229,0,0.00497512437810945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,6271,0,0,0.0628019323671498,0.00966183574879227,0,0.0483091787439614,0.00966183574879227,0,0,0.0531400966183575,0,0,0.164251207729469,0.0628019323671498,0.00483091787439614,0,0.00966183574879227,0,0,0.0289855072463768,0,0.0483091787439614,0.00966183574879227,0,0.106280193236715,0,0,0,0,0.0289855072463768,0.265700483091787,0.0772946859903382,0,0.00483091787439614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00483091787439614
490,6445,0,0,0.107843137254902,0.00490196078431373,0,0.0637254901960784,0.00490196078431373,0,0,0.0245098039215686,0,0,0.151960784313725,0.0588235294117647,0,0,0.0147058823529412,0,0,0.0441176470588235,0,0.0735294117647059,0,0,0.0980392156862745,0,0,0,0,0.0294117647058824,0.279411764705882,0.0294117647058824,0,0,0,0.00490196078431373,0,0,0,0.00980392156862745,0,0,0,0,0,0,0,0,0
500,6621,0,0,0.0588235294117647,0.00980392156862745,0,0.0441176470588235,0,0,0,0.0147058823529412,0,0,0.240196078431373,0.0490196078431373,0.00490196078431373,0,0.00980392156862745,0,0,0.0245098039215686,0,0.0735294117647059,0,0,0.0784313725490196,0,0,0,0,0.0392156862745098,0.25,0.0931372549019608,0,0.00490196078431373,0,0,0,0,0,0.00490196078431373,0,0,0,0,0,0,0,0,0
510,6797,0,0,0.0594059405940594,0,0,0.0346534653465347,0.0099009900990099,0,0,0.0544554455445545,0,0,0.0742574257425743,0.0594059405940594,0.00495049504950495,0,0.0099009900990099,0,0,0.0396039603960396,0,0.108910891089109,0,0,0.0792079207920792,0,0,0,0,0.0445544554455446,0.356435643564356,0.0544554455445545,0,0,0,0.00495049504950495,0,0,0,0.00495049504950495,0,0,0,0,0,0,0,0,0
520,6975,0,0,0.094059405940594,0.00495049504950495,0,0.0495049504950495,0.0198019801980198,0,0,0.0396039603960396,0,0,0.143564356435644,0.0198019801980198,0.00495049504950495,0,0.0148514851485149,0,0,0.0247524752475248,0.00495049504950495,0.0594059405940594,0.00495049504950495,0,0.143564356435644,0,0,0,0,0.0148514851485149,0.292079207920792,0.0594059405940594,0,0,0,0,0,0,0,0,0.00495049504950495,0,0,0,0,0,0,0,0
530,7154,0,0,0.0689655172413793,0.0147783251231527,0,0.0640394088669951,0,0,0,0.0492610837438424,0,0,0.172413793103448,0.0344827586206897,0,0,0.00492610837438424,0,0,0.0344827586206897,0,0.123152709359606,0.00985221674876847,0,0.0935960591133005,0,0,0,0,0.0394088669950739,0.25615763546798,0.0344827586206897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,7334,0,0,0.0917874396135266,0.00483091787439614,0,0.0434782608695652,0.00483091787439614,0,0.00483091787439614,0.0869565217391304,0,0,0.14975845410628,0.0338164251207729,0,0.00483091787439614,0.00483091787439614,0,0,0.0193236714975845,0,0.120772946859903,0.00966183574879227,0,0.0869565217391304,0,0,0,0,0.0338164251207729,0.21256038647343,0.0628019323671498,0,0,0,0,0,0,0.00966183574879227,0.00966183574879227,0,0,0,0.00483091787439614,0,0,0,0,0
550,7515,0,0,0.122549019607843,0.00980392156862745,0,0.0294117647058824,0,0,0.00490196078431373,0.0343137254901961,0,0,0.181372549019608,0.0343137254901961,0,0,0,0,0,0.0588235294117647,0,0.132352941176471,0.00980392156862745,0,0.147058823529412,0,0,0,0,0.0245098039215686,0.117647058823529,0.0833333333333333,0,0,0,0,0,0,0,0.00980392156862745,0,0,0,0,0,0,0,0,0
560,7696,0.00495049504950495,0,0.094059405940594,0,0,0.0247524752475248,0.00495049504950495,0,0,0.0148514851485149,0,0,0.168316831683168,0.0247524752475248,0,0,0,0,0,0.0445544554455446,0,0.207920792079208,0,0,0.0792079207920792,0,0,0,0,0.0495049504950495,0.217821782178218,0.0544554455445545,0,0,0,0,0,0,0,0.00495049504950495,0,0,0,0.00495049504950495,0,0,0,0,0
570,7878,0.00495049504950495,0,0.0891089108910891,0,0,0.0346534653465347,0.00495049504950495,0,0,0.0495049504950495,0,0,0.103960396039604,0.0445544554455446,0,0,0.00495049504950495,0,0,0.0445544554455446,0,0.202970297029703,0.0099009900990099,0,0.118811881188119,0,0,0,0,0.0198019801980198,0.227722772277228,0.0297029702970297,0,0.00495049504950495,0,0,0,0,0,0.00495049504950495,0,0,0,0,0,0,0,0,0
