"sample.depths","sample.ages","Acer.saccharum.type","Acer.rubrum","Alnus.incana.type","Ambrosia.type","Artemisia","Betula","Carya","Castanea","Cyperaceae","Ericaceae","Fagus","Fraxinus.pennsylvanica.type","Poaceae.undiff.","Herbs.undiff.","Juglans.cinerea","Juglans.nigra","Larix","Liquidambar","Ostrya.Carpinus","Picea","Platanus","Quercus","Rumex","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Vitis","Anacardiaceae","Pinus","Populus","Amaranthaceae","Caprifoliaceae","Plantago","Prunus.Sorbus","Myrica","Cerealia","Fraxinus.nigra.type","Nyssa","Apiaceae","Corylus","Celtis","Diospyros.type","Rhamnaceae","Acer.negundo","Thalictrum","Salix","Cornus","Cupressaceae","Ilex","Rubiaceae.undiff.","Galium","Polygonum","Tilia","Rhamnaceae.Vitaceae.undiff.","Taxus","Abies","Urtica.type","Alnus.viridis.type","Morus","Sanguisorba","Shrubs.undiff.","Moraceae.undiff.","Caryophyllaceae"
215,1075,0,0.0101010101010101,0.0538720538720539,0,0,0.0976430976430976,0.0336700336700337,0.0168350168350168,0.0269360269360269,0.0101010101010101,0.0505050505050505,0.0101010101010101,0.00336700336700337,0.0134680134680135,0,0,0.0134680134680135,0,0.00673400673400673,0.00673400673400673,0.00673400673400673,0.383838383838384,0,0.0606060606060606,0,0,0,0,0.168350168350168,0,0.00336700336700337,0.00336700336700337,0,0,0.0101010101010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00336700336700337,0.00673400673400673,0,0,0,0,0,0,0,0,0,0,0,0,0
220,1125,0.0105263157894737,0.00701754385964912,0.080701754385965,0,0,0.108771929824561,0.0280701754385965,0.0385964912280702,0.0175438596491228,0.0140350877192982,0.0175438596491228,0.00350877192982456,0,0.00350877192982456,0,0.00701754385964912,0,0,0.0175438596491228,0,0,0.368421052631579,0,0.0666666666666667,0,0.0105263157894737,0,0.00350877192982456,0.157894736842105,0.00350877192982456,0,0,0,0,0,0,0.0105263157894737,0,0,0.00350877192982456,0,0,0.00350877192982456,0,0,0,0,0,0.00701754385964912,0.00701754385964912,0.00350877192982456,0,0,0,0,0,0,0,0,0,0,0,0
240,1335,0.00706713780918728,0.00706713780918728,0.0777385159010601,0,0,0.113074204946996,0.0282685512367491,0.0318021201413428,0.0247349823321555,0,0.0530035335689046,0.0141342756183746,0,0,0.00353356890459364,0,0.00353356890459364,0.00706713780918728,0.00706713780918728,0.00706713780918728,0.00353356890459364,0.367491166077739,0,0.0600706713780919,0.00353356890459364,0.00706713780918728,0,0,0.151943462897526,0,0,0,0,0,0,0,0.00353356890459364,0,0,0,0,0,0,0,0,0,0,0,0.00706713780918728,0.00706713780918728,0,0.00353356890459364,0,0,0,0,0,0,0,0,0,0,0
260,1560,0.0103092783505155,0.0171821305841924,0.0274914089347079,0.00343642611683849,0,0.0859106529209622,0.0206185567010309,0.0240549828178694,0.0171821305841924,0.013745704467354,0.0515463917525773,0.00343642611683849,0.00343642611683849,0,0.00343642611683849,0,0,0.00343642611683849,0.00343642611683849,0.00687285223367698,0,0.443298969072165,0,0.0824742268041237,0,0,0,0.00687285223367698,0.144329896907216,0,0,0.00343642611683849,0,0,0.00343642611683849,0,0.00687285223367698,0,0,0,0,0,0,0,0.00343642611683849,0,0,0,0.0103092783505155,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,1799,0.0137931034482759,0.00689655172413793,0.0551724137931034,0,0,0.124137931034483,0.0275862068965517,0.0137931034482759,0.00689655172413793,0.0103448275862069,0.0344827586206897,0,0,0,0.00344827586206897,0,0,0,0.00689655172413793,0.0103448275862069,0.00344827586206897,0.368965517241379,0,0.0793103448275862,0.00344827586206897,0.00689655172413793,0,0.00344827586206897,0.182758620689655,0,0,0,0,0.00344827586206897,0,0,0.00344827586206897,0.00344827586206897,0,0.00344827586206897,0,0,0.00689655172413793,0,0.00344827586206897,0,0,0,0.0137931034482759,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,1986,0.00675675675675676,0.00337837837837838,0.0472972972972973,0,0.00337837837837838,0.0743243243243243,0.0236486486486486,0.0135135135135135,0.0101351351351351,0,0.0675675675675676,0,0,0,0.00337837837837838,0,0.00337837837837838,0.00337837837837838,0.0168918918918919,0,0,0.445945945945946,0,0.0945945945945946,0.0101351351351351,0.0135135135135135,0,0,0.131756756756757,0,0.00337837837837838,0,0,0,0,0,0.0101351351351351,0,0,0,0,0,0,0,0.00337837837837838,0,0,0,0.00337837837837838,0.00675675675675676,0,0,0,0,0,0,0,0,0,0,0,0,0
320,2314,0.00338983050847458,0.0135593220338983,0.088135593220339,0.00338983050847458,0,0.122033898305085,0.0203389830508475,0.0305084745762712,0.0135593220338983,0.00338983050847458,0.0440677966101695,0.00677966101694915,0,0,0.00338983050847458,0,0,0.00338983050847458,0.0169491525423729,0.0101694915254237,0,0.396610169491525,0,0.0711864406779661,0,0,0,0,0.125423728813559,0,0,0,0,0,0,0,0.00338983050847458,0,0,0,0,0,0.00677966101694915,0,0,0,0,0,0.0135593220338983,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,2587,0.00709219858156028,0.00354609929078014,0.0780141843971631,0.00354609929078014,0.00354609929078014,0.0531914893617021,0.0390070921985816,0.0460992907801418,0.00709219858156028,0.0106382978723404,0.024822695035461,0,0,0,0,0,0.00709219858156028,0,0,0.00709219858156028,0,0.457446808510638,0,0.0567375886524823,0.00354609929078014,0.00354609929078014,0,0,0.145390070921986,0,0,0,0,0.00354609929078014,0.0106382978723404,0,0.0141843971631206,0,0,0,0,0,0.00354609929078014,0,0,0,0,0,0.0106382978723404,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,2870,0.0134680134680135,0.00336700336700337,0.0336700336700337,0,0,0.0740740740740741,0.0471380471380471,0.0303030303030303,0.0134680134680135,0.0101010101010101,0.0303030303030303,0.0101010101010101,0,0,0,0,0.00336700336700337,0.00336700336700337,0.0168350168350168,0.00336700336700337,0.00336700336700337,0.424242424242424,0,0.0235690235690236,0,0.0134680134680135,0,0,0.218855218855219,0.00336700336700337,0.00336700336700337,0,0,0,0,0,0.00336700336700337,0,0,0.00673400673400673,0,0,0.00336700336700337,0,0,0,0,0,0,0,0,0,0.00336700336700337,0,0,0,0,0,0,0,0,0,0
380,3161,0.0069204152249135,0.00346020761245675,0.0622837370242214,0,0,0.0899653979238754,0.0346020761245675,0.0311418685121107,0.0103806228373702,0.00346020761245675,0.0346020761245675,0.013840830449827,0.00346020761245675,0,0.0069204152249135,0,0,0.00346020761245675,0.0069204152249135,0.0069204152249135,0.00346020761245675,0.429065743944637,0,0.0380622837370242,0,0.0069204152249135,0,0,0.155709342560554,0,0.00346020761245675,0,0,0,0,0,0.0069204152249135,0,0,0,0,0,0,0,0.00346020761245675,0,0,0.00346020761245675,0.0207612456747405,0.0103806228373702,0,0,0,0,0,0,0,0,0,0,0,0,0
395,3384,0.0138888888888889,0.00694444444444444,0.0381944444444444,0.00347222222222222,0,0.0486111111111111,0.0555555555555556,0.03125,0.00347222222222222,0,0.0173611111111111,0.00347222222222222,0,0,0.00347222222222222,0,0,0.00347222222222222,0.0208333333333333,0.0173611111111111,0,0.510416666666667,0,0.0138888888888889,0.00347222222222222,0.0243055555555556,0,0,0.159722222222222,0,0,0,0,0,0,0,0.00347222222222222,0,0,0.00347222222222222,0,0,0,0,0,0.00347222222222222,0,0,0,0.00347222222222222,0,0,0.00347222222222222,0.00347222222222222,0,0,0,0,0,0,0,0,0
420,3762,0.0102389078498294,0.0102389078498294,0.068259385665529,0,0,0.0477815699658703,0.0307167235494881,0.0136518771331058,0.0068259385665529,0.0136518771331058,0.0273037542662116,0.0068259385665529,0,0,0.00341296928327645,0,0.00341296928327645,0.00341296928327645,0.0170648464163823,0.0102389078498294,0.0068259385665529,0.522184300341297,0,0.0136518771331058,0,0.0102389078498294,0,0.00341296928327645,0.133105802047782,0,0,0,0,0.00341296928327645,0,0,0.0068259385665529,0,0,0.00341296928327645,0,0,0,0,0,0,0,0.0102389078498294,0.00341296928327645,0.00341296928327645,0,0,0.00341296928327645,0,0.00341296928327645,0,0,0,0,0,0,0,0
430,3915,0.00675675675675676,0.00675675675675676,0.0371621621621622,0,0,0.0574324324324324,0.0641891891891892,0.0202702702702703,0,0.00337837837837838,0.0304054054054054,0.0101351351351351,0,0,0,0,0.00337837837837838,0.00337837837837838,0.0101351351351351,0.00675675675675676,0.00675675675675676,0.550675675675676,0,0.00337837837837838,0,0.0101351351351351,0,0,0.131756756756757,0,0.00337837837837838,0,0,0.00337837837837838,0,0,0.0101351351351351,0.00337837837837838,0,0,0,0,0.00337837837837838,0,0,0,0,0,0.00675675675675676,0.00337837837837838,0,0,0.00337837837837838,0,0,0,0,0,0,0,0,0,0
440,4069,0.0140845070422535,0,0.0563380281690141,0,0,0.0492957746478873,0.0140845070422535,0,0.00704225352112676,0.00704225352112676,0.0387323943661972,0.00704225352112676,0.0140845070422535,0,0,0.00352112676056338,0.00352112676056338,0,0.0105633802816901,0,0,0.580985915492958,0,0.0176056338028169,0,0.0176056338028169,0.00352112676056338,0,0.140845070422535,0,0,0,0,0,0,0,0,0.00352112676056338,0,0,0,0,0,0,0,0,0,0.00352112676056338,0.00704225352112676,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,4380,0.0171821305841924,0.0103092783505155,0.0274914089347079,0,0,0.0446735395189003,0.0446735395189003,0.0103092783505155,0.00687285223367698,0.00343642611683849,0.0721649484536082,0.00343642611683849,0,0,0,0,0,0,0.00687285223367698,0,0.00687285223367698,0.584192439862543,0,0.00687285223367698,0,0.00343642611683849,0,0,0.127147766323024,0.00343642611683849,0,0,0,0,0,0,0.00343642611683849,0,0,0,0,0,0,0,0,0,0,0.00343642611683849,0.013745704467354,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,4536,0.00696864111498258,0.0139372822299652,0.0452961672473868,0.00348432055749129,0,0.0905923344947735,0.0313588850174216,0.024390243902439,0.00696864111498258,0,0.0452961672473868,0.00696864111498258,0.00348432055749129,0,0,0,0,0.00348432055749129,0.0104529616724739,0,0.0139372822299652,0.51219512195122,0,0.0139372822299652,0.00348432055749129,0.00696864111498258,0,0.00348432055749129,0.111498257839721,0.00348432055749129,0,0,0,0,0.00348432055749129,0,0.0139372822299652,0.00696864111498258,0,0,0,0,0,0.00348432055749129,0,0,0,0,0,0,0,0,0.00348432055749129,0,0,0.00348432055749129,0.00348432055749129,0,0,0,0,0,0
480,4692,0.00677966101694915,0.00338983050847458,0.0372881355932203,0,0.00338983050847458,0.0813559322033898,0.0305084745762712,0.0135593220338983,0.00677966101694915,0.00338983050847458,0.0542372881355932,0.0135593220338983,0.00338983050847458,0,0,0,0,0,0.023728813559322,0,0.00338983050847458,0.56271186440678,0,0.00677966101694915,0,0.0101694915254237,0,0,0.0915254237288136,0.00677966101694915,0,0,0,0.00338983050847458,0.00677966101694915,0,0.00338983050847458,0,0,0,0.00338983050847458,0,0,0,0.00677966101694915,0,0,0.00338983050847458,0.00677966101694915,0.00338983050847458,0,0,0,0,0,0,0,0,0,0,0,0,0
490,4849,0.0240549828178694,0.00687285223367698,0.0378006872852234,0.00343642611683849,0,0.0859106529209622,0.0103092783505155,0.00687285223367698,0,0.00687285223367698,0.0652920962199313,0.00687285223367698,0,0,0.00343642611683849,0,0,0,0.0103092783505155,0.00343642611683849,0,0.553264604810997,0,0.0171821305841924,0,0.00687285223367698,0,0,0.0859106529209622,0.00343642611683849,0,0,0,0,0,0,0.00343642611683849,0.00687285223367698,0,0.00343642611683849,0,0,0.00687285223367698,0,0.00343642611683849,0,0,0.00687285223367698,0.0171821305841924,0.00687285223367698,0,0,0.00343642611683849,0,0,0,0.00343642611683849,0,0,0,0,0,0
498,4974,0.0103448275862069,0,0.0344827586206897,0,0,0.0793103448275862,0.0448275862068966,0.0137931034482759,0,0,0.0517241379310345,0.0206896551724138,0,0,0.00344827586206897,0,0,0.00344827586206897,0.00689655172413793,0,0.0137931034482759,0.551724137931034,0,0.0413793103448276,0,0.0206896551724138,0,0,0.0758620689655172,0.00344827586206897,0,0,0,0.00344827586206897,0,0,0.0103448275862069,0,0,0,0,0,0.00344827586206897,0,0,0,0,0,0.00689655172413793,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,5162,0.0102389078498294,0.0102389078498294,0.0443686006825939,0,0.00341296928327645,0.068259385665529,0.0307167235494881,0.0307167235494881,0.00341296928327645,0,0.0750853242320819,0.0102389078498294,0.00341296928327645,0,0,0.00341296928327645,0,0,0.0068259385665529,0,0,0.556313993174061,0,0.0136518771331058,0.00341296928327645,0.00341296928327645,0,0.00341296928327645,0.10580204778157,0,0.00341296928327645,0,0,0.00341296928327645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0068259385665529,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,5318,0.02,0.00666666666666667,0.0533333333333333,0.00333333333333333,0,0.0966666666666667,0.03,0.0166666666666667,0,0.00333333333333333,0.0966666666666667,0.00333333333333333,0.00333333333333333,0,0,0,0,0.00333333333333333,0.0133333333333333,0,0.0166666666666667,0.48,0,0.0466666666666667,0.00333333333333333,0.01,0,0,0.06,0,0,0,0,0,0.00333333333333333,0,0.01,0,0,0,0,0,0.00333333333333333,0,0,0,0,0,0,0,0,0,0.00333333333333333,0,0,0,0.00666666666666667,0.00333333333333333,0.00333333333333333,0,0,0,0
530,5474,0.0167785234899329,0.00335570469798658,0.0335570469798658,0.00671140939597315,0.00335570469798658,0.0671140939597315,0.0369127516778524,0.0369127516778524,0,0,0.0671140939597315,0.00671140939597315,0,0,0.00335570469798658,0,0,0,0.0201342281879195,0,0.00335570469798658,0.453020134228188,0,0.100671140939597,0,0.0167785234899329,0,0,0.0805369127516778,0,0,0,0,0,0.0100671140939597,0,0.0134228187919463,0,0,0,0,0,0,0,0.00335570469798658,0,0,0,0.00671140939597315,0.00335570469798658,0,0,0.00671140939597315,0,0,0,0,0,0,0,0,0,0
540,5630,0.00696864111498258,0.00348432055749129,0.0348432055749129,0,0,0.048780487804878,0.0522648083623693,0.0522648083623693,0,0,0.0452961672473868,0,0.00348432055749129,0,0,0,0,0,0.0104529616724739,0,0,0.45993031358885,0,0.156794425087108,0,0.0139372822299652,0,0,0.0801393728222996,0,0,0,0,0.00348432055749129,0,0,0.0278745644599303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,5944,0.0101694915254237,0.00338983050847458,0.0372881355932203,0.00677966101694915,0,0.0440677966101695,0.0440677966101695,0.0338983050847458,0.00677966101694915,0,0.0542372881355932,0.0101694915254237,0.0101694915254237,0,0.00338983050847458,0,0,0,0.00677966101694915,0,0.0101694915254237,0.508474576271186,0,0.105084745762712,0,0.0101694915254237,0,0,0.0610169491525424,0.00338983050847458,0,0,0,0,0,0,0.0135593220338983,0,0,0,0,0,0,0,0,0,0,0.00338983050847458,0.00677966101694915,0.00338983050847458,0,0,0.00338983050847458,0,0,0,0,0,0,0,0,0,0
570,6100,0.00348432055749129,0.0139372822299652,0.0383275261324042,0.00348432055749129,0,0.0418118466898955,0.0557491289198606,0.0174216027874564,0,0,0.0592334494773519,0.0104529616724739,0.00348432055749129,0,0.00348432055749129,0,0,0.00696864111498258,0.00348432055749129,0,0.00696864111498258,0.491289198606272,0,0.13588850174216,0.00348432055749129,0.0139372822299652,0,0,0.0592334494773519,0,0,0,0,0,0,0,0.0104529616724739,0,0,0,0,0,0.00348432055749129,0,0,0,0,0.0104529616724739,0,0.00348432055749129,0,0,0,0,0,0,0,0,0,0,0,0,0
580,6257,0.0272108843537415,0,0.0306122448979592,0.00680272108843537,0,0.0408163265306122,0.0340136054421769,0.00680272108843537,0.00340136054421769,0.00340136054421769,0.0816326530612245,0.0102040816326531,0.00340136054421769,0,0.00680272108843537,0,0,0,0.0102040816326531,0,0.00680272108843537,0.493197278911565,0,0.156462585034014,0,0.0170068027210884,0,0,0.0340136054421769,0,0,0,0,0.00340136054421769,0,0,0.00680272108843537,0,0,0,0,0,0,0,0.00340136054421769,0,0,0,0.00340136054421769,0.00680272108843537,0,0,0,0,0,0,0.00340136054421769,0,0,0,0,0,0
590,6413,0.0173010380622837,0.0069204152249135,0.027681660899654,0,0,0.0380622837370242,0.0242214532871972,0.0069204152249135,0.00346020761245675,0,0.0830449826989619,0.013840830449827,0,0,0,0,0,0,0.0103806228373702,0,0.00346020761245675,0.546712802768166,0,0.141868512110727,0,0.00346020761245675,0,0,0.0588235294117647,0,0,0,0,0,0,0,0.00346020761245675,0,0,0,0,0,0,0,0,0,0,0,0.00346020761245675,0.0069204152249135,0,0,0,0,0,0,0,0,0,0,0,0,0
598,6537,0.0174216027874564,0,0.024390243902439,0,0,0.0348432055749129,0.0174216027874564,0.0104529616724739,0.00348432055749129,0,0.097560975609756,0.00696864111498258,0.00348432055749129,0,0.0139372822299652,0,0,0.00696864111498258,0.00696864111498258,0,0.00348432055749129,0.543554006968641,0,0.163763066202091,0,0,0,0.00348432055749129,0.0209059233449477,0,0,0,0,0,0,0,0.00348432055749129,0,0,0,0,0,0,0,0,0,0,0.00348432055749129,0,0.00696864111498258,0,0,0.00348432055749129,0,0,0,0.00348432055749129,0,0,0,0,0,0
610,6722,0.0206185567010309,0.0103092783505155,0.0412371134020619,0,0,0.0378006872852234,0.013745704467354,0.013745704467354,0,0,0.0618556701030928,0.0240549828178694,0.00343642611683849,0,0,0,0,0,0.0103092783505155,0,0.00343642611683849,0.54639175257732,0,0.127147766323024,0.00343642611683849,0.013745704467354,0,0,0.0446735395189003,0,0,0,0,0,0.00343642611683849,0,0.00687285223367698,0.00343642611683849,0,0,0,0,0,0,0,0,0,0,0,0.00687285223367698,0,0,0.00343642611683849,0,0,0,0,0,0,0,0,0,0
620,6875,0.00689655172413793,0.0137931034482759,0.0310344827586207,0,0.00344827586206897,0.0482758620689655,0.0172413793103448,0,0.00344827586206897,0.00344827586206897,0.113793103448276,0.0206896551724138,0,0,0,0,0,0.00344827586206897,0.00689655172413793,0,0.00689655172413793,0.479310344827586,0,0.124137931034483,0.00344827586206897,0.0275862068965517,0.00344827586206897,0,0.0379310344827586,0,0,0,0,0,0.00344827586206897,0,0.0172413793103448,0,0,0,0,0,0,0,0,0,0,0,0.00689655172413793,0.0103448275862069,0,0,0.00689655172413793,0,0,0,0,0,0,0,0,0,0
640,7178,0.0277777777777778,0.00347222222222222,0.0173611111111111,0,0,0.0381944444444444,0.0104166666666667,0,0.00347222222222222,0.00347222222222222,0.0763888888888889,0.0173611111111111,0,0,0.0208333333333333,0,0,0,0.00347222222222222,0,0.0138888888888889,0.534722222222222,0,0.145833333333333,0,0.0104166666666667,0,0,0.0347222222222222,0,0.00347222222222222,0,0,0,0.00347222222222222,0,0.00694444444444444,0,0,0,0,0,0,0,0,0.00347222222222222,0,0.00694444444444444,0.00694444444444444,0.00347222222222222,0,0,0.00347222222222222,0,0,0,0,0,0,0,0,0,0
660,7473,0.0103806228373702,0,0.0380622837370242,0.00346020761245675,0,0.041522491349481,0.0069204152249135,0.00346020761245675,0,0,0.100346020761246,0.00346020761245675,0.00346020761245675,0,0,0,0,0.00346020761245675,0.0069204152249135,0,0.0103806228373702,0.557093425605536,0,0.114186851211073,0,0.013840830449827,0.00346020761245675,0,0.027681660899654,0,0,0,0,0,0,0,0.0103806228373702,0,0,0.0069204152249135,0,0,0.0103806228373702,0,0,0,0,0,0.0173010380622837,0,0,0,0.0069204152249135,0,0,0,0,0,0,0,0,0,0
680,7760,0.00340136054421769,0.00340136054421769,0.0272108843537415,0,0,0.0442176870748299,0.00680272108843537,0.00340136054421769,0,0,0.0918367346938776,0.00680272108843537,0.00340136054421769,0,0.00680272108843537,0,0,0,0.0170068027210884,0.00340136054421769,0.0170068027210884,0.615646258503401,0,0.0816326530612245,0,0.0204081632653061,0,0,0.0340136054421769,0,0,0,0,0,0,0,0,0,0,0.00340136054421769,0,0,0,0,0,0,0,0.00340136054421769,0,0.00680272108843537,0,0,0,0,0,0,0,0,0,0,0,0,0
