"sample.depths","sample.ages","Acer.rubrum","Acer.spicatum","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Artemisia","Betula","Caryophyllaceae","Cyperaceae","Fagus","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Fabaceae.undiff.","Ostrya.Carpinus","Picea.glauca.type","Picea.mariana.type","Pinus.undiff.","Quercus","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Juniperus.type","Poaceae","Abies.balsamea","Acer.saccharum","Corylus.cornuta","Pinus.banksiana.type","Pinus.strobus","Rumex.type","cf..Taxus","Tsuga.canadensis","Picea.undiff.","Ericaceae","Juglans.cinerea","Larix","Populus.tremuloides.type","Taxus","Amaranthaceae","Carya.ovata","Juniperus.communis.Thuja.occidentalis.type","Salix.undiff.","Rosaceae.undiff.","Castanea.dentata","Myrica.gale","Ribes","Viburnum.edule","Morus.rubra.type","Tilia","Acer.saccharinum","Viburnum.undiff.","Salix.herbacea.type","Asteraceae.subf..Cichorioideae","Populus.balsamifera.type","Impatiens","Liliaceae","Cornus","Shepherdia.canadensis","Potentilla.palustris.type","Prunus.pensylvanica","Rhus.typhina","Saxifraga.cernua.type","Onagraceae.undiff.","Polygonaceae.undiff.","Epilobium","Apiaceae","Brassicaceae","Ranunculaceae","Oxytropis.maydelliana.type","cf..Oxyria.digyna","cf..Diapensia.lapponica"
649,11290,0,0,0.00521512385919166,0.00130378096479791,0.00130378096479791,0.0117340286831812,0.14993481095176,0,0.0338983050847458,0,0.015645371577575,0.00130378096479791,0,0.00651890482398957,0.00260756192959583,0.0286831812255541,0.0247718383311604,0.0782268578878748,0.00651890482398957,0.015645371577575,0.0769230769230769,0.0143415906127771,0.00130378096479791,0.00651890482398957,0.0130378096479791,0,0.0704041720990874,0,0,0,0.0104302477183833,0,0.00130378096479791,0,0.349413298565841,0,0,0.00130378096479791,0.00521512385919166,0.015645371577575,0.00130378096479791,0,0.0378096479791395,0,0,0,0,0,0.00130378096479791,0.00260756192959583,0,0.00260756192959583,0,0,0,0,0,0,0,0,0,0,0.00260756192959583,0.00130378096479791,0.00130378096479791,0,0,0,0
650,11305,0,0,0.00355239786856128,0,0,0.00355239786856128,0.0817051509769094,0.00710479573712256,0.310834813499112,0.00177619893428064,0.00177619893428064,0.00177619893428064,0.0088809946714032,0,0,0.0088809946714032,0.0124333925399645,0.0106571936056838,0.0088809946714032,0.00355239786856128,0.0408525754884547,0.22202486678508,0,0,0.00710479573712256,0.00177619893428064,0.0284191829484902,0,0,0,0.00355239786856128,0,0,0,0.129662522202487,0,0,0,0.0106571936056838,0.0515097690941385,0,0,0.00177619893428064,0,0,0,0,0,0,0.0301953818827709,0,0.00710479573712256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652,11335,0,0,0.00657894736842105,0.00328947368421053,0.00328947368421053,0.00986842105263158,0.152960526315789,0.00328947368421053,0.131578947368421,0,0.00493421052631579,0,0.00493421052631579,0.00493421052631579,0,0.00986842105263158,0.0378289473684211,0.0230263157894737,0.0131578947368421,0.00822368421052632,0.0460526315789474,0.115131578947368,0,0,0.00657894736842105,0.0296052631578947,0.0115131578947368,0,0,0.00164473684210526,0.0131578947368421,0,0,0,0.286184210526316,0,0,0.00164473684210526,0.00657894736842105,0.0476973684210526,0.00657894736842105,0,0.00657894736842105,0,0,0,0,0,0.00164473684210526,0.00164473684210526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
653,11350,0,0,0.00413223140495868,0,0.00206611570247934,0.00826446280991736,0.0785123966942149,0.00826446280991736,0.305785123966942,0,0.00413223140495868,0,0.00826446280991736,0,0,0.00826446280991736,0.0351239669421488,0.012396694214876,0.0185950413223141,0,0.0144628099173554,0.179752066115702,0,0.00206611570247934,0.0144628099173554,0.0268595041322314,0.0103305785123967,0,0,0.00206611570247934,0.0103305785123967,0,0,0,0.15495867768595,0,0,0,0,0.0764462809917355,0,0,0,0,0,0,0,0,0,0.00619834710743802,0,0.00206611570247934,0,0,0,0,0,0,0,0,0.00206611570247934,0,0,0,0,0.00413223140495868,0,0,0
654,11366,0,0,0.00503355704697987,0,0.00167785234899329,0.00671140939597315,0.144295302013423,0,0.221476510067114,0,0.00167785234899329,0,0.00671140939597315,0,0,0.0201342281879195,0.0251677852348993,0.0184563758389262,0.0302013422818792,0.00335570469798658,0.0486577181208054,0.147651006711409,0,0,0.0134228187919463,0.00503355704697987,0.00503355704697987,0,0,0,0.00503355704697987,0.00167785234899329,0,0,0.177852348993289,0,0,0,0.00335570469798658,0.0721476510067114,0.00335570469798658,0,0.00838926174496644,0.00167785234899329,0,0,0,0,0.00335570469798658,0.00503355704697987,0,0,0,0,0.00503355704697987,0,0,0,0,0,0.00671140939597315,0,0,0,0,0.00167785234899329,0,0,0
656,11396,0,0,0.00792393026941363,0,0.00950871632329636,0.0126782884310618,0.153724247226624,0.00158478605388273,0.0855784469096672,0,0.00316957210776545,0.00158478605388273,0,0.00158478605388273,0,0.0221870047543582,0.0301109350237718,0.0221870047543582,0.0364500792393027,0.00475435816164818,0.03486529318542,0.03486529318542,0,0,0.00950871632329636,0.00792393026941363,0.0681458003169572,0,0,0.0063391442155309,0.0110935023771791,0.00475435816164818,0.00316957210776545,0.00158478605388273,0.31378763866878,0,0,0,0.0063391442155309,0.0618066561014263,0,0,0.0316957210776545,0,0,0,0,0,0.0063391442155309,0,0,0.00316957210776545,0,0,0.00158478605388273,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657,11411,0,0,0.00945626477541371,0.00236406619385343,0,0.00945626477541371,0.111111111111111,0,0.099290780141844,0,0.00236406619385343,0,0.00472813238770686,0.00472813238770686,0,0.00945626477541371,0.0141843971631206,0.0189125295508274,0.0236406619385343,0.00945626477541371,0.0591016548463357,0.106382978723404,0,0,0.00945626477541371,0,0.0685579196217494,0,0,0,0.00472813238770686,0,0,0,0.328605200945626,0,0,0,0.0118203309692671,0.0189125295508274,0.00472813238770686,0.00236406619385343,0.00472813238770686,0,0,0,0,0,0,0.0401891252955083,0,0.00945626477541371,0,0,0.00236406619385343,0.00236406619385343,0,0,0,0,0,0,0.00472813238770686,0,0,0.00236406619385343,0,0,0
658,11426,0,0,0.00156985871271586,0.00156985871271586,0,0.00313971742543171,0.182103610675039,0.00470957613814757,0.139717425431711,0,0.00156985871271586,0,0,0,0,0.010989010989011,0.0188383045525903,0.0376766091051805,0.0298273155416013,0.0172684458398744,0.0612244897959184,0.0596546310832025,0,0,0.0172684458398744,0,0.0470957613814757,0,0,0,0.010989010989011,0,0.00156985871271586,0,0.23861852433281,0,0,0,0.010989010989011,0.0596546310832025,0.00156985871271586,0,0.0298273155416013,0,0.00627943485086342,0,0,0,0,0,0,0.00313971742543171,0,0,0,0.00156985871271586,0,0,0,0,0.00156985871271586,0,0,0,0,0,0,0,0
660,11456,0,0,0.00185528756957328,0,0.00185528756957328,0.00371057513914657,0.144712430426716,0.00185528756957328,0.0816326530612245,0.00371057513914657,0.00556586270871985,0,0,0.00185528756957328,0.00185528756957328,0.0111317254174397,0.0352504638218924,0.0333951762523191,0.0315398886827458,0.00556586270871985,0.0556586270871985,0.051948051948052,0,0.00185528756957328,0.00742115027829314,0.0333951762523191,0.0148423005565863,0,0,0.00371057513914657,0.0185528756957328,0,0,0.00185528756957328,0.320964749536178,0,0,0.00185528756957328,0.00742115027829314,0.0426716141001855,0.00185528756957328,0,0.051948051948052,0,0,0,0,0,0.0111317254174397,0,0,0,0,0,0.00556586270871985,0,0,0,0,0,0.00185528756957328,0,0,0,0,0,0,0,0
662,11486,0,0.00462962962962963,0.00231481481481481,0,0,0.00462962962962963,0.115740740740741,0.00462962962962963,0.0902777777777778,0,0,0.00231481481481481,0,0.00231481481481481,0.00462962962962963,0.0138888888888889,0.0324074074074074,0.0185185185185185,0.037037037037037,0.00925925925925926,0.0486111111111111,0.0625,0.00694444444444444,0,0.0162037037037037,0.0231481481481481,0.025462962962963,0,0,0,0.0138888888888889,0,0,0,0.300925925925926,0,0,0,0.00694444444444444,0.0763888888888889,0.00231481481481481,0,0.0625,0,0,0,0,0,0.00694444444444444,0,0,0,0,0,0.00231481481481481,0,0,0,0,0,0.00231481481481481,0,0,0,0,0,0,0,0
665,11539,0,0,0.00356718192627824,0.00237812128418549,0.00118906064209275,0.00475624256837099,0.147443519619501,0,0.0951248513674197,0,0.00475624256837099,0.00118906064209275,0,0.00118906064209275,0,0.0225921521997622,0.0214030915576694,0.0214030915576694,0.0202140309155767,0.00475624256837099,0.0772889417360285,0.0261593341260404,0,0.00237812128418549,0.0130796670630202,0.00118906064209275,0.0760998810939358,0,0,0.00356718192627824,0.0118906064209275,0,0.00237812128418549,0,0.347205707491082,0,0,0,0.0130796670630202,0.0451843043995244,0,0,0.0202140309155767,0,0,0,0,0,0.00356718192627824,0,0,0.00356718192627824,0,0,0.00118906064209275,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,11632,0,0,0.00195694716242661,0,0.00391389432485323,0.0136986301369863,0.207436399217221,0,0.0528375733855186,0.00391389432485323,0,0,0,0,0,0.0489236790606654,0.0391389432485323,0.0430528375733855,0.025440313111546,0.00978473581213307,0.0410958904109589,0.0176125244618395,0.00195694716242661,0.00391389432485323,0.0117416829745597,0.00978473581213307,0.13307240704501,0,0,0.00587084148727984,0.0136986301369863,0,0,0,0.201565557729941,0,0.00195694716242661,0,0.0117416829745597,0.0293542074363992,0,0,0.050880626223092,0,0,0,0,0,0.00391389432485323,0,0,0.00391389432485323,0,0,0.00782778864970646,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,11724,0.00215982721382289,0.00215982721382289,0.00431965442764579,0.00215982721382289,0.00647948164146868,0.00431965442764579,0.138228941684665,0.00647948164146868,0.041036717062635,0.00215982721382289,0.00431965442764579,0,0,0.00647948164146868,0,0.0107991360691145,0.0323974082073434,0.019438444924406,0.0107991360691145,0.0172786177105832,0.0777537796976242,0.0388768898488121,0,0,0.0107991360691145,0.0151187904967603,0.0518358531317495,0,0,0.00215982721382289,0.0151187904967603,0,0.00431965442764579,0.00215982721382289,0.347732181425486,0,0,0.00215982721382289,0.00647948164146868,0.0151187904967603,0.00431965442764579,0,0.0734341252699784,0,0,0,0,0,0.0129589632829374,0.00431965442764579,0,0,0,0,0.00215982721382289,0,0,0,0,0,0.00215982721382289,0,0,0,0,0,0,0,0
680,11817,0,0.00145560407569141,0.00436681222707424,0,0,0.00582241630276565,0.116448326055313,0.00145560407569141,0.0305676855895196,0.00145560407569141,0.00436681222707424,0.00436681222707424,0,0,0,0.0145560407569141,0.00873362445414847,0.0451237263464338,0.0116448326055313,0.00873362445414847,0.135371179039301,0.0116448326055313,0.00436681222707424,0.00145560407569141,0.0276564774381368,0.00145560407569141,0.0349344978165939,0,0,0,0.00727802037845706,0,0.00436681222707424,0.00436681222707424,0.420669577874818,0,0.00436681222707424,0.00145560407569141,0.00727802037845706,0.0189228529839884,0,0.00145560407569141,0.0407569141193595,0,0.00873362445414847,0,0,0,0,0,0,0.00436681222707424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685,11910,0,0,0.00824499411071849,0.00235571260306243,0.00235571260306243,0,0.163722025912839,0.00117785630153121,0.03886925795053,0.00117785630153121,0.00471142520612485,0,0.00117785630153121,0,0,0.0094228504122497,0.0212014134275618,0.0270906949352179,0.0176678445229682,0.0094228504122497,0.206124852767962,0.0212014134275618,0,0.00117785630153121,0.00471142520612485,0.00471142520612485,0.0212014134275618,0,0,0,0.00588928150765607,0,0.00235571260306243,0.00117785630153121,0.387514723203769,0,0.00117785630153121,0,0.00471142520612485,0.00706713780918728,0.00588928150765607,0,0.00117785630153121,0,0,0,0,0,0.00117785630153121,0.00588928150765607,0,0.00471142520612485,0,0,0,0.00117785630153121,0,0,0,0,0,0,0,0,0,0.00117785630153121,0.00117785630153121,0,0
690,12003,0,0,0.00651465798045603,0.00325732899022801,0.00162866449511401,0.00488599348534202,0.162866449511401,0,0.0407166123778502,0,0.00488599348534202,0,0,0,0,0,0.0195439739413681,0.0293159609120521,0.011400651465798,0.00977198697068404,0.149837133550489,0.0211726384364821,0.00162866449511401,0.00325732899022801,0.00162866449511401,0,0.0358306188925081,0,0,0,0.011400651465798,0.00162866449511401,0.00488599348534202,0,0.44299674267101,0,0,0,0.00814332247557003,0.0130293159609121,0.00162866449511401,0,0,0,0,0,0,0,0.00488599348534202,0,0,0,0,0,0.00162866449511401,0,0,0,0,0,0,0,0,0,0,0.00162866449511401,0,0,0
695,12096,0,0,0.0143198090692124,0.00238663484486874,0,0.0071599045346062,0.152744630071599,0,0.045346062052506,0,0.00477326968973747,0.00238663484486874,0,0.0071599045346062,0.00954653937947494,0.00477326968973747,0.0167064439140811,0.0167064439140811,0.00238663484486874,0.0190930787589499,0.16945107398568,0.00954653937947494,0,0.00238663484486874,0.00477326968973747,0.0238663484486874,0.0334128878281623,0,0,0.00238663484486874,0.00954653937947494,0,0.00238663484486874,0,0.400954653937947,0.00477326968973747,0,0,0.00954653937947494,0.00477326968973747,0.00477326968973747,0,0.00477326968973747,0,0,0,0,0,0.00238663484486874,0.00238663484486874,0,0,0,0,0,0.00238663484486874,0,0,0,0,0,0,0,0,0,0,0,0,0
700,12188,0,0,0.00580720092915215,0,0,0.00696864111498258,0.13588850174216,0.00116144018583043,0.0348432055749129,0.00232288037166086,0.00232288037166086,0,0.00116144018583043,0.00116144018583043,0,0.00580720092915215,0.016260162601626,0.0476190476190476,0.00348432055749129,0.00348432055749129,0.163763066202091,0.00696864111498258,0,0.00116144018583043,0.0185830429732869,0.00580720092915215,0.0476190476190476,0,0,0,0.0150987224157956,0,0.00116144018583043,0,0.43205574912892,0,0,0,0.00696864111498258,0.016260162601626,0,0,0,0,0.00348432055749129,0,0,0,0,0,0,0.0116144018583043,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00116144018583043,0,0,0
705,12281,0,0,0.00977198697068404,0.0130293159609121,0.00162866449511401,0.00977198697068404,0.281758957654723,0,0.0260586319218241,0,0,0,0,0,0.00162866449511401,0.00162866449511401,0.0146579804560261,0.0146579804560261,0.011400651465798,0.011400651465798,0.151465798045603,0.011400651465798,0,0.00162866449511401,0,0.00162866449511401,0.0179153094462541,0,0,0.00162866449511401,0.00162866449511401,0.00162866449511401,0.00162866449511401,0.00325732899022801,0.353420195439739,0,0,0.00162866449511401,0.00651465798045603,0.0342019543973941,0,0,0.00325732899022801,0,0,0,0,0,0,0.00325732899022801,0,0.00162866449511401,0,0,0,0.00162866449511401,0,0,0,0,0,0,0,0,0,0.00325732899022801,0,0,0
712,NA,0,0,0.00536672629695885,0.0214669051878354,0.00178890876565295,0.0250447227191413,0.227191413237925,0.00178890876565295,0.0930232558139535,0,0,0,0.0035778175313059,0,0.00536672629695885,0.00894454382826476,0.0429338103756708,0.0107334525939177,0.0035778175313059,0.0143112701252236,0.0035778175313059,0.0858676207513417,0.00178890876565295,0,0.00536672629695885,0.0304114490161002,0.0304114490161002,0,0,0.00536672629695885,0.00894454382826476,0,0,0,0.228980322003578,0,0,0,0,0.114490161001789,0.0035778175313059,0,0,0,0,0,0,0,0,0.0143112701252236,0,0,0,0,0,0,0,0,0,0,0.00178890876565295,0,0,0,0,0,0,0,0
718,NA,0,0,0.048,0,0.002,0.012,0.086,0.006,0.29,0,0.004,0,0.002,0,0,0.016,0.042,0.026,0,0.012,0.01,0.112,0,0,0.01,0.004,0.108,0,0,0.002,0.004,0.004,0.002,0,0.01,0.002,0.002,0.004,0.002,0.156,0.01,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0.002,0.002,0,0,0,0,0,0
740,NA,0,0,0.00881057268722467,0.00220264317180617,0,0.0352422907488987,0.0286343612334802,0.00440528634361234,0.33920704845815,0,0,0,0.0066079295154185,0,0,0.0440528634361234,0.0242290748898678,0.0242290748898678,0,0.00220264317180617,0.00220264317180617,0.224669603524229,0,0,0.0110132158590308,0,0.116740088105727,0,0,0,0.00440528634361234,0,0,0,0,0,0,0,0,0.0572687224669604,0.0220264317180617,0,0,0,0,0,0,0,0,0.0308370044052863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0066079295154185,0.00440528634361234,0
750,NA,0,0,0.00836120401337793,0.00501672240802676,0,0.0418060200668896,0.0535117056856187,0.0100334448160535,0.354515050167224,0,0.00501672240802676,0,0.00836120401337793,0,0,0.0150501672240803,0.0234113712374582,0.0183946488294314,0.00167224080267559,0.0167224080267559,0.0100334448160535,0.204013377926421,0,0,0.0100334448160535,0.00334448160535117,0.0953177257525084,0,0,0,0.0183946488294314,0,0,0,0.0167224080267559,0,0.00334448160535117,0.00167224080267559,0.00167224080267559,0.0317725752508361,0.0284280936454849,0,0.00167224080267559,0,0,0,0,0,0,0.00501672240802676,0,0,0,0,0.00167224080267559,0.00167224080267559,0,0,0,0,0,0,0,0,0,0.00167224080267559,0.00167224080267559,0,0
760,NA,0,0,0,0.0131578947368421,0.0093984962406015,0.0056390977443609,0.0319548872180451,0.0075187969924812,0.171052631578947,0.0018796992481203,0.0169172932330827,0.0037593984962406,0.0488721804511278,0,0,0.0413533834586466,0.0394736842105263,0.0244360902255639,0.0075187969924812,0.0056390977443609,0.0075187969924812,0.289473684210526,0.0018796992481203,0.0018796992481203,0.0206766917293233,0.0018796992481203,0.0808270676691729,0,0,0,0.0075187969924812,0,0,0,0,0,0.0056390977443609,0.0018796992481203,0.0018796992481203,0.110902255639098,0.0244360902255639,0,0,0,0,0,0,0,0,0.0112781954887218,0,0,0,0,0,0.0037593984962406,0,0,0,0,0,0,0,0,0,0,0,0,0
770,NA,0,0,0.0171149144254279,0.00244498777506112,0.00733496332518337,0.0293398533007335,0.112469437652812,0,0.0660146699266504,0.00488997555012225,0,0,0.00733496332518337,0.00733496332518337,0,0.0171149144254279,0.0513447432762836,0.105134474327628,0.00244498777506112,0.0171149144254279,0.019559902200489,0.12958435207824,0,0.00244498777506112,0.0293398533007335,0.0709046454767726,0.0342298288508557,0,0,0,0.0342298288508557,0,0,0,0.0171149144254279,0,0.00244498777506112,0.00488997555012225,0.00244498777506112,0.149144254278729,0.00488997555012225,0,0,0,0,0,0,0,0,0.039119804400978,0.00244498777506112,0.00244498777506112,0,0,0,0.00488997555012225,0,0,0,0,0,0,0,0,0,0,0,0,0.00244498777506112
780,NA,0,0,0.0294117647058824,0,0,0.00735294117647059,0.191176470588235,0.0147058823529412,0.0808823529411765,0.0147058823529412,0.0220588235294118,0,0,0,0,0.0147058823529412,0.0441176470588235,0.0441176470588235,0,0.00735294117647059,0.0147058823529412,0.132352941176471,0,0.00735294117647059,0.0367647058823529,0,0.125,0,0,0.0220588235294118,0.0220588235294118,0,0,0,0,0,0,0.00735294117647059,0,0.0735294117647059,0.00735294117647059,0,0,0,0,0,0,0,0,0.0735294117647059,0,0,0,0,0,0,0,0,0,0,0.00735294117647059,0,0,0,0,0,0,0,0
