"sample.depths","sample.ages","Acer.pensylvanicum","Acer.rubrum","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Artemisia","Betula","Fagus","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Juglans.cinerea","Larix","Ostrya.Carpinus","Picea.glauca.type","Picea.mariana.type","Pinus.undiff.","Populus.tremuloides.type","Quercus","Ranunculaceae.undiff.","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Apiaceae","Rosaceae.undiff.","Juniperus.type","Ephedra","Poaceae","Abies.balsamea","Acer.saccharum","Myrica.gale","Pinus.banksiana.type","Pinus.strobus","Rumex.type","Juniperus.communis.Thuja.occidentalis.type","Tsuga.canadensis","Picea.undiff.","Cyperaceae","Ericaceae","Brassicaceae","Rhamnus.cathartica","Acer.spicatum","Tilia","Carya.ovata","Castanea.dentata","Salix.undiff.","Populus.balsamifera.type","Corylus.cornuta","Amaranthaceae","Impatiens","Taxus","Nemopanthus.mucronatus","Thalictrum","Caryophyllaceae","Polygonum.lapathifolium.type","Acer.saccharinum","Morus.rubra.type","Pinus.resinosa.type","Saxifragaceae.undiff.","Shepherdia.canadensis","Prunus.pensylvanica","Acer.cf..A..pensylvanicum","Salix.herbacea.type","Lonicera","Epilobium","Polygonaceae.undiff.","Viburnum","Onagraceae.undiff.","Salix.vestita.type","cf..Oxyria.digyna","Prunus.undiff.","Fabaceae.undiff.","Asteraceae.subf..Cichorioideae","Oxytropis.maydelliana.type","Potentilla.palustris.type","Saxifraga.cernua.type"
760,10460,0,0,0.0136157337367625,0.00453857791225416,0.00302571860816944,0.00605143721633888,0.228441754916793,0,0.00605143721633888,0,0,0,0.0242057488653555,0,0.00302571860816944,0.0226928895612708,0.276853252647504,0.0468986384266263,0,0.00302571860816944,0.0166414523449319,0,0.00151285930408472,0.202723146747353,0,0.00907715582450832,0.00151285930408472,0.00302571860816944,0,0.0075642965204236,0.0363086232980333,0,0.0121028744326778,0.00302571860816944,0.010590015128593,0.0166414523449319,0.00302571860816944,0,0,0,0,0,0,0.0196671709531014,0.00605143721633888,0.0075642965204236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00151285930408472,0,0.00151285930408472,0,0.00151285930408472,0,0,0,0,0,0,0,0,0
770,10681,0,0,0.008,0.008,0.002,0.006,0.264,0,0,0,0,0.002,0.002,0.002,0.002,0.026,0.26,0.028,0,0.006,0.01,0,0,0.192,0,0.018,0,0.002,0.008,0.02,0.04,0,0,0.002,0.004,0.05,0,0,0,0,0,0,0,0.014,0.004,0.002,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0.012,0,0,0,0,0.002,0.002,0,0,0,0,0,0,0
780,10902,0,0,0.00974658869395711,0.00194931773879142,0,0.0272904483430799,0.395711500974659,0,0.00974658869395711,0,0,0,0.00779727095516569,0,0.00974658869395711,0.0428849902534113,0.200779727095517,0.0194931773879142,0,0.00974658869395711,0.00974658869395711,0,0.00389863547758285,0.00584795321637427,0,0.0155945419103314,0,0.00389863547758285,0.00194931773879142,0.00389863547758285,0.0701754385964912,0,0,0,0.00389863547758285,0.0662768031189084,0.00584795321637427,0,0,0,0,0.00194931773879142,0,0.0311890838206628,0.00779727095516569,0.00194931773879142,0,0,0,0,0,0.00389863547758285,0,0.00194931773879142,0.00194931773879142,0,0,0.00974658869395711,0,0,0.00974658869395711,0,0.00389863547758285,0,0,0,0,0,0,0,0,0,0,0
790,11123,0.0018796992481203,0,0.0093984962406015,0.0037593984962406,0.0018796992481203,0.0319548872180451,0.110902255639098,0.0075187969924812,0.0150375939849624,0,0,0,0.0018796992481203,0,0.0263157894736842,0.0488721804511278,0.056390977443609,0.0488721804511278,0,0.0206766917293233,0.0206766917293233,0,0.0018796992481203,0.0112781954887218,0,0.0695488721804511,0.0018796992481203,0,0,0.0281954887218045,0.0582706766917293,0,0.0018796992481203,0.0075187969924812,0.0093984962406015,0.180451127819549,0.0206766917293233,0,0,0,0,0.0018796992481203,0,0.172932330827068,0.0037593984962406,0.0131578947368421,0,0,0,0,0,0.0018796992481203,0,0,0,0,0,0.0037593984962406,0,0,0,0,0.0018796992481203,0,0,0,0,0.0018796992481203,0.0018796992481203,0,0,0,0,0
805,11454,0,0,0.0327653997378768,0.00262123197903014,0.00131061598951507,0.0353866317169069,0.0563564875491481,0,0.00131061598951507,0,0,0,0.00262123197903014,0,0.00262123197903014,0.0275229357798165,0.00393184796854522,0.0144167758846658,0,0.00524246395806029,0.00262123197903014,0,0.0117955439056356,0.00393184796854522,0,0.18348623853211,0,0,0.00131061598951507,0.00524246395806029,0.102228047182176,0,0,0.00393184796854522,0.0353866317169069,0.384010484927916,0.00131061598951507,0,0,0,0,0,0,0.0524246395806029,0,0.00262123197903014,0,0,0,0,0,0.00262123197903014,0,0,0,0,0,0,0,0,0.018348623853211,0,0,0,0,0,0,0,0,0.00262123197903014,0,0,0,0
810,11564,0,0,0.0270967741935484,0.00903225806451613,0.00129032258064516,0.0309677419354839,0.0412903225806452,0,0.00258064516129032,0,0,0,0.00387096774193548,0,0.00774193548387097,0.0232258064516129,0,0.0129032258064516,0.00129032258064516,0.00387096774193548,0,0,0.0167741935483871,0.00258064516129032,0,0.169032258064516,0,0,0,0.00903225806451613,0.0554838709677419,0,0,0,0.0451612903225806,0.416774193548387,0,0,0,0,0,0,0,0.0812903225806452,0,0.00774193548387097,0,0,0,0,0,0.0103225806451613,0,0,0.00129032258064516,0,0,0,0,0,0.00516129032258065,0,0,0,0,0,0.00129032258064516,0.0064516129032258,0,0.0064516129032258,0,0,0,0
820,11785,0,0,0.0175438596491228,0.0131578947368421,0.00219298245614035,0.0153508771929825,0.0285087719298246,0,0,0,0,0,0,0,0.0175438596491228,0.0482456140350877,0,0.0153508771929825,0,0.0043859649122807,0.0043859649122807,0,0.0109649122807018,0.00219298245614035,0,0.116228070175439,0.00219298245614035,0,0,0.0241228070175439,0.0460526315789474,0,0.00219298245614035,0,0.0679824561403509,0.456140350877193,0,0,0,0,0,0,0,0.0767543859649123,0,0.0043859649122807,0,0,0,0,0,0.00657894736842105,0,0,0,0,0,0,0,0,0.0153508771929825,0,0,0.00219298245614035,0,0,0,0,0,0,0,0,0,0
830,NA,0,0,0.0124223602484472,0.0186335403726708,0.0046583850931677,0.108695652173913,0.0217391304347826,0,0.0015527950310559,0,0.0015527950310559,0,0.0108695652173913,0,0.0031055900621118,0.031055900621118,0.0015527950310559,0.0170807453416149,0,0.0077639751552795,0.0031055900621118,0,0.0232919254658385,0.0062111801242236,0,0.192546583850932,0,0,0,0.0139751552795031,0.0326086956521739,0,0,0,0.0263975155279503,0.256211180124224,0.0015527950310559,0,0,0,0,0,0,0.136645962732919,0,0.0046583850931677,0,0,0,0,0,0.0031055900621118,0,0,0.0170807453416149,0,0.0046583850931677,0,0,0,0.0093167701863354,0,0,0,0,0,0.0108695652173913,0,0,0.0015527950310559,0.0015527950310559,0.0124223602484472,0.0015527950310559,0
840,NA,0,0,0.0071599045346062,0.0190930787589499,0.0071599045346062,0.0214797136038186,0,0,0.0071599045346062,0,0,0,0.00954653937947494,0,0.00477326968973747,0.0525059665871122,0.00238663484486874,0.0143198090692124,0,0.00954653937947494,0.00238663484486874,0,0.0405727923627685,0.0071599045346062,0,0.243436754176611,0,0.00477326968973747,0.00238663484486874,0.00477326968973747,0.0620525059665871,0,0.00238663484486874,0,0.045346062052506,0.260143198090692,0,0,0,0,0,0.00238663484486874,0,0.0572792362768496,0,0.0119331742243437,0,0,0,0,0,0.0119331742243437,0,0,0.00477326968973747,0,0,0.00477326968973747,0,0,0.0190930787589499,0,0,0,0,0,0.0190930787589499,0,0,0.0262529832935561,0,0.00477326968973747,0.00238663484486874,0.00477326968973747
845,NA,0,0,0.0168539325842697,0,0.0140449438202247,0.0308988764044944,0.109550561797753,0.0140449438202247,0,0.0140449438202247,0,0,0.00842696629213483,0,0.0308988764044944,0.047752808988764,0.0252808988764045,0.0449438202247191,0,0.0112359550561798,0.0252808988764045,0,0.00842696629213483,0.0140449438202247,0,0.148876404494382,0,0,0.00280898876404494,0.00280898876404494,0.112359550561798,0,0.0140449438202247,0,0.00842696629213483,0.0702247191011236,0,0,0,0,0,0,0,0.0814606741573034,0.00561797752808989,0.109550561797753,0.00280898876404494,0,0,0,0,0.00842696629213483,0,0,0,0,0,0,0,0,0,0,0.00842696629213483,0,0,0,0,0,0,0.00561797752808989,0,0,0,0.00280898876404494
848,NA,0,0,0.0249343832020997,0.00393700787401575,0.00131233595800525,0.0196850393700787,0.0656167979002625,0,0.00393700787401575,0.00131233595800525,0,0,0.00393700787401575,0,0.0354330708661417,0.103674540682415,0.00131233595800525,0.047244094488189,0,0.0026246719160105,0.0144356955380577,0,0.0131233595800525,0.005249343832021,0,0.175853018372703,0,0.00131233595800525,0,0.0196850393700787,0.0971128608923885,0,0.0026246719160105,0.00131233595800525,0.0341207349081365,0.047244094488189,0,0,0,0,0,0.00131233595800525,0.00131233595800525,0.206036745406824,0,0.026246719160105,0.0026246719160105,0,0,0,0,0.005249343832021,0,0,0,0,0,0.0026246719160105,0,0,0.00131233595800525,0,0,0,0,0.00131233595800525,0,0,0,0.020997375328084,0.0026246719160105,0.00131233595800525,0,0
850,NA,0,0,0.08,0.01,0,0.02,0.2,0.005,0,0,0,0,0.01,0,0,0.07,0.005,0.14,0,0.025,0.07,0,0.03,0.015,0,0.07,0,0,0,0,0.04,0,0,0,0.035,0.095,0,0,0,0,0,0.005,0,0.045,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0.005,0,0,0,0,0,0,0.005,0,0,0,0
853,NA,0,0,0.025,0,0.0125,0.025,0.125,0,0,0,0,0,0.0125,0,0.0125,0.225,0.0125,0.1,0,0,0.0625,0,0.0125,0,0,0.0625,0,0,0,0,0.075,0,0.0125,0.0125,0.0875,0.0875,0,0,0,0,0,0,0,0.025,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
855,NA,0,0,0.0300187617260788,0,0.00375234521575985,0.0281425891181989,0.0825515947467167,0.0075046904315197,0,0,0.00187617260787992,0,0,0,0.0469043151969981,0.0562851782363977,0,0.024390243902439,0,0.00562851782363977,0.0150093808630394,0,0.00938086303939963,0.0075046904315197,0,0.185741088180113,0,0.00187617260787992,0,0.00938086303939963,0.121951219512195,0,0,0.0075046904315197,0.0225140712945591,0.168855534709193,0,0,0,0,0,0,0,0.106941838649156,0.00187617260787992,0.0150093808630394,0.00562851782363977,0,0,0,0,0.0075046904315197,0,0.00187617260787992,0,0,0,0.00187617260787992,0,0,0,0,0,0,0,0,0,0,0,0.0206378986866792,0,0.00187617260787992,0,0
