"sample.depths","sample.ages","Abies","Betula","Corylus","Cupressaceae","Cyperaceae","Ericaceae","Fagus","Juglans.cinerea","Larix","Ostrya.Carpinus","Picea","Platanus","Quercus","Rumex","Salix","Thalictrum","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus","Acer","Ambrosia","Myrica","Populus","Poaceae","Fraxinus.nigra","Pinus.det..P..banksiana.P..resinosa","Pinus.det..P..strobus","Artemisia","Celtis","Cornus","Fraxinus.americana","Tilia","Ephedra.nevadensis.type","Amaranthaceae","Ilex","Lamiaceae","Humulus","Xanthium","Carya","Ephedra.torreyana.type","Morus","Shepherdia.canadensis","Castanea","Plantago.lanceolata","Polygonum","Vitis","Juglans.nigra","Galium","Liquidambar","Fabaceae","Ribes","Rosaceae"
75,857,0.00952380952380952,0.155555555555556,0.0126984126984127,0.0698412698412698,0.00634920634920635,0,0.0285714285714286,0,0.00317460317460317,0.0158730158730159,0.0285714285714286,0,0.0349206349206349,0,0,0,0.0761904761904762,0,0.00952380952380952,0.0380952380952381,0.00634920634920635,0,0,0,0,0.00317460317460317,0.0349206349206349,0.450793650793651,0.00317460317460317,0,0,0,0,0,0,0.00317460317460317,0,0,0.00634920634920635,0,0,0.00317460317460317,0,0,0,0,0,0,0,0,0,0,0
85,985,0.0104712041884817,0.183246073298429,0.00785340314136126,0.0654450261780105,0.0104712041884817,0.00261780104712042,0.0130890052356021,0,0.0104712041884817,0.0130890052356021,0.031413612565445,0,0.00785340314136126,0,0.00261780104712042,0,0.0366492146596859,0,0.00785340314136126,0.0654450261780105,0.0104712041884817,0.00261780104712042,0.00523560209424084,0.00523560209424084,0.00523560209424084,0.00523560209424084,0.0183246073298429,0.473821989528796,0,0.00261780104712042,0,0,0,0,0,0.00261780104712042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,1113,0.0125,0.13125,0.015625,0.059375,0.01875,0,0.01875,0,0.0125,0.003125,0.040625,0,0.0125,0,0,0,0.028125,0,0.00625,0.05625,0.003125,0.00625,0.003125,0.003125,0.003125,0.003125,0.065625,0.48125,0.003125,0.003125,0,0,0,0.003125,0,0.00625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,1177,0.00581395348837209,0.207364341085271,0.00193798449612403,0.0484496124031008,0.00581395348837209,0,0.0213178294573643,0,0.00193798449612403,0.0135658914728682,0.0232558139534884,0.00193798449612403,0.0116279069767442,0,0,0,0.0833333333333333,0.00193798449612403,0.0135658914728682,0.0155038759689922,0.0290697674418605,0.00193798449612403,0.00193798449612403,0.00193798449612403,0.00193798449612403,0.0116279069767442,0.0523255813953488,0.434108527131783,0.00193798449612403,0,0,0.00387596899224806,0,0,0,0.00193798449612403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,1241,0.002710027100271,0.181571815718157,0.013550135501355,0.0677506775067751,0.008130081300813,0,0.024390243902439,0,0.002710027100271,0.00542005420054201,0.02710027100271,0.002710027100271,0.018970189701897,0,0,0,0.113821138211382,0,0.00542005420054201,0.021680216802168,0.02710027100271,0,0.002710027100271,0.00542005420054201,0,0.00542005420054201,0.040650406504065,0.411924119241192,0.002710027100271,0,0,0,0,0,0,0.002710027100271,0,0,0,0.002710027100271,0.002710027100271,0,0,0,0,0,0,0,0,0,0,0,0
110,1308,0.0104529616724739,0.202090592334495,0,0.10801393728223,0.00348432055749129,0,0.0209059233449477,0,0.0104529616724739,0.00348432055749129,0.048780487804878,0.00348432055749129,0.0209059233449477,0,0.00348432055749129,0,0.0871080139372822,0,0.00348432055749129,0.0174216027874564,0.0209059233449477,0,0,0.00348432055749129,0,0.0104529616724739,0.0696864111498258,0.344947735191638,0,0,0,0.00348432055749129,0,0,0,0,0,0,0.00348432055749129,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,1507,0.015748031496063,0.144356955380577,0.0026246719160105,0.115485564304462,0.005249343832021,0.0026246719160105,0.0131233595800525,0,0.0026246719160105,0.0078740157480315,0.0341207349081365,0,0.0236220472440945,0,0,0,0.062992125984252,0.0026246719160105,0.0183727034120735,0.015748031496063,0.0288713910761155,0.005249343832021,0,0,0,0.005249343832021,0,0.477690288713911,0.0026246719160105,0.0026246719160105,0,0,0.0026246719160105,0.0026246719160105,0,0.005249343832021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,1640,0.0151515151515152,0.163636363636364,0.00909090909090909,0.0787878787878788,0.00606060606060606,0.00303030303030303,0.0212121212121212,0,0.00909090909090909,0.0151515151515152,0.0303030303030303,0.00606060606060606,0.0212121212121212,0,0.00303030303030303,0,0.0666666666666667,0,0.00303030303030303,0.0393939393939394,0.0181818181818182,0,0,0.0121212121212121,0.00303030303030303,0.0121212121212121,0.0484848484848485,0.396969696969697,0,0,0,0.00303030303030303,0,0.00909090909090909,0,0.00303030303030303,0,0.00303030303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1773,0.00684931506849315,0.136986301369863,0.0136986301369863,0.0308219178082192,0.00342465753424658,0,0.0273972602739726,0,0,0.0171232876712329,0.023972602739726,0.00684931506849315,0.0273972602739726,0,0.00342465753424658,0,0.106164383561644,0,0.00684931506849315,0.0205479452054795,0.0136986301369863,0,0,0,0,0.00684931506849315,0.0205479452054795,0.517123287671233,0,0,0,0.00342465753424658,0.00684931506849315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,1906,0.0072463768115942,0.152173913043478,0.0108695652173913,0.0797101449275362,0,0,0.0217391304347826,0,0.0036231884057971,0.0072463768115942,0.0217391304347826,0,0.0072463768115942,0,0,0,0.068840579710145,0.0036231884057971,0.0181159420289855,0.0108695652173913,0.0181159420289855,0,0.0072463768115942,0,0,0,0.0833333333333333,0.471014492753623,0.0036231884057971,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0036231884057971,0,0,0,0,0,0,0,0,0,0
165,2039,0.0202702702702703,0.293918918918919,0.00337837837837838,0.0945945945945946,0.00675675675675676,0,0.0202702702702703,0,0.00337837837837838,0.0135135135135135,0.0337837837837838,0,0.0168918918918919,0,0,0,0.0371621621621622,0.00337837837837838,0.00675675675675676,0.0135135135135135,0.0135135135135135,0,0.00337837837837838,0.00675675675675676,0.00337837837837838,0.0101351351351351,0.0472972972972973,0.334459459459459,0,0,0,0.00337837837837838,0,0,0,0.00337837837837838,0,0,0,0.00337837837837838,0,0.00337837837837838,0,0,0,0,0,0,0,0,0,0,0
175,2172,0.00613496932515337,0.193251533742331,0.00920245398773006,0.0828220858895705,0.00306748466257669,0,0.0552147239263804,0.00306748466257669,0.00613496932515337,0.00920245398773006,0.0337423312883436,0,0.0184049079754601,0,0,0,0.058282208588957,0.00306748466257669,0.0122699386503067,0.0153374233128834,0.0153374233128834,0.00306748466257669,0,0,0.00306748466257669,0.00306748466257669,0.0736196319018405,0.386503067484663,0,0,0,0.00306748466257669,0,0,0,0,0,0,0,0.00306748466257669,0,0,0,0,0,0,0,0,0,0,0,0,0
184,2291,0.00286532951289398,0.209169054441261,0.00859598853868195,0.108882521489971,0,0,0.0229226361031519,0,0.00286532951289398,0.00859598853868195,0,0.00573065902578797,0.0257879656160458,0,0.00286532951289398,0,0.0859598853868195,0.00286532951289398,0.0171919770773639,0.0200573065902579,0.0114613180515759,0.00286532951289398,0.00286532951289398,0.00286532951289398,0,0.00859598853868195,0.100286532951289,0.329512893982808,0.00573065902578797,0,0,0.00286532951289398,0,0.00286532951289398,0,0.00286532951289398,0,0,0,0,0,0,0,0.00286532951289398,0,0,0,0,0,0,0,0,0
186,2318,0,0.184905660377358,0.00377358490566038,0.124528301886792,0,0,0.0226415094339623,0.00377358490566038,0.00377358490566038,0.0150943396226415,0.0264150943396226,0,0.0339622641509434,0,0,0,0.0264150943396226,0,0.0113207547169811,0.0226415094339623,0.00754716981132075,0,0,0,0,0.00754716981132075,0.0226415094339623,0.464150943396226,0.00754716981132075,0,0,0,0.00377358490566038,0,0,0.00377358490566038,0,0,0,0,0,0,0,0,0.00377358490566038,0,0,0,0,0,0,0,0
195,2437,0.0033003300330033,0.155115511551155,0,0.108910891089109,0.0033003300330033,0,0.0264026402640264,0,0.0132013201320132,0.0066006600660066,0.0297029702970297,0.0033003300330033,0.033003300330033,0,0,0,0.066006600660066,0,0.0099009900990099,0.0264026402640264,0.0066006600660066,0,0,0.0033003300330033,0,0.0033003300330033,0.0429042904290429,0.445544554455446,0,0,0,0.0033003300330033,0,0,0,0.0033003300330033,0,0,0,0.0066006600660066,0,0,0,0,0,0,0,0,0,0,0,0,0
205,2570,0,0.128939828080229,0.00573065902578797,0.117478510028653,0.00286532951289398,0,0.0200573065902579,0,0.0171919770773639,0.00286532951289398,0.0171919770773639,0.00286532951289398,0.0286532951289398,0,0,0,0.0515759312320917,0,0.0114613180515759,0.0114613180515759,0.0143266475644699,0,0,0.00859598853868195,0.00573065902578797,0.0114613180515759,0.0716332378223496,0.458452722063037,0,0.00573065902578797,0,0.00286532951289398,0,0,0,0.00286532951289398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,2798,0.00576368876080692,0.193083573487032,0.0115273775216138,0.112391930835735,0.00864553314121038,0.00288184438040346,0.0144092219020173,0,0.0115273775216138,0.00576368876080692,0.0345821325648415,0,0.0288184438040346,0,0,0,0.0432276657060519,0,0.00864553314121038,0.0259365994236311,0.00288184438040346,0,0,0.00576368876080692,0.00288184438040346,0,0.037463976945245,0.432276657060519,0.00288184438040346,0,0,0,0,0,0,0.00576368876080692,0,0,0,0.00288184438040346,0,0,0,0,0,0,0,0,0,0,0,0,0
224,3003,0.0128205128205128,0.158974358974359,0,0.0717948717948718,0,0,0.0153846153846154,0,0.0102564102564103,0.00769230769230769,0.00256410256410256,0,0.0179487179487179,0,0,0,0.0333333333333333,0,0.0153846153846154,0.0205128205128205,0.00769230769230769,0,0.00256410256410256,0.00256410256410256,0.00769230769230769,0.0153846153846154,0.0743589743589744,0.515384615384615,0,0,0,0.00256410256410256,0,0,0,0.00256410256410256,0,0.00256410256410256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,3025,0.002710027100271,0.157181571815718,0.013550135501355,0.048780487804878,0.008130081300813,0.002710027100271,0.013550135501355,0,0.008130081300813,0.010840108401084,0.024390243902439,0,0.016260162601626,0,0.002710027100271,0,0.046070460704607,0,0.00542005420054201,0.016260162601626,0.00542005420054201,0,0.00542005420054201,0.008130081300813,0,0.002710027100271,0.073170731707317,0.520325203252033,0.002710027100271,0,0,0,0,0,0,0.002710027100271,0,0,0,0.002710027100271,0,0,0,0,0,0,0,0,0,0,0,0,0
235,3253,0.00613496932515337,0.138036809815951,0.00613496932515337,0.0828220858895705,0.00613496932515337,0.00306748466257669,0,0,0.00306748466257669,0.00920245398773006,0.0122699386503067,0,0.0306748466257669,0,0,0,0.0306748466257669,0,0.00306748466257669,0.0214723926380368,0.00920245398773006,0.00613496932515337,0,0.00613496932515337,0,0.00613496932515337,0.0214723926380368,0.585889570552147,0.00306748466257669,0,0,0.00613496932515337,0,0,0,0.00306748466257669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,3480,0.006993006993007,0.146853146853147,0.0034965034965035,0.020979020979021,0.0034965034965035,0,0.006993006993007,0,0.0034965034965035,0.0104895104895105,0.0174825174825175,0,0.013986013986014,0,0.0034965034965035,0,0.027972027972028,0,0,0.013986013986014,0.0104895104895105,0.0034965034965035,0.0034965034965035,0.0034965034965035,0,0.0034965034965035,0.0944055944055944,0.590909090909091,0,0,0,0.0104895104895105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,3708,0.00264550264550265,0.148148148148148,0,0.0476190476190476,0,0,0.0105820105820106,0,0,0.00264550264550265,0.0158730158730159,0.00264550264550265,0.0291005291005291,0,0,0,0.0211640211640212,0,0.00264550264550265,0.0132275132275132,0.00529100529100529,0,0,0,0,0.00529100529100529,0,0.67989417989418,0.00264550264550265,0,0,0,0,0,0,0.00264550264550265,0,0,0,0.00529100529100529,0,0,0,0,0,0.00264550264550265,0,0,0,0,0,0,0
265,3935,0.0029673590504451,0.127596439169139,0.00593471810089021,0.0890207715133531,0.00593471810089021,0,0.00593471810089021,0,0.00890207715133531,0.0148367952522255,0.0237388724035608,0,0.0207715133531157,0,0.0029673590504451,0,0.0237388724035608,0,0.00593471810089021,0.0267062314540059,0.0029673590504451,0.0029673590504451,0.0029673590504451,0.0118694362017804,0,0.0029673590504451,0.0356083086053412,0.566765578635015,0,0,0,0,0,0,0.0029673590504451,0.0029673590504451,0,0,0,0,0,0,0,0,0,0.0029673590504451,0,0,0,0,0,0,0
275,4163,0.00303951367781155,0.124620060790274,0.0060790273556231,0.0547112462006079,0.00303951367781155,0,0.0060790273556231,0,0.00303951367781155,0.00303951367781155,0.0060790273556231,0,0.0182370820668693,0,0.00303951367781155,0,0.0182370820668693,0,0.00911854103343465,0.0060790273556231,0.0182370820668693,0,0,0,0,0.0182370820668693,0,0.683890577507599,0,0,0,0.00303951367781155,0,0,0,0.00911854103343465,0,0,0,0.00303951367781155,0,0,0,0,0,0,0,0,0,0,0,0,0
285,4391,0,0.131054131054131,0,0.0626780626780627,0,0,0,0,0.00284900284900285,0.0056980056980057,0.0256410256410256,0.00284900284900285,0.0398860398860399,0,0,0,0.00284900284900285,0,0.00284900284900285,0.0170940170940171,0.0113960113960114,0,0,0.00284900284900285,0.00284900284900285,0.00854700854700855,0.0854700854700855,0.592592592592593,0,0,0,0.00284900284900285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,4846,0.00377358490566038,0.215094339622642,0,0.0641509433962264,0,0,0.0113207547169811,0,0.00754716981132075,0.00377358490566038,0.0150943396226415,0,0.0339622641509434,0,0.00377358490566038,0.00377358490566038,0.00754716981132075,0,0.00754716981132075,0.0264150943396226,0.00754716981132075,0,0,0,0,0.00754716981132075,0.0377358490566038,0.524528301886792,0.00754716981132075,0,0,0.00754716981132075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00377358490566038,0,0,0,0,0,0
315,5022,0.01,0.126666666666667,0,0.0766666666666667,0.00333333333333333,0,0.01,0,0.00666666666666667,0.00666666666666667,0.01,0,0.04,0,0.00333333333333333,0,0.103333333333333,0,0.0166666666666667,0.0166666666666667,0.00333333333333333,0,0,0.00666666666666667,0.01,0.0166666666666667,0.1,0.42,0.00333333333333333,0,0,0.00666666666666667,0,0,0,0.00333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,5198,0.00288184438040346,0.100864553314121,0.00288184438040346,0.0662824207492795,0.00288184438040346,0,0.00576368876080692,0,0.00288184438040346,0.00864553314121038,0.00864553314121038,0.00576368876080692,0.0403458213256484,0,0,0,0.069164265129683,0,0.00864553314121038,0.0230547550432277,0.0172910662824208,0,0,0.0144092219020173,0,0.00288184438040346,0.129682997118156,0.472622478386167,0.00288184438040346,0,0,0.00576368876080692,0,0,0,0,0,0,0.00576368876080692,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,5392,0,0.10431654676259,0.00719424460431655,0.0179856115107914,0.00359712230215827,0,0.0107913669064748,0,0,0.00359712230215827,0,0,0.0431654676258993,0,0.00359712230215827,0,0.0503597122302158,0,0.0287769784172662,0.0107913669064748,0.0143884892086331,0,0,0.00719424460431655,0.00719424460431655,0.0107913669064748,0.0755395683453237,0.586330935251799,0,0,0,0.00359712230215827,0,0,0,0.00359712230215827,0,0,0.00359712230215827,0,0,0,0,0,0,0,0,0.00359712230215827,0,0,0,0,0
345,5550,0.00925925925925926,0.0833333333333333,0.00308641975308642,0.00617283950617284,0,0,0.00617283950617284,0,0.00308641975308642,0.0123456790123457,0.0123456790123457,0,0.0462962962962963,0,0,0,0.0401234567901235,0,0.00925925925925926,0.00925925925925926,0.00308641975308642,0.00308641975308642,0.00308641975308642,0.0123456790123457,0.00617283950617284,0.00925925925925926,0.058641975308642,0.651234567901235,0,0,0,0.0123456790123457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,5674,0.0033003300330033,0.0594059405940594,0.0066006600660066,0.0198019801980198,0,0,0.0198019801980198,0,0.0033003300330033,0.0099009900990099,0.0066006600660066,0,0.033003300330033,0,0,0,0,0,0.0132013201320132,0.0165016501650165,0.0132013201320132,0,0,0.0033003300330033,0,0.0132013201320132,0.132013201320132,0.64026402640264,0.0033003300330033,0,0,0.0033003300330033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,5903,0.0115273775216138,0.0489913544668588,0.00288184438040346,0.0345821325648415,0,0,0.00576368876080692,0,0,0.00864553314121038,0,0.00576368876080692,0.0403458213256484,0,0,0,0.0288184438040346,0,0.00864553314121038,0.0201729106628242,0.00288184438040346,0.00288184438040346,0,0.00864553314121038,0,0.0288184438040346,0.069164265129683,0.671469740634006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,6061,0.00625,0.059375,0.00625,0.009375,0.009375,0.003125,0.0125,0,0,0.021875,0,0,0.034375,0,0,0,0.021875,0,0.003125,0.028125,0.021875,0,0,0.009375,0,0.015625,0.125,0.6,0,0,0,0.003125,0,0,0.003125,0,0,0.003125,0,0,0,0,0,0,0,0,0,0,0.003125,0,0,0,0
384,6237,0.00357142857142857,0.0464285714285714,0.00357142857142857,0.0107142857142857,0.00357142857142857,0,0.00714285714285714,0,0,0.0142857142857143,0.00357142857142857,0.00357142857142857,0.0464285714285714,0,0,0,0.0285714285714286,0,0.00714285714285714,0.0285714285714286,0,0.0107142857142857,0.00357142857142857,0,0,0.00357142857142857,0.0607142857142857,0.710714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00357142857142857,0,0,0,0,0
392,6378,0.00869565217391304,0.0695652173913043,0.00289855072463768,0.00289855072463768,0.00579710144927536,0,0.0144927536231884,0,0,0.00579710144927536,0.00289855072463768,0.00579710144927536,0.0463768115942029,0,0.00289855072463768,0,0.00869565217391304,0,0.00869565217391304,0.0173913043478261,0,0,0,0.00869565217391304,0.00289855072463768,0.0202898550724638,0.156521739130435,0.536231884057971,0.00289855072463768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0695652173913043,0,0,0,0,0,0,0,0,0
406,6628,0.00327868852459016,0.0459016393442623,0,0.0098360655737705,0.00655737704918033,0,0.0131147540983607,0,0,0.0262295081967213,0,0.00327868852459016,0.0295081967213115,0,0,0,0.0131147540983607,0,0.0131147540983607,0.0229508196721311,0.00655737704918033,0.00655737704918033,0,0.00327868852459016,0,0.0131147540983607,0.157377049180328,0.60327868852459,0.0098360655737705,0,0,0.00655737704918033,0,0,0.00655737704918033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,6840,0.00297619047619048,0.0386904761904762,0.00297619047619048,0.0208333333333333,0,0,0,0,0.00595238095238095,0.0238095238095238,0.00595238095238095,0,0.0178571428571429,0,0.00595238095238095,0,0.00297619047619048,0,0.0148809523809524,0.0208333333333333,0,0.00297619047619048,0.00297619047619048,0.00297619047619048,0,0.0148809523809524,0.148809523809524,0.651785714285714,0,0,0,0.00892857142857143,0,0,0,0,0,0.00297619047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,7051,0.00334448160535117,0.0167224080267559,0,0.00668896321070234,0.00334448160535117,0,0,0,0,0.0133779264214047,0.020066889632107,0,0.0301003344481605,0,0.00334448160535117,0,0.0133779264214047,0,0.00334448160535117,0.0100334448160535,0.00668896321070234,0,0.00334448160535117,0.0133779264214047,0,0.0133779264214047,0.301003344481605,0.535117056856187,0,0,0,0.00334448160535117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,7241,0.0115273775216138,0.0403458213256484,0,0.00288184438040346,0,0,0,0,0.00288184438040346,0.00864553314121038,0.0230547550432277,0.00288184438040346,0.0201729106628242,0,0,0,0.00288184438040346,0,0.0172910662824208,0.00864553314121038,0.00288184438040346,0,0,0.00288184438040346,0,0.0144092219020173,0.141210374639769,0.680115273775216,0,0,0,0.0115273775216138,0,0,0.00288184438040346,0,0,0,0.00288184438040346,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,7452,0.00701754385964912,0.0105263157894737,0.00350877192982456,0.00350877192982456,0.00350877192982456,0,0.00350877192982456,0,0,0.0175438596491228,0.0210526315789474,0,0.0105263157894737,0,0,0,0,0,0.00701754385964912,0.0280701754385965,0,0.00350877192982456,0,0.00350877192982456,0.00701754385964912,0,0.217543859649123,0.649122807017544,0,0,0,0,0,0,0.00350877192982456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,7642,0.0136986301369863,0.0904109589041096,0,0.0219178082191781,0.00273972602739726,0,0.00273972602739726,0,0.00273972602739726,0.00821917808219178,0.00547945205479452,0.00273972602739726,0.0219178082191781,0,0,0,0.00273972602739726,0,0.00273972602739726,0.0191780821917808,0,0,0,0.00547945205479452,0.00547945205479452,0.0191780821917808,0.372602739726027,0.389041095890411,0.00273972602739726,0,0,0.00273972602739726,0,0,0.00547945205479452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
