"sample.depths","sample.ages","Acer.rubrum","Ambrosia.type","Betula","Carya","Castanea","Cyperaceae","Fagus","Herbs.undiff.","Juglans.nigra","Nyssa","Quercus","Tilia","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Apiaceae","Alnus","Pinus","Poaceae","Plantago","Polygonum","Rubiaceae","Fraxinus.nigra.type","Ostrya.Carpinus","Picea","Acer.saccharum.type","Myrica","Artemisia","Liquidambar","Iva.annua.type","Populus","Platanus","Corylus","Juglans.cinerea","Rhamnaceae","Abies","Cupressaceae","Salix","Caprifoliaceae","Ilex","Thalictrum","Ranunculus","Potentilla.type","Anacardiaceae","Lamiaceae","Sanguisorba","Cornus","Rumex","Brassicaceae","Larix","Shepherdia","Polygonaceae.undiff.","Caryophyllaceae","Asteraceae.subf..Cichorioideae","Shrubs.undiff.","Onagraceae","Ericaceae","Campanulaceae","Amaranthaceae"
90,7884,0,0.00303951367781155,0.0243161094224924,0.0121580547112462,0.0151975683890578,0.033434650455927,0.0121580547112462,0.00303951367781155,0,0.00303951367781155,0.620060790273556,0,0.0303951367781155,0.0182370820668693,0.00303951367781155,0.00303951367781155,0,0.0364741641337386,0.0486322188449848,0,0,0.100303951367781,0.0060790273556231,0.0121580547112462,0,0.00303951367781155,0,0,0,0,0,0,0.00303951367781155,0.00303951367781155,0.0060790273556231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,8521,0.00613496932515337,0.00306748466257669,0.00613496932515337,0.0153374233128834,0.0153374233128834,0.049079754601227,0.00920245398773006,0.00306748466257669,0,0.0184049079754601,0.638036809815951,0,0.0153374233128834,0.0276073619631902,0.00306748466257669,0,0,0.049079754601227,0.0460122699386503,0,0.00306748466257669,0.0736196319018405,0,0.00306748466257669,0,0.00306748466257669,0,0,0,0,0,0,0,0.00306748466257669,0.00306748466257669,0.00306748466257669,0.00306748466257669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,9158,0.00523560209424084,0,0.00523560209424084,0.00785340314136126,0.00523560209424084,0.049738219895288,0.00261780104712042,0.00261780104712042,0,0.00785340314136126,0.594240837696335,0,0.031413612565445,0.0209424083769634,0.00523560209424084,0.00261780104712042,0.00261780104712042,0.0837696335078534,0.0183246073298429,0,0,0.128272251308901,0.0104712041884817,0.00785340314136126,0,0,0,0,0,0,0,0,0,0,0,0.00785340314136126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,9795,0,0,0.00588235294117647,0,0.00294117647058824,0.0764705882352941,0.00588235294117647,0,0,0.00294117647058824,0.482352941176471,0,0.0205882352941176,0.0117647058823529,0.0176470588235294,0,0.0176470588235294,0.135294117647059,0.0235294117647059,0,0,0.144117647058824,0.00588235294117647,0.0147058823529412,0,0.00294117647058824,0,0,0,0,0,0.00294117647058824,0.00588235294117647,0,0.00588235294117647,0.0117647058823529,0,0.00294117647058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,10432,0,0.0034965034965035,0.013986013986014,0.006993006993007,0,0.0384615384615385,0.0034965034965035,0,0,0.0034965034965035,0.36013986013986,0,0.0314685314685315,0.020979020979021,0.0034965034965035,0,0.0314685314685315,0.314685314685315,0.027972027972028,0,0,0.0314685314685315,0,0.0244755244755245,0.027972027972028,0.013986013986014,0,0,0,0,0,0,0,0,0,0.0314685314685315,0,0.006993006993007,0.0034965034965035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,11069,0.003584229390681,0,0.028673835125448,0.003584229390681,0,0.0931899641577061,0,0,0,0,0.283154121863799,0,0.025089605734767,0.010752688172043,0.007168458781362,0.003584229390681,0.017921146953405,0.412186379928315,0.017921146953405,0,0,0,0.003584229390681,0.025089605734767,0.017921146953405,0.003584229390681,0,0,0,0,0.003584229390681,0,0.007168458781362,0,0.003584229390681,0.028673835125448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,11706,0,0,0.0203488372093023,0.00290697674418605,0,0.11046511627907,0.00581395348837209,0,0,0,0.197674418604651,0,0.0174418604651163,0.0174418604651163,0.00290697674418605,0.00290697674418605,0.0377906976744186,0.372093023255814,0.0174418604651163,0,0,0,0.00290697674418605,0.063953488372093,0.0290697674418605,0.00581395348837209,0,0,0,0,0,0,0.00872093023255814,0.00581395348837209,0,0.0465116279069767,0,0.0203488372093023,0.00290697674418605,0.00581395348837209,0.00290697674418605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,12240,0,0,0.0104166666666667,0,0,0.0486111111111111,0,0,0,0,0.0902777777777778,0,0.00694444444444444,0.00347222222222222,0.00347222222222222,0,0.00347222222222222,0.548611111111111,0,0,0.00347222222222222,0,0.03125,0.107638888888889,0.0416666666666667,0,0,0,0,0,0.00694444444444444,0,0.00347222222222222,0,0,0.0833333333333333,0,0.00347222222222222,0,0.00347222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,12774,0,0,0.0133779264214047,0,0,0.0535117056856187,0,0,0,0,0.0334448160535117,0,0,0.00334448160535117,0,0,0,0.638795986622074,0.0100334448160535,0,0,0,0.0100334448160535,0.0602006688963211,0.0434782608695652,0,0,0,0,0,0.00668896321070234,0,0.00334448160535117,0,0,0.0702341137123746,0.00334448160535117,0.0468227424749164,0,0,0,0.00334448160535117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,13551,0,0.00337837837837838,0.00337837837837838,0.00675675675675676,0,0.108108108108108,0,0,0,0,0.0844594594594595,0,0,0.027027027027027,0.00337837837837838,0,0.0405405405405405,0.381756756756757,0.027027027027027,0,0,0.00337837837837838,0.0337837837837838,0.0608108108108108,0.108108108108108,0.00675675675675676,0,0,0,0,0.0135135135135135,0,0,0,0,0.0540540540540541,0,0.0168918918918919,0,0,0,0,0.0101351351351351,0.00337837837837838,0.00337837837837838,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,13649,0,0.00342465753424658,0.0376712328767123,0,0,0.0924657534246575,0.00342465753424658,0,0,0,0.089041095890411,0,0,0.0342465753424658,0.00684931506849315,0.00684931506849315,0.106164383561644,0.280821917808219,0.0753424657534247,0,0,0,0.0205479452054795,0.0342465753424658,0.11986301369863,0,0,0,0,0,0,0,0.0136986301369863,0,0,0.0582191780821918,0.00342465753424658,0.00342465753424658,0,0,0,0,0,0.00342465753424658,0,0.00684931506849315,0,0,0,0,0,0,0,0,0,0,0,0,0
160,13746,0,0.00341296928327645,0.0409556313993174,0,0,0.136518771331058,0,0,0,0,0.0443686006825939,0,0,0.0716723549488055,0,0.00341296928327645,0.143344709897611,0.249146757679181,0.0853242320819113,0,0,0,0.00341296928327645,0.0102389078498294,0.116040955631399,0,0,0,0,0,0,0,0.0136518771331058,0.0068259385665529,0,0.0409556313993174,0.00341296928327645,0,0.00341296928327645,0.00341296928327645,0.00341296928327645,0,0.00341296928327645,0,0,0.0102389078498294,0.00341296928327645,0,0,0,0,0,0,0,0,0,0,0,0
180,13941,0,0.00340136054421769,0.0340136054421769,0,0,0.0578231292517007,0,0,0,0,0.0340136054421769,0,0,0.0306122448979592,0,0,0.200680272108844,0.295918367346939,0.054421768707483,0,0,0,0.00340136054421769,0.0102040816326531,0.153061224489796,0,0,0,0,0,0.00340136054421769,0,0.0102040816326531,0,0,0.0510204081632653,0,0.00340136054421769,0,0,0,0,0.0102040816326531,0.00680272108843537,0.00680272108843537,0.0238095238095238,0,0.00340136054421769,0.00340136054421769,0,0,0,0,0,0,0,0,0,0
200,14136,0,0,0.0170068027210884,0,0,0.0578231292517007,0,0,0,0,0.0374149659863946,0,0,0.0340136054421769,0,0,0.119047619047619,0.282312925170068,0.0816326530612245,0,0,0,0.00340136054421769,0.0204081632653061,0.197278911564626,0,0,0,0,0,0,0,0.00340136054421769,0,0,0.0918367346938776,0,0.00340136054421769,0,0,0,0,0.0306122448979592,0.00340136054421769,0,0.0170068027210884,0,0,0,0,0,0,0,0,0,0,0,0,0
220,14331,0,0,0.0136054421768707,0,0,0.0748299319727891,0,0,0,0,0.0238095238095238,0,0,0.0340136054421769,0,0,0.105442176870748,0.306122448979592,0.0816326530612245,0,0,0,0.0102040816326531,0.0170068027210884,0.227891156462585,0,0,0.00340136054421769,0,0,0.00340136054421769,0,0,0,0,0.054421768707483,0,0.00340136054421769,0,0,0.0102040816326531,0,0.0204081632653061,0.00680272108843537,0,0,0,0,0,0.00340136054421769,0,0,0,0,0,0,0,0,0
240,14525,0,0.00340136054421769,0.0272108843537415,0,0,0.0374149659863946,0,0,0,0,0.0340136054421769,0,0,0.0408163265306122,0,0,0.119047619047619,0.275510204081633,0.0680272108843537,0,0,0,0,0.0204081632653061,0.210884353741497,0,0,0,0,0,0,0,0,0,0,0.125850340136054,0,0.00340136054421769,0,0,0,0,0.0170068027210884,0,0,0.0136054421768707,0,0,0,0.00340136054421769,0,0,0,0,0,0,0,0,0
260,14720,0,0.00344827586206897,0.0137931034482759,0,0,0.113793103448276,0,0,0,0,0.0206896551724138,0,0,0.0344827586206897,0,0,0.155172413793103,0.244827586206897,0.0724137931034483,0,0,0,0.00344827586206897,0.00344827586206897,0.2,0,0.00689655172413793,0,0,0,0.00344827586206897,0,0,0,0,0.0758620689655172,0,0.0103448275862069,0,0,0.00689655172413793,0,0.0137931034482759,0,0,0.0137931034482759,0,0,0,0,0.00344827586206897,0,0,0,0,0,0,0,0
280,14915,0,0,0.0269360269360269,0,0,0.0976430976430976,0.00336700336700337,0,0,0,0.0303030303030303,0,0,0.0202020202020202,0,0,0.178451178451178,0.279461279461279,0.114478114478114,0,0,0,0.00673400673400673,0.00673400673400673,0.158249158249158,0,0,0,0,0,0,0,0.00336700336700337,0,0,0.0336700336700337,0.00336700336700337,0.0101010101010101,0.00336700336700337,0,0,0,0.0101010101010101,0,0,0.0134680134680135,0,0,0,0,0,0,0,0,0,0,0,0,0
300,15110,0,0,0.0167224080267559,0,0,0.0635451505016722,0.00334448160535117,0,0,0,0.0167224080267559,0,0,0.0100334448160535,0,0,0.140468227424749,0.284280936454849,0.0468227424749164,0,0,0.00334448160535117,0.00334448160535117,0.0100334448160535,0.270903010033445,0,0,0.00668896321070234,0,0,0,0,0.00334448160535117,0,0,0.0936454849498328,0,0,0.00334448160535117,0,0,0,0.0133779264214047,0,0,0.0100334448160535,0,0,0,0,0,0,0,0,0,0,0,0,0
320,15305,0,0,0.0238907849829352,0,0,0.0648464163822526,0,0,0,0,0.0170648464163823,0,0,0.0170648464163823,0,0,0.16382252559727,0.279863481228669,0.0204778156996587,0,0,0,0.00341296928327645,0.0136518771331058,0.313993174061433,0,0,0.00341296928327645,0,0,0.00341296928327645,0,0,0,0,0.0511945392491468,0,0.00341296928327645,0,0,0,0,0.00341296928327645,0,0,0.0170648464163823,0,0,0,0,0,0,0,0,0,0,0,0,0
340,15500,0,0,0.0103448275862069,0,0,0.0620689655172414,0,0,0,0,0.0103448275862069,0,0,0.0103448275862069,0,0,0.0413793103448276,0.293103448275862,0.0689655172413793,0,0,0,0.00344827586206897,0.0103448275862069,0.331034482758621,0,0,0.0103448275862069,0,0,0,0,0,0,0,0.113793103448276,0.00344827586206897,0.00344827586206897,0,0,0.00344827586206897,0,0.00689655172413793,0,0,0.0172413793103448,0,0,0,0,0,0,0,0,0,0,0,0,0
360,15695,0,0.00337837837837838,0.00675675675675676,0,0,0.0912162162162162,0,0,0,0,0.0135135135135135,0,0,0.0236486486486486,0,0.00337837837837838,0.0236486486486486,0.195945945945946,0.0675675675675676,0,0,0,0,0.0168918918918919,0.449324324324324,0,0,0,0,0,0,0,0.00337837837837838,0,0,0.0641891891891892,0.00337837837837838,0,0,0,0.00675675675675676,0,0.00337837837837838,0,0,0.0168918918918919,0,0,0,0.00675675675675676,0,0,0,0,0,0,0,0,0
380,15889,0,0,0.0101010101010101,0.0101010101010101,0,0.0606060606060606,0,0,0,0,0.0336700336700337,0,0,0.00673400673400673,0,0,0.0235690235690236,0.141414141414141,0.0202020202020202,0,0,0,0.00673400673400673,0.0101010101010101,0.424242424242424,0,0,0,0,0,0,0,0,0,0,0.228956228956229,0.00673400673400673,0,0.00336700336700337,0,0.00336700336700337,0,0,0,0,0.0101010101010101,0,0,0,0,0,0,0,0,0,0,0,0,0
390,15987,0,0,0.023489932885906,0,0,0.13758389261745,0.00671140939597315,0,0,0,0.0268456375838926,0,0,0.0134228187919463,0,0,0.023489932885906,0.154362416107383,0.0671140939597315,0,0,0,0.0100671140939597,0.00671140939597315,0.419463087248322,0,0,0.00671140939597315,0,0,0,0,0,0,0,0.0671140939597315,0,0.0100671140939597,0,0,0.00335570469798658,0.00335570469798658,0.00335570469798658,0,0,0.0100671140939597,0,0.00335570469798658,0,0,0,0.00335570469798658,0,0,0,0,0,0,0
400,16084,0,0.00343642611683849,0.0309278350515464,0,0,0.202749140893471,0,0,0,0,0.0309278350515464,0,0,0.0240549828178694,0,0.00343642611683849,0.0309278350515464,0.154639175257732,0.0962199312714777,0,0,0,0.00343642611683849,0,0.350515463917526,0,0,0.00343642611683849,0,0,0,0,0,0,0,0.00343642611683849,0.00687285223367698,0.00343642611683849,0,0,0.00343642611683849,0,0,0,0,0.0446735395189003,0,0,0,0,0,0,0.00343642611683849,0,0,0,0,0,0
420,16242,0,0,0.0135593220338983,0.00338983050847458,0,0.115254237288136,0,0,0,0,0.00338983050847458,0,0,0.0203389830508475,0,0.00338983050847458,0.0169491525423729,0.155932203389831,0.0610169491525424,0,0,0,0,0.00677966101694915,0.545762711864407,0,0,0,0,0,0,0,0,0,0,0.00677966101694915,0.00338983050847458,0,0,0,0,0,0,0,0,0.0338983050847458,0,0,0,0,0,0.00677966101694915,0,0.00338983050847458,0,0,0,0,0
440,16386,0,0,0.0233333333333333,0,0,0.166666666666667,0,0,0,0,0.01,0,0,0.0266666666666667,0,0.00333333333333333,0.00333333333333333,0.15,0.0633333333333333,0,0,0,0.01,0.00333333333333333,0.463333333333333,0,0,0.00666666666666667,0,0,0,0,0,0,0,0.00333333333333333,0,0,0,0,0.00333333333333333,0,0.00666666666666667,0,0,0.0366666666666667,0,0,0.01,0,0,0.01,0,0,0,0,0,0,0
460,16531,0,0,0.0303030303030303,0,0,0.134680134680135,0,0,0,0,0.0168350168350168,0,0,0.0134680134680135,0.00336700336700337,0.00336700336700337,0.00336700336700337,0.138047138047138,0.0673400673400673,0,0,0,0.00336700336700337,0.0101010101010101,0.501683501683502,0,0,0,0,0,0,0,0,0,0,0.0134680134680135,0.00336700336700337,0,0,0,0,0,0,0,0,0.037037037037037,0,0,0,0.00336700336700337,0,0.0101010101010101,0,0,0.00336700336700337,0.00336700336700337,0,0,0
480,16676,0,0.00336700336700337,0.0572390572390572,0,0,0.0942760942760943,0,0,0,0,0.0202020202020202,0,0,0,0.00336700336700337,0.00336700336700337,0,0.185185185185185,0.063973063973064,0,0,0,0.00336700336700337,0.00336700336700337,0.505050505050505,0,0,0.00673400673400673,0,0,0,0,0,0,0,0.00336700336700337,0.00336700336700337,0,0,0,0.00336700336700337,0,0.00336700336700337,0,0,0.0303030303030303,0,0,0.00336700336700337,0,0,0.00336700336700337,0,0,0,0,0,0,0
500,16821,0,0,0.0168350168350168,0.00673400673400673,0,0.121212121212121,0,0,0,0,0.0336700336700337,0,0,0.00673400673400673,0,0.00673400673400673,0.0101010101010101,0.164983164983165,0.104377104377104,0,0,0,0.00336700336700337,0.00673400673400673,0.454545454545455,0.00336700336700337,0,0.00336700336700337,0,0,0,0,0,0,0,0.00336700336700337,0.00673400673400673,0.00336700336700337,0,0,0.0134680134680135,0,0,0,0,0.0202020202020202,0,0,0.00673400673400673,0.00336700336700337,0,0,0,0,0,0,0,0,0
520,16966,0,0.00337837837837838,0.0304054054054054,0,0,0.070945945945946,0,0,0,0,0.0202702702702703,0,0,0.0168918918918919,0,0.00337837837837838,0.0337837837837838,0.182432432432432,0.128378378378378,0,0,0,0.00337837837837838,0.00675675675675676,0.435810810810811,0,0,0.00337837837837838,0,0,0,0,0,0,0,0,0,0.00337837837837838,0,0,0.0101351351351351,0,0.00337837837837838,0,0,0.0337837837837838,0,0.00337837837837838,0.00337837837837838,0,0,0,0.00337837837837838,0,0,0,0,0,0
540,17110,0,0,0.0134680134680135,0,0,0.0505050505050505,0,0,0,0,0.0168350168350168,0,0,0.0134680134680135,0,0.00336700336700337,0.00673400673400673,0.168350168350168,0.0505050505050505,0,0,0,0,0.00336700336700337,0.636363636363636,0,0,0.00336700336700337,0,0,0,0,0,0,0,0.00336700336700337,0,0,0,0,0.0134680134680135,0,0,0,0,0.0168350168350168,0,0,0,0,0,0,0,0,0,0,0,0,0
560,17255,0,0,0.0167224080267559,0,0,0.0735785953177258,0,0,0,0,0.0100334448160535,0,0,0.0133779264214047,0,0,0.0100334448160535,0.153846153846154,0.0903010033444816,0,0,0,0.00334448160535117,0,0.561872909698997,0,0,0,0,0,0,0,0,0,0,0,0.00334448160535117,0.00668896321070234,0,0,0,0,0.0133779264214047,0,0,0.0334448160535117,0,0,0,0,0,0,0,0.00668896321070234,0.00334448160535117,0,0,0,0
580,17400,0,0,0.0133779264214047,0,0,0.0668896321070234,0,0,0,0,0.0100334448160535,0,0,0.00668896321070234,0.00334448160535117,0,0.0133779264214047,0.250836120401338,0.0702341137123746,0,0,0,0,0.00668896321070234,0.488294314381271,0,0,0.0167224080267559,0,0,0,0,0,0,0,0.00668896321070234,0,0.00668896321070234,0,0,0.00668896321070234,0,0.00334448160535117,0,0,0.020066889632107,0,0,0.00668896321070234,0,0,0,0,0,0,0.00334448160535117,0,0,0
600,17545,0,0.00673400673400673,0.0168350168350168,0,0,0.0606060606060606,0,0,0,0,0.0269360269360269,0,0,0.00336700336700337,0,0.00673400673400673,0.0101010101010101,0.202020202020202,0.0673400673400673,0,0,0,0,0,0.538720538720539,0,0,0.00673400673400673,0,0,0,0,0,0,0,0.00336700336700337,0,0,0,0,0.00336700336700337,0.00336700336700337,0,0,0,0.0404040404040404,0,0,0,0,0,0,0,0,0,0,0.00336700336700337,0,0
620,17690,0,0,0.0133779264214047,0.00334448160535117,0,0.100334448160535,0,0,0,0,0.0133779264214047,0,0,0.0167224080267559,0,0,0.020066889632107,0.197324414715719,0.0468227424749164,0,0,0,0.00334448160535117,0.00334448160535117,0.545150501672241,0,0.00334448160535117,0.00334448160535117,0,0,0,0,0,0,0,0.00334448160535117,0,0.00334448160535117,0,0,0.00668896321070234,0,0,0,0,0.0100334448160535,0,0,0,0,0,0.00334448160535117,0.00334448160535117,0,0,0,0,0,0
640,17834,0,0,0.0100334448160535,0,0,0.0501672240802676,0,0,0,0,0,0,0,0,0,0,0.0133779264214047,0.22742474916388,0.0535117056856187,0,0,0,0,0,0.612040133779264,0,0,0.00334448160535117,0,0,0,0,0,0,0,0,0,0,0,0,0.00668896321070234,0.00334448160535117,0,0,0,0.020066889632107,0,0,0,0,0,0,0,0,0,0,0,0,0
660,17979,0,0,0.0167785234899329,0.00335570469798658,0,0.0335570469798658,0,0,0,0,0.0100671140939597,0,0,0.00671140939597315,0,0,0,0.191275167785235,0.0134228187919463,0,0,0,0,0,0.684563758389262,0,0,0.0100671140939597,0,0,0,0,0,0,0,0.00671140939597315,0,0,0,0,0.00335570469798658,0,0.00671140939597315,0,0,0.0100671140939597,0,0,0.00335570469798658,0,0,0,0,0,0,0,0,0,0
680,18124,0,0.00337837837837838,0.027027027027027,0,0,0.0608108108108108,0,0,0,0,0.027027027027027,0,0,0.027027027027027,0,0,0.00675675675675676,0.206081081081081,0.0371621621621622,0,0,0,0,0,0.567567567567568,0,0,0.00337837837837838,0,0,0,0,0,0,0,0,0,0.00337837837837838,0,0,0.00337837837837838,0,0,0,0,0.0168918918918919,0,0,0,0.00337837837837838,0,0,0,0.00337837837837838,0,0,0,0.00337837837837838,0
700,18269,0,0,0.0269360269360269,0,0,0.0572390572390572,0,0,0,0,0.0235690235690236,0,0,0.0134680134680135,0,0,0.0168350168350168,0.178451178451178,0.0437710437710438,0,0,0,0,0,0.595959595959596,0,0,0.0134680134680135,0,0,0,0,0,0,0,0,0,0.00336700336700337,0,0,0.0134680134680135,0,0,0,0,0.00673400673400673,0,0,0,0.00336700336700337,0,0,0.00336700336700337,0,0,0,0,0,0
710,18341,0,0,0.0232558139534884,0,0.00332225913621262,0.053156146179402,0.00332225913621262,0,0,0,0.0232558139534884,0,0,0.0132890365448505,0,0,0.00332225913621262,0.255813953488372,0.0232558139534884,0,0,0,0,0.00664451827242525,0.54485049833887,0,0,0.00996677740863787,0,0,0,0,0,0.00332225913621262,0,0,0.00332225913621262,0.00996677740863787,0,0,0.00996677740863787,0,0.00332225913621262,0,0,0,0,0,0,0,0,0,0.00332225913621262,0,0,0,0,0,0.00332225913621262
720,NA,0,0,0.0939597315436242,0,0,0.104026845637584,0,0,0,0,0,0,0,0.0268456375838926,0,0,0,0.385906040268456,0.0436241610738255,0,0,0,0,0,0.302013422818792,0,0,0.023489932885906,0,0,0,0,0,0,0,0,0,0.00671140939597315,0,0,0.00671140939597315,0,0,0,0,0,0,0,0,0,0.00335570469798658,0,0.00335570469798658,0,0,0,0,0,0
740,NA,0,0,0.332214765100671,0,0,0.110738255033557,0,0,0,0,0.00335570469798658,0,0,0.00671140939597315,0,0,0.00671140939597315,0.281879194630872,0.0402684563758389,0,0,0,0.00335570469798658,0,0.154362416107383,0,0,0.0134228187919463,0,0,0,0,0,0,0,0.0167785234899329,0,0.0167785234899329,0,0,0.0100671140939597,0,0,0,0,0,0,0,0,0,0,0,0.00335570469798658,0,0,0,0,0,0
