"sample.depths","sample.ages","Abies","Ambrosia.type","Artemisia","Betula","Carya","Amaranthaceae.undiff.","Fagus","Herbs.undiff.","Larix","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Quercus","Rumex","Salix","Thalictrum","Trees.undiff.","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus","Acer","Rosaceae.undiff.","Fraxinus","Myrica","Populus","Poaceae","Plantago","Corylus","Cupressaceae","Cyperaceae","Castanea","Taxus","Platanus","Tilia","Aquifoliaceae","Juglans.cinerea","Ericaceae","Sarcobatus.vermiculatus","Juglans.nigra","Sanguisorba","Rhamnaceae.Vitaceae","Liquidambar","Shepherdia","Elaeagnus","Juglans.undiff.","Asteraceae.subf..Cichorioideae"
790,11168,0.00205761316872428,0.00823045267489712,0.0164609053497942,0.185185185185185,0.00205761316872428,0,0.00205761316872428,0.00205761316872428,0.00411522633744856,0.0123456790123457,0.0534979423868313,0.434156378600823,0.0390946502057613,0.0596707818930041,0.0411522633744856,0,0.0123456790123457,0,0,0.00411522633744856,0,0.0205761316872428,0.00617283950617284,0.00205761316872428,0.00205761316872428,0.00205761316872428,0.0164609053497942,0.0308641975308642,0.0267489711934156,0,0,0,0.0102880658436214,0,0,0.00411522633744856,0,0,0,0,0,0,0,0,0,0,0,0,0
800,11268,0,0,0.0174927113702624,0.370262390670554,0.00583090379008746,0,0.00291545189504373,0.0116618075801749,0.0087463556851312,0.0116618075801749,0.0670553935860058,0.209912536443149,0.0262390670553936,0.0087463556851312,0.0670553935860058,0,0.0116618075801749,0,0,0,0,0.0174927113702624,0.00583090379008746,0.00291545189504373,0,0.0116618075801749,0.0466472303206997,0.0524781341107872,0.0262390670553936,0,0,0,0.0116618075801749,0,0,0.00291545189504373,0,0,0.00291545189504373,0,0,0,0,0,0,0,0,0,0
810,11369,0,0.00334448160535117,0.00334448160535117,0.37123745819398,0,0,0,0.0133779264214047,0.00668896321070234,0.0301003344481605,0.123745819397993,0.153846153846154,0.040133779264214,0.0301003344481605,0.0635451505016722,0,0,0,0,0.00668896321070234,0,0.040133779264214,0,0.0100334448160535,0.00334448160535117,0.0167224080267559,0.0434782608695652,0.0234113712374582,0.0133779264214047,0,0,0,0.00334448160535117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820,11469,0,0.0119760479041916,0.0119760479041916,0.203592814371257,0,0,0,0.0029940119760479,0.0149700598802395,0.0419161676646707,0.134730538922156,0.12874251497006,0.0688622754491018,0.029940119760479,0.0688622754491018,0,0.0119760479041916,0,0,0,0,0.0269461077844311,0.0029940119760479,0.0149700598802395,0.0029940119760479,0.0209580838323353,0.122754491017964,0.0389221556886228,0.0119760479041916,0,0.0029940119760479,0,0.0149700598802395,0,0.0029940119760479,0.00598802395209581,0,0,0,0,0,0,0,0,0,0,0,0,0
830,11569,0,0.0163398692810458,0.0261437908496732,0.127450980392157,0,0.00326797385620915,0.00326797385620915,0.0163398692810458,0.0130718954248366,0.0392156862745098,0.160130718954248,0.111111111111111,0.0718954248366013,0.0065359477124183,0.0784313725490196,0,0.0294117647058824,0,0,0,0.0065359477124183,0.0163398692810458,0,0.00980392156862745,0,0.0130718954248366,0.117647058823529,0.0784313725490196,0.0196078431372549,0,0,0.00980392156862745,0.0261437908496732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,11669,0,0.00651465798045603,0.0423452768729642,0.0879478827361563,0.00977198697068404,0.00651465798045603,0,0.00325732899022801,0.00651465798045603,0.0260586319218241,0.267100977198697,0.11400651465798,0.0716612377850163,0.0130293159609121,0.11400651465798,0,0.0162866449511401,0,0,0.00325732899022801,0,0.0390879478827362,0,0,0,0.0130293159609121,0.0912052117263844,0.0390879478827362,0.00977198697068404,0,0,0,0.00651465798045603,0,0.00651465798045603,0,0,0,0,0,0,0,0,0,0,0.00651465798045603,0,0,0
850,11769,0,0,0.0133779264214047,0.123745819397993,0.00334448160535117,0.00334448160535117,0,0.00668896321070234,0.00334448160535117,0.0334448160535117,0.40133779264214,0.0501672240802676,0.0501672240802676,0.0267558528428094,0.080267558528428,0,0.0167224080267559,0,0,0,0.00334448160535117,0.0133779264214047,0.00334448160535117,0.00334448160535117,0,0.0167224080267559,0.0367892976588629,0.0903010033444816,0.00668896321070234,0,0.00334448160535117,0.00668896321070234,0.00334448160535117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
855,11819,0,0.00677966101694915,0.0169491525423729,0.0610169491525424,0,0,0,0.00677966101694915,0,0.0169491525423729,0.403389830508475,0.0440677966101695,0.0305084745762712,0.0135593220338983,0.0949152542372881,0,0.0305084745762712,0,0,0,0.0101694915254237,0.0338983050847458,0.0101694915254237,0.00677966101694915,0.00338983050847458,0.0203389830508475,0.0779661016949153,0.101694915254237,0.00338983050847458,0,0,0,0.00677966101694915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860,11869,0.00277777777777778,0,0.0166666666666667,0.075,0,0,0.00555555555555556,0.0111111111111111,0,0.0166666666666667,0.344444444444444,0.0833333333333333,0.0472222222222222,0.0222222222222222,0.0777777777777778,0,0.0194444444444444,0,0,0.00277777777777778,0,0.0222222222222222,0.0111111111111111,0.00833333333333333,0,0.0111111111111111,0.108333333333333,0.0694444444444444,0.00555555555555556,0,0.00833333333333333,0,0.0111111111111111,0,0.0111111111111111,0,0,0,0.00555555555555556,0.00277777777777778,0,0,0,0,0,0,0,0,0
864,11912,0.00309597523219814,0.00619195046439629,0.021671826625387,0.0928792569659443,0.00309597523219814,0,0.00309597523219814,0.0123839009287926,0,0.0402476780185759,0.120743034055728,0.0681114551083591,0.0123839009287926,0.00928792569659443,0.108359133126935,0,0.0371517027863777,0,0,0,0,0.0185758513931889,0.0154798761609907,0.00619195046439629,0,0.021671826625387,0.0557275541795666,0.272445820433437,0.0185758513931889,0,0,0.0247678018575851,0.0185758513931889,0,0,0,0,0,0.00619195046439629,0.00309597523219814,0,0,0,0,0,0,0,0,0
866,11935,0.00335570469798658,0.00671140939597315,0.0134228187919463,0.124161073825503,0.00335570469798658,0,0.00335570469798658,0.00335570469798658,0,0.0167785234899329,0.13758389261745,0.0906040268456376,0.063758389261745,0.0167785234899329,0.023489932885906,0,0.0167785234899329,0,0,0.00335570469798658,0.00335570469798658,0.00671140939597315,0.0201342281879195,0.00335570469798658,0,0.0134228187919463,0.00671140939597315,0.365771812080537,0.00671140939597315,0,0,0.0302013422818792,0.0100671140939597,0,0,0,0,0,0,0,0,0,0,0,0,0.00335570469798658,0.00335570469798658,0,0
869,11969,0.00308641975308642,0.00925925925925926,0.0709876543209877,0.132716049382716,0,0,0,0.0123456790123457,0,0.0277777777777778,0.037037037037037,0.12037037037037,0.0277777777777778,0.0308641975308642,0.101851851851852,0.00308641975308642,0.0524691358024691,0,0,0.00925925925925926,0.00925925925925926,0.0123456790123457,0.0246913580246914,0,0,0.0123456790123457,0.00617283950617284,0.175925925925926,0.0308641975308642,0,0,0,0.0864197530864197,0,0,0,0,0,0,0,0,0.00308641975308642,0,0,0,0,0,0,0
872,12004,0.00471698113207547,0.0141509433962264,0.0377358490566038,0.216981132075472,0,0,0,0.0070754716981132,0,0.0212264150943396,0.0589622641509434,0.143867924528302,0.0306603773584906,0.0259433962264151,0.0566037735849057,0,0.0141509433962264,0,0,0.00943396226415094,0,0.0165094339622642,0.0188679245283019,0,0.00235849056603774,0.00943396226415094,0,0.287735849056604,0.0117924528301887,0,0,0.00235849056603774,0.00943396226415094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
875,12038,0.00303951367781155,0.0121580547112462,0.0364741641337386,0.142857142857143,0,0.00303951367781155,0,0,0,0.0182370820668693,0.0151975683890578,0.106382978723404,0.0425531914893617,0.0212765957446809,0.094224924012158,0.00303951367781155,0.0212765957446809,0,0.00303951367781155,0.0060790273556231,0.00911854103343465,0.0182370820668693,0.0303951367781155,0.00303951367781155,0,0.0182370820668693,0.00303951367781155,0.322188449848024,0.0303951367781155,0,0,0,0.0243161094224924,0,0.00303951367781155,0,0,0,0.00303951367781155,0,0,0,0,0,0,0.0060790273556231,0,0,0
879,12084,0.0028735632183908,0,0.0258620689655172,0.160919540229885,0.00574712643678161,0,0,0.00574712643678161,0,0.0201149425287356,0.0517241379310345,0.175287356321839,0.0574712643678161,0.0459770114942529,0.0229885057471264,0,0.00862068965517241,0,0,0.0028735632183908,0.014367816091954,0.0201149425287356,0.00862068965517241,0.0028735632183908,0.0028735632183908,0.00862068965517241,0.0028735632183908,0.272988505747126,0.0172413793103448,0,0,0.00574712643678161,0.0459770114942529,0,0,0,0,0,0,0,0,0,0,0.0028735632183908,0,0.00862068965517241,0,0,0
881,12107,0,0.0492957746478873,0.0880281690140845,0.140845070422535,0,0,0,0.0176056338028169,0,0.0211267605633803,0.0492957746478873,0.102112676056338,0.0387323943661972,0.00704225352112676,0.0457746478873239,0,0.0246478873239437,0,0,0.0105633802816901,0.00704225352112676,0,0.0140845070422535,0,0,0,0.00352112676056338,0.302816901408451,0.0211267605633803,0.00704225352112676,0.00704225352112676,0,0.0387323943661972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00352112676056338,0
910,12438,0,0.00769230769230769,0.0205128205128205,0.141025641025641,0,0,0,0.00256410256410256,0.00256410256410256,0.00769230769230769,0.0487179487179487,0.0846153846153846,0.0487179487179487,0.0256410256410256,0.0282051282051282,0,0.0179487179487179,0,0,0.00256410256410256,0.0102564102564103,0.00769230769230769,0.0230769230769231,0.00256410256410256,0,0.00256410256410256,0,0.451282051282051,0.0205128205128205,0,0.00256410256410256,0,0.0256410256410256,0,0.00256410256410256,0,0,0,0,0,0,0,0,0,0,0.0102564102564103,0.00256410256410256,0,0
913,12473,0,0.0181086519114688,0.0261569416498994,0.130784708249497,0,0.00201207243460765,0,0.00804828973843058,0.00201207243460765,0.0100603621730382,0.0201207243460765,0.0744466800804829,0.0301810865191147,0.0261569416498994,0.0321931589537223,0,0.0241448692152917,0,0,0.00201207243460765,0,0.0140845070422535,0.028169014084507,0.00201207243460765,0.00201207243460765,0.00804828973843058,0,0.490945674044266,0.00804828973843058,0,0.00603621730382294,0,0.0241448692152917,0,0,0,0,0,0,0,0,0,0,0,0,0.0100603621730382,0,0,0
915,12495,0.00264550264550265,0.00529100529100529,0.0238095238095238,0.142857142857143,0.00264550264550265,0,0,0,0,0.0211640211640212,0.044973544973545,0.0952380952380952,0.0476190476190476,0.0211640211640212,0.0264550264550265,0,0.0132275132275132,0,0,0.00264550264550265,0.0158730158730159,0.00264550264550265,0.0211640211640212,0,0,0.0105820105820106,0,0.452380952380952,0.0158730158730159,0,0,0.00529100529100529,0.0264550264550265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920,12553,0.00617283950617284,0,0.0524691358024691,0.117283950617284,0,0,0,0.00925925925925926,0,0.00617283950617284,0.0401234567901235,0.160493827160494,0.0493827160493827,0.0246913580246914,0.0648148148148148,0,0.151234567901235,0,0,0.00925925925925926,0.00308641975308642,0.0123456790123457,0.0493827160493827,0.00617283950617284,0.00308641975308642,0.00925925925925926,0.00308641975308642,0.101851851851852,0.0308641975308642,0,0.00308641975308642,0,0.0771604938271605,0,0,0,0,0,0,0,0,0.00308641975308642,0,0,0,0.00617283950617284,0,0,0
925,12610,0.0108108108108108,0.0027027027027027,0.1,0.0648648648648649,0.00540540540540541,0,0,0.0216216216216216,0,0.0108108108108108,0.0945945945945946,0.167567567567568,0.0486486486486487,0.027027027027027,0.027027027027027,0.0027027027027027,0.0756756756756757,0.0027027027027027,0,0.00540540540540541,0.0027027027027027,0,0.0297297297297297,0.0027027027027027,0.0027027027027027,0.0108108108108108,0,0.0594594594594595,0.0486486486486487,0,0.00540540540540541,0,0.162162162162162,0,0,0,0,0,0,0,0,0,0,0,0,0.00810810810810811,0,0,0
931,12678,0,0.0117302052785924,0.146627565982405,0.0674486803519062,0,0.00586510263929619,0,0.0439882697947214,0,0.00586510263929619,0.064516129032258,0.13782991202346,0.0293255131964809,0.0351906158357771,0.0410557184750733,0,0.0850439882697947,0,0,0,0.00879765395894428,0.00586510263929619,0.0527859237536657,0.00293255131964809,0.0205278592375367,0,0,0.0175953079178886,0.0879765395894428,0,0.00586510263929619,0,0.114369501466276,0.00293255131964809,0,0,0,0,0,0,0,0,0,0,0,0.00293255131964809,0,0,0.00293255131964809
935,12724,0.0097799511002445,0.0171149144254279,0.12958435207824,0.0488997555012225,0,0,0,0.0317848410757946,0,0.0171149144254279,0.097799511002445,0.127139364303178,0.0366748166259169,0.0268948655256724,0.0244498777506112,0.00488997555012225,0.0757946210268949,0,0,0.00244498777506112,0.0097799511002445,0.00244498777506112,0.0488997555012225,0,0.00733496332518337,0.0146699266503667,0,0.00244498777506112,0.0904645476772616,0,0.00244498777506112,0,0.171149144254279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
941,NA,0.0152905198776758,0.0336391437308868,0.18960244648318,0.0428134556574924,0,0,0,0.0336391437308868,0,0.0122324159021407,0.0764525993883792,0.180428134556575,0.0152905198776758,0.0275229357798165,0.0336391437308868,0.00305810397553517,0.0672782874617737,0,0,0,0,0.00305810397553517,0.0581039755351682,0,0.0152905198776758,0,0,0.0152905198776758,0.0489296636085627,0,0.00305810397553517,0,0.125382262996942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
942,NA,0.00694444444444444,0.0208333333333333,0.277777777777778,0.0555555555555556,0,0,0,0.0486111111111111,0,0.0138888888888889,0.0763888888888889,0.0694444444444444,0,0.0416666666666667,0.0555555555555556,0,0.0763888888888889,0,0,0,0.00694444444444444,0.00694444444444444,0.0555555555555556,0,0.0138888888888889,0,0,0,0.0555555555555556,0,0.00694444444444444,0,0.0972222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138888888888889,0,0
950,NA,0,0.00555555555555556,0.2,0.0833333333333333,0,0.00555555555555556,0.00555555555555556,0.0277777777777778,0,0.00555555555555556,0.0888888888888889,0.138888888888889,0.0444444444444444,0.05,0.0388888888888889,0.0111111111111111,0.0611111111111111,0,0,0,0.00555555555555556,0.0166666666666667,0.0388888888888889,0,0.0111111111111111,0,0,0.0166666666666667,0.0277777777777778,0,0,0,0.111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00555555555555556,0,0
953,NA,0,0.0461538461538462,0.205128205128205,0.0435897435897436,0,0.0128205128205128,0.00256410256410256,0.0512820512820513,0,0.0128205128205128,0.0641025641025641,0.112820512820513,0.0435897435897436,0.0384615384615385,0.0487179487179487,0.00256410256410256,0.0615384615384615,0.00256410256410256,0,0.00256410256410256,0.00512820512820513,0.00256410256410256,0.0307692307692308,0.00256410256410256,0.0205128205128205,0.0128205128205128,0,0.00256410256410256,0.0487179487179487,0,0.00256410256410256,0,0.112820512820513,0,0,0,0,0,0,0,0,0,0,0,0,0.00256410256410256,0.00256410256410256,0,0.00256410256410256
