"sample.depths","sample.ages","Ambrosia.type","Betula","Carya","Celtis","Cephalanthus","Amaranthaceae.undiff.","Fraxinus.pennsylvanica.type","Fraxinus.undiff.","Liquidambar","Lonicera","Nyssa","Ostrya.Carpinus","Pinus.subg..Pinus","Pinus.undiff.","Platanus","Quercus","Saxifragaceae","Ulmus","Poaceae","Acer.saccharum.type","Acer.saccharinum.type","Castanea","Fagus","Magnolia","Salix","Ericaceae","Taxodium","Asteraceae.subf..Asteroideae.undiff.","Cupressaceae.undiff.","Acer.rubrum","Fraxinus.nigra.type","Morus","Rhus","Rubus","Alnus","Brassicaceae","Tilia","Cornus","Polygonum","Cyperaceae","Pinus.subg..Strobus","Viburnum","Herbs.undiff.","Liriodendron","Prunus.Sorbus","Parthenocissus","Bidens.type","Corylus","Sambucus","Trees.undiff.","Juglans.undiff.","Vitis","Lamiaceae","Plantago","Rhamnaceae","Populus","Acer.negundo","Tsuga","Acer.pensylvanicum","Acer.spicatum","Thalictrum","Juglans.cinerea","Iva.annua.type","Picea","Artemisia","Ilex","Urtica.type","Onagraceae","Juglans.nigra","Sarcobatus.vermiculatus","Caryophyllaceae","Cannabaceae","Shrubs.undiff."
560,12612,0.0283018867924528,0.0157232704402516,0.059748427672956,0,0,0,0.00943396226415094,0.0220125786163522,0,0,0.00314465408805031,0.0534591194968553,0,0.00628930817610063,0,0.232704402515723,0,0.0440251572327044,0.00943396226415094,0.00628930817610063,0,0.00314465408805031,0.433962264150943,0,0,0,0,0.00314465408805031,0.00943396226415094,0,0.0125786163522013,0,0,0,0,0,0,0,0.00314465408805031,0.00628930817610063,0,0.0283018867924528,0,0,0,0,0.00314465408805031,0.00314465408805031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00314465408805031,0,0,0,0,0,0,0
570,12873,0.0380116959064327,0,0.137426900584795,0.0087719298245614,0,0,0,0.0321637426900585,0.00292397660818713,0,0,0.0584795321637427,0.00292397660818713,0.00584795321637427,0,0.260233918128655,0,0.0263157894736842,0.0087719298245614,0.00292397660818713,0,0,0.365497076023392,0,0,0.0116959064327485,0,0,0.00584795321637427,0,0.0087719298245614,0,0,0,0.00292397660818713,0,0.00292397660818713,0.00292397660818713,0,0.00292397660818713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00292397660818713,0,0,0.00292397660818713,0,0,0,0,0,0,0,0,0.00292397660818713,0,0.00292397660818713,0,0
580,12911,0.0225352112676056,0.00845070422535211,0.112676056338028,0.0169014084507042,0,0,0.0112676056338028,0.00845070422535211,0.0028169014084507,0,0,0.047887323943662,0.0028169014084507,0.00845070422535211,0.0028169014084507,0.28169014084507,0,0.0394366197183099,0.0028169014084507,0.00563380281690141,0,0.0028169014084507,0.354929577464789,0,0.0028169014084507,0,0,0.0028169014084507,0.0253521126760563,0,0.0112676056338028,0,0,0.0028169014084507,0.0028169014084507,0,0,0,0,0,0,0.0028169014084507,0,0,0,0,0,0,0,0,0,0.00563380281690141,0,0,0,0.0028169014084507,0,0.0028169014084507,0,0,0,0.0028169014084507,0,0.0028169014084507,0,0,0,0,0,0,0,0,0
590,12949,0.00903614457831325,0.00301204819277108,0.132530120481928,0.00602409638554217,0,0,0.0180722891566265,0.0391566265060241,0,0,0,0.0753012048192771,0,0.00301204819277108,0,0.243975903614458,0,0.0331325301204819,0.00301204819277108,0.00903614457831325,0,0,0.352409638554217,0,0,0,0.00301204819277108,0.00301204819277108,0.036144578313253,0,0.00903614457831325,0,0,0,0.00301204819277108,0,0,0,0,0,0,0,0,0,0,0,0.00301204819277108,0.00301204819277108,0,0,0,0.00301204819277108,0,0,0,0,0,0,0,0.00602409638554217,0,0.00301204819277108,0,0,0,0,0,0,0,0,0,0,0
600,12987,0.0147492625368732,0.00294985250737463,0.138643067846608,0,0,0,0.0088495575221239,0.0176991150442478,0.00294985250737463,0,0,0.0619469026548673,0.00294985250737463,0.0088495575221239,0.00294985250737463,0.253687315634218,0,0.0383480825958702,0.00589970501474926,0.00294985250737463,0,0,0.321533923303835,0,0,0,0,0.0117994100294985,0.0353982300884956,0,0.0206489675516224,0,0,0,0,0,0,0,0,0,0,0.00294985250737463,0,0,0,0,0.00294985250737463,0.00589970501474926,0,0,0.00294985250737463,0.00589970501474926,0,0,0,0.00294985250737463,0,0,0,0,0,0.00589970501474926,0,0,0,0.00589970501474926,0.00294985250737463,0,0.00589970501474926,0,0,0.00294985250737463,0
610,13025,0.043731778425656,0.0087463556851312,0.0903790087463557,0.0087463556851312,0,0,0.0116618075801749,0.0087463556851312,0,0,0,0.0524781341107872,0,0.0087463556851312,0.0087463556851312,0.26530612244898,0,0.032069970845481,0.00583090379008746,0.00291545189504373,0.00291545189504373,0,0.303206997084548,0,0,0,0,0.0087463556851312,0.0641399416909621,0,0,0,0,0,0.00583090379008746,0.00291545189504373,0,0,0.00291545189504373,0.0116618075801749,0,0.0116618075801749,0,0,0.00583090379008746,0,0,0.0087463556851312,0,0,0,0,0,0,0,0.0087463556851312,0,0.00291545189504373,0,0,0,0.00583090379008746,0,0,0,0.00291545189504373,0,0,0.00291545189504373,0,0,0,0
620,13063,0.0201149425287356,0.0114942528735632,0.10632183908046,0.00574712643678161,0,0,0.0114942528735632,0.0344827586206897,0,0,0,0.0316091954022989,0.00574712643678161,0,0,0.261494252873563,0,0.0344827586206897,0.00574712643678161,0.00574712643678161,0,0,0.32183908045977,0,0,0,0.0028735632183908,0.0201149425287356,0.0718390804597701,0,0.028735632183908,0,0,0,0.0028735632183908,0,0,0,0,0.0028735632183908,0,0,0,0,0,0,0.0028735632183908,0,0.00862068965517241,0,0.0028735632183908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,13101,0.00940438871473354,0.00313479623824451,0.112852664576803,0.00626959247648903,0,0,0.0156739811912226,0.00626959247648903,0.00313479623824451,0,0,0.0658307210031348,0,0.00940438871473354,0,0.288401253918495,0,0.0376175548589342,0.00626959247648903,0,0,0,0.310344827586207,0,0,0,0,0.0125391849529781,0.0595611285266458,0.00313479623824451,0,0,0,0,0,0,0.00940438871473354,0,0,0.00313479623824451,0,0.00626959247648903,0,0,0,0,0,0.00940438871473354,0,0,0,0,0,0,0,0,0,0,0.00626959247648903,0.00313479623824451,0,0.0125391849529781,0,0,0,0,0,0,0,0,0,0,0
640,13139,0.0178041543026706,0,0.103857566765579,0.00890207715133531,0,0,0,0.029673590504451,0.00890207715133531,0,0.0029673590504451,0.056379821958457,0,0,0,0.264094955489614,0,0.0445103857566766,0.00593471810089021,0,0,0,0.356083086053412,0,0,0,0.0029673590504451,0.0029673590504451,0.0385756676557863,0,0.0326409495548961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029673590504451,0,0,0,0,0,0,0,0,0,0.0029673590504451,0,0,0,0.0118694362017804,0,0,0,0,0,0.00593471810089021,0
650,13186,0.00909090909090909,0.0151515151515152,0.112121212121212,0.00909090909090909,0,0,0,0.0242424242424242,0,0,0,0.0636363636363636,0.00303030303030303,0,0.0121212121212121,0.215151515151515,0,0.0242424242424242,0.00606060606060606,0.0121212121212121,0.00606060606060606,0.00303030303030303,0.357575757575758,0,0,0,0.00909090909090909,0.00909090909090909,0.0575757575757576,0,0.0121212121212121,0.00303030303030303,0,0.00303030303030303,0,0,0,0.00303030303030303,0,0.00606060606060606,0,0.00303030303030303,0,0,0,0,0.00303030303030303,0,0,0,0,0,0,0,0,0.0121212121212121,0,0,0,0,0,0,0,0,0,0.00303030303030303,0,0,0.00303030303030303,0,0,0,0
660,13241,0.0185185185185185,0.00264550264550265,0.132275132275132,0,0,0,0.00264550264550265,0.0317460317460317,0.00529100529100529,0,0,0.0502645502645503,0,0.00529100529100529,0.00264550264550265,0.193121693121693,0,0.0502645502645503,0,0.00264550264550265,0,0,0.341269841269841,0,0,0.0105820105820106,0.0211640211640212,0.00264550264550265,0.0634920634920635,0,0.0211640211640212,0,0,0,0,0,0,0,0,0.00264550264550265,0,0,0,0,0,0,0,0.00529100529100529,0,0,0.00264550264550265,0.00529100529100529,0,0,0,0.00264550264550265,0.00264550264550265,0,0,0,0,0.00529100529100529,0,0,0,0.0132275132275132,0,0,0,0,0,0,0.00264550264550265
670,13297,0.0194986072423398,0.00278551532033426,0.144846796657382,0.00835654596100279,0.00278551532033426,0.00278551532033426,0.00278551532033426,0.0278551532033426,0,0,0.00278551532033426,0.0445682451253482,0.00557103064066852,0.00557103064066852,0,0.214484679665738,0,0.0473537604456825,0,0.00557103064066852,0,0,0.348189415041783,0,0,0,0,0.0167130919220056,0.052924791086351,0,0,0,0,0,0,0,0,0,0.00557103064066852,0.00278551532033426,0,0.00278551532033426,0,0,0,0,0.00278551532033426,0.00835654596100279,0,0.00557103064066852,0,0.00557103064066852,0,0,0,0,0,0,0.00278551532033426,0,0,0.00557103064066852,0,0,0,0,0,0,0.00278551532033426,0,0,0,0
680,13352,0.0229226361031519,0,0.100286532951289,0.00573065902578797,0,0,0.00286532951289398,0.0143266475644699,0,0,0,0.0401146131805158,0,0.00286532951289398,0,0.220630372492837,0,0.0343839541547278,0.00573065902578797,0.00286532951289398,0,0,0.432664756446991,0,0,0,0.0114613180515759,0.00286532951289398,0.0458452722063037,0,0.00859598853868195,0,0,0,0,0,0,0,0,0.00573065902578797,0,0,0,0,0,0,0.00286532951289398,0.00286532951289398,0,0,0,0.0143266475644699,0,0,0,0,0,0,0,0,0.00286532951289398,0.00573065902578797,0,0,0,0.00573065902578797,0.00286532951289398,0,0.00286532951289398,0,0,0,0
690,13408,0.0263157894736842,0.00292397660818713,0.108187134502924,0.00584795321637427,0,0,0.0087719298245614,0.0292397660818713,0,0,0.00292397660818713,0.0380116959064327,0,0.00292397660818713,0,0.283625730994152,0,0.0614035087719298,0,0.0087719298245614,0,0,0.327485380116959,0,0.00292397660818713,0,0,0,0.0584795321637427,0,0.00584795321637427,0,0,0,0.00292397660818713,0,0.00292397660818713,0,0,0,0,0.00292397660818713,0.00292397660818713,0,0,0,0.00292397660818713,0.00292397660818713,0,0,0,0.00584795321637427,0,0,0,0,0,0,0,0,0,0.00292397660818713,0,0,0,0,0,0,0,0,0,0,0
700,13463,0.0124223602484472,0.0031055900621118,0.0869565217391304,0,0,0,0.0217391304347826,0.0248447204968944,0,0,0,0.077639751552795,0,0.0031055900621118,0.0031055900621118,0.279503105590062,0,0.0434782608695652,0.015527950310559,0,0,0,0.335403726708075,0,0,0,0,0.0093167701863354,0.0434782608695652,0,0.0062111801242236,0,0,0,0,0,0,0.0031055900621118,0,0.0062111801242236,0,0,0,0,0,0,0,0,0,0,0,0.0031055900621118,0,0,0,0.0031055900621118,0,0,0,0,0,0.0031055900621118,0,0,0,0.0031055900621118,0,0,0.0124223602484472,0,0,0,0
710,13519,0.025,0.003125,0.10625,0.021875,0,0,0.00625,0.028125,0.003125,0,0.00625,0.04375,0,0.003125,0.003125,0.209375,0,0.04375,0.009375,0.009375,0,0,0.384375,0,0.003125,0,0.003125,0.003125,0.04375,0,0.015625,0,0,0,0.003125,0,0,0,0,0.003125,0,0,0,0,0,0,0,0.00625,0,0,0.003125,0,0,0,0,0.003125,0,0,0,0,0.003125,0,0,0,0,0.003125,0,0,0,0,0,0,0
720,13574,0.0116279069767442,0.00581395348837209,0.151162790697674,0.0145348837209302,0,0,0.00872093023255814,0.0494186046511628,0,0,0,0.0348837209302326,0.00290697674418605,0,0,0.252906976744186,0,0.0552325581395349,0,0,0,0,0.351744186046512,0,0,0,0,0.00581395348837209,0.0319767441860465,0,0.00872093023255814,0,0,0,0,0,0,0,0,0.00872093023255814,0,0,0,0,0,0,0,0.00290697674418605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00290697674418605,0,0,0,0
730,13637,0.0091743119266055,0.018348623853211,0.122324159021407,0.00611620795107034,0,0,0.00611620795107034,0.0214067278287462,0.00611620795107034,0,0,0.0458715596330275,0.00305810397553517,0.00305810397553517,0,0.36085626911315,0,0.0397553516819572,0.00611620795107034,0.0152905198776758,0,0,0.174311926605505,0,0,0,0,0.0091743119266055,0.0978593272171254,0,0.00611620795107034,0,0,0,0,0.0091743119266055,0,0,0,0.00305810397553517,0,0,0,0,0,0,0.00305810397553517,0.0091743119266055,0,0,0,0.00611620795107034,0,0,0,0,0,0,0.00305810397553517,0,0,0.0122324159021407,0,0,0,0,0,0,0.00305810397553517,0,0,0,0
740,13706,0.0143266475644699,0.00573065902578797,0.137535816618911,0.0114613180515759,0,0,0.00859598853868195,0.0200573065902579,0,0,0,0.0601719197707736,0,0.00286532951289398,0,0.369627507163324,0,0.0372492836676218,0.00573065902578797,0.00286532951289398,0,0,0.143266475644699,0,0,0,0.00859598853868195,0.0315186246418338,0.120343839541547,0,0.00859598853868195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00286532951289398,0,0,0,0,0,0,0,0,0,0,0.00859598853868195,0,0,0,0,0,0,0,0,0,0,0
750,13776,0.018018018018018,0,0.171171171171171,0.009009009009009,0,0,0.018018018018018,0.024024024024024,0,0,0,0.042042042042042,0,0.003003003003003,0,0.393393393393393,0,0.048048048048048,0.003003003003003,0,0,0,0.105105105105105,0,0,0,0,0,0.126126126126126,0,0,0,0,0,0,0.006006006006006,0,0,0,0.003003003003003,0,0.003003003003003,0,0,0,0.003003003003003,0,0.009009009009009,0,0,0.006006006006006,0.003003003003003,0,0,0,0,0,0,0,0,0,0.006006006006006,0,0,0,0,0,0,0,0,0,0,0
760,NA,0.0028169014084507,0.0028169014084507,0.132394366197183,0.0112676056338028,0.0028169014084507,0.0028169014084507,0.0112676056338028,0.028169014084507,0,0,0,0.0704225352112676,0,0.00845070422535211,0,0.473239436619718,0,0.0169014084507042,0.00563380281690141,0.00563380281690141,0,0,0.0535211267605634,0,0.0028169014084507,0,0,0.00563380281690141,0.138028169014085,0,0.00563380281690141,0,0,0,0,0,0,0,0,0,0,0.0028169014084507,0,0,0,0,0,0,0,0,0.00563380281690141,0,0,0,0,0,0.00563380281690141,0,0,0,0.0028169014084507,0,0,0.0028169014084507,0,0,0,0,0,0,0,0,0
766,NA,0.0123456790123457,0.00617283950617284,0.108024691358025,0.00617283950617284,0,0,0.00617283950617284,0.0277777777777778,0,0,0.00308641975308642,0.0864197530864197,0,0.00925925925925926,0.00925925925925926,0.391975308641975,0,0.0308641975308642,0.0154320987654321,0.00617283950617284,0,0,0.0864197530864197,0,0.00308641975308642,0,0,0.00925925925925926,0.135802469135802,0,0.00308641975308642,0,0,0,0.00308641975308642,0.00308641975308642,0,0,0,0.00308641975308642,0,0,0,0,0,0,0,0.00308641975308642,0.00308641975308642,0,0.00308641975308642,0.00925925925925926,0,0,0,0.00925925925925926,0,0,0,0,0,0,0,0,0,0.00617283950617284,0,0,0,0,0,0,0
