"sample.depths","sample.ages","Acer.rubrum","Ambrosia.type","Artemisia","Betula","Carya","Castanea","Cephalanthus","Cyperaceae","Ericaceae","Liquidambar","Nyssa","Ostrya.Carpinus","Platanus","Quercus","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus","Fraxinus","Juglans","Pinus","Poaceae","Polygonum.cf..P..hydropiperoides","Itea","Asteraceae.subf..Cichorioideae","Fagus","Tsuga","Apiaceae","Amaranthaceae","Acer.saccharum.type","Myrica","Ilex","Fabaceae","Picea","Thalictrum","Abies","Vitis","Juniperus.type","Caryophyllaceae","Tilia","Cornus","Salix","Sanguisorba","Arceuthobium"
120,NA,0,0.0162337662337662,0,0.0162337662337662,0.0292207792207792,0,0,0.025974025974026,0,0,0,0.025974025974026,0,0.350649350649351,0.025974025974026,0,0.00324675324675325,0,0,0.386363636363636,0.025974025974026,0,0,0,0,0,0,0,0,0.00974025974025974,0,0,0.0714285714285714,0.00324675324675325,0.0064935064935065,0.00324675324675325,0,0,0,0,0,0,0
130,NA,0,0.00323624595469256,0.00323624595469256,0.0129449838187702,0.0453074433656958,0,0.00323624595469256,0.080906148867314,0,0.00323624595469256,0.00647249190938511,0.0420711974110032,0.00323624595469256,0.317152103559871,0.029126213592233,0,0.00647249190938511,0,0.00323624595469256,0.339805825242718,0.0226537216828479,0,0,0,0.00323624595469256,0,0,0,0.00647249190938511,0.00970873786407767,0,0,0.0485436893203883,0.00323624595469256,0,0,0.00647249190938511,0,0,0,0,0,0
140,NA,0,0.0065359477124183,0,0.0196078431372549,0.0359477124183007,0,0,0.042483660130719,0,0,0,0.0326797385620915,0,0.245098039215686,0.00980392156862745,0,0,0,0.00980392156862745,0.477124183006536,0.00326797385620915,0,0,0,0.00326797385620915,0,0.00980392156862745,0,0,0.0130718954248366,0,0,0.0816993464052288,0,0.00326797385620915,0,0,0.00326797385620915,0.00326797385620915,0,0,0,0
150,NA,0,0.016025641025641,0.00320512820512821,0,0.0192307692307692,0,0,0.0993589743589744,0,0.00320512820512821,0.00641025641025641,0.00961538461538462,0,0.144230769230769,0.0224358974358974,0,0.00320512820512821,0,0,0.599358974358974,0.0288461538461538,0,0,0,0.00641025641025641,0,0.00320512820512821,0,0,0,0,0.00320512820512821,0.0192307692307692,0.00641025641025641,0,0,0.00641025641025641,0,0,0,0,0,0
160,NA,0,0.0264026402640264,0.0033003300330033,0,0.0132013201320132,0,0,0.0363036303630363,0,0,0.0033003300330033,0.0066006600660066,0.0033003300330033,0.118811881188119,0.0099009900990099,0.0033003300330033,0,0,0,0.683168316831683,0.0363036303630363,0,0,0,0,0,0,0.0033003300330033,0,0,0,0,0.0462046204620462,0.0033003300330033,0.0033003300330033,0,0,0,0,0,0,0,0
170,16621,0,0.00326797385620915,0,0,0.0065359477124183,0,0,0.0522875816993464,0,0,0,0.00326797385620915,0,0.0718954248366013,0.0130718954248366,0,0,0.00326797385620915,0,0.784313725490196,0.0228758169934641,0,0,0,0,0,0.00326797385620915,0,0,0.00326797385620915,0,0,0.0196078431372549,0.0065359477124183,0,0,0.0065359477124183,0,0,0,0,0,0
180,16861,0,0.00964630225080386,0,0.00321543408360129,0.00321543408360129,0,0,0.0578778135048231,0,0,0,0.0160771704180064,0,0.0514469453376206,0.022508038585209,0.00321543408360129,0.00321543408360129,0,0,0.755627009646302,0.0418006430868167,0,0,0,0,0,0.00964630225080386,0.00321543408360129,0,0.00321543408360129,0,0,0.0128617363344051,0,0,0,0.00321543408360129,0,0,0,0,0,0
200,17342,0,0.00655737704918033,0,0.0131147540983607,0,0,0,0.0459016393442623,0,0,0,0.0131147540983607,0,0.0655737704918033,0.0131147540983607,0,0,0,0,0.767213114754098,0.0491803278688525,0,0,0,0,0,0.00327868852459016,0,0,0,0,0,0.0163934426229508,0.00327868852459016,0.00327868852459016,0,0,0,0,0,0,0,0
220,17823,0,0.0128205128205128,0,0,0.0128205128205128,0,0,0.0224358974358974,0,0,0,0.016025641025641,0,0.092948717948718,0.0192307692307692,0.00320512820512821,0,0,0,0.67948717948718,0.0480769230769231,0,0,0,0,0,0.0192307692307692,0.00320512820512821,0,0.00320512820512821,0,0,0.0544871794871795,0.00320512820512821,0,0,0.00961538461538462,0,0,0,0,0,0
240,18304,0,0,0.00327868852459016,0,0,0,0,0.019672131147541,0,0,0,0.019672131147541,0,0.0819672131147541,0.00655737704918033,0.00327868852459016,0.0098360655737705,0.0131147540983607,0,0.754098360655738,0.0491803278688525,0,0,0,0.00327868852459016,0,0.0098360655737705,0,0,0,0,0,0.019672131147541,0.00327868852459016,0,0,0,0,0,0.00327868852459016,0,0,0
260,18785,0,0,0.00321543408360129,0.00643086816720257,0.00321543408360129,0,0,0.022508038585209,0,0,0,0.0128617363344051,0,0.0514469453376206,0.0160771704180064,0.00321543408360129,0.00321543408360129,0,0,0.768488745980707,0.0546623794212219,0,0,0,0,0,0.0192926045016077,0,0,0,0,0,0.0128617363344051,0.00321543408360129,0.00321543408360129,0,0.00964630225080386,0,0,0,0.00321543408360129,0.00321543408360129,0
280,19266,0,0.00993377483443709,0.00662251655629139,0,0.00662251655629139,0,0,0.0264900662251656,0,0,0.00662251655629139,0.0132450331125828,0,0.0860927152317881,0.0033112582781457,0,0.00662251655629139,0,0,0.748344370860927,0.0529801324503311,0,0,0,0,0.0033112582781457,0.0033112582781457,0,0,0,0,0,0.0198675496688742,0,0,0.0033112582781457,0,0,0,0,0,0,0.0033112582781457
300,19747,0,0,0,0.00332225913621262,0.00332225913621262,0,0,0.026578073089701,0,0,0,0.00332225913621262,0.00332225913621262,0.053156146179402,0,0.00332225913621262,0.00332225913621262,0,0,0.827242524916944,0.0398671096345515,0,0,0,0,0,0.00332225913621262,0,0,0,0,0,0.026578073089701,0.00332225913621262,0,0,0,0,0,0,0,0,0
320,20228,0,0.00326797385620915,0,0.0065359477124183,0.0065359477124183,0,0,0.0457516339869281,0,0,0,0.0261437908496732,0,0.0718954248366013,0.0130718954248366,0,0.00326797385620915,0.00326797385620915,0,0.73202614379085,0.0555555555555556,0,0,0,0.00326797385620915,0,0.0065359477124183,0,0,0,0,0,0.0196078431372549,0,0,0,0,0,0,0,0.00326797385620915,0,0
340,20709,0,0.0032258064516129,0.0032258064516129,0.0032258064516129,0.00967741935483871,0,0,0.0483870967741935,0,0,0,0.00967741935483871,0,0.067741935483871,0.0129032258064516,0,0,0,0,0.74516129032258,0.0612903225806452,0,0,0,0,0,0.0193548387096774,0,0,0,0,0,0.0129032258064516,0,0.0032258064516129,0,0,0,0,0,0,0,0
350,20949,0,0.0066006600660066,0.0033003300330033,0,0.0066006600660066,0,0,0.033003300330033,0,0,0,0.0165016501650165,0,0.0495049504950495,0.0099009900990099,0.0033003300330033,0.0033003300330033,0.0066006600660066,0,0.821782178217822,0.0198019801980198,0,0,0,0,0,0,0,0,0,0,0,0.0132013201320132,0.0066006600660066,0,0,0,0,0,0,0,0,0
360,21189,0,0.00986842105263158,0,0.00986842105263158,0.00328947368421053,0,0,0.0197368421052632,0,0,0,0.00986842105263158,0,0.055921052631579,0.00657894736842105,0.00328947368421053,0,0,0,0.822368421052632,0.0263157894736842,0,0,0,0,0,0.00657894736842105,0,0,0,0,0,0.0164473684210526,0,0,0,0.00657894736842105,0,0,0,0,0.00328947368421053,0
380,21670,0,0,0.00651465798045603,0,0.00325732899022801,0,0,0.0260586319218241,0,0,0,0.0130293159609121,0,0.0293159609120521,0.0228013029315961,0,0.00325732899022801,0,0,0.8371335504886,0.0260586319218241,0,0,0.00325732899022801,0,0,0,0.00325732899022801,0,0,0,0,0.0195439739413681,0,0,0,0.00325732899022801,0,0,0,0.00325732899022801,0,0
400,22151,0,0.00328947368421053,0,0.0131578947368421,0,0,0,0.0328947368421053,0,0,0,0.00657894736842105,0.00328947368421053,0.0361842105263158,0.00328947368421053,0,0,0,0,0.822368421052632,0.0493421052631579,0,0,0,0,0,0.00986842105263158,0,0,0,0,0,0.0164473684210526,0.00328947368421053,0,0,0,0,0,0,0,0,0
420,22632,0,0.00324675324675325,0,0,0.00324675324675325,0,0,0.0292207792207792,0,0,0,0.012987012987013,0,0.0422077922077922,0.0064935064935065,0,0,0,0,0.805194805194805,0.0487012987012987,0,0,0,0.00324675324675325,0,0.0194805194805195,0,0,0,0,0,0.0227272727272727,0,0,0,0,0,0,0,0.00324675324675325,0,0
440,23113,0,0.0132890365448505,0,0,0,0,0,0.0199335548172757,0,0,0,0.0132890365448505,0,0.0232558139534884,0,0,0.0132890365448505,0,0.00332225913621262,0.86046511627907,0.0166112956810631,0,0,0,0,0,0.00332225913621262,0,0,0,0,0,0.0199335548172757,0.00332225913621262,0,0,0.00332225913621262,0,0,0,0.00332225913621262,0,0.00332225913621262
460,23594,0,0,0.0033003300330033,0,0.0066006600660066,0,0,0.0198019801980198,0,0,0,0.0132013201320132,0,0.033003300330033,0,0,0.0033003300330033,0,0,0.851485148514851,0.0363036303630363,0,0,0,0,0,0.0033003300330033,0.0033003300330033,0,0.0066006600660066,0,0,0.0132013201320132,0,0,0,0.0066006600660066,0,0,0,0,0,0
480,NA,0,0.0033112582781457,0.0033112582781457,0,0.00662251655629139,0,0,0.00993377483443709,0,0,0,0.0033112582781457,0,0.0165562913907285,0,0.0033112582781457,0.0033112582781457,0,0,0.897350993377483,0.0198675496688742,0,0,0,0,0,0.00662251655629139,0,0,0,0,0,0.0132450331125828,0.0033112582781457,0,0,0.00993377483443709,0,0,0,0,0,0
500,NA,0,0,0.00326797385620915,0.00980392156862745,0.0065359477124183,0,0,0.0228758169934641,0,0,0,0.0130718954248366,0,0.0163398692810458,0.0163398692810458,0.00326797385620915,0,0,0.00326797385620915,0.820261437908497,0.0457516339869281,0,0,0,0,0,0.00326797385620915,0,0,0,0,0,0.0261437908496732,0.00326797385620915,0.00326797385620915,0,0.00326797385620915,0,0,0,0,0,0
520,NA,0,0.0033112582781457,0.0033112582781457,0.0033112582781457,0.0132450331125828,0,0,0.0033112582781457,0,0,0,0.0165562913907285,0,0.033112582781457,0,0.0033112582781457,0.0033112582781457,0.0033112582781457,0,0.85430463576159,0.0231788079470199,0,0,0,0.00662251655629139,0,0.00662251655629139,0,0,0,0,0,0.0132450331125828,0,0,0,0.00662251655629139,0,0,0,0.0033112582781457,0,0
540,NA,0,0.0065359477124183,0.0065359477124183,0.0163398692810458,0.00980392156862745,0,0,0.0130718954248366,0,0,0,0.00326797385620915,0,0.0294117647058824,0.00980392156862745,0,0.00326797385620915,0.00326797385620915,0,0.813725490196078,0.0228758169934641,0,0,0,0,0,0.00326797385620915,0,0,0.00326797385620915,0,0,0.042483660130719,0,0,0,0.0065359477124183,0,0,0,0.00326797385620915,0,0.00326797385620915
550,NA,0,0,0.00334448160535117,0.00668896321070234,0.00334448160535117,0,0,0.0234113712374582,0,0,0,0.0167224080267559,0,0.0434782608695652,0.00334448160535117,0,0.00334448160535117,0,0.00334448160535117,0.789297658862876,0.0334448160535117,0,0,0,0,0,0,0,0,0,0,0,0.0668896321070234,0,0,0,0.00334448160535117,0,0,0,0,0,0
560,NA,0,0.00334448160535117,0.00334448160535117,0.0100334448160535,0.0100334448160535,0,0,0.0267558528428094,0,0,0,0.0234113712374582,0.00334448160535117,0.0702341137123746,0,0.00334448160535117,0,0,0,0.795986622073579,0.0234113712374582,0,0,0,0.00334448160535117,0,0,0,0,0,0,0,0.0133779264214047,0.00334448160535117,0,0,0.00668896321070234,0,0,0,0,0,0
580,NA,0,0.00657894736842105,0,0.00328947368421053,0.0131578947368421,0,0,0.0230263157894737,0,0,0,0.00657894736842105,0,0.0394736842105263,0.0131578947368421,0.00328947368421053,0,0,0,0.822368421052632,0.0197368421052632,0,0,0,0,0,0,0,0,0,0,0,0.0493421052631579,0,0,0,0,0,0,0,0,0,0
