"sample.depths","sample.ages","Abies","Artemisia","Betula","Amaranthaceae.undiff.","Cyperaceae","Ericaceae","Larix","Ostrya.Carpinus","Picea","Quercus","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Alnus","Ambrosia","Poaceae","Acer.saccharum","Pinus.det..P..banksiana.P..resinosa","Pinus.det..P..strobus","Fagus","Ulmus","Myrica","Populus","Fraxinus.nigra","Cupressaceae","Salix","Carya","Corylus","Fraxinus.undiff.","Juglans.cinerea","Fraxinus.americana","Acer.rubrum","Ilex.Nemopanthus","Arceuthobium","Sarcobatus.vermiculatus","Iva.annua","Platanus","Tilia","Juglans.nigra","Rosaceae","Celtis","Shepherdia.canadensis","Onagraceae"
200,3906,0.0066006600660066,0,0.247524752475248,0.0033003300330033,0.0066006600660066,0.0033003300330033,0,0.0066006600660066,0.0363036303630363,0.0264026402640264,0,0.0066006600660066,0.033003300330033,0.0033003300330033,0,0.0099009900990099,0.115511551155116,0.399339933993399,0.0066006600660066,0.0132013201320132,0,0,0.0099009900990099,0.0462046204620462,0,0,0,0.0099009900990099,0,0,0,0.0033003300330033,0.0033003300330033,0.0033003300330033,0,0,0,0,0,0,0,0
220,4276,0.00332225913621262,0.00664451827242525,0.196013289036545,0,0,0.00332225913621262,0.0132890365448505,0,0.0132890365448505,0.0299003322259136,0.00332225913621262,0.00332225913621262,0.0431893687707641,0.00332225913621262,0.00332225913621262,0.00332225913621262,0.186046511627907,0.425249169435216,0.00664451827242525,0.0132890365448505,0,0.00996677740863787,0,0.0199335548172757,0,0,0,0.00332225913621262,0,0.00332225913621262,0,0.00332225913621262,0,0,0.00332225913621262,0,0,0,0,0,0,0
240,4658,0.0033112582781457,0,0.205298013245033,0,0.0033112582781457,0,0.00993377483443709,0,0.0198675496688742,0.0728476821192053,0,0,0.0364238410596026,0.00993377483443709,0.0033112582781457,0,0.162251655629139,0.413907284768212,0.0033112582781457,0.00993377483443709,0.0033112582781457,0,0.00662251655629139,0.0231788079470199,0,0,0,0.00662251655629139,0.00662251655629139,0,0,0,0,0,0,0,0,0,0,0,0,0
260,5060,0,0.00333333333333333,0.133333333333333,0,0.01,0,0,0.0133333333333333,0.00666666666666667,0.04,0.0133333333333333,0.00333333333333333,0.16,0.00333333333333333,0,0.00333333333333333,0.296666666666667,0.283333333333333,0.00333333333333333,0.00666666666666667,0.00666666666666667,0.00333333333333333,0,0.00666666666666667,0.00333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,5487,0,0.00332225913621262,0.122923588039867,0.00332225913621262,0.00332225913621262,0,0.00664451827242525,0.00996677740863787,0.0232558139534884,0.0431893687707641,0.0132890365448505,0,0.053156146179402,0.00332225913621262,0.00332225913621262,0.00664451827242525,0.229235880398671,0.388704318936877,0.00332225913621262,0.026578073089701,0.00996677740863787,0,0.00332225913621262,0.0332225913621262,0.00332225913621262,0,0,0.00332225913621262,0,0,0,0,0,0,0,0.00332225913621262,0,0,0,0,0,0
300,5948,0.00332225913621262,0.00664451827242525,0.106312292358804,0.00332225913621262,0.00332225913621262,0,0.00996677740863787,0.00996677740863787,0.0166112956810631,0.0398671096345515,0,0,0.0465116279069767,0.00332225913621262,0.00332225913621262,0,0.431893687707641,0.262458471760797,0.00996677740863787,0.0132890365448505,0,0,0.00996677740863787,0.00332225913621262,0,0,0,0,0.00332225913621262,0.00664451827242525,0,0,0,0,0,0.00332225913621262,0.00332225913621262,0,0,0,0,0
320,6449,0.0066006600660066,0,0.066006600660066,0.0033003300330033,0.0066006600660066,0.0033003300330033,0.0099009900990099,0.0066006600660066,0.0099009900990099,0.0396039603960396,0.0033003300330033,0,0.0396039603960396,0.0066006600660066,0.0033003300330033,0.0066006600660066,0.293729372937294,0.405940594059406,0.0099009900990099,0.0198019801980198,0.0033003300330033,0.0033003300330033,0.0066006600660066,0.0198019801980198,0,0,0,0.0099009900990099,0,0.0033003300330033,0,0.0033003300330033,0,0,0,0.0033003300330033,0,0.0033003300330033,0.0033003300330033,0,0,0
340,6997,0.0033003300330033,0,0.132013201320132,0.0099009900990099,0.0165016501650165,0,0.0066006600660066,0.0066006600660066,0.0132013201320132,0.0594059405940594,0,0,0.0495049504950495,0,0.0033003300330033,0.0033003300330033,0.323432343234323,0.297029702970297,0.0132013201320132,0.0099009900990099,0.0132013201320132,0.0033003300330033,0.0066006600660066,0.0033003300330033,0.0033003300330033,0,0,0.0099009900990099,0,0.0033003300330033,0,0,0,0,0,0.0066006600660066,0,0,0,0.0033003300330033,0,0
360,7599,0.00666666666666667,0.00333333333333333,0.07,0.00666666666666667,0.00333333333333333,0.00333333333333333,0,0,0.0166666666666667,0.03,0,0.00333333333333333,0.0266666666666667,0.01,0.00333333333333333,0.00333333333333333,0.236666666666667,0.526666666666667,0.00666666666666667,0.03,0,0,0,0.00666666666666667,0,0.00666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,8260,0.0232558139534884,0.00332225913621262,0.0764119601328904,0.00664451827242525,0,0,0.00664451827242525,0.00332225913621262,0.0365448504983389,0.0232558139534884,0.00332225913621262,0,0.0132890365448505,0,0,0.00664451827242525,0.568106312292359,0.182724252491694,0,0.0166112956810631,0.00996677740863787,0.00332225913621262,0.00332225913621262,0,0,0.00332225913621262,0,0.00664451827242525,0,0.00332225913621262,0,0,0,0,0,0,0,0,0,0,0,0
400,8957,0.00432900432900433,0.00432900432900433,0.225108225108225,0,0.00432900432900433,0,0.00865800865800866,0.012987012987013,0.025974025974026,0.0432900432900433,0,0,0.112554112554113,0.00865800865800866,0.0216450216450216,0,0.458874458874459,0.0216450216450216,0,0.0216450216450216,0.00865800865800866,0.00432900432900433,0,0.00432900432900433,0.00432900432900433,0.00432900432900433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,9640,0.0132450331125828,0.00662251655629139,0.0927152317880795,0,0.00662251655629139,0,0.0033112582781457,0.0033112582781457,0.043046357615894,0.0463576158940397,0,0,0.0165562913907285,0.0033112582781457,0.0033112582781457,0,0.701986754966887,0.0198675496688742,0,0.00993377483443709,0.0132450331125828,0.0033112582781457,0,0,0,0,0,0.00662251655629139,0,0.00662251655629139,0,0,0,0,0,0,0,0,0,0,0,0
440,10273,0,0.00664451827242525,0.212624584717608,0,0.00996677740863787,0,0.00996677740863787,0.00664451827242525,0.0963455149501661,0.0232558139534884,0,0.00664451827242525,0.00332225913621262,0.00996677740863787,0.00664451827242525,0.00664451827242525,0.521594684385382,0.0398671096345515,0,0.0132890365448505,0.00332225913621262,0.00332225913621262,0.00332225913621262,0.00332225913621262,0.00664451827242525,0,0,0.00332225913621262,0,0,0,0,0,0.00332225913621262,0,0,0,0,0,0,0,0
460,NA,0,0.0131147540983607,0.265573770491803,0.00655737704918033,0.00327868852459016,0,0.0229508196721311,0.0131147540983607,0.311475409836066,0.019672131147541,0,0,0,0.0131147540983607,0,0,0.252459016393443,0,0,0.0229508196721311,0.00655737704918033,0.00327868852459016,0.0163934426229508,0.00655737704918033,0,0,0,0.0163934426229508,0,0,0,0,0,0,0.00327868852459016,0,0.00327868852459016,0,0,0,0,0
480,NA,0,0.0163934426229508,0.121311475409836,0.00327868852459016,0.0163934426229508,0.00327868852459016,0.0229508196721311,0.0229508196721311,0.377049180327869,0.0918032786885246,0.0098360655737705,0.00655737704918033,0,0.0098360655737705,0,0,0.131147540983607,0,0,0.0262295081967213,0.0622950819672131,0,0.0131147540983607,0.0262295081967213,0.0098360655737705,0.0098360655737705,0,0.0163934426229508,0,0.00327868852459016,0,0,0,0,0,0,0,0,0,0,0,0
500,NA,0,0.0163934426229508,0.0721311475409836,0,0,0,0.019672131147541,0.0327868852459016,0.511475409836066,0.0721311475409836,0.00327868852459016,0.00327868852459016,0.00655737704918033,0.00655737704918033,0.00655737704918033,0,0.121311475409836,0.00655737704918033,0,0.0327868852459016,0.00327868852459016,0.019672131147541,0.0163934426229508,0.0163934426229508,0,0.00327868852459016,0,0.0163934426229508,0.00327868852459016,0,0,0,0,0.00327868852459016,0,0,0,0,0.00655737704918033,0,0,0
520,NA,0,0.0418006430868167,0.0418006430868167,0.00964630225080386,0.00643086816720257,0,0,0.0353697749196141,0.353697749196141,0.109324758842444,0.00321543408360129,0.00643086816720257,0.00321543408360129,0.0160771704180064,0.00643086816720257,0.00321543408360129,0.196141479099678,0.022508038585209,0,0.0514469453376206,0,0.00643086816720257,0.0353697749196141,0.00321543408360129,0.00321543408360129,0,0,0.0353697749196141,0.00321543408360129,0,0,0,0,0,0,0,0,0,0,0,0.00643086816720257,0
540,NA,0,0.0166666666666667,0.0566666666666667,0,0.01,0,0,0.00666666666666667,0.0533333333333333,0.0533333333333333,0.00333333333333333,0,0.00333333333333333,0.00666666666666667,0.01,0.00333333333333333,0.753333333333333,0,0,0.0166666666666667,0,0,0,0,0,0.00333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00333333333333333
