"sample.depths","sample.ages","Abies","Acer.rubrum","Acer.saccharum","Alnus","Betula","Carya","Castanea","Cephalanthus","Cornus","Corylus","Ericaceae","Fagus","Fraxinus.americana","Fraxinus.nigra","Ilex.Nemopanthus","Juglans.cinerea","Juglans.nigra","Juniperus.Thuja","Larix","Myrica","Ostrya.Carpinus","Picea","Pinus","Platanus","Populus","Quercus","Salix","Sambucus","Sarcobatus.vermiculatus","Shepherdia.canadensis","Tilia","Tsuga","Ulmus","Vitis","Ambrosia","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Caryophyllaceae","Chenopodiaceae.undiff.","Cyperaceae","Dryas","Epilobium.type","Galium","Humulus","Impatiens","Plantago","Poaceae","Ranunculus","Rosaceae.undiff.","Rumex.Oxyria.digyna","Saxifraga","Thalictrum","Xanthium"
130,6315,0.00324675324675325,0,0.0194805194805195,0,0.0551948051948052,0.00324675324675325,0,0,0,0,0,0.0064935064935065,0.00324675324675325,0.00974025974025974,0,0,0,0.00324675324675325,0,0,0.100649350649351,0,0.506493506493506,0,0.00324675324675325,0.168831168831169,0.00324675324675325,0,0,0,0.0064935064935065,0.0162337662337662,0.0551948051948052,0,0.012987012987013,0,0,0,0,0,0.012987012987013,0,0,0,0,0,0,0.00324675324675325,0,0.00324675324675325,0,0,0.00324675324675325,0
150,7294,0,0,0.0140350877192982,0,0.0666666666666667,0,0,0,0,0,0,0.00701754385964912,0.00701754385964912,0.0140350877192982,0,0,0,0,0.0105263157894737,0,0.136842105263158,0,0.515789473684211,0.00350877192982456,0,0.171929824561404,0,0,0,0,0.00350877192982456,0.0175438596491228,0.0175438596491228,0,0.00350877192982456,0,0,0,0,0,0.0105263157894737,0,0,0,0,0,0,0,0,0,0,0,0,0
170,8272,0.00248138957816377,0,0.0124069478908189,0,0.0595533498759305,0,0,0,0,0,0,0.00744416873449132,0.00248138957816377,0.0223325062034739,0,0.00248138957816377,0,0,0.00496277915632754,0,0.054590570719603,0,0.575682382133995,0.00496277915632754,0,0.186104218362283,0.0099255583126551,0,0,0,0,0.00248138957816377,0.0223325062034739,0,0.0099255583126551,0.00248138957816377,0,0,0,0.00496277915632754,0.0124069478908189,0,0,0,0,0,0,0,0,0,0,0,0,0
200,9085,0.00964630225080386,0,0.00321543408360129,0.00321543408360129,0.0707395498392283,0,0,0,0,0,0,0.00643086816720257,0,0.0321543408360129,0,0,0,0.00643086816720257,0.00964630225080386,0,0.138263665594855,0.00321543408360129,0.430868167202572,0,0,0.189710610932476,0.00321543408360129,0,0,0,0,0.0385852090032154,0.0257234726688103,0,0.00321543408360129,0,0,0,0,0.00321543408360129,0.022508038585209,0,0,0,0,0,0,0,0,0,0,0,0,0
220,9408,0.00797872340425532,0,0.00265957446808511,0,0.050531914893617,0.00265957446808511,0,0,0,0,0,0.00531914893617021,0,0.0398936170212766,0,0,0,0,0.00531914893617021,0,0.0478723404255319,0.00265957446808511,0.585106382978723,0.00265957446808511,0.00531914893617021,0.180851063829787,0,0,0,0,0,0.0132978723404255,0.0292553191489362,0,0.00265957446808511,0.00797872340425532,0,0,0,0,0.00531914893617021,0,0,0,0.00265957446808511,0,0,0,0,0,0,0,0,0
240,9732,0.00392156862745098,0,0.00784313725490196,0,0.0823529411764706,0.00784313725490196,0,0,0,0,0,0.00784313725490196,0,0.0196078431372549,0,0,0,0,0.0117647058823529,0,0.0352941176470588,0.00784313725490196,0.658823529411765,0,0,0.0980392156862745,0.00784313725490196,0,0,0,0,0.00392156862745098,0.0352941176470588,0,0,0.00392156862745098,0.00392156862745098,0,0,0,0.00392156862745098,0,0,0,0,0,0,0,0,0,0,0,0,0
250,9893,0.00664451827242525,0,0.0166112956810631,0.00332225913621262,0.102990033222591,0.00996677740863787,0,0,0,0.00664451827242525,0,0.00332225913621262,0,0.0199335548172757,0,0,0,0,0.0132890365448505,0,0.0564784053156146,0.00996677740863787,0.538205980066445,0,0.00664451827242525,0.142857142857143,0,0,0,0,0,0.00996677740863787,0.026578073089701,0,0.00664451827242525,0.00332225913621262,0,0,0,0,0.0132890365448505,0,0,0,0,0,0,0,0,0,0,0,0.00332225913621262,0
270,10217,0.00694444444444444,0,0.0104166666666667,0.00347222222222222,0.0347222222222222,0.00694444444444444,0,0,0,0.00347222222222222,0,0,0,0.0173611111111111,0,0,0.00347222222222222,0,0.00694444444444444,0,0.0451388888888889,0.00694444444444444,0.645833333333333,0,0.00694444444444444,0.09375,0,0,0,0,0.00347222222222222,0.0104166666666667,0.0555555555555556,0,0.0104166666666667,0.00694444444444444,0,0,0,0,0.0138888888888889,0,0,0,0,0,0,0.00694444444444444,0,0,0,0,0,0
280,10378,0.00634920634920635,0,0.00634920634920635,0.00317460317460317,0.111111111111111,0.00634920634920635,0,0,0,0.00634920634920635,0,0,0,0.00952380952380952,0,0,0,0,0.0158730158730159,0,0.00634920634920635,0.0158730158730159,0.673015873015873,0,0.00317460317460317,0.0825396825396825,0.00634920634920635,0,0,0,0,0,0.0317460317460317,0,0.00317460317460317,0.00317460317460317,0,0,0,0,0.00317460317460317,0.00317460317460317,0,0,0,0,0,0,0,0,0,0,0.00317460317460317,0
290,10540,0.012987012987013,0,0.00974025974025974,0,0.0714285714285714,0.00324675324675325,0,0,0,0.00324675324675325,0,0.0064935064935065,0,0.00324675324675325,0,0.00324675324675325,0,0,0.00324675324675325,0,0.0357142857142857,0.0064935064935065,0.707792207792208,0,0,0.0714285714285714,0.00324675324675325,0,0,0,0,0.0162337662337662,0.0357142857142857,0,0,0,0,0,0,0,0.0064935064935065,0,0,0,0,0,0,0,0,0,0,0,0,0
300,10702,0.0240641711229947,0,0.00267379679144385,0,0.18716577540107,0.0053475935828877,0,0,0,0.0053475935828877,0,0,0,0.018716577540107,0,0,0,0,0.00802139037433155,0,0.0267379679144385,0.0133689839572193,0.475935828877005,0,0.0053475935828877,0.144385026737968,0.00267379679144385,0,0,0,0,0.0106951871657754,0.0641711229946524,0,0,0.00267379679144385,0,0,0,0.00267379679144385,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,10863,0.00925925925925926,0,0.00308641975308642,0,0.132716049382716,0.00925925925925926,0,0,0,0.0123456790123457,0,0,0,0.0154320987654321,0,0,0,0,0.0154320987654321,0,0.0401234567901235,0.00617283950617284,0.601851851851852,0,0.00308641975308642,0.0679012345679012,0.00617283950617284,0,0,0,0,0,0.0555555555555556,0,0,0.00617283950617284,0,0,0,0,0.0123456790123457,0,0,0,0,0,0,0.00308641975308642,0,0,0,0,0,0
320,11025,0.0274725274725275,0,0.00274725274725275,0.00274725274725275,0.118131868131868,0.00549450549450549,0,0,0,0.00549450549450549,0,0,0,0.0164835164835165,0,0,0.00274725274725275,0.00274725274725275,0.010989010989011,0,0.043956043956044,0.0164835164835165,0.593406593406593,0,0.010989010989011,0.0906593406593407,0,0,0,0,0,0,0.0467032967032967,0,0,0,0,0,0,0,0.00274725274725275,0,0,0,0,0,0,0,0,0,0,0,0,0
330,11187,0.0376811594202899,0,0.00289855072463768,0,0.188405797101449,0.00289855072463768,0,0,0,0.0231884057971014,0,0,0,0.0231884057971014,0,0,0.00579710144927536,0.00579710144927536,0.0144927536231884,0,0.0347826086956522,0.0144927536231884,0.498550724637681,0,0.00289855072463768,0.081159420289855,0,0,0,0,0,0.00289855072463768,0.0347826086956522,0,0.00289855072463768,0.00579710144927536,0,0,0,0,0.0115942028985507,0,0,0,0,0,0,0.00579710144927536,0,0,0,0,0,0
340,11348,0.0133333333333333,0,0.00333333333333333,0.00333333333333333,0.0566666666666667,0.01,0,0,0,0.00666666666666667,0,0,0.00333333333333333,0.0366666666666667,0,0,0.00333333333333333,0.01,0.00666666666666667,0,0.0366666666666667,0.0266666666666667,0.576666666666667,0,0.01,0.106666666666667,0.00333333333333333,0,0,0,0,0.00333333333333333,0.06,0,0.01,0,0,0,0,0.00333333333333333,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0
350,11510,0.0611510791366906,0,0.0179856115107914,0.00359712230215827,0.0503597122302158,0,0,0,0,0.0143884892086331,0,0,0,0.00719424460431655,0,0.00359712230215827,0.00719424460431655,0,0.0359712230215827,0,0.0143884892086331,0.0323741007194245,0.553956834532374,0,0.00359712230215827,0.100719424460432,0.00719424460431655,0,0,0,0,0.0143884892086331,0.0323741007194245,0,0.00359712230215827,0.00359712230215827,0,0,0,0,0.0215827338129496,0,0,0,0,0,0,0.0107913669064748,0,0,0,0,0,0
360,11606,0.00632911392405063,0,0.00949367088607595,0.00316455696202532,0.0189873417721519,0.00316455696202532,0,0,0,0.0189873417721519,0,0.00316455696202532,0,0.0126582278481013,0,0,0.00316455696202532,0.0253164556962025,0.0569620253164557,0,0.0379746835443038,0.145569620253165,0.455696202531646,0,0.0221518987341772,0.060126582278481,0.0189873417721519,0,0,0,0,0.00316455696202532,0.0284810126582278,0,0.0126582278481013,0.00949367088607595,0,0,0,0.00632911392405063,0.0221518987341772,0.00632911392405063,0,0,0,0,0,0.00949367088607595,0,0,0,0,0,0
370,11702,0.0337078651685393,0,0.0112359550561798,0.0112359550561798,0.0449438202247191,0.00749063670411985,0,0,0,0,0,0.00374531835205993,0,0.0636704119850187,0,0,0.00749063670411985,0.0112359550561798,0.0599250936329588,0,0.0337078651685393,0.213483146067416,0.269662921348315,0,0.0299625468164794,0.112359550561798,0.0224719101123595,0,0,0,0,0.00374531835205993,0.00749063670411985,0,0.00749063670411985,0.00749063670411985,0.00749063670411985,0,0,0.00374531835205993,0.0149812734082397,0,0,0,0,0,0,0.0112359550561798,0,0,0,0,0,0
380,11798,0.0165289256198347,0,0.00413223140495868,0.012396694214876,0.0702479338842975,0.00413223140495868,0,0,0,0.0247933884297521,0,0,0,0.0330578512396694,0,0.00413223140495868,0,0.0206611570247934,0.0537190082644628,0.00413223140495868,0.012396694214876,0.152892561983471,0.322314049586777,0,0.0537190082644628,0.0661157024793388,0.0247933884297521,0,0,0.00413223140495868,0,0.00826446280991736,0.0371900826446281,0,0,0.00826446280991736,0.00413223140495868,0,0,0.00413223140495868,0.0165289256198347,0.00413223140495868,0,0,0,0.00413223140495868,0,0.0206611570247934,0,0,0,0,0.00413223140495868,0.00413223140495868
390,11894,0.00436681222707424,0,0,0.0218340611353712,0.0960698689956332,0.00873362445414847,0,0,0,0.0131004366812227,0,0,0,0.0174672489082969,0,0.00436681222707424,0,0.0305676855895196,0.0305676855895196,0.00436681222707424,0.0131004366812227,0.22707423580786,0.296943231441048,0,0.0218340611353712,0.0480349344978166,0.0262008733624454,0,0,0.00436681222707424,0,0.00436681222707424,0.0262008733624454,0,0.00436681222707424,0.0174672489082969,0.00436681222707424,0,0,0,0.0655021834061135,0,0,0,0,0,0,0.00873362445414847,0,0,0,0,0,0
400,11990,0.0128755364806867,0,0,0.0128755364806867,0.0257510729613734,0.00429184549356223,0,0,0,0,0,0,0,0.00429184549356223,0,0,0,0.0257510729613734,0.0429184549356223,0,0.00858369098712446,0.493562231759657,0.278969957081545,0,0.0128755364806867,0.0214592274678112,0.00858369098712446,0,0,0,0,0,0.0214592274678112,0,0.00429184549356223,0.00429184549356223,0,0,0,0,0.0171673819742489,0,0,0,0,0,0,0,0,0,0,0,0,0
410,12086,0.0311284046692607,0,0,0.00778210116731518,0.0155642023346304,0,0,0,0,0.00389105058365759,0,0,0,0,0,0,0,0.0116731517509728,0.0428015564202335,0,0.0428015564202335,0.470817120622568,0.284046692607004,0,0,0.00389105058365759,0.00778210116731518,0,0,0,0,0.00778210116731518,0.00389105058365759,0,0.00389105058365759,0.0116731517509728,0.00389105058365759,0,0,0,0.0428015564202335,0,0,0,0,0,0,0.00389105058365759,0,0,0,0,0,0
420,12182,0.00460829493087558,0,0,0.00460829493087558,0.00921658986175115,0,0,0,0,0.0138248847926267,0,0,0,0,0,0,0,0.0138248847926267,0.0368663594470046,0,0,0.714285714285714,0.0967741935483871,0,0,0.0184331797235023,0,0,0,0,0,0.00460829493087558,0.0138248847926267,0,0.00921658986175115,0.00921658986175115,0,0,0,0,0.0506912442396313,0,0,0,0,0,0,0,0,0,0,0,0,0
440,12374,0.0107142857142857,0,0,0.0107142857142857,0.00357142857142857,0,0,0,0,0,0,0,0,0.00357142857142857,0,0,0,0.0214285714285714,0.0642857142857143,0,0,0.621428571428571,0.0642857142857143,0,0.0107142857142857,0.0178571428571429,0.00357142857142857,0,0,0,0,0.00714285714285714,0.0142857142857143,0,0.025,0.0178571428571429,0.00714285714285714,0.00357142857142857,0,0.00714285714285714,0.0714285714285714,0.00357142857142857,0.00357142857142857,0,0,0,0,0.00357142857142857,0,0,0,0,0,0.00357142857142857
450,12470,0.00925925925925926,0,0,0.00462962962962963,0.00462962962962963,0,0,0,0,0.00462962962962963,0,0,0,0.00462962962962963,0,0,0,0.0185185185185185,0.00462962962962963,0,0.0324074074074074,0.708333333333333,0.0601851851851852,0,0.00925925925925926,0.0185185185185185,0.00462962962962963,0,0,0.00462962962962963,0,0,0,0,0.0231481481481481,0.037037037037037,0.00462962962962963,0.00462962962962963,0,0,0.0324074074074074,0.00462962962962963,0,0,0,0,0,0.00462962962962963,0,0,0,0,0,0
460,12566,0.0192307692307692,0,0,0,0.00480769230769231,0.00480769230769231,0,0,0,0,0,0,0,0,0,0,0,0.00961538461538462,0.00961538461538462,0,0.00961538461538462,0.740384615384615,0.0769230769230769,0,0,0.0144230769230769,0.00480769230769231,0,0,0.00480769230769231,0,0,0,0,0.0144230769230769,0.0288461538461538,0.00480769230769231,0,0,0,0.0480769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0.00480769230769231
470,12662,0.0137614678899083,0,0,0,0,0.00458715596330275,0,0,0,0,0,0,0,0.0091743119266055,0,0,0,0.0229357798165138,0.00458715596330275,0,0.0137614678899083,0.738532110091743,0.0642201834862385,0,0,0.0091743119266055,0.00458715596330275,0,0,0,0,0,0,0,0.0137614678899083,0.0412844036697248,0.0091743119266055,0,0.00458715596330275,0,0.0412844036697248,0.00458715596330275,0,0,0,0,0,0,0,0,0,0,0,0
480,12758,0.00465116279069767,0,0,0.00465116279069767,0.00465116279069767,0,0,0,0,0,0,0,0,0,0,0,0,0.0186046511627907,0.0325581395348837,0,0.00465116279069767,0.781395348837209,0.0372093023255814,0,0.00465116279069767,0.013953488372093,0.00465116279069767,0,0,0,0,0,0,0,0.013953488372093,0.00465116279069767,0,0,0,0,0.0651162790697674,0,0,0,0,0,0,0,0,0,0,0,0.00465116279069767,0
490,NA,0,0,0,0,0.004,0.004,0,0,0,0.004,0,0,0,0,0,0,0,0.02,0,0,0,0.808,0.064,0,0,0.012,0.016,0,0,0.004,0,0,0,0,0.028,0,0.004,0,0,0,0.028,0,0,0,0,0,0,0.004,0,0,0,0,0,0
495,NA,0.00425531914893617,0,0,0.00425531914893617,0.0212765957446809,0.00425531914893617,0,0,0,0.00425531914893617,0,0,0,0,0,0,0,0.0127659574468085,0.00425531914893617,0,0.0127659574468085,0.778723404255319,0.0382978723404255,0,0.0170212765957447,0.00851063829787234,0.025531914893617,0,0,0,0,0,0,0,0.0170212765957447,0.00851063829787234,0,0,0,0,0.0297872340425532,0.00425531914893617,0,0,0,0,0,0.00425531914893617,0,0,0,0,0,0
500,NA,0.00934579439252336,0,0,0,0,0,0,0,0,0.00934579439252336,0,0,0,0,0,0,0,0.00934579439252336,0.0280373831775701,0,0.00934579439252336,0.742990654205608,0.0467289719626168,0,0.00467289719626168,0.0233644859813084,0.014018691588785,0,0,0.00467289719626168,0,0,0.00467289719626168,0,0.0327102803738318,0.00934579439252336,0.00467289719626168,0,0,0,0.0420560747663551,0,0,0,0,0,0,0,0,0,0,0,0.00467289719626168,0
505,NA,0,0,0,0,0.00966183574879227,0,0,0,0,0.00483091787439614,0,0,0,0,0,0,0,0.00966183574879227,0,0,0.00483091787439614,0.879227053140097,0.00966183574879227,0,0.00483091787439614,0.00483091787439614,0.00483091787439614,0,0,0,0,0,0,0,0.0241545893719807,0.00483091787439614,0,0,0.00483091787439614,0,0.0338164251207729,0,0,0,0,0,0,0,0,0,0,0,0,0
510,NA,0.0147058823529412,0,0,0,0,0,0,0,0,0,0,0,0,0.0196078431372549,0,0,0,0.0196078431372549,0.00490196078431373,0,0.00980392156862745,0.666666666666667,0.0686274509803922,0,0,0.0147058823529412,0.00490196078431373,0,0,0,0,0,0,0,0.00980392156862745,0.0343137254901961,0.00980392156862745,0,0,0,0.088235294117647,0,0,0,0,0,0,0.0245098039215686,0,0,0,0,0.00980392156862745,0
520,NA,0,0,0,0,0,0,0,0,0,0.0192307692307692,0,0,0,0.00961538461538462,0,0,0,0.0384615384615385,0.0384615384615385,0,0.00961538461538462,0.423076923076923,0.0961538461538462,0,0.0192307692307692,0.0192307692307692,0.0384615384615385,0,0,0.0192307692307692,0,0,0.00961538461538462,0,0,0.0673076923076923,0.00961538461538462,0,0,0,0.163461538461538,0,0,0,0,0,0,0.00961538461538462,0,0,0,0,0.00961538461538462,0
530,NA,0.0248756218905473,0,0,0.0348258706467662,0.00497512437810945,0,0.00497512437810945,0,0,0.00497512437810945,0,0,0,0.0099502487562189,0,0,0,0.0447761194029851,0,0,0.0298507462686567,0.26865671641791,0.0696517412935323,0,0,0.0149253731343284,0.054726368159204,0,0,0,0,0,0.00497512437810945,0,0.0149253731343284,0.0895522388059701,0.00497512437810945,0,0,0.00497512437810945,0.248756218905473,0.0149253731343284,0,0,0,0,0,0.0298507462686567,0,0,0,0,0.0149253731343284,0.00497512437810945
540,NA,0.00961538461538462,0,0,0.00480769230769231,0.00480769230769231,0.00480769230769231,0,0,0,0.0288461538461538,0.00480769230769231,0,0.00480769230769231,0.0240384615384615,0,0,0,0.0192307692307692,0,0.00480769230769231,0.0480769230769231,0.197115384615385,0.0769230769230769,0,0.0192307692307692,0.0192307692307692,0.153846153846154,0,0,0,0,0,0.0144230769230769,0,0.00961538461538462,0.105769230769231,0.00961538461538462,0,0,0.00480769230769231,0.211538461538462,0.00480769230769231,0,0,0,0,0,0.00961538461538462,0,0,0,0.00480769230769231,0,0
550,NA,0.00943396226415094,0,0.00471698113207547,0.00471698113207547,0.0235849056603774,0,0,0,0,0.00943396226415094,0,0,0.00471698113207547,0.0660377358490566,0,0,0,0.0849056603773585,0.00471698113207547,0,0.0283018867924528,0.193396226415094,0.10377358490566,0,0.0235849056603774,0.0188679245283019,0.0471698113207547,0,0.00471698113207547,0,0,0,0.00471698113207547,0,0.0424528301886792,0.070754716981132,0.0330188679245283,0,0,0,0.183962264150943,0.0141509433962264,0,0,0,0,0,0.00943396226415094,0,0,0,0.00471698113207547,0.00471698113207547,0
562,NA,0.00393700787401575,0,0,0.0196850393700787,0.0078740157480315,0.00393700787401575,0,0.00393700787401575,0,0.0393700787401575,0,0,0,0.0393700787401575,0,0,0,0.0748031496062992,0.00393700787401575,0.00393700787401575,0.047244094488189,0.18503937007874,0.0984251968503937,0,0.062992125984252,0,0.0826771653543307,0.00393700787401575,0.00393700787401575,0.0118110236220472,0,0,0.0275590551181102,0,0.0236220472440945,0.0118110236220472,0.047244094488189,0,0,0,0.149606299212598,0.0236220472440945,0,0,0,0,0,0.00393700787401575,0.0078740157480315,0,0,0.00393700787401575,0.00393700787401575,0
580,NA,0.0133928571428571,0,0,0.0178571428571429,0.00446428571428571,0,0,0,0,0.0178571428571429,0,0,0,0.0580357142857143,0,0,0,0.0535714285714286,0,0,0.0178571428571429,0.316964285714286,0.125,0,0.0223214285714286,0.00892857142857143,0.0446428571428571,0,0,0,0,0,0.00446428571428571,0.00892857142857143,0.0133928571428571,0.0535714285714286,0.0223214285714286,0,0.00446428571428571,0,0.138392857142857,0.0223214285714286,0,0,0,0,0,0.0267857142857143,0,0,0,0,0.00446428571428571,0
590,NA,0.00956937799043062,0,0,0.0239234449760766,0.00478468899521531,0.00956937799043062,0,0,0,0.0191387559808612,0,0,0,0.0143540669856459,0,0,0,0.0526315789473684,0,0,0.0334928229665072,0.253588516746411,0.267942583732057,0,0.0287081339712919,0.00956937799043062,0.0334928229665072,0,0,0.00478468899521531,0,0,0.00478468899521531,0,0.00478468899521531,0.0191387559808612,0.0143540669856459,0,0.00478468899521531,0,0.138755980861244,0.0191387559808612,0,0,0,0,0,0.0191387559808612,0,0,0,0,0.00478468899521531,0.00478468899521531
600,NA,0.00478468899521531,0,0,0.0526315789473684,0,0,0,0.00478468899521531,0,0.0143540669856459,0.00478468899521531,0,0,0.0191387559808612,0,0,0,0.0430622009569378,0.00478468899521531,0,0.0287081339712919,0.330143540669856,0.210526315789474,0,0.0526315789473684,0,0.0478468899521531,0,0,0,0,0,0.0191387559808612,0,0.0287081339712919,0.0143540669856459,0.00478468899521531,0,0,0.00478468899521531,0.0574162679425837,0.0191387559808612,0,0,0,0,0,0.0143540669856459,0.00478468899521531,0,0,0.00478468899521531,0.00956937799043062,0
610,NA,0.00378787878787879,0,0,0.0416666666666667,0.00378787878787879,0,0,0,0,0.00757575757575758,0,0,0,0.0151515151515152,0,0,0,0.0340909090909091,0,0,0.0265151515151515,0.435606060606061,0.189393939393939,0,0.0113636363636364,0.0113636363636364,0.0151515151515152,0,0,0,0,0,0.00378787878787879,0,0.00757575757575758,0.00378787878787879,0.0113636363636364,0,0,0.00757575757575758,0.0946969696969697,0.0378787878787879,0,0,0,0,0,0.0340909090909091,0,0,0,0,0.00378787878787879,0
620,NA,0.0191387559808612,0,0,0.0143540669856459,0.00478468899521531,0.00478468899521531,0,0,0,0.00956937799043062,0,0,0,0.00478468899521531,0,0,0,0.0334928229665072,0,0,0.00478468899521531,0.368421052631579,0.358851674641148,0,0.00956937799043062,0.00956937799043062,0.00956937799043062,0,0,0,0,0,0.00956937799043062,0,0,0.00956937799043062,0.00478468899521531,0,0,0.00956937799043062,0.090909090909091,0.00956937799043062,0,0,0,0,0,0.00478468899521531,0,0,0.00478468899521531,0,0.00478468899521531,0
630,NA,0.0182648401826484,0,0,0.0502283105022831,0,0.0045662100456621,0,0.0045662100456621,0,0.0091324200913242,0,0,0,0.0045662100456621,0,0,0,0.0182648401826484,0.0091324200913242,0,0.0228310502283105,0.388127853881279,0.205479452054795,0,0.0136986301369863,0.0045662100456621,0.0136986301369863,0,0,0,0,0.0045662100456621,0.0273972602739726,0.0045662100456621,0.0045662100456621,0.0547945205479452,0.0228310502283105,0,0.0091324200913242,0,0.0502283105022831,0.0091324200913242,0,0,0,0,0,0.0410958904109589,0,0,0,0,0.0045662100456621,0
