"sample.depths","sample.ages","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Artemisia","Betula","Chamaedaphne.calyculata","Cyperaceae","Fagus","Fraxinus.nigra.type","Poaceae.undiff.","Larix","Ledum.Chamaedaphne.calyculata","Picea.mariana.type","Pinus.undiff.","Populus.tremuloides.type","Quercus","Salix","Tilia","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Amaranthaceae","Abies.balsamea","Acer.saccharinum","Corylus.cornuta","Pinus.banksiana.type","Pinus.resinosa.type","Pinus.strobus","Rhododendron.canadense","Rumex.acetosa.type","Tsuga.canadensis","Vaccinium.macrocarpon.type","Vaccinium.oxycoccos","Picea.undiff.","Ericaceae.undiff.","Kalmia","Acer.saccharum","Carya.ovata","Rubiaceae","Acer.rubrum","Caprifoliaceae.undiff.","Fraxinus.americana.type","Viburnum.nudum","Rumex.type.undiff.","Caryophyllaceae","Fraxinus.pennsylvanica.type","Juglans.cinerea","Ostrya.Carpinus","Juniperus.communis.Thuja.occidentalis.type","Taxus","Rosaceae.undiff.","Ilex.Nemopanthus","Asteraceae.subf..Cichorioideae","Picea.glauca.type","Platanus.occidentalis","Castanea.dentata","Cornus.canadensis","Elymus.type","Pyrola","Rhamnus.alnifolia.R..frangula","Apiaceae","Prunus.virginiana","Juncaceae","Shepherdia.canadensis","Morus.rubra.type"
220,3767,0.016260162601626,0,0,0,0.0386178861788618,0.00203252032520325,0.0121951219512195,0,0.0040650406504065,0.00609756097560976,0.132113821138211,0,0.008130081300813,0.241869918699187,0,0.0223577235772358,0.00203252032520325,0.00203252032520325,0.00203252032520325,0.00203252032520325,0,0.00609756097560976,0.00609756097560976,0.00203252032520325,0.0182926829268293,0.0040650406504065,0.410569105691057,0,0,0.032520325203252,0,0,0.008130081300813,0,0,0.008130081300813,0,0,0,0,0,0,0,0,0.0101626016260163,0,0,0.00203252032520325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,4048,0.00632911392405063,0,0,0,0.0680379746835443,0,0.0221518987341772,0.0110759493670886,0.00474683544303797,0.00632911392405063,0.107594936708861,0,0.0079113924050633,0.121835443037975,0,0.0221518987341772,0.00474683544303797,0.00316455696202532,0,0.00949367088607595,0,0.0189873417721519,0.00632911392405063,0,0.0158227848101266,0.00316455696202532,0.517405063291139,0,0,0.0142405063291139,0,0,0,0.00158227848101266,0,0.0158227848101266,0,0,0.00158227848101266,0.00316455696202532,0,0,0,0,0,0,0,0.00158227848101266,0,0,0,0.00158227848101266,0.00316455696202532,0,0,0,0,0,0,0,0,0,0,0
260,4329,0.0146520146520147,0,0,0.00183150183150183,0.108058608058608,0,0.010989010989011,0,0.00732600732600733,0.00366300366300366,0.192307692307692,0,0.00183150183150183,0.122710622710623,0,0.0146520146520147,0.00183150183150183,0.00732600732600733,0.00366300366300366,0.00732600732600733,0,0.00732600732600733,0.00732600732600733,0,0.0164835164835165,0,0.43040293040293,0,0,0,0,0,0.00183150183150183,0,0,0.00732600732600733,0.00366300366300366,0,0,0,0,0,0,0,0,0.00183150183150183,0,0,0.00183150183150183,0,0,0,0,0.0238095238095238,0,0,0,0,0,0,0,0,0,0
280,4611,0.0182119205298013,0,0.00165562913907285,0,0.177152317880795,0,0.0231788079470199,0,0.0132450331125828,0.0115894039735099,0.0711920529801325,0,0.00496688741721854,0.23841059602649,0,0.0132450331125828,0,0.00496688741721854,0.0033112582781457,0.00496688741721854,0.00165562913907285,0.0033112582781457,0.0033112582781457,0.00165562913907285,0.00165562913907285,0.0033112582781457,0.288079470198675,0,0,0.0827814569536424,0,0,0.00165562913907285,0,0,0.0132450331125828,0.00496688741721854,0,0,0,0,0,0,0,0.00165562913907285,0,0,0.0033112582781457,0,0.00165562913907285,0,0,0,0,0.00165562913907285,0,0,0,0,0,0,0,0,0
300,4834,0.00508474576271186,0,0,0.00338983050847458,0.0694915254237288,0.00169491525423729,0.0101694915254237,0,0.0101694915254237,0.00169491525423729,0.122033898305085,0,0.00169491525423729,0.164406779661017,0.00338983050847458,0.011864406779661,0.00169491525423729,0.00169491525423729,0,0.00508474576271186,0,0.00677966101694915,0.00169491525423729,0,0.00677966101694915,0,0.310169491525424,0,0,0.242372881355932,0,0,0.00338983050847458,0,0,0.00847457627118644,0,0,0,0,0,0,0,0,0.00338983050847458,0,0,0,0,0,0,0,0,0,0.00169491525423729,0.00169491525423729,0,0,0,0,0,0,0,0
320,5057,0.00775193798449612,0,0.00155038759689922,0.00155038759689922,0.0651162790697674,0.00310077519379845,0.0325581395348837,0.00310077519379845,0.00465116279069767,0.00155038759689922,0.103875968992248,0,0.00310077519379845,0.111627906976744,0,0.0155038759689922,0.0062015503875969,0.00310077519379845,0.00155038759689922,0.00465116279069767,0,0.0062015503875969,0,0,0.00310077519379845,0.00155038759689922,0.365891472868217,0,0,0.241860465116279,0,0.00310077519379845,0.00310077519379845,0,0,0.00310077519379845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00155038759689922,0,0,0,0,0,0,0
340,5281,0.00769230769230769,0,0.00256410256410256,0,0.0256410256410256,0,0.0615384615384615,0.00256410256410256,0.00769230769230769,0.0128205128205128,0.0743589743589744,0,0.00769230769230769,0.130769230769231,0,0.00512820512820513,0,0.00256410256410256,0,0.00256410256410256,0,0,0.00256410256410256,0,0.00512820512820513,0,0.264102564102564,0,0,0.307692307692308,0,0,0,0,0,0.00256410256410256,0.00256410256410256,0,0,0,0,0,0,0.00256410256410256,0,0,0,0.0692307692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,5504,0,0,0,0,0.0278422273781903,0,0.136890951276102,0.00232018561484919,0,0,0.11368909512761,0,0,0.037122969837587,0,0.00232018561484919,0.00232018561484919,0,0,0.00928074245939675,0,0.00464037122969838,0.00464037122969838,0,0.00696055684454756,0,0.299303944315545,0,0,0.34338747099768,0,0,0,0,0,0.00464037122969838,0,0,0,0,0,0,0,0,0,0,0,0,0.00232018561484919,0,0,0,0,0,0,0,0,0.00232018561484919,0,0,0,0,0,0
380,5727,0.002710027100271,0,0,0,0.013550135501355,0,0.154471544715447,0,0,0.002710027100271,0.010840108401084,0,0.002710027100271,0.130081300813008,0,0.002710027100271,0,0.002710027100271,0,0.002710027100271,0,0.002710027100271,0,0,0.008130081300813,0,0.292682926829268,0,0,0.371273712737127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,5950,0,0.00168350168350168,0,0,0.00841750841750842,0,0.0740740740740741,0,0.00336700336700337,0.00336700336700337,0.0202020202020202,0,0.00336700336700337,0.0622895622895623,0,0.00168350168350168,0,0,0.00168350168350168,0,0.00168350168350168,0.00168350168350168,0,0,0.031986531986532,0.00673400673400673,0.230639730639731,0,0,0.545454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00168350168350168,0,0,0,0,0,0,0
420,6174,0.00460829493087558,0.00460829493087558,0,0,0.0806451612903226,0,0.142857142857143,0,0.00230414746543779,0.0460829493087558,0.0299539170506912,0,0,0.269585253456221,0,0.0161290322580645,0,0.00230414746543779,0.00230414746543779,0.00460829493087558,0,0.00230414746543779,0,0,0.00691244239631336,0.00460829493087558,0.168202764976959,0,0,0.188940092165899,0,0,0.00460829493087558,0,0,0.00460829493087558,0,0,0,0,0,0,0,0,0,0.00230414746543779,0,0,0.00230414746543779,0,0,0,0,0,0,0,0.00691244239631336,0,0.00230414746543779,0,0,0,0,0
440,6397,0.00191204588910134,0.00191204588910134,0.00191204588910134,0.00382409177820268,0.0650095602294455,0.00382409177820268,0.0516252390057361,0.00573613766730402,0.00573613766730402,0.0095602294455067,0.017208413001912,0,0.00191204588910134,0.30019120458891,0,0.0267686424474187,0.00191204588910134,0.00191204588910134,0.00191204588910134,0.0095602294455067,0,0,0.00764818355640535,0,0.0095602294455067,0,0.298279158699809,0,0,0.154875717017208,0,0,0,0,0,0.00382409177820268,0,0,0,0,0,0,0.00191204588910134,0.00191204588910134,0.00191204588910134,0.00191204588910134,0,0,0,0.00191204588910134,0,0,0,0,0,0,0,0,0,0.00382409177820268,0,0,0,0
460,6620,0.00159235668789809,0,0,0,0.0111464968152866,0,0.0143312101910828,0,0.00159235668789809,0.00318471337579618,0.00318471337579618,0,0.00318471337579618,0.351910828025478,0,0.00636942675159236,0,0.00477707006369427,0,0.00477707006369427,0,0.00159235668789809,0.00159235668789809,0,0.017515923566879,0,0.447452229299363,0,0,0.121019108280255,0,0,0.00159235668789809,0,0,0.00159235668789809,0,0,0,0,0,0,0.00159235668789809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,NA,0.00666666666666667,0.00133333333333333,0.00133333333333333,0,0.06,0,0.00666666666666667,0.00266666666666667,0.008,0.004,0,0,0.00266666666666667,0.392,0,0.056,0,0.00933333333333333,0.00133333333333333,0.00533333333333333,0,0.00933333333333333,0.00266666666666667,0,0.00666666666666667,0.004,0.356,0,0,0.036,0,0,0.00133333333333333,0,0,0.0106666666666667,0,0.00133333333333333,0.00133333333333333,0,0,0.004,0,0.00133333333333333,0.00133333333333333,0,0.00133333333333333,0,0,0.00266666666666667,0,0,0,0,0,0,0,0,0,0.00133333333333333,0.00133333333333333,0,0,0
500,NA,0.0015748031496063,0.0015748031496063,0,0,0.0110236220472441,0,0.0031496062992126,0,0.0015748031496063,0.0015748031496063,0.0015748031496063,0,0.0047244094488189,0.333858267716535,0,0.0204724409448819,0,0,0,0,0.0015748031496063,0.0204724409448819,0.0015748031496063,0,0.0110236220472441,0,0.559055118110236,0,0,0.0220472440944882,0,0,0.0015748031496063,0,0,0.0015748031496063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,NA,0.0120240480961924,0,0.00200400801603206,0,0.0380761523046092,0,0.0160320641282565,0,0.00801603206412826,0.00200400801603206,0.00200400801603206,0,0.00200400801603206,0.304609218436874,0,0.032064128256513,0,0.00200400801603206,0,0.00200400801603206,0,0.0120240480961924,0.00400801603206413,0,0.0100200400801603,0,0.511022044088176,0,0,0.0220440881763527,0,0,0.00200400801603206,0,0,0.00200400801603206,0,0,0,0,0,0,0,0,0.00200400801603206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00400801603206413,0.00200400801603206,0.00400801603206413,0.00200400801603206
