"sample.depths","sample.ages","upland.sum","Abies","Acer.undiff.","Arceuthobium","Artemisia","Betula","Castanea","Corylus","Cyperaceae","Fagus","Poaceae.undiff.","Larix","Asteraceae.subf..Cichorioideae","Nyssa","Ostrya.Carpinus","Oxyria.digyna","Pinus.undiff.","Platanus","Quercus","Rumex","Salix","Tilia","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus.incana","Ambrosia","Fabaceae","Alnus.viridis","Juniperus.Thuja","Juglans","Myrica","Amaranthaceae","Cerealia","Ranunculus","Acer.saccharum","Cornus.canadensis","Pinus.strobus","Fraxinus.nigra","Fraxinus.pennsylvanica","Picea.glauca","Picea.mariana","Carya","Caryophyllaceae","Polygonum.undiff.","Populus","Viburnum","Cornus.racemosa","Rosaceae.undiff.","Lamiaceae","Celtis","Thalictrum","Apiaceae","Vitis","Shepherdia","Brassicaceae","Morus","Ephedra","Galium","Polygonum.viviparum","Saxifraga.oppositifolia","Filipendula","Epilobium","Shepherdia.argentea","Rubus","Urticaceae"
904,831,1000,5,38,0,4,146,0,7,2,101,2,5,0,4,7,6,85,4,16,7,0,3,370,0,21,25,0,0,0,5,1,4,0,0,1,13,0,95,7,1,7,0,5,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
908,923,981,7,6,3,1,173,0,5,11,104,4,3,0,0,26,0,106,1,20,5,0,8,265,2,34,15,0,0,0,20,1,4,3,0,6,18,0,100,7,6,9,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
912,1015,995,6,18,2,8,238,0,5,11,67,0,4,0,24,16,0,85,4,18,7,1,10,220,0,18,12,4,0,3,45,0,9,0,0,0,14,0,119,12,4,6,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,1107,991,4,12,3,1,244,0,3,3,104,2,4,0,1,9,0,102,5,28,5,1,6,259,1,30,16,0,0,1,5,0,2,1,0,3,21,0,91,9,2,5,0,3,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920,1200,997,9,30,0,0,199,0,8,1,111,4,2,0,9,16,0,105,5,23,5,1,5,266,0,34,14,0,0,3,14,0,15,1,0,3,12,0,67,11,1,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0
924,1292,1061,5,10,1,0,208,1,11,1,151,4,2,0,0,15,1,79,7,54,2,1,3,354,2,24,25,1,0,0,16,0,3,0,0,1,29,0,34,8,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
928,1384,1122,5,30,1,8,224,0,9,10,126,1,2,0,18,6,0,82,1,24,12,1,5,223,1,43,14,1,0,17,33,3,20,0,0,3,23,1,152,9,1,2,0,3,1,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
932,1477,1035,11,7,1,2,267,0,7,4,58,2,2,0,0,14,1,157,4,30,2,0,8,287,0,17,19,2,0,0,18,4,0,0,0,2,25,0,65,7,1,7,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,1569,991,5,21,2,0,169,0,2,5,122,0,10,0,26,16,0,112,6,24,11,3,8,204,3,30,13,0,0,1,14,0,0,1,0,5,29,0,120,18,4,2,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
940,1661,998,7,14,1,3,202,0,2,6,127,1,2,0,0,22,1,164,4,30,10,3,3,183,0,28,18,2,0,1,6,2,1,0,0,6,21,0,101,16,4,3,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
944,1779,1013,5,31,3,4,193,0,7,9,97,0,0,0,0,15,0,114,5,21,3,1,3,286,0,22,20,0,0,0,31,3,1,0,0,1,25,0,80,22,1,4,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
948,1897,1008,7,15,1,3,205,0,5,3,89,1,2,0,1,16,2,135,5,21,8,0,9,207,0,33,18,1,0,0,7,1,2,1,0,2,16,0,159,10,5,11,0,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952,2015,1038,8,17,1,2,195,0,13,12,101,2,2,0,0,14,3,177,4,32,6,3,5,212,1,32,25,1,0,2,6,0,3,0,0,0,28,0,103,13,1,6,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
956,2133,1020,11,30,1,2,200,0,8,13,83,3,5,0,2,6,0,77,4,23,5,1,6,324,0,19,18,0,0,2,36,1,6,0,0,1,24,0,91,13,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
958,2192,994,0,3,0,3,204,0,6,0,61,0,2,0,0,4,2,137,3,32,6,0,3,275,2,40,18,0,0,0,22,0,0,0,0,1,36,0,107,17,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
960,2251,1027,7,32,0,3,193,0,5,3,113,1,1,1,1,7,0,145,7,29,2,0,3,262,1,28,13,0,0,0,9,0,2,1,0,1,26,1,110,13,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
962,2310,999,2,3,0,3,193,1,5,4,87,2,4,0,0,19,0,167,2,27,12,0,9,214,4,28,26,0,0,1,15,0,0,0,0,0,25,0,117,14,3,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
964,2369,1028,7,47,2,3,193,2,1,8,48,0,4,0,12,22,0,137,8,28,7,0,7,219,4,30,19,0,0,5,19,1,20,0,0,0,31,1,117,10,1,6,2,2,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
966,2428,1023,4,2,0,2,310,0,2,4,74,1,2,0,0,15,1,123,4,30,6,0,8,180,2,39,28,0,0,0,36,1,0,1,0,3,39,0,81,9,5,5,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
968,2487,1025,4,30,1,2,197,1,9,8,93,3,2,0,0,17,5,73,5,39,5,0,2,264,0,34,21,0,0,0,40,1,10,3,0,2,27,0,107,8,2,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
970,2545,990,4,2,0,1,221,0,4,6,65,2,1,0,0,7,0,136,5,42,9,0,3,222,1,25,22,0,0,0,37,1,1,1,0,1,39,0,109,13,1,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
972,2604,1008,23,15,0,2,179,0,9,3,56,0,4,0,4,8,0,189,3,27,6,3,3,213,0,29,22,2,0,9,11,1,6,1,0,3,29,0,127,11,0,3,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
974,2663,1036,6,3,0,4,148,0,3,14,110,4,0,0,0,9,0,143,1,29,3,1,4,327,2,34,4,0,0,0,19,0,0,3,0,2,31,0,107,10,1,4,0,5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
976,2722,993,10,23,0,1,115,1,2,3,93,0,6,0,1,4,3,107,2,24,6,0,10,303,1,27,12,1,0,1,16,0,21,0,0,0,13,1,172,5,1,3,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
978,2781,1002,5,1,0,2,214,1,10,3,108,4,4,0,0,10,0,96,2,22,6,0,3,275,1,41,10,0,0,0,31,0,0,0,0,2,39,0,89,17,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
980,2840,998,15,33,1,0,173,0,4,11,49,0,9,0,8,10,0,140,7,21,5,0,5,238,0,31,17,1,0,9,22,0,15,0,0,2,17,0,131,14,4,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
982,2899,1003,1,4,1,1,213,0,1,5,103,4,2,0,1,11,2,173,3,36,5,0,2,221,2,24,21,0,0,0,27,1,0,1,0,0,27,0,95,7,1,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
984,2958,1010,7,6,1,7,188,0,9,3,108,5,5,0,1,15,5,83,7,23,7,0,2,235,0,28,14,1,0,1,30,0,1,1,0,3,26,2,167,6,2,3,0,1,0,0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
986,3017,1004,2,0,0,3,178,0,1,2,108,0,3,0,0,9,1,157,1,29,7,0,5,254,3,18,25,0,0,0,20,1,0,2,0,0,25,0,121,20,0,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
988,3076,1071,4,21,0,2,185,0,5,2,86,0,7,0,18,17,0,102,2,40,3,2,9,265,0,47,26,1,0,1,38,1,1,0,0,3,27,0,136,12,0,3,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
990,3135,1026,2,7,0,2,139,1,4,4,99,0,2,0,0,16,0,178,5,27,3,0,8,254,0,32,16,0,0,0,43,0,0,0,0,2,31,0,125,18,2,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
992,3194,1034,2,25,0,3,125,1,6,2,91,3,5,0,1,17,1,185,2,32,12,0,3,163,2,49,16,2,0,4,6,1,6,0,0,2,44,0,181,19,5,5,0,4,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
994,3253,1000,5,2,0,1,156,0,6,4,133,2,4,0,0,10,0,161,5,27,6,0,7,150,1,23,24,0,0,0,22,0,0,2,0,0,58,0,173,14,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
996,3312,1092,59,32,2,0,166,0,1,4,70,1,8,0,0,6,0,206,11,22,6,2,16,187,2,20,9,0,0,2,13,3,8,1,0,0,40,0,156,8,3,13,3,2,1,0,4,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
998,3371,1088,0,4,0,2,240,0,1,7,110,0,1,0,0,20,0,205,3,23,5,0,7,155,2,25,36,0,0,0,15,0,1,0,0,0,47,0,148,21,0,3,0,2,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,3430,1012,2,27,0,2,123,0,5,6,93,0,6,0,0,17,2,164,2,21,2,0,3,189,0,30,11,0,0,1,18,0,1,0,0,1,30,1,229,12,3,7,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,3461,991,1,6,0,3,174,0,8,6,64,0,0,0,0,16,0,202,3,29,5,0,6,149,0,25,16,1,1,0,14,1,1,0,0,0,33,0,196,19,1,5,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1002,3492,1020,1,2,1,2,167,1,3,0,94,0,2,0,0,12,1,276,4,18,5,2,5,129,2,23,17,0,0,0,25,0,0,0,0,1,33,0,173,14,1,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1003,3523,1038,4,1,0,3,196,0,1,3,91,1,1,0,0,19,0,233,5,21,4,0,6,114,4,25,14,0,0,0,41,0,2,0,0,1,43,0,169,20,3,7,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1004,3555,1035,3,16,0,3,166,0,3,6,72,0,3,0,14,23,0,106,4,33,5,0,8,95,1,35,18,1,0,16,43,0,17,2,0,0,32,0,278,14,1,6,1,6,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1005,3586,1000,3,7,0,1,193,0,5,4,108,0,0,0,0,16,0,199,4,41,4,2,4,121,2,29,20,0,0,0,19,0,0,1,0,0,41,0,152,15,1,3,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1006,3617,514,1,0,0,0,122,3,9,3,31,1,1,0,0,11,0,104,3,29,0,0,6,47,1,10,7,0,0,0,13,0,0,0,0,0,22,0,64,18,0,3,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1007,3648,994,3,0,0,2,290,0,9,1,78,1,2,0,1,16,0,194,4,30,5,0,4,102,4,22,12,0,0,0,11,0,0,0,0,1,41,0,130,16,0,7,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1008,3680,1047,4,19,0,2,206,1,7,0,73,1,5,0,0,22,2,229,5,34,2,1,8,117,0,31,15,1,0,3,10,0,2,2,0,3,20,0,189,22,1,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,3711,994,3,1,0,0,190,0,8,1,93,0,2,0,0,11,0,215,2,35,4,2,7,85,0,38,29,0,0,0,16,2,0,2,0,2,35,0,183,16,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1010,3742,997,3,2,3,0,260,2,7,4,75,2,1,0,0,14,1,222,4,42,4,1,10,87,0,22,23,0,0,0,42,0,3,1,0,1,29,0,99,13,0,8,0,7,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1011,3773,1001,3,7,0,2,205,0,5,3,92,2,1,0,0,17,0,205,0,37,6,1,6,88,1,21,18,0,0,0,44,1,0,0,0,1,32,0,186,12,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1012,3804,1009,3,13,1,4,134,1,8,11,73,0,0,0,14,20,0,176,10,39,8,6,6,99,2,22,25,1,0,4,40,1,18,1,0,4,26,1,205,18,7,0,0,4,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1013,3836,995,1,7,1,3,190,0,6,4,84,3,1,0,0,14,2,200,3,38,8,0,8,107,1,41,27,0,0,0,42,1,0,0,0,1,42,0,126,25,2,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1014,3867,1006,1,1,0,2,186,0,12,2,83,0,1,0,0,18,0,260,7,48,4,2,5,101,0,25,23,0,0,1,36,0,2,0,0,2,31,0,114,25,7,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1015,3898,1005,4,4,0,1,179,0,3,3,61,3,0,0,0,21,1,228,3,47,11,1,3,76,2,33,27,0,0,0,22,1,0,1,0,2,32,0,202,23,4,2,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1016,3929,1027,4,23,0,1,220,0,6,2,72,1,5,0,0,6,0,238,2,29,6,2,8,82,2,41,22,3,0,1,13,3,2,1,0,4,26,0,183,7,5,3,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1017,3961,1044,1,8,0,1,241,0,9,7,76,3,2,0,0,12,2,206,2,63,10,0,1,44,2,24,20,0,1,1,45,5,3,0,0,0,27,0,197,17,6,4,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1018,3992,1039,1,2,2,1,249,0,57,1,68,1,6,0,0,19,1,190,6,95,1,0,7,41,3,44,39,0,0,0,23,0,0,1,0,0,36,0,98,32,4,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1019,4023,1008,4,2,0,2,245,1,4,3,57,1,8,0,0,8,0,230,5,64,16,2,5,34,4,27,39,0,0,0,20,2,2,2,0,2,27,0,170,16,1,1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020,4054,1077,13,29,1,6,224,0,7,7,60,1,7,0,20,22,0,163,6,34,16,0,8,41,0,35,15,0,0,10,25,1,26,0,0,3,23,0,243,11,2,2,4,4,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021,4085,1024,3,2,1,0,222,0,14,4,70,0,4,1,2,20,1,175,3,69,11,1,4,49,1,39,43,0,0,0,43,2,1,0,0,1,34,0,165,30,5,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1022,4117,1011,4,7,1,3,161,0,15,4,96,3,3,0,0,21,1,203,5,56,3,0,10,45,3,33,52,0,0,0,28,0,2,0,0,1,37,0,193,15,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1023,4148,1016,3,4,0,1,260,0,17,3,68,6,5,0,0,27,2,216,3,70,17,1,5,44,1,24,29,0,0,0,16,2,1,1,0,2,26,0,129,20,4,4,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1024,4179,1050,10,25,0,4,227,1,13,5,62,1,9,0,1,22,0,150,6,65,17,0,6,33,2,28,49,1,0,1,44,0,9,0,0,3,27,0,205,18,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
1025,4210,997,1,1,0,2,143,0,12,2,88,3,2,0,0,15,0,244,2,77,8,2,10,58,1,36,39,0,0,0,20,2,1,0,0,0,29,0,160,25,3,5,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1026,4241,1023,9,27,3,3,196,0,1,4,60,2,3,1,1,11,0,191,7,33,9,0,19,63,0,18,12,0,0,0,36,1,4,3,0,0,26,0,257,14,2,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1027,4273,1041,4,0,0,0,204,1,8,4,64,2,5,0,0,9,4,325,2,49,5,1,4,28,1,19,28,0,0,0,30,4,0,0,0,0,29,0,190,17,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1028,4304,1031,5,17,2,2,158,0,5,3,22,0,7,0,7,16,0,286,1,38,8,1,8,52,3,18,12,1,0,7,14,2,14,0,0,3,23,0,269,18,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1029,4335,1083,4,0,0,2,239,0,11,0,63,2,2,0,0,15,0,315,1,43,9,1,3,41,4,22,11,0,0,0,29,1,2,4,0,0,39,0,196,7,1,6,0,5,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
1030,4366,1048,7,31,2,2,208,0,8,8,56,4,6,0,3,26,0,143,1,30,8,0,3,32,0,33,13,1,0,2,123,0,7,0,0,0,28,0,240,10,1,4,0,2,0,0,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1031,4398,1041,0,5,0,5,285,1,20,5,80,2,4,0,0,22,0,178,6,95,9,2,4,16,5,42,54,0,0,0,47,3,0,1,0,0,27,0,85,26,0,3,0,4,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1032,4429,1031,5,0,0,1,268,1,38,7,58,1,6,0,0,18,1,219,6,67,8,4,3,61,3,37,36,0,0,0,10,0,3,1,0,1,39,0,102,16,0,4,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1033,4460,1015,6,15,5,0,167,0,7,2,55,2,3,1,1,20,2,173,2,61,3,4,7,48,2,29,37,3,0,2,29,0,1,1,0,2,30,0,268,18,1,3,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1034,4491,994,2,3,0,1,139,0,10,3,68,2,3,0,0,10,0,263,3,56,13,3,17,27,1,29,23,0,0,0,36,0,2,1,0,0,29,0,230,10,2,5,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1035,4522,1020,1,5,0,5,193,0,13,2,63,3,2,0,0,8,2,229,5,54,11,1,17,60,5,28,18,0,0,1,56,5,0,2,0,2,30,0,162,17,6,5,0,6,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1036,4554,1020,1,1,0,1,139,0,6,4,74,2,2,0,0,12,2,323,0,45,8,2,6,61,1,22,11,0,0,0,45,0,0,1,0,2,21,0,193,19,4,5,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
1037,4585,993,2,10,2,1,159,1,9,8,61,1,9,0,0,6,4,260,4,42,4,1,5,30,1,14,30,0,0,0,51,3,4,0,0,3,12,0,234,9,3,6,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1038,4616,998,2,1,0,1,173,0,6,1,66,0,5,0,0,15,2,283,4,62,13,0,15,47,2,17,17,0,0,0,29,2,1,1,0,1,16,0,186,12,1,13,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1039,4647,998,1,3,0,4,151,0,7,3,64,2,1,0,0,10,0,330,3,60,12,1,6,42,2,19,14,0,0,0,32,0,4,4,0,0,22,0,182,11,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1040,4678,1004,1,7,0,5,202,1,7,2,53,1,0,0,0,7,1,280,0,44,6,0,6,52,1,20,15,0,0,0,46,2,0,2,0,3,32,0,188,15,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041,4710,1021,1,15,2,3,150,0,8,3,62,1,2,0,1,7,0,203,2,53,2,1,4,45,1,29,18,3,0,0,40,2,0,0,0,2,31,0,310,9,1,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1042,4741,1029,2,4,0,0,220,0,4,5,71,3,2,0,0,7,0,228,7,74,7,0,10,52,3,30,15,0,0,1,62,3,2,1,0,2,41,0,134,29,1,3,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1043,4772,1013,2,2,1,2,273,0,13,6,41,5,2,0,0,6,1,219,4,65,13,1,6,36,0,35,20,0,0,0,38,0,2,0,0,2,33,0,159,18,1,2,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1044,4803,1064,2,0,0,6,319,0,14,5,56,1,0,0,0,10,0,215,3,91,5,1,6,27,6,27,46,0,0,0,26,3,1,1,0,1,28,0,122,28,3,6,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1045,4835,1015,0,23,1,3,325,1,16,1,75,0,0,0,0,14,0,141,2,85,3,5,10,26,0,26,61,3,0,1,21,2,6,0,0,2,20,0,122,13,1,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1046,4866,1029,0,3,0,3,304,1,14,0,56,0,0,0,0,6,1,246,2,69,7,5,7,20,4,38,56,0,0,0,9,3,1,1,0,2,22,0,113,29,1,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1047,4897,1012,4,9,0,1,284,0,9,0,60,0,0,0,3,7,0,296,5,68,8,10,10,13,3,15,35,2,0,2,3,1,1,0,0,0,20,0,127,7,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
