"sample.depths","sample.ages","Abies","Acer.saccharum.type","Alnus","Betula","Carya","Cupressaceae","Ericaceae","Fagus","Fraxinus","Juglans.cinerea","Larix","Ostrya","Picea","Pinus","Populus","Quercus","Salix","Sarcobatus.vermiculatus","Shepherdia.canadensis","Tilia","Tsuga","Ulmus","Ambrosia","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Caryophyllaceae","Chenopodiineae.undiff.","Onagraceae","Plantago","Poaceae","Ranunculus","Rosaceae","Thalictrum"
90,NA,0,0,0,0.015,0,0,0,0,0.015,0,0,0.035,0.005,0.815,0,0.1,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0
102,NA,0.00497512437810945,0,0,0.0298507462686567,0.00497512437810945,0,0,0,0.0149253731343284,0,0,0.0149253731343284,0,0.81592039800995,0,0.0796019900497512,0.00497512437810945,0,0,0.00497512437810945,0,0.0248756218905473,0,0,0,0,0,0,0,0,0,0,0,0,0
110,NA,0.0197044334975369,0.0147783251231527,0.00492610837438424,0.0394088669950739,0.00492610837438424,0,0,0,0.0197044334975369,0,0,0.00985221674876847,0.00985221674876847,0.714285714285714,0,0.108374384236453,0.00492610837438424,0,0,0,0.00492610837438424,0.0394088669950739,0,0,0,0,0,0,0,0,0,0.00492610837438424,0,0,0
120,NA,0,0.00495049504950495,0,0.0346534653465347,0,0,0,0,0.0396039603960396,0.00495049504950495,0,0.0247524752475248,0.0099009900990099,0.737623762376238,0,0.103960396039604,0.00495049504950495,0,0,0,0,0.0297029702970297,0,0,0,0.00495049504950495,0,0,0,0,0,0,0,0,0
130,NA,0.00492610837438424,0.00492610837438424,0,0.0344827586206897,0.00492610837438424,0.00492610837438424,0,0,0.0147783251231527,0,0,0.0443349753694581,0.00985221674876847,0.733990147783251,0,0.0689655172413793,0.00985221674876847,0,0,0,0.0197044334975369,0.0394088669950739,0,0,0,0,0,0,0.00492610837438424,0,0,0,0,0,0
140,NA,0.00495049504950495,0.0099009900990099,0,0.0693069306930693,0,0.00495049504950495,0,0,0.0099009900990099,0,0.0198019801980198,0.0346534653465347,0.00495049504950495,0.717821782178218,0,0.0891089108910891,0.0099009900990099,0,0,0,0,0.0247524752475248,0,0,0,0,0,0,0,0,0,0,0,0,0
150,NA,0.00970873786407767,0.00970873786407767,0,0.0679611650485437,0.0194174757281553,0,0,0.00485436893203883,0.0242718446601942,0,0.00485436893203883,0.0242718446601942,0.00970873786407767,0.62621359223301,0,0.121359223300971,0,0,0,0,0.00485436893203883,0.0436893203883495,0.0145631067961165,0,0.00485436893203883,0.00485436893203883,0,0,0.00485436893203883,0,0,0,0,0,0
160,NA,0.00505050505050505,0.0101010101010101,0,0.106060606060606,0,0.00505050505050505,0,0,0.0101010101010101,0,0,0.00505050505050505,0,0.712121212121212,0,0.0808080808080808,0,0,0,0,0.0101010101010101,0.0505050505050505,0,0,0,0.00505050505050505,0,0,0,0,0,0,0,0,0
170,NA,0.0147058823529412,0,0,0.088235294117647,0.00490196078431373,0,0,0.00490196078431373,0.0196078431372549,0.00490196078431373,0.0245098039215686,0.0588235294117647,0.00490196078431373,0.622549019607843,0,0.0686274509803922,0.00980392156862745,0,0,0,0.00490196078431373,0.0588235294117647,0.00980392156862745,0,0,0,0,0,0,0,0,0,0,0,0
180,NA,0.00985221674876847,0.00985221674876847,0.00492610837438424,0.137931034482759,0.00492610837438424,0.00492610837438424,0,0,0.00985221674876847,0.00985221674876847,0.00492610837438424,0.0246305418719212,0.00985221674876847,0.61576354679803,0,0.0788177339901478,0.00492610837438424,0,0,0,0,0.0640394088669951,0,0,0,0,0,0,0,0,0,0.00492610837438424,0,0,0
190,NA,0.0746268656716418,0.0099502487562189,0,0.0796019900497512,0.00497512437810945,0.00497512437810945,0,0,0.0248756218905473,0.0099502487562189,0.0099502487562189,0.0398009950248756,0.0248756218905473,0.54726368159204,0.00497512437810945,0.119402985074627,0,0,0,0,0.00497512437810945,0.0348258706467662,0.00497512437810945,0,0,0,0,0,0,0,0,0,0,0,0
200,NA,0.0099009900990099,0.0148514851485149,0,0.0742574257425743,0,0.0099009900990099,0,0,0.0148514851485149,0.00495049504950495,0,0.0396039603960396,0.0099009900990099,0.683168316831683,0,0.108910891089109,0.00495049504950495,0,0,0,0,0.0198019801980198,0,0,0,0,0,0,0,0,0,0.00495049504950495,0,0,0
210,NA,0.00490196078431373,0.0147058823529412,0,0.0637254901960784,0.00490196078431373,0.0196078431372549,0,0,0.0294117647058824,0.00490196078431373,0.00980392156862745,0.0245098039215686,0.0343137254901961,0.651960784313726,0,0.0686274509803922,0.00980392156862745,0,0,0.00490196078431373,0,0.0441176470588235,0,0,0,0.00490196078431373,0,0,0,0,0,0.00490196078431373,0,0,0
220,NA,0.0148514851485149,0.0148514851485149,0,0.0544554455445545,0,0,0,0,0.0148514851485149,0.0148514851485149,0,0.0247524752475248,0.0396039603960396,0.722772277227723,0.00495049504950495,0.0643564356435644,0.0099009900990099,0,0,0.00495049504950495,0.00495049504950495,0.0099009900990099,0,0,0,0,0,0,0,0,0,0,0,0,0
230,NA,0.0146341463414634,0.0146341463414634,0,0.0585365853658537,0,0,0,0,0.024390243902439,0,0.0146341463414634,0.073170731707317,0.0439024390243902,0.595121951219512,0,0.117073170731707,0,0,0,0,0,0.0195121951219512,0,0,0.0097560975609756,0,0,0,0,0,0,0.0146341463414634,0,0,0
240,NA,0,0.00476190476190476,0,0.0285714285714286,0.0142857142857143,0.00952380952380952,0,0,0.0285714285714286,0.00476190476190476,0.019047619047619,0.0666666666666667,0.266666666666667,0.361904761904762,0,0.119047619047619,0.00476190476190476,0,0,0,0,0.0285714285714286,0.00476190476190476,0.00476190476190476,0,0.00952380952380952,0,0,0.00476190476190476,0,0,0.019047619047619,0,0,0
250,NA,0,0,0.033175355450237,0.037914691943128,0.004739336492891,0.004739336492891,0,0,0.018957345971564,0,0.018957345971564,0.018957345971564,0.388625592417062,0.274881516587678,0.004739336492891,0.127962085308057,0.009478672985782,0,0,0,0.009478672985782,0.037914691943128,0,0,0.004739336492891,0.004739336492891,0,0,0,0,0,0,0,0,0
260,NA,0.00460829493087558,0.0184331797235023,0.0138248847926267,0.0783410138248848,0,0.0276497695852535,0,0,0.0414746543778802,0.00921658986175115,0.032258064516129,0.00921658986175115,0.299539170506912,0.161290322580645,0.00460829493087558,0.193548387096774,0.00921658986175115,0,0,0,0.0184331797235023,0.0230414746543779,0.00460829493087558,0,0.00460829493087558,0.00460829493087558,0,0.00460829493087558,0,0,0,0.032258064516129,0,0.00460829493087558,0
268,NA,0.00448430493273543,0,0.00448430493273543,0.0717488789237668,0.00896860986547085,0.00448430493273543,0,0,0.0179372197309417,0.00448430493273543,0.0134529147982063,0.0134529147982063,0.376681614349776,0.246636771300448,0.00448430493273543,0.103139013452915,0.0179372197309417,0,0,0,0.00896860986547085,0.0224215246636771,0.00896860986547085,0,0.0134529147982063,0.00896860986547085,0,0,0.00448430493273543,0,0,0.0403587443946188,0,0,0
280,NA,0,0,0.0176211453744493,0.026431718061674,0.00440528634361234,0.0220264317180617,0,0,0.0176211453744493,0,0.00881057268722467,0.00440528634361234,0.709251101321586,0.0440528634361234,0,0.0308370044052863,0.00440528634361234,0,0,0,0.00881057268722467,0.00440528634361234,0.00440528634361234,0,0.0220264317180617,0.026431718061674,0.00440528634361234,0,0,0,0,0.0352422907488987,0,0,0.00440528634361234
290,NA,0,0,0,0.0133928571428571,0.00446428571428571,0.00446428571428571,0,0,0.00892857142857143,0,0,0,0.745535714285714,0.0714285714285714,0,0.0446428571428571,0.00446428571428571,0,0,0,0,0,0.0267857142857143,0,0.0357142857142857,0.00892857142857143,0.00892857142857143,0,0,0,0,0.0223214285714286,0,0,0
300,NA,0,0,0,0.0204081632653061,0,0.00816326530612245,0,0,0.00816326530612245,0.00408163265306122,0,0.0204081632653061,0.669387755102041,0.0408163265306122,0,0.036734693877551,0.00408163265306122,0,0,0,0.00408163265306122,0.00408163265306122,0.00816326530612245,0.0122448979591837,0.0530612244897959,0.0653061224489796,0.00408163265306122,0.00816326530612245,0,0,0,0.0244897959183673,0,0,0.00408163265306122
310,NA,0,0,0,0.0150943396226415,0.00754716981132075,0.0150943396226415,0,0,0.00754716981132075,0.00377358490566038,0,0.0339622641509434,0.6,0.0188679245283019,0,0.0415094339622641,0.00377358490566038,0,0,0,0.00377358490566038,0.00754716981132075,0.030188679245283,0,0.109433962264151,0.0377358490566038,0.00377358490566038,0.00377358490566038,0,0,0,0.0566037735849057,0,0,0
320,NA,0,0,0,0.0173160173160173,0,0.012987012987013,0,0,0.0173160173160173,0,0,0.0346320346320346,0.649350649350649,0.0606060606060606,0,0.0606060606060606,0.00432900432900433,0,0,0,0.00432900432900433,0.00865800865800866,0.00432900432900433,0,0.0303030303030303,0.0735930735930736,0,0,0,0,0,0.0216450216450216,0,0,0
330,NA,0,0,0,0,0,0.00862068965517241,0,0,0.00862068965517241,0,0,0.021551724137931,0.724137931034483,0.0431034482758621,0,0.0560344827586207,0.00862068965517241,0,0,0,0,0,0.00431034482758621,0,0.0603448275862069,0.0301724137931034,0,0,0.00862068965517241,0,0,0.0258620689655172,0,0,0
340,NA,0,0.00921658986175115,0,0.0138248847926267,0.0138248847926267,0.00921658986175115,0.00460829493087558,0,0.0276497695852535,0,0,0.0138248847926267,0.709677419354839,0.0414746543778802,0,0.0691244239631336,0.00921658986175115,0,0,0,0,0.0138248847926267,0.00460829493087558,0,0,0.0276497695852535,0,0,0.00460829493087558,0,0,0.0276497695852535,0,0,0
350,NA,0,0,0.0101694915254237,0.0101694915254237,0,0.0338983050847458,0.00338983050847458,0,0.0271186440677966,0,0,0.0271186440677966,0.427118644067797,0.0813559322033898,0.00677966101694915,0.0576271186440678,0.0813559322033898,0,0,0.00338983050847458,0,0.00338983050847458,0.00677966101694915,0.00677966101694915,0.0779661016949153,0.0677966101694915,0,0.00338983050847458,0,0,0,0.0542372881355932,0,0,0.0101694915254237
360,NA,0,0,0.00626959247648903,0.0313479623824451,0.00313479623824451,0.0595611285266458,0.00313479623824451,0,0.0313479623824451,0,0,0.0282131661442006,0.338557993730408,0.0250783699059561,0,0.0783699059561129,0.0940438871473354,0,0.00313479623824451,0,0,0.0313479623824451,0.0125391849529781,0.0156739811912226,0.103448275862069,0.0532915360501567,0,0.00626959247648903,0.00313479623824451,0,0,0.0721003134796238,0,0,0
370,NA,0,0.00675675675675676,0,0.0168918918918919,0,0.0236486486486486,0,0,0.0371621621621622,0,0,0.0506756756756757,0.375,0.0641891891891892,0.00675675675675676,0.0743243243243243,0.0472972972972973,0,0,0,0.00337837837837838,0.0168918918918919,0.0101351351351351,0.00337837837837838,0.125,0.0540540540540541,0,0.00337837837837838,0,0,0,0.0810810810810811,0,0,0
380,NA,0,0.00651465798045603,0,0.0228013029315961,0,0.0162866449511401,0,0,0.0325732899022801,0,0,0.0488599348534202,0.351791530944625,0.0977198697068404,0,0.0684039087947883,0.0846905537459283,0,0.00325732899022801,0,0,0.00651465798045603,0.00651465798045603,0.00325732899022801,0.149837133550489,0.0325732899022801,0,0,0,0,0,0.0651465798045603,0,0.00325732899022801,0
390,NA,0,0,0.00309597523219814,0.0402476780185759,0,0.0340557275541796,0,0,0.0495356037151703,0.00619195046439629,0,0.0309597523219814,0.325077399380805,0.0619195046439628,0.00309597523219814,0.0557275541795666,0.0835913312693498,0,0,0,0.00309597523219814,0.00928792569659443,0.00928792569659443,0.0123839009287926,0.151702786377709,0.0526315789473684,0.00309597523219814,0.00309597523219814,0,0,0,0.0619195046439628,0,0,0
400,NA,0,0,0,0.034324942791762,0.0022883295194508,0.0480549199084668,0,0.0045766590389016,0.0617848970251716,0,0,0.0480549199084668,0.11441647597254,0.045766590389016,0.0091533180778032,0.0411899313501144,0.100686498855835,0,0.0045766590389016,0,0,0.0480549199084668,0.0183066361556064,0.0183066361556064,0.215102974828375,0.0732265446224256,0,0,0.0022883295194508,0,0,0.105263157894737,0.0022883295194508,0,0.0022883295194508
407,NA,0,0.00255102040816327,0.0204081632653061,0.0663265306122449,0,0.0229591836734694,0.00255102040816327,0,0.0790816326530612,0.00255102040816327,0,0.0408163265306122,0.127551020408163,0.0459183673469388,0,0.0714285714285714,0.112244897959184,0,0.00255102040816327,0,0,0.0510204081632653,0.0076530612244898,0.00255102040816327,0.142857142857143,0.086734693877551,0.00255102040816327,0.00510204081632653,0.00510204081632653,0.00255102040816327,0,0.096938775510204,0,0,0
