"sample.depths","sample.ages","Acer.undiff.","Betula","Carya","Corylus","Cyperaceae","Ericaceae","Fagus","Poaceae.undiff.","Juglans.cinerea","Nyssa","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Quercus","Ranunculaceae.undiff.","Rumex","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Zea.mays","Alnus.incana","Ambrosia","Fabaceae","Myrica.Comptonia.peregrina","Amaranthaceae","Caprifoliaceae","Plantago","Rosaceae","cf..Hypericum","Fraxinus.nigra","Fraxinus.pennsylvanica","Cupressaceae.Taxaceae","Platanus","Apiaceae","Brassicaceae","Acer.rubrum","Ilex","Castanea","Cephalanthus","Ostrya.Carpinus","Rhamnus","Artemisia","Tilia","Caryophyllaceae","Rhus","Abies","Salix","Thalictrum","Lamiaceae","Iva","Asteraceae.subf..Cichorioideae"
105,669,0,0.0637329286798179,0.0364188163884674,0.0182094081942337,0,0.00303490136570561,0.0758725341426404,0.0151745068285281,0,0.00910470409711684,0.00758725341426404,0.00303490136570561,0.00303490136570561,0.0515933232169954,0.51896813353566,0,0,0.0151745068285281,0.0121396054628225,0.00606980273141123,0,0.0121396054628225,0.00606980273141123,0,0.109256449165402,0,0,0,0.00910470409711684,0.00303490136570561,0,0.00303490136570561,0.00606980273141123,0,0,0,0.0121396054628225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,795,0.0028328611898017,0.0538243626062323,0.0339943342776204,0.0226628895184136,0.0028328611898017,0.0028328611898017,0.0453257790368272,0.0141643059490085,0,0.0113314447592068,0.00141643059490085,0,0.0113314447592068,0.0637393767705382,0.509915014164306,0,0,0.0084985835694051,0.0084985835694051,0.0084985835694051,0,0.0198300283286119,0.0056657223796034,0,0.101983002832861,0,0,0,0.0113314447592068,0,0.0084985835694051,0.0028328611898017,0,0,0,0,0.0198300283286119,0.0028328611898017,0.0169971671388102,0,0,0,0.0028328611898017,0,0,0.0056657223796034,0,0,0,0,0,0
125,944,0.007168458781362,0.111111111111111,0.064516129032258,0.007168458781362,0.003584229390681,0.007168458781362,0.050179211469534,0.010752688172043,0.003584229390681,0.017921146953405,0,0.007168458781362,0.017921146953405,0.039426523297491,0.448028673835125,0,0,0.017921146953405,0.014336917562724,0.007168458781362,0,0.021505376344086,0.007168458781362,0,0.057347670250896,0,0,0,0.032258064516129,0,0,0.007168458781362,0.003584229390681,0,0,0,0.010752688172043,0.007168458781362,0.003584229390681,0,0.003584229390681,0,0.003584229390681,0,0,0.003584229390681,0,0,0,0.003584229390681,0,0
135,1120,0,0.0683311432325887,0.0473061760840999,0.00525624178712221,0.00525624178712221,0.0026281208935611,0.0236530880420499,0.0105124835742444,0.0026281208935611,0.0131406044678055,0.00394218134034166,0.00525624178712221,0.00525624178712221,0.0473061760840999,0.554533508541393,0,0,0.0236530880420499,0.0026281208935611,0.00525624178712221,0,0.00788436268068331,0,0,0.102496714848883,0,0,0,0.026281208935611,0.00525624178712221,0,0.00525624178712221,0,0,0,0,0.0131406044678055,0,0,0,0.00788436268068331,0,0,0,0,0.00525624178712221,0,0,0,0,0,0
145,1326,0.0130293159609121,0.0684039087947883,0.0684039087947883,0.00977198697068404,0.0130293159609121,0,0.0228013029315961,0.00977198697068404,0,0.0130293159609121,0,0.00977198697068404,0.00325732899022801,0.0456026058631922,0.50814332247557,0,0,0.00977198697068404,0.0130293159609121,0.00651465798045603,0,0.0130293159609121,0,0,0.110749185667752,0.00651465798045603,0,0,0.0228013029315961,0,0,0.00651465798045603,0.00651465798045603,0,0,0,0,0.00325732899022801,0,0,0.00325732899022801,0,0,0.00325732899022801,0,0.00325732899022801,0,0.00651465798045603,0,0,0,0
155,1567,0.00906344410876133,0.0694864048338369,0.0634441087613293,0.0181268882175227,0,0,0.0362537764350453,0.00604229607250755,0,0.0211480362537764,0.00151057401812689,0,0.00302114803625378,0.0317220543806647,0.516616314199396,0,0,0.00302114803625378,0.00906344410876133,0.0181268882175227,0,0.00604229607250755,0.00604229607250755,0,0.132930513595166,0,0,0,0.0181268882175227,0,0.00604229607250755,0.00906344410876133,0.00604229607250755,0,0,0,0,0.00302114803625378,0,0,0.00302114803625378,0,0,0,0.00302114803625378,0,0,0,0,0,0,0
165,1845,0.00570613409415121,0.079885877318117,0.0485021398002853,0.0114122681883024,0,0,0.0399429386590585,0.0171184022824536,0,0.014265335235378,0.00427960057061341,0.00285306704707561,0,0.0570613409415121,0.479315263908702,0,0,0.0171184022824536,0.0114122681883024,0.00855920114122682,0,0.014265335235378,0.00855920114122682,0,0.136947218259629,0,0,0,0.014265335235378,0,0.00570613409415121,0.00570613409415121,0,0,0,0,0.00855920114122682,0.00285306704707561,0,0,0,0,0,0,0.00570613409415121,0,0,0,0,0,0,0
175,2164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185,2528,0.00286123032904149,0.0829756795422032,0.0572246065808298,0.00858369098712446,0,0.00286123032904149,0.0743919885550787,0,0.00286123032904149,0.0171673819742489,0,0,0.00572246065808298,0.0443490701001431,0.509298998569385,0,0,0.0143061516452074,0.00858369098712446,0.0171673819742489,0,0.0429184549356223,0,0,0.0801144492131617,0,0,0,0.00858369098712446,0,0.00286123032904149,0,0,0.00286123032904149,0,0,0,0.00572246065808298,0,0,0.00286123032904149,0,0.00286123032904149,0.00286123032904149,0,0,0,0,0,0,0,0
195,2940,0.00515463917525773,0.0927835051546392,0.0360824742268041,0.0154639175257732,0,0.00257731958762887,0.0798969072164948,0,0.00257731958762887,0.0180412371134021,0,0.00257731958762887,0.00257731958762887,0.0463917525773196,0.489690721649485,0,0,0.00515463917525773,0.00257731958762887,0.0103092783505155,0,0.0515463917525773,0.00515463917525773,0,0.0902061855670103,0,0,0,0.00257731958762887,0,0.00515463917525773,0.00257731958762887,0.00257731958762887,0,0,0,0.0180412371134021,0,0.00515463917525773,0,0,0,0,0.00257731958762887,0,0,0,0,0,0.00257731958762887,0,0
205,3404,0,0.1,0.034375,0.009375,0,0,0.14375,0.003125,0.003125,0.003125,0,0.003125,0.0125,0.040625,0.475,0,0,0.003125,0.0125,0.00625,0,0.0875,0.00625,0,0.00625,0.003125,0,0,0.0125,0,0,0.00625,0,0,0,0,0.01875,0,0,0.009375,0,0,0,0,0,0,0,0,0,0,0,0
215,3919,0.00867052023121387,0.0606936416184971,0.0606936416184971,0.0173410404624277,0,0,0.0346820809248555,0.00578034682080925,0.00289017341040462,0.0144508670520231,0.00144508670520231,0,0,0.0621387283236994,0.46242774566474,0,0,0,0.00578034682080925,0.00289017341040462,0,0.208092485549133,0.00289017341040462,0,0.0289017341040462,0,0,0,0.0144508670520231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00289017341040462,0.00289017341040462,0,0,0,0,0,0,0
225,4479,0.0127591706539075,0.0574162679425837,0.0478468899521531,0.00637958532695375,0,0.00637958532695375,0.0414673046251994,0.00318979266347687,0.00956937799043062,0.0127591706539075,0,0.00318979266347687,0.00318979266347687,0.0558213716108453,0.503987240829346,0.00637958532695375,0,0,0,0.00956937799043062,0,0.133971291866029,0,0,0.0382775119617225,0,0,0,0.00956937799043062,0,0.0159489633173844,0.00637958532695375,0.00318979266347687,0,0.00318979266347687,0,0.00318979266347687,0,0.00318979266347687,0,0,0,0.00318979266347687,0,0,0,0,0,0,0,0,0
235,5079,0.00575539568345324,0.0892086330935252,0.0115107913669065,0.00575539568345324,0,0.0115107913669065,0.0258992805755396,0.00575539568345324,0,0.0115107913669065,0.00143884892086331,0.00287769784172662,0,0.023021582733813,0.512230215827338,0,0,0.00575539568345324,0.00287769784172662,0.00287769784172662,0,0.215827338129496,0.00287769784172662,0,0.0287769784172662,0.00287769784172662,0,0,0.00575539568345324,0,0.0115107913669065,0.00287769784172662,0.00287769784172662,0,0,0,0.00575539568345324,0.00287769784172662,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,5715,0,0.0473684210526316,0.00263157894736842,0.0105263157894737,0,0,0.0552631578947368,0.00526315789473684,0,0.0105263157894737,0,0,0,0.0421052631578947,0.610526315789474,0,0,0.0184210526315789,0.00263157894736842,0.0105263157894737,0,0.115789473684211,0.00526315789473684,0,0.0184210526315789,0,0,0,0.00263157894736842,0,0.0105263157894737,0,0.00263157894736842,0,0.00263157894736842,0,0.0157894736842105,0,0,0.00263157894736842,0.00263157894736842,0,0.00263157894736842,0,0,0,0,0.00263157894736842,0,0,0,0
255,6380,0.0202020202020202,0.0288600288600289,0.00865800865800866,0.00288600288600289,0.00288600288600289,0,0.0317460317460317,0.0144300144300144,0,0.0144300144300144,0.00577200577200577,0,0.00577200577200577,0.0360750360750361,0.634920634920635,0,0,0.0230880230880231,0,0.0288600288600289,0,0.0808080808080808,0.00577200577200577,0,0.0173160173160173,0,0,0,0.00288600288600289,0,0.00577200577200577,0.00288600288600289,0.00577200577200577,0.00865800865800866,0,0,0,0.00288600288600289,0,0,0,0,0,0,0.00288600288600289,0,0,0,0.00288600288600289,0,0.00288600288600289,0
265,7069,0.00921658986175115,0.0491551459293395,0.00921658986175115,0.00307219662058372,0.00614439324116743,0,0.0368663594470046,0.00614439324116743,0.00307219662058372,0.00614439324116743,0.00153609831029186,0.00307219662058372,0,0.0522273425499232,0.494623655913978,0,0.00307219662058372,0.0184331797235023,0.0153609831029186,0.0122887864823349,0,0.199692780337942,0.00614439324116743,0,0.0368663594470046,0,0,0,0.00307219662058372,0,0.00307219662058372,0.00614439324116743,0.00307219662058372,0,0,0,0,0,0.00307219662058372,0,0.00307219662058372,0,0,0.00307219662058372,0.00307219662058372,0,0,0,0,0,0,0
275,7775,0.00515463917525773,0.0618556701030928,0,0.0283505154639175,0.0154639175257732,0.00257731958762887,0.0154639175257732,0.0077319587628866,0,0.00515463917525773,0.00515463917525773,0.00257731958762887,0.00257731958762887,0.0412371134020619,0.510309278350515,0,0,0.0077319587628866,0.0309278350515464,0.0103092783505155,0,0.172680412371134,0.00257731958762887,0,0.0541237113402062,0.00257731958762887,0,0,0,0,0.00257731958762887,0.00257731958762887,0,0.00257731958762887,0,0,0.00515463917525773,0,0,0,0,0,0.00257731958762887,0,0,0,0,0,0,0,0,0
285,8460,0.00294550810014728,0.0471281296023564,0.00294550810014728,0.0265095729013255,0.00589101620029455,0,0.00883652430044183,0.00294550810014728,0,0.00589101620029455,0.00294550810014728,0,0,0.069219440353461,0.51840942562592,0,0,0.0117820324005891,0.00294550810014728,0.00883652430044183,0,0.22680412371134,0.00589101620029455,0,0.0382916053019146,0,0,0,0,0,0.00589101620029455,0.00294550810014728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00294550810014728,0,0,0,0
295,9068,0.00269179004037685,0.0592193808882907,0,0.0161507402422611,0.00269179004037685,0.00269179004037685,0,0.0107671601615074,0,0,0.0174966352624495,0.00807537012113055,0.0242261103633917,0.137281292059219,0.398384925975774,0,0,0.0215343203230148,0.0107671601615074,0.0053835800807537,0,0.207267833109018,0.0242261103633917,0,0.0376850605652759,0,0,0,0,0,0.0053835800807537,0,0,0,0,0,0,0,0,0,0.00269179004037685,0,0.00269179004037685,0.00269179004037685,0,0,0,0,0,0,0,0
305,9548,0,0.0591397849462366,0.00537634408602151,0.0483870967741935,0.00806451612903226,0,0,0.00806451612903226,0,0.00268817204301075,0.0309139784946237,0.00268817204301075,0.0376344086021505,0.178763440860215,0.317204301075269,0,0,0.0161290322580645,0.0134408602150538,0.010752688172043,0,0.14247311827957,0.043010752688172,0,0.0456989247311828,0,0.00268817204301075,0,0,0,0.00268817204301075,0,0.00537634408602151,0,0,0,0.00537634408602151,0,0,0,0.00806451612903226,0,0.00268817204301075,0,0,0,0.00268817204301075,0,0,0,0,0
315,9895,0,0.0664010624169987,0,0.0345285524568393,0.00531208499335989,0,0,0.0212483399734396,0.00265604249667995,0.00265604249667995,0,0.00531208499335989,0.0185922974767596,0.188579017264276,0.411686586985392,0,0,0.00531208499335989,0.0159362549800797,0.00796812749003984,0,0.0743691899070385,0.0239043824701195,0,0.0929614873837981,0,0,0,0.00265604249667995,0,0.00531208499335989,0.00531208499335989,0.00265604249667995,0,0,0,0,0,0,0,0.00531208499335989,0,0,0,0,0,0.00132802124833997,0,0,0,0,0
325,10154,0.00298507462686567,0.0686567164179104,0,0.0238805970149254,0.00895522388059702,0.00298507462686567,0,0.017910447761194,0.00298507462686567,0,0.00597014925373134,0.00597014925373134,0.00597014925373134,0.149253731343284,0.516417910447761,0.00298507462686567,0,0.0208955223880597,0.017910447761194,0.00895522388059702,0,0.0328358208955224,0.0149253731343284,0,0.0716417910447761,0.00298507462686567,0,0,0.00298507462686567,0,0,0.00597014925373134,0,0,0.00298507462686567,0,0,0,0,0,0,0,0,0.00298507462686567,0,0,0,0,0,0,0,0
335,10373,0.00315457413249211,0.0851735015772871,0.00630914826498423,0.028391167192429,0.0126182965299685,0,0,0.00946372239747634,0,0,0.0110410094637224,0.00630914826498423,0.0378548895899054,0.181388012618297,0.400630914826498,0,0,0.00946372239747634,0.0126182965299685,0.0157728706624606,0,0.0315457413249211,0.0157728706624606,0,0.113564668769716,0,0,0,0,0,0.00315457413249211,0,0,0,0,0,0,0,0,0,0.00630914826498423,0,0.00315457413249211,0,0,0,0.00315457413249211,0.00315457413249211,0,0,0,0
345,10598,0,0.0561941251596424,0,0.0510855683269476,0.00255427841634738,0,0,0.0153256704980843,0,0.00255427841634738,0.00383141762452107,0.0102171136653895,0.033205619412516,0.229885057471264,0.401021711366539,0,0,0.033205619412516,0.0127713920817369,0.00510855683269476,0,0.0204342273307791,0.0102171136653895,0,0.0766283524904215,0,0,0,0.00510855683269476,0,0.00510855683269476,0.00255427841634738,0.00510855683269476,0,0,0,0.00510855683269476,0,0.00255427841634738,0,0.00766283524904215,0,0,0,0,0,0,0.00255427841634738,0,0,0,0
355,10877,0.00217864923747277,0.065359477124183,0,0.0326797385620915,0.0130718954248366,0.00435729847494553,0.00217864923747277,0.0130718954248366,0,0.00217864923747277,0.0065359477124183,0.00435729847494553,0.0196078431372549,0.222222222222222,0.389978213507625,0,0,0.0130718954248366,0.00871459694989107,0.00435729847494553,0,0.0108932461873638,0.0130718954248366,0,0.145969498910675,0.00435729847494553,0,0,0.00217864923747277,0,0.00217864923747277,0.0065359477124183,0,0,0,0,0.00217864923747277,0,0.00217864923747277,0,0,0,0.00217864923747277,0,0,0,0,0.00435729847494553,0,0,0,0
365,11257,0.00812182741116751,0.154314720812183,0,0.0142131979695431,0.00203045685279188,0.00406091370558376,0,0.00406091370558376,0.00203045685279188,0,0.0050761421319797,0.0121827411167513,0.083248730964467,0.249746192893401,0.359390862944162,0,0,0.00203045685279188,0.00406091370558376,0.0101522842639594,0,0.0101522842639594,0.00203045685279188,0,0.0548223350253807,0,0,0,0,0,0.00203045685279188,0.00406091370558376,0,0,0,0,0,0.00203045685279188,0.00203045685279188,0,0.00406091370558376,0,0,0,0,0,0,0.00406091370558376,0,0,0,0
375,11783,0.0028169014084507,0.0845070422535211,0,0.0338028169014084,0.00563380281690141,0.0140845070422535,0.0028169014084507,0.0028169014084507,0,0,0.17887323943662,0.00563380281690141,0.0197183098591549,0.291549295774648,0.129577464788732,0,0,0.0140845070422535,0.0028169014084507,0.0028169014084507,0,0.0901408450704225,0,0,0.0563380281690141,0,0.0028169014084507,0,0.0028169014084507,0,0.00845070422535211,0,0,0,0,0,0.0028169014084507,0,0,0,0.0225352112676056,0,0,0,0,0,0.0225352112676056,0,0,0,0,0
385,12447,0.00267379679144385,0.245989304812834,0,0.0106951871657754,0.00802139037433155,0,0,0.0133689839572193,0,0,0.164438502673797,0.0294117647058824,0.018716577540107,0.263368983957219,0.0427807486631016,0,0,0.00802139037433155,0,0.00267379679144385,0,0.141711229946524,0,0,0.0294117647058824,0,0,0,0.0053475935828877,0,0,0,0,0,0,0,0,0,0,0,0.00267379679144385,0,0.00267379679144385,0,0,0,0.00802139037433155,0,0,0,0,0
395,13208,0,0.137931034482759,0,0.0344827586206897,0.0114942528735632,0.00862068965517241,0.00574712643678161,0.014367816091954,0,0,0.271551724137931,0.0344827586206897,0,0.275862068965517,0.0948275862068965,0,0,0,0.00574712643678161,0.00574712643678161,0,0.014367816091954,0.0028735632183908,0,0.0114942528735632,0,0,0,0,0,0.0172413793103448,0,0,0,0,0,0.00574712643678161,0.00574712643678161,0,0,0.0316091954022989,0,0,0,0,0,0.0100574712643678,0,0,0,0,0
405,14024,0,0.0718562874251497,0,0.0329341317365269,0.029940119760479,0.00598802395209581,0.0029940119760479,0.0419161676646707,0.0029940119760479,0,0.261976047904192,0.0688622754491018,0,0.244011976047904,0.0898203592814371,0,0,0,0.0179640718562874,0,0,0.0179640718562874,0,0,0.0209580838323353,0,0.0119760479041916,0,0,0,0.00598802395209581,0.00598802395209581,0.0029940119760479,0,0,0,0,0,0,0,0.0359281437125748,0,0.0029940119760479,0,0,0,0.00898203592814371,0.0119760479041916,0,0,0,0.0029940119760479
411,NA,0,0.0635400907715582,0.00302571860816944,0.0151285930408472,0.0211800302571861,0,0,0.0544629349470499,0,0,0.314674735249622,0.0574886535552194,0.00302571860816944,0.285930408472012,0.0574886535552194,0,0,0,0.0302571860816944,0,0,0.00605143721633888,0.00302571860816944,0,0.0302571860816944,0,0,0,0.00605143721633888,0,0,0,0.0181543116490166,0,0,0.0121028744326778,0,0,0,0,0.0121028744326778,0,0.00302571860816944,0,0,0,0.00302571860816944,0,0,0,0,0
417,NA,0,0.00476190476190476,0.00476190476190476,0,0.876190476190476,0,0,0.0142857142857143,0,0,0,0,0,0.0619047619047619,0,0,0,0,0,0,0,0.00476190476190476,0.00476190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285714285714286,0,0,0,0
