"sample.depths","sample.ages","upland.sum","Abies","Acer.negundo","Acer.rubrum","Acer.saccharinum.type","Acer.saccharum","Alnus.incana","Alnus.viridis.type","Betula","Carya","Celtis","Cephalanthus","Cornus.sericea.type","Corylus","Cupressaceae","Ephedra.trifurca.type","Ephedra.viridis.type","Ericaceae","Fagus.grandifolia","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Fraxinus.undiff.","Ilex","Juglans.cinerea","Juglans.nigra","Juglans.undiff.","Larix","Liquidambar.styraciflua","Morus","Ostrya.type","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Populus.balsamifera.type","Populus.tremuloides.type","Populus.undiff.","Quercus","Rhus","Rubus","Salix","Sarcobatus.vermiculatus","Shepherdia.argentea","Shepherdia.canadensis","Tilia","Ulmus","Vitis","Allium","Ambrosia.type","Amorpha.type","Anemone.canadensis.type","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Brassicaceae","Campanula","Caryophyllaceae","Amaranthaceae","Dalea.purpurea","Euphorbia","Fagopyrum","Galium","Humulus.lupulus","Impatiens","Iva.annua.type","Iva.xanthifolia.type","Lamiaceae.undiff.","Liliaceae","Lycopus.type","Phlox","Pilea.type","Poaceae","Polemonium","Polygonum.amphibium","Polygonum.aviculare.type","Polygonum.lapathifolium.type","Polygonum.undiff.","Ranunculaceae.undiff.","Rosaceae.undiff.","Rumex","Sanguisorba","Thalictrum","Urtica","Xanthium","Cyperaceae","Engelhardtia"
795,7037,333,0,0,0,0,0,0,0,1,15,3,0,0,0,0,0,0,0,2,4,2,0,0,3,4,2,0,1,1,4,0,0,0,12,9,1,0,1,140,0,0,2,0,0,0,0,27,0,0,47,0,0,1,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,2,0,0,0,0,0,0,0,20,0
810,7127,369,0,0,0,0,0,0,0,1,22,0,0,1,2,0,0,0,0,2,2,0,0,0,2,4,4,0,1,1,5,0,0,2,5,9,0,1,0,165,0,0,4,1,0,0,10,43,0,0,45,1,0,0,0,2,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,0,1,0,0,0,0,0,0,0,0,0,10,0
825,7218,342,0,0,0,0,1,0,0,1,20,0,0,0,3,0,0,0,0,0,1,1,0,0,5,3,0,0,0,0,5,1,0,0,5,4,1,0,0,142,0,0,7,0,0,0,0,44,1,0,64,1,0,0,6,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,10,0
840,7308,348,0,0,0,0,0,0,0,0,14,0,0,1,3,1,0,0,0,2,1,3,0,0,3,7,0,0,0,0,6,0,0,0,4,6,0,0,0,170,0,0,3,0,0,0,1,29,0,0,48,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,16,0,3,0,0,0,0,0,0,0,1,0,0,12,0
855,7399,323,0,0,0,0,0,1,0,0,2,0,0,1,2,0,0,0,0,0,3,2,0,0,0,3,0,0,0,1,3,0,0,0,3,5,0,0,0,209,0,0,1,0,0,0,0,33,0,0,26,0,0,1,1,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,1,0,0,0,0,7,0
870,7489,352,0,0,0,0,0,0,0,4,16,0,0,1,2,0,0,0,0,3,4,3,0,0,3,6,0,0,1,1,6,0,0,0,1,5,0,0,0,177,0,0,3,0,0,0,1,51,0,0,33,0,0,0,2,1,0,0,0,1,5,1,0,0,0,1,0,1,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,5,0
885,7580,358,0,0,0,0,0,0,0,1,16,0,0,4,1,2,0,0,0,1,2,1,0,0,2,5,0,0,0,0,6,1,0,0,4,7,0,0,0,194,0,0,2,1,0,0,2,37,1,0,33,1,0,0,1,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,6,1,0,1,0,0,0,0,5,0
905,7719,333,0,0,0,0,0,0,0,0,28,0,0,3,6,2,0,0,0,1,3,0,0,0,0,5,0,0,1,0,6,0,0,0,2,7,0,0,0,152,0,0,4,0,0,0,3,25,1,0,43,0,0,0,1,2,0,0,0,0,11,0,0,0,0,0,0,2,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,2,0,0,13,0
912,7767,379,0,0,0,0,0,1,0,0,26,0,0,0,4,0,0,0,0,5,3,4,0,0,4,4,0,0,0,0,6,0,0,0,5,2,0,0,0,213,0,0,1,0,0,0,1,36,0,0,29,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,7,0
920,7823,324,0,0,0,0,1,1,0,1,6,0,0,0,4,0,0,0,0,0,1,0,0,0,9,5,0,0,1,0,7,0,0,0,3,3,5,0,0,153,0,0,4,0,0,0,6,19,0,0,51,0,0,2,3,3,0,0,0,0,11,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,0,1,0,3,0,0,1,0,11,0
927,7871,348,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,1,3,2,0,0,1,3,0,0,0,0,2,0,0,0,1,6,0,0,0,167,0,0,4,0,0,0,2,41,0,0,51,2,0,0,2,0,0,0,0,0,11,0,0,0,0,1,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,15,0
935,7927,353,0,0,0,0,0,0,1,0,26,3,0,1,4,0,0,0,0,0,2,1,0,0,2,6,1,0,0,0,4,0,0,0,3,3,0,1,0,166,0,0,1,0,0,0,3,22,0,0,53,0,0,1,1,3,0,0,0,0,10,0,0,0,0,1,0,1,0,0,1,0,0,0,15,0,0,1,0,3,0,0,0,0,0,0,0,13,0
942,7975,345,0,0,0,0,0,0,0,1,21,3,0,0,2,0,0,0,0,2,2,1,0,0,0,1,2,0,0,0,2,0,0,0,8,3,0,0,0,164,0,0,1,0,0,0,5,28,0,0,55,1,0,0,3,1,0,0,0,0,18,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,8,0
950,8031,362,0,0,0,0,0,0,0,0,20,1,0,1,7,1,0,0,0,0,2,2,0,0,3,0,2,1,1,0,4,0,0,0,2,3,0,0,0,162,0,0,1,0,0,0,1,35,0,0,50,3,0,0,2,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,2,0,1,0,0,0,0,0,0,0,26,0
957,8079,374,0,0,0,0,0,1,0,2,30,0,0,1,2,0,0,0,0,2,0,1,0,0,0,3,1,0,0,0,11,0,0,0,5,0,0,0,1,171,0,0,1,0,0,0,0,59,0,0,35,4,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1,0,0,0,0,1,0,0,10,0
965,8135,368,0,0,0,0,0,1,0,3,21,0,0,1,2,5,0,0,0,1,5,5,0,0,4,7,0,0,0,1,5,0,0,0,4,3,0,0,0,164,0,0,4,0,0,0,1,32,0,0,33,3,0,0,4,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1,1,0,1,0,1,0,0,26,0
972,8183,327,0,0,0,0,0,3,0,1,13,0,0,2,4,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,8,0,0,0,9,3,0,0,0,134,0,0,1,0,0,0,2,40,0,0,45,4,0,0,1,2,0,0,0,0,9,1,0,0,0,0,0,1,0,0,0,0,0,0,21,0,1,0,0,0,0,0,0,0,0,0,0,18,0
980,8239,343,0,0,0,0,0,0,0,1,21,0,0,4,7,2,0,0,0,0,2,1,0,0,2,1,0,1,0,0,7,0,0,0,6,3,0,0,1,140,0,0,5,0,0,0,0,33,1,0,24,0,0,0,3,3,0,0,0,0,16,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,1,0,2,0,0,0,0,1,0,0,39,0
987,8287,332,0,0,0,0,0,0,0,1,31,0,0,0,2,0,0,0,0,0,1,2,0,0,2,1,0,0,3,0,5,0,0,0,14,1,0,0,0,161,0,0,1,0,0,0,1,41,0,0,21,0,0,0,2,2,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,13,0,0,1,0,0,0,0,0,0,0,0,0,19,0
995,8343,335,0,0,0,0,0,1,0,1,15,0,0,3,1,3,0,0,0,1,7,5,0,1,1,0,0,0,0,0,8,0,0,0,3,4,0,0,0,131,0,0,1,0,0,0,0,22,0,0,57,5,0,2,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,1,0,3,0,0,36,0
1005,8412,347,0,0,0,0,0,0,0,0,25,1,0,1,1,0,0,0,0,2,0,2,0,0,1,1,0,0,1,0,2,0,0,0,5,2,0,0,0,199,0,0,0,0,0,0,1,33,0,0,23,1,0,0,1,2,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,3,0,0,0,1,0,0,0,17,0
1010,8447,345,0,0,0,0,1,0,0,1,17,0,1,1,2,0,0,1,0,0,7,0,0,0,3,3,0,1,0,2,4,0,0,0,10,0,7,1,4,130,0,0,2,0,0,0,0,38,0,0,39,3,0,0,3,6,0,0,0,1,8,0,0,0,0,0,0,1,0,0,0,0,1,0,21,0,0,0,1,0,3,0,0,0,1,1,0,20,0
1015,8481,340,0,0,0,0,0,0,0,0,22,0,0,0,4,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,2,0,0,0,10,2,0,0,0,137,0,0,0,0,0,0,0,51,0,0,59,0,0,0,2,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,0,0,0,0,2,0,0,18,0
1020,8516,364,0,0,0,0,0,0,0,2,28,0,0,2,6,0,0,0,0,0,2,2,0,0,1,3,0,0,0,0,4,0,0,0,6,2,0,0,0,161,0,0,1,0,0,0,0,42,0,0,56,0,0,0,6,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,1,0,0,0,0,1,0,0,14,0
1025,8550,330,0,0,0,0,0,1,0,1,20,0,0,1,3,0,0,0,0,0,3,3,0,2,2,4,0,0,1,1,5,0,0,0,6,3,0,1,0,160,0,0,1,0,0,0,2,24,2,0,36,0,0,0,1,4,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,20,0
1030,8585,350,0,0,0,0,0,3,0,1,17,2,0,1,3,1,0,0,0,1,2,2,0,0,1,2,0,0,0,0,2,0,0,0,6,2,0,0,0,181,0,0,0,0,0,0,1,29,0,0,36,2,0,0,5,3,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0,0,0,1,0,0,0,0,0,0,0,22,0
1035,8620,355,0,0,0,0,0,0,1,1,38,0,0,0,0,0,0,0,0,0,4,1,0,0,0,4,0,0,0,0,1,0,0,0,9,1,0,0,0,170,0,0,2,0,0,0,0,38,0,0,38,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,1,0,2,0,0,15,0
1040,8654,335,0,0,0,0,0,1,0,1,14,1,0,2,3,0,0,0,0,0,8,0,0,0,1,2,0,0,0,1,5,0,0,0,3,4,0,0,0,175,0,0,0,0,0,0,0,26,2,0,45,0,0,1,0,3,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,17,0
1047,8703,340,0,0,0,0,0,1,0,0,21,1,0,2,2,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,5,0,0,0,10,1,0,0,0,170,0,0,2,0,0,0,0,36,0,0,36,1,0,0,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,1,0,0,0,0,0,0,0,17,0
1055,8758,335,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,6,1,0,0,1,2,0,0,0,1,1,0,0,0,4,1,0,0,0,164,0,0,1,0,0,0,2,20,0,0,58,3,0,2,5,5,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,26,0
1060,8855,388,0,0,0,0,0,0,0,1,32,0,0,0,3,0,0,0,0,1,1,2,0,0,6,4,0,0,0,0,2,0,0,0,6,3,0,0,0,227,0,0,0,0,0,0,0,40,0,0,28,0,0,0,1,4,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,8,0
1065,8952,484,0,0,0,0,0,1,0,1,38,0,0,0,5,0,0,0,0,0,0,2,0,0,2,3,0,0,0,0,5,0,0,0,2,2,0,0,0,311,0,0,1,1,0,0,1,70,0,0,16,2,0,0,2,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,1,0,0,4,0
1070,9049,372,0,0,0,0,0,1,0,0,18,1,0,1,11,0,0,0,0,1,10,1,0,0,4,2,0,0,0,0,9,0,0,0,3,6,1,0,0,207,0,0,4,0,0,0,0,46,2,0,22,2,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,10,0
1075,9146,431,0,0,0,0,0,0,0,0,45,0,0,0,12,0,0,0,0,0,5,3,0,0,4,1,0,0,0,0,3,0,0,0,8,7,0,0,0,235,0,0,0,0,0,0,0,52,0,0,26,3,0,0,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,9,0
1080,9243,463,0,0,0,0,0,1,0,1,40,0,0,2,9,0,0,0,0,0,5,1,0,0,3,2,0,0,0,0,3,0,0,0,6,1,0,0,0,274,0,0,2,0,0,0,1,47,0,0,32,0,0,0,4,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,4,0,0,14,0
1085,9340,394,0,0,0,1,0,0,0,0,17,0,0,1,4,0,0,0,0,0,11,1,0,0,3,3,0,0,0,0,7,0,0,0,3,1,1,0,0,262,0,0,4,0,0,0,1,42,1,0,17,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0
1100,9661,409,0,0,0,0,2,0,0,2,19,1,0,1,8,0,0,1,0,0,11,5,1,0,1,1,0,0,0,0,22,1,0,0,4,0,1,0,0,221,0,0,0,0,0,0,0,83,0,0,11,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,5,0
1115,9981,421,0,0,0,5,0,0,0,1,35,0,0,1,4,0,0,0,0,1,13,4,0,0,4,1,0,0,0,0,25,0,0,0,2,3,3,1,0,198,0,0,0,0,0,0,3,85,3,0,7,1,0,1,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,5,0
1130,10302,465,0,0,0,1,0,0,0,1,31,0,0,0,1,0,0,0,0,0,15,0,0,0,2,1,0,0,0,1,39,1,0,0,4,4,0,0,0,205,0,0,4,0,0,0,2,128,2,0,5,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,2,0,0,0,0,6,0
1145,10622,353,0,0,0,1,0,3,0,2,17,0,0,1,9,1,0,0,0,0,14,0,0,0,9,1,0,0,0,0,32,0,0,0,5,0,1,0,0,133,0,0,4,0,0,0,1,92,0,0,10,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,10,0
1155,10762,407,0,0,0,4,6,0,0,4,16,2,0,0,3,0,0,0,0,0,28,1,0,0,8,0,0,0,0,0,53,2,0,0,0,0,2,0,0,153,1,0,2,0,0,0,1,110,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0
1160,10819,462,0,0,0,2,0,1,0,2,15,3,0,0,9,1,0,0,0,0,38,0,0,0,5,0,0,0,0,0,60,0,0,0,3,0,1,0,0,151,0,0,3,0,0,0,1,141,4,0,5,0,0,1,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0
1165,10876,442,0,0,0,4,20,1,0,3,21,3,0,0,4,0,0,0,0,0,27,0,0,0,10,1,0,0,0,0,54,2,2,0,10,2,0,0,0,93,0,0,3,0,0,0,2,161,0,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0
1170,10934,380,0,0,0,1,6,3,0,2,9,0,0,0,3,0,0,0,0,0,32,2,0,0,7,0,0,0,0,0,30,3,2,0,8,3,1,0,0,75,0,0,1,0,0,0,5,172,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,5,0
1175,10991,401,0,0,0,1,0,1,0,4,3,0,0,0,1,1,0,0,0,1,51,1,0,0,2,1,0,0,0,0,36,0,0,0,0,0,0,0,0,108,0,0,5,0,0,0,4,171,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0
1180,11049,379,0,0,0,1,6,1,0,3,0,1,0,0,1,0,0,0,0,0,42,3,0,0,1,0,0,2,0,0,37,0,0,0,9,2,2,0,0,166,0,0,3,0,0,0,5,87,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0
1185,11118,347,2,0,0,9,7,6,0,7,6,1,0,0,6,1,0,0,0,0,25,0,0,0,0,0,0,16,0,0,14,0,0,0,1,2,0,0,0,158,0,0,0,0,0,0,3,76,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0
1190,11186,424,0,0,0,1,0,9,1,19,2,0,0,1,7,0,0,0,0,0,57,1,0,0,0,0,0,0,0,0,19,0,0,0,6,0,1,0,0,190,0,0,3,0,0,0,0,96,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
1195,11248,405,4,0,0,2,4,34,0,9,0,0,0,0,10,1,0,0,0,0,26,5,0,0,1,0,0,11,0,0,17,7,0,1,8,2,1,8,0,157,0,0,2,0,0,0,0,51,0,0,3,0,0,0,4,2,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,14,0
1200,11314,339,8,0,0,4,2,19,0,23,0,0,0,0,9,2,0,0,0,0,42,0,0,0,1,0,0,12,0,0,17,13,2,0,14,0,3,0,0,97,0,0,3,0,0,0,0,41,0,0,3,0,0,0,7,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0
1205,11399,370,1,0,0,0,0,45,5,16,2,0,0,0,11,0,0,0,0,0,47,4,0,0,0,0,0,0,0,0,19,10,0,0,8,0,14,2,3,98,0,0,7,0,0,0,1,45,0,0,2,0,0,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,1,0,0,12,0
1210,11485,347,8,0,0,2,5,34,0,12,3,0,0,0,8,0,0,0,0,0,33,3,0,0,2,0,0,14,0,0,5,25,0,0,4,2,1,4,0,73,0,0,9,0,0,0,0,52,1,0,6,1,0,1,2,4,0,3,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,1,1,0,2,0,0,10,0
1220,11655,373,0,0,0,0,0,30,3,16,0,0,0,2,11,1,0,0,0,0,29,2,0,0,3,1,0,0,0,0,13,10,0,0,23,0,3,0,1,107,0,0,16,0,0,0,0,58,0,0,4,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,1,0,0,27,0
1225,11741,331,13,0,0,3,3,25,0,5,0,0,0,0,9,0,0,0,0,0,33,0,0,0,1,0,0,13,0,0,12,19,2,0,8,0,2,1,0,99,0,0,3,0,0,0,0,45,0,0,3,0,0,0,7,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,2,0,0,11,0
1230,11826,342,6,0,0,4,1,24,0,4,0,2,0,0,11,1,0,0,0,0,34,0,0,0,0,0,0,25,0,0,9,38,0,0,2,2,12,7,0,75,0,0,8,0,0,0,0,34,0,0,7,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,16,0
1235,11912,362,0,0,0,0,0,23,1,7,2,0,0,0,10,1,0,0,0,2,44,2,0,0,2,0,0,0,0,0,24,7,0,0,1,0,8,1,3,82,0,0,14,0,0,0,1,64,0,0,5,0,0,0,10,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,3,0,0,40,0
1240,11997,340,1,0,1,0,6,35,0,8,1,2,0,0,14,0,0,0,0,2,43,5,0,0,1,0,0,3,0,0,17,16,0,0,5,3,0,2,0,71,0,0,6,0,0,0,1,37,0,0,8,0,0,0,11,6,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,15,0
1245,12082,346,6,0,1,4,1,26,0,5,2,0,0,0,10,0,0,0,0,0,79,0,0,0,1,0,0,2,0,0,13,17,0,0,4,3,6,0,0,60,1,0,15,0,0,0,0,22,0,0,12,0,0,0,8,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,1,1,0,4,0,0,21,0
1250,12181,358,0,0,0,0,1,23,1,4,1,0,0,1,8,0,0,0,0,3,102,3,1,0,0,0,0,0,0,0,24,9,0,0,3,0,5,0,4,59,0,0,19,0,0,0,0,24,0,0,6,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,33,0
1255,12309,313,4,0,0,1,7,16,0,3,7,4,0,0,14,0,0,0,0,0,58,0,0,0,0,0,0,6,0,0,15,22,0,0,1,1,2,1,0,47,0,0,9,0,0,0,0,28,0,0,10,0,0,1,13,5,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,13,0
1260,12437,373,0,1,0,2,2,6,0,6,2,1,0,0,10,7,0,0,0,3,120,19,0,0,1,0,0,4,0,0,28,12,0,0,0,4,0,6,0,45,0,0,7,0,0,0,0,27,1,0,6,0,0,0,3,6,0,0,0,0,10,0,0,0,2,0,0,1,0,0,1,0,0,0,12,0,0,0,0,0,0,1,1,0,1,0,0,15,0
1265,12565,432,0,0,0,0,0,3,0,3,1,0,0,1,11,0,0,0,0,4,154,9,0,1,2,0,0,0,0,0,38,7,0,0,0,0,0,0,0,107,0,0,4,0,0,0,0,38,1,0,13,0,0,1,6,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,3,0,0,11,0
1267,12616,371,1,0,0,5,0,8,0,2,2,0,0,0,8,2,0,0,0,1,142,4,0,0,2,0,0,6,0,1,23,23,0,0,0,4,1,2,0,66,0,0,2,0,0,0,0,24,0,0,4,0,0,0,4,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,3,0,0,17,0
1270,12693,338,1,1,0,3,1,3,0,2,2,2,0,0,6,2,0,0,0,0,166,4,0,0,2,0,0,3,0,0,15,9,0,0,0,4,7,3,0,39,0,0,1,0,0,0,0,15,0,0,5,0,0,0,6,3,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,21,0
1275,12821,348,0,0,0,1,4,12,0,3,3,4,0,0,6,1,0,0,0,1,118,0,0,0,1,0,0,6,1,0,14,16,0,0,5,1,7,4,0,67,1,0,6,0,0,0,0,18,1,0,9,0,0,1,3,5,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,0,4,1,1,0,0,0,0,0,0,0,2,0,0,15,0
1280,12949,326,0,0,0,0,0,6,0,2,0,0,0,1,8,4,0,0,0,0,162,0,0,0,0,0,0,1,0,0,12,7,0,0,0,0,4,0,0,49,0,0,3,0,0,0,0,5,0,0,2,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,37,0
1285,13077,406,1,0,0,0,1,5,0,4,2,3,0,0,9,0,0,0,0,0,183,10,0,0,1,0,0,4,0,0,12,36,0,0,4,8,2,4,0,39,0,0,5,0,0,0,0,14,0,0,6,0,0,0,4,4,0,1,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,26,0
1290,13205,313,2,0,0,1,0,3,0,5,3,0,0,0,3,1,0,0,0,1,130,14,0,0,0,0,0,10,0,0,16,30,0,0,1,3,0,0,0,25,0,0,5,0,0,0,0,15,0,0,7,0,0,0,3,5,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,14,0
1295,13333,386,0,0,0,0,0,1,0,5,2,0,0,3,9,2,0,0,0,0,188,2,0,0,0,0,0,0,0,0,27,12,0,0,0,0,3,0,0,65,0,0,9,0,0,0,0,16,0,0,5,1,0,0,3,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,4,0,0,20,0
1300,13461,334,1,1,0,1,2,7,0,2,3,4,0,0,10,0,0,0,0,1,165,1,0,0,3,0,0,1,0,0,16,24,0,0,0,5,0,2,0,25,0,0,2,0,0,0,0,14,0,0,6,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,15,0
1305,13589,351,0,2,0,7,2,3,0,1,1,0,0,0,7,0,0,0,0,0,186,6,0,0,2,0,0,1,0,0,16,20,0,0,0,1,1,2,0,25,0,0,7,0,0,0,0,7,0,0,10,0,0,0,3,2,0,5,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,16,0,0,0,0,0,0,0,1,0,1,0,0,12,0
1310,13717,392,0,0,0,0,0,8,0,2,2,0,0,0,5,2,0,0,0,0,213,7,0,0,3,0,0,0,0,0,19,8,0,0,1,0,4,0,0,47,0,0,12,0,0,0,0,5,0,0,7,0,0,1,1,1,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,2,0,0,23,0
