"sample.depths","sample.ages","Acer.negundo","Artemisia","Betula","Amaranthaceae.undiff.","Corylus","Cyperaceae","Asteraceae.subf..Cichorioideae","Ostrya.Carpinus","Picea","Pinus.undiff.","Quercus","Rumex","Salix","Thalictrum","Tilia","Ulmus","Apiaceae","Alnus","Ambrosia","Juniperus.Thuja","Populus","Poaceae","Brassicaceae","Dalea.candida","Iva.xanthifolia","Abies.balsamea","Acer.saccharum","Pinus.banksiana.P..resinosa","Fraxinus.nigra","Fraxinus.pennsylvanica","Humulus.lupulus","Pinus.strobus.type","Parthenocissus","Asteraceae.subf..Asteroideae.undiff.","Juglans","Polygonum","Carya","Caryophyllaceae","Sarcobatus.vermiculatus","Plantago","Larix.laricina","Vitis","Galium","Ephedra","Iva.annua","Acer.rubrum","Celtis","Liliaceae","Amorpha","Rosaceae","Ericaceae","Xanthium","Hydrophyllum.virginianum","Ranunculaceae.undiff.","Dalea.purpurea","Impatiens","Platanus","Lythrum.alatum","Viburnum.lentago","Lamiaceae","Arceuthobium","Shepherdia.argentea","Shepherdia.canadensis"
235,1911,0.00240384615384615,0.0432692307692308,0.0769230769230769,0.00480769230769231,0.0240384615384615,0.0552884615384615,0,0.0576923076923077,0.00480769230769231,0.100961538461538,0.413461538461538,0,0.00961538461538462,0,0.00721153846153846,0.0216346153846154,0,0.0168269230769231,0.00961538461538462,0.0120192307692308,0.0144230769230769,0.0528846153846154,0,0,0,0.00721153846153846,0.00240384615384615,0.0264423076923077,0.00721153846153846,0.00721153846153846,0,0.0144230769230769,0,0.00240384615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00240384615384615,0,0,0.00240384615384615,0,0,0,0,0,0,0,0,0,0,0
255,2095,0,0.0421545667447307,0.0866510538641686,0.00936768149882904,0.00936768149882904,0.0468384074941452,0,0.0398126463700234,0.00936768149882904,0.14519906323185,0.299765807962529,0,0.00936768149882904,0.00234192037470726,0.0117096018735363,0.0281030444964871,0,0.0304449648711944,0.0210772833723653,0.0117096018735363,0.0140515222482436,0.0913348946135831,0,0,0,0.00234192037470726,0,0.0234192037470726,0.00702576112412178,0.00234192037470726,0,0.0327868852459016,0,0.0140515222482436,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00234192037470726,0,0.00468384074941452,0,0,0.00234192037470726,0,0,0,0,0,0,0,0,0,0
275,2279,0,0.0611353711790393,0.102620087336245,0.0218340611353712,0.0152838427947598,0.0676855895196507,0,0.0393013100436681,0.00873362445414847,0.152838427947598,0.244541484716157,0,0.00436681222707424,0,0.00873362445414847,0.0305676855895196,0,0.0240174672489083,0.0262008733624454,0.00436681222707424,0.00873362445414847,0.0873362445414847,0,0,0,0,0.00436681222707424,0.0240174672489083,0.00436681222707424,0.00655021834061135,0,0.0152838427947598,0,0.0240174672489083,0,0,0,0.00218340611353712,0,0,0.00436681222707424,0,0.00218340611353712,0,0,0.00218340611353712,0,0,0,0,0,0,0,0.00218340611353712,0,0,0,0,0,0,0,0,0
295,2463,0,0.0403800475059382,0.114014251781473,0.00950118764845606,0.00950118764845606,0.0688836104513064,0,0.0641330166270784,0.0166270783847981,0.263657957244656,0.152019002375297,0,0.0142517814726841,0.00237529691211401,0.0166270783847981,0.0356294536817102,0,0.0166270783847981,0.0190023752969121,0.00237529691211401,0.00237529691211401,0.0593824228028504,0,0,0,0.00237529691211401,0.00237529691211401,0.0142517814726841,0.00475059382422803,0.00237529691211401,0,0.0570071258907363,0,0.00950118764845606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,2647,0,0.0597701149425287,0.12183908045977,0.0114942528735632,0.00229885057471264,0.0689655172413793,0,0.0505747126436782,0.0114942528735632,0.239080459770115,0.174712643678161,0,0.00229885057471264,0.00459770114942529,0.00919540229885057,0.0229885057471264,0,0.0275862068965517,0.0551724137931034,0.00229885057471264,0.00229885057471264,0.0367816091954023,0,0,0,0.00229885057471264,0,0.0206896551724138,0.00229885057471264,0,0,0.0390804597701149,0,0.00689655172413793,0.00229885057471264,0,0,0,0.00689655172413793,0,0.00919540229885057,0,0,0,0.00459770114942529,0,0,0,0,0,0,0,0,0,0.00229885057471264,0,0,0,0,0,0,0,0
335,2831,0,0.0531914893617021,0.119148936170213,0.00638297872340425,0.0106382978723404,0.0829787234042553,0,0.0872340425531915,0.00851063829787234,0.11063829787234,0.253191489361702,0,0.0127659574468085,0,0.00638297872340425,0.0340425531914894,0,0.0340425531914894,0.0234042553191489,0.00425531914893617,0.00425531914893617,0.0936170212765957,0,0,0,0.00212765957446809,0.00212765957446809,0.00638297872340425,0.00212765957446809,0.00851063829787234,0,0.0106382978723404,0,0.0191489361702128,0,0,0,0,0.00212765957446809,0,0,0,0,0,0.00212765957446809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,3015,0.00229885057471264,0.0505747126436782,0.142528735632184,0.0114942528735632,0.0183908045977011,0.0758620689655172,0,0.0482758620689655,0.0183908045977011,0.158620689655172,0.227586206896552,0.00229885057471264,0.00459770114942529,0.00229885057471264,0.0137931034482759,0.0275862068965517,0.00229885057471264,0.0183908045977011,0.0183908045977011,0,0.00689655172413793,0.064367816091954,0,0,0,0.00229885057471264,0.00229885057471264,0.0367816091954023,0.00459770114942529,0.00689655172413793,0,0.0137931034482759,0,0.00919540229885057,0,0,0,0,0,0,0.00459770114942529,0,0,0,0,0,0,0,0.00229885057471264,0,0,0,0,0,0,0.00229885057471264,0,0,0,0,0,0,0
375,3199,0,0.0377358490566038,0.155660377358491,0.0117924528301887,0.0235849056603774,0.0849056603773585,0,0.0919811320754717,0,0.129716981132075,0.216981132075472,0,0.0070754716981132,0,0.0165094339622642,0.0306603773584906,0,0.035377358490566,0.0117924528301887,0,0.0070754716981132,0.0731132075471698,0,0,0,0,0.00235849056603774,0.0117924528301887,0.00943396226415094,0.00235849056603774,0,0.00943396226415094,0,0.0212264150943396,0,0,0,0,0,0,0.0070754716981132,0,0,0.00235849056603774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,3291,0,0.0651685393258427,0.173033707865169,0.0202247191011236,0.00898876404494382,0.0741573033707865,0,0.0741573033707865,0.00898876404494382,0.0853932584269663,0.269662921348315,0,0.00898876404494382,0.00449438202247191,0.0179775280898876,0.0426966292134831,0,0.0179775280898876,0.00674157303370787,0,0.00449438202247191,0.0674157303370786,0,0,0,0,0.00449438202247191,0,0.00898876404494382,0.00449438202247191,0,0.00898876404494382,0,0.0112359550561798,0,0,0,0,0.00224719101123596,0,0,0,0,0,0,0,0,0,0.00449438202247191,0,0,0.00224719101123596,0,0,0.00224719101123596,0,0,0,0,0,0,0,0
405,3475,0,0.0661322645290581,0.106212424849699,0.0180360721442886,0.0180360721442886,0.0821643286573146,0,0.0841683366733467,0.00200400801603206,0.124248496993988,0.18436873747495,0,0.00601202404809619,0.00601202404809619,0.0120240480961924,0.0380761523046092,0,0.0280561122244489,0.0120240480961924,0.00601202404809619,0.00400801603206413,0.120240480961924,0,0,0,0.00400801603206413,0.00200400801603206,0.0120240480961924,0.0160320641282565,0.00200400801603206,0.00200400801603206,0.0120240480961924,0,0.0200400801603206,0,0,0.00200400801603206,0,0.00200400801603206,0,0,0,0,0,0,0,0,0,0.00200400801603206,0,0.00200400801603206,0.00200400801603206,0,0,0.00200400801603206,0,0,0,0,0,0,0,0
415,3567,0,0.0726141078838174,0.107883817427386,0.029045643153527,0.0228215767634855,0.0912863070539419,0,0.095435684647303,0,0.130705394190871,0.147302904564315,0,0.004149377593361,0,0.00622406639004149,0.04149377593361,0,0.029045643153527,0.0145228215767635,0.004149377593361,0.00622406639004149,0.0892116182572614,0,0,0,0.004149377593361,0.00829875518672199,0.0352697095435685,0.016597510373444,0,0,0.0186721991701245,0,0.0145228215767635,0,0,0,0,0,0,0.004149377593361,0,0,0,0,0,0,0,0.004149377593361,0,0,0,0,0,0,0,0.0020746887966805,0,0,0,0,0,0
435,3752,0,0.0758928571428571,0.125,0.00892857142857143,0.0245535714285714,0.0535714285714286,0,0.0647321428571429,0.00892857142857143,0.09375,0.191964285714286,0,0.00669642857142857,0.00669642857142857,0.0223214285714286,0.0446428571428571,0.00223214285714286,0.0401785714285714,0.0200892857142857,0,0.00446428571428571,0.0825892857142857,0,0,0,0,0.00223214285714286,0.0401785714285714,0.0133928571428571,0.0111607142857143,0,0.0267857142857143,0,0.0111607142857143,0,0,0,0,0.00223214285714286,0,0.00446428571428571,0,0,0,0,0,0,0,0.00446428571428571,0.00223214285714286,0,0.00223214285714286,0,0,0,0,0,0.00223214285714286,0,0,0,0,0
460,3982,0,0.0482897384305835,0.10261569416499,0,0.0160965794768612,0.0603621730382294,0,0.096579476861167,0.00804828973843058,0.10261569416499,0.287726358148893,0,0.00201207243460765,0.00402414486921529,0.0221327967806841,0.0301810865191147,0,0.0201207243460765,0.0181086519114688,0.00201207243460765,0.00402414486921529,0.0724346076458753,0,0,0,0.00201207243460765,0,0.00804828973843058,0.0140845070422535,0.00603621730382294,0,0.0362173038229376,0,0.0261569416498994,0,0,0,0.00201207243460765,0,0,0.00402414486921529,0,0,0,0,0,0,0,0.00201207243460765,0,0,0,0,0,0,0,0,0.00201207243460765,0,0,0,0,0
475,4120,0,0.0600858369098712,0.109442060085837,0.0107296137339056,0.0214592274678112,0.0622317596566524,0.00214592274678112,0.0600858369098712,0.0107296137339056,0.160944206008584,0.225321888412017,0.00214592274678112,0.0128755364806867,0.00429184549356223,0.0300429184549356,0.0300429184549356,0,0.01931330472103,0.0257510729613734,0,0,0.0622317596566524,0,0,0.00214592274678112,0,0.00214592274678112,0.00429184549356223,0.00214592274678112,0,0,0.0493562231759657,0,0.0171673819742489,0.00214592274678112,0,0,0,0,0,0,0,0,0,0.00214592274678112,0,0,0.00214592274678112,0,0,0,0.00429184549356223,0,0,0,0,0,0,0.00214592274678112,0,0,0,0
485,4212,0.0025062656641604,0.0776942355889724,0.087719298245614,0.0200501253132832,0.0050125313283208,0.0927318295739348,0,0.112781954887218,0.0075187969924812,0.0952380952380952,0.102756892230576,0,0.0175438596491228,0.0025062656641604,0.0200501253132832,0.0275689223057644,0,0.0175438596491228,0.0275689223057644,0.0075187969924812,0.0050125313283208,0.132832080200501,0,0,0,0.0050125313283208,0,0.0275689223057644,0.0175438596491228,0.012531328320802,0,0.037593984962406,0,0.0275689223057644,0,0,0,0,0.0025062656641604,0,0,0.0025062656641604,0,0,0,0,0,0,0.0050125313283208,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,4442,0,0.103448275862069,0.0670498084291188,0.0134099616858238,0.0210727969348659,0.114942528735632,0,0.074712643678161,0.00574712643678161,0.0977011494252874,0.185823754789272,0,0.0114942528735632,0.00766283524904215,0.0191570881226054,0.0344827586206897,0.00191570881226054,0.0402298850574713,0.0114942528735632,0.00574712643678161,0.00383141762452107,0.0977011494252874,0,0.00191570881226054,0.00191570881226054,0.00383141762452107,0.00191570881226054,0.00383141762452107,0.00957854406130268,0.00383141762452107,0,0.0229885057471264,0,0.0229885057471264,0,0,0.00191570881226054,0,0.00383141762452107,0,0,0,0.00191570881226054,0,0.00191570881226054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,4626,0,0.0707070707070707,0.107070707070707,0.0282828282828283,0.0121212121212121,0.0828282828282828,0,0.0808080808080808,0.00404040404040404,0.098989898989899,0.216161616161616,0,0.00404040404040404,0,0.0101010101010101,0.0262626262626263,0,0.0343434343434343,0.0282828282828283,0,0.00404040404040404,0.115151515151515,0,0.00202020202020202,0.00404040404040404,0,0,0.00606060606060606,0.00404040404040404,0.00202020202020202,0.00202020202020202,0.0141414141414141,0,0.0222222222222222,0.00404040404040404,0,0,0,0.00808080808080808,0,0,0.00202020202020202,0,0,0.00202020202020202,0,0,0,0,0,0,0.00202020202020202,0,0,0.00202020202020202,0,0,0,0,0,0,0,0
540,4718,0.001953125,0.1015625,0.076171875,0.01953125,0.013671875,0.0546875,0,0.02734375,0.005859375,0.1015625,0.267578125,0,0.013671875,0.001953125,0.00390625,0.021484375,0,0.041015625,0.037109375,0.001953125,0.01171875,0.125,0,0,0,0.001953125,0,0.015625,0.001953125,0.00390625,0,0.015625,0,0.0234375,0,0,0.001953125,0,0,0,0,0,0,0,0.001953125,0,0,0,0.001953125,0,0,0.001953125,0,0,0.001953125,0,0,0,0,0,0,0,0
550,4810,0,0.0444015444015444,0.0791505791505791,0.0135135135135135,0.0115830115830116,0.0926640926640927,0,0.0424710424710425,0.00965250965250965,0.0945945945945946,0.266409266409266,0,0.0154440154440154,0.00193050193050193,0.00965250965250965,0.0173745173745174,0,0.0231660231660232,0.0328185328185328,0.00772200772200772,0.00965250965250965,0.138996138996139,0,0.00193050193050193,0,0.00579150579150579,0.00193050193050193,0.0173745173745174,0.00386100386100386,0.00193050193050193,0,0.0212355212355212,0,0.0173745173745174,0,0,0,0,0.00386100386100386,0,0,0,0.00193050193050193,0,0.00193050193050193,0,0,0,0.00386100386100386,0,0,0.00193050193050193,0,0,0.00386100386100386,0,0,0,0,0,0,0,0
560,4924,0,0.0760517799352751,0.0436893203883495,0.0194174757281553,0.00485436893203883,0.135922330097087,0,0.0323624595469256,0,0.0906148867313916,0.20873786407767,0,0.00485436893203883,0.00161812297734628,0.00161812297734628,0.0307443365695793,0,0.0355987055016181,0.0210355987055016,0.00647249190938511,0.00647249190938511,0.229773462783172,0,0.00161812297734628,0,0,0,0.0129449838187702,0.00323624595469256,0.00485436893203883,0,0,0,0.0226537216828479,0,0,0,0,0.00161812297734628,0,0,0.00161812297734628,0,0,0,0,0,0,0.00161812297734628,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,5229,0,0.0817757009345794,0.0490654205607477,0.014018691588785,0.00934579439252336,0.142523364485981,0,0.0163551401869159,0.00467289719626168,0.0841121495327103,0.186915887850467,0,0.00700934579439252,0,0,0.00467289719626168,0,0.0257009345794393,0.0210280373831776,0.00233644859813084,0.00233644859813084,0.292056074766355,0,0,0,0,0,0.00467289719626168,0.00700934579439252,0.00700934579439252,0,0.00934579439252336,0,0.0210280373831776,0,0,0,0,0.00233644859813084,0,0,0,0.00233644859813084,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00233644859813084,0,0,0,0,0,0
600,5412,0,0.109263657957245,0.00475059382422803,0.0332541567695962,0.00712589073634204,0.152019002375297,0.00237529691211401,0.00950118764845606,0.00237529691211401,0.0736342042755344,0.199524940617577,0,0.0166270783847981,0,0,0.00475059382422803,0,0.0237529691211401,0.0261282660332542,0.00237529691211401,0.00237529691211401,0.251781472684086,0.00237529691211401,0.00237529691211401,0,0,0,0.00950118764845606,0.00237529691211401,0.00475059382422803,0,0.00475059382422803,0,0.0261282660332542,0,0,0,0,0.00712589073634204,0,0,0.00237529691211401,0.00237529691211401,0,0,0,0,0,0.00237529691211401,0,0,0.00237529691211401,0,0,0.00950118764845606,0,0,0,0,0,0,0,0
610,5535,0,0.0701754385964912,0.0175438596491228,0.0219298245614035,0.0175438596491228,0.157894736842105,0,0.0131578947368421,0.0043859649122807,0.107456140350877,0.304824561403509,0,0.00219298245614035,0.00219298245614035,0.00219298245614035,0.0153508771929825,0,0.0175438596491228,0.0263157894736842,0,0.00219298245614035,0.166666666666667,0,0,0,0,0,0.00219298245614035,0.0043859649122807,0.00219298245614035,0,0.0043859649122807,0,0.0263157894736842,0,0,0,0,0.00219298245614035,0,0,0,0,0,0,0,0,0,0.00657894736842105,0,0,0,0,0,0.00219298245614035,0,0,0,0,0,0,0,0
620,5657,0,0.0431818181818182,0.0227272727272727,0.025,0.025,0.170454545454545,0.00227272727272727,0.00681818181818182,0.00227272727272727,0.05,0.302272727272727,0,0.0159090909090909,0.00909090909090909,0,0.0113636363636364,0,0.0159090909090909,0.0340909090909091,0,0.00681818181818182,0.195454545454545,0,0.00227272727272727,0,0,0,0.00681818181818182,0.0113636363636364,0.00681818181818182,0,0.00454545454545455,0,0.0227272727272727,0,0,0,0,0.00227272727272727,0,0,0,0,0,0,0,0,0,0.00227272727272727,0,0,0,0,0,0.00227272727272727,0,0,0,0,0,0,0,0
630,5779,0,0.101176470588235,0.0258823529411765,0.0329411764705882,0.00705882352941176,0.150588235294118,0,0.00941176470588235,0.00235294117647059,0.0752941176470588,0.324705882352941,0,0.00235294117647059,0,0,0.00941176470588235,0,0.0117647058823529,0.0494117647058823,0,0.00705882352941176,0.145882352941176,0,0,0.00235294117647059,0,0,0.00235294117647059,0.00235294117647059,0,0,0.00470588235294118,0,0.0258823529411765,0,0,0,0,0,0,0,0,0,0.00235294117647059,0.00235294117647059,0,0,0,0.00235294117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645,5962,0,0.0683229813664596,0.0124223602484472,0.05175983436853,0.0062111801242236,0.173913043478261,0,0.0062111801242236,0.0041407867494824,0.0538302277432712,0.302277432712215,0,0.0020703933747412,0,0,0.010351966873706,0,0.0165631469979296,0.0662525879917184,0,0.0041407867494824,0.175983436853002,0,0,0,0,0,0,0,0.0124223602484472,0,0.0082815734989648,0,0.0144927536231884,0,0,0,0,0.0062111801242236,0,0,0,0,0,0.0020703933747412,0,0,0,0,0.0020703933747412,0,0,0,0,0,0,0,0,0,0,0,0,0
