"sample.depths","sample.ages","Abies","Betula","Carya","Corylus","Cupressaceae","Cyperaceae","Fagus","Ostrya.Carpinus","Picea","Quercus","Thalictrum","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus","Ambrosia","Myrica","Pinus","Poaceae","Acer.saccharum","Fraxinus.americana","Juglans.cinerea","Rumex","Salix","Tilia","Populus","Amaranthaceae","Larix","Sanguisorba","Fraxinus.nigra","Artemisia","Rosaceae.undiff.","Platanus","Vitis","Juglans.nigra","Acer.rubrum","Celtis","Ericaceae","Plantago","Acer.negundo","Iva.annua","Iva.xanthifolia","Caryophyllaceae","Shepherdia.canadensis","Ranunculus"
900,10159,0.00673400673400673,0.134680134680135,0,0,0.0235690235690236,0.00336700336700337,0.0101010101010101,0.0336700336700337,0.00336700336700337,0.0572390572390572,0,0.0168350168350168,0.00336700336700337,0.0202020202020202,0.00673400673400673,0.00673400673400673,0,0.62962962962963,0,0.0134680134680135,0,0,0,0.00336700336700337,0,0.00673400673400673,0,0,0,0.00673400673400673,0.00336700336700337,0,0.00673400673400673,0,0,0,0,0,0.00336700336700337,0,0,0,0,0,0
920,10592,0,0.132132132132132,0.003003003003003,0,0.009009009009009,0.012012012012012,0,0.024024024024024,0,0.057057057057057,0,0.003003003003003,0,0.042042042042042,0.006006006006006,0.003003003003003,0.006006006006006,0.63963963963964,0.012012012012012,0.003003003003003,0.006006006006006,0,0,0.003003003003003,0,0.009009009009009,0,0.006006006006006,0,0.012012012012012,0.012012012012012,0,0,0,0,0,0,0,0,0,0,0,0,0,0
940,11025,0,0.16374269005848,0,0.0087719298245614,0.0146198830409357,0.00292397660818713,0.00584795321637427,0,0.0116959064327485,0.0760233918128655,0,0.0087719298245614,0.00292397660818713,0.0380116959064327,0.0263157894736842,0.00292397660818713,0,0.573099415204678,0.0146198830409357,0.00292397660818713,0.0087719298245614,0,0,0.0116959064327485,0,0.00584795321637427,0,0.00292397660818713,0,0.0116959064327485,0.00584795321637427,0,0,0,0,0,0,0,0,0,0,0,0,0,0
960,11269,0.00298507462686567,0.113432835820896,0.00597014925373134,0.00298507462686567,0.0149253731343284,0.00298507462686567,0,0.017910447761194,0.0328358208955224,0.0626865671641791,0,0.0149253731343284,0,0.0119402985074627,0.00597014925373134,0,0.00597014925373134,0.677611940298507,0,0.00597014925373134,0,0,0,0,0,0,0,0.00597014925373134,0,0.00597014925373134,0.00895522388059702,0,0,0,0,0,0,0,0,0,0,0,0,0,0
980,11513,0,0.13312693498452,0,0.00619195046439629,0.0340557275541796,0,0,0.0185758513931889,0.0526315789473684,0.0495356037151703,0,0.00309597523219814,0.00309597523219814,0.021671826625387,0,0,0.00619195046439629,0.622291021671827,0.0123839009287926,0,0,0,0,0.00309597523219814,0,0.00619195046439629,0,0.00928792569659443,0,0.00619195046439629,0.00928792569659443,0,0,0,0,0,0,0,0,0.00309597523219814,0,0,0,0,0
1000,NA,0,0.102209944751381,0.00552486187845304,0.00828729281767956,0.0939226519337017,0,0,0.0524861878453039,0.204419889502762,0.110497237569061,0,0,0,0.0165745856353591,0.00828729281767956,0.0138121546961326,0.0386740331491713,0.256906077348066,0.00276243093922652,0.00552486187845304,0,0,0,0.0110497237569061,0,0.0331491712707182,0,0.00828729281767956,0,0.00276243093922652,0.0220994475138122,0,0.00276243093922652,0,0,0,0,0,0,0,0,0,0,0,0
1020,NA,0.00309597523219814,0.0154798761609907,0.00309597523219814,0.00619195046439629,0.0340557275541796,0.00928792569659443,0,0.0371517027863777,0.452012383900929,0.0588235294117647,0,0.00309597523219814,0.00619195046439629,0.0123839009287926,0.00309597523219814,0.00309597523219814,0.0681114551083591,0.204334365325077,0,0.00309597523219814,0.00309597523219814,0,0,0.00309597523219814,0,0.021671826625387,0,0,0,0.00619195046439629,0.0309597523219814,0,0.00309597523219814,0,0,0,0,0,0,0,0.00928792569659443,0,0,0,0
1040,NA,0.0158227848101266,0.0506329113924051,0,0.00316455696202532,0.0189873417721519,0.0284810126582278,0,0.0158227848101266,0.5,0.0379746835443038,0,0.00316455696202532,0,0.00949367088607595,0,0,0.060126582278481,0.177215189873418,0.00949367088607595,0,0.00316455696202532,0.00316455696202532,0,0.0158227848101266,0,0.00949367088607595,0,0.00316455696202532,0,0.00316455696202532,0.0284810126582278,0,0,0,0,0,0,0,0,0,0,0.00316455696202532,0,0,0
1060,NA,0.0252100840336134,0.096638655462185,0.00840336134453781,0,0.0189075630252101,0.195378151260504,0,0.00840336134453781,0.218487394957983,0.0441176470588235,0,0.0210084033613445,0.0168067226890756,0.00420168067226891,0.00630252100840336,0,0.00630252100840336,0.256302521008403,0.0189075630252101,0,0,0.00210084033613445,0,0.00840336134453781,0,0.0273109243697479,0,0.00420168067226891,0,0.00210084033613445,0.0105042016806723,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1080,NA,0.00945626477541371,0.0212765957446809,0,0.00472813238770686,0.0118203309692671,0.212765957446809,0,0.00236406619385343,0.196217494089835,0.0472813238770686,0,0.0118203309692671,0.0141843971631206,0.00945626477541371,0.00472813238770686,0,0,0.368794326241135,0.0236406619385343,0,0,0.00472813238770686,0,0.00236406619385343,0,0.00709219858156028,0,0,0,0,0.0212765957446809,0,0,0,0,0,0,0.00472813238770686,0,0,0,0.0118203309692671,0.00945626477541371,0,0
1100,NA,0.0134529147982063,0.0291479820627803,0.0134529147982063,0.00672645739910314,0.0179372197309417,0.275784753363229,0,0.00896860986547085,0.0986547085201794,0.0672645739910314,0,0.00224215246636771,0,0.0358744394618834,0,0,0,0.331838565022422,0.0336322869955157,0.00224215246636771,0,0,0,0.0134529147982063,0,0.031390134529148,0,0,0,0.00896860986547085,0.00448430493273543,0,0,0,0,0,0,0.00224215246636771,0,0,0,0,0.00224215246636771,0,0
1120,NA,0.00435729847494553,0.0108932461873638,0.0130718954248366,0.00217864923747277,0.00435729847494553,0.326797385620915,0,0.0196078431372549,0.119825708061002,0.0675381263616558,0,0,0.0108932461873638,0.0239651416122004,0.00217864923747277,0,0.00435729847494553,0.278867102396514,0.0196078431372549,0.00435729847494553,0,0.00435729847494553,0,0.0130718954248366,0,0.037037037037037,0.0065359477124183,0,0,0.0065359477124183,0.00435729847494553,0,0,0,0,0,0,0.00435729847494553,0,0,0,0,0.00217864923747277,0.0065359477124183,0.00217864923747277
1140,NA,0,0.0602409638554217,0.0301204819277108,0,0.0240963855421687,0.0542168674698795,0,0.0240963855421687,0.156626506024096,0.0783132530120482,0,0,0.0301204819277108,0.036144578313253,0.0180722891566265,0,0,0.397590361445783,0.0301204819277108,0,0,0,0,0.00602409638554217,0,0.0180722891566265,0,0,0,0,0.00602409638554217,0,0.0120481927710843,0,0,0,0,0.0180722891566265,0,0,0,0,0,0,0
