"sample.depths","sample.ages","Abies","Acer.rubrum","Acer.saccharinum","Acer.saccharum","Alnus","Ambrosia","Artemisia","Betula","Caprifoliaceae.undiff.","Ostrya.Carpinus","Carya","Caryophyllaceae","Celtis","Cephalanthus","Chenopodiaceae.Amaranthaceae.undiff.","Asteraceae.subf..Cichorioideae","Asteraceae.subf..Asteroideae.undiff.","Corylus","Brassicaceae","Cyperaceae","Ephedra","Ericaceae","Fagus","Fraxinus.americana","Fraxinus.nigra","Galium","Poaceae","Ilex.Nemopanthus","Juglans.cinerea","Juglans.nigra","Lamiaceae","Larix","Fabaceae.undiff.","Liquidambar","Morus","Nyssa","Picea","Pinus.banksiana.P..resinosa","Pinus.strobus","Pinus.undiff.","Plantago","Platanus","Polygonum.lapathifolium","Polygonum.viviparum","Populus","Quercus","Ranunculaceae.undiff.","Robinia","Rosaceae","Rumex","Salix","Sarcobatus.vermiculatus","Thalictrum","Juniperus.Thuja","Tilia","Tsuga","Ulmus","Apiaceae","Viburnum"
955,6870,0,0,0,0.00717703349282297,0.00239234449760766,0.00239234449760766,0.00239234449760766,0.00717703349282297,0,0.00717703349282297,0.0550239234449761,0,0,0.0574162679425837,0.00239234449760766,0,0.0191387559808612,0.00478468899521531,0,0.100478468899522,0,0,0.0143540669856459,0.0191387559808612,0.00478468899521531,0,0.00478468899521531,0,0.00239234449760766,0.0263157894736842,0,0,0,0,0,0,0,0.00239234449760766,0.0191387559808612,0.00956937799043062,0,0.0239234449760766,0,0,0,0.566985645933014,0,0,0,0,0.00478468899521531,0,0,0,0,0,0.0311004784688995,0.00239234449760766,0
985,7498,0,0,0,0.012779552715655,0.00638977635782748,0.0223642172523962,0,0.00319488817891374,0,0.00958466453674121,0.0511182108626198,0,0.00638977635782748,0.0830670926517572,0.00319488817891374,0,0.00958466453674121,0.0159744408945687,0,0.0415335463258786,0,0,0.012779552715655,0.00319488817891374,0.0159744408945687,0,0.012779552715655,0,0.00319488817891374,0.0159744408945687,0,0,0,0,0,0,0,0.00638977635782748,0.00638977635782748,0.0191693290734824,0,0.0159744408945687,0,0,0,0.565495207667732,0,0,0,0,0.00638977635782748,0,0,0,0,0,0.0511182108626198,0,0
1015,8126,0,0.00172711571675302,0,0.0138169257340242,0,0.0172711571675302,0,0,0,0.00690846286701209,0.0189982728842832,0,0,0.417962003454231,0.00172711571675302,0,0,0.00172711571675302,0,0.00518134715025907,0,0,0.00690846286701209,0.00518134715025907,0,0,0.00518134715025907,0,0.00172711571675302,0.00690846286701209,0,0,0,0,0,0,0,0.00345423143350604,0,0.00863557858376511,0,0.0259067357512953,0,0,0.00172711571675302,0.381692573402418,0,0,0,0,0.0120898100172712,0,0,0,0,0,0.0518134715025907,0.00345423143350604,0
1059,9048,0.000796178343949045,0,0,0.00159235668789809,0,0.0111464968152866,0.00159235668789809,0,0,0.00557324840764331,0.0103503184713376,0,0,0.68312101910828,0.00875796178343949,0,0.00557324840764331,0.000796178343949045,0,0.0286624203821656,0,0,0.000796178343949045,0.00159235668789809,0.000796178343949045,0,0.0111464968152866,0,0,0.00238853503184713,0,0,0,0,0,0,0,0.00477707006369427,0.00636942675159236,0.0222929936305732,0,0.00796178343949045,0,0,0.00159235668789809,0.144904458598726,0,0,0,0,0.00875796178343949,0,0,0.000796178343949045,0.000796178343949045,0,0.0270700636942675,0,0
1069,9257,0,0,0,0,0,0.0596026490066225,0,0,0,0.0198675496688742,0.033112582781457,0,0,0.00662251655629139,0.0529801324503311,0,0.0198675496688742,0,0,0.152317880794702,0,0,0,0,0,0,0.0794701986754967,0,0,0,0,0,0,0,0,0,0.00662251655629139,0.0596026490066225,0.0264900662251656,0.205298013245033,0,0,0,0,0.0529801324503311,0.172185430463576,0,0,0,0.0132450331125828,0,0,0,0,0,0,0.0264900662251656,0.0132450331125828,0
1099,11273,0.00253164556962025,0,0,0.00759493670886076,0.0126582278481013,0.0126582278481013,0,0.0177215189873418,0,0.0936708860759494,0.0126582278481013,0,0.00506329113924051,0,0.00253164556962025,0,0.00253164556962025,0.0126582278481013,0,0.0253164556962025,0,0,0,0.010126582278481,0.0278481012658228,0,0.0253164556962025,0,0.0278481012658228,0,0,0,0,0,0,0,0.00506329113924051,0.0329113924050633,0.111392405063291,0.134177215189873,0,0.00253164556962025,0,0,0.00759493670886076,0.268354430379747,0,0,0,0,0.00506329113924051,0,0,0,0.00253164556962025,0,0.129113924050633,0,0.00253164556962025
1145,11784,0.00987654320987654,0,0,0.00987654320987654,0.0148148148148148,0.00493827160493827,0.00493827160493827,0.054320987654321,0,0.0839506172839506,0.00987654320987654,0,0.00246913580246914,0,0.00246913580246914,0,0.00493827160493827,0.0148148148148148,0,0.0172839506172839,0,0,0,0.0172839506172839,0.0296296296296296,0,0.00740740740740741,0,0.0222222222222222,0.00246913580246914,0,0.00246913580246914,0,0,0,0,0.0271604938271605,0.0814814814814815,0.0296296296296296,0.116049382716049,0,0.00246913580246914,0,0,0.00740740740740741,0.279012345679012,0,0,0,0,0.00493827160493827,0,0,0,0.00493827160493827,0,0.130864197530864,0,0
1175,12117,0.016,0,0,0.00533333333333333,0.0266666666666667,0.0106666666666667,0.00533333333333333,0.0933333333333333,0,0.04,0.008,0,0.00533333333333333,0,0,0,0,0.0106666666666667,0,0.0133333333333333,0,0,0,0.0346666666666667,0.0453333333333333,0,0.0106666666666667,0,0.0106666666666667,0,0,0.0133333333333333,0,0,0,0,0.0213333333333333,0.0693333333333333,0.008,0.141333333333333,0,0.00533333333333333,0,0,0.00266666666666667,0.210666666666667,0,0,0,0,0.008,0,0,0.00533333333333333,0.00266666666666667,0,0.176,0,0
1205,12495,0.0407608695652174,0,0,0.00815217391304348,0.0353260869565217,0.0135869565217391,0.00543478260869565,0.190217391304348,0,0.0407608695652174,0.00271739130434783,0,0.00815217391304348,0,0,0,0.00271739130434783,0.0108695652173913,0,0.016304347826087,0,0,0,0.0244565217391304,0.078804347826087,0,0.00815217391304348,0,0.00271739130434783,0,0,0.00543478260869565,0,0,0,0,0.0353260869565217,0.133152173913043,0.00815217391304348,0.092391304347826,0,0,0,0.00271739130434783,0.00815217391304348,0.103260869565217,0,0,0,0,0.0135869565217391,0,0,0.00271739130434783,0,0.00271739130434783,0.103260869565217,0,0
1239,13026,0.0369230769230769,0,0,0,0.0369230769230769,0.0123076923076923,0.00923076923076923,0.123076923076923,0,0.0338461538461538,0.00615384615384615,0,0,0,0,0,0.00307692307692308,0,0,0.00615384615384615,0,0.0123076923076923,0,0.00923076923076923,0.00923076923076923,0,0.00307692307692308,0,0,0,0,0.00307692307692308,0,0,0,0,0.0923076923076923,0.252307692307692,0.00923076923076923,0.147692307692308,0,0.00923076923076923,0,0,0.0461538461538462,0.08,0,0,0,0,0.00615384615384615,0,0,0,0,0,0.0523076923076923,0,0
1259,13339,0.0837837837837838,0,0,0.0027027027027027,0.0297297297297297,0.0027027027027027,0.0189189189189189,0.0945945945945946,0,0.0189189189189189,0.0027027027027027,0,0,0,0.0027027027027027,0,0.0027027027027027,0.00810810810810811,0,0.0108108108108108,0,0,0,0.00540540540540541,0.0243243243243243,0,0.00810810810810811,0,0.0027027027027027,0,0,0.0162162162162162,0,0,0,0,0.197297297297297,0.178378378378378,0,0.0837837837837838,0,0,0,0,0.0486486486486487,0.0756756756756757,0,0,0,0,0.0108108108108108,0,0,0,0.0027027027027027,0,0.0675675675675676,0,0
1289,13807,0.0501193317422434,0,0,0.0143198090692124,0.0310262529832936,0.0167064439140811,0.0119331742243437,0.0596658711217184,0,0.0286396181384248,0.00954653937947494,0.00238663484486874,0.0071599045346062,0.0071599045346062,0.00477326968973747,0.00238663484486874,0.00238663484486874,0.0286396181384248,0,0.0143198090692124,0,0,0,0.0190930787589499,0.0238663484486874,0,0.0143198090692124,0,0.00477326968973747,0,0,0.0190930787589499,0,0,0,0,0.181384248210024,0.0978520286396181,0.0071599045346062,0.0930787589498807,0,0,0,0,0.0405727923627685,0.138424821002387,0,0,0.00238663484486874,0,0.00954653937947494,0,0,0,0,0,0.0572792362768496,0,0
1299,13963,0.17027027027027,0,0,0,0.027027027027027,0.0297297297297297,0.0324324324324324,0.00540540540540541,0,0.0405405405405405,0,0,0.00540540540540541,0.0027027027027027,0.0027027027027027,0,0.00810810810810811,0.0324324324324324,0,0.0243243243243243,0,0,0.0027027027027027,0.0189189189189189,0.0540540540540541,0,0.00810810810810811,0,0,0,0,0.0135135135135135,0,0,0,0,0.197297297297297,0.0027027027027027,0,0,0,0,0,0,0.159459459459459,0.105405405405405,0,0,0.0027027027027027,0,0.00810810810810811,0,0.0027027027027027,0.0027027027027027,0.0027027027027027,0,0.0378378378378378,0,0
1309,NA,0.185,0,0,0.005,0.0175,0.0325,0.03,0.01,0,0.12,0.0125,0,0.0075,0,0.005,0,0.0075,0.035,0,0.0325,0,0,0.0025,0.0125,0.085,0,0.025,0,0,0,0,0.0125,0,0,0,0,0.105,0,0,0.0025,0,0.0025,0,0,0.07,0.09,0,0,0,0,0.01,0,0.0075,0.0075,0.0025,0,0.065,0,0
1799,NA,0.0355029585798817,0,0,0.0029585798816568,0.0502958579881657,0.00591715976331361,0.00591715976331361,0.144970414201183,0,0.0621301775147929,0.0029585798816568,0,0,0,0,0,0,0.0177514792899408,0,0.014792899408284,0,0,0,0.0177514792899408,0.0798816568047337,0,0.00887573964497041,0,0.0029585798816568,0,0,0.0118343195266272,0,0,0,0,0.0473372781065089,0.115384615384615,0,0.112426035502959,0,0,0,0,0.014792899408284,0.115384615384615,0,0,0,0,0.00591715976331361,0,0,0,0,0,0.124260355029586,0,0
1819,NA,0.0541176470588235,0,0,0.0117647058823529,0.0376470588235294,0.00235294117647059,0.00470588235294118,0.176470588235294,0,0.0376470588235294,0.00705882352941176,0,0.00235294117647059,0,0,0,0,0.0235294117647059,0,0.0117647058823529,0,0,0,0.00470588235294118,0.0588235294117647,0,0.00235294117647059,0,0.00470588235294118,0,0,0.00705882352941176,0,0,0,0,0.0470588235294118,0.110588235294118,0.00235294117647059,0.115294117647059,0,0,0,0,0.0211764705882353,0.129411764705882,0,0,0,0,0.00705882352941176,0,0,0,0,0,0.12,0,0
1829,NA,0.0506912442396313,0,0,0.00230414746543779,0.0391705069124424,0.00460829493087558,0.00230414746543779,0.170506912442396,0,0.0345622119815668,0.00230414746543779,0,0,0,0.00460829493087558,0,0.00230414746543779,0.0230414746543779,0,0.0184331797235023,0,0,0,0.00921658986175115,0.0576036866359447,0,0.00921658986175115,0,0.00691244239631336,0,0,0.00921658986175115,0,0,0,0,0.0622119815668203,0.131336405529954,0.00230414746543779,0.0806451612903226,0,0.00230414746543779,0,0,0.00460829493087558,0.145161290322581,0,0,0,0,0.00921658986175115,0,0,0,0,0,0.115207373271889,0,0
