"sample.depths","sample.ages","Abies","Acer.saccharum.type","Acer.rubrum","Alnus.incana.type","Ambrosia.type","Artemisia","Betula","Carya","Celtis","Corylus","Cyperaceae","Fagus","Fraxinus.nigra.type","Poaceae.undiff.","Ilex","Iva.xanthifolia.type","Larix","Nyssa","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Populus.tremuloides.type","Quercus","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Vaccinium","Vitis","Juniperus.Thuja","Polygonum","Amaranthaceae.undiff.","Fabaceae.undiff.","Morus","Salix","Thalictrum","Tilia","Urtica.type","Myrica","Comptonia.peregrina","Amorpha.type","Fraxinus.pennsylvanica.type","Asteraceae.subf..Cichorioideae","Plantago.major","Zea.mays","Shepherdia","Acer.undiff.","Juglans.cinerea","Cornus","Potentilla.type","Iva.annua.type","Castanea","Hydrophyllum","Sambucus","Dalea","Ranunculus","Liliaceae","Fraxinus.undiff.","Ledum.Chamaedaphne.calyculata","Lamiaceae","Juglans.nigra","Cannabaceae","Galium","Juglans.undiff.","Ephedra","Rhamnaceae","Rubus","Hypericum","Sarcobatus.vermiculatus","Alnus.viridis.type","Acer.spicatum","Laportea.type","Apiaceae","Saxifragaceae","Valeriana","Populus.balsamifera.type","Rosaceae.undiff.","Caryophyllaceae","Xanthium"
1060,9191,0.00980392156862745,0.0261437908496732,0,0.0457516339869281,0.0130718954248366,0.00980392156862745,0.120915032679739,0.00326797385620915,0.00326797385620915,0,0.00326797385620915,0.00326797385620915,0.0163398692810458,0.0130718954248366,0.00326797385620915,0,0.00326797385620915,0,0.0359477124183007,0.00326797385620915,0.0686274509803922,0.290849673202614,0.156862745098039,0.00326797385620915,0.0065359477124183,0.065359477124183,0,0.0163398692810458,0.0490196078431373,0,0,0.00326797385620915,0,0.0065359477124183,0,0,0,0,0.00326797385620915,0,0,0,0,0.0065359477124183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00326797385620915,0,0,0.00326797385620915,0.00326797385620915,0,0,0,0,0,0
1100,9817,0.0192926045016077,0.00321543408360129,0.00321543408360129,0.0385852090032154,0.00643086816720257,0.00643086816720257,0.067524115755627,0,0,0.00321543408360129,0.00964630225080386,0,0.0192926045016077,0.0192926045016077,0,0.00321543408360129,0.00321543408360129,0,0.00643086816720257,0.00643086816720257,0.067524115755627,0.205787781350482,0.369774919614148,0,0.00321543408360129,0.0418006430868167,0,0.00643086816720257,0.0643086816720257,0,0,0.00643086816720257,0,0.00643086816720257,0,0.00321543408360129,0,0,0.00321543408360129,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00643086816720257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1120,10137,0.030812324929972,0.00560224089635854,0,0.0420168067226891,0.0112044817927171,0.0196078431372549,0.112044817927171,0.00840336134453781,0.00560224089635854,0.00280112044817927,0.00840336134453781,0,0.0420168067226891,0.0140056022408964,0,0,0.00560224089635854,0,0.0224089635854342,0.0280112044817927,0.112044817927171,0.0532212885154062,0.226890756302521,0.00560224089635854,0.0168067226890756,0.0644257703081232,0,0.00280112044817927,0.126050420168067,0,0,0.00560224089635854,0,0.00560224089635854,0,0,0.00840336134453781,0,0,0,0,0.00280112044817927,0,0.00560224089635854,0,0,0,0,0.00280112044817927,0.00280112044817927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1140,10463,0.0165016501650165,0.0132013201320132,0,0.0429042904290429,0.0165016501650165,0.0231023102310231,0.0957095709570957,0.0033003300330033,0,0.0033003300330033,0.0099009900990099,0,0.0132013201320132,0.0132013201320132,0,0,0.0099009900990099,0,0.0264026402640264,0.0396039603960396,0.231023102310231,0.0066006600660066,0.194719471947195,0,0.0165016501650165,0.0726072607260726,0,0,0.108910891089109,0,0,0,0,0.0099009900990099,0,0,0.0132013201320132,0,0.0066006600660066,0,0,0.0033003300330033,0,0,0,0,0,0,0,0.0033003300330033,0,0,0,0,0,0,0,0,0,0,0,0.0066006600660066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1160,10793,0.0160771704180064,0.00321543408360129,0,0.00964630225080386,0.00321543408360129,0.00964630225080386,0.147909967845659,0.0128617363344051,0,0.0128617363344051,0.0160771704180064,0,0.0289389067524116,0.00964630225080386,0,0,0.0289389067524116,0,0.0192926045016077,0.0643086816720257,0.19935691318328,0.0192926045016077,0.138263665594855,0.00643086816720257,0.022508038585209,0.0803858520900322,0,0.00321543408360129,0.112540192926045,0,0,0.00964630225080386,0,0.00643086816720257,0,0,0,0,0,0,0,0,0,0.00321543408360129,0,0,0,0,0,0.00643086816720257,0,0,0,0,0,0,0,0,0,0.00643086816720257,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00321543408360129,0,0,0,0,0,0,0
1200,11469,0.0147058823529412,0.0088235294117647,0,0.00588235294117647,0,0.0088235294117647,0.132352941176471,0.0088235294117647,0.00294117647058824,0.00588235294117647,0.0176470588235294,0,0.0470588235294118,0.0264705882352941,0,0.00294117647058824,0.0235294117647059,0,0.0441176470588235,0.0794117647058823,0.170588235294118,0.0147058823529412,0.182352941176471,0,0.0205882352941176,0.0617647058823529,0,0,0.0794117647058823,0,0,0.0088235294117647,0,0.00588235294117647,0,0,0.00588235294117647,0,0,0,0.00294117647058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00588235294117647,0,0,0.0088235294117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00294117647058824,0,0,0,0,0,0,0
1220,11815,0.0197044334975369,0.00492610837438424,0,0,0.0123152709359606,0.00985221674876847,0.177339901477833,0.00492610837438424,0.00246305418719212,0.0123152709359606,0.0123152709359606,0,0.0270935960591133,0.0147783251231527,0,0.00246305418719212,0.0123152709359606,0,0.00985221674876847,0.0738916256157636,0.233990147783251,0.00246305418719212,0.172413793103448,0,0.0394088669950739,0.0591133004926108,0,0,0.061576354679803,0,0,0.00738916256157635,0,0.00246305418719212,0,0,0,0,0,0.00492610837438424,0,0,0,0.00246305418719212,0,0,0,0,0,0.0123152709359606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00492610837438424,0,0,0,0,0,0,0
1240,12166,0.00677966101694915,0,0,0.00677966101694915,0.00338983050847458,0.0169491525423729,0.064406779661017,0,0,0.00677966101694915,0.00677966101694915,0,0.064406779661017,0.00677966101694915,0,0.00338983050847458,0.00338983050847458,0,0.00677966101694915,0.189830508474576,0.298305084745763,0,0.16271186440678,0,0.0169491525423729,0.0372881355932203,0,0,0.0677966101694915,0,0,0.00677966101694915,0,0,0,0,0.00677966101694915,0,0,0.00338983050847458,0,0.00338983050847458,0,0.00338983050847458,0,0,0,0,0,0.00338983050847458,0,0,0,0,0,0,0,0,0,0.00338983050847458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1260,12521,0.013550135501355,0,0,0.008130081300813,0.00542005420054201,0.010840108401084,0.040650406504065,0,0,0.016260162601626,0.018970189701897,0,0.08130081300813,0.010840108401084,0,0,0.08130081300813,0,0.021680216802168,0.417344173441734,0.0542005420054201,0,0.043360433604336,0,0.032520325203252,0.046070460704607,0,0.008130081300813,0.051490514905149,0,0,0.018970189701897,0,0.002710027100271,0,0.002710027100271,0.00542005420054201,0,0,0,0,0,0,0.00542005420054201,0,0,0,0,0,0,0,0,0.002710027100271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1280,12882,0,0,0,0.0146198830409357,0.00292397660818713,0.0204678362573099,0.064327485380117,0,0,0.00584795321637427,0.0467836257309941,0,0.0087719298245614,0.0263157894736842,0,0,0.0263157894736842,0,0.0087719298245614,0.608187134502924,0.0087719298245614,0.00292397660818713,0.0087719298245614,0,0.0409356725146199,0.0321637426900585,0,0.00292397660818713,0.0204678362573099,0,0,0.0263157894736842,0,0.0087719298245614,0,0,0.00584795321637427,0,0,0,0.00292397660818713,0,0,0.00292397660818713,0,0,0,0,0,0,0,0,0.00292397660818713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,13247,0.003125,0,0,0.003125,0.003125,0.021875,0.05625,0.003125,0.009375,0.0125,0.00625,0,0,0.025,0,0.00625,0.01875,0,0.009375,0.65625,0.003125,0,0.009375,0,0.025,0.021875,0,0.003125,0.00625,0,0,0.071875,0,0,0,0,0.009375,0.00625,0,0.003125,0.003125,0,0,0,0,0,0,0,0,0,0.003125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320,13618,0,0,0,0.0216606498194946,0,0.0433212996389892,0.104693140794224,0,0,0,0.0505415162454874,0,0.0397111913357401,0.0577617328519856,0,0,0.0144404332129964,0.0036101083032491,0.0036101083032491,0.505415162454874,0.0036101083032491,0,0.0036101083032491,0,0.0108303249097473,0.0433212996389892,0,0,0.0216606498194946,0,0,0.0397111913357401,0,0.0036101083032491,0,0,0.0180505415162455,0,0,0,0,0,0,0.0036101083032491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0036101083032491,0,0,0,0.0036101083032491,0,0,0,0,0,0,0,0,0
1340,13994,0,0,0,0.0060790273556231,0.00911854103343465,0.060790273556231,0.060790273556231,0,0,0.00303951367781155,0.0121580547112462,0,0.00911854103343465,0.0729483282674772,0,0,0.0121580547112462,0.00303951367781155,0.0060790273556231,0.60790273556231,0.00303951367781155,0,0,0,0.0303951367781155,0.0121580547112462,0,0.0060790273556231,0.0121580547112462,0,0,0.027355623100304,0,0.00303951367781155,0,0,0.00911854103343465,0.00911854103343465,0,0,0,0,0,0.00303951367781155,0,0,0,0,0,0,0,0.0060790273556231,0,0,0,0,0,0,0,0,0,0,0,0.00303951367781155,0,0,0,0.00303951367781155,0,0,0.00303951367781155,0,0,0,0,0.00303951367781155,0.00303951367781155,0,0,0,0
1360,14375,0,0,0,0.0246153846153846,0.0184615384615385,0.0707692307692308,0.0523076923076923,0,0,0.0123076923076923,0.0584615384615385,0,0.0276923076923077,0.0861538461538462,0,0.00307692307692308,0.0307692307692308,0.00307692307692308,0.00923076923076923,0.390769230769231,0,0,0,0,0.0123076923076923,0.0307692307692308,0,0.00923076923076923,0.0123076923076923,0,0,0.0430769230769231,0.00307692307692308,0.0153846153846154,0,0.00307692307692308,0.0153846153846154,0.0184615384615385,0,0.00307692307692308,0.00307692307692308,0.00615384615384615,0,0.00307692307692308,0,0,0,0,0,0,0.00307692307692308,0.00307692307692308,0,0,0,0,0,0,0,0.00307692307692308,0,0,0,0.00615384615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184615384615385,0,0,0
1380,14760,0.00332225913621262,0.00332225913621262,0,0.00664451827242525,0.0166112956810631,0.079734219269103,0.0332225913621262,0,0,0.0166112956810631,0.0465116279069767,0,0.0498338870431894,0.0830564784053156,0,0.00332225913621262,0.00996677740863787,0.00332225913621262,0.00996677740863787,0.401993355481728,0,0.00664451827242525,0.00664451827242525,0,0.0498338870431894,0.0465116279069767,0,0.00664451827242525,0.0199335548172757,0,0,0.0365448504983389,0,0.0132890365448505,0,0,0.026578073089701,0.00332225913621262,0,0.00332225913621262,0,0,0,0,0,0,0,0,0,0,0,0,0.00332225913621262,0,0,0,0,0,0,0,0,0,0,0.00996677740863787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400,15151,0.00288184438040346,0,0,0.00576368876080692,0.00288184438040346,0.0547550432276657,0.0115273775216138,0,0.00864553314121038,0,0.0345821325648415,0,0.0720461095100865,0.0432276657060519,0,0.00576368876080692,0.0230547550432277,0,0.00288184438040346,0.510086455331412,0,0,0.00288184438040346,0.00288184438040346,0.0605187319884726,0.0259365994236311,0,0.0288184438040346,0.00864553314121038,0,0,0.0288184438040346,0,0.00864553314121038,0,0,0.0288184438040346,0,0,0,0.00288184438040346,0,0,0.00288184438040346,0,0,0,0,0,0,0.00288184438040346,0,0.00864553314121038,0,0,0,0,0,0,0,0,0,0,0.00576368876080692,0,0,0,0,0,0,0,0.00288184438040346,0,0,0,0,0,0,0,0,0
1420,15547,0,0,0,0.00576368876080692,0.0230547550432277,0.0547550432276657,0.0115273775216138,0,0,0.00288184438040346,0.0345821325648415,0,0.0144092219020173,0.0576368876080692,0.00288184438040346,0.00288184438040346,0.0259365994236311,0,0.00288184438040346,0.631123919308357,0.00288184438040346,0,0,0,0.031700288184438,0.0201729106628242,0,0.0144092219020173,0,0,0,0.0345821325648415,0,0,0,0,0.00864553314121038,0,0,0,0,0,0,0.0144092219020173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00288184438040346,0,0
1440,15948,0,0.00305810397553517,0,0.00305810397553517,0.0275229357798165,0.0581039755351682,0.036697247706422,0.00305810397553517,0,0,0.055045871559633,0,0.073394495412844,0.0978593272171254,0.00305810397553517,0.00305810397553517,0.0152905198776758,0.00305810397553517,0.00305810397553517,0.443425076452599,0.00611620795107034,0,0.00611620795107034,0.00305810397553517,0.0275229357798165,0.00611620795107034,0,0.0214067278287462,0.00611620795107034,0,0,0.0244648318042813,0.00611620795107034,0.0122324159021407,0,0,0.0122324159021407,0.00611620795107034,0,0,0,0,0,0.0122324159021407,0,0,0,0,0,0.00305810397553517,0.00305810397553517,0,0,0,0,0,0,0,0,0,0,0.00305810397553517,0,0.00611620795107034,0,0,0,0.00305810397553517,0,0,0.00305810397553517,0,0,0,0,0,0,0,0,0,0
1450,NA,0,0,0,0,0.0122699386503067,0.0398773006134969,0.0828220858895705,0,0,0,0.0797546012269939,0,0.0306748466257669,0.0368098159509202,0,0,0,0,0,0.549079754601227,0.00306748466257669,0,0.00613496932515337,0,0.0429447852760736,0.00920245398773006,0,0.00920245398773006,0.00306748466257669,0,0,0.0306748466257669,0.00306748466257669,0.00306748466257669,0,0,0.0337423312883436,0.00306748466257669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00306748466257669,0,0,0,0,0,0,0,0,0.00306748466257669,0,0.00613496932515337,0,0,0.00306748466257669,0,0,0,0,0,0,0,0,0,0,0,0,0.00306748466257669,0.00306748466257669
