"sample.depths","sample.ages","Ambrosia.type","Artemisia","Carya","Asteraceae.undiff.","Cyperaceae","Fagus","Ostrya.Carpinus","Picea","Platanus","Quercus","Salix","Tilia","Ulmus","Alnus","Acer","Fraxinus","Juglans","Pinus","Amaranthaceae","Poaceae","Betula","Corylus","Cupressaceae","Herbs.undiff.","Polygonaceae.undiff.","Rumex","Tsuga","Nyssa","Abies","Rosaceae","Celtis","Larix","Myrica","Populus","Trees.undiff.","Thalictrum"
657,2992,0,0,0.0288461538461538,0,0,0.173076923076923,0.105769230769231,0.00480769230769231,0.0528846153846154,0.293269230769231,0.00480769230769231,0.00961538461538462,0.105769230769231,0,0.0673076923076923,0.100961538461538,0.00961538461538462,0.00961538461538462,0,0.00480769230769231,0.0144230769230769,0.00480769230769231,0,0,0,0,0.00961538461538462,0,0,0,0,0,0,0,0,0
703,3807,0.0202020202020202,0,0.0101010101010101,0,0.0101010101010101,0.111111111111111,0.0151515151515152,0,0.0555555555555556,0.434343434343434,0,0,0.131313131313131,0,0.0707070707070707,0.090909090909091,0.00505050505050505,0.0151515151515152,0,0.0202020202020202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101010101010101,0
771,5012,0.00980392156862745,0.00490196078431373,0.0343137254901961,0,0.0147058823529412,0.0441176470588235,0.0490196078431373,0,0.0147058823529412,0.426470588235294,0,0,0.161764705882353,0.00980392156862745,0.0441176470588235,0.0686274509803922,0.0147058823529412,0.0294117647058824,0.00490196078431373,0.0343137254901961,0.0196078431372549,0.00980392156862745,0,0,0,0,0,0,0,0,0,0,0,0.00490196078431373,0,0
831,6041,0,0,0.0351758793969849,0,0.0050251256281407,0.100502512562814,0.0201005025125628,0,0.0603015075376884,0.376884422110553,0,0.0050251256281407,0.206030150753769,0.0050251256281407,0.0100502512562814,0.0904522613065327,0.0201005025125628,0.0150753768844221,0.0050251256281407,0.0050251256281407,0.0100502512562814,0.0100502512562814,0,0,0,0,0,0,0,0.0050251256281407,0,0,0,0.0050251256281407,0,0.0100502512562814
876,6804,0,0.00497512437810945,0.0099502487562189,0,0.00497512437810945,0.0895522388059701,0.0447761194029851,0,0.0298507462686567,0.497512437810945,0,0,0.0895522388059701,0,0.0248756218905473,0.0696517412935323,0.0597014925373134,0.0348258706467662,0.00497512437810945,0.0099502487562189,0.0099502487562189,0.00497512437810945,0,0.0099502487562189,0,0,0,0,0,0,0,0,0,0,0,0
916,7483,0.0103626943005181,0.00518134715025907,0.0362694300518135,0.00518134715025907,0,0.145077720207254,0.0466321243523316,0,0.077720207253886,0.300518134715026,0.00518134715025907,0,0.207253886010363,0,0.0466321243523316,0.077720207253886,0,0.0103626943005181,0.00518134715025907,0,0.00518134715025907,0.0103626943005181,0,0,0,0,0,0,0,0,0,0.00518134715025907,0,0,0,0
976,8501,0.00561797752808989,0.0112359550561798,0.0561797752808989,0,0,0.0337078651685393,0.0617977528089888,0.0168539325842697,0.0449438202247191,0.398876404494382,0,0,0.235955056179775,0,0.0337078651685393,0.0337078651685393,0.00561797752808989,0,0,0.00561797752808989,0.0280898876404494,0.0168539325842697,0,0.00561797752808989,0,0,0,0,0,0,0.00561797752808989,0,0,0,0,0
1016,9442,0.0201005025125628,0.0050251256281407,0.0201005025125628,0.0050251256281407,0.0050251256281407,0,0.0351758793969849,0,0.0100502512562814,0.532663316582915,0.0050251256281407,0.0050251256281407,0.155778894472362,0.0050251256281407,0.0201005025125628,0.0402010050251256,0.0050251256281407,0.0954773869346734,0,0.0201005025125628,0.0100502512562814,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0050251256281407,0
1035,10097,0,0.00495049504950495,0.0247524752475248,0,0,0,0.108910891089109,0,0.0099009900990099,0.584158415841584,0.00495049504950495,0.0099009900990099,0.0247524752475248,0,0.0297029702970297,0.0891089108910891,0.00495049504950495,0.0594059405940594,0,0.0099009900990099,0.0297029702970297,0,0,0,0,0,0,0,0,0,0,0,0,0.00495049504950495,0,0
1050,10614,0.00497512437810945,0.0099502487562189,0.0149253731343284,0,0.0099502487562189,0,0.114427860696517,0,0.0199004975124378,0.388059701492537,0,0.00497512437810945,0.0696517412935323,0,0.0199004975124378,0.0796019900497512,0.00497512437810945,0.238805970149254,0,0,0.0099502487562189,0,0.00497512437810945,0.00497512437810945,0,0,0,0,0,0,0,0,0,0,0,0
1065,11311,0.0147058823529412,0,0.0392156862745098,0.00490196078431373,0,0,0.0686274509803922,0,0.00490196078431373,0.313725490196078,0.00490196078431373,0.00490196078431373,0.0784313725490196,0,0.0196078431372549,0.0784313725490196,0,0.313725490196078,0,0.0245098039215686,0.0147058823529412,0,0,0,0,0,0.00490196078431373,0,0.00490196078431373,0,0,0,0,0.00490196078431373,0,0
1085,11837,0,0.0099009900990099,0.0297029702970297,0,0.0099009900990099,0,0.0495049504950495,0.0148514851485149,0,0.173267326732673,0,0.00495049504950495,0.123762376237624,0.0099009900990099,0.00495049504950495,0.099009900990099,0.00495049504950495,0.356435643564356,0,0.0099009900990099,0.0297029702970297,0.0148514851485149,0,0,0,0,0,0,0.00495049504950495,0,0,0.0148514851485149,0,0.0346534653465347,0,0
1100,12232,0,0,0.00938967136150235,0.00469483568075117,0.00938967136150235,0,0.0610328638497653,0.0375586854460094,0.00469483568075117,0.103286384976526,0.00938967136150235,0,0.0328638497652582,0.00469483568075117,0.00938967136150235,0.0375586854460094,0,0.582159624413146,0,0.00938967136150235,0.028169014084507,0.00469483568075117,0,0,0,0,0,0,0.0140845070422535,0,0,0.0234741784037559,0,0.0140845070422535,0,0
1141,13311,0,0,0,0,0.02,0,0.02,0.205,0,0.015,0,0,0.025,0.015,0,0,0,0.62,0,0.01,0.015,0,0.005,0,0,0,0.005,0,0,0,0,0.01,0,0.035,0,0
1163,13890,0.0146341463414634,0.073170731707317,0,0,0.0195121951219512,0,0.0439024390243902,0.458536585365854,0,0.097560975609756,0.0439024390243902,0,0.0097560975609756,0,0,0.024390243902439,0,0.0878048780487805,0,0.0195121951219512,0.0146341463414634,0,0.0097560975609756,0.0048780487804878,0.0048780487804878,0,0,0,0.0292682926829268,0,0,0.0097560975609756,0.0048780487804878,0.0146341463414634,0.0048780487804878,0.0097560975609756
1183,14417,0.0144927536231884,0.0652173913043478,0.0072463768115942,0.0072463768115942,0.123188405797101,0,0.123188405797101,0.260869565217391,0,0.0579710144927536,0.0217391304347826,0,0.0144927536231884,0,0.0072463768115942,0.0942028985507246,0,0.0144927536231884,0,0.0652173913043478,0,0.0289855072463768,0.0072463768115942,0,0,0,0,0,0.0072463768115942,0.0072463768115942,0.0144927536231884,0.0072463768115942,0,0.036231884057971,0.0072463768115942,0.0072463768115942
1198,NA,0.021505376344086,0.032258064516129,0,0,0.0752688172043011,0,0.0967741935483871,0.279569892473118,0,0.10752688172043,0.032258064516129,0,0,0,0,0.204301075268817,0,0.010752688172043,0,0.043010752688172,0.021505376344086,0,0.010752688172043,0.010752688172043,0,0,0,0,0,0,0,0,0,0.0537634408602151,0,0
1226,NA,0.0421052631578947,0.0315789473684211,0,0,0.0210526315789474,0,0.0526315789473684,0.168421052631579,0,0.0315789473684211,0.0105263157894737,0,0.0210526315789474,0.0105263157894737,0,0.368421052631579,0,0.0105263157894737,0,0.0210526315789474,0,0,0.0631578947368421,0,0,0,0.0105263157894737,0,0,0,0,0,0,0.136842105263158,0,0
1246,NA,0.0309278350515464,0.0309278350515464,0.0103092783505155,0,0.0515463917525773,0,0.0412371134020619,0.298969072164948,0,0.0618556701030928,0,0,0,0,0.0103092783505155,0.268041237113402,0,0,0,0.0412371134020619,0,0.0103092783505155,0.11340206185567,0,0,0,0,0,0,0,0.0103092783505155,0.0103092783505155,0,0.0103092783505155,0,0
1291,NA,0.111111111111111,0,0,0,0.0888888888888889,0,0.0111111111111111,0.233333333333333,0,0.0666666666666667,0,0,0,0.0111111111111111,0,0.177777777777778,0,0,0,0.0222222222222222,0,0,0.222222222222222,0,0,0,0,0,0,0,0,0,0,0.0555555555555556,0,0
1363,NA,0.0397350993377483,0.0860927152317881,0.0132450331125828,0.00662251655629139,0.0794701986754967,0,0.0264900662251656,0.311258278145695,0,0.0794701986754967,0.0397350993377483,0,0.0198675496688742,0.0132450331125828,0.00662251655629139,0.0596026490066225,0,0.0264900662251656,0.00662251655629139,0.0596026490066225,0.0198675496688742,0,0.0198675496688742,0,0,0,0.00662251655629139,0,0.00662251655629139,0.0264900662251656,0,0,0.0132450331125828,0.033112582781457,0,0
1400,NA,0.0188679245283019,0.0377358490566038,0,0,0.0377358490566038,0,0,0.39622641509434,0,0.0566037735849057,0,0,0,0.0188679245283019,0,0.150943396226415,0,0,0,0.0754716981132075,0.0377358490566038,0,0.0943396226415094,0.0754716981132075,0,0,0,0,0,0,0,0,0,0,0,0
