"sample.depths","sample.ages","Acer.undiff.","Alnus.incana.type","Ambrosia.type","Artemisia","Bidens.type","Carya","Cephalanthus","Iva.annua.type","Cupressaceae","Cyperaceae","Fraxinus.nigra.type","Juglans.undiff.","Liquidambar","Nyssa","Pinus.subg..Pinus","Pinus.undiff.","Quercus","Rubus","Salix","Thalictrum","Ulmus","Populus","Poaceae","Acer.saccharum","Smilax","Polygonum.hydropiper.type","Acer.rubrum","Castanea","Amaranthaceae.undiff.","Fagus","Fraxinus.pennsylvanica.type","Ostrya.Carpinus","Betula","Fraxinus.undiff.","Juglans.cinerea","Juglans.nigra","Morus","Mentha.type","Asteraceae.subf..Cichorioideae","Lyonia","Celtis","Lamiaceae.undiff.","Spiraea.type","Asteraceae.subf..Asteroideae.undiff.","Acer.negundo","Rumex","Prunella.type","Viburnum","Sanguisorba.canadensis","Sanguinaria.canadensis","Fabaceae.undiff.","Amorpha","Sarcobatus.vermiculatus","Apiaceae","Rosaceae.undiff.","Plantago","Tilia","Corylus","Dalea","Larix","Picea","Platanus","Urtica.type","Brassicaceae","Acer.saccharinum","Toxicodendron","Abies","Prunus","Achillea.type","Myrica.type","Gaura","Epilobium","Cirsium.Carduus.type","Polygonum.aviculare.type","Ephedra","Primula","Caryophyllaceae","Potentilla","Sambucus","Xanthium","Saxifragaceae","Polygonum.viviparum.type","Shepherdia.canadensis","Acer.nigrum","Eupatorium.type","Ranunculaceae.undiff.","Circaea","Onagraceae.undiff."
75,5544,0,0.002,0.014,0.002,0.002,0.034,0.018,0.002,0.004,0.05,0.024,0,0.004,0,0.004,0.004,0.626,0,0.006,0.006,0.012,0.004,0.154,0,0,0.002,0,0,0.004,0,0.002,0,0.002,0,0,0,0,0,0,0,0,0,0.002,0.004,0,0,0.002,0,0.002,0,0,0,0.002,0.002,0.002,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,6327,0,0.00148148148148148,0.0340740740740741,0.00148148148148148,0.00296296296296296,0.042962962962963,0.00296296296296296,0.00148148148148148,0,0.0251851851851852,0,0,0.00296296296296296,0.00148148148148148,0,0.00444444444444444,0.488888888888889,0,0.00592592592592593,0.00296296296296296,0.0177777777777778,0.00740740740740741,0.343703703703704,0,0,0.00148148148148148,0,0,0.00296296296296296,0,0,0,0.00296296296296296,0.00148148148148148,0,0,0,0,0,0,0.00148148148148148,0.00148148148148148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,6607,0,0.00166251039068994,0.0598503740648379,0.00997506234413965,0.00498753117206983,0.0465502909393184,0.00831255195344971,0.00332502078137988,0,0.0232751454696592,0.00498753117206983,0.00332502078137988,0.00498753117206983,0.00166251039068994,0,0.000831255195344971,0.515378221113882,0,0.00997506234413965,0.00166251039068994,0.00665004156275977,0.00166251039068994,0.27597672485453,0,0,0,0,0,0.00332502078137988,0,0,0,0,0.00498753117206983,0,0.00166251039068994,0,0,0,0,0,0,0,0.00498753117206983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,6953,0.00420168067226891,0,0.0441176470588235,0,0.00210084033613445,0.0504201680672269,0.0273109243697479,0.00420168067226891,0,0.0357142857142857,0.0168067226890756,0,0.00840336134453781,0.00210084033613445,0.00210084033613445,0.00210084033613445,0.539915966386555,0,0.00210084033613445,0.00210084033613445,0.00840336134453781,0.00210084033613445,0.210084033613445,0.00210084033613445,0,0.00420168067226891,0,0,0.00210084033613445,0,0,0,0.00630252100840336,0,0,0,0,0,0,0,0,0.00210084033613445,0.00210084033613445,0.0147058823529412,0,0,0,0,0,0,0,0,0,0.00210084033613445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,7227,0.00172117039586919,0,0.0344234079173838,0.00516351118760757,0.00344234079173838,0.044750430292599,0.0120481927710843,0.00172117039586919,0,0.0309810671256454,0.00172117039586919,0,0.00172117039586919,0.00516351118760757,0,0.00172117039586919,0.540447504302926,0,0.0120481927710843,0.00344234079173838,0.00516351118760757,0,0.275387263339071,0,0,0.00344234079173838,0,0,0,0,0,0,0.00516351118760757,0.00172117039586919,0,0,0,0,0,0,0.00172117039586919,0,0,0.00516351118760757,0,0,0,0,0,0,0,0,0,0,0,0,0.00172117039586919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,7632,0.00251256281407035,0,0.0351758793969849,0.00251256281407035,0.0050251256281407,0.0477386934673367,0.00753768844221105,0.0050251256281407,0,0.0301507537688442,0.0100502512562814,0,0.00251256281407035,0,0,0,0.648241206030151,0.00251256281407035,0.0100502512562814,0.00251256281407035,0.0150753768844221,0,0.14572864321608,0,0,0,0,0,0.0050251256281407,0,0.00251256281407035,0,0.0050251256281407,0.00251256281407035,0,0,0,0,0.00251256281407035,0,0.0050251256281407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0050251256281407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,7963,0.00211416490486258,0.00211416490486258,0.0549682875264271,0,0.00211416490486258,0.0317124735729387,0.0211416490486258,0,0,0.0443974630021142,0.00422832980972516,0.00211416490486258,0,0,0,0,0.670190274841438,0,0.00634249471458774,0.00211416490486258,0.0232558139534884,0.0126849894291755,0.0761099365750529,0.00634249471458774,0.00845665961945032,0,0,0,0.00211416490486258,0,0,0,0.0105708245243129,0,0,0,0,0,0,0,0.00211416490486258,0,0,0.00845665961945032,0,0,0,0,0,0,0,0,0,0,0.00211416490486258,0,0,0.00422832980972516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,8288,0,0,0.0537634408602151,0.00268817204301075,0.010752688172043,0.0537634408602151,0.0188172043010753,0.00268817204301075,0,0.043010752688172,0.00806451612903226,0.00268817204301075,0.00268817204301075,0,0,0.00537634408602151,0.674731182795699,0,0,0.00806451612903226,0.0134408602150538,0.00537634408602151,0.043010752688172,0,0,0.00268817204301075,0.00268817204301075,0,0.00268817204301075,0.00537634408602151,0,0,0.0161290322580645,0,0.00806451612903226,0.00268817204301075,0,0,0,0,0.00268817204301075,0,0,0.00268817204301075,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00268817204301075,0.00268817204301075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,9530,0.00562851782363977,0.00562851782363977,0.174484052532833,0.0131332082551595,0.0225140712945591,0.0787992495309568,0,0.00562851782363977,0,0.0806754221388368,0.0187617260787993,0.00187617260787992,0,0.00375234521575985,0,0.00562851782363977,0.317073170731707,0,0.00938086303939963,0.00187617260787992,0.0168855534709193,0.0075046904315197,0.118198874296435,0,0.0075046904315197,0.00375234521575985,0.00375234521575985,0,0,0,0.00375234521575985,0,0.00562851782363977,0.00187617260787992,0.00187617260787992,0,0,0,0,0,0.00375234521575985,0.00187617260787992,0.00562851782363977,0.0356472795497186,0,0,0,0,0,0,0,0,0,0,0,0,0.00375234521575985,0.00938086303939963,0.0112570356472795,0.00187617260787992,0.00375234521575985,0.00375234521575985,0.00187617260787992,0.00187617260787992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,10673,0.00187090739008419,0.00561272217025257,0.106641721234799,0.00935453695042095,0.0130963517305893,0.127221702525725,0,0.00187090739008419,0,0.0542563143124415,0.0187090739008419,0.00374181478016838,0,0,0.00187090739008419,0.00187090739008419,0.404115996258185,0,0,0.00561272217025257,0.0280636108512629,0.00748362956033676,0.0636108512628625,0,0.00935453695042095,0,0.00187090739008419,0,0,0.00374181478016838,0,0,0.0112254443405051,0,0.00187090739008419,0,0,0,0,0,0,0,0.00374181478016838,0.0598690364826941,0.00187090739008419,0,0,0,0,0,0,0,0,0.00187090739008419,0,0,0,0.0261927034611787,0,0,0.0177736202057998,0,0,0,0.00374181478016838,0.00187090739008419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,11717,0,0.00729040097205346,0.138517618469016,0.00972053462940462,0.0170109356014581,0.0972053462940462,0,0.00486026731470231,0,0.0145808019441069,0.0218712029161604,0,0.00243013365735115,0,0,0.00607533414337789,0.459295261239368,0,0.00729040097205346,0.00243013365735115,0.0170109356014581,0.00243013365735115,0.0291616038882139,0.0218712029161604,0,0.00486026731470231,0,0,0,0,0.00243013365735115,0,0.00729040097205346,0,0.00243013365735115,0.00243013365735115,0,0,0,0,0,0.00243013365735115,0.00243013365735115,0.0364520048602673,0,0,0,0.00243013365735115,0,0,0,0,0,0,0.00243013365735115,0,0.00243013365735115,0.0170109356014581,0,0,0.0486026731470231,0,0.00486026731470231,0,0,0,0.00243013365735115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,12661,0,0.00454029511918275,0.170261066969353,0.0136208853575482,0.00681044267877412,0.0839954597048808,0.00227014755959137,0.00454029511918275,0,0.0249716231555051,0.0317820658342792,0.00227014755959137,0,0,0.00454029511918275,0.00454029511918275,0.392735527809308,0,0.00681044267877412,0.0113507377979569,0.0385925085130533,0,0.0522133938706016,0.0113507377979569,0,0.00681044267877412,0,0,0,0,0.00227014755959137,0,0.0136208853575482,0,0,0.00227014755959137,0,0,0,0,0,0.00227014755959137,0.00227014755959137,0.0431328036322361,0,0,0,0,0,0,0,0,0,0,0,0,0.00454029511918275,0.0272417707150965,0,0,0.0238365493757094,0,0,0,0,0,0,0.00227014755959137,0.00227014755959137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,13507,0,0.00464037122969838,0.148491879350348,0.00696055684454756,0.0139211136890951,0.0719257540603248,0,0,0,0.0208816705336427,0.0719257540603248,0,0,0,0,0.00348027842227378,0.424593967517401,0,0.00232018561484919,0.00464037122969838,0.0232018561484919,0.00232018561484919,0.062645011600928,0.0116009280742459,0,0,0,0,0,0,0,0,0.0185614849187935,0.00928074245939675,0,0,0,0,0,0,0.00696055684454756,0.00232018561484919,0,0.0208816705336427,0,0,0,0,0,0,0,0,0,0.00464037122969838,0.00232018561484919,0,0.00232018561484919,0.0278422273781903,0,0,0.0243619489559165,0,0,0,0,0,0,0,0,0.00464037122969838,0.00232018561484919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,14258,0,0.00633579725448786,0.111932418162619,0.0147835269271383,0.0211193241816262,0.0633579725448786,0,0,0,0.0380147835269271,0.0633579725448786,0,0,0,0.00422386483632524,0.00211193241816262,0.365364308342133,0,0.00633579725448786,0.00211193241816262,0.027455121436114,0,0.0570221752903907,0.00422386483632524,0.00422386483632524,0.00844772967265047,0,0,0,0,0.00422386483632524,0,0.0190073917634636,0.00211193241816262,0,0,0,0,0,0,0,0,0.00211193241816262,0.0380147835269271,0,0,0,0,0,0,0,0,0,0.00211193241816262,0.00211193241816262,0,0.00211193241816262,0.0253431890179514,0,0,0.085533262935586,0,0,0.00211193241816262,0,0,0.00211193241816262,0,0,0.00211193241816262,0,0.00211193241816262,0.00844772967265047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,14919,0,0.0243013365735115,0.0267314702308627,0.0194410692588092,0.0194410692588092,0.00243013365735115,0,0.00243013365735115,0,0.031591737545565,0.170109356014581,0.00243013365735115,0,0,0,0.00972053462940462,0.403402187120292,0,0,0.00243013365735115,0.0121506682867558,0,0.0801944106925881,0.00972053462940462,0,0,0,0,0,0,0.00486026731470231,0,0.00972053462940462,0.00243013365735115,0,0.00243013365735115,0,0.00243013365735115,0,0,0,0.00486026731470231,0.00486026731470231,0.0243013365735115,0,0,0,0,0,0,0,0,0,0.00486026731470231,0.00729040097205346,0,0,0.0145808019441069,0,0,0.0911300121506683,0,0,0.00243013365735115,0,0,0.00243013365735115,0,0,0,0,0,0.00486026731470231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,15497,0.00225479143179256,0.0270574971815107,0.0225479143179256,0.0180383314543405,0.0248027057497181,0,0,0,0.00225479143179256,0.0586245772266065,0.17587373167982,0,0,0,0.00450958286358512,0.0169109357384442,0.311161217587373,0,0.0225479143179256,0.00450958286358512,0.0112739571589628,0,0.0744081172491545,0.00450958286358512,0.0135287485907554,0.00225479143179256,0,0,0.00225479143179256,0,0.0157835400225479,0,0.0293122886133033,0.0157835400225479,0,0,0,0.00225479143179256,0,0,0,0,0,0.0248027057497181,0.00450958286358512,0,0,0.00225479143179256,0,0,0,0,0,0,0,0,0,0.0248027057497181,0,0,0.0642615558060879,0,0,0,0,0,0.0101465614430665,0,0,0.00225479143179256,0,0,0.00450958286358512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,15997,0,0.0131004366812227,0.0152838427947598,0.0109170305676856,0.0218340611353712,0.00873362445414847,0,0,0.00218340611353712,0.104803493449782,0.174672489082969,0,0.00436681222707424,0,0.0109170305676856,0.0152838427947598,0.165938864628821,0,0.00655021834061135,0.00655021834061135,0.0109170305676856,0.00436681222707424,0.104803493449782,0,0.0109170305676856,0,0,0,0,0.00218340611353712,0.0131004366812227,0,0.00218340611353712,0,0,0,0,0,0,0,0,0,0,0.00436681222707424,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196506550218341,0,0.00218340611353712,0.233624454148472,0,0,0,0,0,0.0109170305676856,0,0.00655021834061135,0,0,0,0.00436681222707424,0.00436681222707424,0.00218340611353712,0.00218340611353712,0,0,0,0,0,0,0,0,0,0,0,0
315,16425,0.00493827160493827,0.0148148148148148,0.0222222222222222,0.0320987654320988,0.0172839506172839,0,0,0.00246913580246914,0,0.0172839506172839,0.234567901234568,0,0.00493827160493827,0,0.0123456790123457,0.0172839506172839,0.31358024691358,0.0123456790123457,0.00987654320987654,0.00740740740740741,0.00740740740740741,0,0.0469135802469136,0.00493827160493827,0,0,0,0,0,0,0.0123456790123457,0,0.00740740740740741,0.00740740740740741,0,0.00246913580246914,0,0,0,0,0,0,0,0.0222222222222222,0,0,0.00246913580246914,0,0,0,0,0,0,0.00987654320987654,0.00493827160493827,0,0,0.0123456790123457,0,0,0.133333333333333,0,0,0.00246913580246914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,17089,0,0.0431965442764579,0.0280777537796976,0.0215982721382289,0.0172786177105832,0,0,0.00215982721382289,0.0129589632829374,0.0842332613390929,0.159827213822894,0,0,0,0.019438444924406,0.0215982721382289,0.215982721382289,0,0.0280777537796976,0.0129589632829374,0.00647948164146868,0,0.0885529157667387,0,0.00215982721382289,0,0.00215982721382289,0,0.00431965442764579,0,0.0215982721382289,0,0.00863930885529158,0.00647948164146868,0,0,0,0.00215982721382289,0,0,0,0,0,0.0107991360691145,0,0,0,0.00215982721382289,0.00215982721382289,0,0,0,0,0.00215982721382289,0,0,0,0.0280777537796976,0,0,0.133909287257019,0,0,0.00215982721382289,0,0,0.00647948164146868,0,0,0,0,0,0.00215982721382289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,17702,0,0.0459770114942529,0.0275862068965517,0.0298850574712644,0.0229885057471264,0,0,0.00459770114942529,0.00229885057471264,0.0436781609195402,0.0919540229885057,0,0,0,0.00689655172413793,0.032183908045977,0.236781609195402,0,0.0114942528735632,0.00919540229885057,0.00689655172413793,0,0.0574712643678161,0,0,0,0,0.00229885057471264,0.00689655172413793,0,0.0137931034482759,0,0.00919540229885057,0.00459770114942529,0,0,0,0,0,0,0,0,0.0137931034482759,0.00459770114942529,0.00229885057471264,0,0.00229885057471264,0,0.00229885057471264,0,0,0,0,0.00689655172413793,0.00229885057471264,0,0,0.0275862068965517,0,0,0.255172413793103,0,0,0,0,0,0.00919540229885057,0,0,0,0,0,0.00229885057471264,0,0,0,0.00229885057471264,0.00229885057471264,0,0,0,0,0,0,0,0,0,0
455,17928,0.0023696682464455,0.042654028436019,0.0308056872037915,0.037914691943128,0.009478672985782,0.004739336492891,0,0.004739336492891,0,0.0355450236966825,0.104265402843602,0,0,0,0.0118483412322275,0.04739336492891,0.222748815165877,0,0,0,0.004739336492891,0,0.0308056872037915,0.004739336492891,0,0,0,0,0.009478672985782,0,0.009478672985782,0,0.0308056872037915,0,0,0.0023696682464455,0,0,0,0,0,0.0023696682464455,0.0213270142180095,0.023696682464455,0,0,0,0,0,0,0,0,0,0.009478672985782,0.00710900473933649,0.0023696682464455,0,0.0308056872037915,0,0,0.239336492890995,0,0,0,0,0,0.009478672985782,0,0,0,0,0,0,0,0,0.0023696682464455,0,0.004739336492891,0,0,0,0,0,0,0,0,0,0
495,18066,0,0.0348692403486924,0.0149439601494396,0.0323785803237858,0.0024906600249066,0,0,0.0024906600249066,0.0024906600249066,0.0448318804483188,0.12453300124533,0,0,0,0.012453300124533,0.0361145703611457,0.164383561643836,0.0024906600249066,0.0074719800747198,0.0174346201743462,0.0024906600249066,0,0.0273972602739726,0,0,0.0024906600249066,0,0,0.0024906600249066,0,0.0074719800747198,0,0.0149439601494396,0.0099626400996264,0,0,0,0.0024906600249066,0,0,0,0.0024906600249066,0.0224159402241594,0.012453300124533,0,0,0,0,0,0,0,0,0,0.0049813200498132,0,0,0,0.0099626400996264,0,0,0.339975093399751,0,0,0,0.0049813200498132,0,0.0186799501867995,0,0,0,0,0,0.0049813200498132,0,0,0.0024906600249066,0.0024906600249066,0.0049813200498132,0,0,0,0,0,0,0,0,0,0
555,18187,0,0.052757793764988,0.0143884892086331,0.0479616306954436,0.0119904076738609,0,0,0,0,0.0407673860911271,0.100719424460432,0.00239808153477218,0,0,0.0167865707434053,0.0599520383693046,0.172661870503597,0,0.0119904076738609,0.0119904076738609,0.00239808153477218,0,0.0359712230215827,0,0.00239808153477218,0,0,0,0.00239808153477218,0,0.00239808153477218,0,0.0215827338129496,0,0.00239808153477218,0,0,0.00239808153477218,0,0,0,0.00479616306954436,0.00959232613908873,0.0167865707434053,0,0,0,0,0.00239808153477218,0,0,0,0,0.00239808153477218,0,0,0,0.00479616306954436,0,0,0.308153477218225,0,0,0,0,0,0.0251798561151079,0,0,0.00239808153477218,0,0,0.00239808153477218,0,0,0,0,0.00239808153477218,0.00239808153477218,0,0,0,0,0,0,0,0,0
