"sample.depths","sample.ages","Ambrosia.type","Carya","Cupressaceae","Cyperaceae","Ericaceae","Liquidambar","Quercus","Asteraceae.subf..Asteroideae.undiff.","Cornus","Myrica","Pinus","Poaceae","Rubiaceae","Artemisia","Betula","Castanea","Nyssa","Shrubs.undiff.","Alnus","Polygonum","Iva","Herbs.undiff.","Magnolia","Ostrya.Carpinus","Platanus","Ulmus","Fagus","Fraxinus.pennsylvanica.type","Onagraceae","Acer.saccharum.type","Acer.rubrum","Celtis","Apiaceae","Juglans.nigra","Salix","Amaranthaceae","Caryophyllaceae","Juglans.cinerea","Tsuga","Vitis","Urtica.type","Corylus","Morus","Ilex","Picea","Rhamnaceae.Vitaceae.undiff.","Abies","Thalictrum","Polygonaceae.undiff.","Rumex","Fabaceae","Moraceae.undiff.","Caprifoliaceae","Cistaceae","Asteraceae.subf..Cichorioideae"
340,5808,0,0.0128617363344051,0.00321543408360129,0.0707395498392283,0,0.0160771704180064,0.263665594855305,0.00321543408360129,0,0,0.498392282958199,0.0996784565916399,0.00964630225080386,0,0.00321543408360129,0,0.00321543408360129,0,0,0.00321543408360129,0,0,0.00321543408360129,0.00321543408360129,0,0.00321543408360129,0,0.00321543408360129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,6418,0,0.029673590504451,0.0029673590504451,0.0356083086053412,0,0.0207715133531157,0.459940652818991,0,0,0,0.370919881305638,0.0237388724035608,0.0029673590504451,0,0.00593471810089021,0,0,0,0,0.0029673590504451,0,0,0.00890207715133531,0.00593471810089021,0,0.00890207715133531,0.0118694362017804,0,0,0,0,0,0.0029673590504451,0,0.0029673590504451,0.0029673590504451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,7092,0,0.0318471337579618,0.0159235668789809,0.0159235668789809,0,0.0222929936305732,0.519108280254777,0,0,0,0.248407643312102,0.0828025477707006,0.00318471337579618,0,0.00318471337579618,0.00636942675159236,0.00955414012738853,0,0.00318471337579618,0,0,0,0,0.00636942675159236,0.00318471337579618,0.00955414012738853,0.00318471337579618,0.00955414012738853,0.00318471337579618,0,0,0,0,0,0,0,0.00318471337579618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,8149,0,0.042042042042042,0.006006006006006,0.027027027027027,0,0.018018018018018,0.528528528528528,0.009009009009009,0,0,0.27027027027027,0.039039039039039,0.009009009009009,0,0,0,0.003003003003003,0,0.003003003003003,0,0,0,0,0.009009009009009,0.009009009009009,0.003003003003003,0.012012012012012,0.003003003003003,0,0,0.003003003003003,0,0.006006006006006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,9538,0.00634920634920635,0.0412698412698413,0.0126984126984127,0.0126984126984127,0,0.0158730158730159,0.59047619047619,0.00317460317460317,0,0.00317460317460317,0.26031746031746,0.00634920634920635,0,0,0.00317460317460317,0,0,0,0,0,0,0,0.00317460317460317,0.00317460317460317,0,0.00952380952380952,0.0158730158730159,0.00317460317460317,0,0,0,0,0,0,0,0,0,0.00317460317460317,0.00317460317460317,0.00317460317460317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,10513,0.0131004366812227,0.0480349344978166,0.00436681222707424,0.00873362445414847,0,0.00873362445414847,0.572052401746725,0.00873362445414847,0,0,0.301310043668122,0.00873362445414847,0,0,0.00436681222707424,0,0.00436681222707424,0,0.00436681222707424,0.00436681222707424,0,0,0,0,0,0,0.00436681222707424,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00436681222707424,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,11034,0.00320512820512821,0.134615384615385,0.00641025641025641,0.00320512820512821,0,0.00320512820512821,0.544871794871795,0,0,0,0.173076923076923,0,0,0.00320512820512821,0.00961538461538462,0.00320512820512821,0.00320512820512821,0,0.00641025641025641,0,0,0,0,0.0192307692307692,0,0.0288461538461538,0.0384615384615385,0.00320512820512821,0,0,0,0,0,0.00320512820512821,0,0,0,0,0.00320512820512821,0,0,0.00641025641025641,0.00320512820512821,0,0,0,0,0,0,0,0,0,0,0,0
410,11575,0,0.136094674556213,0.0177514792899408,0.0177514792899408,0,0,0.56508875739645,0.0029585798816568,0,0,0.0325443786982249,0.014792899408284,0.0029585798816568,0,0.0029585798816568,0,0,0,0,0,0.00591715976331361,0,0,0.0384615384615385,0.0029585798816568,0.0118343195266272,0.109467455621302,0.00887573964497041,0,0,0,0,0,0,0,0,0,0,0.00591715976331361,0.0029585798816568,0,0.00591715976331361,0,0.0029585798816568,0.0118343195266272,0,0,0,0,0,0,0,0,0,0
420,12700,0.00320512820512821,0.153846153846154,0.0224358974358974,0.00320512820512821,0,0.00320512820512821,0.564102564102564,0.00320512820512821,0,0,0.032051282051282,0.016025641025641,0,0,0.00961538461538462,0,0,0,0.00641025641025641,0,0.00320512820512821,0.00320512820512821,0,0.0512820512820513,0.00961538461538462,0.00961538461538462,0.0737179487179487,0.00641025641025641,0,0.00320512820512821,0,0,0.00641025641025641,0.00320512820512821,0,0,0,0,0,0.00320512820512821,0,0.00320512820512821,0,0.00320512820512821,0,0.00320512820512821,0,0,0,0,0,0,0,0,0
425,13273,0.0207100591715976,0.144970414201183,0.0177514792899408,0.014792899408284,0,0,0.553254437869823,0.00591715976331361,0,0.0029585798816568,0.0710059171597633,0.0029585798816568,0,0,0,0.0118343195266272,0,0,0,0,0.00591715976331361,0,0,0.0650887573964497,0.0029585798816568,0.014792899408284,0.0266272189349112,0.00887573964497041,0,0,0,0,0,0,0.0029585798816568,0,0,0,0.0029585798816568,0.00591715976331361,0,0.00591715976331361,0,0,0.00591715976331361,0,0.0029585798816568,0.0029585798816568,0,0,0,0,0,0,0
430,13846,0.0348837209302326,0.159883720930233,0.0116279069767442,0.00872093023255814,0,0,0.546511627906977,0.00290697674418605,0.00290697674418605,0,0.0755813953488372,0.00290697674418605,0,0.00581395348837209,0.00872093023255814,0.00581395348837209,0,0,0.0116279069767442,0,0.00290697674418605,0.00290697674418605,0,0.066860465116279,0.00290697674418605,0.0116279069767442,0,0.00581395348837209,0,0.00290697674418605,0,0.00290697674418605,0,0.00290697674418605,0.00290697674418605,0,0,0,0.00872093023255814,0,0,0,0,0.00290697674418605,0.00581395348837209,0,0,0,0,0,0,0,0,0,0
440,14970,0.0121951219512195,0.11280487804878,0.00914634146341463,0.0365853658536585,0,0,0.277439024390244,0.00914634146341463,0,0,0.432926829268293,0.0182926829268293,0,0.00914634146341463,0.00304878048780488,0,0,0,0.00304878048780488,0,0,0,0,0.0213414634146341,0,0.00609756097560976,0.00304878048780488,0.00914634146341463,0,0.00304878048780488,0,0,0,0,0.00304878048780488,0,0.00304878048780488,0,0,0,0,0,0,0,0.0182926829268293,0,0,0,0.00304878048780488,0.00304878048780488,0.00304878048780488,0,0,0,0
450,16024,0.0137741046831956,0.0578512396694215,0,0.0275482093663912,0,0,0.184573002754821,0.00826446280991736,0,0,0.581267217630854,0.0165289256198347,0,0.0110192837465565,0.00275482093663912,0,0,0,0,0,0,0,0,0.0110192837465565,0,0,0.00275482093663912,0.00275482093663912,0,0,0,0,0,0,0,0.00275482093663912,0,0,0,0,0,0.00275482093663912,0,0,0.0606060606060606,0,0.00275482093663912,0.00275482093663912,0.00826446280991736,0,0,0,0,0,0
455,16514,0.00617283950617284,0.0246913580246914,0,0.00617283950617284,0,0,0.0740740740740741,0.00617283950617284,0,0,0.759259259259259,0.0123456790123457,0,0.00617283950617284,0,0,0,0,0,0,0,0,0,0.00617283950617284,0,0.00308641975308642,0,0,0,0,0,0,0,0,0.00308641975308642,0,0.00308641975308642,0,0,0,0,0,0,0,0.0740740740740741,0,0.00308641975308642,0,0.00925925925925926,0,0,0.00308641975308642,0,0,0
460,16980,0.00591715976331361,0.0325443786982249,0.0029585798816568,0.0207100591715976,0.0029585798816568,0,0.0769230769230769,0.0118343195266272,0,0.0029585798816568,0.760355029585799,0.0236686390532544,0,0.00887573964497041,0.00591715976331361,0,0,0,0.00591715976331361,0,0,0,0,0,0,0,0,0.0029585798816568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207100591715976,0,0.0029585798816568,0.0029585798816568,0.00591715976331361,0,0,0,0.0029585798816568,0,0
469,17761,0.00914634146341463,0.0152439024390244,0,0.0152439024390244,0,0,0.024390243902439,0.00609756097560976,0,0,0.823170731707317,0.024390243902439,0,0.0121951219512195,0.00304878048780488,0,0,0,0.00609756097560976,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00609756097560976,0,0,0,0.00304878048780488,0,0,0,0,0,0,0,0.0396341463414634,0,0.00304878048780488,0,0.00609756097560976,0,0,0,0,0.00304878048780488,0
480,18624,0.00763358778625954,0.0229007633587786,0.00763358778625954,0.0267175572519084,0,0,0.137404580152672,0.0152671755725191,0,0,0.694656488549618,0.0305343511450382,0,0.00381679389312977,0,0,0,0,0,0,0,0,0,0,0,0.00381679389312977,0,0,0,0,0,0,0,0,0,0,0.00381679389312977,0,0,0,0,0,0,0,0.0458015267175573,0,0,0,0,0,0,0,0,0,0
490,19331,0.0226537216828479,0.00323624595469256,0,0.00647249190938511,0,0,0.029126213592233,0.0194174757281553,0,0,0.783171521035599,0.0420711974110032,0,0.0388349514563107,0.00323624595469256,0,0,0,0.00323624595469256,0,0,0,0,0.00647249190938511,0,0,0,0,0,0,0,0,0.00647249190938511,0,0,0.00647249190938511,0,0,0,0,0,0,0,0,0.0129449838187702,0,0.00647249190938511,0,0.00970873786407767,0,0,0,0,0,0
500,19974,0,0.0121951219512195,0.00304878048780488,0.00304878048780488,0,0,0.0365853658536585,0.00609756097560976,0,0,0.823170731707317,0.0213414634146341,0,0.0152439024390244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00304878048780488,0,0.00609756097560976,0,0,0,0,0,0,0,0.0609756097560976,0,0.00304878048780488,0,0,0.00304878048780488,0,0,0,0,0.00304878048780488
510,20563,0.0308219178082192,0,0.00684931506849315,0.0171232876712329,0.00684931506849315,0,0.0376712328767123,0.00684931506849315,0,0.00684931506849315,0.767123287671233,0.0410958904109589,0,0.0308219178082192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00342465753424658,0.00342465753424658,0.00342465753424658,0,0,0,0,0,0,0,0.0171232876712329,0,0,0,0.0136986301369863,0,0.00684931506849315,0,0,0,0
520,21109,0.0163398692810458,0.00326797385620915,0.0065359477124183,0.0130718954248366,0,0,0.0228758169934641,0.0065359477124183,0,0,0.839869281045752,0.00980392156862745,0,0.00326797385620915,0.00326797385620915,0,0,0,0.00980392156862745,0,0,0,0,0.00326797385620915,0,0.00326797385620915,0,0,0,0,0,0,0.00326797385620915,0,0,0,0,0,0,0,0,0,0,0,0.0490196078431373,0,0.00326797385620915,0,0,0.00326797385620915,0,0,0,0,0
530,21620,0.0141843971631206,0,0,0.0106382978723404,0,0,0.024822695035461,0,0,0,0.914893617021277,0.0141843971631206,0,0.00709219858156028,0,0,0,0,0,0,0,0,0,0,0.00354609929078014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00709219858156028,0,0.00354609929078014,0,0,0,0,0,0,0,0
540,22107,0.00895522388059702,0.00298507462686567,0.00298507462686567,0.00597014925373134,0,0,0.0149253731343284,0.026865671641791,0,0,0.865671641791045,0.026865671641791,0,0.00895522388059702,0,0,0,0,0,0,0,0,0,0,0,0.00895522388059702,0,0,0,0,0,0,0.00298507462686567,0,0,0,0,0,0,0,0,0,0,0,0.00298507462686567,0,0,0.00298507462686567,0.0149253731343284,0.00298507462686567,0,0,0,0,0
550,22579,0.00668896321070234,0,0.00334448160535117,0.0100334448160535,0,0,0.0167224080267559,0.00668896321070234,0,0.00334448160535117,0.88628762541806,0.0167224080267559,0,0.00668896321070234,0,0,0,0,0.0133779264214047,0,0,0,0,0.00668896321070234,0,0,0,0,0,0,0,0,0.00668896321070234,0,0,0,0,0,0,0,0,0,0,0,0.0100334448160535,0,0,0,0.00668896321070234,0,0,0,0,0,0
560,NA,0,0.0034965034965035,0,0,0,0,0.0174825174825175,0,0,0,0.958041958041958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020979020979021,0,0,0,0,0,0,0,0,0,0
