"sample.depths","sample.ages","Abies","Artemisia","Betula","Amaranthaceae.undiff.","Cupressaceae","Cyperaceae","Fraxinus.undiff.","Larix","Ostrya.Carpinus","Picea","Platanus","Quercus","Sarcobatus.vermiculatus","Tsuga","Alnus","Ambrosia","Fraxinus.americana.type","Populus","Poaceae","Acer.saccharum","Pinus.strobus","Pinus.banksiana.P..resinosa","Fraxinus.nigra","Asteraceae.subf..Asteroideae.undiff.","Salix","Ulmus","Pinus.undiff.","Ephedra.nevadensis.type","Myrica","Thalictrum","Corylus","Acer.rubrum","Tilia","Amorpha","Iva.annua","Shepherdia.canadensis","Acer.negundo","Ericaceae","Rosaceae","Iva.xanthifolia","Carya","Apiaceae","Shepherdia.argentea","Elaeagnus","Juglans.cinerea","Xanthium","Rumex","Impatiens","Vitis","Humulus","Urtica","Liquidambar"
100,2893,0.012012012012012,0.003003003003003,0.126126126126126,0.012012012012012,0.108108108108108,0,0.006006006006006,0.003003003003003,0,0.036036036036036,0,0.006006006006006,0,0.003003003003003,0.042042042042042,0.012012012012012,0,0.024024024024024,0.003003003003003,0,0.306306306306306,0.273273273273273,0.006006006006006,0,0.003003003003003,0.012012012012012,0,0,0.003003003003003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,3185,0.0290322580645161,0.00967741935483871,0.125806451612903,0.0064516129032258,0.125806451612903,0.0032258064516129,0,0.0064516129032258,0,0.032258064516129,0,0.0064516129032258,0,0,0.0548387096774194,0,0,0,0.0129032258064516,0.0032258064516129,0.383870967741935,0.183870967741935,0,0,0.0064516129032258,0.0032258064516129,0,0,0,0,0.0032258064516129,0,0.0032258064516129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,3477,0.0170940170940171,0.00854700854700855,0.125356125356125,0.0056980056980057,0.037037037037037,0,0.00854700854700855,0.0056980056980057,0.00284900284900285,0.0256410256410256,0,0.0199430199430199,0,0,0.0341880341880342,0.00854700854700855,0.00284900284900285,0.0056980056980057,0.0056980056980057,0,0.447293447293447,0.216524216524217,0.0056980056980057,0,0.00854700854700855,0.00284900284900285,0,0,0,0,0.00284900284900285,0.00284900284900285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,3769,0.0125786163522013,0.0125786163522013,0.191823899371069,0,0.0314465408805031,0.00314465408805031,0.00628930817610063,0.00314465408805031,0.00628930817610063,0.0377358490566038,0,0.0125786163522013,0.00314465408805031,0,0.059748427672956,0.00628930817610063,0,0.00943396226415094,0.0157232704402516,0,0.342767295597484,0.210691823899371,0.00628930817610063,0.00314465408805031,0.00314465408805031,0.0125786163522013,0,0,0.00628930817610063,0,0,0,0,0.00314465408805031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,4061,0.00923076923076923,0.00923076923076923,0.215384615384615,0,0.0123076923076923,0,0.00615384615384615,0.00307692307692308,0.0123076923076923,0.0369230769230769,0,0.00923076923076923,0,0,0.04,0.00307692307692308,0.00307692307692308,0.00307692307692308,0.00615384615384615,0,0.492307692307692,0.110769230769231,0.00307692307692308,0.00307692307692308,0.00307692307692308,0.0153846153846154,0,0,0,0,0.00307692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,4353,0.00842696629213483,0.0140449438202247,0.241573033707865,0.0140449438202247,0.00842696629213483,0,0,0.00561797752808989,0.0140449438202247,0.0224719101123595,0,0.0224719101123595,0,0,0.0702247191011236,0.0196629213483146,0.00561797752808989,0.00561797752808989,0.00842696629213483,0.00842696629213483,0.362359550561798,0.120786516853933,0.0112359550561798,0.00561797752808989,0.00280898876404494,0.0196629213483146,0,0,0.00280898876404494,0,0.00280898876404494,0,0,0,0.00280898876404494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,4645,0.014367816091954,0.0229885057471264,0.255747126436782,0.0028735632183908,0.0201149425287356,0,0.0028735632183908,0.00574712643678161,0.014367816091954,0.0344827586206897,0,0.0114942528735632,0,0,0.0459770114942529,0.014367816091954,0,0.0229885057471264,0.014367816091954,0,0.341954022988506,0.146551724137931,0.0028735632183908,0.00574712643678161,0.00574712643678161,0.00862068965517241,0,0,0,0,0.0028735632183908,0,0,0,0.0028735632183908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,4937,0.024390243902439,0.0182926829268293,0.179878048780488,0.00609756097560976,0.0121951219512195,0.00304878048780488,0.0152439024390244,0.0121951219512195,0.00304878048780488,0.0518292682926829,0,0.0121951219512195,0.00304878048780488,0,0.0518292682926829,0.0121951219512195,0,0.00304878048780488,0.00304878048780488,0.00304878048780488,0.356707317073171,0.195121951219512,0.0152439024390244,0.00609756097560976,0.00304878048780488,0.00609756097560976,0,0,0,0,0,0,0,0,0,0.00304878048780488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,5229,0.0190217391304348,0.00543478260869565,0.296195652173913,0.0108695652173913,0.0271739130434783,0.00271739130434783,0.0190217391304348,0,0.016304347826087,0.0190217391304348,0,0.0190217391304348,0,0,0.0652173913043478,0.0217391304347826,0,0.016304347826087,0.0135869565217391,0.00543478260869565,0.105978260869565,0.269021739130435,0.0190217391304348,0.00543478260869565,0.016304347826087,0.0217391304347826,0,0,0,0,0.00271739130434783,0,0.00271739130434783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,5521,0.0134770889487871,0.0215633423180593,0.23989218328841,0.0161725067385445,0.0350404312668464,0,0.00808625336927224,0.00539083557951483,0.00269541778975741,0.0188679245283019,0.00269541778975741,0.032345013477089,0,0,0.115902964959569,0.0350404312668464,0.00269541778975741,0.0242587601078167,0.0134770889487871,0.00269541778975741,0.0296495956873315,0.342318059299191,0.00539083557951483,0.00539083557951483,0.00808625336927224,0.0134770889487871,0,0.00269541778975741,0,0,0,0,0,0,0.00269541778975741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,5667,0.0169014084507042,0.0140845070422535,0.163380281690141,0.0225352112676056,0.0422535211267606,0.00563380281690141,0.0112676056338028,0.00563380281690141,0.00563380281690141,0.0394366197183099,0.0028169014084507,0.0253521126760563,0,0,0.0901408450704225,0.028169014084507,0.00845070422535211,0.0197183098591549,0.00845070422535211,0,0.0535211267605634,0.394366197183099,0.0028169014084507,0.0028169014084507,0.00563380281690141,0.0140845070422535,0,0,0.00845070422535211,0,0.0028169014084507,0,0,0,0.0028169014084507,0,0.0028169014084507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,5812,0.0294985250737463,0.0383480825958702,0.194690265486726,0.00294985250737463,0.0117994100294985,0.00589970501474926,0.00294985250737463,0.0088495575221239,0.00294985250737463,0.0914454277286136,0,0.0088495575221239,0,0,0.0707964601769911,0.0117994100294985,0.00294985250737463,0.0117994100294985,0.0176991150442478,0,0.0648967551622419,0.392330383480826,0,0.00294985250737463,0.00589970501474926,0.0147492625368732,0,0,0,0,0,0,0,0,0,0,0,0.00294985250737463,0.00294985250737463,0,0,0,0,0,0,0,0,0,0,0,0,0
205,6614,0.03601108033241,0.0193905817174515,0.224376731301939,0.0138504155124654,0.0221606648199446,0.00277008310249307,0.0138504155124654,0.00831024930747922,0.00554016620498615,0.074792243767313,0,0.0138504155124654,0.00554016620498615,0,0.152354570637119,0.0166204986149584,0.00554016620498615,0.0526315789473684,0.0110803324099723,0,0.0443213296398892,0.232686980609418,0.00831024930747922,0.00554016620498615,0.00554016620498615,0.0221606648199446,0,0,0,0,0.00277008310249307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,7416,0.0255681818181818,0.0142045454545455,0.292613636363636,0.0142045454545455,0.0170454545454545,0.00284090909090909,0.00284090909090909,0.00568181818181818,0.00284090909090909,0.107954545454545,0,0.0170454545454545,0,0,0.105113636363636,0.0142045454545455,0,0.0227272727272727,0.0113636363636364,0,0.03125,0.284090909090909,0.00284090909090909,0,0,0.0227272727272727,0,0,0,0,0.00284090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,8218,0.00623052959501558,0.0342679127725857,0.133956386292835,0.0249221183800623,0.0280373831775701,0.00623052959501558,0.0124610591900312,0.00623052959501558,0.00623052959501558,0.158878504672897,0,0.0155763239875389,0.00311526479750779,0,0.152647975077882,0.00934579439252336,0.00934579439252336,0.00623052959501558,0.0155763239875389,0,0.0186915887850467,0.302180685358255,0.00311526479750779,0,0.0155763239875389,0.0218068535825545,0,0,0.00311526479750779,0,0.00311526479750779,0,0,0,0,0.00311526479750779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,8471,0.00835654596100279,0.0278551532033426,0.105849582172702,0.0139275766016713,0.0557103064066852,0,0.00835654596100279,0.0194986072423398,0.00557103064066852,0.142061281337047,0,0.0222841225626741,0,0,0.105849582172702,0.0473537604456825,0.00278551532033426,0.0278551532033426,0.011142061281337,0.00278551532033426,0.0139275766016713,0.334261838440111,0.00557103064066852,0.00278551532033426,0.0139275766016713,0.0167130919220056,0,0,0,0,0.00278551532033426,0,0,0,0,0,0,0,0,0.00278551532033426,0,0,0,0,0,0,0,0,0,0,0,0
225,8723,0.00291545189504373,0.0174927113702624,0.075801749271137,0.0204081632653061,0.0932944606413994,0.0174927113702624,0.00583090379008746,0.0233236151603499,0,0.201166180758017,0,0.0291545189504373,0.00291545189504373,0,0.032069970845481,0.0204081632653061,0,0.0495626822157434,0.00291545189504373,0.00291545189504373,0.0204081632653061,0.288629737609329,0.00583090379008746,0.00583090379008746,0.0204081632653061,0.0174927113702624,0.0291545189504373,0,0,0,0.00291545189504373,0,0,0,0,0.00583090379008746,0,0,0,0,0.00291545189504373,0.00291545189504373,0,0,0,0,0,0,0,0,0,0
230,8976,0.0028169014084507,0.0112676056338028,0.0197183098591549,0.0140845070422535,0.0366197183098592,0.0140845070422535,0.0140845070422535,0.00845070422535211,0.0169014084507042,0.242253521126761,0,0.0197183098591549,0,0,0.0169014084507042,0.0197183098591549,0,0.0028169014084507,0.0197183098591549,0,0,0.47887323943662,0.0140845070422535,0.0028169014084507,0.0140845070422535,0.0253521126760563,0,0.0028169014084507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028169014084507,0,0,0,0,0,0,0,0,0
235,9229,0,0.0232558139534884,0.00872093023255814,0.0261627906976744,0.0406976744186047,0.0319767441860465,0.00872093023255814,0.0145348837209302,0.0174418604651163,0.223837209302326,0,0.0232558139534884,0.00290697674418605,0,0.00581395348837209,0.0145348837209302,0,0.00872093023255814,0.0319767441860465,0.0116279069767442,0.0319767441860465,0.398255813953488,0.00872093023255814,0.00290697674418605,0.00581395348837209,0.0581395348837209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,9777,0,0.0260115606936416,0.0173410404624277,0.00289017341040462,0.0346820809248555,0.0144508670520231,0.00578034682080925,0.00289017341040462,0.0144508670520231,0.19364161849711,0.00867052023121387,0.0346820809248555,0,0,0.0173410404624277,0.0115606936416185,0.00289017341040462,0.00867052023121387,0.0260115606936416,0.0115606936416185,0.023121387283237,0.436416184971098,0.00289017341040462,0.00578034682080925,0.00289017341040462,0.0953757225433526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,10325,0.00303951367781155,0.0303951367781155,0.0060790273556231,0.0212765957446809,0.0486322188449848,0.0364741641337386,0.0151975683890578,0.0121580547112462,0.00911854103343465,0.221884498480243,0,0.0455927051671733,0,0,0.00303951367781155,0.0182370820668693,0,0.00303951367781155,0.00911854103343465,0,0.00911854103343465,0.361702127659574,0.0151975683890578,0.00303951367781155,0.0121580547112462,0.094224924012158,0,0,0,0,0,0,0,0,0.00303951367781155,0.0121580547112462,0,0,0,0,0,0,0.00303951367781155,0.00303951367781155,0,0,0,0,0,0,0,0
250,NA,0,0.0204678362573099,0.0116959064327485,0.00584795321637427,0.0175438596491228,0.0526315789473684,0,0,0.0321637426900585,0.0964912280701754,0.00292397660818713,0.0672514619883041,0.00292397660818713,0,0.00292397660818713,0.00584795321637427,0,0.00584795321637427,0,0.00292397660818713,0,0.535087719298246,0.00584795321637427,0.00584795321637427,0.0146198830409357,0.10233918128655,0,0,0.00292397660818713,0,0,0,0.00292397660818713,0,0,0.00292397660818713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,NA,0.003003003003003,0.033033033033033,0.015015015015015,0.006006006006006,0.018018018018018,0.021021021021021,0,0.003003003003003,0.024024024024024,0.057057057057057,0,0.0540540540540541,0,0,0.015015015015015,0.03003003003003,0,0.012012012012012,0.012012012012012,0.003003003003003,0.006006006006006,0.357357357357357,0.03003003003003,0.006006006006006,0.009009009009009,0.21021021021021,0.06006006006006,0,0,0,0.003003003003003,0,0,0,0,0,0,0,0,0,0.006006006006006,0,0,0,0.003003003003003,0.003003003003003,0,0,0,0,0,0
260,NA,0.00298507462686567,0.116417910447761,0.026865671641791,0.017910447761194,0.00298507462686567,0.0477611940298507,0,0.00597014925373134,0.026865671641791,0.0537313432835821,0,0.0597014925373134,0.00298507462686567,0,0.00298507462686567,0.0238805970149254,0,0.00895522388059702,0.017910447761194,0.00597014925373134,0.00597014925373134,0.388059701492537,0.0417910447761194,0.00895522388059702,0.0208955223880597,0.0865671641791045,0,0,0,0,0.00597014925373134,0,0,0,0,0.00597014925373134,0,0,0.00298507462686567,0,0.00597014925373134,0,0,0,0,0,0.00298507462686567,0,0,0,0,0
270,NA,0,0.036697247706422,0.0122324159021407,0.0152905198776758,0.018348623853211,0.0397553516819572,0,0.00305810397553517,0.00611620795107034,0.0397553516819572,0,0.107033639143731,0,0,0,0.0122324159021407,0.00611620795107034,0.0152905198776758,0.0152905198776758,0,0.00611620795107034,0.522935779816514,0.0305810397553517,0.00305810397553517,0.00611620795107034,0.0672782874617737,0,0,0,0,0.00305810397553517,0,0,0,0,0,0,0,0,0,0.018348623853211,0,0,0,0.0091743119266055,0,0,0.00305810397553517,0.00305810397553517,0,0,0
280,NA,0,0.0443213296398892,0.0166204986149584,0.0498614958448753,0.0277008310249307,0.0110803324099723,0,0,0.0166204986149584,0.0664819944598338,0,0.0803324099722992,0,0,0.00277008310249307,0.0332409972299169,0.00554016620498615,0.0166204986149584,0.038781163434903,0,0.0193905817174515,0.445983379501385,0.0138504155124654,0.00277008310249307,0.0166204986149584,0.0831024930747922,0,0,0,0,0.00554016620498615,0,0,0,0,0,0,0,0,0,0.00277008310249307,0,0,0,0,0,0,0,0,0,0,0
290,NA,0,0.0532544378698225,0.0207100591715976,0.0118343195266272,0.0236686390532544,0.0207100591715976,0,0,0.014792899408284,0.0739644970414201,0,0.0443786982248521,0,0,0.00591715976331361,0.0325443786982249,0,0.00887573964497041,0.00591715976331361,0,0.00887573964497041,0.461538461538462,0.0266272189349112,0.0029585798816568,0.00591715976331361,0.168639053254438,0,0,0,0,0,0,0,0,0.0029585798816568,0.0029585798816568,0,0,0,0,0,0,0,0,0.0029585798816568,0,0,0,0,0,0,0
300,NA,0,0.192028985507246,0.0543478260869565,0.0181159420289855,0.0072463768115942,0.0036231884057971,0,0,0,0.0253623188405797,0,0.0326086956521739,0,0,0.0072463768115942,0.307971014492754,0,0.0036231884057971,0.0507246376811594,0,0.0144927536231884,0.184782608695652,0.0108695652173913,0.0108695652173913,0,0.068840579710145,0,0,0,0,0,0,0,0,0.0036231884057971,0,0,0.0036231884057971,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,NA,0.00292397660818713,0.111111111111111,0.064327485380117,0.0116959064327485,0.0204678362573099,0,0,0,0,0.0584795321637427,0,0.0467836257309941,0,0,0.00584795321637427,0.0526315789473684,0.00292397660818713,0,0.0467836257309941,0,0,0.37719298245614,0.00584795321637427,0.0146198830409357,0.00292397660818713,0.149122807017544,0,0,0.00292397660818713,0,0.00584795321637427,0,0.00292397660818713,0,0,0,0,0,0,0,0.00584795321637427,0,0,0,0.00292397660818713,0,0,0,0.00292397660818713,0.00292397660818713,0,0
330,NA,0,0.406153846153846,0.0307692307692308,0.0369230769230769,0,0.00307692307692308,0,0,0,0.0276923076923077,0,0.00615384615384615,0,0,0,0.144615384615385,0,0,0.0338461538461538,0,0,0.236923076923077,0.00307692307692308,0.00923076923076923,0,0.0523076923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00307692307692308,0,0,0,0.00307692307692308,0,0,0,0,0.00307692307692308,0,0
340,NA,0.00279329608938547,0.0921787709497207,0.058659217877095,0.0111731843575419,0.0111731843575419,0.00558659217877095,0,0,0,0.0837988826815642,0,0.0279329608938547,0,0,0.00837988826815642,0.0279329608938547,0,0,0.00279329608938547,0,0,0.466480446927374,0.00279329608938547,0.00558659217877095,0.00558659217877095,0.162011173184358,0,0,0.00279329608938547,0,0.00279329608938547,0,0,0,0.00279329608938547,0,0,0,0,0,0.00558659217877095,0,0,0,0.00558659217877095,0,0,0,0,0.00279329608938547,0.00279329608938547,0
350,NA,0,0.111486486486486,0.0202702702702703,0.0236486486486486,0.0236486486486486,0.00675675675675676,0,0,0,0.0810810810810811,0,0.0135135135135135,0,0,0.00337837837837838,0.0371621621621622,0,0.00337837837837838,0,0,0.0135135135135135,0.550675675675676,0,0.00337837837837838,0,0.101351351351351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00675675675675676,0,0,0,0,0,0,0,0,0,0,0
360,NA,0,0.097165991902834,0.0121457489878543,0.00809716599190283,0.0283400809716599,0.00809716599190283,0,0,0,0.0769230769230769,0,0.0161943319838057,0.00404858299595142,0,0.00404858299595142,0.0242914979757085,0,0,0.0202429149797571,0,0,0.546558704453441,0.00404858299595142,0,0.00404858299595142,0.117408906882591,0,0,0,0,0,0,0.00404858299595142,0,0,0,0,0,0,0,0.00809716599190283,0,0,0,0,0,0,0,0,0,0.00809716599190283,0.00809716599190283
370,NA,0,0.0428134556574924,0.0428134556574924,0.018348623853211,0.0122324159021407,0.0214067278287462,0,0,0,0.0764525993883792,0,0.036697247706422,0,0,0.018348623853211,0.0152905198776758,0.00305810397553517,0.0122324159021407,0.018348623853211,0,0.0091743119266055,0.428134556574924,0.00305810397553517,0,0.00305810397553517,0.232415902140673,0,0,0,0,0.00305810397553517,0,0,0,0,0.00305810397553517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,NA,0.00387596899224806,0.0193798449612403,0.0271317829457364,0.0116279069767442,0.0852713178294574,0,0,0,0,0.0930232558139535,0,0.0193798449612403,0,0,0.00775193798449612,0.00775193798449612,0,0.00775193798449612,0.00387596899224806,0,0,0.60077519379845,0,0,0.0116279069767442,0.0852713178294574,0,0,0,0,0,0,0,0,0,0.00387596899224806,0,0,0,0,0.00387596899224806,0,0,0,0,0,0.00387596899224806,0,0,0.00387596899224806,0,0
390,NA,0.00320512820512821,0.032051282051282,0.0224358974358974,0.00320512820512821,0.0448717948717949,0.00641025641025641,0,0.00320512820512821,0,0.0801282051282051,0,0.0192307692307692,0,0,0.00641025641025641,0.016025641025641,0,0.0256410256410256,0.0224358974358974,0.00320512820512821,0.016025641025641,0.471153846153846,0.00320512820512821,0,0,0.195512820512821,0,0,0.00320512820512821,0,0.00320512820512821,0,0.00320512820512821,0,0,0,0,0,0,0,0.00320512820512821,0,0,0,0.00320512820512821,0,0.00320512820512821,0,0,0,0,0.00641025641025641
400,NA,0,0.135514018691589,0.0233644859813084,0.0186915887850467,0.014018691588785,0.00934579439252336,0,0,0,0.0700934579439252,0,0.0327102803738318,0,0,0.00934579439252336,0.0607476635514019,0,0,0.0280373831775701,0,0.0233644859813084,0.327102803738318,0,0.0186915887850467,0,0.205607476635514,0,0,0,0.00467289719626168,0,0,0,0,0,0,0,0,0.00467289719626168,0,0.00934579439252336,0,0,0,0.00467289719626168,0,0,0,0,0,0,0
410,NA,0,0.132075471698113,0.0424528301886792,0.0471698113207547,0.0141509433962264,0.0235849056603774,0,0,0,0.0377358490566038,0,0.0141509433962264,0.00471698113207547,0,0.0188679245283019,0.0613207547169811,0.00471698113207547,0,0.0660377358490566,0,0.0235849056603774,0.306603773584906,0,0.0188679245283019,0,0.136792452830189,0,0,0,0,0,0,0.00471698113207547,0,0,0,0,0,0,0,0.00471698113207547,0,0,0,0.00943396226415094,0,0,0,0,0,0.0188679245283019,0.00943396226415094
420,NA,0,0.114537444933921,0.092511013215859,0.00440528634361234,0.0176211453744493,0.00881057268722467,0,0,0,0.0704845814977974,0,0.0308370044052863,0,0,0.00440528634361234,0.0308370044052863,0.00440528634361234,0.00440528634361234,0.00881057268722467,0,0.0176211453744493,0.317180616740088,0.0176211453744493,0.013215859030837,0,0.211453744493392,0,0,0,0,0.00440528634361234,0,0,0,0,0,0,0,0,0.00440528634361234,0.00440528634361234,0,0,0,0.00440528634361234,0,0,0,0,0,0.00440528634361234,0.00881057268722467
430,NA,0,0.072072072072072,0.0045045045045045,0.009009009009009,0.0045045045045045,0,0,0,0,0.063063063063063,0,0.0315315315315315,0,0,0.0135135135135135,0.0135135135135135,0,0.0045045045045045,0.0135135135135135,0,0,0.558558558558559,0,0.0045045045045045,0.0045045045045045,0.193693693693694,0,0,0,0.0045045045045045,0,0,0,0,0,0,0,0,0,0,0.0045045045045045,0,0,0,0,0,0,0,0,0,0,0
