"sample.depths","sample.ages","Abies","Betula","Cyperaceae","Ericaceae","Picea","Salix","Sanguisorba","Thalictrum","Asteraceae.subf..Asteroideae.undiff.","Apiaceae","Alnus","Myrica","Pinus","Poaceae","Caryophyllaceae","Corylus","Cupressaceae","Quercus","Rumex","Shepherdia.canadensis","Ambrosia","Rosaceae.undiff.","Amaranthaceae","Plantago","Urtica","Asteraceae.subf..Cichorioideae","Onagraceae","Populus","Artemisia","Larix","Tsuga","Acer.rubrum","Ostrya.Carpinus","Fraxinus.americana","Iva.annua","Ulmus","Fraxinus.nigra","Acer.saccharum","Brassicaceae","Fagus"
11,427,0.00313971742543171,0.422291993720565,0.0596546310832025,0.0141287284144427,0.100470957613815,0,0.100470957613815,0.00941915227629513,0.0423861852433281,0.010989010989011,0.0832025117739403,0.0125588697017268,0.0172684458398744,0.119309262166405,0.00470957613814757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,469,0.0140597539543058,0.295254833040422,0.205623901581722,0.0123022847100176,0.16871704745167,0.00351493848857645,0.0773286467486819,0.0105448154657293,0.0140597539543058,0.00878734622144113,0.101933216168717,0.00878734622144113,0.0193321616871705,0.0351493848857645,0.00175746924428822,0,0.0070298769771529,0.00175746924428822,0,0,0,0.0070298769771529,0.00351493848857645,0,0,0,0,0,0.00351493848857645,0,0,0,0,0,0,0,0,0,0,0
13,510,0.0197869101978691,0.308980213089802,0.138508371385084,0.0015220700152207,0.159817351598174,0.0030441400304414,0.147640791476408,0.0076103500761035,0.0182648401826484,0.0350076103500761,0.08675799086758,0.0015220700152207,0.0121765601217656,0.0502283105022831,0.0015220700152207,0,0,0,0.0060882800608828,0,0.0015220700152207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,551,0.0117302052785924,0.155425219941349,0.221407624633431,0.0146627565982405,0.139296187683284,0.00146627565982405,0.234604105571848,0.0131964809384164,0.0234604105571848,0.0131964809384164,0.0850439882697947,0.0175953079178886,0.00879765395894428,0.0513196480938416,0,0,0.00439882697947214,0.00146627565982405,0,0,0,0,0.00293255131964809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,592,0.0152354570637119,0.110803324099723,0.24792243767313,0.00831024930747922,0.184210526315789,0,0.227146814404432,0.00969529085872576,0.0263157894736842,0.0110803324099723,0.0734072022160665,0.00692520775623269,0.0124653739612188,0.0581717451523546,0,0,0.00138504155124654,0,0.00138504155124654,0,0,0.00138504155124654,0.00138504155124654,0,0,0.00138504155124654,0,0,0,0,0.00138504155124654,0,0,0,0,0,0,0,0,0
16,633,0.0159235668789809,0.138535031847134,0.10828025477707,0.0286624203821656,0.125796178343949,0.00159235668789809,0.363057324840764,0.017515923566879,0.017515923566879,0.0111464968152866,0.0859872611464968,0.00796178343949045,0.0270700636942675,0.0493630573248408,0,0,0,0,0,0,0,0.00159235668789809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,675,0.024,0.0944,0.12,0.0224,0.1472,0.0016,0.312,0.0032,0.0208,0.024,0.0944,0.0176,0.024,0.0816,0,0,0.0016,0.0032,0.0032,0,0,0,0.0016,0,0,0,0,0,0.0016,0,0,0.0016,0,0,0,0,0,0,0,0
18,716,0.0139720558882236,0.12375249500998,0.12375249500998,0.0259481037924152,0.131736526946108,0,0.275449101796407,0.00399201596806387,0.0359281437125748,0.00798403193612774,0.101796407185629,0.0179640718562874,0.00598802395209581,0.121756487025948,0.00199600798403194,0,0,0,0.00399201596806387,0,0,0.00199600798403194,0,0.00199600798403194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,757,0.0202808112324493,0.093603744149766,0.176287051482059,0.0140405616224649,0.16380655226209,0.0015600624024961,0.209048361934477,0.0062402496099844,0.031201248049922,0.0046801872074883,0.0717628705148206,0.0187207488299532,0.0171606864274571,0.145085803432137,0,0.0031201248049922,0.0015600624024961,0,0,0,0.0015600624024961,0.0015600624024961,0.0015600624024961,0,0,0.0078003120124805,0.0078003120124805,0,0,0.0015600624024961,0,0,0,0,0,0,0,0,0,0
20,798,0.0224948875255624,0.0961145194274029,0.184049079754601,0.0143149284253579,0.206543967280164,0,0.134969325153374,0.0081799591002045,0.0449897750511247,0.016359918200409,0.124744376278119,0.0224948875255624,0.0184049079754601,0.0879345603271984,0,0,0.00204498977505112,0,0.0081799591002045,0,0,0,0.00204498977505112,0,0,0,0.00204498977505112,0.00408997955010225,0,0,0,0,0,0,0,0,0,0,0,0
21,840,0.0133079847908745,0.119771863117871,0.252851711026616,0.0152091254752852,0.212927756653992,0,0.114068441064639,0.00190114068441065,0.0247148288973384,0.0285171102661597,0.100760456273764,0.00570342205323194,0.00950570342205323,0.0760456273764259,0,0,0,0,0.00190114068441065,0,0,0.00950570342205323,0.00570342205323194,0,0,0.00190114068441065,0.00570342205323194,0,0,0,0,0,0,0,0,0,0,0,0,0
22,881,0.0272108843537415,0.103741496598639,0.321428571428571,0.0119047619047619,0.198979591836735,0.00510204081632653,0.0850340136054422,0.00170068027210884,0.0170068027210884,0.0153061224489796,0.0986394557823129,0.0238095238095238,0.0102040816326531,0.032312925170068,0,0,0,0.00170068027210884,0.00850340136054422,0,0.00170068027210884,0.022108843537415,0.00170068027210884,0,0,0.00340136054421769,0,0.00340136054421769,0.00170068027210884,0.00170068027210884,0,0.00170068027210884,0,0,0,0,0,0,0,0
23,922,0.0106382978723404,0.329787234042553,0.103723404255319,0.00797872340425532,0.106382978723404,0,0.220744680851064,0,0.0265957446808511,0.0292553191489362,0.0718085106382979,0.0106382978723404,0.0159574468085106,0.0398936170212766,0,0,0,0,0.0106382978723404,0,0,0.0159574468085106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,963,0.0186567164179104,0.182835820895522,0.218283582089552,0.0354477611940298,0.180970149253731,0.00746268656716418,0.121268656716418,0.00373134328358209,0.0223880597014925,0.00559701492537313,0.113805970149254,0.00932835820895522,0.0167910447761194,0.0373134328358209,0,0,0,0.00559701492537313,0.00186567164179104,0,0,0.00932835820895522,0,0,0,0.00186567164179104,0,0,0,0.00186567164179104,0,0,0.00559701492537313,0,0,0,0,0,0,0
25,1004,0.0172413793103448,0.122605363984674,0.277777777777778,0.00191570881226054,0.197318007662835,0,0.164750957854406,0.00383141762452107,0.0172413793103448,0.0134099616858238,0.0689655172413793,0.0172413793103448,0.0134099616858238,0.0498084291187739,0,0,0,0.00574712643678161,0.0153256704980843,0,0,0.00383141762452107,0.00191570881226054,0,0,0,0,0,0,0.00191570881226054,0.00191570881226054,0,0,0.00383141762452107,0,0,0,0,0,0
26,1046,0.0219378427787934,0.127970749542962,0.118829981718464,0.0146252285191956,0.184643510054845,0,0.263254113345521,0.0036563071297989,0.0219378427787934,0.0255941499085923,0.10054844606947,0.0109689213893967,0.00914076782449726,0.0639853747714808,0,0.00182815356489945,0,0,0.0036563071297989,0,0.00182815356489945,0.0127970749542962,0.0036563071297989,0,0,0,0,0.0036563071297989,0,0.00182815356489945,0.0036563071297989,0,0,0,0,0,0,0,0,0
27,1080,0.0277777777777778,0.103703703703704,0.168518518518519,0.0148148148148148,0.17962962962963,0.00185185185185185,0.275925925925926,0.00185185185185185,0.0222222222222222,0.0314814814814815,0.0462962962962963,0.0203703703703704,0.0037037037037037,0.0574074074074074,0.0037037037037037,0,0,0,0.012962962962963,0,0,0.0111111111111111,0.00185185185185185,0.0037037037037037,0,0.00185185185185185,0,0,0,0,0,0.0037037037037037,0.0037037037037037,0,0.00185185185185185,0,0,0,0,0
28,1107,0.0137221269296741,0.120068610634648,0.130360205831904,0.0102915951972556,0.118353344768439,0.00171526586620926,0.315608919382504,0.00514579759862779,0.00857632933104631,0.0291595197255575,0.0737564322469983,0.0102915951972556,0.0154373927958834,0.104631217838765,0,0,0,0,0.0240137221269297,0,0,0.0137221269296741,0.00171526586620926,0,0,0,0,0,0,0,0.00343053173241852,0,0,0,0,0,0,0,0,0
29,1135,0.0143266475644699,0.0702005730659026,0.166189111747851,0.0128939828080229,0.1189111747851,0,0.411174785100287,0.00286532951289398,0.00859598853868195,0.0128939828080229,0.0659025787965616,0.0157593123209169,0.00573065902578797,0.0472779369627507,0,0,0,0.00286532951289398,0.0343839541547278,0,0,0.00143266475644699,0.00429799426934097,0,0,0,0.00143266475644699,0,0.00143266475644699,0,0,0,0,0,0,0.00143266475644699,0,0,0,0
30,1162,0.02,0.0883333333333333,0.205,0.00833333333333333,0.168333333333333,0,0.266666666666667,0.00166666666666667,0.015,0.0116666666666667,0.05,0.015,0.00666666666666667,0.075,0.00333333333333333,0,0,0,0.0533333333333333,0,0,0.005,0.00333333333333333,0,0,0,0.00166666666666667,0,0.00166666666666667,0,0,0,0,0,0,0,0,0,0,0
31,1189,0.027681660899654,0.0726643598615917,0.0899653979238754,0.00865051903114187,0.179930795847751,0,0.342560553633218,0.00519031141868512,0.00865051903114187,0.027681660899654,0.0605536332179931,0.0155709342560554,0.00346020761245675,0.0830449826989619,0,0,0,0.00173010380622837,0.0674740484429066,0,0,0.00519031141868512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,1216,0.0135823429541596,0.0899830220713073,0.0526315789473684,0.0067911714770798,0.166383701188455,0.00169779286926995,0.414261460101868,0,0.0220713073005093,0.0373514431239389,0.0492359932088285,0.00848896434634975,0.00848896434634975,0.0475382003395586,0.00169779286926995,0,0,0,0.064516129032258,0,0.00169779286926995,0.00848896434634975,0,0,0,0,0,0,0,0.0033955857385399,0,0,0.00169779286926995,0,0,0,0,0,0,0
33,1244,0.0121028744326778,0.092284417549168,0.225416036308623,0.00302571860816944,0.116490166414523,0,0.251134644478064,0.00605143721633888,0.0136157337367625,0.0242057488653555,0.0877458396369138,0.0151285930408472,0.0075642965204236,0.0544629349470499,0,0,0,0.00151285930408472,0.0786686838124055,0,0,0.00302571860816944,0.00151285930408472,0,0.00302571860816944,0,0,0,0.00151285930408472,0,0.00151285930408472,0,0,0,0,0,0,0,0,0
34,1271,0.0193637621023513,0.070539419087137,0.217150760719225,0.00276625172890733,0.121715076071923,0,0.344398340248963,0.00691562932226833,0.016597510373444,0.012448132780083,0.0594744121715076,0.0138312586445367,0.00691562932226833,0.053941908713693,0.00138312586445367,0,0.00276625172890733,0,0.0359612724757953,0,0,0.00553250345781466,0.00553250345781466,0,0,0.00138312586445367,0,0,0.00138312586445367,0,0,0,0,0,0,0,0,0,0,0
35,1298,0.0067476383265857,0.0823211875843455,0.161943319838057,0.00539811066126856,0.0931174089068826,0.00269905533063428,0.434547908232119,0.00134952766531714,0.0215924426450742,0.0229419703103914,0.0661268556005398,0.00404858299595142,0.0134952766531714,0.0539811066126856,0,0,0.00134952766531714,0,0.0242914979757085,0,0,0.00269905533063428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00134952766531714,0,0,0
36,1326,0.0103567318757192,0.0713463751438435,0.111622554660529,0.0046029919447641,0.0678941311852704,0.00115074798619102,0.424626006904488,0.00575373993095512,0.0184119677790564,0.0276179516685846,0.0690448791714614,0.0092059838895282,0.0103567318757192,0.124280782508631,0,0,0.00115074798619102,0,0.0310701956271577,0,0,0.0092059838895282,0.00115074798619102,0,0,0,0.00115074798619102,0,0,0,0,0,0,0,0,0,0,0,0,0
37,1353,0.0100671140939597,0.109060402684564,0.10738255033557,0.00503355704697987,0.0973154362416107,0.00167785234899329,0.322147651006711,0,0.0184563758389262,0.0268456375838926,0.0973154362416107,0.00335570469798658,0.011744966442953,0.14261744966443,0.00167785234899329,0,0.00671140939597315,0,0.0318791946308725,0,0,0.00335570469798658,0,0,0,0.00167785234899329,0,0,0.00167785234899329,0,0,0,0,0,0,0,0,0,0,0
38,1380,0.00974658869395711,0.103313840155945,0.159844054580897,0.0175438596491228,0.1364522417154,0.00194931773879142,0.171539961013645,0.00974658869395711,0.0272904483430799,0.037037037037037,0.10916179337232,0.00584795321637427,0.0214424951267057,0.130604288499025,0,0,0,0,0.0409356725146199,0,0.00194931773879142,0.00584795321637427,0.00584795321637427,0,0,0,0,0,0,0,0,0,0,0,0,0.00194931773879142,0,0.00194931773879142,0,0
39,1408,0.0253378378378378,0.140202702702703,0.20777027027027,0.0101351351351351,0.125,0.00168918918918919,0.155405405405405,0.00506756756756757,0.0185810810810811,0.0304054054054054,0.097972972972973,0.00506756756756757,0.0152027027027027,0.114864864864865,0.00168918918918919,0,0.00168918918918919,0,0.035472972972973,0,0,0.00337837837837838,0.00168918918918919,0,0,0,0.00168918918918919,0,0,0,0.00168918918918919,0,0,0,0,0,0,0,0,0
40,1435,0.0572597137014315,0.112474437627812,0.198364008179959,0.00204498977505112,0.255623721881391,0.00204498977505112,0.0470347648261759,0.00613496932515337,0.0081799591002045,0.032719836400818,0.102249488752556,0.0122699386503067,0.0184049079754601,0.104294478527607,0.00204498977505112,0,0.00613496932515337,0.00204498977505112,0.0102249488752556,0,0.00204498977505112,0.00613496932515337,0.00408997955010225,0,0,0,0,0,0.00408997955010225,0.00408997955010225,0,0,0,0,0,0,0,0,0,0
41,1462,0.0455373406193078,0.167577413479053,0.136612021857924,0.0145719489981785,0.253187613843352,0.00910746812386157,0.0601092896174863,0.00546448087431694,0.00910746812386157,0.0400728597449909,0.087431693989071,0.0182149362477231,0.0418943533697632,0.0528233151183971,0,0,0,0.00182149362477231,0.0309653916211293,0,0,0.00182149362477231,0.0109289617486339,0,0,0.00182149362477231,0,0,0.00546448087431694,0.00546448087431694,0,0,0,0,0,0,0,0,0,0
42,1489,0.03,0.154,0.164,0.014,0.214,0,0.032,0.002,0.002,0.036,0.206,0.026,0.02,0.052,0,0,0.006,0,0.026,0,0,0.004,0.004,0,0,0,0.002,0,0.002,0.004,0,0,0,0,0,0,0,0,0,0
43,1517,0.0303030303030303,0.179292929292929,0.323232323232323,0.0252525252525253,0.161616161616162,0,0.0126262626262626,0.00252525252525253,0.0101010101010101,0.0126262626262626,0.108585858585859,0.0151515151515152,0.0202020202020202,0.0732323232323232,0,0,0.0101010101010101,0.00505050505050505,0.00252525252525253,0,0.00252525252525253,0,0.00252525252525253,0,0,0,0,0,0.00252525252525253,0,0,0,0,0,0,0,0,0,0,0
44,1544,0.0233100233100233,0.17016317016317,0.214452214452214,0.0116550116550117,0.20979020979021,0.00233100233100233,0.0186480186480186,0.00233100233100233,0.00233100233100233,0.0186480186480186,0.156177156177156,0.00932400932400932,0.027972027972028,0.0885780885780886,0.00233100233100233,0,0,0.00233100233100233,0.0163170163170163,0,0,0.006993006993007,0.006993006993007,0,0,0,0.00233100233100233,0,0,0,0.00466200466200466,0,0,0,0,0,0.00233100233100233,0,0,0
45,1571,0.0224299065420561,0.145794392523364,0.207476635514019,0.00747663551401869,0.207476635514019,0.00186915887850467,0.0299065420560748,0.00373831775700935,0.0149532710280374,0.0467289719626168,0.138317757009346,0.00934579439252336,0.011214953271028,0.127102803738318,0,0,0.00747663551401869,0,0.00186915887850467,0,0.00186915887850467,0.00373831775700935,0.00373831775700935,0.00186915887850467,0,0,0,0,0,0.00560747663551402,0,0,0,0,0,0,0,0,0,0
46,1599,0.0353159851301115,0.148698884758364,0.185873605947955,0.00743494423791822,0.157992565055762,0,0.0594795539033457,0.00185873605947955,0.016728624535316,0.0947955390334572,0.107806691449814,0.0185873605947955,0.0111524163568773,0.135687732342007,0.00371747211895911,0,0,0,0,0,0,0.00743494423791822,0.00371747211895911,0,0,0.00185873605947955,0,0,0,0,0,0,0,0,0,0.00185873605947955,0,0,0,0
47,1626,0.0209205020920502,0.165271966527197,0.190376569037657,0.00418410041841004,0.133891213389121,0.00418410041841004,0.0543933054393305,0.00836820083682008,0.0188284518828452,0.0815899581589958,0.108786610878661,0.00418410041841004,0.00627615062761506,0.184100418410042,0.00209205020920502,0,0.00209205020920502,0,0,0,0,0.00836820083682008,0.00209205020920502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,1653,0.0164670658682635,0.0883233532934132,0.260479041916168,0.0134730538922156,0.107784431137725,0.00449101796407186,0.0344311377245509,0.00449101796407186,0.0269461077844311,0.0344311377245509,0.0823353293413174,0.00598802395209581,0.00898203592814371,0.293413173652695,0.00598802395209581,0,0,0,0.0029940119760479,0,0,0.0029940119760479,0.0029940119760479,0,0,0,0,0,0.00149700598802395,0,0,0,0,0,0,0,0,0,0.00149700598802395,0
49,1681,0.015625,0.0953125,0.240625,0.009375,0.1078125,0.0015625,0.0546875,0.00625,0.0328125,0.0234375,0.08125,0.009375,0.003125,0.3015625,0.0046875,0,0.0015625,0,0.0015625,0,0,0.003125,0.0015625,0,0,0,0,0,0.0015625,0,0,0,0,0.0015625,0,0,0.0015625,0,0,0
50,1708,0.0116086235489221,0.0829187396351575,0.235489220563847,0.0099502487562189,0.149253731343284,0,0.0696517412935323,0.00829187396351575,0.0381426202321725,0.0149253731343284,0.066334991708126,0.00829187396351575,0.0149253731343284,0.262023217247098,0.00497512437810945,0,0.0033167495854063,0,0.00497512437810945,0,0.00165837479270315,0.00165837479270315,0.00829187396351575,0,0,0,0.00165837479270315,0,0.00165837479270315,0,0,0,0,0,0,0,0,0,0,0
51,1735,0.015025041736227,0.0784641068447412,0.173622704507513,0.011686143572621,0.168614357262103,0.00166944908180301,0.0934891485809683,0.0200333889816361,0.0567612687813022,0.01669449081803,0.0734557595993322,0.0250417362270451,0.013355592654424,0.242070116861436,0.00500834724540901,0,0,0,0,0,0,0.00333889816360601,0.00166944908180301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,1762,0.0132325141776938,0.12476370510397,0.166351606805293,0.0056710775047259,0.137996219281664,0.00189035916824197,0.13421550094518,0.00378071833648393,0.0510396975425331,0.0264650283553875,0.0623818525519849,0.0264650283553875,0.00945179584120983,0.2117202268431,0.00756143667296786,0,0,0,0.00189035916824197,0,0,0.00756143667296786,0.00378071833648393,0,0,0,0,0,0.00189035916824197,0,0,0,0,0,0,0,0.00189035916824197,0,0,0
53,1790,0.015929203539823,0.123893805309735,0.166371681415929,0.0088495575221239,0.109734513274336,0.00176991150442478,0.146902654867257,0.0088495575221239,0.0566371681415929,0.0460176991150442,0.0778761061946903,0.0283185840707965,0.0176991150442478,0.171681415929204,0.00176991150442478,0,0,0.00176991150442478,0,0,0,0.00530973451327434,0.00353982300884956,0,0,0.00353982300884956,0,0,0.00176991150442478,0,0,0,0,0,0,0.00176991150442478,0,0,0,0
54,1817,0.0347394540942928,0.196029776674938,0.0818858560794045,0.00248138957816377,0.228287841191067,0,0.116625310173697,0.0198511166253102,0.0421836228287841,0.032258064516129,0.086848635235732,0.0198511166253102,0.0223325062034739,0.0918114143920596,0,0,0,0,0,0,0,0.00744416873449132,0.0148883374689826,0.00248138957816377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,1845,0.0253521126760563,0.171830985915493,0.0563380281690141,0.00845070422535211,0.205633802816901,0.0028169014084507,0.0591549295774648,0.0338028169014084,0.0112676056338028,0.0507042253521127,0.169014084507042,0.0394366197183099,0.0253521126760563,0.115492957746479,0,0,0,0.0028169014084507,0,0,0,0.0140845070422535,0.00563380281690141,0,0,0,0,0,0,0.0028169014084507,0,0,0,0,0,0,0,0,0,0
56,1875,0.0169811320754717,0.184905660377358,0.113207547169811,0.0113207547169811,0.19811320754717,0,0.0641509433962264,0.0245283018867925,0.0132075471698113,0.069811320754717,0.0811320754716981,0.0490566037735849,0.0188679245283019,0.124528301886792,0.00566037735849057,0.00377358490566038,0,0,0,0.00377358490566038,0,0.00943396226415094,0.00377358490566038,0,0,0,0,0.00188679245283019,0,0.00188679245283019,0,0,0,0,0,0,0,0,0,0
57,1904,0.021505376344086,0.103225806451613,0.101075268817204,0.00860215053763441,0.197849462365591,0,0.144086021505376,0.0279569892473118,0.0043010752688172,0.043010752688172,0.152688172043011,0.0451612903225806,0.0172043010752688,0.101075268817204,0.0021505376344086,0,0,0,0,0,0,0.0236559139784946,0.0021505376344086,0,0,0,0,0,0.0021505376344086,0,0,0,0,0,0,0,0,0,0.0021505376344086,0
58,1933,0.0257425742574257,0.0871287128712871,0.0831683168316832,0.0099009900990099,0.221782178217822,0,0.18019801980198,0.0316831683168317,0.0178217821782178,0.0811881188118812,0.0871287128712871,0.0277227722772277,0.0118811881188119,0.0811881188118812,0,0,0,0.00198019801980198,0,0,0,0.0475247524752475,0,0,0,0,0,0,0,0.00198019801980198,0,0,0,0,0,0.00198019801980198,0,0,0,0
59,1963,0.0125944584382872,0.130982367758186,0.070528967254408,0.0151133501259446,0.226700251889169,0,0.16624685138539,0.052896725440806,0.0125944584382872,0.0806045340050378,0.100755667506297,0.0201511335012594,0.0151133501259446,0.0377833753148615,0.00251889168765743,0,0.00251889168765743,0.00251889168765743,0,0,0.00251889168765743,0.0403022670025189,0.00503778337531486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00251889168765743,0,0
60,1992,0.0121654501216545,0.116788321167883,0.121654501216545,0.0218978102189781,0.257907542579075,0,0.170316301703163,0.0340632603406326,0.0048661800486618,0.0145985401459854,0.0802919708029197,0.0121654501216545,0.0145985401459854,0.0851581508515815,0,0,0,0,0.0048661800486618,0,0,0.0340632603406326,0.0121654501216545,0,0,0.0024330900243309,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,2022,0.0353846153846154,0.133846153846154,0.138461538461538,0.00307692307692308,0.206153846153846,0.00307692307692308,0.187692307692308,0.0461538461538462,0.00923076923076923,0.0261538461538462,0.0923076923076923,0.0138461538461538,0.0215384615384615,0.06,0.00461538461538462,0,0,0,0.0123076923076923,0,0,0,0.00615384615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,2051,0.0432220039292731,0.113948919449902,0.129666011787819,0,0.214145383104126,0,0.174852652259332,0.0275049115913556,0.0196463654223969,0.0157170923379175,0.0844793713163065,0.00785854616895874,0.0216110019646365,0.113948919449902,0,0,0.00392927308447937,0,0.00392927308447937,0,0,0.00785854616895874,0.0117878192534381,0,0,0,0,0,0.00589390962671906,0,0,0,0,0,0,0,0,0,0,0
63,2080,0.017175572519084,0.133587786259542,0.148854961832061,0.017175572519084,0.17175572519084,0,0.190839694656489,0.0305343511450382,0.0114503816793893,0.0152671755725191,0.066793893129771,0.00954198473282443,0.00954198473282443,0.131679389312977,0,0,0.00190839694656489,0,0.00763358778625954,0,0,0.0152671755725191,0.0133587786259542,0,0,0,0,0,0,0,0.00381679389312977,0,0,0,0,0.00190839694656489,0,0,0,0.00190839694656489
64,2110,0.0242537313432836,0.117537313432836,0.123134328358209,0.00373134328358209,0.16044776119403,0,0.203358208955224,0.0466417910447761,0.0167910447761194,0.0149253731343284,0.0485074626865672,0.0130597014925373,0.0111940298507463,0.186567164179104,0.00186567164179104,0,0,0,0,0,0,0.0167910447761194,0.00559701492537313,0,0,0,0,0,0.00373134328358209,0,0,0,0,0,0,0,0,0.00186567164179104,0,0
