"sample.depths","sample.ages","Acer.undiff.","Betula","Carya","Cephalanthus","Corylus","Cyperaceae","Ericaceae","Fraxinus..tetracolpate.","Fraxinus..tricolpate.","Liquidambar","Morus","Ostrya.Carpinus","Pinus.undiff.","Platanus","Quercus","Salix","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus","Ambrosia","Populus","Amaranthaceae","Poaceae","Rosaceae","Urtica","Acer.saccharum","Juglans.cinerea.type","Juglans.nigra.type","Pinus.banksiana.P..resinosa","Other.trees.and.shrubs","Other.herbs","Picea","Tilia","Acer.saccharinum","Pinus.strobus","Abies","Artemisia","Celtis","Galium","Larix","Tsuga","Fagus","Rhus","Rhamnus","Thalictrum","Iva.annua","Cupressaceae","Shepherdia.canadensis","Castanea"
102,12312,0,0.0197183098591549,0.00845070422535211,0,0.0140845070422535,0.0901408450704225,0,0.0366197183098592,0.191549295774648,0,0.0028169014084507,0.12112676056338,0.0112676056338028,0.0028169014084507,0.146478873239437,0.0169014084507042,0.0112676056338028,0.0535211267605634,0.0028169014084507,0.0028169014084507,0.0704225352112676,0.00563380281690141,0.047887323943662,0,0.00563380281690141,0.0028169014084507,0,0,0.0028169014084507,0,0.00845070422535211,0.0873239436619718,0,0,0.0028169014084507,0.0112676056338028,0,0.00563380281690141,0,0.00845070422535211,0,0.0028169014084507,0,0.0028169014084507,0,0.0028169014084507,0,0,0
110,12507,0,0.0163934426229508,0.00819672131147541,0,0.0163934426229508,0.092896174863388,0,0.00546448087431694,0.14207650273224,0,0,0.169398907103825,0.0109289617486339,0,0.122950819672131,0.0273224043715847,0.0163934426229508,0.0327868852459016,0.00273224043715847,0.00273224043715847,0.046448087431694,0.00546448087431694,0.0573770491803279,0.00273224043715847,0,0.00273224043715847,0,0,0.00273224043715847,0,0,0.166666666666667,0,0.00546448087431694,0,0.00819672131147541,0.0109289617486339,0.00273224043715847,0,0.00546448087431694,0.00273224043715847,0,0,0,0.00819672131147541,0,0.00546448087431694,0,0
126,12945,0,0.0168539325842697,0.0112359550561798,0,0.0140449438202247,0.106741573033708,0,0.0168539325842697,0.162921348314607,0,0.00280898876404494,0.123595505617978,0.0168539325842697,0.00561797752808989,0.146067415730337,0.0224719101123595,0,0.0337078651685393,0,0.00842696629213483,0.0393258426966292,0.00280898876404494,0.0617977528089888,0,0,0.00561797752808989,0,0,0.00280898876404494,0,0,0.168539325842697,0,0,0,0.0168539325842697,0.00280898876404494,0.00561797752808989,0,0,0.00280898876404494,0.00280898876404494,0,0,0,0,0,0,0
130,13065,0,0.0078125,0.0182291666666667,0,0.0130208333333333,0.1015625,0,0.0104166666666667,0.145833333333333,0,0,0.111979166666667,0.0104166666666667,0,0.1640625,0.0208333333333333,0.0182291666666667,0.0390625,0,0.00520833333333333,0.0208333333333333,0,0.0651041666666667,0,0,0.0104166666666667,0.00520833333333333,0,0.0078125,0.00260416666666667,0.00260416666666667,0.182291666666667,0,0,0,0.0104166666666667,0.00520833333333333,0.00520833333333333,0,0.00260416666666667,0,0.00520833333333333,0,0,0.00260416666666667,0.00260416666666667,0.00260416666666667,0,0
142,13447,0,0.0192837465564738,0.0137741046831956,0,0.0358126721763085,0.0743801652892562,0,0.0165289256198347,0.115702479338843,0,0,0.110192837465565,0.00826446280991736,0,0.209366391184573,0.0110192837465565,0.00550964187327824,0.0165289256198347,0,0.0110192837465565,0.0110192837465565,0,0.0385674931129477,0.00275482093663912,0.00275482093663912,0.00826446280991736,0,0,0.00275482093663912,0,0,0.247933884297521,0.00275482093663912,0,0,0.00826446280991736,0.00550964187327824,0.00826446280991736,0.00550964187327824,0.00275482093663912,0,0.00275482093663912,0,0,0,0,0.00275482093663912,0,0
150,13721,0,0.015527950310559,0.0124223602484472,0,0.0124223602484472,0.124223602484472,0,0.0031055900621118,0.127329192546584,0,0.0062111801242236,0.124223602484472,0.0093167701863354,0,0.139751552795031,0.0248447204968944,0.0186335403726708,0.031055900621118,0,0.0062111801242236,0.0124223602484472,0.0031055900621118,0.0714285714285714,0.0031055900621118,0,0.0031055900621118,0.0031055900621118,0,0,0,0,0.208074534161491,0,0,0,0.0279503105590062,0.0031055900621118,0,0.0031055900621118,0,0,0,0,0,0.0031055900621118,0,0,0.0031055900621118,0
166,14318,0,0.0119047619047619,0.00198412698412698,0,0.00198412698412698,0.101190476190476,0.00198412698412698,0.00595238095238095,0.14484126984127,0,0,0.123015873015873,0.0198412698412698,0.00198412698412698,0.0992063492063492,0.0297619047619048,0.0178571428571429,0.00992063492063492,0.00396825396825397,0.00595238095238095,0.00992063492063492,0.00793650793650794,0.0793650793650794,0.00396825396825397,0,0.00198412698412698,0,0,0,0,0,0.28968253968254,0,0.00198412698412698,0,0.00396825396825397,0.00793650793650794,0.00396825396825397,0,0.00198412698412698,0,0,0.00198412698412698,0,0,0,0.00198412698412698,0,0.00198412698412698
182,14978,0,0.0245398773006135,0,0,0,0.058282208588957,0.00306748466257669,0,0.128834355828221,0,0,0.0705521472392638,0.0214723926380368,0,0.113496932515337,0.0368098159509202,0.0153374233128834,0.00613496932515337,0.0122699386503067,0.00306748466257669,0.0245398773006135,0.00306748466257669,0.0368098159509202,0.00306748466257669,0,0,0,0,0,0,0,0.411042944785276,0,0,0,0.00306748466257669,0,0.00613496932515337,0,0.00920245398773006,0,0,0,0.00306748466257669,0.00306748466257669,0,0,0.00306748466257669,0
198,NA,0,0.0060790273556231,0,0,0,0.0638297872340425,0,0,0.0243161094224924,0,0,0.027355623100304,0.033434650455927,0,0.0455927051671733,0,0.0182370820668693,0.00303951367781155,0.0060790273556231,0.00303951367781155,0,0,0.0425531914893617,0,0,0,0,0,0.0182370820668693,0,0,0.674772036474164,0.00303951367781155,0,0,0.0121580547112462,0.0121580547112462,0,0,0.00303951367781155,0,0,0,0,0.00303951367781155,0,0,0,0
214,NA,0,0.006006006006006,0.003003003003003,0,0.009009009009009,0.06006006006006,0,0,0.063063063063063,0,0,0.018018018018018,0.009009009009009,0,0.087087087087087,0.003003003003003,0.009009009009009,0,0.024024024024024,0.003003003003003,0.012012012012012,0,0.024024024024024,0,0,0,0,0,0.015015015015015,0,0.003003003003003,0.606606606606607,0,0.003003003003003,0,0.006006006006006,0.012012012012012,0,0,0.021021021021021,0,0,0,0,0.003003003003003,0,0,0,0
230,NA,0,0,0,0,0.00420168067226891,0.0588235294117647,0,0,0.0210084033613445,0,0.00210084033613445,0.0210084033613445,0.0147058823529412,0,0.0483193277310924,0.00210084033613445,0.00840336134453781,0.00420168067226891,0.0126050420168067,0.00210084033613445,0,0.00420168067226891,0.0378151260504202,0.00210084033613445,0,0,0,0,0.00630252100840336,0,0,0.718487394957983,0,0,0,0.00840336134453781,0.00630252100840336,0.00210084033613445,0,0.0147058823529412,0,0,0,0,0,0,0,0,0
260,NA,0,0,0.00238095238095238,0,0,0.0571428571428571,0,0.00238095238095238,0.0380952380952381,0,0,0.0119047619047619,0.0119047619047619,0,0.0428571428571429,0.00714285714285714,0.00238095238095238,0.00238095238095238,0.00238095238095238,0,0.00476190476190476,0,0.019047619047619,0,0,0,0,0,0.00476190476190476,0,0,0.752380952380952,0,0,0,0.0166666666666667,0.00952380952380952,0,0,0.0119047619047619,0,0,0,0,0,0,0,0,0
292,NA,0,0.00276243093922652,0.00276243093922652,0,0.00276243093922652,0.0662983425414365,0,0,0.0193370165745856,0,0,0.0138121546961326,0.0193370165745856,0,0.0441988950276243,0.00828729281767956,0.0110497237569061,0,0.0110497237569061,0.00552486187845304,0,0.00276243093922652,0.0165745856353591,0.00276243093922652,0,0,0.00276243093922652,0,0.00828729281767956,0,0,0.69889502762431,0,0,0,0.0138121546961326,0.0165745856353591,0,0,0.0220994475138122,0,0,0,0,0.00552486187845304,0.00276243093922652,0,0,0
332,NA,0,0.00257731958762887,0.00515463917525773,0,0.00257731958762887,0.0824742268041237,0,0,0.0489690721649485,0,0,0.0128865979381443,0.0283505154639175,0.00515463917525773,0.0670103092783505,0.00515463917525773,0.0128865979381443,0.0077319587628866,0.0231958762886598,0.00257731958762887,0.00257731958762887,0.0077319587628866,0.0283505154639175,0,0,0,0.00257731958762887,0,0.0103092783505155,0.00257731958762887,0,0.582474226804124,0,0,0.00257731958762887,0,0.0283505154639175,0,0,0.0206185567010309,0,0.00257731958762887,0,0,0.00257731958762887,0,0,0,0
358,NA,0,0.00831024930747922,0,0,0,0.0443213296398892,0,0,0.0277008310249307,0,0,0.0110803324099723,0.03601108033241,0,0.0498614958448753,0.00277008310249307,0.0138504155124654,0.00277008310249307,0.0193905817174515,0.00277008310249307,0.00554016620498615,0,0.0221606648199446,0,0,0,0,0,0.00831024930747922,0,0.00277008310249307,0.670360110803324,0,0,0,0.00554016620498615,0.0470914127423823,0,0,0.0138504155124654,0,0,0,0,0.00554016620498615,0,0,0,0
