"sample.depths","sample.ages","Alnus.viridis.type","Ambrosia.type","Artemisia","Betula","Cyperaceae","Ericaceae","Picea.mariana.type","Pinus.undiff.","Quercus","Juniperus.type","Amaranthaceae","Poaceae","Corylus.cornuta","Myrica.gale","cf..Oxyria.digyna","Pinus.banksiana.type","Pinus.strobus","Salix.herbacea.type","Salix.vestita.type","Picea.undiff.","Salix.undiff.","Alnus.incana.type","Ostrya.Carpinus","Rosaceae.undiff.","Juniperus.communis.Thuja.occidentalis.type","Ranunculaceae.undiff.","Fagus","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Abies.balsamea","Juglans.cinerea","Larix","Populus.tremuloides.type","Taxus","Carya.ovata","Caryophyllaceae","Fraxinus.nigra.type","Picea.glauca.type","Brassicaceae","Fabaceae.undiff.","Fraxinus.pennsylvanica.type","Picea.rubens.type","Thalictrum","Rhamnus.alnifolia.R..frangula","Onagraceae","Rubus.chamaemorus","Saxifraga.cernua.type","Urticaceae","Acer.saccharum","Rumex.type","Oxytropis.maydelliana.type","Tilia","Saxifraga.oppositifolia.type","Polygonum.viviparum","Saxifragaceae.undiff.","Acer.spicatum","Koenigia.islandica"
57,4214,0.315525876460768,0,0.0200333889816361,0.410684474123539,0.0868113522537563,0.0250417362270451,0.0450751252086811,0.00333889816360601,0,0,0.00166944908180301,0.0217028380634391,0,0,0,0.00834724540901502,0.00333889816360601,0.00166944908180301,0,0.0300500834724541,0.0200333889816361,0,0,0,0,0,0,0.00166944908180301,0,0,0,0.00166944908180301,0,0,0,0.00166944908180301,0,0,0,0,0,0,0,0,0,0,0.00166944908180301,0,0,0,0,0,0,0,0,0,0
60,4302,0.292011019283747,0,0.0110192837465565,0.420110192837466,0.0964187327823691,0.0358126721763085,0.0619834710743802,0.00413223140495868,0.00137741046831956,0.00137741046831956,0.00137741046831956,0.0137741046831956,0.00137741046831956,0.00275482093663912,0,0.0206611570247934,0,0,0,0.0192837465564738,0.00550964187327824,0.00275482093663912,0,0,0,0,0,0.00550964187327824,0,0,0,0,0,0,0,0,0,0,0,0.00137741046831956,0,0,0,0,0,0,0,0.00137741046831956,0,0,0,0,0,0,0,0,0
62,4361,0.379232505643341,0,0.00225733634311512,0.390519187358916,0.101580135440181,0.0270880361173815,0.0248306997742664,0.0112866817155756,0,0.00677200902934537,0.00451467268623025,0.0090293453724605,0,0,0,0.0112866817155756,0.00225733634311512,0.00225733634311512,0,0.0112866817155756,0.00225733634311512,0.00225733634311512,0,0,0,0.00225733634311512,0,0.00225733634311512,0.00225733634311512,0,0,0,0.00225733634311512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00225733634311512,0,0,0,0,0,0,0,0
65,NA,0.325526932084309,0,0.00702576112412178,0.426229508196721,0.0913348946135831,0.0257611241217799,0.053864168618267,0.00234192037470726,0.00234192037470726,0,0.00234192037470726,0.00936768149882904,0,0.00234192037470726,0,0.0210772833723653,0,0,0,0.00468384074941452,0.0140515222482436,0,0.00234192037470726,0,0.00234192037470726,0,0,0.00234192037470726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00468384074941452,0,0,0,0,0,0,0
67,NA,0.205940594059406,0,0.00594059405940594,0.605940594059406,0.0693069306930693,0.00792079207920792,0.0336633663366337,0.00594059405940594,0.00198019801980198,0,0,0.00396039603960396,0.00198019801980198,0.00198019801980198,0,0.0178217821782178,0.00198019801980198,0,0,0.0118811881188119,0.0138613861386139,0,0,0,0,0.00396039603960396,0,0.00198019801980198,0,0,0,0.00198019801980198,0,0,0,0,0,0,0,0,0,0,0,0,0.00198019801980198,0,0,0,0,0,0,0,0,0,0,0,0
70,NA,0.209476309226933,0,0.00997506234413965,0.543640897755611,0.124688279301746,0.0324189526184539,0.0149625935162095,0.00997506234413965,0,0,0.00748129675810474,0.0124688279301746,0,0.00498753117206983,0.00249376558603491,0.00748129675810474,0,0.00249376558603491,0,0.00249376558603491,0.0124688279301746,0,0,0,0,0,0,0,0,0,0,0,0.00249376558603491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,NA,0.253275109170306,0.0131004366812227,0.0109170305676856,0.412663755458515,0.115720524017467,0.0218340611353712,0.0393013100436681,0,0,0,0.00218340611353712,0.0305676855895196,0,0,0.00218340611353712,0.0262008733624454,0.00218340611353712,0,0.00436681222707424,0.00436681222707424,0.0283842794759825,0.00873362445414847,0,0,0,0.0109170305676856,0,0,0.00436681222707424,0,0.00218340611353712,0,0,0,0,0.00218340611353712,0,0,0,0.00436681222707424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,NA,0.215982721382289,0.00215982721382289,0.0151187904967603,0.334773218142549,0.252699784017279,0.0431965442764579,0.0453563714902808,0.00215982721382289,0,0,0,0.0237580993520518,0,0,0,0.0107991360691145,0,0,0,0.00431965442764579,0.0323974082073434,0,0.00215982721382289,0,0,0,0,0.00431965442764579,0.00215982721382289,0,0,0.00215982721382289,0,0,0,0.00647948164146868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,NA,0.118764845605701,0.00237529691211401,0.0332541567695962,0.159144893111639,0.351543942992874,0.0570071258907363,0.0498812351543943,0.00950118764845606,0,0.0166270783847981,0.00475059382422803,0.0665083135391924,0,0,0,0.0332541567695962,0.00475059382422803,0.00475059382422803,0.00712589073634204,0.00712589073634204,0.0593824228028504,0,0,0.00237529691211401,0,0.00475059382422803,0,0.00475059382422803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00237529691211401,0,0,0,0,0,0
78,NA,0.162464985994398,0.0168067226890756,0.0532212885154062,0.134453781512605,0.198879551820728,0.0672268907563025,0.0448179271708683,0.00840336134453781,0.00560224089635854,0,0.00280112044817927,0.117647058823529,0,0,0.00560224089635854,0.0588235294117647,0.00280112044817927,0,0.00840336134453781,0.00560224089635854,0.0728291316526611,0.0112044817927171,0,0.00280112044817927,0,0.00560224089635854,0.00280112044817927,0.00280112044817927,0,0,0,0,0,0,0,0,0,0,0,0.00280112044817927,0,0,0,0,0,0,0,0,0,0,0,0.00280112044817927,0.00280112044817927,0,0,0,0
80,NA,0.113846153846154,0.00615384615384615,0.0369230769230769,0.0923076923076923,0.24,0.0184615384615385,0.0707692307692308,0.0215384615384615,0,0.00923076923076923,0.0123076923076923,0.104615384615385,0,0.00923076923076923,0,0.0646153846153846,0.00307692307692308,0.00307692307692308,0.00307692307692308,0.00923076923076923,0.101538461538462,0.00307692307692308,0,0.0246153846153846,0,0.0184615384615385,0,0.0215384615384615,0,0,0,0,0.00307692307692308,0,0,0,0,0,0,0.00307692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00307692307692308,0.00307692307692308,0,0
82,NA,0.130662020905923,0.0104529616724739,0.0313588850174216,0.134146341463415,0.130662020905923,0.0121951219512195,0.0209059233449477,0.0209059233449477,0.00696864111498258,0.00174216027874564,0.00696864111498258,0.18815331010453,0,0,0.00348432055749129,0.0888501742160279,0.00174216027874564,0,0,0.00522648083623693,0.170731707317073,0.00174216027874564,0,0.0104529616724739,0,0,0,0.00522648083623693,0,0,0,0,0.00522648083623693,0,0.00174216027874564,0,0,0,0,0.00348432055749129,0,0,0,0.00174216027874564,0,0,0,0,0,0,0,0,0.00348432055749129,0,0,0.00174216027874564,0
85,NA,0.170022371364653,0.00671140939597315,0.0335570469798658,0.0782997762863535,0.0850111856823266,0,0.0380313199105145,0.0201342281879195,0.00223713646532438,0.00894854586129754,0.0111856823266219,0.114093959731544,0,0,0.00894854586129754,0.058165548098434,0.00894854586129754,0.00447427293064877,0.00671140939597315,0.0134228187919463,0.272930648769575,0.00223713646532438,0,0.0134228187919463,0,0.00223713646532438,0,0.00894854586129754,0,0,0,0.00223713646532438,0.00447427293064877,0.00223713646532438,0,0.00223713646532438,0,0,0,0.00447427293064877,0,0,0,0,0,0,0.00223713646532438,0,0,0,0.0134228187919463,0,0,0,0,0,0
87,NA,0.128772635814889,0.0120724346076459,0.028169014084507,0.162977867203219,0.0382293762575453,0,0.110663983903421,0.00804828973843058,0.00201207243460765,0,0.0301810865191147,0.0301810865191147,0,0,0,0.173038229376258,0.00402414486921529,0,0,0.00402414486921529,0.253521126760563,0.00402414486921529,0,0.00201207243460765,0,0,0,0.00201207243460765,0.00201207243460765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00201207243460765,0,0,0,0.00201207243460765
90,NA,0.319148936170213,0,0.0319148936170213,0.329787234042553,0.0319148936170213,0.0319148936170213,0.0319148936170213,0.0106382978723404,0,0,0,0.0319148936170213,0,0.0106382978723404,0.0212765957446809,0.0319148936170213,0,0,0,0.0425531914893617,0,0,0,0,0,0,0,0.0531914893617021,0,0,0,0,0.0212765957446809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,NA,0.27906976744186,0.0116279069767442,0.0348837209302326,0.127906976744186,0.13953488372093,0.116279069767442,0.0232558139534884,0.0697674418604651,0,0,0,0.0697674418604651,0,0,0.0116279069767442,0.0465116279069767,0,0,0.0116279069767442,0.0348837209302326,0.0116279069767442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116279069767442,0,0,0,0
95,NA,0.28,0,0,0.32,0.12,0.08,0.08,0.04,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
