"sample.depths","sample.ages","Acer.negundo","Acer.rubrum","Ambrosia.type","Betula","Carya","Celtis","Cephalanthus","Cupressaceae","Cyperaceae","Fagus","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Fraxinus.undiff.","Poaceae.undiff.","Iva.xanthifolia.type","Juglans.nigra","Juglans.undiff.","Liquidambar","Nyssa","Ostrya.Carpinus","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Quercus","Rubus","Salix","Saxifragaceae","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Xanthium","Alnus","Populus","Amaranthaceae","Acer.saccharinum.type","Castanea","Apiaceae","Viburnum","Artemisia","Bidens.type","Corylus","Juglans.cinerea","Leitneria.floridana","Trees.undiff.","Polygonum","Ilex","Plantago.major","Tsuga","Vitis","Cerealia","Ericaceae","Iva.annua.type","Tilia","Acer.saccharum.type","Herbs.undiff.","Magnolia","Parthenocissus","Dalea","Onagraceae","Picea","Thalictrum","Spiraea.type","Cornus","Sambucus","Prunus.Sorbus","Abies","Lamiaceae","Morus","Potentilla.type","Sanguisorba","Aesculus","Shepherdia.canadensis","Caryophyllaceae"
280,18085,0.0028328611898017,0,0.0084985835694051,0.0141643059490085,0.0056657223796034,0,0,0,0.0226628895184136,0.0028328611898017,0.0424929178470255,0.0056657223796034,0.0453257790368272,0.0198300283286119,0.0056657223796034,0,0,0,0,0.0453257790368272,0.0311614730878187,0.0056657223796034,0.203966005665722,0.0028328611898017,0.240793201133144,0,0,0,0.0056657223796034,0.0084985835694051,0.0028328611898017,0.0254957507082153,0,0,0,0,0.0028328611898017,0,0.0056657223796034,0,0.0028328611898017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215297450424929,0.0028328611898017,0,0.0028328611898017,0,0,0.0198300283286119,0,0,0,0,0,0,0
296,18299,0.00279329608938547,0,0.00558659217877095,0.0111731843575419,0.0139664804469274,0,0,0.00279329608938547,0.0251396648044693,0.00279329608938547,0.0111731843575419,0,0.0279329608938547,0.0139664804469274,0,0,0,0,0,0.0223463687150838,0.159217877094972,0.00837988826815642,0.226256983240223,0,0.164804469273743,0,0.00279329608938547,0,0.0195530726256983,0.00558659217877095,0,0.0391061452513966,0,0,0,0.00279329608938547,0,0,0.0111731843575419,0,0.00837988826815642,0.00558659217877095,0,0.00558659217877095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189944134078212,0.00558659217877095,0,0,0,0,0,0.00279329608938547,0,0,0.00279329608938547,0,0,0
312,18482,0,0,0.00598802395209581,0,0.00598802395209581,0,0,0,0.0209580838323353,0,0.00898203592814371,0.0029940119760479,0.0269461077844311,0.0149700598802395,0,0,0,0,0,0.00598802395209581,0.218562874251497,0.00598802395209581,0.344311377245509,0,0.107784431137725,0,0.0029940119760479,0,0.00898203592814371,0.00598802395209581,0,0.0119760479041916,0,0,0,0,0.0029940119760479,0,0.00898203592814371,0,0,0.00598802395209581,0,0,0.0029940119760479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167664670658683,0,0,0,0,0,0.0119760479041916,0,0,0,0,0,0,0
330,18660,0,0,0.0056657223796034,0.0056657223796034,0.0056657223796034,0,0,0,0.0453257790368272,0,0.0141643059490085,0.0028328611898017,0.0198300283286119,0.0339943342776204,0,0,0,0,0,0.0028328611898017,0.294617563739377,0,0.297450424929178,0,0.113314447592068,0,0,0,0.0028328611898017,0,0,0.0113314447592068,0,0,0,0,0,0,0.0028328611898017,0,0.0113314447592068,0.0028328611898017,0,0,0,0,0,0,0,0,0,0,0,0.0056657223796034,0,0,0,0,0,0.113314447592068,0.0028328611898017,0,0,0,0,0.0056657223796034,0,0,0,0,0,0,0
350,18833,0,0,0,0.0028735632183908,0.00574712643678161,0,0,0,0.0172413793103448,0,0.00574712643678161,0.00574712643678161,0.0028735632183908,0.0201149425287356,0,0,0,0,0,0.014367816091954,0.117816091954023,0,0.333333333333333,0,0.0804597701149425,0,0.00574712643678161,0.0028735632183908,0.014367816091954,0,0,0.0316091954022989,0,0.00574712643678161,0,0,0,0,0.0172413793103448,0,0,0.0028735632183908,0,0,0.0028735632183908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28448275862069,0,0,0,0,0,0.0229885057471264,0,0,0,0,0.0028735632183908,0,0
370,18990,0,0,0.003003003003003,0,0.003003003003003,0,0,0,0.024024024024024,0,0.003003003003003,0,0.021021021021021,0.024024024024024,0.003003003003003,0,0,0,0,0.009009009009009,0.204204204204204,0,0.387387387387387,0,0.069069069069069,0.003003003003003,0,0,0.006006006006006,0.009009009009009,0,0.009009009009009,0,0,0,0,0.003003003003003,0,0.003003003003003,0,0,0.003003003003003,0,0,0.003003003003003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189189189189189,0.006006006006006,0,0,0,0,0.015015015015015,0,0,0,0,0,0,0
390,19142,0,0,0,0.0028328611898017,0.0028328611898017,0.0028328611898017,0,0,0.0198300283286119,0,0.0169971671388102,0,0.0084985835694051,0.0311614730878187,0.0056657223796034,0,0,0,0,0.0141643059490085,0.192634560906516,0,0.359773371104816,0,0.0623229461756374,0,0,0,0.0113314447592068,0,0,0.0169971671388102,0,0,0,0.0028328611898017,0,0,0,0,0,0,0,0,0.0028328611898017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237960339943343,0.0028328611898017,0,0,0,0,0.0056657223796034,0,0,0,0,0,0,0
410,19300,0,0,0.00892857142857143,0,0.00595238095238095,0,0,0,0.00297619047619048,0,0.00595238095238095,0.00297619047619048,0.0148809523809524,0.0148809523809524,0.00595238095238095,0,0,0,0,0.00297619047619048,0.139880952380952,0,0.553571428571429,0,0.0476190476190476,0,0,0,0.00892857142857143,0,0,0.0267857142857143,0,0,0,0,0,0,0,0,0.00297619047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148809523809524,0,0,0,0,0,0.00595238095238095,0,0,0,0,0,0,0
430,19474,0,0,0,0,0,0,0,0,0.0301204819277108,0,0,0,0.00602409638554217,0.0180722891566265,0.00903614457831325,0,0,0,0,0.00301204819277108,0.171686746987952,0,0.599397590361446,0,0.0451807228915663,0,0,0,0.00602409638554217,0,0,0.00602409638554217,0,0,0,0,0,0.00301204819277108,0,0.00301204819277108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0963855421686747,0,0,0,0,0,0.00301204819277108,0,0,0,0,0,0,0
450,19672,0,0,0,0.00263157894736842,0,0,0,0,0.0131578947368421,0,0,0,0.00263157894736842,0.00526315789473684,0.00526315789473684,0,0,0.00263157894736842,0,0.0105263157894737,0.178947368421053,0,0.621052631578947,0,0.0473684210526316,0,0,0,0.00263157894736842,0,0,0,0,0,0,0,0,0,0.00263157894736842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00263157894736842,0,0,0,0,0,0.0947368421052632,0.00789473684210526,0,0,0,0,0,0,0,0,0,0,0,0
470,19890,0,0,0.00273972602739726,0,0.00273972602739726,0,0,0,0.0712328767123288,0.00273972602739726,0.00547945205479452,0,0.010958904109589,0.0465753424657534,0,0,0,0,0,0.00547945205479452,0.13972602739726,0,0.482191780821918,0,0.0383561643835616,0,0,0,0.0246575342465753,0,0,0.00547945205479452,0,0.00273972602739726,0,0,0,0,0.00273972602739726,0,0.00273972602739726,0,0,0,0.00273972602739726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123287671232877,0.00821917808219178,0,0.00273972602739726,0,0,0.010958904109589,0,0.00273972602739726,0,0,0,0.00273972602739726,0
490,20124,0,0,0,0,0.0149700598802395,0,0,0,0.0239520958083832,0,0.0029940119760479,0,0.00598802395209581,0.00598802395209581,0,0,0,0,0.0029940119760479,0.0149700598802395,0.152694610778443,0.0029940119760479,0.568862275449102,0,0.0568862275449102,0,0,0,0.00598802395209581,0,0.0029940119760479,0,0,0,0,0,0,0,0,0,0.0029940119760479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125748502994012,0.0029940119760479,0,0,0,0,0.0029940119760479,0.0029940119760479,0,0,0,0,0,0
510,20368,0.00305810397553517,0,0.00305810397553517,0,0.00305810397553517,0,0,0,0.0244648318042813,0,0.00305810397553517,0,0.00305810397553517,0.0152905198776758,0,0,0,0,0,0.0122324159021407,0.17737003058104,0,0.617737003058104,0,0.0519877675840979,0,0,0,0.00305810397553517,0,0,0,0,0,0,0,0,0,0.00611620795107034,0,0.0091743119266055,0,0,0,0.00305810397553517,0,0,0,0,0,0,0.00305810397553517,0,0,0,0,0,0,0,0.055045871559633,0.00305810397553517,0,0,0,0,0.00305810397553517,0,0,0,0,0,0,0
530,20617,0,0,0.00591715976331361,0.0029585798816568,0.0029585798816568,0,0,0.0029585798816568,0.0473372781065089,0,0.0118343195266272,0,0.0029585798816568,0.014792899408284,0,0,0,0,0,0.00887573964497041,0.210059171597633,0,0.541420118343195,0.0029585798816568,0.0591715976331361,0.0029585798816568,0,0,0.00591715976331361,0,0,0.0029585798816568,0,0,0,0,0,0,0,0,0.0029585798816568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0650887573964497,0,0,0,0,0,0.0029585798816568,0,0,0.0029585798816568,0,0,0,0
550,20867,0,0,0,0.00274725274725275,0,0,0,0.00274725274725275,0.0769230769230769,0,0.00824175824175824,0,0.00274725274725275,0.0302197802197802,0,0,0,0,0,0.00549450549450549,0.197802197802198,0,0.554945054945055,0,0.0192307692307692,0.00274725274725275,0,0,0.00549450549450549,0,0,0,0,0,0,0,0,0,0.00549450549450549,0,0.00274725274725275,0,0,0,0,0,0,0,0,0,0,0,0,0.00274725274725275,0,0,0,0,0,0.0631868131868132,0.00549450549450549,0,0.00274725274725275,0,0,0.00824175824175824,0,0,0,0,0,0,0
570,21111,0,0,0.00245098039215686,0.00245098039215686,0,0,0,0,0.149509803921569,0,0.00245098039215686,0,0.00735294117647059,0.0465686274509804,0,0,0,0,0,0.00245098039215686,0.102941176470588,0,0.473039215686274,0,0.0196078431372549,0,0,0,0.0220588235294118,0.00490196078431373,0,0.00735294117647059,0,0,0,0,0,0,0.00490196078431373,0,0.00245098039215686,0.00245098039215686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127450980392157,0.00245098039215686,0.00245098039215686,0,0,0,0.0122549019607843,0,0,0,0,0,0,0.00245098039215686
590,21346,0,0,0,0.00543478260869565,0,0,0,0,0.0896739130434783,0,0.00815217391304348,0,0.00271739130434783,0.0380434782608696,0,0,0,0,0,0.0108695652173913,0.176630434782609,0,0.456521739130435,0,0.0135869565217391,0,0.00271739130434783,0,0.0326086956521739,0,0,0.00271739130434783,0,0.00271739130434783,0,0,0.00271739130434783,0.00271739130434783,0.00543478260869565,0,0.00271739130434783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133152173913043,0.00271739130434783,0,0,0,0,0.00815217391304348,0,0,0,0,0,0,0
610,21566,0,0,0,0.00240384615384615,0.00240384615384615,0,0,0,0.165865384615385,0,0.00480769230769231,0,0.00240384615384615,0.0576923076923077,0,0,0,0,0,0.00721153846153846,0.170673076923077,0,0.387019230769231,0,0.0168269230769231,0.00480769230769231,0,0,0.0192307692307692,0,0,0.00240384615384615,0,0.00240384615384615,0,0,0,0,0,0,0.00240384615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144230769230769,0,0,0,0,0,0.00240384615384615,0,0,0.00240384615384615,0.00240384615384615,0,0,0
630,21778,0,0,0,0,0.00215982721382289,0,0,0,0.252699784017279,0,0,0,0,0.0215982721382289,0,0,0,0,0,0,0.0280777537796976,0,0.537796976241901,0,0.00647948164146868,0,0,0,0.0151187904967603,0,0,0,0,0,0,0,0,0,0,0,0.00215982721382289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123110151187905,0,0,0,0,0,0.00863930885529158,0,0,0,0,0,0,0.00215982721382289
650,22003,0,0,0,0,0,0,0,0,0.182741116751269,0.00253807106598985,0,0,0,0.00761421319796954,0,0,0.00253807106598985,0,0,0.00253807106598985,0.032994923857868,0,0.548223350253807,0,0.0203045685279188,0,0,0,0.0152284263959391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00253807106598985,0.17005076142132,0.00253807106598985,0,0,0,0,0.00761421319796954,0.00253807106598985,0,0,0,0,0,0
670,22262,0,0,0.00265957446808511,0.00265957446808511,0.00531914893617021,0,0,0,0.154255319148936,0,0,0,0.00265957446808511,0.00797872340425532,0.00265957446808511,0,0,0,0,0,0.0531914893617021,0,0.61436170212766,0,0.00265957446808511,0,0,0,0.00265957446808511,0,0.00265957446808511,0,0,0,0,0,0,0,0.00265957446808511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00265957446808511,0.138297872340426,0,0,0,0,0,0.00265957446808511,0,0,0,0,0,0,0
690,22575,0,0,0.00289017341040462,0,0.00578034682080925,0,0,0,0.0809248554913295,0,0.00289017341040462,0,0,0.0144508670520231,0,0,0,0,0,0.00289017341040462,0.0346820809248555,0,0.638728323699422,0,0.0260115606936416,0,0,0,0.0115606936416185,0,0,0.00289017341040462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00289017341040462,0,0,0,0,0,0.161849710982659,0.00578034682080925,0,0,0,0,0.00578034682080925,0,0,0,0,0,0,0
700,22758,0,0,0,0,0,0,0,0,0.0552325581395349,0,0,0,0,0.0116279069767442,0,0,0,0,0,0.00290697674418605,0.0988372093023256,0,0.636627906976744,0,0.0116279069767442,0.00290697674418605,0,0,0.00290697674418605,0,0,0,0,0,0,0,0.00290697674418605,0,0,0,0.00290697674418605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162790697674419,0,0,0,0,0,0.00872093023255814,0,0,0,0,0,0,0
930,30881,0,0,0.0026525198938992,0.00530503978779841,0.0159151193633952,0.0026525198938992,0.00795755968169761,0,0.0610079575596817,0,0.013262599469496,0,0.013262599469496,0.039787798408488,0,0,0.0026525198938992,0,0.0026525198938992,0.00530503978779841,0.079575596816976,0.0026525198938992,0.358090185676393,0,0.143236074270557,0,0.0026525198938992,0,0.00795755968169761,0.00530503978779841,0,0.0557029177718833,0,0,0,0,0,0.00530503978779841,0.00530503978779841,0,0,0.00530503978779841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137931034482759,0.0026525198938992,0,0,0,0,0.0159151193633952,0,0,0,0,0,0,0
