"sample.depths","sample.ages","Acer.negundo","Artemisia","Betula","Amaranthaceae.undiff.","Corylus","Cyperaceae","Ostrya.Carpinus","Picea","Pinus.undiff.","Quercus","Salix","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Apiaceae","Xanthium","Alnus","Ambrosia","Populus","Poaceae","Iva.xanthifolia","Abies.balsamea","Acer.saccharum","Pinus.banksiana.P..resinosa","Fraxinus.nigra","Fraxinus.pennsylvanica","Larix.laricina","Pinus.strobus.type","Acer.rubrum","Juniperus.Thuja","Dalea.candida","Tilia.americana","Humulus.lupulus","Sarcobatus.vermiculatus","Juglans","Dalea.purpurea","Carya","Iva.annua","Caryophyllaceae","Brassicaceae","Thalictrum","Ephedra","Rosaceae","Ericaceae","Platanus","Vitis","Amorpha","Lamiaceae","Plantago","Galium","Celtis.occidentalis","Symphoricarpos.occidentalis","Shepherdia"
250,2791,0,0.0231958762886598,0.252577319587629,0.00257731958762887,0.0154639175257732,0.0283505154639175,0.100515463917526,0.0077319587628866,0.13659793814433,0.162371134020619,0.0154639175257732,0,0.0438144329896907,0,0.00257731958762887,0.038659793814433,0.0180412371134021,0.00515463917525773,0.0747422680412371,0,0,0.00515463917525773,0.0128865979381443,0.00257731958762887,0.0154639175257732,0.00515463917525773,0.0180412371134021,0,0,0,0.0103092783505155,0,0,0,0,0,0.00257731958762887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,2902,0,0.033434650455927,0.303951367781155,0.00303951367781155,0.0060790273556231,0.027355623100304,0.094224924012158,0.0060790273556231,0.0820668693009119,0.155015197568389,0.0060790273556231,0.0121580547112462,0.0364741641337386,0,0.00303951367781155,0.0516717325227964,0.0212765957446809,0.0182370820668693,0.0668693009118541,0.0060790273556231,0,0,0,0.0121580547112462,0.0243161094224924,0.0060790273556231,0,0,0.0060790273556231,0,0.0182370820668693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,3091,0.00315457413249211,0.0189274447949527,0.302839116719243,0.00630914826498423,0.0126182965299685,0.028391167192429,0.135646687697161,0.00630914826498423,0.056782334384858,0.195583596214511,0.00946372239747634,0.00630914826498423,0.0126182965299685,0,0,0.0473186119873817,0.0220820189274448,0.00946372239747634,0.0378548895899054,0.00630914826498423,0,0,0,0.0410094637223975,0.0157728706624606,0.00315457413249211,0,0.00946372239747634,0.00315457413249211,0,0.00946372239747634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,3279,0,0.0244498777506112,0.207823960880196,0.00733496332518337,0.00488997555012225,0.058679706601467,0.202933985330073,0,0.0366748166259169,0.180929095354523,0.00733496332518337,0.00733496332518337,0.0122249388753056,0,0,0.019559902200489,0.0146699266503667,0.0122249388753056,0.139364303178484,0,0.00488997555012225,0.00244498777506112,0,0.0244498777506112,0.00733496332518337,0.00488997555012225,0.0097799511002445,0,0,0,0.00733496332518337,0,0,0,0,0,0.00244498777506112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,3468,0,0.0127551020408163,0.158163265306122,0.0204081632653061,0.0102040816326531,0.0408163265306122,0.135204081632653,0.00510204081632653,0.0918367346938776,0.221938775510204,0,0.0127551020408163,0.038265306122449,0,0,0.0816326530612245,0.0127551020408163,0.0102040816326531,0.0943877551020408,0,0.00255102040816327,0.0076530612244898,0.00255102040816327,0.00255102040816327,0.0076530612244898,0.00255102040816327,0.00255102040816327,0,0.0076530612244898,0,0.0102040816326531,0,0.00255102040816327,0,0,0,0,0,0,0,0,0.00510204081632653,0,0,0,0,0,0,0,0,0,0
340,3656,0,0.0126582278481013,0.293670886075949,0.00506329113924051,0.010126582278481,0.0405063291139241,0.174683544303797,0.00253164556962025,0.010126582278481,0.159493670886076,0,0.00759493670886076,0.020253164556962,0,0,0.0354430379746835,0.00506329113924051,0.00506329113924051,0.164556962025316,0,0,0.00253164556962025,0.00506329113924051,0.010126582278481,0.0177215189873418,0.00253164556962025,0.00253164556962025,0.00759493670886076,0,0,0.00506329113924051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,3845,0,0.0268456375838926,0.302013422818792,0.00671140939597315,0.0251677852348993,0.0352348993288591,0.140939597315436,0.00335570469798658,0.0419463087248322,0.199664429530201,0.00503355704697987,0.00503355704697987,0.011744966442953,0,0,0.052013422818792,0.00671140939597315,0.0100671140939597,0.0973154362416107,0.00167785234899329,0.00167785234899329,0.00167785234899329,0.00167785234899329,0.00503355704697987,0.0100671140939597,0,0.00167785234899329,0,0.00503355704697987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00167785234899329,0,0,0,0,0,0,0,0
380,4033,0,0.0326370757180157,0.382506527415144,0.0143603133159269,0.00913838120104439,0.0300261096605744,0.0691906005221932,0.00130548302872063,0.031331592689295,0.159268929503916,0.00913838120104439,0.00522193211488251,0.0143603133159269,0,0.00130548302872063,0.0261096605744125,0.0274151436031332,0.00652741514360313,0.155352480417755,0.00261096605744125,0.00130548302872063,0,0.00130548302872063,0.00522193211488251,0.00783289817232376,0.00130548302872063,0.00130548302872063,0,0,0,0,0,0,0.00130548302872063,0,0,0,0,0,0.00261096605744125,0,0,0,0,0,0,0,0,0,0,0,0
400,4222,0,0.0367132867132867,0.272727272727273,0.0174825174825175,0.020979020979021,0.0367132867132867,0.0611888111888112,0.0034965034965035,0.0576923076923077,0.270979020979021,0.00174825174825175,0.0104895104895105,0.0192307692307692,0,0,0.0262237762237762,0.0297202797202797,0.00524475524475524,0.0681818181818182,0.0034965034965035,0,0.00174825174825175,0.0034965034965035,0.006993006993007,0.0174825174825175,0,0.00874125874125874,0,0.0157342657342657,0,0,0,0.00174825174825175,0,0,0,0,0,0,0.00174825174825175,0,0,0,0,0,0,0,0,0,0,0,0
410,4316,0,0.0580046403712297,0.148491879350348,0.0116009280742459,0.0116009280742459,0.0464037122969838,0.037122969837587,0,0.0881670533642691,0.31554524361949,0.0162412993039443,0.0232018561484919,0.0162412993039443,0,0,0.0533642691415313,0.037122969837587,0.0116009280742459,0.0765661252900232,0,0,0.00232018561484919,0.00232018561484919,0,0.00464037122969838,0,0.0162412993039443,0,0.00464037122969838,0.00232018561484919,0,0,0,0.00464037122969838,0,0.00232018561484919,0,0,0,0,0,0,0,0,0.00464037122969838,0.00232018561484919,0.00232018561484919,0,0,0,0,0
420,4443,0,0.08165548098434,0.0760626398210291,0.0223713646532438,0.0145413870246085,0.0447427293064877,0.0223713646532438,0.00111856823266219,0.0917225950782998,0.246085011185682,0.0212527964205817,0.0324384787472036,0.0123042505592841,0,0.00111856823266219,0.0626398210290828,0.069351230425056,0.00223713646532438,0.128635346756152,0.00111856823266219,0,0.00335570469798658,0.023489932885906,0.0111856823266219,0.0100671140939597,0.00111856823266219,0.0123042505592841,0,0,0,0,0,0.00111856823266219,0,0.00111856823266219,0,0,0,0,0.00111856823266219,0,0,0,0,0.00223713646532438,0,0,0.00111856823266219,0,0,0,0
440,4796,0.00120627261761158,0.083232810615199,0.103739445114596,0.0241254523522316,0.00723763570566948,0.0711700844390832,0.0193003618817853,0.00361881785283474,0.06875753920386,0.278648974668275,0.0193003618817853,0.0156815440289505,0.0108564535585042,0,0,0.0566948130277443,0.0289505428226779,0.00120627261761158,0.168878166465621,0.00241254523522316,0,0.00120627261761158,0.0132689987937274,0.00361881785283474,0.00241254523522316,0,0.00120627261761158,0,0.00120627261761158,0.00361881785283474,0,0,0.00241254523522316,0,0,0,0.00120627261761158,0.00120627261761158,0,0,0,0,0,0,0,0.00241254523522316,0,0,0.00120627261761158,0,0,0
460,5148,0,0.138728323699422,0.0433526011560694,0.0289017341040462,0.00578034682080925,0.0491329479768786,0.0260115606936416,0,0.135838150289017,0.228323699421965,0.0202312138728324,0.0173410404624277,0.00578034682080925,0,0,0.0578034682080925,0.0289017341040462,0,0.179190751445087,0,0,0,0.00578034682080925,0.00289017341040462,0.00289017341040462,0,0.00867052023121387,0,0.00289017341040462,0.00289017341040462,0,0,0.00578034682080925,0,0,0,0,0,0,0.00289017341040462,0,0,0,0,0,0,0,0,0,0,0,0
480,5500,0,0.166666666666667,0.0508474576271186,0.019774011299435,0.0169491525423729,0.0451977401129944,0.00282485875706215,0,0.0649717514124294,0.257062146892655,0.00564971751412429,0.0282485875706215,0.0112994350282486,0,0,0.0593220338983051,0.0593220338983051,0,0.19774011299435,0,0,0,0,0,0.00847457627118644,0,0,0,0,0,0,0,0.00282485875706215,0,0,0,0.00282485875706215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,5853,0,0.0121951219512195,0.0670731707317073,0.0182926829268293,0.0152439024390244,0.097560975609756,0.0304878048780488,0,0.109756097560976,0.246951219512195,0.0304878048780488,0.0152439024390244,0.0182926829268293,0.00304878048780488,0,0.0365853658536585,0.0396341463414634,0,0.216463414634146,0.00609756097560976,0,0,0.00304878048780488,0.00304878048780488,0.00609756097560976,0,0.00609756097560976,0,0,0,0,0,0,0.00304878048780488,0,0,0,0,0,0,0,0,0,0,0,0.00914634146341463,0,0,0.00304878048780488,0.00304878048780488,0,0
520,6205,0,0.154838709677419,0.0225806451612903,0.0258064516129032,0.0258064516129032,0.0419354838709677,0.0225806451612903,0,0.032258064516129,0.367741935483871,0.0161290322580645,0.0161290322580645,0.0161290322580645,0,0,0.0290322580645161,0.0612903225806452,0.00967741935483871,0.119354838709677,0.0032258064516129,0,0,0.0064516129032258,0.0032258064516129,0.00967741935483871,0,0.0064516129032258,0,0.0032258064516129,0,0,0,0.0032258064516129,0,0,0,0.0032258064516129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,6557,0,0.190883190883191,0.0256410256410256,0.0655270655270655,0.0284900284900285,0.0626780626780627,0.0056980056980057,0.00284900284900285,0.0512820512820513,0.202279202279202,0.037037037037037,0.0199430199430199,0.00284900284900285,0,0,0.0455840455840456,0.0313390313390313,0.00284900284900285,0.190883190883191,0,0,0,0.0056980056980057,0.00284900284900285,0.0056980056980057,0,0.00284900284900285,0,0.0056980056980057,0,0,0,0.00284900284900285,0,0,0,0,0,0,0,0,0,0,0,0,0.0056980056980057,0,0,0,0.00284900284900285,0,0
560,6910,0,0.145110410094637,0.0220820189274448,0.100946372239748,0.0315457413249211,0.0504731861198738,0.0126182965299685,0,0.0599369085173502,0.324921135646688,0.0410094637223975,0.028391167192429,0.0220820189274448,0,0.00315457413249211,0.00946372239747634,0.00315457413249211,0.00630914826498423,0.1198738170347,0,0,0,0.00630914826498423,0.00315457413249211,0.00315457413249211,0,0.00315457413249211,0,0.00315457413249211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,7262,0.00280898876404494,0.165730337078652,0.00561797752808989,0.0393258426966292,0.0140449438202247,0.112359550561798,0.00280898876404494,0,0.047752808988764,0.182584269662921,0.0898876404494382,0.0280898876404494,0.0112359550561798,0,0.00280898876404494,0.0280898876404494,0.0308988764044944,0.0196629213483146,0.193820224719101,0,0,0,0,0,0.00280898876404494,0,0,0,0.00280898876404494,0.00561797752808989,0.00280898876404494,0,0.00280898876404494,0,0,0.00280898876404494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00280898876404494,0
600,7614,0.002710027100271,0.208672086720867,0.018970189701897,0.032520325203252,0.032520325203252,0.08130081300813,0.00542005420054201,0.002710027100271,0.0596205962059621,0.235772357723577,0.008130081300813,0.013550135501355,0.013550135501355,0.002710027100271,0,0.002710027100271,0.0704607046070461,0.002710027100271,0.173441734417344,0,0,0,0.002710027100271,0.00542005420054201,0,0,0,0,0.008130081300813,0,0,0,0,0,0,0,0.016260162601626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,7966,0.00266666666666667,0.16,0.0293333333333333,0.0293333333333333,0.0373333333333333,0.0693333333333333,0.0186666666666667,0.00266666666666667,0.0746666666666667,0.256,0.04,0.0106666666666667,0.024,0.00533333333333333,0.00266666666666667,0.0186666666666667,0.00266666666666667,0,0.16,0,0,0.00266666666666667,0.008,0.00533333333333333,0.0133333333333333,0,0.00266666666666667,0,0.008,0,0,0,0.00266666666666667,0,0,0,0.00266666666666667,0,0,0.00266666666666667,0,0,0,0,0.00266666666666667,0.00533333333333333,0,0,0,0,0,0
640,8319,0,0.15,0.025,0.0472222222222222,0.0222222222222222,0.0888888888888889,0.0111111111111111,0.00555555555555556,0.1,0.230555555555556,0.0194444444444444,0.0194444444444444,0.00555555555555556,0.00555555555555556,0,0.0194444444444444,0.0833333333333333,0.00555555555555556,0.130555555555556,0,0,0,0.0111111111111111,0.00277777777777778,0.00833333333333333,0,0,0,0,0,0,0,0.00277777777777778,0,0,0,0,0,0,0,0,0,0,0,0.00277777777777778,0,0,0,0,0.00277777777777778,0,0
660,8671,0,0.22279792746114,0.0310880829015544,0.0362694300518135,0.0207253886010363,0.077720207253886,0.00259067357512953,0,0.132124352331606,0.129533678756477,0.0259067357512953,0.0103626943005181,0.0077720207253886,0,0.00518134715025907,0.0103626943005181,0.103626943005181,0.00518134715025907,0.139896373056995,0,0,0,0.0129533678756477,0.00518134715025907,0.00259067357512953,0,0.00518134715025907,0,0,0.00518134715025907,0,0,0,0,0,0,0.00518134715025907,0,0,0,0,0,0,0,0,0.00259067357512953,0,0,0,0,0,0
680,9023,0,0.217647058823529,0.0264705882352941,0.0764705882352941,0.0176470588235294,0.0588235294117647,0,0,0.105882352941176,0.102941176470588,0.0794117647058823,0.0147058823529412,0.00588235294117647,0,0.00294117647058824,0.0117647058823529,0.111764705882353,0.00294117647058824,0.141176470588235,0.00588235294117647,0,0,0,0.00588235294117647,0,0,0,0,0,0,0,0,0.00294117647058824,0,0,0.00294117647058824,0.00294117647058824,0,0,0,0,0,0,0,0,0.00294117647058824,0,0,0,0,0,0
700,9376,0,0.157608695652174,0.0679347826086956,0.0543478260869565,0,0.114130434782609,0.0108695652173913,0,0.125,0.092391304347826,0.0271739130434783,0.016304347826087,0.0353260869565217,0,0,0.0244565217391304,0.0217391304347826,0.00271739130434783,0.184782608695652,0,0,0.00271739130434783,0.0353260869565217,0.00543478260869565,0,0,0.00271739130434783,0,0.00543478260869565,0.00271739130434783,0,0,0.00543478260869565,0,0,0,0.00271739130434783,0,0,0,0,0.00271739130434783,0,0,0,0,0,0,0,0,0,0
710,9552,0.00309597523219814,0.0928792569659443,0.0588235294117647,0.0340557275541796,0.0154798761609907,0.0371517027863777,0.0154798761609907,0.00619195046439629,0.253869969040248,0.0340557275541796,0.0247678018575851,0.00619195046439629,0.021671826625387,0,0.00309597523219814,0.0123839009287926,0.0773993808049536,0.00928792569659443,0.232198142414861,0,0,0,0.00928792569659443,0.00309597523219814,0.00928792569659443,0,0,0,0.0278637770897833,0,0,0,0,0.00309597523219814,0,0.00309597523219814,0,0,0,0.00309597523219814,0,0.00309597523219814,0,0,0,0,0,0,0,0,0,0
720,9804,0,0.0679611650485437,0.0533980582524272,0.0169902912621359,0.00728155339805825,0.0388349514563107,0.00970873786407767,0.00485436893203883,0.507281553398058,0.0339805825242718,0.0169902912621359,0.0121359223300971,0.0364077669902913,0,0.00242718446601942,0.00728155339805825,0.0218446601941748,0.00728155339805825,0.0995145631067961,0,0,0,0.0218446601941748,0.00728155339805825,0.00242718446601942,0.00242718446601942,0,0,0.0145631067961165,0,0,0,0,0,0,0,0.00485436893203883,0,0,0,0.00242718446601942,0,0,0,0,0,0,0,0,0,0,0
740,10346,0,0.0340632603406326,0.138686131386861,0.0145985401459854,0.0145985401459854,0.048661800486618,0,0.0121654501216545,0.360097323600973,0.0267639902676399,0.0024330900243309,0.0024330900243309,0.0389294403892944,0,0.0024330900243309,0.0121654501216545,0.0170316301703163,0.0194647201946472,0.0316301703163017,0,0.0024330900243309,0,0.180048661800487,0.0048661800486618,0,0.0048661800486618,0.0097323600973236,0,0,0.0024330900243309,0,0.0024330900243309,0.0048661800486618,0.0024330900243309,0,0.0072992700729927,0,0,0,0,0,0,0,0.0024330900243309,0,0,0,0,0,0,0,0
760,10888,0,0.0200892857142857,0.125,0.00669642857142857,0.00892857142857143,0.0535714285714286,0.00892857142857143,0.0178571428571429,0.426339285714286,0.0379464285714286,0.00669642857142857,0.00446428571428571,0.0669642857142857,0,0,0.00446428571428571,0.0178571428571429,0.0200892857142857,0.015625,0,0.00669642857142857,0.00223214285714286,0.113839285714286,0.0133928571428571,0,0.00446428571428571,0.00669642857142857,0,0.00669642857142857,0,0,0,0.00223214285714286,0,0,0.00223214285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,NA,0.00508905852417303,0.0330788804071247,0.213740458015267,0.00763358778625954,0.0152671755725191,0.0254452926208651,0.0101781170483461,0.0966921119592875,0.366412213740458,0.0508905852417303,0.00254452926208651,0.00508905852417303,0.0305343511450382,0,0,0.00508905852417303,0.00254452926208651,0.0127226463104326,0.00254452926208651,0,0.00763358778625954,0,0.0814249363867685,0.0152671755725191,0,0.00508905852417303,0,0,0.00508905852417303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
