"sample.depths","sample.ages","Artemisia","Betula","Corylus","Cupressaceae","Cyperaceae","Larix","Picea","Quercus","Salix","Thalictrum","Asteraceae.subf..Asteroideae.undiff.","Alnus","Ambrosia","Fraxinus","Pinus","Populus","Amaranthaceae","Poaceae","Ericaceae","Asteraceae.subf..Cichorioideae","Ulmus","Ephedra","Ranunculaceae.undiff.","Plantago","Rosaceae","Carpinus","Shepherdia.argentea","Myrica","Shepherdia.canadensis","Juglans","Abies","Rumex","Symphoricarpos","Carya","Polygonum"
55,1350,0.0408163265306122,0.33469387755102,0.0163265306122449,0,0.0346938775510204,0,0.108163265306122,0.0224489795918367,0.0408163265306122,0.00204081632653061,0.00612244897959184,0.175510204081633,0.00612244897959184,0.00408163265306122,0.157142857142857,0.00408163265306122,0.0122448979591837,0.0285714285714286,0.00204081632653061,0,0.00204081632653061,0,0,0,0,0.00204081632653061,0,0,0,0,0,0,0,0,0
60,1452,0.0841584158415842,0.363861386138614,0.0099009900990099,0,0.0272277227722772,0.00495049504950495,0.126237623762376,0.0445544554455446,0.0346534653465347,0,0.0123762376237624,0.0767326732673267,0.0123762376237624,0.00247524752475248,0.118811881188119,0.00495049504950495,0.00495049504950495,0.0544554455445545,0.00247524752475248,0,0.00247524752475248,0,0,0.00247524752475248,0.00247524752475248,0,0,0.00247524752475248,0,0,0.00247524752475248,0.00247524752475248,0,0,0
65,1554,0.0757363253856942,0.273492286115007,0.0140252454417952,0.00140252454417952,0.0448807854137447,0.00140252454417952,0.152875175315568,0.0238429172510519,0.02945301542777,0.00140252454417952,0.00561009817671809,0.11781206171108,0.0126227208976157,0,0.17531556802244,0.00140252454417952,0.0140252454417952,0.0476858345021038,0,0,0.00280504908835905,0,0.00140252454417952,0,0.00280504908835905,0,0,0,0,0,0,0,0,0,0
70,1656,0.0566239316239316,0.327991452991453,0.0202991452991453,0.00106837606837607,0.0502136752136752,0.00213675213675214,0.141025641025641,0.032051282051282,0.030982905982906,0.00106837606837607,0.00427350427350427,0.117521367521368,0.00854700854700855,0.00427350427350427,0.125,0.00641025641025641,0.00747863247863248,0.0608974358974359,0,0,0.00106837606837607,0,0,0,0.00106837606837607,0,0,0,0,0,0,0,0,0,0
75,1792,0.0663129973474801,0.297082228116711,0.0172413793103448,0,0.0450928381962865,0.00397877984084881,0.136604774535809,0.0344827586206897,0.0318302387267905,0.00530503978779841,0.00795755968169761,0.125994694960212,0.0026525198938992,0.00530503978779841,0.140583554376658,0.00795755968169761,0.00795755968169761,0.0543766578249337,0.0013262599469496,0,0.0026525198938992,0,0.0013262599469496,0.0013262599469496,0.0013262599469496,0,0,0,0,0,0,0,0.0013262599469496,0,0
80,1962,0.057421451787649,0.338028169014085,0.019501625135428,0,0.0520043336944745,0,0.131094257854821,0.0227518959913326,0.0227518959913326,0.00216684723726977,0.0075839653304442,0.105092091007584,0.0075839653304442,0.00108342361863489,0.154929577464789,0.00433369447453954,0.0162513542795233,0.0530877573131094,0,0,0.00325027085590466,0,0,0,0,0,0,0,0,0,0,0.00108342361863489,0,0,0
85,2131,0.0783333333333333,0.381666666666667,0.02,0,0.0383333333333333,0.00166666666666667,0.116666666666667,0.0316666666666667,0.0366666666666667,0.00166666666666667,0.01,0.075,0.01,0.00166666666666667,0.0866666666666667,0.0133333333333333,0.015,0.0733333333333333,0,0,0.00333333333333333,0,0,0.00166666666666667,0.00333333333333333,0,0,0,0,0,0,0,0,0,0
90,2301,0.0748709122203098,0.363166953528399,0.0197934595524957,0.00172117039586919,0.0301204819277108,0.00344234079173838,0.154044750430293,0.0301204819277108,0.0223752151462995,0.00688468158347676,0.00774526678141136,0.076592082616179,0.00860585197934595,0,0.125645438898451,0.00258175559380379,0.0172117039586919,0.0456110154905336,0,0,0.00430292598967298,0,0.00172117039586919,0.000860585197934596,0.00258175559380379,0,0,0,0,0,0,0,0,0,0
95,2471,0.166666666666667,0.240740740740741,0.0185185185185185,0.00925925925925926,0.0462962962962963,0,0.0185185185185185,0.0462962962962963,0.037037037037037,0.00925925925925926,0.0277777777777778,0.0462962962962963,0.0462962962962963,0.00925925925925926,0.111111111111111,0.00925925925925926,0.037037037037037,0.111111111111111,0,0,0.00925925925925926,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,2810,0.137123745819398,0.290969899665552,0.0602006688963211,0,0.020066889632107,0,0.00668896321070234,0.080267558528428,0.040133779264214,0,0.00334448160535117,0.0367892976588629,0.0468227424749164,0.0301003344481605,0.0936454849498328,0,0.0234113712374582,0.0769230769230769,0,0.0267558528428094,0.0133779264214047,0,0.00334448160535117,0,0.00668896321070234,0,0,0,0,0.00334448160535117,0,0,0,0,0
115,3150,0.178378378378378,0.237837837837838,0.0702702702702703,0.0108108108108108,0.0324324324324324,0,0.027027027027027,0.0162162162162162,0.0378378378378378,0,0.0216216216216216,0.0432432432432432,0.0432432432432432,0.00540540540540541,0.108108108108108,0,0.027027027027027,0.118918918918919,0,0,0.0108108108108108,0,0,0,0.0108108108108108,0,0,0,0,0,0,0,0,0,0
125,3489,0.214285714285714,0.210526315789474,0.075187969924812,0.0075187969924812,0.0300751879699248,0,0.018796992481203,0,0.0639097744360902,0,0.037593984962406,0.056390977443609,0.0300751879699248,0.0075187969924812,0.105263157894737,0,0.037593984962406,0.0902255639097744,0,0.0037593984962406,0,0,0,0,0.0075187969924812,0.0037593984962406,0,0,0,0,0,0,0,0,0
135,3828,0.255639097744361,0.0827067669172932,0.0451127819548872,0.0037593984962406,0.0639097744360902,0,0.0225563909774436,0.0075187969924812,0.0676691729323308,0.0037593984962406,0.018796992481203,0.0639097744360902,0.0526315789473684,0,0.112781954887218,0,0.0676691729323308,0.093984962406015,0,0,0.0037593984962406,0,0.0037593984962406,0.0037593984962406,0.018796992481203,0,0.0037593984962406,0,0.0037593984962406,0,0,0,0,0,0
145,4168,0.191964285714286,0.0669642857142857,0.0714285714285714,0.00446428571428571,0.0357142857142857,0,0.0267857142857143,0.0133928571428571,0.0446428571428571,0,0.0223214285714286,0.0669642857142857,0.0446428571428571,0.0178571428571429,0.120535714285714,0,0.138392857142857,0.102678571428571,0,0,0.00446428571428571,0,0.00446428571428571,0,0.0178571428571429,0.00446428571428571,0,0,0,0,0,0,0,0,0
155,4507,0.276150627615063,0.0460251046025105,0.117154811715481,0.0209205020920502,0.0460251046025105,0,0.0209205020920502,0.00418410041841004,0.0209205020920502,0.00418410041841004,0.0167364016736402,0.0418410041841004,0.0627615062761506,0,0.104602510460251,0,0.0669456066945607,0.117154811715481,0,0,0.0167364016736402,0,0,0,0.00836820083682008,0.00836820083682008,0,0,0,0,0,0,0,0,0
165,4847,0.333333333333333,0.0614035087719298,0.0219298245614035,0.0043859649122807,0.0219298245614035,0,0,0.0131578947368421,0.0307017543859649,0.0043859649122807,0.0614035087719298,0.0482456140350877,0.043859649122807,0,0.109649122807018,0,0.114035087719298,0.109649122807018,0,0,0.0131578947368421,0,0,0,0.0087719298245614,0,0,0,0,0,0,0,0,0,0
175,5186,0.255639097744361,0.105263157894737,0.0601503759398496,0.0037593984962406,0.0300751879699248,0,0.0150375939849624,0.018796992481203,0.0451127819548872,0,0.0150375939849624,0.056390977443609,0.0451127819548872,0.0150375939849624,0.0714285714285714,0,0.109022556390977,0.12781954887218,0,0,0.0037593984962406,0,0,0,0.0112781954887218,0.0037593984962406,0.0037593984962406,0,0,0,0,0,0,0.0037593984962406,0
185,5526,0.261061946902655,0.0486725663716814,0.0353982300884956,0,0.0707964601769911,0,0.0176991150442478,0.00442477876106195,0.0265486725663717,0,0.0353982300884956,0.079646017699115,0.0619469026548673,0.00442477876106195,0.154867256637168,0,0.0619469026548673,0.128318584070796,0,0,0,0,0,0,0.00442477876106195,0,0,0,0,0,0,0,0,0,0.00442477876106195
195,5857,0.201834862385321,0.0779816513761468,0.0321100917431193,0.00458715596330275,0.0963302752293578,0,0.0137614678899083,0.00458715596330275,0.0275229357798165,0,0.0275229357798165,0.0596330275229358,0.055045871559633,0.00458715596330275,0.155963302752294,0,0.073394495412844,0.128440366972477,0,0,0.018348623853211,0,0.00458715596330275,0,0.0091743119266055,0.00458715596330275,0,0,0,0,0,0,0,0,0
205,6166,0.215139442231076,0.0398406374501992,0.0557768924302789,0.00796812749003984,0.047808764940239,0,0.0199203187250996,0.00398406374501992,0.047808764940239,0.00398406374501992,0.0278884462151394,0.0836653386454183,0.095617529880478,0.00398406374501992,0.0916334661354582,0,0.099601593625498,0.127490039840637,0,0,0,0,0.00398406374501992,0,0.0199203187250996,0,0,0,0,0,0,0,0.00398406374501992,0,0
215,6474,0.263157894736842,0.0239234449760766,0.129186602870813,0,0.100478468899522,0,0.0191387559808612,0.00478468899521531,0.0287081339712919,0,0.0143540669856459,0.0574162679425837,0.0574162679425837,0,0.0956937799043062,0,0.076555023923445,0.105263157894737,0,0,0.00478468899521531,0,0.00478468899521531,0,0.0143540669856459,0,0,0,0,0,0,0,0,0,0
225,6782,0.279310344827586,0.0275862068965517,0.0724137931034483,0,0.0448275862068966,0,0.0172413793103448,0,0.0344827586206897,0.00344827586206897,0.0344827586206897,0.0448275862068966,0.0827586206896552,0.00344827586206897,0.0793103448275862,0,0.0827586206896552,0.162068965517241,0,0.00344827586206897,0.0103448275862069,0,0.00344827586206897,0,0.0137931034482759,0,0,0,0,0,0,0,0,0,0
235,7082,0.233676975945017,0.0446735395189003,0.0618556701030928,0,0.0721649484536082,0,0.0103092783505155,0.00343642611683849,0.0687285223367698,0.00687285223367698,0.013745704467354,0.0446735395189003,0.0790378006872852,0,0.0859106529209622,0,0.0824742268041237,0.147766323024055,0,0.00687285223367698,0.00687285223367698,0,0.00687285223367698,0.00343642611683849,0.0171821305841924,0,0,0,0.00343642611683849,0,0,0,0,0,0
245,7357,0.256,0.032,0.0213333333333333,0.00533333333333333,0.096,0,0.0266666666666667,0,0.0453333333333333,0,0.0266666666666667,0.032,0.0986666666666667,0,0.101333333333333,0,0.104,0.130666666666667,0,0,0.00533333333333333,0,0.0106666666666667,0,0.008,0,0,0,0,0,0,0,0,0,0
255,7631,0.29004329004329,0.0303030303030303,0.0346320346320346,0,0.0995670995670996,0,0.00865800865800866,0.00432900432900433,0.0562770562770563,0,0.0476190476190476,0.051948051948052,0.0649350649350649,0.00432900432900433,0.0779220779220779,0,0.0822510822510823,0.121212121212121,0,0,0.00432900432900433,0,0,0,0.0216450216450216,0,0,0,0,0,0,0,0,0,0
265,7905,0.235119047619048,0.0148809523809524,0.00595238095238095,0.00297619047619048,0.12797619047619,0,0.0595238095238095,0.00892857142857143,0.0416666666666667,0,0.0297619047619048,0.0208333333333333,0.0773809523809524,0,0.0892857142857143,0.00297619047619048,0.133928571428571,0.125,0,0.00892857142857143,0.00595238095238095,0,0,0,0.00595238095238095,0.00297619047619048,0,0,0,0,0,0,0,0,0
275,8128,0.25130890052356,0.0445026178010471,0.0235602094240838,0.00785340314136126,0.0732984293193717,0,0.0287958115183246,0.00785340314136126,0.031413612565445,0,0.0287958115183246,0.031413612565445,0.0863874345549738,0,0.112565445026178,0,0.112565445026178,0.151832460732984,0,0,0,0,0.00261780104712042,0,0.00523560209424084,0,0,0,0,0,0,0,0,0,0
285,8198,0.233968804159445,0.0225303292894281,0.00866551126516464,0.0138648180242634,0.0762564991334489,0,0.048526863084922,0.00173310225303293,0.072790294627383,0.00346620450606586,0.0277296360485269,0.0225303292894281,0.11265164644714,0.00519930675909879,0.0814558058925477,0,0.128249566724437,0.123050259965338,0,0,0.00173310225303293,0,0.00346620450606586,0.00173310225303293,0.00519930675909879,0,0.00173310225303293,0,0.00346620450606586,0,0,0,0,0,0
295,8268,0.218905472636816,0.0174129353233831,0.00248756218905473,0.00248756218905473,0.141791044776119,0,0.0422885572139304,0.00248756218905473,0.0597014925373134,0.00248756218905473,0.027363184079602,0.027363184079602,0.0870646766169154,0.00248756218905473,0.0796019900497512,0.00248756218905473,0.106965174129353,0.156716417910448,0,0.00248756218905473,0,0,0.00248756218905473,0,0.00746268656716418,0,0.00248756218905473,0.00248756218905473,0.00248756218905473,0,0,0,0,0,0
305,8338,0.238770685579196,0.00709219858156028,0.00472813238770686,0.00709219858156028,0.111111111111111,0,0.0543735224586288,0.00236406619385343,0.0449172576832151,0,0.0212765957446809,0.016548463356974,0.115839243498818,0,0.0780141843971631,0,0.130023640661939,0.156028368794326,0,0,0,0,0,0,0.00945626477541371,0,0,0,0.00236406619385343,0,0,0,0,0,0
315,8408,0.181614349775785,0.0246636771300448,0.00672645739910314,0.0134529147982063,0.0964125560538117,0,0.0269058295964126,0.00448430493273543,0.0986547085201794,0,0.0358744394618834,0.0269058295964126,0.0896860986547085,0,0.0964125560538117,0.0112107623318386,0.121076233183857,0.152466367713004,0,0,0,0,0.00224215246636771,0.00224215246636771,0.00224215246636771,0.00224215246636771,0,0,0.00224215246636771,0,0,0.00224215246636771,0,0,0
325,8478,0.154340836012862,0.0321543408360129,0,0.00643086816720257,0.154340836012862,0,0.022508038585209,0.00321543408360129,0.0707395498392283,0,0.0257234726688103,0.022508038585209,0.0996784565916399,0,0.0707395498392283,0.00643086816720257,0.138263665594855,0.170418006430868,0,0.00321543408360129,0,0,0,0.00321543408360129,0.00964630225080386,0,0,0,0.00321543408360129,0,0,0.00321543408360129,0,0,0
335,8548,0.198083067092652,0.0159744408945687,0.00319488817891374,0.012779552715655,0.0894568690095847,0,0.0511182108626198,0,0.0798722044728434,0.00638977635782748,0.0159744408945687,0.0255591054313099,0.0798722044728434,0.00319488817891374,0.0958466453674121,0,0.121405750798722,0.178913738019169,0,0,0.00638977635782748,0,0.00319488817891374,0.00319488817891374,0.00638977635782748,0,0.00319488817891374,0,0,0,0,0,0,0,0
345,8723,0.219718309859155,0.0140845070422535,0,0.00563380281690141,0.0929577464788732,0,0.0394366197183099,0.0028169014084507,0.0788732394366197,0.0028169014084507,0.0169014084507042,0.0394366197183099,0.0845070422535211,0.0028169014084507,0.107042253521127,0.00563380281690141,0.0788732394366197,0.194366197183099,0,0,0,0,0,0,0.0028169014084507,0,0,0.00563380281690141,0.00563380281690141,0,0,0,0,0,0
355,9213,0.16358024691358,0.0277777777777778,0,0.0123456790123457,0.114197530864198,0,0.0432098765432099,0,0.0925925925925926,0,0.0185185185185185,0.0339506172839506,0.0864197530864197,0.00308641975308642,0.0987654320987654,0,0.111111111111111,0.179012345679012,0,0,0,0,0,0,0.00617283950617284,0,0.00308641975308642,0,0.00617283950617284,0,0,0,0,0,0
365,9703,0.205035971223022,0.0179856115107914,0.00359712230215827,0.00719424460431655,0.0899280575539568,0,0.0719424460431655,0.00359712230215827,0.0683453237410072,0,0.00719424460431655,0.0251798561151079,0.133093525179856,0,0.0611510791366906,0,0.115107913669065,0.172661870503597,0,0,0,0,0,0,0.00719424460431655,0,0.00719424460431655,0,0.00359712230215827,0,0,0,0,0,0
375,10193,0.237435008665511,0.0294627383015598,0.00173310225303293,0.0311958405545927,0.11265164644714,0,0.0883882149046794,0.0121317157712305,0.0710571923743501,0,0.0103986135181976,0.00693240901213172,0.117850953206239,0.00173310225303293,0.0398613518197574,0.0103986135181976,0.110918544194107,0.102253032928943,0,0,0.00693240901213172,0,0,0,0.00346620450606586,0,0.00346620450606586,0,0.00173310225303293,0,0,0,0,0,0
385,10684,0.16728624535316,0.0539033457249071,0.00371747211895911,0.016728624535316,0.130111524163569,0,0.211895910780669,0.00557620817843866,0.0613382899628253,0,0.033457249070632,0.00185873605947955,0.0278810408921933,0,0.0631970260223048,0.00371747211895911,0.0892193308550186,0.107806691449814,0,0,0.00929368029739777,0,0,0,0.00371747211895911,0.00185873605947955,0.00185873605947955,0,0.00557620817843866,0,0,0,0,0,0
395,11174,0.190990990990991,0.0342342342342342,0,0.0162162162162162,0.136936936936937,0,0.207207207207207,0.009009009009009,0.108108108108108,0.0018018018018018,0.0198198198198198,0.0036036036036036,0.0432432432432432,0.0036036036036036,0.045045045045045,0,0.072072072072072,0.100900900900901,0,0,0.0018018018018018,0,0,0,0,0.0036036036036036,0,0,0.0018018018018018,0,0,0,0,0,0
400,11419,0.199304750869061,0.052143684820394,0.00811123986095017,0.0115874855156431,0.114716106604867,0,0.241019698725377,0.00811123986095017,0.0614136732329085,0.00579374275782155,0.0139049826187717,0.0127462340672074,0.0359212050984936,0.00231749710312862,0.0440324449594438,0.00579374275782155,0.070683661645423,0.0753186558516802,0,0,0.018539976825029,0,0,0,0.00115874855156431,0.00231749710312862,0,0,0.0127462340672074,0.00231749710312862,0,0,0,0,0
405,11664,0.110846245530393,0.0441001191895113,0,0.00595947556615018,0.064362336114422,0,0.551847437425507,0.00357568533969011,0.0357568533969011,0.00357568533969011,0.00357568533969011,0.00238379022646007,0.0214541120381406,0,0.0452920143027414,0.00119189511323004,0.0309892729439809,0.0488676996424315,0,0,0.0143027413587604,0,0.00119189511323004,0.00119189511323004,0,0,0,0,0.00953516090584029,0,0,0,0,0,0
410,11909,0.0748663101604278,0.0240641711229947,0,0.00401069518716578,0.0467914438502674,0,0.637700534759358,0.00401069518716578,0.0280748663101604,0.00133689839572193,0.0200534759358289,0.00133689839572193,0.0267379679144385,0,0.0494652406417112,0,0.0294117647058824,0.0414438502673797,0,0,0.00267379679144385,0,0,0,0.00133689839572193,0.00133689839572193,0,0,0.00401069518716578,0.00133689839572193,0,0,0,0,0
420,12400,0.0495185694635488,0.015130674002751,0,0,0.0398899587345254,0,0.752407152682256,0.00962861072902338,0.0302613480055021,0.00137551581843191,0.00275103163686382,0,0.0110041265474553,0,0.0220082530949106,0.0123796423658872,0.0137551581843191,0.0302613480055021,0,0,0.00412654745529574,0,0,0,0,0.00137551581843191,0,0,0.00412654745529574,0,0,0,0,0,0
425,12645,0.0617283950617284,0.046639231824417,0.00137174211248285,0.00548696844993141,0.168724279835391,0,0.515775034293553,0.00960219478737997,0.0438957475994513,0.00137174211248285,0.00548696844993141,0.00823045267489712,0.0109739368998628,0.00137174211248285,0.0260631001371742,0.0109739368998628,0.0150891632373114,0.0534979423868313,0,0,0.00823045267489712,0,0,0,0,0,0,0,0.00274348422496571,0.00274348422496571,0,0,0,0,0
430,12890,0.0119047619047619,0.00198412698412698,0,0,0.31547619047619,0,0.577380952380952,0,0.0376984126984127,0,0.00396825396825397,0,0.00595238095238095,0,0.0277777777777778,0.00198412698412698,0,0.00793650793650794,0,0,0.00396825396825397,0,0,0,0,0,0,0,0.00396825396825397,0,0,0,0,0,0
435,NA,0.00854700854700855,0.0427350427350427,0,0,0.170940170940171,0,0.700854700854701,0,0,0,0,0,0,0,0.0341880341880342,0,0.0170940170940171,0.0256410256410256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,NA,0,0.0350877192982456,0,0,0.43859649122807,0,0.368421052631579,0,0.0175438596491228,0,0,0,0,0,0.0526315789473684,0,0,0.0701754385964912,0,0,0,0,0,0,0,0,0,0,0.0175438596491228,0,0,0,0,0,0
