"sample.depths","sample.ages","Acer","Alnus","Betula","Carya","Castanea","Celtis","Cornus","Corylus","Cupressaceae.Taxaceae","Ephedra","Ericaceae","Fagus","Fraxinus","Ilex","Juglans","Liquidambar","Liriodendron","Magnolia","Myrica","Nyssa","Ostrya.Carpinus","Picea","Pinus","Platanus","Quercus","Salix","Tilia","Tsuga","Ulmus","Vitis","Ambrosia","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Caryophyllaceae","Chenopodiaceae","Cyperaceae","Euphorbiaceae","Fabaceae","Iva","Lamiaceae","Malvaceae","Plantago","Poaceae","Polygonum"
909,6342,0,0.003215434,0.01607717,0.154340836,0,0,0,0.003215434,0,0,0,0,0,0,0.003215434,0.022508039,0,0,0,0.003215434,0.003215434,0,0.15755627,0,0.607717042,0,0.003215434,0.006430868,0.006430868,0.006430868,0,0,0.003215434,0,0,0,0,0,0,0,0,0,0,0,0
919,6353,0,0,0.006006006,0.054054054,0,0,0,0.003003003,0.003003003,0,0,0.018018018,0,0,0.003003003,0.006006006,0,0,0,0.012012012,0,0.003003003,0.177177177,0,0.678678679,0,0.003003003,0.015015015,0.003003003,0,0.003003003,0,0,0,0,0.003003003,0.003003003,0.003003003,0,0,0.003003003,0,0,0,0
929,6365,0,0.003355705,0,0.060402685,0,0.003355705,0,0,0.003355705,0,0,0.013422819,0,0,0.003355705,0.013422819,0,0,0.023489933,0.003355705,0,0,0.154362416,0,0.684563758,0,0,0.016778523,0,0,0,0,0.003355705,0,0,0.010067114,0,0,0,0,0,0,0,0.003355705,0
939,6376,0,0.00623053,0.003115265,0.080996885,0,0,0,0,0.00623053,0,0,0.018691589,0.003115265,0,0,0.012461059,0,0,0,0.003115265,0,0,0.15576324,0,0.676012461,0,0.003115265,0,0.012461059,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003115265,0.015576324,0
949,6387,0,0.005376344,0,0.072580645,0,0,0,0,0,0,0,0.008064516,0,0,0,0.01344086,0.005376344,0,0.01344086,0.021505376,0,0,0.212365591,0,0.602150538,0,0,0.018817204,0.010752688,0,0,0,0.002688172,0,0,0.002688172,0.002688172,0,0,0,0,0,0,0.008064516,0
959,6399,0,0,0.008695652,0.104347826,0,0,0,0,0,0,0,0.005797101,0,0,0.002898551,0.031884058,0.002898551,0,0,0.005797101,0,0.002898551,0.226086957,0,0.536231884,0,0,0.031884058,0.005797101,0.005797101,0.002898551,0,0.005797101,0,0,0,0.005797101,0,0,0,0,0.002898551,0,0.011594203,0
969,6410,0.003115265,0,0.018691589,0.074766355,0,0,0,0,0,0,0,0,0,0,0.003115265,0.031152648,0,0,0,0.015576324,0,0.00623053,0.171339564,0,0.654205607,0,0,0.012461059,0.003115265,0,0,0,0,0,0,0.00623053,0,0,0,0,0,0,0,0,0
979,6421,0.006410256,0.003205128,0.016025641,0.044871795,0,0,0,0,0.006410256,0,0,0.003205128,0.006410256,0,0,0.019230769,0,0,0,0.006410256,0,0,0.134615385,0,0.730769231,0,0,0.006410256,0,0,0.003205128,0,0,0,0,0,0.009615385,0,0,0,0,0,0,0.003205128,0
989,6433,0.003164557,0.003164557,0.012658228,0.110759494,0,0,0,0.006329114,0,0,0,0,0,0,0,0.018987342,0,0,0,0,0.006329114,0,0.167721519,0,0.642405063,0,0,0.009493671,0,0.006329114,0.003164557,0,0.006329114,0,0,0.003164557,0,0,0,0,0,0,0,0,0
999,6444,0.00621118,0.00310559,0.00931677,0.105590062,0,0,0,0,0,0,0,0.00310559,0,0,0,0.02484472,0,0,0,0.01242236,0,0.00621118,0.177018634,0,0.611801242,0,0,0.00621118,0.01242236,0,0.00621118,0,0.00310559,0,0,0.00310559,0.00310559,0,0,0,0.00310559,0,0,0.00310559,0
1009,6455,0,0.002915452,0.029154519,0.078717201,0,0,0,0.005830904,0,0,0,0,0,0,0,0.023323615,0,0,0,0.014577259,0.002915452,0.002915452,0.241982507,0,0.56851312,0,0.002915452,0.011661808,0.002915452,0,0.005830904,0,0,0,0,0.005830904,0,0,0,0,0,0,0,0,0
1019,6467,0,0,0.00802139,0.082887701,0,0,0,0,0,0,0,0,0.002673797,0,0,0.032085561,0.005347594,0,0,0.005347594,0,0,0.254010695,0,0.550802139,0,0,0.026737968,0.005347594,0,0,0,0.002673797,0,0,0,0.010695187,0,0,0,0.002673797,0,0,0.010695187,0
1029,6478,0,0.002985075,0.008955224,0.089552239,0,0,0,0,0,0,0,0,0,0,0,0.035820896,0,0,0,0,0,0,0.295522388,0,0.504477612,0,0,0.03880597,0.008955224,0.002985075,0.005970149,0,0.002985075,0,0,0.002985075,0,0,0,0,0,0,0,0,0
1039,6498,0,0,0.002673797,0.106951872,0,0,0,0,0,0,0,0.013368984,0.002673797,0,0,0.034759358,0,0,0,0.00802139,0,0.002673797,0.211229947,0,0.545454545,0,0,0.037433155,0.005347594,0,0.002673797,0,0.002673797,0,0.002673797,0.005347594,0.002673797,0,0,0,0,0.002673797,0,0.010695187,0
1049,6518,0,0,0.014880952,0.077380952,0,0,0,0.008928571,0,0,0,0,0,0,0,0.014880952,0,0,0,0.008928571,0,0.00297619,0.196428571,0,0.636904762,0,0,0.008928571,0.008928571,0,0.005952381,0,0,0,0,0.014880952,0,0,0,0,0,0,0,0,0
1059,6538,0.006779661,0.006779661,0.006779661,0.125423729,0,0,0,0,0.003389831,0,0,0,0,0,0,0.033898305,0,0,0,0,0,0.006779661,0.189830508,0,0.576271186,0,0,0.023728814,0.003389831,0,0.003389831,0,0,0,0,0.006779661,0,0,0,0,0,0,0,0.006779661,0
1069,6558,0,0,0.003174603,0.133333333,0,0,0,0,0,0,0,0,0,0,0.006349206,0.028571429,0,0,0,0,0.003174603,0.006349206,0.231746032,0,0.53968254,0,0,0.031746032,0.006349206,0,0.006349206,0,0,0,0,0.003174603,0,0,0,0,0,0,0,0,0
1079,6578,0.006116208,0,0,0.119266055,0,0,0,0,0.003058104,0,0,0,0,0.003058104,0,0.018348624,0.006116208,0,0,0.006116208,0,0.003058104,0.217125382,0,0.556574924,0,0,0.027522936,0.006116208,0,0,0,0,0,0.003058104,0.006116208,0.003058104,0,0,0,0,0,0,0.01529052,0
1089,6598,0,0,0.009584665,0.086261981,0,0,0,0.003194888,0.028753994,0,0,0,0.003194888,0,0,0.009584665,0,0,0,0.003194888,0,0.003194888,0.24600639,0,0.52715655,0,0.006389776,0.03514377,0.003194888,0,0.012779553,0,0,0,0,0.003194888,0,0,0,0,0,0,0,0.019169329,0
