"sample.depths","sample.ages","Abies.balsamea","Acer.negundo","Acer.pensylvanicum","Acer.rubrum","Acer.saccharinum","Acer.saccharum","Acer.spicatum","Alnus.incana","Alnus.viridis.subsp..crispa","Betula.undiff.","Betula..corroded.","Carya.ovata","Castanea.dentata","Cephalanthus","Cornus","Corylus.cornuta","Ericaceae","Fagus.grandifolia","Fraxinus.americana","Fraxinus.nigra","Ilex.Nemopanthus","Juglans.cinerea","Juglans.nigra","Larix.laricina","Myrica.gale","Nyssa","Ostrya.Carpinus","Picea.glauca","Picea.mariana","Pinus","Platanus","Populus.balsamifera","Populus.tremuloides","Quercus","Salix","Sambucus","Thuja","Tilia.americana","Tsuga.canadensis","Ulmus","Vitis.riparia","Ambrosia","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Carex","Chenopodiaceae.undiff.","Cyperaceae.undiff.","Dryas","Galium","Plantago","Poaceae","Rosaceae.undiff.","Rumex","Saxifraga","Stachys","Suaeda"
719,10290,0.00387596899224806,0,0,0.0116279069767442,0,0.00581395348837209,0.00387596899224806,0,0,0.0193798449612403,0,0,0,0,0,0,0,0.0193798449612403,0.00775193798449612,0.00193798449612403,0,0.00193798449612403,0,0.00775193798449612,0,0,0.00968992248062015,0.00968992248062015,0.0155038759689922,0.521317829457364,0,0,0,0.0658914728682171,0.0116279069767442,0,0,0.00775193798449612,0.25,0.0116279069767442,0,0,0,0,0,0,0,0,0.00193798449612403,0,0,0.00387596899224806,0.00581395348837209,0,0,0.00193798449612403
727,10395,0.00583657587548638,0,0,0.00583657587548638,0,0.0194552529182879,0.00194552529182879,0.00583657587548638,0.00389105058365759,0.0175097276264591,0,0,0,0,0.00194552529182879,0,0,0.00389105058365759,0.0116731517509728,0.00972762645914397,0,0,0,0.0622568093385214,0,0,0.0389105058365759,0.0116731517509728,0.0116731517509728,0.443579766536965,0,0,0.00194552529182879,0.11284046692607,0.0291828793774319,0,0.00389105058365759,0.0136186770428016,0.151750972762646,0.0194552529182879,0,0,0,0,0,0,0.00778210116731518,0,0.00389105058365759,0,0,0,0,0,0,0
739,10566,0.00932835820895522,0,0,0.00186567164179104,0,0.0205223880597015,0,0.00559701492537313,0,0.0167910447761194,0,0.00186567164179104,0,0,0.00373134328358209,0,0,0,0.00559701492537313,0.00746268656716418,0,0.00186567164179104,0,0.00932835820895522,0,0,0.0111940298507463,0.0205223880597015,0.00746268656716418,0.692164179104478,0,0,0.0167910447761194,0.0615671641791045,0.0186567164179104,0,0,0.00186567164179104,0.0634328358208955,0.0111940298507463,0,0,0,0,0,0,0.00932835820895522,0,0.00186567164179104,0,0,0,0,0,0,0
747,10680,0.00575815738963532,0,0,0.00383877159309021,0,0.00959692898272553,0.00383877159309021,0.00191938579654511,0,0.0211132437619962,0,0,0,0,0.00191938579654511,0,0,0,0.0134357005758157,0.0191938579654511,0,0.00191938579654511,0,0.0671785028790787,0,0,0.0383877159309021,0.0134357005758157,0.00959692898272553,0.583493282149712,0,0,0.00767754318618042,0.111324376199616,0.0191938579654511,0,0,0,0.0307101727447217,0.0230326295585413,0,0,0,0,0,0,0.00575815738963532,0,0.00575815738963532,0,0,0,0.00191938579654511,0,0,0
755,10794,0.00796812749003984,0,0,0.0099601593625498,0,0.0099601593625498,0.00597609561752988,0.00199203187250996,0.00199203187250996,0.0298804780876494,0,0,0,0,0.00398406374501992,0.00398406374501992,0,0,0.00398406374501992,0.0179282868525896,0,0,0,0.051792828685259,0,0,0.0239043824701195,0.00597609561752988,0.0119521912350598,0.629482071713147,0,0,0.00398406374501992,0.0697211155378486,0.0537848605577689,0,0,0,0.0219123505976096,0.0199203187250996,0,0.00199203187250996,0,0,0,0,0.00199203187250996,0,0.00597609561752988,0,0,0,0,0,0,0
759,10851,0.0118811881188119,0.00594059405940594,0,0.00594059405940594,0,0.00792079207920792,0.00198019801980198,0.00198019801980198,0.00198019801980198,0.0396039603960396,0,0.00396039603960396,0,0,0.00198019801980198,0,0,0.00396039603960396,0,0.0178217821782178,0,0.00198019801980198,0,0.0217821782178218,0,0,0.0316831683168317,0.00198019801980198,0.00396039603960396,0.718811881188119,0,0,0,0.0376237623762376,0.0217821782178218,0.00198019801980198,0,0,0.0138613861386139,0.0158415841584158,0,0,0,0,0,0,0.00396039603960396,0.0099009900990099,0.00792079207920792,0,0,0,0,0.00198019801980198,0,0
767,10965,0.0158415841584158,0,0,0.00396039603960396,0,0.0099009900990099,0.0118811881188119,0.00396039603960396,0,0.0455445544554455,0,0,0,0,0,0.00396039603960396,0,0,0.00198019801980198,0.0336633663366337,0,0,0,0.0534653465346535,0,0,0.0178217821782178,0.00792079207920792,0.00792079207920792,0.635643564356436,0.00198019801980198,0,0.0118811881188119,0.0415841584158416,0.0396039603960396,0,0,0,0.00792079207920792,0.0316831683168317,0,0.00396039603960396,0,0,0,0,0,0,0.00594059405940594,0,0,0,0,0.00198019801980198,0,0
775,11079,0.050682261208577,0,0,0.0214424951267057,0,0.0116959064327485,0.00389863547758285,0.00584795321637427,0,0.138401559454191,0.00389863547758285,0.00194931773879142,0,0,0,0.00389863547758285,0,0,0.0116959064327485,0.00584795321637427,0,0,0,0.126705653021442,0,0,0.0155945419103314,0.01364522417154,0.01364522417154,0.485380116959064,0,0,0,0.0175438596491228,0.01364522417154,0,0,0,0,0.0116959064327485,0,0.00194931773879142,0.00389863547758285,0,0,0,0.00389863547758285,0.00194931773879142,0.0292397660818713,0,0,0,0,0.00194931773879142,0,0
783,11269,0.0431372549019608,0,0,0.00392156862745098,0,0.00196078431372549,0.00392156862745098,0.0352941176470588,0,0.131372549019608,0.00392156862745098,0,0,0,0,0.00588235294117647,0,0,0.00392156862745098,0.0215686274509804,0,0,0,0.0823529411764706,0,0,0.0137254901960784,0.0843137254901961,0.0254901960784314,0.443137254901961,0,0,0.0156862745098039,0.0254901960784314,0.0215686274509804,0,0.00196078431372549,0,0.00588235294117647,0.00980392156862745,0,0,0,0,0,0,0.00588235294117647,0.00196078431372549,0.00784313725490196,0,0,0,0,0,0,0
787,11364,0.0326923076923077,0,0,0.00384615384615385,0,0.00961538461538462,0.00384615384615385,0.0173076923076923,0.00192307692307692,0.144230769230769,0,0,0,0,0,0.00576923076923077,0,0,0.00576923076923077,0.00384615384615385,0,0,0,0.0846153846153846,0,0,0.0153846153846154,0.107692307692308,0.0403846153846154,0.432692307692308,0,0,0.00961538461538462,0.0230769230769231,0.0307692307692308,0,0.00192307692307692,0,0.0115384615384615,0.00576923076923077,0,0,0,0,0,0,0,0,0.00576923076923077,0,0.00192307692307692,0,0,0,0,0
791,11458,0.153692614770459,0,0,0.00399201596806387,0,0.00399201596806387,0.00199600798403194,0.0359281437125748,0.00998003992015968,0.0459081836327345,0,0,0,0,0,0.00399201596806387,0,0,0,0.0159680638722555,0,0,0,0.0179640718562874,0,0,0.00199600798403194,0.249500998003992,0.0119760479041916,0.365269461077844,0,0,0.00998003992015968,0.00798403193612774,0.00798403193612774,0,0,0.00199600798403194,0.00798403193612774,0.00598802395209581,0,0.00199600798403194,0.00199600798403194,0,0,0,0.0179640718562874,0.00399201596806387,0.00998003992015968,0,0,0,0,0,0,0
804,11766,0.17208413001912,0,0,0.00191204588910134,0,0.00191204588910134,0.00191204588910134,0.00191204588910134,0,0.0860420650095602,0,0.00191204588910134,0,0,0.00191204588910134,0,0,0.00191204588910134,0.00191204588910134,0.00573613766730402,0,0,0,0.0133843212237094,0,0,0.00573613766730402,0.0611854684512428,0,0.567877629063097,0.00191204588910134,0,0,0.0363288718929254,0.00764818355640535,0,0,0,0.0095602294455067,0.00382409177820268,0,0,0,0,0,0,0.00191204588910134,0,0.00764818355640535,0,0,0,0,0,0.00382409177820268,0
819,12122,0.0552268244575937,0,0,0,0,0,0,0.00591715976331361,0.0019723865877712,0.0138067061143984,0,0,0,0,0,0,0,0,0,0.00394477317554241,0,0,0,0.0177514792899408,0,0,0.0019723865877712,0.680473372781065,0.0138067061143984,0.185404339250493,0,0,0.0019723865877712,0.00591715976331361,0.00591715976331361,0,0,0,0.00394477317554241,0,0,0,0,0,0,0,0.0019723865877712,0,0,0,0,0,0,0,0,0
823,12217,0.095427435387674,0,0,0.00397614314115308,0,0.00198807157057654,0.00795228628230616,0.0139165009940358,0.00397614314115308,0.0278330019880716,0,0,0,0,0,0.00198807157057654,0,0.00596421471172962,0,0,0,0,0,0.00198807157057654,0,0,0.0119284294234592,0.52286282306163,0,0.252485089463221,0,0,0,0.0139165009940358,0.00795228628230616,0,0,0,0.00198807157057654,0,0,0.00596421471172962,0,0,0,0,0.0099403578528827,0.00397614314115308,0,0.00397614314115308,0,0,0,0,0,0
827,12312,0.00852878464818763,0,0,0.00213219616204691,0,0,0,0.0319829424307036,0,0.0106609808102345,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00852878464818763,0,0,0.00213219616204691,0.656716417910448,0,0.249466950959488,0,0,0.00426439232409382,0.00426439232409382,0.00426439232409382,0,0,0,0,0.00426439232409382,0,0.00426439232409382,0,0,0,0,0.00852878464818763,0,0,0,0,0,0,0,0,0
837,12602,0.0558882235528942,0,0,0,0,0,0,0,0,0.00399201596806387,0,0,0,0,0,0,0,0,0.00199600798403194,0.00998003992015968,0,0,0,0.00598802395209581,0,0,0.0159680638722555,0.602794411177645,0.00998003992015968,0.265469061876248,0,0,0.00399201596806387,0.00399201596806387,0.00399201596806387,0,0,0,0,0,0,0.00798403193612774,0,0,0,0,0.00399201596806387,0,0.00199600798403194,0,0,0,0.00199600798403194,0,0,0
