"sample.depths","sample.ages","Abies","Alnus.incana.type","Alnus.viridis.type","Artemisia","Betula","Amaranthaceae.undiff.","Corylus","Cupressaceae","Cyperaceae","Larix","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Platanus","Quercus","Salix","Tsuga","Ulmus","Populus","Poaceae","Acer.undiff.","Ambrosia.type","Fraxinus.nigra.type","Apiaceae","Fagus","Fraxinus.pennsylvanica.type","Iva.xanthifolia.type","Ostrya.Carpinus","Rumex","Sarcobatus.vermiculatus","Myrica","Lamiaceae","Asteraceae.subf..Asteroideae.undiff.","Galium","Ericaceae","Acer.spicatum","Carya","Ranunculaceae.undiff.","Taxus","Brassicaceae","Celtis","Vitis","Cornus","Thalictrum","Tilia","Juglans.cinerea","Shepherdia.canadensis","Rosaceae","Plantago","Iva.annua.type","Herbs.undiff.","Urtica.type"
100,1558,0.115942028985507,0.0347826086956522,0.0347826086956522,0.00289855072463768,0.168115942028985,0,0.00289855072463768,0.0144927536231884,0.00869565217391304,0.0202898550724638,0.411594202898551,0.115942028985507,0.0260869565217391,0.00289855072463768,0.00289855072463768,0,0,0.00289855072463768,0.00869565217391304,0,0,0.00579710144927536,0.00579710144927536,0,0.00869565217391304,0,0,0.00579710144927536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,1713,0.111111111111111,0.024390243902439,0.018970189701897,0.013550135501355,0.192411924119241,0,0.002710027100271,0,0.002710027100271,0.018970189701897,0.439024390243902,0.116531165311653,0.037940379403794,0,0,0,0.00542005420054201,0.002710027100271,0.008130081300813,0,0,0.002710027100271,0.002710027100271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,1869,0.132029339853301,0.0464547677261614,0.00488997555012225,0.0122249388753056,0.139364303178484,0,0,0.00733496332518337,0.0146699266503667,0.0220048899755501,0.425427872860636,0.134474327628362,0.0220048899755501,0,0.019559902200489,0,0.00488997555012225,0.00488997555012225,0.00244498777506112,0,0,0.00244498777506112,0,0,0,0,0,0.00488997555012225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,2025,0.152905198776758,0.018348623853211,0.0214067278287462,0.00305810397553517,0.140672782874618,0.00305810397553517,0,0.0091743119266055,0.00305810397553517,0.0122324159021407,0.446483180428135,0.131498470948012,0.0275229357798165,0,0.00305810397553517,0,0.00305810397553517,0,0.00611620795107034,0.00305810397553517,0.00305810397553517,0.00305810397553517,0.00305810397553517,0,0.00611620795107034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,2181,0.0802292263610315,0.0372492836676218,0.0114613180515759,0.00859598853868195,0.174785100286533,0,0.00286532951289398,0.00859598853868195,0.00286532951289398,0.0143266475644699,0.475644699140401,0.100286532951289,0.0429799426934097,0,0.0171919770773639,0.00286532951289398,0.00286532951289398,0.00286532951289398,0.00286532951289398,0,0,0,0.00573065902578797,0,0,0,0,0.00286532951289398,0,0,0,0,0.00286532951289398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,2368,0.046242774566474,0.0173410404624277,0.0491329479768786,0.00289017341040462,0.225433526011561,0.00289017341040462,0,0.00867052023121387,0.00289017341040462,0.0173410404624277,0.421965317919075,0.127167630057803,0.0375722543352601,0.00578034682080925,0.00578034682080925,0,0,0.00289017341040462,0.00867052023121387,0,0.00289017341040462,0,0,0,0,0,0,0.00289017341040462,0,0,0,0,0.00289017341040462,0,0,0,0.00289017341040462,0.00289017341040462,0.00289017341040462,0,0,0,0,0,0,0,0,0,0,0,0,0
160,2492,0.0986301369863014,0.0328767123287671,0.0191780821917808,0.00821917808219178,0.175342465753425,0,0,0,0.00821917808219178,0.0246575342465753,0.471232876712329,0.117808219178082,0.00547945205479452,0,0.010958904109589,0.00273972602739726,0,0,0.00821917808219178,0.00547945205479452,0.00273972602739726,0,0.00273972602739726,0,0.00273972602739726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00273972602739726,0,0,0,0,0,0,0,0,0,0,0,0
170,2648,0.05,0.0166666666666667,0.0305555555555556,0,0.241666666666667,0.00277777777777778,0.00277777777777778,0.00555555555555556,0.00555555555555556,0.0222222222222222,0.402777777777778,0.130555555555556,0.05,0.00277777777777778,0.00277777777777778,0,0,0.00833333333333333,0,0.00555555555555556,0,0,0,0,0.00277777777777778,0.00277777777777778,0,0.00277777777777778,0,0,0,0,0,0,0.0111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,2804,0.0372340425531915,0.0345744680851064,0.0265957446808511,0,0.321808510638298,0,0.00531914893617021,0.00797872340425532,0.00265957446808511,0.0372340425531915,0.311170212765957,0.13031914893617,0.0292553191489362,0,0.0159574468085106,0,0,0.00531914893617021,0.0106382978723404,0.00265957446808511,0.00531914893617021,0,0.00265957446808511,0,0.00265957446808511,0,0,0.00797872340425532,0,0,0,0,0,0,0,0,0.00265957446808511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,2959,0.0625,0.02,0.045,0.005,0.2925,0,0.0025,0.0575,0.01,0.0275,0.2775,0.11,0.0425,0.005,0.005,0.0025,0,0.005,0.0125,0.0075,0,0,0,0,0.005,0,0,0,0,0,0,0,0.0025,0,0,0,0,0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0
200,3115,0.0377358490566038,0.0636792452830189,0.0613207547169811,0.0070754716981132,0.226415094339623,0,0.00235849056603774,0,0.00943396226415094,0.0235849056603774,0.341981132075472,0.129716981132075,0.0471698113207547,0,0.00943396226415094,0.00235849056603774,0,0.00943396226415094,0.0070754716981132,0,0.00471698113207547,0.00235849056603774,0.00235849056603774,0,0,0.00235849056603774,0.00235849056603774,0.00235849056603774,0,0.00235849056603774,0,0,0.00235849056603774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,3271,0.0422535211267606,0.0187793427230047,0.028169014084507,0.00234741784037559,0.380281690140845,0,0.00704225352112676,0.0610328638497653,0.0117370892018779,0.0234741784037559,0.225352112676056,0.0704225352112676,0.0446009389671361,0.00234741784037559,0.0187793427230047,0,0.00234741784037559,0.00469483568075117,0.0234741784037559,0.00704225352112676,0.00234741784037559,0.00704225352112676,0.00469483568075117,0,0.00234741784037559,0.00234741784037559,0,0.00234741784037559,0,0,0,0,0,0,0,0,0.00234741784037559,0,0,0,0,0.00234741784037559,0,0,0,0,0,0,0,0,0,0
220,3427,0.117816091954023,0.0402298850574713,0.0114942528735632,0.00574712643678161,0.204022988505747,0,0.00574712643678161,0.00862068965517241,0.0028735632183908,0.0229885057471264,0.410919540229885,0.0833333333333333,0.0344827586206897,0.0028735632183908,0.0201149425287356,0,0,0.00574712643678161,0.00574712643678161,0.00574712643678161,0,0.0028735632183908,0.0028735632183908,0,0.0028735632183908,0,0,0.0028735632183908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,3582,0.070754716981132,0.0235849056603774,0.0306603773584906,0.0070754716981132,0.257075471698113,0,0.00471698113207547,0.0306603773584906,0.0141509433962264,0.0212264150943396,0.327830188679245,0.106132075471698,0.0424528301886792,0.00235849056603774,0.0141509433962264,0.00235849056603774,0.00235849056603774,0.0070754716981132,0.00471698113207547,0,0.00471698113207547,0.00235849056603774,0.00943396226415094,0,0,0.00235849056603774,0,0.00235849056603774,0,0,0,0,0.00471698113207547,0,0,0,0,0.00235849056603774,0,0,0,0,0.00235849056603774,0,0,0,0,0,0,0,0,0
250,3894,0.0588235294117647,0.0514705882352941,0.0465686274509804,0.0122549019607843,0.284313725490196,0.00245098039215686,0.00245098039215686,0.0220588235294118,0.00245098039215686,0.017156862745098,0.28921568627451,0.117647058823529,0.0514705882352941,0,0.00490196078431373,0.00245098039215686,0.00490196078431373,0.00245098039215686,0.00245098039215686,0.00245098039215686,0,0.00245098039215686,0.00245098039215686,0,0,0.00245098039215686,0.00490196078431373,0.00735294117647059,0,0,0,0,0,0,0,0,0,0.00245098039215686,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,4050,0.0672268907563025,0.0168067226890756,0.0168067226890756,0.00560224089635854,0.277310924369748,0,0.00280112044817927,0,0.00280112044817927,0.0140056022408964,0.38655462184874,0.128851540616246,0.030812324929972,0.00280112044817927,0.0168067226890756,0,0,0,0.00280112044817927,0.00840336134453781,0,0.00280112044817927,0.00280112044817927,0,0.00280112044817927,0.00280112044817927,0,0.00560224089635854,0,0,0.00280112044817927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,4205,0.0767263427109974,0.0127877237851662,0.0281329923273657,0.0051150895140665,0.350383631713555,0,0.00255754475703325,0.0358056265984655,0.00255754475703325,0.0179028132992327,0.281329923273657,0.0895140664961637,0.0460358056265985,0,0.00255754475703325,0,0.00255754475703325,0.00255754475703325,0.0179028132992327,0.00767263427109974,0,0.0051150895140665,0,0,0.00255754475703325,0.00255754475703325,0,0.00255754475703325,0,0.00255754475703325,0,0,0,0,0,0,0,0,0,0,0,0,0.00255754475703325,0,0,0,0,0,0,0,0,0
280,4374,0.0891891891891892,0.0324324324324324,0.0189189189189189,0.00540540540540541,0.324324324324324,0.0027027027027027,0,0.0189189189189189,0.00540540540540541,0.0135135135135135,0.283783783783784,0.156756756756757,0.0324324324324324,0,0.0027027027027027,0.0027027027027027,0,0.0027027027027027,0.0027027027027027,0,0.0027027027027027,0,0,0,0,0,0,0.0027027027027027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,4544,0.0416666666666667,0.0130208333333333,0.0208333333333333,0.0078125,0.255208333333333,0.00520833333333333,0.00260416666666667,0.0651041666666667,0.0078125,0.015625,0.328125,0.1171875,0.0572916666666667,0.00260416666666667,0.0104166666666667,0.00260416666666667,0,0.00520833333333333,0.0286458333333333,0,0,0.00260416666666667,0,0,0.00520833333333333,0.00260416666666667,0,0.00260416666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,4714,0.0289156626506024,0.0192771084337349,0.0337349397590361,0.00481927710843374,0.231325301204819,0.00240963855421687,0.00240963855421687,0.0337349397590361,0.0072289156626506,0.00963855421686747,0.342168674698795,0.159036144578313,0.0891566265060241,0.00240963855421687,0.0168674698795181,0,0,0,0.0072289156626506,0.00481927710843374,0,0,0.00240963855421687,0,0,0,0,0,0,0,0,0,0.00240963855421687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,4885,0.0381231671554252,0.0146627565982405,0.0234604105571848,0.0117302052785924,0.3841642228739,0.00293255131964809,0.00293255131964809,0.0527859237536657,0.00586510263929619,0.0205278592375367,0.219941348973607,0.0967741935483871,0.0703812316715543,0,0.0175953079178886,0,0,0,0.0146627565982405,0.00293255131964809,0.00293255131964809,0.00586510263929619,0,0,0,0,0,0.00586510263929619,0,0.00293255131964809,0.00293255131964809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,5055,0.0428893905191874,0.0135440180586907,0.0203160270880361,0.00451467268623025,0.191873589164786,0.00451467268623025,0.00677200902934537,0.0677200902934537,0.0112866817155756,0.018058690744921,0.311512415349887,0.158013544018059,0.0744920993227991,0,0.0270880361173815,0,0,0.00451467268623025,0.0158013544018059,0.00225733634311512,0.00225733634311512,0.00225733634311512,0.0090293453724605,0,0.00225733634311512,0,0,0.00225733634311512,0,0,0,0,0.00225733634311512,0,0,0,0,0,0,0,0,0,0,0.00225733634311512,0.00225733634311512,0,0,0,0,0,0,0
330,5226,0.0152671755725191,0.0127226463104326,0.0508905852417303,0.00763358778625954,0.282442748091603,0,0,0.078880407124682,0.00508905852417303,0.0254452926208651,0.216284987277354,0.134860050890585,0.0763358778625954,0.00763358778625954,0.0178117048346056,0.00254452926208651,0,0.00763358778625954,0.0254452926208651,0.00508905852417303,0.00254452926208651,0.00508905852417303,0.00254452926208651,0.00254452926208651,0.00763358778625954,0,0,0.00254452926208651,0,0,0,0,0,0,0,0,0,0.00254452926208651,0,0,0,0.00254452926208651,0,0,0,0,0,0,0,0,0,0
340,5396,0.0532687651331719,0.0193704600484262,0.036319612590799,0.0145278450363196,0.261501210653753,0,0,0.099273607748184,0.00726392251815981,0.00726392251815981,0.271186440677966,0.13317191283293,0.0556900726392252,0,0.00968523002421308,0,0,0.00242130750605327,0.0121065375302663,0.00484261501210654,0.00242130750605327,0.00242130750605327,0,0,0.00242130750605327,0.00242130750605327,0,0.00242130750605327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,5567,0.0195121951219512,0.0268292682926829,0.0292682926829268,0.0024390243902439,0.295121951219512,0.0024390243902439,0.0024390243902439,0.14390243902439,0.0048780487804878,0.0219512195121951,0.204878048780488,0.097560975609756,0.0829268292682927,0,0.0121951219512195,0.0024390243902439,0,0.0097560975609756,0.024390243902439,0,0.0024390243902439,0,0.0024390243902439,0,0,0.0024390243902439,0,0.00731707317073171,0,0,0,0,0.0024390243902439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,5737,0.0229166666666667,0.0645833333333333,0.05625,0.00625,0.19375,0.00208333333333333,0.00833333333333333,0.075,0.00833333333333333,0.0166666666666667,0.204166666666667,0.185416666666667,0.0604166666666667,0.00208333333333333,0.0208333333333333,0.00833333333333333,0,0.0104166666666667,0.0270833333333333,0.00625,0.00208333333333333,0.00625,0,0,0.00416666666666667,0.00416666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0.00208333333333333,0,0,0,0,0,0,0.00208333333333333,0,0,0,0,0,0
370,5907,0.0046189376443418,0.0254041570438799,0.0646651270207852,0.0092378752886836,0.184757505773672,0.0023094688221709,0.0023094688221709,0.0946882217090069,0.0069284064665127,0.0161662817551963,0.1270207852194,0.247113163972286,0.106235565819861,0.0023094688221709,0.0092378752886836,0.0046189376443418,0.0023094688221709,0.0092378752886836,0.046189376443418,0,0,0.0115473441108545,0.0023094688221709,0,0.0046189376443418,0.0069284064665127,0,0.0046189376443418,0,0,0.0023094688221709,0,0.0023094688221709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,6078,0.0115473441108545,0.0277136258660508,0.0577367205542725,0.0115473441108545,0.108545034642032,0.0046189376443418,0.0023094688221709,0.113163972286374,0.0046189376443418,0.023094688221709,0.191685912240185,0.249422632794457,0.1270207852194,0.0069284064665127,0.0115473441108545,0.0069284064665127,0.0023094688221709,0.0092378752886836,0.0069284064665127,0.0046189376443418,0.0023094688221709,0.0069284064665127,0.0023094688221709,0,0,0.0023094688221709,0.0023094688221709,0,0,0,0,0,0,0,0,0,0.0023094688221709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,6248,0.0169491525423729,0.00677966101694915,0.0254237288135593,0.0135593220338983,0.188135593220339,0,0.00169491525423729,0.169491525423729,0.00847457627118644,0.0186440677966102,0.169491525423729,0.167796610169492,0.142372881355932,0.00169491525423729,0.0101694915254237,0.00338983050847458,0,0.00338983050847458,0.0305084745762712,0,0,0.00338983050847458,0.00338983050847458,0,0.00508474576271186,0.00338983050847458,0,0.00169491525423729,0,0.00169491525423729,0,0,0.00169491525423729,0,0,0,0.00169491525423729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,6419,0.00155763239875389,0.0171339563862928,0.0264797507788162,0.00467289719626168,0.11214953271028,0.00467289719626168,0.00155763239875389,0.375389408099688,0,0.014018691588785,0.11993769470405,0.191588785046729,0.0794392523364486,0.00778816199376947,0.0109034267912773,0,0,0.00934579439252336,0.00934579439252336,0.00311526479750779,0.00155763239875389,0.00311526479750779,0.00155763239875389,0,0.00155763239875389,0.00155763239875389,0,0.00155763239875389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,6589,0.0087719298245614,0.0087719298245614,0.0394736842105263,0.00657894736842105,0.168859649122807,0.00657894736842105,0.0087719298245614,0.129385964912281,0.00657894736842105,0.0109649122807018,0.155701754385965,0.293859649122807,0.0767543859649123,0.00219298245614035,0.0131578947368421,0.00219298245614035,0.00219298245614035,0.0153508771929825,0.0131578947368421,0,0.0043859649122807,0.0087719298245614,0.00219298245614035,0,0.00219298245614035,0,0,0.0087719298245614,0,0,0,0,0.00219298245614035,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00219298245614035,0,0,0,0,0
420,6896,0.0144092219020173,0.00864553314121038,0.0288184438040346,0.00576368876080692,0.14985590778098,0,0.00288184438040346,0.031700288184438,0.00576368876080692,0.0172910662824208,0.195965417867435,0.417867435158501,0.0634005763688761,0,0.00864553314121038,0.00288184438040346,0,0.00576368876080692,0.0172910662824208,0.00288184438040346,0.00576368876080692,0,0.00864553314121038,0,0,0,0,0,0,0.00288184438040346,0,0,0,0,0,0,0.00288184438040346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,7340,0.00871459694989107,0.0065359477124183,0.028322440087146,0.0130718954248366,0.222222222222222,0.00217864923747277,0.0065359477124183,0.0501089324618736,0.00871459694989107,0.0065359477124183,0.193899782135076,0.228758169934641,0.104575163398693,0.00217864923747277,0.0217864923747277,0,0,0.0152505446623094,0.0435729847494553,0.00871459694989107,0.00217864923747277,0.00217864923747277,0.00435729847494553,0,0,0,0.00217864923747277,0.0130718954248366,0,0,0,0,0.00217864923747277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00217864923747277,0,0,0,0
438,7695,0.00847457627118644,0,0.0169491525423729,0.0169491525423729,0.165254237288136,0.0148305084745763,0.00211864406779661,0.0275423728813559,0.00423728813559322,0.0169491525423729,0.114406779661017,0.427966101694915,0.0826271186440678,0.0105932203389831,0.0360169491525424,0,0,0.0148305084745763,0.0105932203389831,0.00635593220338983,0,0.00635593220338983,0.00211864406779661,0,0.00211864406779661,0.00211864406779661,0,0.00635593220338983,0,0,0,0,0,0,0,0,0,0.00211864406779661,0,0,0,0,0,0,0,0,0.00211864406779661,0,0,0,0,0
450,8016,0.018970189701897,0,0.010840108401084,0.013550135501355,0.322493224932249,0,0.002710027100271,0.029810298102981,0.00542005420054201,0.029810298102981,0.140921409214092,0.276422764227642,0.051490514905149,0,0.018970189701897,0,0,0.016260162601626,0.02710027100271,0.00542005420054201,0,0.013550135501355,0,0,0,0,0.002710027100271,0.002710027100271,0,0,0.00542005420054201,0,0.002710027100271,0,0,0,0.002710027100271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,8157,0.0157894736842105,0.00263157894736842,0.0157894736842105,0.0315789473684211,0.252631578947368,0.00263157894736842,0.00526315789473684,0.0210526315789474,0.0157894736842105,0.0184210526315789,0.218421052631579,0.286842105263158,0.0157894736842105,0.00263157894736842,0.0315789473684211,0,0,0.00789473684210526,0.0131578947368421,0.0105263157894737,0,0.00789473684210526,0.0105263157894737,0,0.00263157894736842,0,0,0,0,0,0,0,0.00526315789473684,0,0,0,0,0,0,0,0,0,0.00263157894736842,0,0.00263157894736842,0,0,0,0,0,0,0
470,8480,0.0110497237569061,0,0.0110497237569061,0.0193370165745856,0.337016574585635,0,0.00276243093922652,0.0110497237569061,0.0193370165745856,0.0110497237569061,0.179558011049724,0.251381215469613,0.0359116022099447,0.00276243093922652,0.0193370165745856,0.00276243093922652,0,0.00276243093922652,0.0414364640883978,0.00276243093922652,0,0.0193370165745856,0,0,0,0,0,0.00276243093922652,0,0,0,0,0.0165745856353591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,8803,0.0160857908847185,0,0.00804289544235925,0.0268096514745308,0.257372654155496,0,0.00536193029490617,0.0160857908847185,0.0268096514745308,0.0134048257372654,0.193029490616622,0.292225201072386,0.0241286863270777,0.00804289544235925,0.0214477211796247,0.00536193029490617,0,0.00536193029490617,0.0268096514745308,0.0134048257372654,0,0,0.00536193029490617,0.00268096514745308,0,0,0.00268096514745308,0.00536193029490617,0,0,0,0,0.00536193029490617,0,0.0107238605898123,0,0,0,0,0.00268096514745308,0,0.00268096514745308,0,0,0,0,0.00268096514745308,0,0,0,0,0
490,9125,0.00847457627118644,0,0.0105932203389831,0.0105932203389831,0.309322033898305,0.0169491525423729,0,0.00847457627118644,0.00635593220338983,0.0105932203389831,0.199152542372881,0.25635593220339,0.0360169491525424,0,0.0148305084745763,0.00423728813559322,0,0.0190677966101695,0.0296610169491525,0.00211864406779661,0.00423728813559322,0.0233050847457627,0,0,0.00423728813559322,0.00211864406779661,0,0.00635593220338983,0,0,0,0,0.0105932203389831,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00211864406779661,0.00211864406779661,0.00211864406779661,0,0,0
500,9448,0.0108991825613079,0.00272479564032698,0.0163487738419619,0.0217983651226158,0.182561307901907,0.00544959128065395,0,0.0217983651226158,0.0190735694822888,0.0463215258855586,0.204359673024523,0.302452316076294,0.0245231607629428,0.00272479564032698,0.0217983651226158,0.0136239782016349,0,0.0163487738419619,0.0245231607629428,0.0136239782016349,0.00272479564032698,0.00544959128065395,0,0,0,0.00272479564032698,0,0.00272479564032698,0,0,0,0,0.0190735694822888,0,0.0108991825613079,0,0,0,0,0.00272479564032698,0,0,0,0,0,0,0,0,0,0.00272479564032698,0,0
510,9771,0.00240384615384615,0.00240384615384615,0.00721153846153846,0.0168269230769231,0.204326923076923,0.00961538461538462,0.00721153846153846,0.0144230769230769,0.0240384615384615,0.0144230769230769,0.247596153846154,0.28125,0.0288461538461538,0.00240384615384615,0.00961538461538462,0.00961538461538462,0,0.0144230769230769,0.0384615384615385,0.0120192307692308,0,0.0240384615384615,0.00240384615384615,0.00240384615384615,0.00240384615384615,0,0.00240384615384615,0.00480769230769231,0,0,0,0,0.0144230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
