"sample.depths","sample.ages","Abies","Acer","Alnus","Betula","Carya","Castanea","Celtis","Cephalanthus","Cornus","Corylus","Cupressaceae.Taxaceae","Ericaceae","Fagus","Fraxinus","Ilex","Juglans","Liquidambar","Liriodendron","Magnolia","Myrica","Nyssa","Ostrya.Carpinus","Picea","Pinus","Platanus","Quercus","Salix","Tilia","Tsuga","Ulmus","Vitis","Ambrosia","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Chenopodiaceae","Cyperaceae","Lamiaceae","Malvaceae","Onagraceae","Plantago","Poaceae","Polygonum"
819,7264,0,0.003144654,0.012578616,0.018867925,0.08490566,0.006289308,0,0,0,0,0,0,0.009433962,0.006289308,0,0.003144654,0.022012579,0,0,0,0.006289308,0.003144654,0.003144654,0.226415094,0,0.559748428,0,0,0.009433962,0.003144654,0,0.006289308,0,0,0.003144654,0,0,0,0,0,0,0,0.012578616,0
829,7320,0,0.008547009,0.004273504,0.025641026,0.094017094,0,0,0,0,0.025641026,0,0,0,0,0,0,0.034188034,0,0,0,0.008547009,0.004273504,0,0.247863248,0,0.457264957,0,0.004273504,0.004273504,0,0,0.017094017,0,0,0,0,0.008547009,0.038461538,0,0,0,0,0.017094017,0
839,7355,0,0,0.003194888,0.012779553,0.083067093,0,0,0,0,0.009584665,0.003194888,0,0.006389776,0.006389776,0,0.003194888,0.006389776,0,0,0,0.006389776,0,0.003194888,0.207667732,0,0.587859425,0,0,0.019169329,0.006389776,0,0.012779553,0,0,0.003194888,0,0.003194888,0.006389776,0,0,0,0,0.009584665,0
849,7372,0,0.009433962,0,0.003144654,0.081761006,0,0,0,0,0.003144654,0.003144654,0,0.009433962,0.003144654,0,0.003144654,0.031446541,0,0,0,0,0,0.006289308,0.150943396,0,0.647798742,0,0,0.01572327,0.003144654,0,0.003144654,0,0,0,0,0.003144654,0.012578616,0,0,0,0.003144654,0.006289308,0
859,7389,0,0,0,0.017857143,0.092261905,0,0,0,0,0.008928571,0,0,0.008928571,0.008928571,0,0,0.008928571,0,0,0,0.005952381,0,0,0.202380952,0,0.580357143,0,0,0.014880952,0.014880952,0,0.008928571,0,0,0.00297619,0,0.005952381,0,0,0,0,0,0.017857143,0
869,7406,0,0.003154574,0.012618297,0.003154574,0.050473186,0.003154574,0,0,0.015772871,0.003154574,0,0,0.003154574,0.003154574,0,0,0.034700315,0,0,0,0,0.006309148,0,0.195583596,0,0.583596215,0,0,0.003154574,0.003154574,0,0.012618297,0,0,0.003154574,0,0.003154574,0.028391167,0,0,0,0,0.028391167,0
879,7424,0,0,0.019762846,0.011857708,0.075098814,0.003952569,0,0,0.003952569,0.007905138,0,0,0,0,0,0,0,0,0,0,0,0.003952569,0.003952569,0.071146245,0,0.683794466,0,0,0.035573123,0.007905138,0,0.003952569,0,0,0.011857708,0,0.007905138,0.003952569,0,0,0,0,0.043478261,0
889,7441,0,0,0.022346369,0.019553073,0.053072626,0.002793296,0,0,0,0.005586592,0.008379888,0,0.005586592,0.008379888,0.002793296,0,0.005586592,0.002793296,0,0,0.008379888,0,0.011173184,0.11452514,0.002793296,0.555865922,0.002793296,0,0.041899441,0.008379888,0,0.01396648,0,0.002793296,0.005586592,0,0.01396648,0.019553073,0,0,0,0,0.058659218,0.002793296
895,7451,0,0,0.003278689,0.013114754,0.101639344,0,0,0,0,0.003278689,0.006557377,0,0.003278689,0,0,0,0.013114754,0,0,0,0,0,0.003278689,0.193442623,0,0.560655738,0,0,0.02295082,0.006557377,0,0.003278689,0,0,0,0,0.006557377,0.013114754,0,0,0,0,0.045901639,0
899,7458,0,0,0,0.006269592,0.097178683,0,0,0,0,0.003134796,0,0,0.006269592,0,0,0,0.012539185,0,0,0,0,0,0,0.288401254,0,0.457680251,0,0,0.037617555,0.006269592,0,0.012539185,0,0,0.003134796,0,0.006269592,0.003134796,0,0,0,0,0.059561129,0
905,7481,0,0,0,0,0.139318885,0,0,0,0,0,0.003095975,0,0.00619195,0,0,0.00619195,0.012383901,0,0,0,0.00619195,0,0.012383901,0.263157895,0,0.46749226,0,0,0,0.003095975,0,0.00619195,0,0,0.009287926,0,0.003095975,0.015479876,0,0,0,0,0.046439628,0
909,7500,0,0,0.026315789,0.013157895,0.065789474,0,0,0,0,0.01754386,0.013157895,0,0,0,0,0,0.00877193,0,0,0,0,0,0,0.236842105,0,0.416666667,0,0,0.00877193,0.004385965,0,0.00877193,0,0,0.013157895,0,0.01754386,0.070175439,0,0,0,0,0.078947368,0
915,7529,0,0.003257329,0.003257329,0.003257329,0.104234528,0,0,0,0,0.009771987,0.003257329,0,0.003257329,0,0,0,0.013029316,0,0,0,0.003257329,0,0.006514658,0.169381107,0,0.596091205,0,0,0.009771987,0,0,0.016286645,0,0,0.003257329,0,0.006514658,0.022801303,0,0,0,0.003257329,0.019543974,0
919,7548,0,0,0.025889968,0.006472492,0.061488673,0,0,0,0,0.006472492,0.006472492,0,0.003236246,0,0,0.003236246,0.006472492,0,0,0,0.006472492,0,0,0.213592233,0,0.533980583,0,0,0.012944984,0.006472492,0,0.029126214,0,0,0.006472492,0,0.006472492,0.009708738,0,0,0,0,0.055016181,0
925,7576,0,0,0.003194888,0.009584665,0.108626198,0,0,0,0,0.012779553,0,0,0.003194888,0,0,0.003194888,0.025559105,0,0,0,0.003194888,0,0.006389776,0.143769968,0,0.536741214,0,0.003194888,0.025559105,0.003194888,0,0.009584665,0,0,0,0,0,0.025559105,0,0,0,0,0.076677316,0
929,7595,0.005524862,0,0.011049724,0.019337017,0.066298343,0,0,0,0,0.005524862,0.002762431,0,0.002762431,0.005524862,0,0.002762431,0.011049724,0.002762431,0,0,0.016574586,0,0.013812155,0.20718232,0.002762431,0.453038674,0,0,0.027624309,0.013812155,0,0.002762431,0,0,0.002762431,0,0.002762431,0.022099448,0,0,0,0,0.099447514,0
935,7624,0,0.003215434,0,0.003215434,0.08681672,0,0,0,0,0,0.003215434,0,0.012861736,0,0,0,0.041800643,0,0,0,0,0,0,0.189710611,0,0.604501608,0,0,0.009646302,0,0,0.003215434,0,0,0.006430868,0,0.003215434,0.003215434,0,0,0,0,0.028938907,0
939,7643,0,0.009708738,0.006472492,0.012944984,0.061488673,0,0,0,0,0.003236246,0.003236246,0,0.009708738,0.006472492,0,0.003236246,0.019417476,0,0,0,0,0.003236246,0,0.216828479,0,0.521035599,0,0,0.009708738,0.01618123,0,0.009708738,0,0,0.003236246,0,0.003236246,0.009708738,0,0,0,0,0.071197411,0
944,7667,0,0,0,0.002512563,0.045226131,0,0,0,0,0.002512563,0,0,0,0,0,0,0.027638191,0,0,0,0.007537688,0,0.010050251,0.170854271,0,0.635678392,0,0,0.032663317,0,0,0.005025126,0,0.002512563,0,0,0.015075377,0.005025126,0,0,0,0,0.035175879,0.002512563
945,7672,0,0,0,0.006493506,0.042207792,0,0,0,0,0,0,0,0.006493506,0,0,0,0.035714286,0,0,0,0.006493506,0,0.003246753,0.12987013,0,0.678571429,0,0,0.025974026,0.00974026,0,0.006493506,0,0,0,0,0,0.00974026,0,0,0,0,0.038961039,0
949,7691,0,0,0.003257329,0.003257329,0.052117264,0,0,0,0,0.013029316,0,0,0,0,0,0,0.009771987,0,0,0,0.003257329,0,0.006514658,0.348534202,0,0.456026059,0,0,0.042345277,0,0,0.009771987,0,0,0.006514658,0,0,0.009771987,0,0,0,0,0.035830619,0
955,7720,0,0.003236246,0.003236246,0,0.077669903,0,0,0,0,0.003236246,0,0,0.006472492,0,0,0.003236246,0.009708738,0,0,0,0,0,0.003236246,0.139158576,0,0.650485437,0,0,0.029126214,0.009708738,0,0.003236246,0,0,0.006472492,0,0.009708738,0.012944984,0,0,0,0,0.029126214,0
965,7768,0,0.003184713,0,0.003184713,0.076433121,0,0,0,0,0.003184713,0.003184713,0,0.00955414,0,0,0,0.031847134,0,0,0,0.006369427,0.003184713,0.003184713,0.203821656,0,0.538216561,0,0,0.031847134,0.003184713,0,0,0,0,0.003184713,0,0.003184713,0.01910828,0,0,0,0,0.054140127,0
975,7815,0,0.003184713,0.00955414,0.015923567,0.060509554,0,0,0,0,0.003184713,0,0,0.003184713,0,0,0,0.012738854,0,0,0,0,0.003184713,0,0.165605096,0,0.592356688,0,0,0.035031847,0.003184713,0,0.022292994,0,0,0.003184713,0,0.00955414,0.006369427,0,0,0,0.003184713,0.047770701,0
979,7834,0,0,0,0.008522727,0.082386364,0,0,0,0,0,0.002840909,0,0.002840909,0.005681818,0,0,0.03125,0.005681818,0,0,0.011363636,0,0.014204545,0.247159091,0.002840909,0.434659091,0,0,0.059659091,0.011363636,0.002840909,0.002840909,0,0,0.002840909,0,0.008522727,0.014204545,0,0,0,0,0.048295455,0
985,7863,0,0,0,0.006451613,0.058064516,0,0,0,0,0,0,0,0.003225806,0,0,0.012903226,0.025806452,0,0,0,0,0.003225806,0.016129032,0.24516129,0,0.538709677,0,0,0.032258065,0,0,0,0,0,0.006451613,0,0.003225806,0.006451613,0,0,0,0,0.041935484,0
995,7917,0,0,0,0.003225806,0.058064516,0,0,0,0,0,0,0,0.016129032,0,0,0,0.04516129,0,0,0,0.003225806,0.003225806,0.003225806,0.267741935,0,0.519354839,0,0,0.022580645,0.003225806,0,0,0,0,0.003225806,0,0.003225806,0.019354839,0,0,0,0,0.029032258,0
999,7947,0,0,0.003174603,0.012698413,0.066666667,0,0,0,0,0.003174603,0.006349206,0,0,0,0,0,0.006349206,0,0,0,0,0.003174603,0.003174603,0.184126984,0,0.596825397,0,0,0.019047619,0.003174603,0,0.015873016,0,0,0.012698413,0,0.003174603,0.00952381,0,0,0,0.006349206,0.044444444,0
1009,8023,0,0,0.016216216,0.016216216,0.045945946,0.002702703,0,0,0,0.005405405,0.005405405,0.002702703,0.002702703,0,0.002702703,0,0.008108108,0,0,0,0.008108108,0,0,0.113513514,0.005405405,0.627027027,0,0,0.016216216,0.002702703,0,0.016216216,0,0,0.005405405,0,0.024324324,0.005405405,0,0,0,0,0.067567568,0
1019,8098,0,0,0.006006006,0.009009009,0.051051051,0,0,0,0,0.006006006,0.006006006,0,0,0.006006006,0,0.003003003,0.012012012,0,0,0,0.003003003,0,0.012012012,0.177177177,0,0.582582583,0,0,0.054054054,0.006006006,0,0,0,0,0.006006006,0,0.012012012,0.012012012,0,0,0,0,0.036036036,0
1029,8174,0.002597403,0.005194805,0.015584416,0.015584416,0.031168831,0,0,0,0,0.007792208,0.007792208,0,0,0.002597403,0,0.002597403,0.01038961,0.002597403,0,0,0.01038961,0,0.005194805,0.142857143,0,0.623376623,0,0,0.025974026,0.007792208,0,0.002597403,0,0.002597403,0.005194805,0,0.007792208,0.007792208,0,0,0,0,0.054545455,0
1039,8250,0,0,0.003278689,0.009836066,0.026229508,0,0,0,0,0.003278689,0.006557377,0,0,0.003278689,0,0,0.013114754,0,0,0,0.009836066,0,0.003278689,0.167213115,0,0.639344262,0,0,0.019672131,0,0,0,0,0,0.003278689,0,0.009836066,0.019672131,0,0,0,0,0.059016393,0.003278689
1049,8326,0,0,0.020958084,0.020958084,0.032934132,0,0,0,0,0.002994012,0.008982036,0,0,0,0,0.002994012,0.017964072,0,0,0,0,0,0.005988024,0.092814371,0,0.661676647,0.002994012,0,0.020958084,0.002994012,0,0.005988024,0,0,0.005988024,0,0.017964072,0.017964072,0,0,0,0,0.056886228,0
1059,8402,0,0.00619195,0,0.00619195,0.043343653,0,0,0,0,0.009287926,0.003095975,0,0,0,0.003095975,0,0.009287926,0,0,0,0.00619195,0,0.009287926,0.123839009,0,0.631578947,0,0.003095975,0.058823529,0,0,0,0,0.00619195,0.012383901,0,0.00619195,0.012383901,0,0,0,0,0.046439628,0.003095975
1069,8477,0,0,0.008474576,0.005649718,0.04519774,0,0,0,0,0,0.008474576,0,0,0.002824859,0,0,0.005649718,0,0,0,0.011299435,0,0,0.149717514,0,0.596045198,0.005649718,0,0.053672316,0.005649718,0.002824859,0.014124294,0,0,0.002824859,0.002824859,0.016949153,0.011299435,0,0,0,0,0.050847458,0
1079,8553,0,0.003215434,0.003215434,0,0.048231511,0,0,0,0,0.009646302,0.003215434,0,0,0,0,0.012861736,0.012861736,0,0,0,0,0.003215434,0,0.234726688,0,0.556270096,0,0,0.035369775,0.003215434,0,0.003215434,0,0,0.006430868,0,0.003215434,0,0,0,0,0,0.061093248,0
1089,8629,0,0,0.006472492,0.019417476,0.035598706,0.003236246,0,0,0.003236246,0.003236246,0,0,0.003236246,0.003236246,0,0.003236246,0.009708738,0,0,0,0,0.003236246,0,0.236245955,0,0.588996764,0,0,0.012944984,0.003236246,0,0.009708738,0,0,0.006472492,0,0.006472492,0.006472492,0,0,0,0.003236246,0.03236246,0
1099,8705,0,0,0.006410256,0.006410256,0.025641026,0.003205128,0,0,0,0,0.016025641,0,0,0.006410256,0.006410256,0,0.009615385,0,0,0,0,0,0.003205128,0.144230769,0,0.628205128,0,0.003205128,0.044871795,0,0,0.009615385,0,0,0.012820513,0,0.003205128,0.009615385,0,0,0,0,0.060897436,0
1109,8780,0,0.003215434,0.012861736,0.012861736,0.054662379,0,0,0,0,0.012861736,0.012861736,0,0,0.003215434,0,0,0.006430868,0,0,0,0,0,0.009646302,0.22829582,0,0.508038585,0,0.006430868,0.012861736,0.009646302,0,0,0,0,0.009646302,0,0.009646302,0.012861736,0,0,0,0,0.073954984,0
1119,8856,0,0,0.003164557,0.009493671,0.047468354,0,0,0,0,0.003164557,0.009493671,0,0,0,0,0,0.009493671,0,0,0,0,0,0.012658228,0.183544304,0,0.598101266,0,0,0.034810127,0.009493671,0,0.006329114,0,0,0.003164557,0,0.009493671,0.006329114,0,0,0,0,0.053797468,0
1129,8932,0,0.00297619,0.00297619,0.008928571,0.0625,0,0,0,0,0,0.017857143,0,0.00297619,0,0,0.008928571,0.011904762,0,0,0,0.00297619,0.00297619,0.008928571,0.25,0,0.520833333,0,0,0.017857143,0.005952381,0,0.011904762,0,0,0.011904762,0,0.005952381,0.00297619,0,0,0,0,0.038690476,0
1139,9008,0,0,0.02283105,0.01369863,0.038812785,0,0,0,0,0.00456621,0.01369863,0.002283105,0.00456621,0,0,0.002283105,0.015981735,0,0,0,0.011415525,0,0.01369863,0.214611872,0,0.48630137,0,0,0.043378995,0.00913242,0,0.00913242,0,0,0,0,0.011415525,0.01826484,0,0,0,0,0.063926941,0
1149,9084,0,0,0,0.025641026,0.082621083,0.002849003,0,0,0,0.008547009,0.002849003,0,0,0.005698006,0,0.005698006,0.011396011,0,0,0,0.002849003,0.002849003,0.002849003,0.259259259,0,0.47008547,0,0,0.017094017,0.002849003,0,0.011396011,0,0,0.002849003,0,0.005698006,0.022792023,0,0,0,0,0.054131054,0
1159,9159,0,0,0.002840909,0.002840909,0.051136364,0,0,0,0,0.002840909,0,0,0,0.002840909,0,0,0.011363636,0.002840909,0,0,0.011363636,0.002840909,0.002840909,0.28125,0,0.460227273,0,0.002840909,0.056818182,0.005681818,0,0.002840909,0,0,0.002840909,0,0.017045455,0.008522727,0,0,0,0,0.068181818,0
1165,9205,0,0,0.003095975,0.015479876,0.040247678,0,0,0,0,0,0,0,0.003095975,0,0,0,0.003095975,0,0,0,0.003095975,0,0.003095975,0.204334365,0,0.591331269,0,0,0.043343653,0.003095975,0,0.00619195,0,0,0.003095975,0,0.003095975,0.018575851,0,0.003095975,0,0,0.052631579,0
1169,9235,0,0,0.013297872,0.010638298,0.042553191,0.002659574,0,0,0,0,0.010638298,0,0.002659574,0,0,0,0.013297872,0,0,0,0.002659574,0.002659574,0.007978723,0.263297872,0,0.489361702,0,0,0.039893617,0.007978723,0,0.007978723,0,0,0.002659574,0,0.007978723,0.013297872,0,0,0,0,0.053191489,0.005319149
1175,9281,0,0.005540166,0.002770083,0.005540166,0.049861496,0,0,0,0,0,0.002770083,0,0,0,0,0,0.011080332,0,0.002770083,0,0.011080332,0,0.011080332,0.249307479,0,0.551246537,0,0,0.063711911,0,0,0,0,0,0.005540166,0.002770083,0.002770083,0.013850416,0,0,0,0,0.008310249,0
1179,9311,0,0,0.002881844,0.014409222,0.04610951,0.005763689,0,0,0.014409222,0.002881844,0,0,0,0,0,0,0.005763689,0,0,0,0,0.008645533,0.020172911,0.265129683,0,0.515850144,0,0.002881844,0.020172911,0.002881844,0,0.011527378,0,0,0,0,0.002881844,0.028818444,0,0,0,0,0.028818444,0
1189,9387,0,0,0.005154639,0.010309278,0.046391753,0,0,0,0,0.00257732,0.00257732,0,0.00257732,0,0,0,0.007731959,0,0,0,0.007731959,0,0.007731959,0.239690722,0,0.518041237,0,0,0.074742268,0.007731959,0,0.00257732,0,0,0.007731959,0,0.010309278,0.018041237,0,0,0,0,0.028350515,0
1195,9432,0,0,0.01038961,0.025974026,0.005194805,0.007792208,0,0,0,0.002597403,0.005194805,0,0,0.005194805,0.002597403,0,0.002597403,0,0,0,0.007792208,0.007792208,0,0.122077922,0,0.683116883,0.005194805,0.002597403,0.031168831,0,0,0.012987013,0,0.002597403,0.01038961,0,0.012987013,0.012987013,0,0,0,0,0.020779221,0
1199,9462,0,0,0.003039514,0.012158055,0.042553191,0,0,0,0,0,0.003039514,0.003039514,0.003039514,0.003039514,0,0,0.021276596,0,0,0,0.015197568,0,0.021276596,0.270516717,0,0.440729483,0,0,0.063829787,0.012158055,0,0.003039514,0,0,0.003039514,0,0.012158055,0.021276596,0,0,0,0,0.045592705,0
1205,9508,0,0,0,0,0.040123457,0,0,0,0,0,0.00308642,0.00308642,0,0,0.00308642,0,0.018518519,0,0,0,0.00617284,0,0.018518519,0.358024691,0,0.462962963,0,0,0.058641975,0,0,0,0,0,0,0,0,0.018518519,0,0,0,0,0.009259259,0
1209,9538,0,0.003154574,0,0,0.003154574,0,0,0,0,0.006309148,0.003154574,0,0,0,0,0,0.003154574,0,0,0,0,0,0.006309148,0.365930599,0,0.495268139,0,0.003154574,0.012618297,0,0,0.006309148,0,0,0.009463722,0,0.003154574,0.03785489,0,0,0,0,0.041009464,0
1215,9584,0,0,0.00862069,0.005747126,0.048850575,0,0,0,0,0,0.005747126,0,0,0.002873563,0,0,0.011494253,0,0,0,0.002873563,0,0.011494253,0.293103448,0,0.462643678,0,0.002873563,0.097701149,0.002873563,0,0,0,0,0.005747126,0,0.00862069,0.005747126,0,0,0,0,0.022988506,0
1219,9614,0,0.006153846,0.012307692,0.015384615,0.027692308,0,0,0,0,0.012307692,0.018461538,0,0,0,0,0,0.006153846,0,0,0,0,0,0,0.292307692,0,0.464615385,0,0.003076923,0.012307692,0.003076923,0,0.009230769,0,0,0.006153846,0,0.015384615,0.012307692,0,0,0,0,0.083076923,0
1225,9660,0,0.003067485,0,0.006134969,0.039877301,0,0,0,0,0,0.003067485,0,0.015337423,0,0,0,0.009202454,0,0,0,0,0.003067485,0.003067485,0.303680982,0,0.496932515,0,0,0.030674847,0.006134969,0,0,0,0,0.015337423,0,0.012269939,0.003067485,0,0,0,0,0.049079755,0
1229,9690,0,0,0,0,0.048387097,0,0,0,0,0.012903226,0.012903226,0,0,0,0,0.009677419,0.012903226,0,0,0,0,0.003225806,0.003225806,0.348387097,0,0.45483871,0,0,0.012903226,0,0,0.016129032,0,0,0.006451613,0,0.006451613,0.022580645,0,0,0,0,0.029032258,0
1235,9735,0,0.003267974,0.003267974,0.009803922,0.019607843,0,0,0,0,0.003267974,0.003267974,0,0.003267974,0,0,0,0.006535948,0,0,0,0,0.003267974,0.006535948,0.258169935,0,0.532679739,0,0,0.045751634,0,0,0.009803922,0,0,0.006535948,0,0.022875817,0.013071895,0,0,0,0,0.049019608,0
1239,9766,0,0,0.00990099,0.01320132,0.03630363,0,0,0,0,0.00990099,0.00990099,0,0,0.00660066,0,0.00660066,0.00990099,0,0,0,0,0,0.00330033,0.283828383,0,0.544554455,0,0,0.00990099,0.00330033,0,0.00330033,0,0,0.00330033,0,0.01320132,0.01980198,0,0,0,0,0.01320132,0
1245,9811,0,0,0.003322259,0.003322259,0.03986711,0,0,0,0,0,0.003322259,0,0.006644518,0,0,0.003322259,0.016611296,0.003322259,0,0,0,0,0.006644518,0.282392027,0,0.465116279,0,0,0.07641196,0.009966777,0,0.006644518,0,0,0,0,0.006644518,0.013289037,0,0,0,0,0.053156146,0
1249,9841,0,0,0.009036145,0,0.045180723,0,0,0,0,0,0.003012048,0,0,0,0,0.003012048,0.009036145,0,0,0,0,0.003012048,0.012048193,0.412650602,0,0.436746988,0,0,0.027108434,0,0,0.003012048,0,0,0.006024096,0,0,0.012048193,0,0,0,0,0.018072289,0
1255,NA,0,0.003205128,0,0.009615385,0.041666667,0,0,0,0,0.006410256,0,0,0.003205128,0.003205128,0,0,0.016025641,0,0,0,0.003205128,0.003205128,0.003205128,0.208333333,0,0.580128205,0,0,0.019230769,0.003205128,0,0.009615385,0,0,0.006410256,0,0.009615385,0.009615385,0,0,0,0,0.060897436,0
1269,NA,0,0,0.021671827,0.021671827,0.030959752,0.003095975,0,0,0,0,0.00619195,0,0.003095975,0.009287926,0,0,0.009287926,0,0,0,0,0,0.015479876,0.120743034,0,0.588235294,0,0,0.052631579,0.012383901,0,0.003095975,0,0,0.027863777,0,0.00619195,0.009287926,0,0,0,0,0.058823529,0
1274,NA,0,0,0.012383901,0.012383901,0.021671827,0,0,0,0,0.00619195,0.003095975,0,0,0.00619195,0.00619195,0,0.003095975,0,0.003095975,0,0.003095975,0.003095975,0.00619195,0.173374613,0,0.578947368,0.00619195,0.003095975,0.043343653,0.003095975,0,0.018575851,0,0,0.012383901,0,0.003095975,0.015479876,0,0,0,0,0.055727554,0
1279,NA,0,0.003257329,0.006514658,0.006514658,0.029315961,0,0,0,0,0.006514658,0.003257329,0,0,0.003257329,0,0,0.009771987,0,0,0,0,0.003257329,0.003257329,0.247557003,0,0.527687296,0,0,0.035830619,0.006514658,0,0.013029316,0,0,0.006514658,0,0.009771987,0.026058632,0,0,0,0,0.052117264,0
1289,NA,0,0.003154574,0.015772871,0.003154574,0.025236593,0,0,0,0,0.009463722,0.012618297,0,0,0,0,0,0.006309148,0,0,0,0.003154574,0.003154574,0.015772871,0.220820189,0,0.542586751,0,0,0.015772871,0,0,0.009463722,0,0,0.015772871,0,0.012618297,0.034700315,0,0,0,0,0.050473186,0
1299,NA,0,0,0,0,0.035947712,0,0,0,0,0.013071895,0.019607843,0,0,0,0,0,0.006535948,0,0,0,0,0.009803922,0.003267974,0.264705882,0,0.539215686,0,0,0.032679739,0,0,0,0,0,0,0,0,0.029411765,0,0,0,0,0.045751634,0
1309,NA,0,0,0.003246753,0.016233766,0.016233766,0,0,0,0,0.003246753,0.006493506,0,0,0,0,0,0.006493506,0,0,0,0,0,0,0.149350649,0,0.636363636,0,0,0.025974026,0.006493506,0,0.012987013,0,0,0.006493506,0,0.012987013,0.045454545,0,0,0,0,0.051948052,0
