"sample.depths","sample.ages","Abies","Acer.rubrum","Acer.undiff.","Alnus","Betula","Carya","Castanea","Cornus","Corylus","Ericaceae","Fagus","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Ilex.Nemopanthus","Juniperus.Thuja","Larix","Ostrya.Carpinus","Picea","Pinus.banksiana.P..resinosa","Pinus.strobus","Pinus.subg..Pinus.undiff.","Pinus.subg..Strobus.undiff.","Pinus.undiff.","Populus","Quercus","Rhamnus","Salix","Tilia","Tsuga","Ulmus","Viburnum","Ambrosia","Apiaceae","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Brassicaceae","Cannabaceae","Chenopodiaceae","Cyperaceae","Epilobium","Eupatorium.type","Hypericum.type","Poaceae","Rosaceae","Rumex","Saxifraga.type"
28,2138,0.00593471810089021,0.0029673590504451,0,0.115727002967359,0.270029673590504,0.0029673590504451,0,0,0.00593471810089021,0.0029673590504451,0.0356083086053412,0.0118694362017804,0,0,0.0029673590504451,0,0.0919881305637982,0.103857566765579,0.0415430267062315,0.0148367952522255,0.0712166172106825,0.0237388724035608,0.0385756676557863,0,0.0356083086053412,0,0,0.00890207715133531,0.056379821958457,0,0.0029673590504451,0,0,0.00890207715133531,0,0,0,0,0.0267062314540059,0,0.00593471810089021,0,0.00593471810089021,0.00593471810089021,0,0
29,2216,0,0,0.0119904076738609,0.0383693045563549,0.342925659472422,0.00239808153477218,0,0,0.0143884892086331,0,0.00959232613908873,0.00239808153477218,0,0.00239808153477218,0.00239808153477218,0.00479616306954436,0.0335731414868106,0.129496402877698,0.0191846522781775,0.0335731414868106,0.0599520383693046,0.100719424460432,0.11031175059952,0,0.0119904076738609,0,0,0,0.0335731414868106,0,0,0,0,0.00719424460431655,0,0,0,0,0.0191846522781775,0,0,0.00239808153477218,0.00719424460431655,0,0,0
30,2294,0.00318471337579618,0,0.0111464968152866,0.00636942675159236,0.243630573248408,0,0.00318471337579618,0,0,0.00159235668789809,0.0286624203821656,0.0111464968152866,0.00159235668789809,0.00159235668789809,0.0111464968152866,0.00159235668789809,0.017515923566879,0.106687898089172,0.0429936305732484,0.0207006369426752,0.159235668789809,0.0764331210191083,0.171974522292994,0.00159235668789809,0.0127388535031847,0,0.00477707006369427,0.00159235668789809,0.036624203821656,0.00318471337579618,0.00477707006369427,0.00159235668789809,0,0,0,0,0,0,0.00318471337579618,0,0.00796178343949045,0,0.00159235668789809,0,0,0
31,2372,0,0,0.00898203592814371,0.0538922155688623,0.398203592814371,0,0,0,0.062874251497006,0.0179640718562874,0.0209580838323353,0.029940119760479,0,0.0119760479041916,0.00598802395209581,0,0.0029940119760479,0.11377245508982,0.0149700598802395,0.00898203592814371,0.0598802395209581,0.0359281437125748,0.0718562874251497,0,0,0,0,0,0.0179640718562874,0,0.0239520958083832,0,0,0.0209580838323353,0,0,0,0,0.0029940119760479,0,0,0,0,0.0149700598802395,0,0
32,2450,0,0,0.00579710144927536,0,0.492753623188406,0,0,0,0.0376811594202899,0.00579710144927536,0.00289855072463768,0.0231884057971014,0,0.0173913043478261,0,0,0.00869565217391304,0.104347826086957,0.00579710144927536,0.0144927536231884,0.0376811594202899,0.0753623188405797,0.0898550724637681,0,0.00579710144927536,0,0.00579710144927536,0,0.0144927536231884,0,0.00289855072463768,0.00289855072463768,0,0.0347826086956522,0,0,0,0,0.00579710144927536,0,0,0,0,0.00579710144927536,0,0
33,2528,0.00235849056603774,0,0.00471698113207547,0.0165094339622642,0.398584905660377,0,0,0,0.0212264150943396,0.0188679245283019,0.00235849056603774,0.0235849056603774,0,0.0188679245283019,0,0.00235849056603774,0,0.150943396226415,0.00943396226415094,0.00943396226415094,0.070754716981132,0.070754716981132,0.120283018867925,0,0.00943396226415094,0,0,0,0.0306603773584906,0,0.00471698113207547,0,0,0.0070754716981132,0,0,0,0,0.00235849056603774,0,0,0,0,0.00471698113207547,0,0
34,2646,0.00432900432900433,0,0.00432900432900433,0.0216450216450216,0.432900432900433,0,0.00216450216450216,0.00432900432900433,0.0324675324675325,0.0173160173160173,0.00865800865800866,0.0367965367965368,0,0.0064935064935065,0,0,0.0064935064935065,0.164502164502165,0.012987012987013,0.00865800865800866,0.0541125541125541,0.0367965367965368,0.0692640692640693,0,0.0064935064935065,0,0.00216450216450216,0,0.0346320346320346,0.00216450216450216,0.0108225108225108,0,0,0.0064935064935065,0,0,0,0,0,0,0,0,0.00216450216450216,0.0108225108225108,0,0
35,2885,0.00676818950930626,0,0.011844331641286,0.0203045685279188,0.223350253807107,0,0.00169204737732657,0,0.0101522842639594,0.0101522842639594,0.0338409475465313,0.00169204737732657,0,0,0.0406091370558376,0.00169204737732657,0.0321489001692047,0.104906937394247,0.050761421319797,0.0456852791878173,0.0947546531302876,0.0812182741116751,0.077834179357022,0,0.0423011844331641,0.00338409475465313,0,0,0.0524534686971235,0.00676818950930626,0,0.00169204737732657,0,0.00676818950930626,0.00169204737732657,0,0.00169204737732657,0,0.0203045685279188,0,0,0,0.0135363790186125,0,0,0
36,3124,0.00578034682080925,0,0.00867052023121387,0.00578034682080925,0.361271676300578,0,0,0.00289017341040462,0.0346820809248555,0.0115606936416185,0.00289017341040462,0.0578034682080925,0,0.0115606936416185,0,0,0.0173410404624277,0.130057803468208,0,0.0346820809248555,0,0.132947976878613,0.0982658959537572,0,0.00578034682080925,0,0,0,0.0404624277456647,0,0.0115606936416185,0.00289017341040462,0,0.0115606936416185,0,0,0,0,0.00289017341040462,0,0,0,0,0.00867052023121387,0,0
37,3364,0,0,0.0078125,0.0260416666666667,0.403645833333333,0,0,0,0.015625,0.00520833333333333,0.0078125,0.0234375,0,0.0104166666666667,0,0.00260416666666667,0.046875,0.130208333333333,0.0104166666666667,0.015625,0.0494791666666667,0.078125,0.1015625,0,0.00260416666666667,0,0,0,0.0234375,0,0.00260416666666667,0.00260416666666667,0,0.0286458333333333,0,0,0,0,0.00520833333333333,0,0,0,0,0,0,0
38,3603,0,0,0.0134615384615385,0.0115384615384615,0.517307692307692,0,0,0,0.0365384615384615,0.0115384615384615,0.00192307692307692,0.0326923076923077,0,0.025,0,0,0.00384615384615385,0.123076923076923,0.00384615384615385,0.00192307692307692,0.0576923076923077,0.0288461538461538,0.0807692307692308,0,0.00769230769230769,0,0.00192307692307692,0,0.0173076923076923,0.00192307692307692,0,0.00192307692307692,0,0.00961538461538462,0,0,0,0,0.00384615384615385,0,0,0,0.00384615384615385,0.00192307692307692,0,0
39,3842,0.00485436893203883,0,0.0266990291262136,0.0194174757281553,0.434466019417476,0,0,0,0.0703883495145631,0.00485436893203883,0.0169902912621359,0.0631067961165049,0,0.0169902912621359,0.00485436893203883,0,0.00728155339805825,0.111650485436893,0.00728155339805825,0.00728155339805825,0.0412621359223301,0.0412621359223301,0.0679611650485437,0,0.0121359223300971,0,0,0.00242718446601942,0.0218446601941748,0.00242718446601942,0.00242718446601942,0,0,0.00728155339805825,0,0,0,0,0,0,0,0,0.00242718446601942,0.00242718446601942,0,0
40,4081,0.00737327188940092,0.0129032258064516,0,0.00829493087557604,0.172350230414747,0,0.00184331797235023,0.000921658986175115,0.00737327188940092,0.00184331797235023,0.0165898617511521,0.00368663594470046,0,0.00184331797235023,0,0,0.056221198156682,0.0626728110599078,0.0497695852534562,0.047926267281106,0.152995391705069,0.145622119815668,0.2,0,0.032258064516129,0.00184331797235023,0,0.000921658986175115,0.00276497695852535,0,0.00368663594470046,0,0,0.00184331797235023,0,0,0,0,0.000921658986175115,0,0,0,0.00276497695852535,0.00276497695852535,0,0
41,4320,0.00421052631578947,0,0.00842105263157895,0.0336842105263158,0.494736842105263,0,0,0,0.0610526315789474,0.00421052631578947,0.00631578947368421,0.136842105263158,0,0.0168421052631579,0,0,0.00421052631578947,0.0589473684210526,0.00631578947368421,0.00210526315789474,0.0421052631578947,0.0168421052631579,0.0505263157894737,0,0.00210526315789474,0,0,0,0.0210526315789474,0,0.00421052631578947,0.00421052631578947,0,0.0147368421052632,0,0,0,0,0,0,0,0,0.00421052631578947,0.00210526315789474,0,0
42,4559,0.00263852242744063,0,0.0105540897097625,0.0184696569920844,0.469656992084433,0,0,0.00263852242744063,0.0923482849604222,0.00263852242744063,0,0.118733509234828,0.00263852242744063,0.0158311345646438,0.00263852242744063,0,0.0079155672823219,0.0686015831134565,0.00527704485488127,0.00527704485488127,0.0369393139841689,0.0369393139841689,0.0606860158311346,0,0.00263852242744063,0,0.00527704485488127,0,0.0158311345646438,0,0,0,0,0.0105540897097625,0,0,0,0,0.00263852242744063,0,0,0,0,0.00263852242744063,0,0
43,4799,0.00265957446808511,0,0.0106382978723404,0.0159574468085106,0.375,0,0,0,0,0.0106382978723404,0.00531914893617021,0.0345744680851064,0,0.0159574468085106,0,0.00265957446808511,0.0585106382978723,0.106382978723404,0.00531914893617021,0.0159574468085106,0.0425531914893617,0.117021276595745,0.143617021276596,0,0.00265957446808511,0,0,0.00265957446808511,0.0159574468085106,0,0.00531914893617021,0,0,0.00265957446808511,0,0,0,0,0.00265957446808511,0,0,0,0.00265957446808511,0.00265957446808511,0,0
44,5038,0,0,0.0118203309692671,0.0283687943262411,0.460992907801418,0,0,0,0.066193853427896,0.00709219858156028,0.00472813238770686,0.08274231678487,0,0.0212765957446809,0,0,0.00236406619385343,0.108747044917258,0.00472813238770686,0,0.0756501182033097,0,0.0709219858156028,0,0,0,0.00709219858156028,0,0.0260047281323877,0,0.00472813238770686,0,0,0.0141843971631206,0,0,0,0,0,0,0,0,0.00236406619385343,0,0,0
45,NA,0,0,0.0151898734177215,0.0354430379746835,0.387341772151899,0,0,0,0.00253164556962025,0.00506329113924051,0,0.0886075949367089,0,0.00759493670886076,0.00759493670886076,0,0.0658227848101266,0.10379746835443,0.00506329113924051,0.00253164556962025,0.0810126582278481,0.0405063291139241,0.111392405063291,0.00759493670886076,0.00759493670886076,0,0,0,0.0126582278481013,0,0.00253164556962025,0,0,0.00253164556962025,0,0,0,0,0.00506329113924051,0,0,0,0.00253164556962025,0,0,0
