"sample.depths","sample.ages","Abies","Acer.saccharum.type","Acer.rubrum","Alnus.viridis.type","Alnus.undiff.","Ambrosia.type","Artemisia","Betula","Amaranthaceae.undiff.","Cupressaceae","Cyperaceae","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Quercus","Rumex","Tsuga","Ulmus","Fraxinus","Pinus","Rosaceae","Larix","Platanus","Juglans","Myrica","Populus","Carya","Herbs.undiff.","Salix","Acer.undiff.","Sarcobatus.vermiculatus","Corylus","Ericaceae","Shrubs.undiff.","Tilia","Acer.saccharinum.type","Taxus","Morus","Trees.undiff."
225,1706,0.00349040139616056,0.0261780104712042,0,0.0139616055846422,0.00698080279232112,0.00523560209424084,0.00523560209424084,0.263525305410122,0.00174520069808028,0.012216404886562,0.0104712041884817,0.00174520069808028,0.0087260034904014,0.0418848167539267,0.242582897033159,0.0261780104712042,0,0.0279232111692845,0.0087260034904014,0.00174520069808028,0.282722513089005,0,0,0,0.00174520069808028,0.00174520069808028,0.00174520069808028,0.00174520069808028,0,0,0,0,0,0,0,0,0.00174520069808028,0,0,0
250,1949,0.00170357751277683,0.0187393526405451,0,0.0221465076660988,0.00511073253833049,0.00681431005110733,0.00340715502555366,0.287904599659284,0.00170357751277683,0.0153321976149915,0.010221465076661,0.00681431005110733,0.0119250425894378,0.0374787052810903,0.233390119250426,0.0289608177172061,0,0.0187393526405451,0.00170357751277683,0.00681431005110733,0.269165247018739,0.00340715502555366,0.00340715502555366,0.00170357751277683,0,0.00170357751277683,0,0.00170357751277683,0,0,0,0,0,0,0,0,0,0,0,0
275,2205,0.00657894736842105,0.0213815789473684,0.00164473684210526,0.0230263157894737,0.00493421052631579,0.00328947368421053,0.00164473684210526,0.205592105263158,0.00164473684210526,0.0115131578947368,0.00164473684210526,0.00986842105263158,0.0164473684210526,0.0296052631578947,0.273026315789474,0.0411184210526316,0,0.0230263157894737,0.00493421052631579,0.00493421052631579,0.300986842105263,0,0.00164473684210526,0,0,0,0.00328947368421053,0.00164473684210526,0,0,0.00328947368421053,0,0,0.00164473684210526,0,0,0,0.00164473684210526,0,0
300,2474,0.00505050505050505,0.0101010101010101,0.00168350168350168,0.0202020202020202,0.00168350168350168,0.00168350168350168,0.00505050505050505,0.21043771043771,0,0.0151515151515152,0.0151515151515152,0,0.0235690235690236,0.0134680134680135,0.292929292929293,0.031986531986532,0,0.031986531986532,0.00336700336700337,0.00336700336700337,0.304713804713805,0,0,0.00336700336700337,0,0.00168350168350168,0.00168350168350168,0,0,0,0.00168350168350168,0,0,0,0,0,0,0,0,0
325,2756,0.00889679715302491,0.0106761565836299,0,0.0213523131672598,0.00355871886120996,0,0.00533807829181495,0.261565836298932,0.00177935943060498,0.0142348754448399,0.00889679715302491,0.0106761565836299,0.00533807829181495,0.0160142348754448,0.268683274021352,0.0373665480427046,0,0.0142348754448399,0.00533807829181495,0.00533807829181495,0.282918149466192,0,0.00177935943060498,0,0,0,0.00355871886120996,0,0,0.00177935943060498,0,0,0.00533807829181495,0,0,0.00177935943060498,0,0.00355871886120996,0,0
350,3051,0.00803858520900321,0.00964630225080386,0,0.0112540192926045,0.00803858520900321,0,0.00803858520900321,0.221864951768489,0.00482315112540193,0.00643086816720257,0.00803858520900321,0.00643086816720257,0.00482315112540193,0.022508038585209,0.290996784565916,0.0241157556270096,0,0.0192926045016077,0.00964630225080386,0.00803858520900321,0.313504823151125,0,0.00160771704180064,0.00160771704180064,0,0.00160771704180064,0.00482315112540193,0,0,0,0,0,0,0,0,0.00482315112540193,0,0,0,0
375,3359,0.00775193798449612,0.0213178294573643,0,0.0271317829457364,0.00775193798449612,0.00193798449612403,0.00581395348837209,0.153100775193798,0.00387596899224806,0.0213178294573643,0.0116279069767442,0.0213178294573643,0,0.0251937984496124,0.302325581395349,0.0271317829457364,0,0.00775193798449612,0.00968992248062015,0.00387596899224806,0.325581395348837,0,0.00193798449612403,0,0,0.00193798449612403,0.00387596899224806,0.00193798449612403,0,0.00387596899224806,0,0,0,0,0,0.00193798449612403,0,0,0,0
400,3680,0.00132450331125828,0.0132450331125828,0.00264900662251656,0.0145695364238411,0.00132450331125828,0.00397350993377483,0.00264900662251656,0.120529801324503,0,0.0105960264900662,0.00529801324503311,0.0105960264900662,0.00397350993377483,0.0291390728476821,0.332450331125828,0.0463576158940397,0,0.00927152317880795,0.00927152317880795,0.00794701986754967,0.36158940397351,0,0.00397350993377483,0,0,0.00132450331125828,0.00132450331125828,0.00132450331125828,0,0.00132450331125828,0,0.00264900662251656,0,0,0.00132450331125828,0,0,0,0,0
425,4013,0.00638977635782748,0.0207667731629393,0.00159744408945687,0.0143769968051118,0.00798722044728434,0.00319488817891374,0.00479233226837061,0.111821086261981,0.00159744408945687,0.0335463258785942,0.00798722044728434,0.0159744408945687,0.00319488817891374,0.0303514376996805,0.289137380191693,0.0798722044728434,0,0.012779552715655,0.0175718849840256,0.00159744408945687,0.317891373801917,0,0,0.00319488817891374,0,0.00159744408945687,0.0111821086261981,0.00159744408945687,0,0,0,0,0,0,0,0,0,0,0,0
450,4360,0.00443131462333826,0.0265878877400295,0.00443131462333826,0.0132939438700148,0.00738552437223043,0.0118168389955687,0.00443131462333826,0.0812407680945347,0.00147710487444609,0.0206794682422452,0.00886262924667651,0.00590841949778434,0.00147710487444609,0.0413589364844904,0.327917282127031,0.0384047267355982,0,0.00443131462333826,0.0132939438700148,0.00590841949778434,0.367799113737075,0,0,0,0,0,0.00295420974889217,0,0.00147710487444609,0,0,0,0,0,0,0.00147710487444609,0.00295420974889217,0,0,0
475,4720,0.00130208333333333,0.0234375,0.00520833333333333,0.0104166666666667,0.00651041666666667,0.00130208333333333,0.0104166666666667,0.09375,0.00520833333333333,0.0169270833333333,0.00651041666666667,0.0208333333333333,0.00651041666666667,0.0520833333333333,0.307291666666667,0.0364583333333333,0,0.00520833333333333,0.00520833333333333,0.0130208333333333,0.358072916666667,0,0.00130208333333333,0,0,0,0.0104166666666667,0,0.00130208333333333,0,0,0,0,0,0,0.00130208333333333,0,0,0,0
500,5093,0.00162866449511401,0.0195439739413681,0.00162866449511401,0.0179153094462541,0.00814332247557003,0.00162866449511401,0.011400651465798,0.0684039087947883,0.00814332247557003,0.0130293159609121,0.00651465798045603,0.0130293159609121,0.011400651465798,0.0602605863192182,0.273615635179153,0.0456026058631922,0,0.0700325732899023,0.0162866449511401,0.00488599348534202,0.332247557003257,0,0.00325732899022801,0,0,0.00488599348534202,0.00162866449511401,0.00162866449511401,0,0,0,0,0.00162866449511401,0,0,0.00162866449511401,0,0,0,0
525,5479,0.00136054421768707,0.00952380952380952,0,0.017687074829932,0.00680272108843537,0.00272108843537415,0.00136054421768707,0.0639455782312925,0,0.0054421768707483,0.00136054421768707,0.0163265306122449,0.00136054421768707,0.0571428571428571,0.333333333333333,0.0408163265306122,0,0.0231292517006803,0.00272108843537415,0.0108843537414966,0.39047619047619,0.00136054421768707,0,0.00136054421768707,0.00136054421768707,0,0.00272108843537415,0,0.00136054421768707,0.00272108843537415,0,0,0,0,0,0.00136054421768707,0,0,0.00136054421768707,0
550,5877,0.00416088765603329,0.00832177531206657,0.00277392510402219,0.00693481276005548,0.00416088765603329,0,0.00416088765603329,0.0776699029126214,0.0013869625520111,0.00416088765603329,0.00277392510402219,0.0263522884882108,0.00416088765603329,0.0416088765603329,0.345353675450763,0.0388349514563107,0,0.013869625520111,0.013869625520111,0.00693481276005548,0.385575589459085,0.0013869625520111,0.0013869625520111,0,0,0.0013869625520111,0,0,0.0013869625520111,0,0,0,0,0,0,0.0013869625520111,0,0,0,0
575,6289,0,0.0109739368998628,0.00137174211248285,0.0123456790123457,0.00548696844993141,0.00137174211248285,0.00685871056241427,0.0521262002743484,0.00548696844993141,0.00823045267489712,0.00274348422496571,0.0315500685871056,0,0.0589849108367627,0.329218106995885,0.0480109739368999,0,0.00137174211248285,0.0233196159122085,0.00685871056241427,0.386831275720165,0,0,0,0,0,0.00411522633744856,0,0,0,0,0,0,0,0.00137174211248285,0,0,0.00137174211248285,0,0
600,6714,0.00302114803625378,0.00755287009063444,0,0.0226586102719033,0.0166163141993958,0.00453172205438067,0.00453172205438067,0.0755287009063444,0.00302114803625378,0.00604229607250755,0.0120845921450151,0.0287009063444109,0,0.0800604229607251,0.329305135951662,0.0362537764350453,0,0,0.0151057401812689,0.00151057401812689,0.335347432024169,0,0,0.00151057401812689,0,0.00302114803625378,0.00755287009063444,0.00151057401812689,0,0.00151057401812689,0.00151057401812689,0,0,0.00151057401812689,0,0,0,0,0,0
625,7152,0.00264900662251656,0.00662251655629139,0.00397350993377483,0.00927152317880795,0.00662251655629139,0.00132450331125828,0,0.0529801324503311,0.00529801324503311,0.00529801324503311,0.00264900662251656,0.00662251655629139,0.00397350993377483,0.080794701986755,0.366887417218543,0.0357615894039735,0,0,0.0119205298013245,0.00927152317880795,0.380132450331126,0,0,0,0,0,0.00264900662251656,0.00132450331125828,0.00132450331125828,0,0,0,0.00132450331125828,0,0,0.00132450331125828,0,0,0,0
650,7603,0.00224971878515186,0.00224971878515186,0.00224971878515186,0.00224971878515186,0.00224971878515186,0.00449943757030371,0.00224971878515186,0.0337457817772778,0.00449943757030371,0,0.00224971878515186,0.015748031496063,0,0.0742407199100112,0.366704161979753,0.0146231721034871,0,0,0.0146231721034871,0.00674915635545557,0.440944881889764,0,0,0,0.00112485939257593,0,0.00112485939257593,0.00224971878515186,0,0.00112485939257593,0,0,0.00112485939257593,0,0,0,0,0.00112485939257593,0,0
675,8066,0.00225733634311512,0.00338600451467269,0,0.0112866817155756,0.00564334085778781,0.0090293453724605,0.00338600451467269,0.0428893905191874,0.00790067720090293,0.00112866817155756,0.00338600451467269,0.0112866817155756,0.00564334085778781,0.0835214446952596,0.373589164785553,0.00790067720090293,0,0,0.0101580135440181,0.00790067720090293,0.398419864559819,0,0,0.00112866817155756,0.00112866817155756,0.00225733634311512,0.00564334085778781,0,0,0,0,0,0,0,0,0,0,0.00112866817155756,0,0
700,8543,0.0062111801242236,0,0,0.0144927536231884,0.0082815734989648,0.0082815734989648,0.0062111801242236,0.124223602484472,0.0041407867494824,0.0124223602484472,0.0082815734989648,0.010351966873706,0.0082815734989648,0.0186335403726708,0.140786749482402,0.0124223602484472,0,0,0.0124223602484472,0.0082815734989648,0.571428571428571,0.0020703933747412,0,0,0,0.0041407867494824,0.0124223602484472,0,0.0020703933747412,0.0020703933747412,0,0.0020703933747412,0,0,0,0,0,0,0,0
725,9033,0.0106571936056838,0.00177619893428064,0,0.0142095914742451,0.024866785079929,0.00355239786856128,0.00532859680284192,0.131438721136767,0.00355239786856128,0.00355239786856128,0.00710479573712256,0.00532859680284192,0.0337477797513321,0.0870337477797513,0.175843694493783,0.0159857904085258,0,0,0.0142095914742451,0.0088809946714032,0.438721136767318,0,0.00532859680284192,0,0,0.00177619893428064,0.00355239786856128,0.00177619893428064,0,0,0,0,0,0,0,0,0,0,0.00177619893428064,0
750,9536,0.0167464114832536,0.00478468899521531,0,0.0191387559808612,0.0119617224880383,0.0167464114832536,0.00717703349282297,0.0980861244019139,0.00239234449760766,0.0167464114832536,0.0119617224880383,0.00717703349282297,0.0717703349282297,0.0311004784688995,0.0430622009569378,0.0430622009569378,0,0,0.00956937799043062,0.00239234449760766,0.550239234449761,0,0.00239234449760766,0,0.00717703349282297,0.0143540669856459,0.00478468899521531,0,0,0.00478468899521531,0,0,0.00239234449760766,0,0,0,0,0,0,0
775,10051,0.00581395348837209,0.00193798449612403,0,0.0155038759689922,0,0.0155038759689922,0.00968992248062015,0.0755813953488372,0.00775193798449612,0,0.0155038759689922,0.0135658914728682,0.0523255813953488,0.184108527131783,0.0213178294573643,0.00968992248062015,0,0,0.0174418604651163,0.00581395348837209,0.494186046511628,0,0.00775193798449612,0.00193798449612403,0,0.0271317829457364,0.0116279069767442,0.00193798449612403,0,0.00193798449612403,0,0,0.00193798449612403,0,0,0,0,0,0,0
800,10580,0.00675675675675676,0.00675675675675676,0,0.00225225225225225,0,0.0135135135135135,0.018018018018018,0.0653153153153153,0.00225225225225225,0.00675675675675676,0.0045045045045045,0.0112612612612613,0.0698198198198198,0.0653153153153153,0.0427927927927928,0.0247747747747748,0,0,0.0472972972972973,0.009009009009009,0.556306306306306,0.00225225225225225,0.0112612612612613,0,0,0.0135135135135135,0.0135135135135135,0.0045045045045045,0,0.00225225225225225,0,0,0,0,0,0,0,0,0,0
830,11232,0.0107991360691145,0,0,0.00215982721382289,0.00215982721382289,0.00431965442764579,0.019438444924406,0.060475161987041,0.00431965442764579,0.00431965442764579,0.0151187904967603,0.0129589632829374,0.0712742980561555,0.0539956803455724,0.0475161987041037,0.0323974082073434,0,0,0.0367170626349892,0.00647948164146868,0.529157667386609,0,0.0172786177105832,0.00215982721382289,0,0.0367170626349892,0.0129589632829374,0.00431965442764579,0,0.00863930885529158,0,0.00215982721382289,0,0,0,0.00215982721382289,0,0,0,0
855,NA,0.0182232346241458,0.00227790432801822,0,0.00227790432801822,0.00227790432801822,0.0113895216400911,0.0182232346241458,0.0728929384965831,0.00455580865603645,0.0159453302961276,0.0159453302961276,0.00911161731207289,0.148063781321185,0.152619589977221,0,0.0501138952164009,0,0,0.0318906605922551,0.0113895216400911,0.380410022779043,0,0.0159453302961276,0,0,0,0.0227790432801822,0.00455580865603645,0.00227790432801822,0.00683371298405467,0,0,0,0,0,0,0,0,0,0
860,NA,0.0128205128205128,0.00549450549450549,0,0,0.00183150183150183,0.0128205128205128,0.0311355311355311,0.043956043956044,0.00549450549450549,0.00915750915750916,0.0201465201465201,0.0146520146520147,0.164835164835165,0.137362637362637,0.00732600732600733,0.0567765567765568,0,0,0.0531135531135531,0.0164835164835165,0.327838827838828,0,0.0146520146520147,0,0.00183150183150183,0,0.0384615384615385,0.00183150183150183,0.00366300366300366,0.0146520146520147,0,0,0,0,0,0.00183150183150183,0,0,0,0.00183150183150183
