"sample.depths","sample.ages","Abies","Acer","Alnus","Betula","Carya","Celtis","Corylus","Fagus","Fraxinus","Juglans","Juniperus","Larix","Myrica","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Platanus","Populus","Quercus","Salix","Tilia","Tsuga","Ulmus","Ambrosia","Artemisia","Asteraceae.undiff.","Chenopodium","Cyperaceae","Poaceae","Rubus","Castanea","Planera.aquatica","Mitella","Geranium","Urtica","Rhamnus","Brassicaceae","Plantago","Menispermaceae","Polygonum","Eupatorium","Thalictrum","Oxalis","Aquifoliaceae","Epilobium","Stellaria","Nyssa","Cornus"
556,4885,0,0.0119047619047619,0.00793650793650794,0.0238095238095238,0,0,0,0.00396825396825397,0.0238095238095238,0,0,0.0119047619047619,0,0.00793650793650794,0,0.107142857142857,0.111111111111111,0,0.00396825396825397,0.357142857142857,0,0,0,0.0158730158730159,0.0357142857142857,0.0277777777777778,0.0873015873015873,0.00396825396825397,0.0674603174603175,0.0912698412698413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,5064,0,0,0.0176056338028169,0.0105633802816901,0.0105633802816901,0,0,0.0140845070422535,0.028169014084507,0,0.0105633802816901,0,0,0.0211267605633803,0,0.183098591549296,0.133802816901408,0,0,0.394366197183099,0.00704225352112676,0,0,0.0492957746478873,0.0211267605633803,0.0211267605633803,0.0176056338028169,0.0140845070422535,0.0176056338028169,0.0176056338028169,0.0105633802816901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,5248,0,0.0172910662824208,0.00288184438040346,0.0201729106628242,0.00288184438040346,0,0.00576368876080692,0,0.0115273775216138,0,0.0172910662824208,0.00576368876080692,0,0.0115273775216138,0.00288184438040346,0.172910662824208,0.210374639769452,0,0,0.23342939481268,0,0,0,0.0201729106628242,0.031700288184438,0.0172910662824208,0.069164265129683,0.0172910662824208,0.0259365994236311,0.100864553314121,0,0,0,0.00288184438040346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,5418,0.0069204152249135,0.0069204152249135,0.00346020761245675,0.0069204152249135,0.0069204152249135,0,0,0.0242214532871972,0.0311418685121107,0.0103806228373702,0.013840830449827,0.013840830449827,0,0,0,0.124567474048443,0.0934256055363322,0,0.013840830449827,0.439446366782007,0.0069204152249135,0.00346020761245675,0.00346020761245675,0.0346020761245675,0.0311418685121107,0.0242214532871972,0.0346020761245675,0.0173010380622837,0.0103806228373702,0.0380622837370242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,5495,0,0.00290697674418605,0.0232558139534884,0.00581395348837209,0.00872093023255814,0,0.00290697674418605,0.0145348837209302,0.0174418604651163,0.00872093023255814,0.00581395348837209,0.00581395348837209,0,0.00581395348837209,0,0.261627906976744,0.159883720930233,0,0,0.319767441860465,0,0.00290697674418605,0.00290697674418605,0.0203488372093023,0.0290697674418605,0.00581395348837209,0.0261627906976744,0.00872093023255814,0.0174418604651163,0.0319767441860465,0,0.00581395348837209,0,0.00581395348837209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,5690,0,0.00318471337579618,0.00636942675159236,0.00636942675159236,0,0.00318471337579618,0,0.0127388535031847,0.0286624203821656,0.00955414012738853,0.00636942675159236,0,0,0.0127388535031847,0,0.213375796178344,0.133757961783439,0,0.00318471337579618,0.398089171974522,0,0,0,0.0159235668789809,0.0191082802547771,0.0254777070063694,0.0254777070063694,0.0191082802547771,0.0191082802547771,0.0254777070063694,0.00318471337579618,0.00636942675159236,0.00318471337579618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609,5890,0,0.0125523012552301,0.00836820083682008,0.0167364016736402,0.0167364016736402,0,0.00418410041841004,0.0167364016736402,0.0418410041841004,0.00836820083682008,0.0125523012552301,0.0251046025104603,0,0.0125523012552301,0,0.184100418410042,0.158995815899582,0,0.00418410041841004,0.330543933054393,0,0.00418410041841004,0,0.0125523012552301,0.0167364016736402,0.0292887029288703,0.0334728033472803,0.0125523012552301,0.0125523012552301,0.0251046025104603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
619,6095,0,0.00862068965517241,0.00862068965517241,0.00431034482758621,0.00862068965517241,0,0,0.0172413793103448,0.0560344827586207,0.00862068965517241,0.0258620689655172,0.0172413793103448,0,0.0172413793103448,0,0.137931034482759,0.137931034482759,0,0.00431034482758621,0.40948275862069,0,0,0.00431034482758621,0.0172413793103448,0.00431034482758621,0.00431034482758621,0.0172413793103448,0,0.0172413793103448,0.0689655172413793,0,0,0,0.00431034482758621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629,6305,0,0.0128755364806867,0.00858369098712446,0.00429184549356223,0,0,0.00429184549356223,0.00429184549356223,0.00858369098712446,0.00429184549356223,0,0.0128755364806867,0,0.0171673819742489,0.00429184549356223,0.231759656652361,0.201716738197425,0,0,0.283261802575107,0,0.00429184549356223,0.0171673819742489,0.0429184549356223,0.0214592274678112,0.0214592274678112,0.0214592274678112,0.00858369098712446,0.0171673819742489,0.0472103004291846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
639,6521,0,0.0118110236220472,0.0118110236220472,0.015748031496063,0.0078740157480315,0,0.0078740157480315,0.0078740157480315,0.0354330708661417,0.00393700787401575,0,0.00393700787401575,0,0.0118110236220472,0,0.192913385826772,0.161417322834646,0,0,0.389763779527559,0,0.00393700787401575,0,0.0236220472440945,0.0118110236220472,0.0275590551181102,0.031496062992126,0.00393700787401575,0.0078740157480315,0.0275590551181102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649,6741,0,0.0242214532871972,0.0103806228373702,0.0242214532871972,0.027681660899654,0.00346020761245675,0,0.0103806228373702,0.027681660899654,0,0,0,0,0.0173010380622837,0,0.176470588235294,0.145328719723183,0,0.0103806228373702,0.404844290657439,0.0103806228373702,0.00346020761245675,0.00346020761245675,0,0.0103806228373702,0.0069204152249135,0.0069204152249135,0.0103806228373702,0.0242214532871972,0.0380622837370242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00346020761245675,0,0
659,6968,0,0,0.0258620689655172,0.0172413793103448,0.00862068965517241,0,0,0,0.0387931034482759,0.00431034482758621,0.00431034482758621,0.021551724137931,0,0.00431034482758621,0,0.185344827586207,0.15948275862069,0,0.00862068965517241,0.288793103448276,0.0301724137931034,0,0,0.0258620689655172,0.0560344827586207,0.0301724137931034,0,0.0344827586206897,0.00862068965517241,0.0431034482758621,0,0,0,0.00431034482758621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
669,7199,0.0025974025974026,0.00779220779220779,0,0.0025974025974026,0.0181818181818182,0,0,0.0025974025974026,0.0337662337662338,0,0.012987012987013,0.0103896103896104,0,0.0311688311688312,0.0025974025974026,0.301298701298701,0.155844155844156,0,0.0025974025974026,0.280519480519481,0,0.00519480519480519,0,0.051948051948052,0.0181818181818182,0,0.0155844155844156,0.00519480519480519,0.0025974025974026,0.025974025974026,0,0.00779220779220779,0,0.0025974025974026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
676,7365,0,0.0209580838323353,0.0029940119760479,0.00898203592814371,0.00898203592814371,0,0.0029940119760479,0,0.0239520958083832,0.00598802395209581,0.0029940119760479,0.0179640718562874,0,0.0479041916167665,0,0.281437125748503,0.173652694610778,0,0.0029940119760479,0.230538922155689,0,0,0,0.0778443113772455,0.00598802395209581,0.00598802395209581,0.0209580838323353,0.0179640718562874,0.00598802395209581,0.0329341317365269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686,7606,0,0.012012012012012,0.018018018018018,0.009009009009009,0.009009009009009,0,0.009009009009009,0.006006006006006,0.033033033033033,0.006006006006006,0.003003003003003,0,0,0.024024024024024,0,0.165165165165165,0.156156156156156,0,0.015015015015015,0.342342342342342,0.003003003003003,0,0,0.123123123123123,0.009009009009009,0.006006006006006,0.006006006006006,0.009009009009009,0.006006006006006,0.015015015015015,0,0.006006006006006,0.006006006006006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003003003003003,0
696,7852,0,0.0144092219020173,0.00288184438040346,0,0.0201729106628242,0,0.00864553314121038,0.00864553314121038,0.00864553314121038,0.00864553314121038,0.00576368876080692,0.031700288184438,0,0.0489913544668588,0.00864553314121038,0.0778097982708934,0.221902017291066,0,0.00576368876080692,0.293948126801153,0.0144092219020173,0.0115273775216138,0.00576368876080692,0.112391930835735,0.0172910662824208,0.0115273775216138,0.00288184438040346,0.0115273775216138,0.00576368876080692,0.0345821325648415,0,0,0,0,0,0.00576368876080692,0,0,0,0,0,0,0,0,0,0,0,0,0
706,8105,0,0.0189274447949527,0.00315457413249211,0.00315457413249211,0.00946372239747634,0.00946372239747634,0.0126182965299685,0.00630914826498423,0.00946372239747634,0.00315457413249211,0.00315457413249211,0.00630914826498423,0,0.0315457413249211,0,0.246056782334385,0.201892744479495,0,0.00630914826498423,0.230283911671924,0,0,0,0.0977917981072555,0.0252365930599369,0.00946372239747634,0.00630914826498423,0.0157728706624606,0.0157728706624606,0.0220820189274448,0,0.00315457413249211,0.00315457413249211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716,8363,0,0.0236363636363636,0.00727272727272727,0.00363636363636364,0.0381818181818182,0,0.00363636363636364,0.00545454545454545,0.00909090909090909,0.00363636363636364,0.00909090909090909,0.0290909090909091,0,0.0109090909090909,0,0.254545454545455,0.181818181818182,0,0.00545454545454545,0.194545454545455,0.00363636363636364,0,0,0.123636363636364,0.0218181818181818,0.0290909090909091,0.00909090909090909,0.0109090909090909,0.00545454545454545,0.0145454545454545,0,0,0,0.00181818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726,8627,0,0.0133333333333333,0.00333333333333333,0.01,0.00666666666666667,0.01,0.0166666666666667,0,0.00666666666666667,0.0166666666666667,0.01,0.04,0,0.01,0.03,0.15,0.39,0,0.00333333333333333,0.0933333333333333,0.0133333333333333,0.00333333333333333,0,0.0633333333333333,0.0166666666666667,0.01,0.00333333333333333,0.00666666666666667,0.0133333333333333,0.0333333333333333,0,0,0,0,0,0,0,0,0,0,0,0.0266666666666667,0,0,0,0,0,0,0
736,8897,0.00993377483443709,0.00662251655629139,0.00662251655629139,0.00662251655629139,0.0198675496688742,0,0.0033112582781457,0.00993377483443709,0.00993377483443709,0,0.0033112582781457,0.00662251655629139,0,0.0397350993377483,0.00993377483443709,0.327814569536424,0.142384105960265,0,0.0132450331125828,0.149006622516556,0,0.00993377483443709,0,0.158940397350993,0.0165562913907285,0.00662251655629139,0.00662251655629139,0.00993377483443709,0.00662251655629139,0.00662251655629139,0,0,0.00662251655629139,0.00662251655629139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747,9201,0.0093167701863354,0.0031055900621118,0.0031055900621118,0.0434782608695652,0.0031055900621118,0.0186335403726708,0.0031055900621118,0,0.0124223602484472,0.0093167701863354,0,0.0093167701863354,0,0.0217391304347826,0,0.285714285714286,0.27639751552795,0,0.0186335403726708,0.124223602484472,0.0186335403726708,0.0031055900621118,0,0.105590062111801,0.0062111801242236,0.0093167701863354,0,0.0062111801242236,0,0.0093167701863354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757,9484,0,0.0111111111111111,0.00555555555555556,0.00277777777777778,0.0166666666666667,0,0.0138888888888889,0.00833333333333333,0.0111111111111111,0.00277777777777778,0,0.0333333333333333,0,0.0444444444444444,0,0.211111111111111,0.225,0,0.0194444444444444,0.183333333333333,0.00555555555555556,0.00277777777777778,0,0.0861111111111111,0.0361111111111111,0.0111111111111111,0.0111111111111111,0.0305555555555556,0.00277777777777778,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
767,9773,0.00804289544235925,0.0187667560321716,0,0.00536193029490617,0.0134048257372654,0,0.00804289544235925,0.00804289544235925,0.0214477211796247,0.00268096514745308,0.00268096514745308,0.0482573726541555,0,0.0294906166219839,0,0.270777479892761,0.254691689008043,0,0.0241286863270777,0.128686327077748,0,0.00804289544235925,0,0.109919571045576,0.00536193029490617,0,0,0.00268096514745308,0.00536193029490617,0.0214477211796247,0,0,0,0.00268096514745308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777,10068,0.00652173913043478,0.0173913043478261,0.00434782608695652,0.00869565217391304,0.0173913043478261,0,0.00217391304347826,0,0.0326086956521739,0.00652173913043478,0.00434782608695652,0.0195652173913043,0,0.0217391304347826,0.0217391304347826,0.206521739130435,0.271739130434783,0,0.0108695652173913,0.119565217391304,0.00652173913043478,0.00217391304347826,0,0.176086956521739,0.00434782608695652,0.00434782608695652,0.00434782608695652,0.00217391304347826,0.00434782608695652,0.0195652173913043,0,0,0,0.00434782608695652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
787,10370,0.00683371298405467,0.0159453302961276,0.00455580865603645,0.00911161731207289,0.0159453302961276,0,0,0,0.0182232346241458,0.00227790432801822,0,0.0136674259681093,0,0.0341685649202733,0.00455580865603645,0.380410022779043,0.148063781321185,0,0.0250569476082005,0.14123006833713,0,0.00227790432801822,0,0.145785876993166,0,0.00911161731207289,0.00227790432801822,0.00455580865603645,0.00455580865603645,0.00227790432801822,0,0,0.00455580865603645,0.00455580865603645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797,10678,0.00276243093922652,0.0165745856353591,0,0.0276243093922652,0.0138121546961326,0,0.0110497237569061,0.0138121546961326,0.0220994475138122,0.0138121546961326,0.00276243093922652,0.00828729281767956,0,0.0220994475138122,0.00552486187845304,0.383977900552486,0.116022099447514,0,0.0331491712707182,0.116022099447514,0.00276243093922652,0.00276243093922652,0,0.143646408839779,0,0.0110497237569061,0,0.00276243093922652,0,0.0220994475138122,0,0.00276243093922652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00276243093922652
809,11056,0.0647249190938511,0,0.00323624595469256,0.0517799352750809,0,0,0.00323624595469256,0.0194174757281553,0.029126213592233,0,0.00647249190938511,0.0194174757281553,0,0,0.119741100323625,0.459546925566343,0.110032362459547,0,0.0355987055016181,0.0355987055016181,0,0,0,0.029126213592233,0.00323624595469256,0,0.00647249190938511,0,0.00323624595469256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
814,11217,0.026615969581749,0,0.00380228136882129,0.0304182509505703,0,0,0,0,0.0684410646387833,0,0.00760456273764259,0.0456273764258555,0,0,0.11787072243346,0.155893536121673,0.467680608365019,0,0.0380228136882129,0.0152091254752852,0.00760456273764259,0,0,0.00760456273764259,0,0,0,0,0,0.00760456273764259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
824,11543,0.0416666666666667,0,0.00757575757575758,0.00378787878787879,0.00378787878787879,0,0.00378787878787879,0,0.071969696969697,0,0.0151515151515152,0.0189393939393939,0,0.0113636363636364,0.636363636363636,0.0265151515151515,0.053030303030303,0,0.0568181818181818,0.00757575757575758,0,0,0,0.00378787878787879,0.00378787878787879,0.00757575757575758,0.00378787878787879,0,0,0.0151515151515152,0,0,0,0.00757575757575758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834,11876,0.0833333333333333,0,0,0.0036231884057971,0,0,0,0,0.0760869565217391,0,0.0036231884057971,0.0326086956521739,0,0,0.630434782608696,0.036231884057971,0.068840579710145,0,0.0507246376811594,0,0,0,0,0.0036231884057971,0,0.0072463768115942,0,0,0,0.0036231884057971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
844,12215,0.14975845410628,0,0,0,0,0,0,0,0.0821256038647343,0,0.0434782608695652,0.0531400966183575,0,0.0144927536231884,0.468599033816425,0,0.0531400966183575,0,0.0772946859903382,0.0241545893719807,0,0,0,0,0,0.00966183574879227,0,0,0,0.0241545893719807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
854,12562,0.0531400966183575,0,0,0.00483091787439614,0,0,0,0,0.072463768115942,0,0.0144927536231884,0.0772946859903382,0,0.0144927536231884,0.531400966183575,0,0.0676328502415459,0,0.0917874396135266,0.0241545893719807,0,0,0,0,0.0144927536231884,0.0144927536231884,0,0.00483091787439614,0,0.0144927536231884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,12915,0.0238095238095238,0,0,0,0.00396825396825397,0,0,0.0198412698412698,0.0753968253968254,0,0.00793650793650794,0.0436507936507936,0,0,0.619047619047619,0,0.0476190476190476,0,0.0634920634920635,0.0277777777777778,0.00396825396825397,0,0.00793650793650794,0.00396825396825397,0.0119047619047619,0.00793650793650794,0,0.00793650793650794,0.00793650793650794,0.0158730158730159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
869,13094,0.133858267716535,0,0,0.00393700787401575,0,0,0.0078740157480315,0.015748031496063,0.0708661417322835,0,0,0.0590551181102362,0,0.0118110236220472,0.401574803149606,0.0354330708661417,0.094488188976378,0,0.062992125984252,0.0354330708661417,0.00393700787401575,0,0,0.00393700787401575,0.0196850393700787,0.0236220472440945,0,0.00393700787401575,0,0.0118110236220472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
878,13422,0.0588235294117647,0,0,0.00904977375565611,0.00452488687782805,0,0,0,0.0995475113122172,0,0.0226244343891403,0.0542986425339367,0,0,0.484162895927602,0,0.0180995475113122,0.00452488687782805,0.0542986425339367,0.00904977375565611,0.0180995475113122,0,0.00904977375565611,0.00904977375565611,0.0180995475113122,0.0407239819004525,0,0.00452488687782805,0.00452488687782805,0.0226244343891403,0,0.0135746606334842,0,0.0316742081447964,0,0,0,0,0,0,0,0,0.00452488687782805,0.00452488687782805,0,0,0,0,0
887,NA,0.103286384976526,0,0,0,0,0,0,0,0.07981220657277,0,0.0234741784037559,0.0892018779342723,0,0.0234741784037559,0.408450704225352,0,0.00469483568075117,0,0.0610328638497653,0,0.0751173708920188,0,0,0.00469483568075117,0.0140845070422535,0.0234741784037559,0,0.0469483568075117,0,0.0234741784037559,0,0,0,0,0,0,0,0,0,0,0,0,0.0187793427230047,0,0,0,0,0,0
