"sample.depths","sample.ages","Abies","Ambrosia.type","Artemisia","Betula","Cupressaceae","Cyperaceae","Ericaceae","Fagus","Herbs.undiff.","Larix","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Quercus","Rumex","Tsuga","Ulmus","Alnus","Acer","Fraxinus","Myrica","Populus","Poaceae","Aquifoliaceae","Tilia","Castanea","Corylus","Salix","Asteraceae.subf..Asteroideae.undiff.","Carya","Rosaceae.undiff.","Thalictrum","Juglans","Amaranthaceae.undiff.","Sanguisorba","Taxus","Trees.undiff.","Platanus","Sarcobatus.vermiculatus","Rhamnaceae.Vitaceae","Shepherdia"
168,1701,0.0172413793103448,0,0,0.53448275862069,0,0.00738916256157635,0.00246305418719212,0.0517241379310345,0.00492610837438424,0,0.0147783251231527,0.0295566502463054,0.0320197044334975,0.0862068965517241,0.0295566502463054,0.0295566502463054,0,0.0394088669950739,0.00738916256157635,0.0566502463054187,0.0197044334975369,0.0147783251231527,0.00738916256157635,0.00246305418719212,0,0.00246305418719212,0,0.00246305418719212,0.00492610837438424,0,0,0,0,0,0,0,0,0.00246305418719212,0,0,0,0,0
185,1832,0.0588235294117647,0,0,0.535603715170279,0,0.00619195046439629,0,0.0743034055727554,0.00309597523219814,0.00619195046439629,0.00309597523219814,0.0309597523219814,0.0712074303405573,0.0928792569659443,0.00309597523219814,0.0185758513931889,0,0.0557275541795666,0.00309597523219814,0.0154798761609907,0.0123839009287926,0.00309597523219814,0.00309597523219814,0,0,0.00309597523219814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,1987,0.0461165048543689,0,0.00242718446601942,0.563106796116505,0.00242718446601942,0.00728155339805825,0,0.0703883495145631,0.0121359223300971,0.00242718446601942,0.00485436893203883,0.0121359223300971,0.0606796116504854,0.0485436893203883,0.0145631067961165,0.00970873786407767,0,0.0485436893203883,0.00970873786407767,0.0315533980582524,0.0266990291262136,0.00728155339805825,0.00242718446601942,0.00242718446601942,0.00242718446601942,0.00242718446601942,0.00242718446601942,0,0.00485436893203883,0,0,0.00242718446601942,0,0,0,0,0,0,0,0,0,0,0
225,2141,0.0206896551724138,0,0,0.589655172413793,0,0.0103448275862069,0,0.0655172413793104,0.00344827586206897,0,0.00689655172413793,0.00689655172413793,0.0413793103448276,0.0517241379310345,0.0310344827586207,0.0241379310344828,0.00344827586206897,0.0586206896551724,0.00344827586206897,0.0241379310344828,0.0344827586206897,0.00689655172413793,0,0,0.00344827586206897,0,0,0,0.00689655172413793,0.00344827586206897,0,0,0,0,0,0,0,0.00344827586206897,0,0,0,0,0
245,2295,0.0298913043478261,0,0,0.494565217391304,0,0.00543478260869565,0,0.0842391304347826,0.0135869565217391,0,0.00543478260869565,0.00815217391304348,0.0570652173913043,0.0978260869565217,0.016304347826087,0.0190217391304348,0,0.0543478260869565,0.0135869565217391,0.0326086956521739,0.0271739130434783,0.016304347826087,0,0.00815217391304348,0.00543478260869565,0,0.00271739130434783,0,0.00543478260869565,0,0,0,0,0,0.00271739130434783,0,0,0,0,0,0,0,0
265,2450,0.0335731414868106,0,0.00239808153477218,0.532374100719424,0.00239808153477218,0.00719424460431655,0,0.0455635491606715,0.00479616306954436,0.00239808153477218,0.00959232613908873,0.0215827338129496,0.0695443645083933,0.079136690647482,0.0119904076738609,0.0119904076738609,0,0.0743405275779376,0.0167865707434053,0.0143884892086331,0.0215827338129496,0.0191846522781775,0.00719424460431655,0,0.00239808153477218,0,0.00239808153477218,0,0,0,0,0,0.00479616306954436,0,0.00239808153477218,0,0,0,0,0,0,0,0
285,2604,0.0327868852459016,0,0,0.494535519125683,0.00546448087431694,0.0136612021857923,0,0.0819672131147541,0.00546448087431694,0.00546448087431694,0.00273224043715847,0.0191256830601093,0.0300546448087432,0.0628415300546448,0.040983606557377,0.0218579234972678,0,0.0683060109289618,0.0109289617486339,0.0382513661202186,0.0327868852459016,0.0136612021857923,0,0,0,0.00273224043715847,0.00273224043715847,0.00273224043715847,0.00273224043715847,0,0.00273224043715847,0,0,0.00273224043715847,0,0,0,0,0.00273224043715847,0,0,0,0
305,2759,0.0350877192982456,0,0.00292397660818713,0.529239766081871,0.00292397660818713,0.0087719298245614,0,0.0994152046783626,0.00292397660818713,0,0.00584795321637427,0.0204678362573099,0.0409356725146199,0.0994152046783626,0.0175438596491228,0.0116959064327485,0,0.064327485380117,0.00292397660818713,0.0087719298245614,0.0233918128654971,0.0087719298245614,0,0,0.00292397660818713,0.00292397660818713,0,0,0.00584795321637427,0,0.00292397660818713,0,0,0,0,0,0,0,0,0,0,0,0
325,2913,0.0327510917030568,0,0,0.517467248908297,0,0.00655021834061135,0,0.0807860262008734,0.00436681222707424,0,0.0196506550218341,0.0152838427947598,0.0393013100436681,0.0895196506550218,0.0262008733624454,0.0109170305676856,0,0.074235807860262,0.00655021834061135,0.0305676855895196,0.0262008733624454,0.0131004366812227,0,0,0,0,0,0,0,0,0.00218340611353712,0,0,0.00436681222707424,0,0,0,0,0,0,0,0,0
345,3067,0.0364583333333333,0.00260416666666667,0,0.520833333333333,0,0.00520833333333333,0,0.0911458333333333,0.00260416666666667,0.00260416666666667,0.0130208333333333,0.0130208333333333,0.0208333333333333,0.143229166666667,0.015625,0.0104166666666667,0,0.03125,0.00520833333333333,0.03125,0.03125,0.0182291666666667,0,0,0,0,0,0,0,0,0.00260416666666667,0.00260416666666667,0,0,0,0,0,0,0,0,0,0,0
365,3222,0.050131926121372,0.00263852242744063,0.00263852242744063,0.474934036939314,0,0.0131926121372032,0,0.0633245382585752,0.0105540897097625,0.00263852242744063,0.00527704485488127,0.029023746701847,0.0395778364116095,0.121372031662269,0.0158311345646438,0.0237467018469657,0,0.058047493403694,0.00527704485488127,0.0237467018469657,0.0237467018469657,0.0079155672823219,0.00263852242744063,0,0.00527704485488127,0.00527704485488127,0,0,0.00263852242744063,0.00263852242744063,0,0.00263852242744063,0,0,0.00263852242744063,0,0.00263852242744063,0,0,0,0,0,0
385,3376,0.0299539170506912,0,0,0.546082949308756,0.00691244239631336,0.00921658986175115,0,0.1036866359447,0.00691244239631336,0,0.00921658986175115,0.0138248847926267,0.043778801843318,0.0783410138248848,0.0299539170506912,0.00691244239631336,0,0.0391705069124424,0.00691244239631336,0.0184331797235023,0.0230414746543779,0.0115207373271889,0,0.00230414746543779,0.00230414746543779,0.00230414746543779,0.00230414746543779,0,0,0.00230414746543779,0.00230414746543779,0,0.00230414746543779,0,0,0,0,0,0,0,0,0,0
405,3530,0.0303030303030303,0,0.00275482093663912,0.460055096418733,0,0.0165289256198347,0,0.046831955922865,0.0165289256198347,0,0.0110192837465565,0.0165289256198347,0.0220385674931129,0.181818181818182,0.0165289256198347,0.0165289256198347,0,0.0330578512396694,0.00550964187327824,0.0523415977961433,0.0385674931129477,0.00826446280991736,0.00275482093663912,0,0.00826446280991736,0,0.00275482093663912,0,0,0,0.00275482093663912,0.00550964187327824,0,0,0.00275482093663912,0,0,0,0,0,0,0,0
425,3685,0.0300546448087432,0,0.00273224043715847,0.521857923497268,0,0.0163934426229508,0,0.0273224043715847,0.00819672131147541,0.00273224043715847,0.0163934426229508,0.00273224043715847,0.040983606557377,0.150273224043716,0.00546448087431694,0.0245901639344262,0,0.0327868852459016,0.00546448087431694,0.0491803278688525,0.0191256830601093,0.0163934426229508,0,0,0.00819672131147541,0.00273224043715847,0,0,0,0,0,0.00273224043715847,0,0.00273224043715847,0,0,0,0.00546448087431694,0,0.00546448087431694,0,0,0
445,3839,0.0431654676258993,0,0.00239808153477218,0.609112709832134,0,0.0287769784172662,0,0.0335731414868106,0.00719424460431655,0.00239808153477218,0.0119904076738609,0.00959232613908873,0.00959232613908873,0.107913669064748,0.0119904076738609,0.026378896882494,0,0.0119904076738609,0.00959232613908873,0.0215827338129496,0.0215827338129496,0.0143884892086331,0,0,0.00239808153477218,0,0,0,0,0.00239808153477218,0.00239808153477218,0.00239808153477218,0,0,0,0,0,0.00479616306954436,0,0,0.00239808153477218,0,0
465,3994,0.0280612244897959,0,0,0.594387755102041,0,0.00255102040816327,0,0.0357142857142857,0.0178571428571429,0.00255102040816327,0.00510204081632653,0.0153061224489796,0.0280612244897959,0.0943877551020408,0.0153061224489796,0.0229591836734694,0,0.0127551020408163,0.0102040816326531,0.038265306122449,0.0204081632653061,0.0178571428571429,0,0,0.00255102040816327,0.00255102040816327,0.00255102040816327,0,0.0076530612244898,0,0.00510204081632653,0,0,0,0.00255102040816327,0.00255102040816327,0,0.0127551020408163,0,0,0,0,0
485,4148,0.0284552845528455,0,0.00203252032520325,0.605691056910569,0,0.008130081300813,0,0.0386178861788618,0.008130081300813,0.00203252032520325,0.0101626016260163,0.0142276422764228,0.0182926829268293,0.0934959349593496,0.016260162601626,0.0386178861788618,0,0.0142276422764228,0.00609756097560976,0.0203252032520325,0.040650406504065,0.0182926829268293,0.00203252032520325,0,0,0.00203252032520325,0,0,0,0,0,0,0.00203252032520325,0,0.00203252032520325,0,0.00203252032520325,0.00609756097560976,0,0,0,0,0
505,4302,0.0187353629976581,0,0.00234192037470726,0.613583138173302,0,0.00936768149882904,0.00234192037470726,0.0187353629976581,0.00702576112412178,0.00234192037470726,0.00936768149882904,0.00936768149882904,0.0281030444964871,0.133489461358314,0.00468384074941452,0.0257611241217799,0,0.0163934426229508,0.00468384074941452,0.0234192037470726,0.0327868852459016,0.0187353629976581,0.00234192037470726,0.00234192037470726,0,0,0,0.00234192037470726,0,0,0,0.00234192037470726,0,0,0,0,0,0.00936768149882904,0,0,0,0,0
515,4380,0.0218978102189781,0,0.00182481751824818,0.556569343065693,0.00364963503649635,0.00364963503649635,0,0.0364963503649635,0.00182481751824818,0,0.00912408759124088,0.0237226277372263,0.0218978102189781,0.12043795620438,0.0328467153284672,0.031021897810219,0,0.0218978102189781,0.00912408759124088,0.0164233576642336,0.0273722627737226,0.031021897810219,0.00182481751824818,0.00182481751824818,0.00364963503649635,0,0,0,0,0,0.00547445255474453,0,0.00182481751824818,0,0,0.00182481751824818,0,0.0072992700729927,0,0.00547445255474453,0,0,0
525,4457,0.0185614849187935,0,0,0.62645011600928,0,0.0232018561484919,0,0.0185614849187935,0.00696055684454756,0.00232018561484919,0.00696055684454756,0.00928074245939675,0.0162412993039443,0.106728538283063,0.0139211136890951,0.0232018561484919,0,0.0464037122969838,0.00464037122969838,0.0301624129930394,0.0185614849187935,0.00696055684454756,0,0,0,0,0.00232018561484919,0,0,0,0,0,0,0.00232018561484919,0,0,0.00232018561484919,0.0116009280742459,0,0,0,0.00232018561484919,0
535,4534,0,0,0.00225225225225225,0.693693693693694,0.00225225225225225,0.0135135135135135,0,0.0225225225225225,0.00675675675675676,0,0.0045045045045045,0,0.0135135135135135,0.063063063063063,0.0135135135135135,0.018018018018018,0,0.0540540540540541,0.00675675675675676,0.036036036036036,0.0112612612612613,0.0157657657657658,0.00225225225225225,0.0045045045045045,0,0,0,0.00225225225225225,0,0,0,0,0,0,0.00225225225225225,0,0,0.009009009009009,0,0.00225225225225225,0,0,0
545,NA,0.0045662100456621,0,0,0.527397260273973,0,0.0114155251141553,0,0.0159817351598174,0.00684931506849315,0.00228310502283105,0.0045662100456621,0.00228310502283105,0.0045662100456621,0.13013698630137,0.0045662100456621,0.0182648401826484,0,0.189497716894977,0.0091324200913242,0.0159817351598174,0.0205479452054795,0.0114155251141553,0.00228310502283105,0.00228310502283105,0.0045662100456621,0,0,0,0.00228310502283105,0.00228310502283105,0.00228310502283105,0,0,0,0.0045662100456621,0,0,0,0,0,0,0,0
555,NA,0.00555555555555556,0,0.0037037037037037,0.548148148148148,0,0,0,0.0166666666666667,0.00740740740740741,0.00185185185185185,0.00185185185185185,0.00555555555555556,0.0148148148148148,0.118518518518519,0.0037037037037037,0.0277777777777778,0,0.148148148148148,0.0148148148148148,0.0240740740740741,0.0203703703703704,0.0185185185185185,0,0.00185185185185185,0,0,0,0,0.00185185185185185,0.00185185185185185,0.00185185185185185,0,0,0,0.0037037037037037,0,0,0.00740740740740741,0,0,0,0,0
565,NA,0.00221729490022173,0,0.00221729490022173,0.483370288248337,0,0.00886917960088692,0,0.0155210643015521,0.0155210643015521,0.00221729490022173,0.00443458980044346,0.00886917960088692,0.0310421286031042,0.11529933481153,0.00886917960088692,0.0221729490022173,0,0.170731707317073,0.0133037694013304,0.0310421286031042,0.0266075388026608,0.0177383592017738,0.00221729490022173,0,0.00221729490022173,0.00221729490022173,0,0,0.00221729490022173,0,0,0,0.00443458980044346,0,0,0,0,0.00665188470066519,0,0,0,0,0
575,NA,0.0113636363636364,0,0,0.457386363636364,0,0.0113636363636364,0,0.0170454545454545,0,0,0.00568181818181818,0.0113636363636364,0.0340909090909091,0.173295454545455,0.0142045454545455,0.0340909090909091,0,0.139204545454545,0.0170454545454545,0.0255681818181818,0.0198863636363636,0,0.00568181818181818,0,0,0.00284090909090909,0.00568181818181818,0,0,0,0,0,0,0,0,0,0,0.0142045454545455,0,0,0,0,0
585,NA,0.00475059382422803,0.00237529691211401,0,0.546318289786223,0,0.00237529691211401,0,0.00475059382422803,0.00475059382422803,0,0.00475059382422803,0.00950118764845606,0.0261282660332542,0.114014251781473,0.0142517814726841,0.0166270783847981,0,0.182897862232779,0.00237529691211401,0.0213776722090261,0.0166270783847981,0.00712589073634204,0.00475059382422803,0,0.00237529691211401,0,0.00237529691211401,0,0.00475059382422803,0,0,0,0,0,0,0,0,0.00475059382422803,0,0,0,0,0
595,NA,0.02,0,0,0.482222222222222,0,0.00666666666666667,0,0.0111111111111111,0.00444444444444444,0,0.00222222222222222,0.00444444444444444,0.0133333333333333,0.171111111111111,0.00666666666666667,0.0466666666666667,0,0.133333333333333,0.00888888888888889,0.0266666666666667,0.0177777777777778,0.0155555555555556,0.00222222222222222,0,0.00222222222222222,0.00222222222222222,0.00444444444444444,0,0.00222222222222222,0,0.00222222222222222,0,0,0,0,0.00222222222222222,0,0.0111111111111111,0,0,0,0,0
605,NA,0.01931330472103,0,0.00214592274678112,0.478540772532189,0,0,0,0.01931330472103,0.00643776824034335,0.00429184549356223,0,0.00429184549356223,0.0236051502145923,0.152360515021459,0.0150214592274678,0.036480686695279,0,0.143776824034335,0.0236051502145923,0.0171673819742489,0.0171673819742489,0.0128755364806867,0.00214592274678112,0.00214592274678112,0.00214592274678112,0,0,0,0.00214592274678112,0,0.00214592274678112,0,0,0.00214592274678112,0.00214592274678112,0,0,0.00858369098712446,0,0,0,0,0
615,NA,0.00632911392405063,0.00210970464135021,0.00210970464135021,0.394514767932489,0,0.00210970464135021,0,0,0.00210970464135021,0,0.0126582278481013,0.0379746835443038,0.0379746835443038,0.242616033755274,0.10126582278481,0.0548523206751055,0,0.00843881856540084,0.0105485232067511,0.00632911392405063,0.0189873417721519,0.0253164556962025,0.00210970464135021,0.00632911392405063,0,0,0,0,0.0105485232067511,0.00210970464135021,0,0,0.00210970464135021,0,0,0.00210970464135021,0,0.00843881856540084,0,0,0,0,0
625,NA,0.0352733686067019,0.0017636684303351,0,0.428571428571429,0,0.0017636684303351,0,0.00352733686067019,0.0211640211640212,0.0017636684303351,0.0017636684303351,0.0564373897707231,0.0705467372134039,0.164021164021164,0.00881834215167548,0.0652557319223986,0,0.00881834215167548,0.0158730158730159,0.0229276895943563,0.0105820105820106,0.00705467372134039,0.0141093474426808,0.017636684303351,0.00352733686067019,0,0,0,0.0105820105820106,0.00529100529100529,0.00352733686067019,0,0,0,0,0,0,0.0194003527336861,0,0,0,0,0
635,NA,0.0745697896749522,0,0.00191204588910134,0.497131931166348,0,0.00191204588910134,0.00191204588910134,0,0.00764818355640535,0.00191204588910134,0.0210325047801147,0.0497131931166348,0.105162523900574,0.0783938814531549,0.00382409177820268,0.0592734225621415,0,0.00191204588910134,0.00382409177820268,0.0305927342256214,0.00382409177820268,0.0191204588910134,0.00764818355640535,0.00382409177820268,0.00191204588910134,0,0,0,0.00764818355640535,0.00191204588910134,0,0.00191204588910134,0.00191204588910134,0,0,0,0,0.00764818355640535,0,0,0,0,0.00191204588910134
645,NA,0.0710172744721689,0,0.00383877159309021,0.514395393474088,0,0.00383877159309021,0,0,0.00575815738963532,0.00191938579654511,0.00575815738963532,0.0767754318618042,0.0748560460652591,0.09021113243762,0.00767754318618042,0.036468330134357,0,0.00575815738963532,0.00767754318618042,0.0441458733205374,0,0.00575815738963532,0.00767754318618042,0.017274472168906,0.00191938579654511,0,0,0,0.00191938579654511,0.00383877159309021,0,0.00191938579654511,0.00191938579654511,0.00191938579654511,0,0,0,0.00575815738963532,0,0,0,0,0
655,NA,0.0540540540540541,0,0.00623700623700624,0.523908523908524,0,0.0124740124740125,0,0,0.0145530145530146,0.00415800415800416,0.0166320166320166,0.0852390852390852,0.0686070686070686,0.0727650727650728,0.0145530145530146,0.0436590436590437,0,0.00415800415800416,0.00831600831600832,0.0166320166320166,0.00623700623700624,0.0103950103950104,0.0103950103950104,0.0103950103950104,0.00415800415800416,0,0,0,0.00415800415800416,0.00207900207900208,0.00415800415800416,0,0,0,0,0,0,0.00207900207900208,0,0,0,0,0
665,NA,0.0664739884393064,0,0.00289017341040462,0.494219653179191,0,0,0,0,0.023121387283237,0.00578034682080925,0.00289017341040462,0.0664739884393064,0.124277456647399,0.0751445086705202,0,0.0635838150289017,0,0.00289017341040462,0.0115606936416185,0.00578034682080925,0.00578034682080925,0.0173410404624277,0,0.0115606936416185,0.00578034682080925,0,0,0,0.00289017341040462,0.00289017341040462,0,0,0,0,0,0,0,0.00867052023121387,0,0,0,0,0
670,NA,0.0644490644490645,0,0.00623700623700624,0.515592515592516,0,0,0,0,0.00415800415800416,0.0124740124740125,0.0187110187110187,0.0561330561330561,0.0893970893970894,0.0665280665280665,0.00623700623700624,0.0478170478170478,0,0.00207900207900208,0.0103950103950104,0.0353430353430353,0.00207900207900208,0.0124740124740125,0.00623700623700624,0.0207900207900208,0.00415800415800416,0,0,0,0.00415800415800416,0.00831600831600832,0,0.00207900207900208,0,0,0.00207900207900208,0,0,0.00207900207900208,0,0,0,0,0
675,NA,0.0287907869481766,0,0,0.525911708253359,0,0.00191938579654511,0,0,0.0153550863723608,0.00383877159309021,0.00767754318618042,0.036468330134357,0.0403071017274472,0.124760076775432,0.0383877159309021,0.055662188099808,0.00191938579654511,0.00383877159309021,0.00767754318618042,0.0499040307101727,0,0.0134357005758157,0.00191938579654511,0.0134357005758157,0.00191938579654511,0,0.00191938579654511,0,0.00575815738963532,0.00191938579654511,0,0.00191938579654511,0.00191938579654511,0,0,0.00191938579654511,0,0.0115163147792706,0,0,0,0,0
680,NA,0.111111111111111,0.00226757369614512,0.00226757369614512,0.462585034013605,0,0.00226757369614512,0,0,0.0204081632653061,0.0090702947845805,0.00226757369614512,0.072562358276644,0.0566893424036281,0.0861678004535147,0.0090702947845805,0.0566893424036281,0,0.00226757369614512,0.0158730158730159,0.036281179138322,0.00226757369614512,0.0113378684807256,0,0.0226757369614512,0,0,0,0.00226757369614512,0.00226757369614512,0.00680272108843537,0,0,0.00226757369614512,0,0,0,0,0.00226757369614512,0,0,0,0,0
684,NA,0.117647058823529,0.00309597523219814,0.00309597523219814,0.368421052631579,0,0.00619195046439629,0,0,0.021671826625387,0.0154798761609907,0.021671826625387,0.0959752321981424,0.111455108359133,0.0681114551083591,0.00619195046439629,0.0464396284829721,0,0,0.0123839009287926,0.0557275541795666,0.00309597523219814,0.00309597523219814,0.00309597523219814,0.0154798761609907,0.00619195046439629,0,0,0.00309597523219814,0,0.00619195046439629,0.00309597523219814,0.00309597523219814,0,0,0,0,0,0,0,0,0,0,0
687,NA,0.0748663101604278,0.00267379679144385,0.0133689839572193,0.441176470588235,0,0,0,0,0.0106951871657754,0.00267379679144385,0.0053475935828877,0.122994652406417,0.0935828877005348,0.0588235294117647,0,0.0508021390374332,0,0.00267379679144385,0.0294117647058824,0.0294117647058824,0.0053475935828877,0.00267379679144385,0.0053475935828877,0.0240641711229947,0.0053475935828877,0,0,0,0.00267379679144385,0.00267379679144385,0,0.0053475935828877,0.0053475935828877,0.00267379679144385,0,0,0,0,0,0,0,0,0
690,NA,0.0285714285714286,0,0.00952380952380952,0.2,0,0.0253968253968254,0,0,0.00952380952380952,0,0.00317460317460317,0.396825396825397,0.0825396825396825,0.0317460317460317,0.0380952380952381,0.0444444444444444,0.00317460317460317,0,0.00317460317460317,0.073015873015873,0.00317460317460317,0,0.00634920634920635,0.00317460317460317,0.00634920634920635,0,0,0,0,0.019047619047619,0.00317460317460317,0,0,0.00317460317460317,0,0,0,0.00317460317460317,0,0,0.00317460317460317,0,0
692,NA,0.0159744408945687,0,0.00958466453674121,0.156549520766773,0,0.0191693290734824,0,0,0.012779552715655,0.00319488817891374,0.012779552715655,0.428115015974441,0.153354632587859,0.0223642172523962,0.00958466453674121,0.0319488817891374,0,0.00319488817891374,0.00638977635782748,0.0670926517571885,0.00319488817891374,0.00319488817891374,0.00638977635782748,0.0191693290734824,0.00638977635782748,0,0,0,0,0.00319488817891374,0.00638977635782748,0,0,0,0,0,0,0,0,0,0,0,0
694,NA,0.0116618075801749,0,0.00291545189504373,0.274052478134111,0,0.0087463556851312,0,0,0.0116618075801749,0.00583090379008746,0.0116618075801749,0.311953352769679,0.0962099125364431,0.0379008746355685,0.0174927113702624,0.0524781341107872,0,0.00291545189504373,0.0116618075801749,0.0641399416909621,0.00291545189504373,0.00583090379008746,0.0174927113702624,0.0233236151603499,0,0,0,0,0.00583090379008746,0.0116618075801749,0.00291545189504373,0.00291545189504373,0,0,0,0,0,0.00291545189504373,0,0,0,0,0.00291545189504373
698,NA,0.0131578947368421,0,0,0.309210526315789,0,0.0328947368421053,0,0,0.00657894736842105,0.00328947368421053,0.00328947368421053,0.289473684210526,0.0690789473684211,0.055921052631579,0.0164473684210526,0.00986842105263158,0,0.00328947368421053,0,0.0723684210526316,0,0,0.00657894736842105,0.0526315789473684,0.0164473684210526,0,0,0,0.00328947368421053,0.0164473684210526,0.00328947368421053,0,0,0,0,0,0,0.0131578947368421,0,0,0,0,0.00328947368421053
