"sample.depths","sample.ages","Abies","Acer.rubrum","Artemisia","Betula","Amaranthaceae.undiff.","Corylus","Cupressaceae","Cyperaceae","Ostrya.Carpinus","Picea","Quercus","Salix","Sarcobatus.vermiculatus","Tilia","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus","Ambrosia","Fraxinus.americana.type","Populus","Poaceae","Iva.xanthifolia","Acer.saccharum","Pinus.strobus","Pinus.banksiana.P..resinosa","Fraxinus.nigra","Impatiens","Larix","Rumex","Iva.annua","Urtica","Thalictrum","Plantago","Platanus","Tsuga","Amorpha","Carya","Juglans.nigra","Xanthium","Dalea.purpurea","Polygonum.persicaria.type","Apiaceae","Rosaceae","Celtis","Humulus","Pinus.undiff.","Acer.negundo","Asteraceae.subf..Cichorioideae","Fagus","Juglans.cinerea","Dalea.candida.type","Shepherdia.canadensis","Vitis","Ericaceae"
690,8504,0,0,0.1552,0.0208,0.0368,0.016,0.0064,0.0464,0.008,0.0032,0.1488,0.0336,0,0,0.016,0.032,0.0128,0.152,0.0016,0.008,0.1456,0,0,0,0,0.0096,0,0.0016,0,0.0096,0.0016,0,0,0,0,0.0048,0,0,0,0,0.0016,0,0.0016,0,0,0.1248,0,0,0,0.0016,0,0,0,0
700,8735,0.00210084033613445,0,0.0798319327731092,0.046218487394958,0.0336134453781513,0.0126050420168067,0.0105042016806723,0.0336134453781513,0.00630252100840336,0,0.0819327731092437,0.0126050420168067,0,0,0.00840336134453781,0.0273109243697479,0.0126050420168067,0.092436974789916,0.00630252100840336,0.00630252100840336,0.0735294117647059,0,0.00420168067226891,0.0336134453781513,0.401260504201681,0.00630252100840336,0,0,0,0.00210084033613445,0,0,0,0,0,0,0.00420168067226891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00210084033613445,0
710,8975,0,0,0.118279569892473,0.126881720430108,0.021505376344086,0.010752688172043,0.0043010752688172,0.0279569892473118,0.0043010752688172,0.0043010752688172,0.0258064516129032,0.0150537634408602,0.0043010752688172,0,0.0150537634408602,0.0129032258064516,0.0172043010752688,0.0408602150537634,0.0021505376344086,0.0043010752688172,0.043010752688172,0,0,0.0301075268817204,0.453763440860215,0.010752688172043,0,0,0,0.0021505376344086,0,0,0,0,0,0,0.0021505376344086,0,0,0,0,0.0021505376344086,0,0,0,0,0,0,0,0,0,0,0,0
720,9221,0.00245098039215686,0,0.0637254901960784,0.0833333333333333,0.0147058823529412,0.00980392156862745,0.00245098039215686,0.0220588235294118,0,0,0.0686274509803922,0.0147058823529412,0.00245098039215686,0,0.0147058823529412,0.0269607843137255,0.0147058823529412,0.0416666666666667,0,0.0122549019607843,0.0294117647058824,0,0,0,0.558823529411765,0.00735294117647059,0,0.00735294117647059,0,0,0,0,0,0,0,0.00245098039215686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730,9472,0.00531914893617021,0,0.0372340425531915,0.170212765957447,0.0345744680851064,0.00797872340425532,0.00265957446808511,0.00797872340425532,0.0106382978723404,0.0159574468085106,0.0212765957446809,0.0159574468085106,0,0,0.00797872340425532,0.0265957446808511,0,0.0664893617021277,0,0.0106382978723404,0.0478723404255319,0,0,0.0106382978723404,0.476063829787234,0.0106382978723404,0,0.00797872340425532,0,0,0,0,0,0,0,0,0.00531914893617021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,9726,0.0026246719160105,0,0.0603674540682415,0.0708661417322835,0.015748031496063,0.0078740157480315,0.0078740157480315,0.0078740157480315,0.015748031496063,0.0131233595800525,0.020997375328084,0.0131233595800525,0,0,0.010498687664042,0.0078740157480315,0.0603674540682415,0.0393700787401575,0.0026246719160105,0.010498687664042,0.05249343832021,0,0.0026246719160105,0,0.545931758530184,0.0131233595800525,0,0.0078740157480315,0,0.0026246719160105,0,0,0,0.0026246719160105,0,0.0026246719160105,0.0026246719160105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,9982,0.00255102040816327,0,0.0637755102040816,0.104591836734694,0.0178571428571429,0.0076530612244898,0,0.0255102040816327,0.0102040816326531,0.0102040816326531,0.0178571428571429,0.0127551020408163,0,0,0.0102040816326531,0.0331632653061225,0.0229591836734694,0.0510204081632653,0,0.0102040816326531,0.0306122448979592,0,0.00255102040816327,0,0.553571428571429,0.00510204081632653,0,0.00255102040816327,0,0,0,0,0,0,0,0,0,0,0.00255102040816327,0,0,0,0,0,0,0,0.00255102040816327,0,0,0,0,0,0,0
760,10241,0.00819672131147541,0,0.0437158469945355,0.10655737704918,0.0163934426229508,0.00819672131147541,0,0.0245901639344262,0.00819672131147541,0.00546448087431694,0.0218579234972678,0.0191256830601093,0,0,0.00273224043715847,0.0300546448087432,0.0136612021857923,0.0300546448087432,0,0,0.0300546448087432,0,0,0.0136612021857923,0.603825136612022,0.00546448087431694,0,0.00546448087431694,0,0,0,0,0,0,0,0,0.00273224043715847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,10501,0,0,0.0175438596491228,0.0701754385964912,0.00292397660818713,0.0116959064327485,0.0087719298245614,0.0116959064327485,0.0146198830409357,0.0233918128654971,0.0292397660818713,0.0116959064327485,0.00292397660818713,0,0,0.0204678362573099,0.0146198830409357,0.0233918128654971,0,0.0087719298245614,0.0204678362573099,0,0,0.0146198830409357,0.657894736842105,0.0175438596491228,0,0.00584795321637427,0,0.00292397660818713,0,0,0,0,0,0,0,0.00292397660818713,0,0,0,0,0,0,0,0,0,0,0,0.00292397660818713,0.00292397660818713,0,0,0
780,10763,0.0320855614973262,0,0.0133689839572193,0.280748663101604,0.0133689839572193,0.00802139037433155,0,0.0106951871657754,0.0213903743315508,0.0347593582887701,0.0294117647058824,0.00267379679144385,0,0,0.00267379679144385,0.0401069518716578,0.0133689839572193,0.0240641711229947,0,0,0.0213903743315508,0,0.00802139037433155,0,0,0.0053475935828877,0,0.018716577540107,0,0,0,0.00267379679144385,0,0,0,0,0,0,0,0,0,0,0,0,0,0.417112299465241,0,0,0,0,0,0,0,0
790,NA,0.00549450549450549,0,0.0164835164835165,0.17032967032967,0.00549450549450549,0.021978021978022,0.00549450549450549,0.0164835164835165,0.0164835164835165,0.0549450549450549,0.0384615384615385,0.010989010989011,0.00274725274725275,0,0,0.0714285714285714,0.00549450549450549,0.0164835164835165,0.00274725274725275,0.00824175824175824,0.010989010989011,0,0.00549450549450549,0,0.483516483516484,0.00824175824175824,0,0.0137362637362637,0,0.00274725274725275,0,0,0,0,0,0,0.00274725274725275,0,0,0,0,0,0,0.00274725274725275,0,0,0,0,0,0,0,0,0,0
800,NA,0,0,0.0319767441860465,0.0930232558139535,0,0.0116279069767442,0,0.0174418604651163,0.0174418604651163,0.171511627906977,0.0436046511627907,0,0,0,0.00290697674418605,0.0377906976744186,0.00872093023255814,0.00872093023255814,0,0.0261627906976744,0.0203488372093023,0,0,0.0116279069767442,0.462209302325581,0.00581395348837209,0,0.0203488372093023,0,0,0,0,0,0,0,0,0.00290697674418605,0,0,0,0,0,0,0,0,0,0,0,0,0.00581395348837209,0,0,0,0
810,NA,0.00289855072463768,0,0.0289855072463768,0.0666666666666667,0.00289855072463768,0.00579710144927536,0.00869565217391304,0.0405797101449275,0.00579710144927536,0.660869565217391,0.0260869565217391,0.00579710144927536,0,0,0,0.0202898550724638,0.00289855072463768,0.00579710144927536,0,0.00289855072463768,0.0260869565217391,0,0,0,0,0.0173913043478261,0,0.0376811594202899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0289855072463768,0.00289855072463768,0,0,0,0,0,0,0
820,NA,0,0,0.0467532467532468,0.0337662337662338,0.00519480519480519,0.0025974025974026,0.0207792207792208,0.0831168831168831,0.0207792207792208,0.574025974025974,0.012987012987013,0.0311688311688312,0.0025974025974026,0,0.00779220779220779,0.00779220779220779,0.012987012987013,0.00519480519480519,0.0025974025974026,0.0207792207792208,0.0415584415584416,0.0025974025974026,0,0,0,0.0103896103896104,0,0.0337662337662338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181818181818182,0.0025974025974026,0,0,0,0,0,0,0
840,NA,0,0,0.0627615062761506,0.0292887029288703,0.00836820083682008,0.00418410041841004,0.0125523012552301,0.192468619246862,0.00836820083682008,0.543933054393305,0.00418410041841004,0.0209205020920502,0,0,0.00836820083682008,0,0.00836820083682008,0.00418410041841004,0,0.00836820083682008,0.0167364016736402,0,0,0,0,0,0,0.00418410041841004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00418410041841004,0,0.00418410041841004,0.0376569037656904,0,0,0,0,0,0.00418410041841004,0,0.0125523012552301
860,NA,0,0,0.14218009478673,0.042654028436019,0.004739336492891,0.004739336492891,0.014218009478673,0.255924170616114,0.009478672985782,0.246445497630332,0.018957345971564,0.018957345971564,0,0,0.033175355450237,0,0,0.0663507109004739,0.004739336492891,0.009478672985782,0.0521327014218009,0,0,0,0,0.014218009478673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04739336492891,0,0.004739336492891,0,0,0,0,0,0.009478672985782
