"sample.depths","sample.ages","Ambrosia.type","Artemisia","Bidens.type","Cyperaceae","Pinus.undiff.","Quercus","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Liliaceae","Juglans","Populus","Amaranthaceae","Poaceae","Stachys.type","Pinus.banksiana.type","Eupatorium.type","Iva.type","Polygonum.cf..P..scandens","Apiaceae","Chamaecrista.type","Juniperus.type","Brassica","Opuntia","Ranunculus","Lactuca.type","Celtis","Ephedra","Rosaceae","Cornus.cf..C..sericea","Eriogonum","Dalea","Vitis","Centaurea.type","Helianthus.type","Picea","Salix","Mentha.type","Acer.negundo.type","Solanaceae.type","Xanthium.type","Polygonum.cf..P..lapathifolium","Alnus","Betula","Carya","Corylus","Carpinus.type","Rumex","Shepherdia","Plantago","Fraxinus.cf..F..nigra","Elaeagnus","Onagraceae","Rhamnus","Sambucus.type","Morus.type","Amorpha","Limonium.cf..L..limbatum","cf..Nemopanthus","Calystegia","Thalictrum","Caryophyllaceae","Urtica","Larix","Abies"
416,7917,0.214854111405836,0.0318302387267905,0.00530503978779841,0.0503978779840849,0.00530503978779841,0.00795755968169761,0.0185676392572944,0.0026525198938992,0.0026525198938992,0,0.0026525198938992,0.43236074270557,0.0848806366047745,0.013262599469496,0.00795755968169761,0.00530503978779841,0.026525198938992,0.0450928381962865,0.0026525198938992,0.0212201591511936,0.0026525198938992,0.0026525198938992,0.0026525198938992,0,0,0,0,0,0,0.0026525198938992,0.0026525198938992,0,0,0,0,0.0026525198938992,0,0.0026525198938992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,8452,0.23936170212766,0.0531914893617021,0.00531914893617021,0.0452127659574468,0.0186170212765957,0.00797872340425532,0.0132978723404255,0,0.00265957446808511,0,0.00265957446808511,0.401595744680851,0.0718085106382979,0.00797872340425532,0.0106382978723404,0.00797872340425532,0.0212765957446809,0.0425531914893617,0.00531914893617021,0.0292553191489362,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00265957446808511,0,0,0.00265957446808511,0,0,0.00797872340425532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,8987,0.235714285714286,0.030952380952381,0.00238095238095238,0.0357142857142857,0.0166666666666667,0.00476190476190476,0.0142857142857143,0,0,0,0.00238095238095238,0.402380952380952,0.0857142857142857,0.00476190476190476,0.0166666666666667,0.00476190476190476,0.0547619047619048,0.0428571428571429,0.00238095238095238,0.030952380952381,0.00238095238095238,0,0,0.00238095238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00238095238095238,0,0.00238095238095238,0.00238095238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,9522,0.195372750642674,0.0359897172236504,0.0102827763496144,0.0616966580976864,0.0077120822622108,0.0051413881748072,0.012853470437018,0.0051413881748072,0.0025706940874036,0,0.0051413881748072,0.442159383033419,0.0951156812339332,0.0025706940874036,0.0051413881748072,0,0.025706940874036,0.0591259640102828,0.0025706940874036,0.012853470437018,0,0,0,0,0,0,0,0,0,0,0,0,0.0051413881748072,0,0,0,0,0.0051413881748072,0,0,0.0025706940874036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,10057,0.23342175066313,0.0530503978779841,0.00795755968169761,0.0212201591511936,0.0106100795755968,0,0.0159151193633952,0,0,0,0,0.557029177718833,0.0450928381962865,0.00530503978779841,0.0026525198938992,0.0026525198938992,0.013262599469496,0.0238726790450928,0,0.00530503978779841,0,0,0,0,0,0,0,0,0,0,0,0,0.0026525198938992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,10645,0.15,0.0375,0.003125,0.021875,0.0125,0.003125,0.0125,0,0,0,0,0.559375,0.103125,0.003125,0.00625,0,0.034375,0.028125,0.003125,0.00625,0,0.003125,0,0,0.003125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00625,0,0.003125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,11073,0.174556213017751,0.0443786982248521,0,0.0266272189349112,0.00887573964497041,0,0.0207100591715976,0,0.0029585798816568,0,0.0029585798816568,0.535502958579882,0.0828402366863905,0.0029585798816568,0.0029585798816568,0.00591715976331361,0.0325443786982249,0.029585798816568,0.0029585798816568,0.00591715976331361,0.0029585798816568,0.00591715976331361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029585798816568,0,0,0,0.0029585798816568,0.0029585798816568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,11501,0.13265306122449,0.0331632653061225,0,0.0306122448979592,0.0153061224489796,0.00510204081632653,0.0204081632653061,0.00255102040816327,0,0,0,0.589285714285714,0.076530612244898,0.00255102040816327,0.0102040816326531,0.00255102040816327,0.0306122448979592,0.0306122448979592,0,0.00510204081632653,0.00510204081632653,0,0,0,0,0,0,0,0,0,0,0,0,0.00510204081632653,0,0,0,0,0.00255102040816327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,11715,0.143646408839779,0.149171270718232,0,0.0276243093922652,0.0220994475138122,0.0110497237569061,0.00552486187845304,0,0,0,0.0110497237569061,0.397790055248619,0.171270718232044,0,0.0110497237569061,0,0.00552486187845304,0,0,0,0.0220994475138122,0.0165745856353591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00552486187845304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,12250,0.148367952522255,0.169139465875371,0,0.00593471810089021,0.0326409495548961,0.00890207715133531,0.0148367952522255,0,0,0,0.00890207715133531,0.314540059347181,0.142433234421365,0.0029673590504451,0.0741839762611276,0.0029673590504451,0.0029673590504451,0.00593471810089021,0,0.00890207715133531,0.00890207715133531,0,0,0,0,0,0,0,0,0,0,0,0.0029673590504451,0,0.0029673590504451,0.00593471810089021,0,0,0.0029673590504451,0,0,0.0118694362017804,0.0118694362017804,0.0029673590504451,0.0029673590504451,0.0029673590504451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,30164,0.08,0.262222222222222,0,0.04,0.0355555555555556,0.0133333333333333,0.0311111111111111,0,0,0,0.0133333333333333,0.0622222222222222,0.128888888888889,0,0.213333333333333,0.00888888888888889,0.00888888888888889,0.00444444444444444,0,0,0.0133333333333333,0,0,0,0.00444444444444444,0,0,0,0,0.00444444444444444,0,0,0.00444444444444444,0.00444444444444444,0.0222222222222222,0.00444444444444444,0,0,0,0,0,0.00444444444444444,0.0311111111111111,0,0.00444444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607,30180,0.0675675675675676,0.267567567567568,0,0.0405405405405405,0.0513513513513514,0.00540540540540541,0.0189189189189189,0,0,0,0.0189189189189189,0.0648648648648649,0.175675675675676,0,0.210810810810811,0.00540540540540541,0.0027027027027027,0,0,0,0.00810810810810811,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216216216216216,0.00810810810810811,0,0.0027027027027027,0,0,0,0.00540540540540541,0.0216216216216216,0,0.0027027027027027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,30263,0.0836363636363636,0.243636363636364,0,0.0581818181818182,0.0545454545454545,0.00727272727272727,0.0109090909090909,0,0,0,0.0181818181818182,0.101818181818182,0.16,0,0.134545454545455,0,0,0.0109090909090909,0.00363636363636364,0.00363636363636364,0.0145454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0.00727272727272727,0.0436363636363636,0.00363636363636364,0,0,0,0,0,0,0.0363636363636364,0.00363636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642,30296,0.104712041884817,0.25130890052356,0,0.0418848167539267,0.00523560209424084,0.00523560209424084,0.0209424083769634,0,0,0,0.0209424083769634,0.12565445026178,0.141361256544503,0,0.115183246073298,0.00523560209424084,0.0157068062827225,0.0157068062827225,0.00523560209424084,0,0.0157068062827225,0,0,0,0.0104712041884817,0,0,0,0,0,0,0,0.00523560209424084,0,0.0471204188481675,0.0104712041884817,0,0.00523560209424084,0,0,0,0,0.031413612565445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,30339,0.0631578947368421,0.23859649122807,0,0.0421052631578947,0.0315789473684211,0.0175438596491228,0.0105263157894737,0,0,0.00350877192982456,0.0175438596491228,0.0771929824561404,0.203508771929825,0.00350877192982456,0.150877192982456,0.00701754385964912,0.00701754385964912,0.0105263157894737,0.00350877192982456,0.00701754385964912,0.0105263157894737,0.00701754385964912,0,0.0105263157894737,0,0,0,0,0,0,0,0,0,0.00350877192982456,0.0245614035087719,0.00701754385964912,0,0,0,0,0,0.00350877192982456,0.0245614035087719,0,0.00701754385964912,0,0.00350877192982456,0.00350877192982456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662,30362,0.0846994535519126,0.174863387978142,0,0.0601092896174863,0.0163934426229508,0.0218579234972678,0.0218579234972678,0,0.00273224043715847,0,0.0218579234972678,0.0846994535519126,0.243169398907104,0.00819672131147541,0.103825136612022,0.00819672131147541,0.00819672131147541,0.0109289617486339,0,0,0.0136612021857923,0,0,0,0.00273224043715847,0.00273224043715847,0,0.00273224043715847,0.00273224043715847,0.00273224043715847,0,0,0.00819672131147541,0.00546448087431694,0.0218579234972678,0.00546448087431694,0,0.00819672131147541,0,0.00273224043715847,0,0.00273224043715847,0.0327868852459016,0,0.00546448087431694,0.00273224043715847,0,0,0.00273224043715847,0.00273224043715847,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679,30418,0.0776942355889724,0.25062656641604,0,0.0776942355889724,0.037593984962406,0.0025062656641604,0.0150375939849624,0,0,0,0.0150375939849624,0.147869674185464,0.12280701754386,0.0050125313283208,0.132832080200501,0.0075187969924812,0.0050125313283208,0.0200501253132832,0.0075187969924812,0.0050125313283208,0.0100250626566416,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150375939849624,0.0025062656641604,0.0025062656641604,0.0025062656641604,0,0,0.0025062656641604,0.0050125313283208,0.0200501253132832,0,0,0.0025062656641604,0.0050125313283208,0,0,0,0.0025062656641604,0,0,0,0,0,0,0,0,0,0,0,0,0
687,30444,0.065040650406504,0.208672086720867,0,0.065040650406504,0.037940379403794,0.010840108401084,0.016260162601626,0.00542005420054201,0,0,0.024390243902439,0.102981029810298,0.170731707317073,0.002710027100271,0.140921409214092,0.002710027100271,0.008130081300813,0.016260162601626,0,0.002710027100271,0.00542005420054201,0.00542005420054201,0,0,0.002710027100271,0,0,0,0,0,0,0,0.002710027100271,0.00542005420054201,0.032520325203252,0.010840108401084,0,0.002710027100271,0,0,0,0.010840108401084,0.029810298102981,0,0.002710027100271,0,0.002710027100271,0,0,0.002710027100271,0,0.002710027100271,0,0,0,0,0,0,0,0,0,0,0,0
702,30494,0.121301775147929,0.230769230769231,0,0.118343195266272,0.014792899408284,0.00591715976331361,0.0355029585798817,0,0.0029585798816568,0,0.0118343195266272,0.153846153846154,0.180473372781065,0.0029585798816568,0.029585798816568,0.0029585798816568,0.0118343195266272,0.014792899408284,0,0.0177514792899408,0.00591715976331361,0,0,0,0,0,0,0,0,0.0029585798816568,0,0,0.0029585798816568,0.0029585798816568,0.0029585798816568,0.0029585798816568,0.0029585798816568,0,0.0029585798816568,0,0,0.00591715976331361,0.00887573964497041,0,0,0.0029585798816568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726,30573,0.0954545454545455,0.318181818181818,0,0.0363636363636364,0.0136363636363636,0.00454545454545455,0.0272727272727273,0,0.00454545454545455,0,0.00454545454545455,0.245454545454545,0.113636363636364,0.00454545454545455,0.0136363636363636,0.0227272727272727,0.00454545454545455,0.0227272727272727,0,0.00909090909090909,0.00909090909090909,0,0,0,0,0,0,0,0,0.00909090909090909,0.00454545454545455,0,0,0,0.00454545454545455,0.00909090909090909,0,0,0,0,0.00454545454545455,0.00909090909090909,0.00909090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
741,30622,0.154545454545455,0.239393939393939,0,0.0424242424242424,0.0151515151515152,0.0151515151515152,0.0212121212121212,0,0.00303030303030303,0,0.0151515151515152,0.26969696969697,0.127272727272727,0.00606060606060606,0.0242424242424242,0.00303030303030303,0.00303030303030303,0.0151515151515152,0,0.00303030303030303,0.00303030303030303,0,0,0,0,0,0,0,0,0,0,0,0.00606060606060606,0,0.0121212121212121,0,0,0,0,0,0,0,0.0181818181818182,0,0,0,0.00303030303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
746,30639,0.114525139664804,0.248603351955307,0,0.0502793296089385,0.0111731843575419,0.0195530726256983,0.0251396648044693,0,0,0,0.0111731843575419,0.23463687150838,0.114525139664804,0.0111731843575419,0.0279329608938547,0.0111731843575419,0.00837988826815642,0.0251396648044693,0,0.00558659217877095,0.00558659217877095,0,0,0.00837988826815642,0,0,0,0,0,0,0.00279329608938547,0,0.00558659217877095,0.0139664804469274,0.0111731843575419,0.00558659217877095,0,0.00558659217877095,0.00558659217877095,0,0.00279329608938547,0,0.0111731843575419,0,0,0,0.00279329608938547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
761,30688,0.130434782608696,0.214673913043478,0,0.0407608695652174,0.0353260869565217,0.0108695652173913,0.0271739130434783,0,0,0,0.0135869565217391,0.228260869565217,0.119565217391304,0.00271739130434783,0.0625,0.00815217391304348,0.00815217391304348,0.0108695652173913,0,0.00815217391304348,0.00815217391304348,0,0,0.00543478260869565,0,0,0,0,0,0,0,0,0.00543478260869565,0.0108695652173913,0.0108695652173913,0.00271739130434783,0,0.00271739130434783,0.00271739130434783,0,0,0.0135869565217391,0.016304347826087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
773,30728,0.108040201005025,0.246231155778894,0,0.0477386934673367,0.0226130653266332,0.0175879396984925,0.0125628140703518,0.00251256281407035,0,0,0.00753768844221105,0.246231155778894,0.123115577889447,0.0050251256281407,0.0653266331658292,0.00251256281407035,0.00251256281407035,0.0100502512562814,0.00251256281407035,0.0050251256281407,0.00753768844221105,0,0,0,0,0,0,0,0,0,0,0,0.0050251256281407,0.00251256281407035,0.0201005025125628,0.00251256281407035,0.00251256281407035,0.00753768844221105,0,0,0,0.00251256281407035,0.0175879396984925,0,0,0.00251256281407035,0,0,0,0,0.00251256281407035,0,0,0,0,0,0,0,0,0,0,0,0,0
803,30827,0.0547550432276657,0.302593659942363,0,0.0201729106628242,0.0172910662824208,0.0172910662824208,0.0172910662824208,0,0,0,0.00288184438040346,0.285302593659942,0.129682997118156,0.0115273775216138,0.0345821325648415,0.00864553314121038,0.00288184438040346,0.0230547550432277,0,0.00576368876080692,0.00576368876080692,0,0,0.00288184438040346,0,0,0.00288184438040346,0,0,0.00288184438040346,0,0,0.00576368876080692,0.00288184438040346,0.00864553314121038,0.00576368876080692,0.00288184438040346,0.00576368876080692,0,0,0,0,0.00576368876080692,0,0,0,0.00576368876080692,0,0,0,0,0,0.00288184438040346,0.00288184438040346,0.00288184438040346,0,0,0,0,0,0,0,0,0
823,30893,0.113695090439276,0.255813953488372,0,0.0387596899224806,0.0258397932816537,0.0103359173126615,0.0155038759689922,0,0,0,0.00516795865633075,0.271317829457364,0.13953488372093,0.00516795865633075,0.0387596899224806,0.0103359173126615,0.00258397932816537,0.0129198966408269,0.00516795865633075,0.00258397932816537,0.00516795865633075,0,0,0,0,0,0,0,0,0,0,0,0.00516795865633075,0.00258397932816537,0.0103359173126615,0.00258397932816537,0,0.00258397932816537,0.00258397932816537,0,0,0.00258397932816537,0.00516795865633075,0,0,0,0,0,0,0,0,0,0.00258397932816537,0.00258397932816537,0.00258397932816537,0,0,0,0,0,0,0,0,0
852,30988,0.103448275862069,0.25,0,0.0373563218390805,0.0172413793103448,0.0114942528735632,0.0229885057471264,0,0,0,0.014367816091954,0.275862068965517,0.137931034482759,0.00574712643678161,0.0459770114942529,0,0,0.014367816091954,0,0.00574712643678161,0.00574712643678161,0,0,0,0,0,0,0,0,0,0,0,0.00574712643678161,0.0028735632183908,0.00862068965517241,0.00574712643678161,0,0.00574712643678161,0,0,0,0.0114942528735632,0.00862068965517241,0,0,0.0028735632183908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
875,31064,0.0706521739130435,0.339673913043478,0,0.0380434782608696,0.0135869565217391,0.00815217391304348,0.0135869565217391,0,0,0,0.0135869565217391,0.298913043478261,0.0978260869565217,0.00543478260869565,0.0217391304347826,0.00815217391304348,0.00543478260869565,0.016304347826087,0,0,0.0108695652173913,0,0,0,0.00271739130434783,0,0,0,0,0,0,0,0.0108695652173913,0,0.0108695652173913,0.00543478260869565,0.00271739130434783,0,0,0,0,0,0.00543478260869565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
897,31137,0.0822281167108753,0.204244031830239,0.0026525198938992,0.079575596816976,0.0318302387267905,0.0291777188328912,0.0238726790450928,0,0,0,0.0238726790450928,0.20159151193634,0.143236074270557,0.00795755968169761,0.0583554376657825,0.00795755968169761,0.00530503978779841,0.013262599469496,0.00530503978779841,0.0026525198938992,0.013262599469496,0,0,0,0,0,0,0,0,0,0,0,0.00530503978779841,0.0026525198938992,0.013262599469496,0.00530503978779841,0,0.0106100795755968,0,0,0,0,0.0212201591511936,0,0,0,0,0,0,0.00530503978779841,0,0,0,0,0,0,0,0,0,0,0,0,0,0
919,31209,0.099056603773585,0.205188679245283,0.0070754716981132,0.0471698113207547,0.0259433962264151,0.0330188679245283,0.0377358490566038,0.00235849056603774,0,0,0.0212264150943396,0.191037735849057,0.153301886792453,0.00943396226415094,0.0542452830188679,0.0165094339622642,0.0070754716981132,0.0070754716981132,0.00235849056603774,0,0.00943396226415094,0.00471698113207547,0,0,0.00235849056603774,0,0.00235849056603774,0,0,0.00235849056603774,0.00235849056603774,0,0.0165094339622642,0.0070754716981132,0.0141509433962264,0.00235849056603774,0.00235849056603774,0.00471698113207547,0,0,0,0,0.00471698113207547,0,0,0,0.00471698113207547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
939,31275,0.113300492610837,0.211822660098522,0,0.0517241379310345,0.0197044334975369,0.00985221674876847,0.0197044334975369,0,0,0,0.0172413793103448,0.288177339901478,0.123152709359606,0.00246305418719212,0.0566502463054187,0.0123152709359606,0.00985221674876847,0.00738916256157635,0,0,0.00985221674876847,0,0,0,0.00246305418719212,0,0,0,0,0,0,0,0.0147783251231527,0.00246305418719212,0.00738916256157635,0.00738916256157635,0,0,0,0,0,0,0.00738916256157635,0,0,0,0.00246305418719212,0,0,0,0,0,0,0,0,0.00246305418719212,0,0,0,0,0,0,0,0
962,31351,0.0759219088937093,0.266811279826464,0.00216919739696312,0.052060737527115,0.0216919739696312,0.0151843817787419,0.0216919739696312,0,0.00216919739696312,0,0.017353579175705,0.20824295010846,0.175704989154013,0.0086767895878525,0.03470715835141,0.00650759219088937,0.0086767895878525,0.017353579175705,0,0.00433839479392625,0.00650759219088937,0,0,0,0,0,0,0,0,0.00216919739696312,0,0,0.00433839479392625,0.00433839479392625,0.0108459869848156,0,0.00433839479392625,0.00216919739696312,0,0,0,0,0.0151843817787419,0,0,0,0,0.00216919739696312,0,0.00216919739696312,0,0,0.00216919739696312,0.00216919739696312,0.00216919739696312,0,0,0,0,0,0,0,0,0
982,31417,0.0901098901098901,0.213186813186813,0,0.0637362637362637,0.0241758241758242,0.010989010989011,0.0153846153846154,0,0.0021978021978022,0.0021978021978022,0.021978021978022,0.215384615384615,0.2,0.0021978021978022,0.0417582417582418,0.0021978021978022,0.0043956043956044,0.0175824175824176,0.0021978021978022,0.0021978021978022,0.00659340659340659,0.0043956043956044,0,0,0,0,0,0,0,0,0,0,0.010989010989011,0.0043956043956044,0.010989010989011,0,0,0.0021978021978022,0,0.0043956043956044,0,0.0021978021978022,0.0175824175824176,0,0.0021978021978022,0,0,0,0,0,0,0,0,0,0,0,0.0021978021978022,0,0,0,0,0,0,0
1002,31483,0.109452736318408,0.305970149253731,0,0.0373134328358209,0.0223880597014925,0.0124378109452736,0.0223880597014925,0,0,0,0.0124378109452736,0.206467661691542,0.13681592039801,0.00248756218905473,0.0323383084577114,0.0124378109452736,0.00497512437810945,0.0248756218905473,0.00248756218905473,0,0.0099502487562189,0,0,0,0.00248756218905473,0,0,0,0,0,0,0,0.00248756218905473,0.00248756218905473,0.00746268656716418,0.00497512437810945,0.00248756218905473,0.00497512437810945,0,0,0,0,0.00746268656716418,0,0,0.00248756218905473,0,0,0,0,0,0,0,0,0,0.00746268656716418,0,0,0,0,0,0,0,0
