"sample.depths","sample.ages","Ambrosia.type","Artemisia","Bidens.type","Cyperaceae","Pinus.undiff.","Quercus","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Liliaceae","Juglans","Populus","Amaranthaceae","Poaceae","Stachys.type","Pinus.banksiana.type","Eupatorium.type","Iva.type","Polygonum.cf..P..scandens","Apiaceae","Chamaecrista.type","Juniperus.type","Brassica","Opuntia","Ranunculus","Lactuca.type","Celtis","Ephedra","Rosaceae","Cornus.cf..C..sericea","Eriogonum","Dalea","Vitis","Centaurea.type","Helianthus.type","Picea","Salix","Mentha.type","Acer.negundo.type","Solanaceae.type","Xanthium.type","Polygonum.cf..P..lapathifolium","Alnus","Betula","Carya","Corylus","Carpinus.type","Rumex","Shepherdia","Plantago","Fraxinus.cf..F..nigra","Elaeagnus","Onagraceae","Rhamnus","Sambucus.type","Morus.type","Amorpha","Limonium.cf..L..limbatum","cf..Nemopanthus","Calystegia","Thalictrum","Caryophyllaceae","Urtica","Larix","Abies"
1721,34126,0.126903553299492,0.200507614213198,0,0.0253807106598985,0.0862944162436548,0.0456852791878173,0.0228426395939086,0,0,0,0.0228426395939086,0.126903553299492,0.124365482233503,0.0050761421319797,0.121827411167513,0,0.0050761421319797,0.0101522842639594,0.00253807106598985,0,0.0050761421319797,0,0,0,0.0050761421319797,0,0,0,0,0.00253807106598985,0,0,0.00253807106598985,0.00253807106598985,0.0050761421319797,0.00253807106598985,0.0101522842639594,0.0203045685279188,0,0,0,0.00761421319796954,0.00761421319796954,0,0,0.00253807106598985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1741,34203,0.106699751861042,0.272952853598015,0.00744416873449132,0.054590570719603,0.064516129032258,0.0471464019851117,0.0124069478908189,0,0,0,0.0148883374689826,0.0297766749379653,0.143920595533499,0.00248138957816377,0.13151364764268,0.00744416873449132,0.0148883374689826,0.00496277915632754,0.00248138957816377,0,0.0099255583126551,0,0,0.00248138957816377,0,0,0,0,0,0,0.00248138957816377,0,0.00496277915632754,0.00496277915632754,0.0198511166253102,0.00248138957816377,0,0.00496277915632754,0.00248138957816377,0,0,0.00496277915632754,0.00496277915632754,0,0.00248138957816377,0,0.00248138957816377,0,0.00248138957816377,0,0,0.00496277915632754,0,0,0,0,0,0,0,0.00496277915632754,0,0,0,0
1761,NA,0.149532710280374,0.314641744548287,0.00311526479750779,0.0342679127725857,0.0311526479750779,0.0280373831775701,0.0280373831775701,0,0,0,0.0124610591900312,0.087227414330218,0.0809968847352025,0.00934579439252336,0.0747663551401869,0.0404984423676012,0.0155763239875389,0.0155763239875389,0.00311526479750779,0,0.00623052959501558,0,0,0,0,0,0,0,0,0,0.00311526479750779,0,0,0,0.0280373831775701,0.00311526479750779,0,0,0,0,0.00311526479750779,0.00623052959501558,0.0124610591900312,0,0,0,0,0.00311526479750779,0,0,0.00311526479750779,0.00311526479750779,0,0,0,0,0,0,0,0,0,0,0,0
1779,NA,0.0848806366047745,0.371352785145889,0,0.026525198938992,0.0371352785145889,0.026525198938992,0.0238726790450928,0,0,0,0.0185676392572944,0.0875331564986737,0.185676392572944,0.0106100795755968,0.0583554376657825,0,0.00795755968169761,0.013262599469496,0,0.0026525198938992,0.00795755968169761,0,0,0,0.0026525198938992,0,0,0,0,0,0,0,0.00530503978779841,0.0026525198938992,0.0026525198938992,0.00530503978779841,0.0026525198938992,0.00530503978779841,0,0,0,0.00530503978779841,0.0026525198938992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026525198938992,0,0,0,0
1797,NA,0.0598802395209581,0.356287425149701,0,0.029940119760479,0.0598802395209581,0.0239520958083832,0.0149700598802395,0,0,0,0.0149700598802395,0.122754491017964,0.116766467065868,0.00898203592814371,0.110778443113772,0.0119760479041916,0.0119760479041916,0.00898203592814371,0.0029940119760479,0,0.0119760479041916,0.0029940119760479,0,0,0,0,0,0,0,0,0,0,0,0.00598802395209581,0.0179640718562874,0,0,0,0,0,0.0029940119760479,0,0,0,0,0,0.0029940119760479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1817,NA,0.102719033232628,0.462235649546828,0.00302114803625378,0.0302114803625378,0.0241691842900302,0.00906344410876133,0.00906344410876133,0,0.00302114803625378,0,0.0120845921450151,0.0725075528700906,0.114803625377644,0.00302114803625378,0.0785498489425982,0.00302114803625378,0.00302114803625378,0.00604229607250755,0.00302114803625378,0.00604229607250755,0.00604229607250755,0,0,0,0.00302114803625378,0,0,0,0,0,0,0,0.00604229607250755,0.00302114803625378,0.00906344410876133,0,0,0.00302114803625378,0.00302114803625378,0,0,0.00906344410876133,0.0120845921450151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1836,NA,0.117256637168142,0.449115044247788,0,0.0176991150442478,0.0154867256637168,0.00221238938053097,0.0265486725663717,0,0.00221238938053097,0,0.0110619469026549,0.128318584070796,0.103982300884956,0.00442477876106195,0.0530973451327434,0.0088495575221239,0.00442477876106195,0.0176991150442478,0.00221238938053097,0,0.0088495575221239,0,0,0,0,0,0,0,0,0,0,0,0,0.00221238938053097,0.00663716814159292,0.00221238938053097,0,0.00221238938053097,0,0,0,0,0.0088495575221239,0,0,0,0,0,0,0.00221238938053097,0,0,0,0,0,0,0,0,0,0.00221238938053097,0,0,0,0
1856,NA,0.1,0.441666666666667,0,0.0138888888888889,0.0277777777777778,0.00277777777777778,0.00833333333333333,0,0.00277777777777778,0,0.00833333333333333,0.147222222222222,0.0722222222222222,0.00833333333333333,0.0777777777777778,0.00277777777777778,0.0111111111111111,0.0194444444444444,0,0,0.0166666666666667,0,0,0,0.00277777777777778,0,0.00277777777777778,0,0,0,0,0,0.0138888888888889,0,0.00277777777777778,0.00555555555555556,0,0,0,0,0,0.00277777777777778,0.00277777777777778,0,0,0,0,0.00277777777777778,0.00277777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1876,NA,0.156756756756757,0.310810810810811,0,0.027027027027027,0.0594594594594595,0.0135135135135135,0.0135135135135135,0,0.0027027027027027,0,0.0135135135135135,0.1,0.1,0,0.113513513513514,0.00540540540540541,0.00540540540540541,0.0162162162162162,0.0027027027027027,0,0.0027027027027027,0,0,0,0,0.0027027027027027,0,0.0027027027027027,0.0027027027027027,0.00540540540540541,0,0,0,0.0027027027027027,0.00540540540540541,0.0027027027027027,0.0027027027027027,0,0,0,0,0,0.0108108108108108,0,0,0,0,0,0.00810810810810811,0,0,0,0.0027027027027027,0.0027027027027027,0.0027027027027027,0.0027027027027027,0,0,0,0,0,0,0,0
1886,NA,0.0638297872340425,0.354609929078014,0,0.0212765957446809,0.0283687943262411,0,0.0141843971631206,0,0,0,0.0141843971631206,0.0921985815602837,0.24822695035461,0,0.0921985815602837,0,0,0,0,0.00709219858156028,0.0141843971631206,0,0,0.00709219858156028,0,0,0,0,0,0,0,0,0,0,0.00709219858156028,0,0,0,0,0,0.0141843971631206,0,0,0,0,0,0,0,0,0,0,0,0.00709219858156028,0.00709219858156028,0.00709219858156028,0,0,0,0,0,0,0,0,0
1892,NA,0.0613496932515337,0.288343558282209,0,0.049079754601227,0.110429447852761,0.0122699386503067,0.00613496932515337,0,0,0,0.0122699386503067,0.0613496932515337,0.214723926380368,0,0.141104294478528,0,0,0.00613496932515337,0.00613496932515337,0,0.0184049079754601,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00613496932515337,0.00613496932515337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1907,NA,0.111111111111111,0.414141414141414,0,0.0101010101010101,0.0707070707070707,0,0,0,0,0,0,0.0505050505050505,0.141414141414141,0.0101010101010101,0.131313131313131,0,0.0101010101010101,0.0101010101010101,0,0,0.0202020202020202,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101010101010101,0.0101010101010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1919,NA,0.0769230769230769,0.307692307692308,0,0.0769230769230769,0.0384615384615385,0,0,0,0,0,0,0.0384615384615385,0.153846153846154,0,0.307692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
