"sample.depths","sample.ages","Acer.spicatum","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Artemisia","Betula","Cyperaceae","Ericaceae","Fagus","Fraxinus.nigra.type","Ostrya.Carpinus","Picea.mariana.type","Pinus.undiff.","Populus.balsamifera.type","Populus.tremuloides.type","Quercus","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Juniperus.type","Poaceae","Abies.balsamea","Acer.saccharum","Carya.ovata","Corylus.cornuta","Myrica.gale","Pinus.banksiana.type","Pinus.strobus","Prunus.pensylvanica","Rumex.type","Juniperus.communis.Thuja.occidentalis.type","Picea.undiff.","Salix.undiff.","Acer.rubrum","Fraxinus.pennsylvanica.type","Fabaceae.undiff.","Ranunculaceae.undiff.","Thalictrum","Rosaceae.undiff.","Brassicaceae","Castanea.dentata","Tsuga.canadensis","Picea.glauca.type","Taxus","Plantago","Acer.pensylvanicum","Caryophyllaceae","Juglans.cinerea","Sambucus","Larix","Tilia","Amaranthaceae","Ephedra","Viburnum.opulus","Arceuthobium.pusillum","Viburnum.edule","Apiaceae","Salix.vestita.type","Onagraceae","Polygonaceae.undiff.","Shepherdia.canadensis","Liliaceae","Saxifraga.cernua.type","cf..Oxyria.digyna","Salix.herbacea.type","Populus.grandidentata.type","Rosaceae.cf..Prunus.serotina","Saxifraga.oppositifolia.type","Sanguisorba.canadensis","Oxytropis.maydelliana.type","Prunus.undiff.","Asteraceae.subf..Cichorioideae","Campanula.type","Rubus.chamaemorus","Koenigia.islandica","Armeria.maritima","cf..Sarcobatus.vermiculatus","Polygonum.undiff.","Polygonum.viviparum","Dryas","Rhamnus.Vitis","Viburnum.nudum"
465,9810,0,0.00231481481481481,0.203703703703704,0.00231481481481481,0,0.421296296296296,0.00694444444444444,0,0,0.00462962962962963,0.00231481481481481,0.0486111111111111,0.0300925925925926,0.00231481481481481,0.00462962962962963,0.0231481481481481,0,0.00462962962962963,0.00925925925925926,0.00231481481481481,0.0925925925925926,0.00462962962962963,0,0,0,0.0601851851851852,0.037037037037037,0,0,0,0.0185185185185185,0.00694444444444444,0,0,0,0,0,0,0.00231481481481481,0,0,0,0.00231481481481481,0.00231481481481481,0,0,0.00231481481481481,0,0,0,0,0,0,0,0.00231481481481481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,10352,0,0.0604651162790698,0.337209302325581,0.00232558139534884,0.00232558139534884,0.234883720930233,0.0162790697674419,0,0,0.00465116279069767,0,0.0848837209302326,0.00930232558139535,0.00232558139534884,0.0197674418604651,0.0209302325581395,0.00348837209302326,0.00465116279069767,0.00465116279069767,0.00813953488372093,0.0372093023255814,0,0,0.0116279069767442,0.00348837209302326,0.05,0.0383720930232558,0,0,0,0.0290697674418605,0.00465116279069767,0,0.00348837209302326,0,0,0,0,0,0,0.00232558139534884,0.00232558139534884,0,0,0,0,0,0,0.00116279069767442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,10533,0.00110987791342952,0.0732519422863485,0.397336293007769,0,0,0.216426193118757,0.00887902330743618,0.00110987791342952,0,0.00221975582685905,0,0.0754716981132075,0.0099889012208657,0.00554938956714761,0.02330743618202,0.0221975582685905,0.00554938956714761,0.00332963374028857,0.00221975582685905,0.0099889012208657,0.00443951165371809,0.00221975582685905,0,0.00665926748057714,0.00665926748057714,0.0421753607103219,0.0288568257491676,0,0,0.00110987791342952,0.0277469478357381,0.00776914539400666,0,0.00110987791342952,0,0,0,0.00110987791342952,0.00221975582685905,0,0.00332963374028857,0.00332963374028857,0.00110987791342952,0,0,0,0,0,0,0,0,0,0,0,0,0.00110987791342952,0.00110987791342952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,10605,0,0.00137174211248285,0.281207133058985,0.00274348422496571,0.00274348422496571,0.277091906721536,0.0288065843621399,0.00548696844993141,0,0,0.00137174211248285,0.0795610425240055,0.0233196159122085,0.00274348422496571,0.0425240054869684,0.0192043895747599,0.00411522633744856,0.0123456790123457,0.0288065843621399,0.0192043895747599,0,0,0.00137174211248285,0.00137174211248285,0,0.046639231824417,0.0219478737997256,0,0,0,0.0603566529492455,0.0150891632373114,0,0.00137174211248285,0,0,0,0,0,0,0.00137174211248285,0.00685871056241427,0,0,0,0,0.00137174211248285,0,0,0,0.00411522633744856,0,0,0,0.00274348422496571,0,0,0.00274348422496571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,10642,0,0.00327868852459016,0.232786885245902,0,0.00327868852459016,0.260655737704918,0.039344262295082,0.00491803278688525,0,0.00327868852459016,0,0.0459016393442623,0.0311475409836066,0.00491803278688525,0.0360655737704918,0.0344262295081967,0.00819672131147541,0.00819672131147541,0.0426229508196721,0.019672131147541,0,0.00327868852459016,0,0.00327868852459016,0,0.0262295081967213,0.060655737704918,0,0,0.0098360655737705,0.078688524590164,0.0147540983606557,0,0,0,0,0,0,0,0,0,0.00819672131147541,0,0,0,0.00327868852459016,0,0,0,0,0.00163934426229508,0,0,0,0,0,0,0.00163934426229508,0.00163934426229508,0.00163934426229508,0.00163934426229508,0.00491803278688525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,10678,0,0.00125628140703518,0.208542713567839,0,0.00125628140703518,0.32286432160804,0.042713567839196,0.0100502512562814,0,0.00376884422110553,0,0.0540201005025126,0.021356783919598,0.00376884422110553,0.0389447236180905,0.0226130653266332,0.00879396984924623,0.0100502512562814,0.0678391959798995,0.00376884422110553,0.00251256281407035,0,0,0.00125628140703518,0,0.0364321608040201,0.0402010050251256,0,0,0.00628140703517588,0.0464824120603015,0.028894472361809,0,0.00376884422110553,0,0,0,0,0,0,0.00251256281407035,0.00251256281407035,0,0,0,0.00125628140703518,0.00125628140703518,0,0,0.00125628140703518,0,0,0,0,0.00251256281407035,0,0,0,0,0.00125628140703518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,10714,0,0.00133333333333333,0.153333333333333,0.00266666666666667,0.00533333333333333,0.312,0.052,0.00933333333333333,0,0.00133333333333333,0.00133333333333333,0.0706666666666667,0.016,0.012,0.052,0.032,0.00533333333333333,0.0146666666666667,0.0786666666666667,0.016,0.00533333333333333,0.00133333333333333,0.00133333333333333,0,0,0.0173333333333333,0.0386666666666667,0,0,0.0186666666666667,0.0426666666666667,0.0293333333333333,0,0,0,0.00133333333333333,0,0,0,0,0.00266666666666667,0,0,0,0,0,0.00133333333333333,0,0.00133333333333333,0,0.00133333333333333,0,0,0,0,0.00133333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,10786,0,0,0.0601941747572816,0,0.00970873786407767,0.378640776699029,0.0776699029126214,0.00194174757281553,0,0.00194174757281553,0,0.0504854368932039,0.00970873786407767,0.0058252427184466,0.0601941747572816,0.029126213592233,0.0058252427184466,0.0116504854368932,0.0757281553398058,0.0330097087378641,0.00194174757281553,0.0058252427184466,0,0.00388349514563107,0.00194174757281553,0.029126213592233,0.0504854368932039,0,0,0.00970873786407767,0.0252427184466019,0.0446601941747573,0,0,0,0,0,0.00388349514563107,0,0,0.00194174757281553,0,0.00194174757281553,0,0,0.00388349514563107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00388349514563107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,10822,0,0,0.0516759776536313,0,0.00698324022346369,0.329608938547486,0.0740223463687151,0.00558659217877095,0,0.00279329608938547,0.00279329608938547,0.0516759776536313,0.0125698324022346,0.0111731843575419,0.0698324022346369,0.0237430167597765,0.00837988826815642,0.0125698324022346,0.0991620111731844,0.0405027932960894,0.00279329608938547,0.00418994413407821,0,0.00418994413407821,0,0.0139664804469274,0.0544692737430168,0,0,0.0237430167597765,0.0237430167597765,0.0307262569832402,0,0.00837988826815642,0,0,0,0,0,0,0.00418994413407821,0.00418994413407821,0.00139664804469274,0,0,0.00279329608938547,0,0,0.00139664804469274,0,0,0,0,0,0,0,0.00558659217877095,0,0,0.00139664804469274,0,0.00139664804469274,0,0.00837988826815642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,10895,0,0,0.0277777777777778,0,0.00641025641025641,0.361111111111111,0.106837606837607,0.00641025641025641,0.00213675213675214,0.00213675213675214,0.00213675213675214,0.0235042735042735,0.014957264957265,0.0170940170940171,0.121794871794872,0.014957264957265,0.00641025641025641,0.00854700854700855,0.0876068376068376,0.032051282051282,0.00213675213675214,0.00427350427350427,0,0.00213675213675214,0,0.014957264957265,0.047008547008547,0,0,0.0170940170940171,0.0235042735042735,0.0299145299145299,0.00213675213675214,0,0,0,0,0,0,0,0.00213675213675214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00641025641025641,0.00213675213675214,0.00213675213675214,0.00213675213675214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,11246,0.00198019801980198,0,0.0257425742574257,0,0.0138613861386139,0.358415841584158,0.112871287128713,0.00198019801980198,0,0.0099009900990099,0,0.0138613861386139,0.0138613861386139,0.0138613861386139,0.116831683168317,0.0316831683168317,0.00792079207920792,0.0099009900990099,0.0554455445544554,0.0198019801980198,0.00198019801980198,0,0.00198019801980198,0.00198019801980198,0,0.0237623762376238,0.0574257425742574,0,0,0.00396039603960396,0.0118811881188119,0.0732673267326733,0.00198019801980198,0,0,0,0,0,0,0,0.00594059405940594,0.00198019801980198,0,0,0,0.00396039603960396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00198019801980198,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,11469,0,0,0.0431266846361186,0.00539083557951483,0.00808625336927224,0.380053908355795,0.0889487870619946,0,0,0,0,0.0215633423180593,0.0188679245283019,0.00539083557951483,0.0889487870619946,0.0350404312668464,0.00808625336927224,0.00539083557951483,0.032345013477089,0.032345013477089,0.00539083557951483,0,0,0.00269541778975741,0.00808625336927224,0.0377358490566038,0.0592991913746631,0,0,0.00269541778975741,0.0134770889487871,0.078167115902965,0.00269541778975741,0,0,0,0,0,0,0,0,0,0,0,0.00269541778975741,0.00539083557951483,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00269541778975741,0,0,0.00539083557951483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,11914,0,0.00452488687782805,0.0407239819004525,0.00226244343891403,0.0407239819004525,0.434389140271493,0.0927601809954751,0.00452488687782805,0,0.00226244343891403,0.00452488687782805,0.0180995475113122,0.0135746606334842,0.00678733031674208,0.0701357466063348,0.0203619909502262,0.00904977375565611,0.0113122171945701,0.0226244343891403,0.0271493212669683,0,0.00452488687782805,0,0.00226244343891403,0,0.0226244343891403,0.0429864253393665,0,0,0.00452488687782805,0.0113122171945701,0.0656108597285068,0,0,0,0,0,0.00226244343891403,0.00226244343891403,0,0.00226244343891403,0,0,0,0,0.00226244343891403,0,0,0,0,0,0,0,0,0,0,0,0.00226244343891403,0,0,0,0.00226244343891403,0.00452488687782805,0,0,0,0,0.00226244343891403,0,0,0,0,0,0,0,0,0,0,0,0,0
502,12359,0,0,0.024390243902439,0,0.0426829268292683,0.467479674796748,0.103658536585366,0.0040650406504065,0,0.0040650406504065,0,0.0203252032520325,0.0040650406504065,0.008130081300813,0.0630081300813008,0.0121951219512195,0.0101626016260163,0.0101626016260163,0.0142276422764228,0.0284552845528455,0.0040650406504065,0,0,0.0040650406504065,0.00203252032520325,0.0182926829268293,0.0304878048780488,0,0,0.00609756097560976,0.0101626016260163,0.0934959349593496,0,0,0,0,0,0.00203252032520325,0,0,0.00203252032520325,0,0,0,0,0.0040650406504065,0,0,0,0,0.00203252032520325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00203252032520325,0,0.00203252032520325,0,0,0,0,0,0,0,0,0,0,0,0
504,NA,0,0,0.0442890442890443,0,0.0769230769230769,0.27039627039627,0.181818181818182,0.00233100233100233,0,0.006993006993007,0,0.0186480186480186,0.013986013986014,0,0.0466200466200466,0.0163170163170163,0.00233100233100233,0.013986013986014,0.0116550116550117,0.0536130536130536,0.00466200466200466,0.006993006993007,0,0.00233100233100233,0,0.0163170163170163,0.0442890442890443,0,0,0.00233100233100233,0.0163170163170163,0.107226107226107,0,0,0,0.006993006993007,0,0.006993006993007,0,0,0.00233100233100233,0.00466200466200466,0,0,0,0,0.00233100233100233,0.00233100233100233,0,0,0,0,0,0,0,0,0,0.00233100233100233,0,0,0,0.00233100233100233,0.00466200466200466,0,0,0,0.00466200466200466,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,NA,0,0,0.0483460559796438,0,0.083969465648855,0.290076335877863,0.173027989821883,0.00254452926208651,0,0.00508905852417303,0,0.0203562340966921,0.0152671755725191,0.00763358778625954,0.0407124681933842,0.00254452926208651,0.0101781170483461,0.00763358778625954,0.0127226463104326,0.0559796437659033,0,0,0,0,0.00254452926208651,0.0330788804071247,0.0508905852417303,0,0,0,0.0152671755725191,0.094147582697201,0,0,0.00254452926208651,0.00763358778625954,0.00254452926208651,0.00254452926208651,0,0,0,0,0,0,0,0.00254452926208651,0,0,0,0,0,0,0,0,0,0,0.00254452926208651,0,0,0,0,0.00763358778625954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,NA,0,0,0.0584795321637427,0.00292397660818713,0.116959064327485,0.149122807017544,0.210526315789474,0.00584795321637427,0,0.00292397660818713,0,0.0175438596491228,0.00292397660818713,0,0.0263157894736842,0.0116959064327485,0.00584795321637427,0.00292397660818713,0.0175438596491228,0.0701754385964912,0.00292397660818713,0,0,0.00292397660818713,0.00292397660818713,0.0175438596491228,0.0233918128654971,0,0,0.00584795321637427,0.0087719298245614,0.169590643274854,0,0,0,0.00292397660818713,0,0.00584795321637427,0,0,0.00292397660818713,0,0,0,0,0.0175438596491228,0,0,0,0,0.00292397660818713,0,0,0,0,0,0.00584795321637427,0,0,0,0,0.00292397660818713,0.0175438596491228,0.00292397660818713,0,0,0.00292397660818713,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,NA,0,0,0.049469964664311,0,0.0954063604240283,0.11660777385159,0.240282685512367,0,0,0,0,0.0318021201413428,0.00706713780918728,0,0.0247349823321555,0.0141342756183746,0.0141342756183746,0.00353356890459364,0.00706713780918728,0.0812720848056537,0,0,0,0,0,0.0176678445229682,0.0318021201413428,0,0,0.00706713780918728,0.00706713780918728,0.215547703180212,0,0,0.00353356890459364,0.00353356890459364,0,0.0106007067137809,0,0,0,0,0,0,0,0.0106007067137809,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00353356890459364,0,0,0,0.00353356890459364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,NA,0,0,0.0214592274678112,0,0.0107296137339056,0.203862660944206,0.319742489270386,0.00214592274678112,0,0,0,0.00429184549356223,0.0107296137339056,0.00429184549356223,0.0150214592274678,0.0386266094420601,0.0128755364806867,0.00214592274678112,0.00858369098712446,0.0987124463519313,0,0,0,0.00214592274678112,0,0.036480686695279,0.00643776824034335,0,0,0.00429184549356223,0.00429184549356223,0.180257510729614,0,0,0,0,0,0.00643776824034335,0,0,0,0,0,0,0,0.00214592274678112,0,0,0,0,0.00214592274678112,0,0,0,0,0,0,0,0,0,0,0,0.00214592274678112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,NA,0,0.0017921146953405,0.0340501792114695,0,0.003584229390681,0.057347670250896,0.483870967741935,0,0,0,0.0017921146953405,0.010752688172043,0.010752688172043,0,0.0089605734767025,0.017921146953405,0.0017921146953405,0.0161290322580645,0.0125448028673835,0.120071684587814,0,0.003584229390681,0,0,0,0.025089605734767,0.00537634408602151,0,0,0.003584229390681,0.007168458781362,0.123655913978495,0,0,0.003584229390681,0,0,0.0089605734767025,0,0,0.00537634408602151,0,0.0017921146953405,0,0,0.0089605734767025,0,0,0,0,0.0017921146953405,0,0,0,0.0017921146953405,0.0017921146953405,0,0,0.0017921146953405,0,0,0,0.010752688172043,0,0,0,0,0,0,0.003584229390681,0,0,0,0,0,0,0,0,0,0,0
515,NA,0,0.00732064421669107,0.068814055636896,0.00292825768667643,0.0161054172767204,0.068814055636896,0.325036603221083,0,0,0,0,0.00585651537335286,0.0190336749633968,0,0.0102489019033675,0,0.00439238653001464,0.00732064421669107,0.0146412884333821,0.166910688140556,0.00146412884333821,0.00146412884333821,0,0,0.00439238653001464,0.020497803806735,0.0219619326500732,0,0,0.00585651537335286,0.0161054172767204,0.020497803806735,0,0,0,0.0175695461200586,0.00146412884333821,0.0146412884333821,0.00292825768667643,0,0.00439238653001464,0.00146412884333821,0,0.00146412884333821,0,0.0263543191800878,0,0,0,0,0,0,0,0,0,0,0.00439238653001464,0,0,0,0,0.0146412884333821,0.0761346998535871,0.0117130307467057,0,0,0.00585651537335286,0,0,0,0.00585651537335286,0.00146412884333821,0,0,0,0,0,0,0,0,0
